x_cm,y_cm,z_cm,temperature_C,stress_MPa,strain,pO2_atm,current_density_A_cm2,damage_index
0.889,2.222,2.632,751.5,49.159,0.000246,0.16459,0.4386,0.00243
0.889,2.222,2.895,752.13,49.217,0.000246,0.15598,0.4603,0.00307
0.889,2.222,3.158,756.81,47.75,0.000239,0.14664,0.4646,0.0051
0.889,2.222,3.421,759.66,48.281,0.000241,0.15684,0.4702,0.00519
0.889,2.222,3.684,764.74,44.242,0.000221,0.14615,0.4769,0.00436
0.889,2.222,3.947,769.54,44.237,0.000221,0.14209,0.4814,0.00596
0.889,2.222,4.211,775.27,38.214,0.000191,0.13061,0.4618,0.00739
0.889,2.222,4.474,774.58,42.425,0.000212,0.13238,0.5058,0.00737
0.889,2.222,4.737,782.97,36.879,0.000184,0.12685,0.4882,0.00941
0.889,2.222,5.0,789.47,37.47,0.000187,0.12667,0.494,0.01012
1.333,2.222,0.0,707.89,62.543,0.000313,0.20035,0.4006,0.00112
1.333,2.222,0.263,710.81,61.515,0.000308,0.20493,0.41,0.00078
1.333,2.222,0.526,719.21,55.882,0.000279,0.20313,0.3973,0.0
1.333,2.222,0.789,719.01,60.274,0.000301,0.19106,0.4008,0.00029
1.333,2.222,1.053,722.79,57.239,0.000286,0.19012,0.4358,0.0
1.333,2.222,1.316,725.95,55.698,0.000278,0.17866,0.4228,0.00276
1.333,2.222,1.579,734.84,51.362,0.000257,0.18749,0.4345,0.00168
1.333,2.222,1.842,735.51,56.272,0.000281,0.16931,0.4267,0.0
1.333,2.222,2.105,738.86,53.039,0.000265,0.16894,0.4582,0.00154
1.333,2.222,2.368,746.75,48.939,0.000245,0.16144,0.4557,0.00062
1.333,2.222,2.632,748.52,44.832,0.000224,0.15649,0.447,0.00234
1.333,2.222,2.895,756.09,46.093,0.00023,0.16491,0.4732,0.00343
1.333,2.222,3.158,760.12,47.683,0.000238,0.16029,0.4698,0.00485
1.333,2.222,3.421,763.46,45.888,0.000229,0.14648,0.4765,0.00569
1.333,2.222,3.684,765.95,48.256,0.000241,0.16223,0.4825,0.00406
1.333,2.222,3.947,773.34,42.074,0.00021,0.1469,0.4752,0.00641
1.333,2.222,4.211,773.08,43.772,0.000219,0.1428,0.5022,0.00741
1.333,2.222,4.474,782.44,44.2,0.000221,0.13418,0.507,0.00809
1.333,2.222,4.737,783.88,38.42,0.000192,0.13662,0.5127,0.00747
1.333,2.222,5.0,788.37,41.223,0.000206,0.1279,0.4769,0.00919
1.778,2.222,0.0,710.49,59.969,0.0003,0.20497,0.4004,0.0
1.778,2.222,0.263,716.55,57.846,0.000289,0.20435,0.4089,0.0008
1.778,2.222,0.526,718.79,53.504,0.000268,0.19692,0.4074,0.0
1.778,2.222,0.789,721.48,57.752,0.000289,0.1878,0.4159,0.0
1.778,2.222,1.053,727.78,54.441,0.000272,0.19399,0.4208,0.00018
1.778,2.222,1.316,733.09,53.976,0.00027,0.18491,0.4398,0.0
1.778,2.222,1.579,737.08,56.487,0.000282,0.17891,0.4437,0.0006
1.778,2.222,1.842,739.67,52.569,0.000263,0.18337,0.4404,0.00174
1.778,2.222,2.105,743.94,52.065,0.00026,0.17093,0.4466,0.0008
1.778,2.222,2.368,748.47,54.429,0.000272,0.17186,0.4477,0.00176
1.778,2.222,2.632,753.59,49.812,0.000249,0.15611,0.4728,0.00218
1.778,2.222,2.895,755.84,46.828,0.000234,0.15326,0.4617,0.00399
1.778,2.222,3.158,760.67,49.904,0.00025,0.15313,0.4807,0.00232
1.778,2.222,3.421,764.82,46.456,0.000232,0.14963,0.4782,0.00412
1.778,2.222,3.684,765.94,44.235,0.000221,0.14677,0.4797,0.00695
1.778,2.222,3.947,771.73,42.416,0.000212,0.14652,0.4638,0.00735
1.778,2.222,4.211,779.19,42.585,0.000213,0.15593,0.4966,0.00813
1.778,2.222,4.474,785.33,44.003,0.00022,0.12619,0.4723,0.00936
1.778,2.222,4.737,785.76,39.935,0.0002,0.1277,0.4929,0.008
1.778,2.222,5.0,789.59,40.335,0.000202,0.12937,0.4864,0.01127
2.222,2.222,0.0,708.73,58.319,0.000292,0.21976,0.4099,0.0
2.222,2.222,0.263,709.21,61.796,0.000309,0.20341,0.4013,0.0
2.222,2.222,0.526,721.37,55.14,0.000276,0.19912,0.4172,0.00073
2.222,2.222,0.789,720.89,54.881,0.000274,0.192,0.3949,0.00044
2.222,2.222,1.053,723.35,54.47,0.000272,0.19166,0.4301,0.00066
2.222,2.222,1.316,731.49,52.015,0.00026,0.18395,0.4348,0.0
2.222,2.222,1.579,735.1,54.737,0.000274,0.1834,0.4214,0.0
2.222,2.222,1.842,743.59,53.994,0.00027,0.18078,0.4315,0.00174
2.222,2.222,2.105,744.5,52.87,0.000264,0.16822,0.4556,0.00278
2.222,2.222,2.368,750.91,51.903,0.00026,0.17048,0.4502,0.00235
2.222,2.222,2.632,753.39,46.499,0.000232,0.15764,0.4612,0.00301
2.222,2.222,2.895,754.97,48.936,0.000245,0.15831,0.4403,0.00371
2.222,2.222,3.158,765.41,50.124,0.000251,0.14976,0.4616,0.00314
2.222,2.222,3.421,767.85,45.636,0.000228,0.14084,0.4788,0.00452
2.222,2.222,3.684,769.95,47.418,0.000237,0.14987,0.4665,0.00423
2.222,2.222,3.947,775.25,43.893,0.000219,0.13637,0.4726,0.00725
2.222,2.222,4.211,777.93,42.909,0.000215,0.13412,0.4842,0.00476
2.222,2.222,4.474,781.9,39.689,0.000198,0.13244,0.4819,0.00772
2.222,2.222,4.737,786.63,40.099,0.0002,0.14026,0.5091,0.0107
2.222,2.222,5.0,794.07,42.567,0.000213,0.13549,0.5073,0.01046
2.667,2.222,0.0,711.14,58.725,0.000294,0.20159,0.4001,0.0
2.667,2.222,0.263,712.87,62.739,0.000314,0.19835,0.4265,0.00045
2.667,2.222,0.526,717.55,57.567,0.000288,0.20861,0.4095,0.00091
2.667,2.222,0.789,718.17,59.54,0.000298,0.20499,0.421,0.00041
2.667,2.222,1.053,725.8,55.81,0.000279,0.19141,0.4121,0.00101
2.667,2.222,1.316,730.97,50.11,0.000251,0.1848,0.4261,0.0
2.667,2.222,1.579,734.76,52.231,0.000261,0.17902,0.4387,0.0003
2.667,2.222,1.842,738.56,51.188,0.000256,0.17357,0.4436,0.00169
2.667,2.222,2.105,741.03,50.199,0.000251,0.16389,0.4332,0.00144
2.667,2.222,2.368,748.38,48.016,0.00024,0.16985,0.4345,0.0018
2.667,2.222,2.632,752.82,47.5,0.000237,0.1567,0.4536,0.00175
2.667,2.222,2.895,755.15,49.641,0.000248,0.16048,0.462,0.00474
2.667,2.222,3.158,759.37,52.622,0.000263,0.15331,0.4436,0.00408
2.667,2.222,3.421,763.36,46.724,0.000234,0.15463,0.4902,0.00565
2.667,2.222,3.684,768.25,44.564,0.000223,0.14186,0.477,0.00324
2.667,2.222,3.947,772.88,39.267,0.000196,0.13513,0.4588,0.00717
2.667,2.222,4.211,772.72,47.117,0.000236,0.13278,0.4886,0.00595
2.667,2.222,4.474,779.3,44.236,0.000221,0.13415,0.4735,0.00773
2.667,2.222,4.737,781.9,40.139,0.000201,0.12999,0.4846,0.00916
2.667,2.222,5.0,787.57,40.621,0.000203,0.12096,0.5048,0.01197
3.111,2.222,0.0,708.88,59.056,0.000295,0.20733,0.3875,0.00181
3.111,2.222,0.263,708.65,56.595,0.000283,0.20494,0.3959,0.0
3.111,2.222,0.526,711.66,57.101,0.000286,0.20277,0.4192,0.00053
3.111,2.222,0.789,716.39,58.559,0.000293,0.19394,0.4148,0.0
3.111,2.222,1.053,723.81,56.52,0.000283,0.19253,0.4166,0.00048
3.111,2.222,1.316,728.91,54.302,0.000272,0.18432,0.4247,0.00067
3.111,2.222,1.579,731.74,54.988,0.000275,0.17957,0.4487,0.00132
3.111,2.222,1.842,731.72,51.987,0.00026,0.17717,0.4454,0.0008
3.111,2.222,2.105,738.69,54.066,0.00027,0.16417,0.4284,0.00226
3.111,2.222,2.368,747.6,48.428,0.000242,0.17515,0.4625,0.00261
3.111,2.222,2.632,748.72,48.754,0.000244,0.1618,0.4485,0.0017
3.111,2.222,2.895,748.57,50.009,0.00025,0.15678,0.4571,0.00324
3.111,2.222,3.158,755.3,48.807,0.000244,0.15438,0.4535,0.00346
3.111,2.222,3.421,756.99,44.968,0.000225,0.15485,0.4638,0.00672
3.111,2.222,3.684,764.4,43.514,0.000218,0.14736,0.4757,0.00671
3.111,2.222,3.947,769.81,45.236,0.000226,0.1447,0.4797,0.00722
3.111,2.222,4.211,773.47,46.024,0.00023,0.13828,0.5015,0.00659
3.111,2.222,4.474,777.22,43.909,0.00022,0.12885,0.4782,0.00985
3.111,2.222,4.737,786.38,38.688,0.000193,0.11779,0.4933,0.00863
3.111,2.222,5.0,786.87,38.654,0.000193,0.13152,0.4791,0.00929
3.556,2.222,0.0,702.71,57.828,0.000289,0.21505,0.3943,0.00227
3.556,2.222,0.263,709.18,61.78,0.000309,0.19856,0.4157,0.0007
3.556,2.222,0.526,713.41,57.772,0.000289,0.19265,0.4256,0.0
3.556,2.222,0.789,716.88,56.229,0.000281,0.18821,0.4317,0.0
3.556,2.222,1.053,725.75,56.338,0.000282,0.18581,0.4173,0.00122
3.556,2.222,1.316,722.98,55.683,0.000278,0.17934,0.4232,0.00039
3.556,2.222,1.579,731.21,52.898,0.000264,0.17971,0.4219,0.00091
3.556,2.222,1.842,735.23,53.196,0.000266,0.17522,0.4349,0.00304
3.556,2.222,2.105,734.2,51.781,0.000259,0.17008,0.4539,0.00111
3.556,2.222,2.368,742.41,53.809,0.000269,0.16277,0.4557,0.00178
3.556,2.222,2.632,743.6,49.544,0.000248,0.15652,0.4476,0.00557
3.556,2.222,2.895,749.9,49.228,0.000246,0.14946,0.4547,0.00383
3.556,2.222,3.158,756.43,46.107,0.000231,0.14988,0.4603,0.00449
3.556,2.222,3.421,758.44,45.081,0.000225,0.15193,0.463,0.00623
3.556,2.222,3.684,757.99,46.185,0.000231,0.13677,0.476,0.00601
3.556,2.222,3.947,768.16,42.387,0.000212,0.14075,0.4864,0.00756
3.556,2.222,4.211,767.65,43.825,0.000219,0.13214,0.5072,0.00569
3.556,2.222,4.474,774.05,41.625,0.000208,0.12734,0.4896,0.0085
3.556,2.222,4.737,781.68,42.28,0.000211,0.13519,0.5017,0.00882
3.556,2.222,5.0,781.08,36.088,0.00018,0.13313,0.4899,0.01052
4.0,2.222,0.0,700.99,62.888,0.000314,0.2121,0.4011,0.0
4.0,2.222,0.263,702.76,55.648,0.000278,0.19821,0.4037,0.0
4.0,2.222,0.526,703.9,61.479,0.000307,0.20303,0.4172,7e-05
4.0,2.222,0.789,711.17,56.995,0.000285,0.19739,0.4207,0.001
4.0,2.222,1.053,715.51,56.818,0.000284,0.19863,0.4279,0.0
4.0,2.222,1.316,718.47,54.648,0.000273,0.18107,0.4249,0.00015
4.0,2.222,1.579,725.31,53.846,0.000269,0.18084,0.4281,0.00136
4.0,2.222,1.842,729.62,50.726,0.000254,0.16985,0.4248,0.00127
4.0,2.222,2.105,732.82,52.825,0.000264,0.16027,0.4442,0.00281
4.0,2.222,2.368,737.09,51.416,0.000257,0.15619,0.4464,0.00339
4.0,2.222,2.632,743.46,50.324,0.000252,0.16135,0.4663,0.00172
4.0,2.222,2.895,743.55,51.415,0.000257,0.15316,0.4563,0.00327
4.0,2.222,3.158,752.96,44.567,0.000223,0.15539,0.4578,0.00347
4.0,2.222,3.421,753.46,46.48,0.000232,0.15205,0.4741,0.00595
4.0,2.222,3.684,758.23,42.287,0.000211,0.14504,0.46,0.00634
4.0,2.222,3.947,761.28,46.547,0.000233,0.13343,0.4818,0.0053
4.0,2.222,4.211,764.99,44.622,0.000223,0.13258,0.478,0.00847
4.0,2.222,4.474,773.62,41.634,0.000208,0.13511,0.4773,0.00669
4.0,2.222,4.737,774.11,42.83,0.000214,0.13213,0.4961,0.00852
4.0,2.222,5.0,781.04,41.0,0.000205,0.12881,0.4761,0.00892
0.0,2.667,0.0,700.82,57.03,0.000285,0.21402,0.4058,0.0
0.0,2.667,0.263,703.71,60.261,0.000301,0.20302,0.4061,0.0
0.0,2.667,0.526,710.68,56.184,0.000281,0.19997,0.4045,0.00011
0.0,2.667,0.789,712.83,57.158,0.000286,0.19653,0.4253,0.0
0.0,2.667,1.053,712.44,57.671,0.000288,0.19354,0.4261,0.0
0.0,2.667,1.316,719.76,54.834,0.000274,0.18373,0.4136,0.00185
0.0,2.667,1.579,730.85,53.554,0.000268,0.17877,0.4375,0.00116
0.0,2.667,1.842,729.57,55.475,0.000277,0.1759,0.4419,0.00359
0.0,2.667,2.105,733.52,51.933,0.00026,0.17005,0.4377,0.00285
0.0,2.667,2.368,739.95,50.011,0.00025,0.16404,0.4451,0.0033
0.0,2.667,2.632,745.03,46.309,0.000232,0.15792,0.469,0.00222
0.0,2.667,2.895,744.42,48.471,0.000242,0.14832,0.462,0.00308
0.0,2.667,3.158,750.56,48.767,0.000244,0.15549,0.4508,0.00452
0.0,2.667,3.421,754.73,49.305,0.000247,0.15117,0.4697,0.00418
0.0,2.667,3.684,756.02,42.136,0.000211,0.14629,0.4584,0.00544
0.0,2.667,3.947,762.73,45.109,0.000226,0.14325,0.4841,0.00736
0.0,2.667,4.211,767.81,44.536,0.000223,0.13669,0.4786,0.00723
0.0,2.667,4.474,771.18,41.26,0.000206,0.1433,0.4848,0.00656
0.0,2.667,4.737,779.87,44.372,0.000222,0.13489,0.4855,0.00967
0.0,2.667,5.0,781.58,38.323,0.000192,0.13678,0.4967,0.00958
0.444,2.667,0.0,704.11,63.664,0.000318,0.20639,0.4024,0.0
0.444,2.667,0.263,707.69,59.225,0.000296,0.20396,0.3989,0.00246
0.444,2.667,0.526,713.38,59.436,0.000297,0.19865,0.403,0.00026
0.444,2.667,0.789,715.58,56.029,0.00028,0.20101,0.4166,0.00235
0.444,2.667,1.053,717.11,52.721,0.000264,0.17839,0.418,0.0
0.444,2.667,1.316,721.98,54.531,0.000273,0.18689,0.4239,3e-05
0.444,2.667,1.579,729.19,54.979,0.000275,0.18012,0.4248,0.00052
0.444,2.667,1.842,735.49,51.548,0.000258,0.17989,0.4274,0.00126
0.444,2.667,2.105,736.22,51.018,0.000255,0.16734,0.4408,0.00147
0.444,2.667,2.368,743.16,50.692,0.000253,0.15703,0.4546,0.00125
0.444,2.667,2.632,746.45,46.436,0.000232,0.17088,0.4519,0.00371
0.444,2.667,2.895,752.11,47.853,0.000239,0.15716,0.4549,0.00345
0.444,2.667,3.158,751.68,47.789,0.000239,0.15791,0.4489,0.00484
0.444,2.667,3.421,755.82,45.257,0.000226,0.14762,0.4637,0.00501
0.444,2.667,3.684,765.97,47.744,0.000239,0.15098,0.4683,0.00799
0.444,2.667,3.947,763.06,44.663,0.000223,0.14538,0.4798,0.00639
0.444,2.667,4.211,771.56,38.893,0.000194,0.14395,0.4847,0.00808
0.444,2.667,4.474,778.21,41.082,0.000205,0.13262,0.5127,0.00931
0.444,2.667,4.737,780.07,39.665,0.000198,0.13754,0.4911,0.00782
0.444,2.667,5.0,786.32,38.287,0.000191,0.13002,0.508,0.00895
0.889,2.667,0.0,709.15,63.074,0.000315,0.20094,0.4083,0.0
0.889,2.667,0.263,712.32,60.196,0.000301,0.21138,0.4115,0.0
0.889,2.667,0.526,715.6,57.133,0.000286,0.20214,0.4106,0.0
0.889,2.667,0.789,716.78,55.902,0.00028,0.19259,0.4411,0.00049
0.889,2.667,1.053,720.35,55.153,0.000276,0.18838,0.4126,0.00205
0.889,2.667,1.316,727.04,53.568,0.000268,0.1791,0.4312,0.0
0.889,2.667,1.579,727.94,52.289,0.000261,0.18009,0.4388,0.0
0.889,2.667,1.842,737.11,53.643,0.000268,0.17746,0.4204,0.00079
0.889,2.667,2.105,745.0,47.451,0.000237,0.17073,0.428,0.00081
0.889,2.667,2.368,744.41,51.564,0.000258,0.16689,0.4597,0.00074
0.889,2.667,2.632,749.28,46.424,0.000232,0.1587,0.4556,0.00244
0.889,2.667,2.895,750.3,49.444,0.000247,0.15264,0.4464,0.00359
0.889,2.667,3.158,756.69,49.5,0.000248,0.15332,0.4753,0.00392
0.889,2.667,3.421,761.3,44.233,0.000221,0.15047,0.4666,0.00413
0.889,2.667,3.684,764.88,43.802,0.000219,0.14325,0.4831,0.00545
0.889,2.667,3.947,770.41,46.161,0.000231,0.14389,0.4959,0.00451
0.889,2.667,4.211,772.45,42.531,0.000213,0.14217,0.4823,0.0078
0.889,2.667,4.474,778.25,40.542,0.000203,0.13914,0.4701,0.00801
0.889,2.667,4.737,783.18,39.604,0.000198,0.12835,0.487,0.00934
0.889,2.667,5.0,789.24,44.833,0.000224,0.11908,0.4799,0.01008
1.333,2.667,0.0,708.84,59.007,0.000295,0.21218,0.3909,0.0
1.333,2.667,0.263,711.66,59.961,0.0003,0.20312,0.4191,0.0
1.333,2.667,0.526,716.78,59.196,0.000296,0.19937,0.4032,0.00149
1.333,2.667,0.789,722.23,59.971,0.0003,0.19166,0.4046,0.00086
1.333,2.667,1.053,723.64,59.653,0.000298,0.1972,0.4365,0.00025
1.333,2.667,1.316,728.24,50.975,0.000255,0.18204,0.4243,0.00152
1.333,2.667,1.579,734.17,56.587,0.000283,0.1887,0.4338,0.00203
1.333,2.667,1.842,734.02,52.912,0.000265,0.17858,0.4259,0.00276
1.333,2.667,2.105,742.07,49.524,0.000248,0.1754,0.4543,0.00258
1.333,2.667,2.368,745.64,52.484,0.000262,0.16507,0.4477,0.00374
1.333,2.667,2.632,751.93,47.669,0.000238,0.15726,0.4604,0.00284
1.333,2.667,2.895,753.19,51.01,0.000255,0.16073,0.4433,0.0043
1.333,2.667,3.158,758.29,46.606,0.000233,0.15486,0.476,0.00299
1.333,2.667,3.421,763.3,48.469,0.000242,0.14665,0.4715,0.00549
1.333,2.667,3.684,766.16,46.747,0.000234,0.14885,0.4663,0.00564
1.333,2.667,3.947,769.8,41.795,0.000209,0.14446,0.4746,0.00685
1.333,2.667,4.211,774.68,40.339,0.000202,0.12923,0.4788,0.00836
1.333,2.667,4.474,775.95,42.442,0.000212,0.13736,0.4919,0.00711
1.333,2.667,4.737,782.41,40.081,0.0002,0.1356,0.4958,0.01044
1.333,2.667,5.0,789.83,41.325,0.000207,0.11977,0.5158,0.01069
1.778,2.667,0.0,706.72,59.533,0.000298,0.21978,0.3796,0.00031
1.778,2.667,0.263,711.84,57.211,0.000286,0.21156,0.4112,0.0
1.778,2.667,0.526,717.65,58.587,0.000293,0.19065,0.3942,0.0
1.778,2.667,0.789,723.84,52.694,0.000263,0.19227,0.4409,0.0012
1.778,2.667,1.053,724.1,53.133,0.000266,0.18456,0.4359,0.00046
1.778,2.667,1.316,729.53,52.663,0.000263,0.17818,0.4258,0.00188
1.778,2.667,1.579,737.77,48.891,0.000244,0.1809,0.4357,0.00184
1.778,2.667,1.842,739.59,53.358,0.000267,0.17542,0.4374,0.00062
1.778,2.667,2.105,744.82,49.87,0.000249,0.16559,0.4358,0.00175
1.778,2.667,2.368,745.56,50.997,0.000255,0.16174,0.4399,0.00216
1.778,2.667,2.632,750.61,50.966,0.000255,0.16147,0.4521,0.00368
1.778,2.667,2.895,758.15,50.956,0.000255,0.15928,0.4311,0.00345
1.778,2.667,3.158,761.03,48.964,0.000245,0.14901,0.4762,0.00395
1.778,2.667,3.421,765.71,43.111,0.000216,0.14951,0.4854,0.00515
1.778,2.667,3.684,770.14,43.458,0.000217,0.14805,0.471,0.00519
1.778,2.667,3.947,774.67,40.734,0.000204,0.14609,0.4933,0.00707
1.778,2.667,4.211,776.4,41.323,0.000207,0.13931,0.479,0.00729
1.778,2.667,4.474,779.21,45.037,0.000225,0.13506,0.4837,0.00927
1.778,2.667,4.737,784.2,41.649,0.000208,0.12957,0.4967,0.00979
1.778,2.667,5.0,788.97,41.99,0.00021,0.12533,0.5051,0.01023
2.222,2.667,0.0,705.3,57.328,0.000287,0.2109,0.3915,0.00149
2.222,2.667,0.263,714.98,58.535,0.000293,0.20502,0.4085,0.0
2.222,2.667,0.526,719.99,59.089,0.000295,0.2013,0.4133,0.00031
2.222,2.667,0.789,722.66,54.827,0.000274,0.19024,0.3931,0.00041
2.222,2.667,1.053,725.32,55.342,0.000277,0.19223,0.4182,0.00088
2.222,2.667,1.316,731.05,56.628,0.000283,0.17652,0.424,0.00018
2.222,2.667,1.579,731.67,55.686,0.000278,0.18274,0.4254,0.00116
2.222,2.667,1.842,735.69,53.689,0.000268,0.17361,0.4307,0.00081
2.222,2.667,2.105,746.88,51.5,0.000258,0.16448,0.4468,0.00039
2.222,2.667,2.368,743.61,50.746,0.000254,0.16009,0.4313,0.00212
2.222,2.667,2.632,753.55,47.24,0.000236,0.16416,0.4634,0.00307
2.222,2.667,2.895,758.88,52.179,0.000261,0.15784,0.4565,0.00235
2.222,2.667,3.158,760.27,44.794,0.000224,0.15417,0.4755,0.00366
2.222,2.667,3.421,764.38,48.907,0.000245,0.14821,0.4621,0.00525
2.222,2.667,3.684,769.07,41.412,0.000207,0.14325,0.4833,0.00612
2.222,2.667,3.947,768.63,43.664,0.000218,0.14211,0.4844,0.00702
2.222,2.667,4.211,775.89,43.912,0.00022,0.13766,0.4663,0.0061
2.222,2.667,4.474,784.2,40.645,0.000203,0.13044,0.4876,0.01028
2.222,2.667,4.737,785.81,38.045,0.00019,0.12238,0.5201,0.00747
2.222,2.667,5.0,789.46,38.349,0.000192,0.12386,0.5085,0.00983
2.667,2.667,0.0,708.74,59.498,0.000297,0.21077,0.389,0.0
2.667,2.667,0.263,711.4,59.279,0.000296,0.20868,0.4005,0.0
2.667,2.667,0.526,714.54,57.65,0.000288,0.18924,0.4188,0.0
2.667,2.667,0.789,723.09,57.09,0.000285,0.19154,0.4192,0.00152
2.667,2.667,1.053,723.56,56.454,0.000282,0.19007,0.4059,0.00214
2.667,2.667,1.316,734.1,56.076,0.00028,0.18471,0.4087,0.00093
2.667,2.667,1.579,733.25,52.759,0.000264,0.17958,0.4387,0.00053
2.667,2.667,1.842,738.79,53.31,0.000267,0.17203,0.434,0.0
2.667,2.667,2.105,745.62,49.226,0.000246,0.16623,0.4528,0.00097
2.667,2.667,2.368,747.43,47.305,0.000237,0.16794,0.4508,0.00042
2.667,2.667,2.632,747.93,48.541,0.000243,0.16254,0.4444,0.0021
2.667,2.667,2.895,753.72,54.631,0.000273,0.15683,0.4575,0.00303
2.667,2.667,3.158,755.68,47.341,0.000237,0.16312,0.4589,0.0042
2.667,2.667,3.421,762.91,47.996,0.00024,0.15523,0.4713,0.00449
2.667,2.667,3.684,765.46,47.636,0.000238,0.14773,0.4647,0.00497
2.667,2.667,3.947,771.28,43.587,0.000218,0.14613,0.4638,0.00573
2.667,2.667,4.211,778.71,46.129,0.000231,0.14107,0.4826,0.00695
2.667,2.667,4.474,783.56,43.095,0.000215,0.13288,0.4809,0.0091
2.667,2.667,4.737,780.84,43.236,0.000216,0.1252,0.5042,0.00966
2.667,2.667,5.0,785.02,40.394,0.000202,0.13219,0.4976,0.00934
3.111,2.667,0.0,706.49,60.505,0.000303,0.20993,0.4026,0.0
3.111,2.667,0.263,710.14,61.798,0.000309,0.20905,0.4015,0.00199
3.111,2.667,0.526,712.04,56.92,0.000285,0.20332,0.4121,0.0
3.111,2.667,0.789,718.48,57.507,0.000288,0.18656,0.4219,0.0009
3.111,2.667,1.053,723.1,55.982,0.00028,0.19216,0.4234,0.00143
3.111,2.667,1.316,726.68,55.016,0.000275,0.19278,0.41,0.00072
3.111,2.667,1.579,734.04,55.087,0.000275,0.17843,0.4271,0.00035
3.111,2.667,1.842,737.91,53.31,0.000267,0.17641,0.4573,0.0
3.111,2.667,2.105,739.7,51.463,0.000257,0.17534,0.4458,0.00238
3.111,2.667,2.368,746.71,53.923,0.00027,0.1584,0.4429,0.00247
3.111,2.667,2.632,750.2,50.282,0.000251,0.15124,0.4475,0.00205
3.111,2.667,2.895,752.83,47.181,0.000236,0.15645,0.4719,0.0039
3.111,2.667,3.158,751.63,47.424,0.000237,0.14531,0.4684,0.00413
3.111,2.667,3.421,758.15,46.363,0.000232,0.15589,0.4558,0.00391
3.111,2.667,3.684,764.39,44.195,0.000221,0.14959,0.4937,0.004
3.111,2.667,3.947,770.4,43.35,0.000217,0.14802,0.4818,0.0058
3.111,2.667,4.211,770.96,42.962,0.000215,0.13762,0.4868,0.00852
3.111,2.667,4.474,780.06,43.141,0.000216,0.13987,0.5043,0.00868
3.111,2.667,4.737,785.0,38.818,0.000194,0.13124,0.4964,0.00936
3.111,2.667,5.0,787.21,41.166,0.000206,0.12938,0.5043,0.01043
3.556,2.667,0.0,704.29,59.614,0.000298,0.22072,0.3848,0.0
3.556,2.667,0.263,708.97,56.799,0.000284,0.19827,0.4044,0.0
3.556,2.667,0.526,712.5,58.955,0.000295,0.20792,0.3979,0.00018
3.556,2.667,0.789,716.06,57.489,0.000287,0.18467,0.4106,0.00019
3.556,2.667,1.053,719.84,56.962,0.000285,0.18894,0.4235,0.0
3.556,2.667,1.316,726.19,56.979,0.000285,0.18691,0.4039,0.0
3.556,2.667,1.579,730.33,57.377,0.000287,0.17687,0.4348,0.00092
3.556,2.667,1.842,729.96,52.825,0.000264,0.17611,0.4452,0.00086
3.556,2.667,2.105,736.9,51.067,0.000255,0.17198,0.4238,0.0015
3.556,2.667,2.368,742.17,50.318,0.000252,0.16882,0.4406,0.00205
3.556,2.667,2.632,742.41,48.801,0.000244,0.16042,0.4375,0.00417
3.556,2.667,2.895,750.88,47.362,0.000237,0.15383,0.4631,0.0029
3.556,2.667,3.158,753.45,47.439,0.000237,0.15408,0.4581,0.00448
3.556,2.667,3.421,761.97,43.298,0.000216,0.14755,0.4797,0.00362
3.556,2.667,3.684,763.72,46.976,0.000235,0.14543,0.4606,0.00681
3.556,2.667,3.947,766.67,44.961,0.000225,0.13996,0.4809,0.00799
3.556,2.667,4.211,771.58,46.231,0.000231,0.13884,0.4759,0.0067
3.556,2.667,4.474,775.13,40.424,0.000202,0.13123,0.4896,0.00675
3.556,2.667,4.737,775.99,43.967,0.00022,0.12838,0.4915,0.00725
3.556,2.667,5.0,783.2,41.937,0.00021,0.12183,0.507,0.01018
4.0,2.667,0.0,696.58,58.141,0.000291,0.21079,0.4029,0.0
4.0,2.667,0.263,703.47,56.802,0.000284,0.20005,0.4167,0.00143
4.0,2.667,0.526,708.61,58.607,0.000293,0.20078,0.4096,0.00041
4.0,2.667,0.789,710.06,58.049,0.00029,0.19915,0.4067,0.0
4.0,2.667,1.053,716.58,57.407,0.000287,0.19685,0.4272,0.00135
4.0,2.667,1.316,723.92,53.522,0.000268,0.18356,0.4256,0.0
4.0,2.667,1.579,724.07,58.524,0.000293,0.19319,0.4289,0.00097
4.0,2.667,1.842,727.47,50.43,0.000252,0.17775,0.4402,0.00144
4.0,2.667,2.105,735.79,53.957,0.00027,0.17077,0.4345,0.00227
4.0,2.667,2.368,738.24,47.094,0.000235,0.17542,0.4652,0.0017
4.0,2.667,2.632,741.95,47.95,0.00024,0.157,0.4631,0.00262
4.0,2.667,2.895,747.29,50.234,0.000251,0.15715,0.4616,0.00283
4.0,2.667,3.158,750.76,50.908,0.000255,0.15165,0.4657,0.0045
4.0,2.667,3.421,753.1,48.6,0.000243,0.1427,0.4688,0.00543
4.0,2.667,3.684,756.55,44.982,0.000225,0.15024,0.4685,0.00459
4.0,2.667,3.947,766.65,41.948,0.00021,0.14299,0.484,0.00696
4.0,2.667,4.211,768.22,45.748,0.000229,0.14117,0.48,0.00589
4.0,2.667,4.474,774.62,41.796,0.000209,0.13751,0.5059,0.00775
4.0,2.667,4.737,775.22,43.996,0.00022,0.12231,0.5091,0.00987
4.0,2.667,5.0,782.39,42.338,0.000212,0.13335,0.5022,0.00953
