timestamp,building_id,electricity_kwh,gas_kwh,heating_kwh,cooling_kwh,lighting_kwh,plug_load_kwh,fans_kwh,total_kwh,indoor_temp_c,indoor_rh_pct,co2_ppm,tvoc_ppb,pm25_ug_m3
2024-01-18T07:00:00,BLD-00024,73.322,0.0,338.14,0.0,2.373,2.437,0.884,73.322,18.72,59.1,498.0,95.0,14.7
2024-01-18T08:00:00,BLD-00024,74.371,0.0,318.742,0.0,4.461,4.67,1.492,74.371,18.75,52.6,751.0,201.0,10.1
2024-01-18T09:00:00,BLD-00024,67.505,0.0,284.575,0.0,4.447,4.655,1.488,67.505,19.53,62.3,736.0,195.0,11.5
2024-01-18T10:00:00,BLD-00024,58.082,0.0,239.387,0.0,4.283,4.481,1.441,58.082,19.11,51.6,755.0,182.0,10.3
2024-01-18T11:00:00,BLD-00024,53.599,0.0,216.022,0.0,4.364,4.567,1.464,53.599,19.48,58.0,734.0,206.0,12.4
2024-01-18T12:00:00,BLD-00024,49.857,0.0,197.726,0.0,4.329,4.529,1.454,49.857,20.53,53.0,762.0,189.0,10.5
2024-01-18T13:00:00,BLD-00024,50.415,0.0,200.151,0.0,4.359,4.562,1.463,50.415,19.84,51.7,714.0,139.0,16.3
2024-01-18T14:00:00,BLD-00024,46.29,0.0,179.871,0.0,4.33,4.531,1.454,46.29,20.54,61.3,726.0,212.0,14.7
2024-01-18T15:00:00,BLD-00024,56.414,0.0,230.35,0.0,4.343,4.544,1.458,56.414,19.28,54.1,763.0,142.0,15.2
2024-01-18T16:00:00,BLD-00024,60.035,0.0,248.645,0.0,4.326,4.526,1.453,60.035,19.86,56.1,734.0,169.0,10.0
2024-01-18T17:00:00,BLD-00024,56.847,0.0,253.274,0.0,2.584,2.663,0.945,56.847,20.03,50.2,478.0,148.0,14.4
2024-01-18T18:00:00,BLD-00024,61.795,0.0,279.946,0.0,2.42,2.488,0.897,61.795,19.07,54.6,471.0,112.0,12.7
2024-01-18T19:00:00,BLD-00024,67.442,0.0,306.618,0.0,2.553,2.63,0.936,67.442,19.86,53.7,497.0,107.0,7.6
2024-01-18T20:00:00,BLD-00024,83.102,0.0,385.312,0.0,2.519,2.594,0.926,83.102,19.79,53.1,497.0,107.0,7.3
2024-01-18T21:00:00,BLD-00024,86.217,0.0,401.624,0.0,2.457,2.527,0.908,86.217,19.04,58.5,471.0,134.0,13.1
2024-01-18T22:00:00,BLD-00024,95.391,0.0,447.694,0.0,2.44,2.509,0.903,95.391,19.48,57.8,497.0,163.0,15.7
2024-01-18T23:00:00,BLD-00024,93.323,0.0,436.893,0.0,2.479,2.551,0.915,93.323,18.85,58.4,492.0,150.0,13.3
2024-01-19T00:00:00,BLD-00024,96.927,0.0,454.307,0.0,2.53,2.606,0.929,96.927,19.16,56.8,512.0,142.0,15.1
2024-01-19T01:00:00,BLD-00024,94.415,0.0,442.844,0.0,2.438,2.507,0.902,94.415,18.78,59.6,472.0,150.0,14.5
2024-01-19T02:00:00,BLD-00024,96.506,0.0,452.323,0.0,2.52,2.595,0.926,96.506,19.05,55.5,516.0,126.0,9.3
2024-01-19T03:00:00,BLD-00024,92.294,0.0,431.382,0.0,2.51,2.584,0.924,92.294,19.12,50.2,470.0,140.0,7.6
2024-01-19T04:00:00,BLD-00024,96.113,0.0,449.678,0.0,2.578,2.657,0.943,96.113,18.3,56.2,487.0,122.0,7.3
2024-01-19T05:00:00,BLD-00024,82.953,0.0,383.989,0.0,2.568,2.647,0.941,82.953,19.64,56.9,521.0,170.0,11.8
2024-01-19T06:00:00,BLD-00024,76.021,0.0,351.366,0.0,2.396,2.462,0.89,76.021,19.23,60.1,479.0,120.0,13.2
2024-01-19T07:00:00,BLD-00024,69.292,0.0,315.436,0.0,2.589,2.669,0.947,69.292,19.87,49.9,493.0,146.0,8.9
2024-01-19T08:00:00,BLD-00024,68.712,0.0,290.527,0.0,4.454,4.663,1.49,68.712,18.99,50.2,764.0,142.0,8.5
2024-01-19T09:00:00,BLD-00024,64.042,0.0,268.925,0.0,4.306,4.504,1.447,64.042,18.97,54.0,728.0,155.0,14.7
2024-01-19T10:00:00,BLD-00024,54.851,0.0,223.957,0.0,4.222,4.415,1.423,54.851,20.55,53.9,699.0,155.0,15.9
2024-01-19T11:00:00,BLD-00024,52.455,0.0,209.409,0.0,4.44,4.648,1.486,52.455,19.96,58.8,724.0,192.0,11.1
2024-01-19T12:00:00,BLD-00024,52.233,0.0,210.511,0.0,4.252,4.447,1.432,52.233,20.49,48.0,745.0,167.0,14.7
2024-01-19T13:00:00,BLD-00024,47.981,0.0,188.247,0.0,4.337,4.538,1.456,47.981,20.84,55.5,766.0,166.0,8.1
2024-01-19T14:00:00,BLD-00024,48.878,0.0,191.554,0.0,4.437,4.645,1.486,48.878,20.26,52.5,765.0,187.0,16.7
2024-01-19T15:00:00,BLD-00024,49.56,0.0,197.065,0.0,4.259,4.455,1.434,49.56,20.5,50.0,743.0,192.0,14.1
2024-01-19T16:00:00,BLD-00024,58.119,0.0,237.844,0.0,4.43,4.637,1.483,58.119,19.78,49.6,739.0,216.0,17.1
2024-01-19T17:00:00,BLD-00024,60.787,0.0,274.215,0.0,2.479,2.551,0.914,60.787,19.9,61.0,494.0,116.0,15.4
2024-01-19T18:00:00,BLD-00024,61.828,0.0,277.962,0.0,2.602,2.683,0.95,61.828,19.87,50.7,475.0,104.0,7.2
2024-01-19T19:00:00,BLD-00024,73.321,0.0,336.597,0.0,2.503,2.577,0.922,73.321,19.94,57.0,466.0,170.0,15.6
2024-01-19T20:00:00,BLD-00024,74.615,0.0,341.667,0.0,2.622,2.704,0.956,74.615,19.56,53.4,487.0,135.0,10.0
2024-01-19T21:00:00,BLD-00024,82.266,0.0,380.022,0.0,2.613,2.695,0.954,82.266,19.47,56.6,479.0,96.0,13.4
2024-01-19T22:00:00,BLD-00024,88.156,0.0,412.204,0.0,2.382,2.447,0.886,88.156,19.72,56.7,475.0,100.0,11.3
2024-01-19T23:00:00,BLD-00024,95.768,0.0,448.575,0.0,2.525,2.6,0.928,95.768,18.26,53.8,470.0,137.0,9.8
2024-01-20T00:00:00,BLD-00024,95.097,0.0,446.371,0.0,2.428,2.496,0.899,95.097,19.46,54.0,507.0,149.0,11.0
2024-01-20T01:00:00,BLD-00024,95.113,0.0,446.371,0.0,2.434,2.503,0.901,95.113,19.63,61.0,459.0,124.0,8.1
2024-01-20T02:00:00,BLD-00024,94.413,0.0,443.506,0.0,2.381,2.446,0.886,94.413,19.04,51.9,487.0,120.0,14.7
2024-01-20T03:00:00,BLD-00024,90.459,0.0,423.226,0.0,2.424,2.492,0.898,90.459,19.15,55.5,474.0,123.0,15.3
2024-01-20T04:00:00,BLD-00024,90.364,0.0,421.022,0.0,2.57,2.648,0.941,90.364,18.85,52.0,529.0,109.0,16.1
2024-01-20T05:00:00,BLD-00024,80.971,0.0,375.393,0.0,2.457,2.527,0.908,80.971,19.79,48.8,483.0,149.0,14.0
2024-01-20T06:00:00,BLD-00024,80.686,0.0,372.527,0.0,2.579,2.658,0.944,80.686,18.67,56.6,496.0,173.0,13.5
2024-01-20T07:00:00,BLD-00024,68.254,0.0,310.586,0.0,2.56,2.638,0.938,68.254,19.78,60.3,490.0,169.0,13.4
2024-01-20T08:00:00,BLD-00024,64.214,0.0,292.511,0.0,2.381,2.446,0.886,64.214,19.26,53.2,465.0,105.0,14.3
2024-01-20T09:00:00,BLD-00024,54.277,0.0,242.694,0.0,2.392,2.458,0.889,54.277,19.96,58.2,455.0,130.0,11.0
2024-01-20T10:00:00,BLD-00024,50.978,0.0,225.5,0.0,2.451,2.521,0.906,50.978,20.54,54.8,500.0,129.0,13.0
2024-01-20T11:00:00,BLD-00024,47.784,0.0,208.086,0.0,2.573,2.651,0.942,47.784,19.79,53.8,476.0,135.0,13.9
2024-01-20T12:00:00,BLD-00024,44.264,0.0,191.333,0.0,2.501,2.575,0.921,44.264,20.79,52.7,461.0,167.0,14.5
2024-01-20T13:00:00,BLD-00024,44.798,0.0,192.876,0.0,2.597,2.677,0.949,44.798,20.81,52.2,477.0,171.0,8.2
2024-01-20T14:00:00,BLD-00024,48.114,0.0,209.188,0.0,2.62,2.702,0.956,48.114,20.69,56.3,510.0,137.0,11.5
2024-01-20T15:00:00,BLD-00024,45.16,0.0,195.522,0.0,2.526,2.601,0.928,45.16,20.63,47.9,520.0,149.0,14.4
2024-01-20T16:00:00,BLD-00024,50.855,0.0,224.178,0.0,2.511,2.585,0.924,50.855,20.06,53.5,476.0,133.0,12.6
2024-01-20T17:00:00,BLD-00024,57.25,0.0,256.801,0.0,2.456,2.526,0.908,57.25,20.45,52.4,456.0,151.0,13.2
2024-01-20T18:00:00,BLD-00024,68.601,0.0,312.35,0.0,2.558,2.635,0.937,68.601,19.92,52.6,500.0,139.0,13.9
2024-01-20T19:00:00,BLD-00024,72.88,0.0,335.936,0.0,2.372,2.437,0.883,72.88,19.98,61.3,500.0,131.0,14.8
2024-01-20T20:00:00,BLD-00024,76.236,0.0,350.264,0.0,2.58,2.659,0.944,76.236,19.73,55.9,516.0,131.0,12.9
2024-01-20T21:00:00,BLD-00024,84.722,0.0,392.586,0.0,2.589,2.669,0.947,84.722,18.97,53.4,489.0,149.0,9.1
2024-01-20T22:00:00,BLD-00024,90.864,0.0,425.871,0.0,2.371,2.435,0.883,90.864,19.71,52.4,477.0,120.0,13.3
2024-01-20T23:00:00,BLD-00024,92.452,0.0,431.382,0.0,2.577,2.656,0.943,92.452,18.36,55.0,491.0,154.0,7.9
2024-01-21T00:00:00,BLD-00024,101.481,0.0,477.231,0.0,2.517,2.592,0.926,101.481,18.19,52.4,465.0,147.0,9.2
2024-01-21T01:00:00,BLD-00024,100.22,0.0,472.161,0.0,2.413,2.48,0.895,100.22,19.4,51.0,508.0,151.0,9.2
2024-01-21T02:00:00,BLD-00024,98.685,0.0,464.667,0.0,2.397,2.463,0.891,98.685,18.78,58.0,499.0,145.0,10.7
2024-01-21T03:00:00,BLD-00024,99.929,0.0,469.957,0.0,2.476,2.548,0.914,99.929,18.65,57.6,480.0,108.0,14.3
2024-01-21T04:00:00,BLD-00024,90.119,0.0,420.801,0.0,2.485,2.558,0.916,90.119,18.48,51.5,484.0,148.0,10.4
2024-01-21T05:00:00,BLD-00024,84.76,0.0,394.79,0.0,2.419,2.486,0.897,84.76,18.34,56.3,469.0,97.0,8.8
2024-01-21T06:00:00,BLD-00024,78.041,0.0,358.86,0.0,2.616,2.698,0.954,78.041,18.8,54.5,503.0,165.0,13.4
2024-01-21T07:00:00,BLD-00024,71.765,0.0,327.559,0.0,2.61,2.691,0.953,71.765,19.41,48.4,530.0,144.0,10.0
2024-01-21T08:00:00,BLD-00024,65.222,0.0,296.038,0.0,2.509,2.583,0.923,65.222,19.42,55.0,522.0,106.0,10.3
2024-01-21T09:00:00,BLD-00024,56.626,0.0,253.495,0.0,2.472,2.543,0.912,56.626,19.79,56.2,458.0,152.0,9.0
2024-01-21T10:00:00,BLD-00024,48.389,0.0,211.613,0.0,2.531,2.606,0.93,48.389,19.48,58.3,467.0,138.0,8.1
2024-01-21T11:00:00,BLD-00024,48.898,0.0,215.14,0.0,2.448,2.517,0.905,48.898,20.05,57.7,456.0,148.0,15.4
2024-01-21T12:00:00,BLD-00024,49.474,0.0,216.683,0.0,2.561,2.638,0.938,49.474,20.09,58.7,525.0,120.0,10.2
2024-01-21T13:00:00,BLD-00024,50.107,0.0,219.989,0.0,2.549,2.626,0.935,50.107,20.56,53.4,477.0,118.0,12.9
2024-01-21T14:00:00,BLD-00024,48.808,0.0,213.597,0.0,2.54,2.616,0.932,48.808,19.54,54.7,468.0,95.0,9.1
2024-01-21T15:00:00,BLD-00024,51.22,0.0,224.839,0.0,2.61,2.69,0.953,51.22,19.51,48.5,487.0,164.0,7.1
2024-01-21T16:00:00,BLD-00024,58.253,0.0,261.21,0.0,2.507,2.581,0.923,58.253,19.7,52.4,465.0,140.0,9.2
2024-01-21T17:00:00,BLD-00024,61.642,0.0,279.726,0.0,2.374,2.439,0.884,61.642,20.25,58.0,467.0,127.0,10.9
2024-01-21T18:00:00,BLD-00024,60.604,0.0,273.995,0.0,2.42,2.488,0.897,60.604,19.22,51.4,458.0,132.0,15.1
2024-01-21T19:00:00,BLD-00024,69.651,0.0,316.979,0.0,2.611,2.692,0.953,69.651,19.75,53.6,524.0,117.0,10.3
2024-01-21T20:00:00,BLD-00024,84.188,0.0,390.161,0.0,2.568,2.646,0.94,84.188,19.46,54.0,476.0,169.0,12.4
2024-01-21T21:00:00,BLD-00024,83.74,0.0,387.737,0.0,2.584,2.663,0.945,83.74,18.67,48.4,493.0,157.0,10.2
2024-01-21T22:00:00,BLD-00024,87.855,0.0,408.237,0.0,2.591,2.67,0.947,87.855,18.84,52.9,506.0,106.0,12.0
2024-01-21T23:00:00,BLD-00024,97.146,0.0,456.07,0.0,2.474,2.545,0.913,97.146,19.26,49.0,500.0,125.0,15.0
2024-01-22T00:00:00,BLD-00024,94.457,0.0,443.285,0.0,2.418,2.486,0.897,94.457,18.89,57.6,460.0,151.0,12.5
2024-01-22T01:00:00,BLD-00024,100.041,0.0,469.075,0.0,2.598,2.678,0.949,100.041,19.13,57.2,475.0,136.0,8.7
2024-01-22T02:00:00,BLD-00024,93.112,0.0,434.688,0.0,2.576,2.655,0.943,93.112,18.63,60.1,508.0,102.0,13.5
2024-01-22T03:00:00,BLD-00024,93.73,0.0,438.656,0.0,2.502,2.576,0.921,93.73,18.5,52.5,482.0,133.0,14.1
2024-01-22T04:00:00,BLD-00024,92.829,0.0,433.366,0.0,2.568,2.647,0.941,92.829,18.95,60.4,515.0,150.0,10.5
2024-01-22T05:00:00,BLD-00024,85.196,0.0,394.79,0.0,2.603,2.684,0.951,85.196,19.73,58.3,485.0,125.0,10.9
2024-01-22T06:00:00,BLD-00024,80.418,0.0,372.527,0.0,2.465,2.536,0.91,80.418,18.85,53.8,510.0,120.0,7.2
2024-01-22T07:00:00,BLD-00024,69.187,0.0,316.317,0.0,2.47,2.541,0.912,69.187,19.95,53.1,497.0,113.0,9.2
2024-01-22T08:00:00,BLD-00024,73.86,0.0,318.742,0.0,4.244,4.438,1.429,73.86,20.15,52.1,716.0,204.0,9.2
2024-01-22T09:00:00,BLD-00024,59.574,0.0,246.0,0.0,4.355,4.557,1.462,59.574,19.68,50.1,753.0,201.0,13.4
2024-01-22T10:00:00,BLD-00024,62.573,0.0,260.108,0.0,4.43,4.638,1.484,62.573,18.94,53.5,775.0,162.0,13.4
2024-01-22T11:00:00,BLD-00024,56.651,0.0,231.452,0.0,4.349,4.551,1.46,56.651,19.76,46.2,710.0,207.0,14.8
2024-01-22T12:00:00,BLD-00024,53.353,0.0,216.462,0.0,4.222,4.415,1.423,53.353,20.29,52.5,750.0,164.0,10.7
2024-01-22T13:00:00,BLD-00024,49.966,0.0,197.285,0.0,4.412,4.618,1.478,49.966,19.3,56.6,775.0,147.0,9.3
2024-01-22T14:00:00,BLD-00024,49.247,0.0,195.081,0.0,4.295,4.493,1.444,49.247,20.16,53.8,704.0,165.0,15.1
2024-01-22T15:00:00,BLD-00024,49.701,0.0,195.742,0.0,4.431,4.638,1.484,49.701,20.66,57.9,749.0,149.0,11.5
2024-01-22T16:00:00,BLD-00024,61.568,0.0,257.242,0.0,4.247,4.442,1.43,61.568,19.45,58.0,736.0,200.0,15.3
2024-01-22T17:00:00,BLD-00024,57.898,0.0,258.565,0.0,2.581,2.66,0.944,57.898,19.84,46.9,490.0,134.0,11.8
2024-01-22T18:00:00,BLD-00024,67.571,0.0,307.721,0.0,2.514,2.588,0.925,67.571,19.25,54.0,475.0,172.0,15.8
2024-01-22T19:00:00,BLD-00024,66.951,0.0,306.178,0.0,2.382,2.447,0.886,66.951,20.01,53.3,481.0,127.0,10.1
2024-01-22T20:00:00,BLD-00024,77.303,0.0,357.317,0.0,2.435,2.503,0.901,77.303,19.61,55.6,486.0,91.0,8.6
2024-01-22T21:00:00,BLD-00024,82.651,0.0,383.989,0.0,2.44,2.509,0.903,82.651,18.51,53.7,477.0,157.0,8.7
2024-01-22T22:00:00,BLD-00024,95.605,0.0,447.032,0.0,2.587,2.666,0.946,95.605,18.29,56.2,500.0,115.0,7.3
2024-01-22T23:00:00,BLD-00024,92.366,0.0,433.145,0.0,2.391,2.457,0.889,92.366,18.46,52.8,464.0,109.0,11.4
2024-01-23T00:00:00,BLD-00024,102.463,0.0,480.979,0.0,2.616,2.697,0.954,102.463,18.61,51.6,510.0,101.0,16.1
2024-01-23T01:00:00,BLD-00024,97.042,0.0,454.968,0.0,2.523,2.598,0.927,97.042,19.14,52.6,481.0,156.0,15.6
2024-01-23T02:00:00,BLD-00024,92.952,0.0,436.231,0.0,2.378,2.443,0.885,92.952,19.25,58.5,488.0,130.0,8.7
2024-01-23T03:00:00,BLD-00024,97.723,0.0,458.054,0.0,2.55,2.627,0.935,97.723,18.93,56.7,523.0,98.0,8.3
2024-01-23T04:00:00,BLD-00024,94.408,0.0,441.522,0.0,2.546,2.623,0.934,94.408,18.99,56.1,472.0,119.0,8.4
2024-01-23T05:00:00,BLD-00024,81.789,0.0,377.597,0.0,2.617,2.698,0.955,81.789,18.99,56.6,511.0,147.0,13.1
2024-01-23T06:00:00,BLD-00024,82.337,0.0,380.463,0.0,2.606,2.687,0.952,82.337,19.39,54.8,518.0,133.0,8.5
2024-01-23T07:00:00,BLD-00024,75.948,0.0,351.366,0.0,2.365,2.429,0.881,75.948,19.35,54.2,495.0,93.0,12.8
2024-01-23T08:00:00,BLD-00024,71.158,0.0,305.075,0.0,4.257,4.452,1.433,71.158,19.48,50.5,730.0,151.0,15.3
2024-01-23T09:00:00,BLD-00024,67.788,0.0,287.221,0.0,4.342,4.544,1.458,67.788,20.33,52.5,733.0,134.0,15.0
2024-01-23T10:00:00,BLD-00024,55.741,0.0,228.586,0.0,4.207,4.399,1.418,55.741,20.06,54.1,738.0,208.0,12.6
2024-01-23T11:00:00,BLD-00024,58.366,0.0,240.048,0.0,4.348,4.549,1.459,58.366,19.75,57.3,709.0,206.0,16.7
2024-01-23T12:00:00,BLD-00024,55.755,0.0,226.382,0.0,4.399,4.604,1.475,55.755,20.49,55.0,722.0,208.0,12.6
2024-01-23T13:00:00,BLD-00024,49.13,0.0,193.979,0.0,4.338,4.539,1.457,49.13,20.42,55.1,722.0,212.0,14.0
2024-01-23T14:00:00,BLD-00024,53.364,0.0,215.14,0.0,4.339,4.54,1.457,53.364,19.39,55.7,724.0,207.0,16.5
2024-01-23T15:00:00,BLD-00024,55.055,0.0,223.737,0.0,4.327,4.527,1.453,55.055,20.65,58.6,754.0,196.0,9.0
2024-01-23T16:00:00,BLD-00024,59.406,0.0,244.016,0.0,4.452,4.661,1.49,59.406,19.64,60.5,767.0,143.0,11.9
2024-01-23T17:00:00,BLD-00024,62.289,0.0,282.151,0.0,2.443,2.512,0.904,62.289,19.82,56.3,467.0,160.0,7.9
2024-01-23T18:00:00,BLD-00024,60.897,0.0,274.656,0.0,2.488,2.56,0.917,60.897,19.98,51.0,482.0,158.0,10.1
2024-01-23T19:00:00,BLD-00024,67.665,0.0,307.721,0.0,2.554,2.631,0.936,67.665,18.74,50.0,471.0,117.0,12.2
2024-01-23T20:00:00,BLD-00024,74.635,0.0,344.532,0.0,2.388,2.453,0.888,74.635,19.54,55.9,456.0,90.0,7.5
2024-01-23T21:00:00,BLD-00024,87.903,0.0,410.441,0.0,2.424,2.492,0.898,87.903,18.84,54.6,473.0,131.0,12.6
2024-01-23T22:00:00,BLD-00024,95.909,0.0,450.118,0.0,2.454,2.524,0.907,95.909,19.4,50.0,513.0,100.0,12.3
2024-01-23T23:00:00,BLD-00024,96.613,0.0,452.102,0.0,2.584,2.664,0.945,96.613,18.57,51.7,526.0,154.0,12.8
2024-01-24T00:00:00,BLD-00024,97.987,0.0,459.156,0.0,2.569,2.647,0.941,97.987,18.5,50.4,500.0,145.0,8.1
2024-01-24T01:00:00,BLD-00024,98.679,0.0,463.344,0.0,2.507,2.581,0.923,98.679,18.37,50.6,482.0,163.0,8.5
2024-01-24T02:00:00,BLD-00024,93.258,0.0,436.011,0.0,2.526,2.601,0.928,93.258,19.11,56.7,476.0,124.0,10.2
2024-01-24T03:00:00,BLD-00024,99.915,0.0,468.414,0.0,2.601,2.681,0.95,99.915,18.97,51.7,478.0,108.0,13.6
2024-01-24T04:00:00,BLD-00024,91.483,0.0,427.194,0.0,2.521,2.596,0.927,91.483,19.26,51.6,502.0,116.0,10.9
2024-01-24T05:00:00,BLD-00024,90.111,0.0,420.14,0.0,2.538,2.614,0.932,90.111,19.76,60.1,515.0,142.0,11.4
2024-01-24T06:00:00,BLD-00024,81.759,0.0,379.801,0.0,2.417,2.485,0.896,81.759,19.2,55.4,482.0,107.0,13.4
2024-01-24T07:00:00,BLD-00024,67.318,0.0,307.941,0.0,2.388,2.454,0.888,67.318,20.14,50.4,497.0,97.0,9.8
2024-01-24T08:00:00,BLD-00024,70.346,0.0,300.005,0.0,4.343,4.544,1.458,70.346,19.3,50.4,751.0,138.0,16.2
2024-01-24T09:00:00,BLD-00024,63.137,0.0,263.855,0.0,4.352,4.554,1.461,63.137,19.62,51.7,721.0,155.0,11.3
2024-01-24T10:00:00,BLD-00024,57.954,0.0,238.285,0.0,4.323,4.523,1.452,57.954,20.08,56.3,749.0,153.0,11.2
2024-01-24T11:00:00,BLD-00024,50.591,0.0,201.032,0.0,4.359,4.562,1.463,50.591,20.39,52.8,731.0,186.0,14.4
2024-01-24T12:00:00,BLD-00024,49.289,0.0,195.962,0.0,4.238,4.432,1.427,49.289,20.18,50.8,741.0,166.0,12.8
2024-01-24T13:00:00,BLD-00024,47.042,0.0,183.177,0.0,4.369,4.572,1.466,47.042,20.24,46.3,753.0,195.0,12.4
2024-01-24T14:00:00,BLD-00024,51.134,0.0,204.118,0.0,4.328,4.528,1.454,51.134,19.77,56.2,758.0,211.0,10.7
2024-01-24T15:00:00,BLD-00024,52.006,0.0,209.409,0.0,4.249,4.444,1.431,52.006,20.12,52.3,751.0,203.0,12.6
2024-01-24T16:00:00,BLD-00024,56.322,0.0,229.468,0.0,4.378,4.582,1.468,56.322,20.18,59.4,744.0,153.0,12.6
2024-01-24T17:00:00,BLD-00024,57.046,0.0,256.581,0.0,2.388,2.454,0.888,57.046,19.47,60.0,502.0,163.0,8.3
2024-01-24T18:00:00,BLD-00024,68.843,0.0,315.436,0.0,2.399,2.466,0.891,68.843,18.87,50.5,462.0,150.0,11.4
2024-01-24T19:00:00,BLD-00024,68.118,0.0,310.145,0.0,2.54,2.616,0.932,68.118,19.12,55.1,505.0,165.0,7.7
2024-01-24T20:00:00,BLD-00024,74.947,0.0,345.855,0.0,2.408,2.475,0.894,74.947,18.68,56.5,472.0,141.0,7.0
2024-01-24T21:00:00,BLD-00024,83.522,0.0,386.194,0.0,2.622,2.704,0.956,83.522,19.35,51.4,495.0,141.0,14.2
2024-01-24T22:00:00,BLD-00024,88.388,0.0,412.425,0.0,2.461,2.532,0.909,88.388,18.62,52.8,472.0,108.0,7.4
2024-01-24T23:00:00,BLD-00024,97.512,0.0,456.511,0.0,2.591,2.671,0.947,97.512,18.54,62.9,519.0,132.0,12.9
2024-01-25T00:00:00,BLD-00024,99.728,0.0,468.635,0.0,2.503,2.576,0.921,99.728,18.51,54.7,483.0,105.0,8.3
2024-01-25T01:00:00,BLD-00024,102.99,0.0,485.828,0.0,2.428,2.497,0.9,102.99,18.98,54.4,453.0,137.0,10.5
2024-01-25T02:00:00,BLD-00024,99.25,0.0,465.769,0.0,2.543,2.62,0.933,99.25,18.91,57.8,517.0,156.0,11.6
2024-01-25T03:00:00,BLD-00024,96.063,0.0,451.882,0.0,2.37,2.434,0.883,96.063,19.45,58.8,491.0,139.0,10.7
2024-01-25T04:00:00,BLD-00024,89.11,0.0,415.07,0.0,2.543,2.62,0.933,89.11,18.4,50.6,499.0,171.0,11.7
2024-01-25T05:00:00,BLD-00024,88.296,0.0,413.086,0.0,2.367,2.431,0.882,88.296,18.71,51.0,490.0,118.0,8.0
2024-01-25T06:00:00,BLD-00024,75.788,0.0,349.823,0.0,2.428,2.496,0.9,75.788,20.06,56.6,500.0,147.0,10.5
2024-01-25T07:00:00,BLD-00024,69.453,0.0,317.199,0.0,2.508,2.582,0.923,69.453,19.3,51.7,480.0,96.0,14.6
2024-01-25T08:00:00,BLD-00024,70.712,0.0,301.108,0.0,4.404,4.61,1.476,70.712,18.74,55.9,763.0,178.0,13.4
2024-01-25T09:00:00,BLD-00024,60.047,0.0,250.188,0.0,4.201,4.392,1.417,60.047,19.68,49.7,721.0,150.0,11.9
2024-01-25T10:00:00,BLD-00024,61.499,0.0,255.479,0.0,4.368,4.571,1.465,61.499,20.41,56.0,729.0,211.0,13.9
2024-01-25T11:00:00,BLD-00024,53.781,0.0,217.344,0.0,4.329,4.529,1.454,53.781,20.44,49.4,708.0,164.0,12.9
2024-01-25T12:00:00,BLD-00024,53.328,0.0,215.581,0.0,4.287,4.484,1.442,53.328,19.28,52.3,752.0,162.0,12.9
2024-01-25T13:00:00,BLD-00024,50.671,0.0,202.796,0.0,4.244,4.439,1.429,50.671,19.78,60.8,710.0,180.0,9.0
2024-01-25T14:00:00,BLD-00024,55.034,0.0,222.194,0.0,4.449,4.657,1.489,55.034,20.32,47.6,776.0,163.0,17.0
2024-01-25T15:00:00,BLD-00024,56.762,0.0,233.656,0.0,4.21,4.402,1.419,56.762,20.08,53.0,689.0,176.0,9.6
2024-01-25T16:00:00,BLD-00024,54.38,0.0,220.21,0.0,4.34,4.541,1.457,54.38,19.9,56.1,744.0,192.0,8.2
2024-01-25T17:00:00,BLD-00024,58.214,0.0,260.769,0.0,2.528,2.604,0.929,58.214,20.26,49.3,496.0,121.0,11.4
2024-01-25T18:00:00,BLD-00024,62.725,0.0,283.473,0.0,2.516,2.59,0.925,62.725,20.0,54.0,488.0,143.0,9.4
2024-01-25T19:00:00,BLD-00024,76.425,0.0,352.027,0.0,2.511,2.585,0.924,76.425,19.35,55.2,507.0,101.0,14.9
2024-01-25T20:00:00,BLD-00024,74.182,0.0,340.124,0.0,2.569,2.647,0.941,74.182,19.89,55.8,490.0,119.0,14.6
2024-01-25T21:00:00,BLD-00024,82.402,0.0,383.328,0.0,2.391,2.457,0.889,82.402,19.92,48.5,458.0,144.0,8.6
2024-01-25T22:00:00,BLD-00024,95.136,0.0,446.812,0.0,2.407,2.474,0.893,95.136,18.53,55.9,486.0,104.0,9.5
2024-01-25T23:00:00,BLD-00024,93.452,0.0,436.452,0.0,2.571,2.649,0.941,93.452,19.52,59.6,530.0,125.0,13.1
2024-01-26T00:00:00,BLD-00024,97.983,0.0,461.14,0.0,2.399,2.465,0.891,97.983,18.98,52.0,480.0,108.0,13.5
2024-01-26T01:00:00,BLD-00024,96.944,0.0,453.425,0.0,2.612,2.693,0.953,96.944,19.39,51.6,526.0,149.0,11.2
2024-01-26T02:00:00,BLD-00024,97.295,0.0,455.409,0.0,2.593,2.673,0.948,97.295,19.24,54.4,486.0,135.0,14.5
2024-01-26T03:00:00,BLD-00024,97.919,0.0,458.274,0.0,2.614,2.696,0.954,97.919,19.44,58.6,483.0,175.0,14.2
2024-01-26T04:00:00,BLD-00024,85.783,0.0,400.081,0.0,2.404,2.471,0.893,85.783,18.98,60.7,449.0,141.0,14.5
2024-01-26T05:00:00,BLD-00024,80.203,0.0,372.527,0.0,2.375,2.439,0.884,80.203,19.05,49.1,497.0,155.0,11.7
2024-01-26T06:00:00,BLD-00024,76.842,0.0,354.231,0.0,2.501,2.574,0.921,76.842,19.64,51.1,504.0,119.0,11.4
