condition_id,temperature_C,pH2_anode,pH2O_anode,pO2_cathode,pressure_atm,current_density_A_per_cm2,voltage_V,ocv_V,overpotential_ohmic_V,overpotential_activation_anode_V,overpotential_activation_cathode_V,overpotential_concentration_V,total_overpotential_V,R_ohmic_ohm_cm2,R_ct_anode_ohm_cm2,R_ct_cathode_ohm_cm2,R_total_ohm_cm2,f_peak_anode_Hz,f_peak_cathode_Hz,delta_mu_O2_J_per_mol,anode_oxidation_risk_score,anode_ni_oxidation_flag
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.94248,0.2,1.103097,0.282744,0.277957,0.615515,0.034422,1.210638,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.533,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.0098,0.2,1.103097,0.30294,0.289583,0.628245,0.038224,1.258992,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.539,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.07712,0.2,1.103097,0.323136,0.300576,0.640157,0.042368,1.306236,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.544,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.14444,0.2,1.103097,0.343332,0.310995,0.651349,0.04692,1.352596,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.549,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.21176,0.2,1.103097,0.363528,0.320895,0.661903,0.051969,1.398294,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.554,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.27908,0.2,1.103097,0.383724,0.33032,0.671888,0.057638,1.44357,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.559,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.3464,0.2,1.103097,0.40392,0.339312,0.681362,0.0641,1.488695,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.563,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.41372,0.2,1.103097,0.424116,0.347907,0.690376,0.071615,1.534013,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.568,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.48104,0.2,1.103097,0.444312,0.356137,0.69897,0.080592,1.580011,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.572,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.54836,0.2,1.103097,0.464508,0.36403,0.707184,0.091743,1.627465,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.576,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,1.61568,0.2,1.103097,0.484704,0.371612,0.715048,0.106468,1.677832,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.579,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.0,1.139178,1.139178,0.0,0.0,0.0,0.0,0.0,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,439655.776,0.396,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.06732,0.972478,1.139178,0.020196,0.02811,0.116627,0.001767,0.1667,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,375319.266,0.409,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.13464,0.834947,1.139178,0.040392,0.055596,0.204638,0.003605,0.304231,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,322240.593,0.423,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.20196,0.722503,1.139178,0.060588,0.081948,0.268621,0.005518,0.416675,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,278843.771,0.435,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.26928,0.626564,1.139178,0.080784,0.106833,0.317482,0.007515,0.512614,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,241816.924,0.448,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.3366,0.541866,1.139178,0.10098,0.130096,0.356636,0.009601,0.597312,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,209128.313,0.459,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.40392,0.465326,1.139178,0.121176,0.151715,0.389175,0.011786,0.673852,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,179588.41,0.47,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.47124,0.395008,1.139178,0.141372,0.171756,0.416963,0.014079,0.74417,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,152449.802,0.48,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.53856,0.329601,1.139178,0.161568,0.19033,0.441186,0.016492,0.809577,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,127206.709,0.489,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.60588,0.268165,1.139178,0.181764,0.207567,0.462644,0.019038,0.871013,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,103495.984,0.498,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.6732,0.209993,1.139178,0.20196,0.223597,0.481895,0.021732,0.929185,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,81044.935,0.506,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.74052,0.2,1.139178,0.222156,0.238544,0.499349,0.024593,0.984643,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.513,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.80784,0.2,1.139178,0.242352,0.252521,0.515309,0.027643,1.037825,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.52,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.87516,0.2,1.139178,0.262548,0.265629,0.53001,0.030908,1.089095,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.527,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,0.94248,0.2,1.139178,0.282744,0.277957,0.543634,0.034422,1.138756,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.533,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.0098,0.2,1.139178,0.30294,0.289583,0.556328,0.038224,1.187075,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.539,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.07712,0.2,1.139178,0.323136,0.300576,0.56821,0.042368,1.234289,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.544,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.14444,0.2,1.139178,0.343332,0.310995,0.579377,0.04692,1.280624,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.549,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.21176,0.2,1.139178,0.363528,0.320895,0.589911,0.051969,1.326302,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.554,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.27908,0.2,1.139178,0.383724,0.33032,0.599879,0.057638,1.37156,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.559,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.3464,0.2,1.139178,0.40392,0.339312,0.609338,0.0641,1.41667,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.563,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.41372,0.2,1.139178,0.424116,0.347907,0.618339,0.071615,1.461976,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.568,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.48104,0.2,1.139178,0.444312,0.356137,0.626922,0.080592,1.507963,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.572,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.54836,0.2,1.139178,0.464508,0.36403,0.635126,0.091743,1.555407,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.576,0
T800_H270_H2O30_O2100,800,0.7,0.3,1.0,1.0,1.61568,0.2,1.139178,0.484704,0.371612,0.642982,0.106468,1.605766,0.3,0.838336,3.699076,4.837413,0.189846,0.086051,77188.266,0.579,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.0,1.063919,1.063919,0.0,0.0,0.0,0.0,0.0,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,410610.327,0.5,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.0594,0.866445,1.063919,0.01782,0.031399,0.146488,0.001767,0.197474,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,334396.899,0.516,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.1188,0.717056,1.063919,0.03564,0.061935,0.245682,0.003605,0.346863,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,276741.68,0.531,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.1782,0.600446,1.063919,0.05346,0.09094,0.313555,0.005518,0.463473,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,231736.756,0.545,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.2376,0.503032,1.063919,0.07128,0.118024,0.364069,0.007515,0.560887,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,194140.679,0.559,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.297,0.418113,1.063919,0.0891,0.143053,0.404053,0.009601,0.645806,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,161366.97,0.571,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.3564,0.342083,1.063919,0.10692,0.166068,0.437063,0.011786,0.721836,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,132023.853,0.582,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.4158,0.272753,1.063919,0.12474,0.187205,0.465141,0.014079,0.791166,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,105266.839,0.593,0
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.4752,0.208669,1.063919,0.14256,0.206642,0.489556,0.016492,0.85525,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,80533.813,0.602,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.5346,0.2,1.063919,0.16038,0.224562,0.511146,0.019038,0.915126,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.61,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.594,0.2,1.063919,0.1782,0.241137,0.530494,0.021732,0.971562,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.618,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.6534,0.2,1.063919,0.19602,0.256522,0.548018,0.024593,1.025154,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.626,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.7128,0.2,1.063919,0.21384,0.270856,0.564033,0.027643,1.076372,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.632,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.7722,0.2,1.063919,0.23166,0.284256,0.578776,0.030908,1.1256,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.638,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.8316,0.2,1.063919,0.24948,0.296827,0.592434,0.034422,1.173162,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.644,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.891,0.2,1.063919,0.2673,0.308655,0.605155,0.038224,1.219334,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.65,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,0.9504,0.2,1.063919,0.28512,0.319819,0.617059,0.042368,1.264366,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.655,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,1.0098,0.2,1.063919,0.30294,0.330384,0.628245,0.04692,1.308489,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.659,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,1.0692,0.2,1.063919,0.32076,0.340407,0.638795,0.051969,1.351931,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.664,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,1.1286,0.2,1.063919,0.33858,0.34994,0.648776,0.057638,1.394933,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.668,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,1.188,0.2,1.063919,0.3564,0.359024,0.658246,0.0641,1.437771,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.672,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,1.2474,0.2,1.063919,0.37422,0.3677,0.667256,0.071615,1.480791,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.676,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,1.3068,0.2,1.063919,0.39204,0.376001,0.675848,0.080592,1.524481,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.68,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,1.3662,0.2,1.063919,0.40986,0.383957,0.684059,0.091743,1.569619,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.683,1
T800_H250_H2O50_O221,800,0.5,0.5,0.21,1.0,1.4256,0.2,1.063919,0.42768,0.391594,0.691922,0.106468,1.617664,0.3,1.062281,5.46435,6.82663,0.149824,0.058252,77188.266,0.686,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,424535.465,0.5,0
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.0594,0.944761,1.1,0.01782,0.031399,0.104254,0.001767,0.155239,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,364622.128,0.516,0
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.1188,0.812337,1.1,0.03564,0.061935,0.186483,0.003605,0.287663,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,313514.308,0.531,0
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.1782,0.701935,1.1,0.05346,0.09094,0.248146,0.005518,0.398065,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,270905.747,0.545,0
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.2376,0.607224,1.1,0.07128,0.118024,0.295957,0.007515,0.492776,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,234352.854,0.559,0
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.297,0.52368,1.1,0.0891,0.143053,0.334566,0.009601,0.57632,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,202109.804,0.571,0
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.3564,0.448434,1.1,0.10692,0.166068,0.366792,0.011786,0.651566,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,173069.378,0.582,0
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.4158,0.379592,1.1,0.12474,0.187205,0.394384,0.014079,0.720408,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,146500.139,0.593,0
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.4752,0.315828,1.1,0.14256,0.206642,0.418477,0.016492,0.784172,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,121891.193,0.602,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.5346,0.256176,1.1,0.16038,0.224562,0.439844,0.019038,0.843824,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,98868.851,0.61,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.594,0.2,1.1,0.1782,0.241137,0.459031,0.021732,0.9001,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.618,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.6534,0.2,1.1,0.19602,0.256522,0.476436,0.024593,0.953571,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.626,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.7128,0.2,1.1,0.21384,0.270856,0.492359,0.027643,1.004697,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.632,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.7722,0.2,1.1,0.23166,0.284256,0.50703,0.030908,1.053855,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.638,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.8316,0.2,1.1,0.24948,0.296827,0.520631,0.034422,1.101359,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.644,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.891,0.2,1.1,0.2673,0.308655,0.533306,0.038224,1.147486,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.65,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,0.9504,0.2,1.1,0.28512,0.319819,0.545173,0.042368,1.19248,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.655,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,1.0098,0.2,1.1,0.30294,0.330384,0.556328,0.04692,1.236571,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.659,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,1.0692,0.2,1.1,0.32076,0.340407,0.566851,0.051969,1.279987,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.664,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,1.1286,0.2,1.1,0.33858,0.34994,0.576809,0.057638,1.322967,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.668,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,1.188,0.2,1.1,0.3564,0.359024,0.586261,0.0641,1.365786,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.672,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,1.2474,0.2,1.1,0.37422,0.3677,0.595255,0.071615,1.40879,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.676,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,1.3068,0.2,1.1,0.39204,0.376001,0.603833,0.080592,1.452466,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.68,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,1.3662,0.2,1.1,0.40986,0.383957,0.612031,0.091743,1.497591,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.683,1
T800_H250_H2O50_O2100,800,0.5,0.5,1.0,1.0,1.4256,0.2,1.1,0.42768,0.391594,0.619883,0.106468,1.545625,0.3,1.062281,3.699076,5.061357,0.149824,0.086051,77188.266,0.686,1
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.0,1.168568,1.168568,0.0,0.0,0.0,0.0,0.0,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,450998.604,0.232,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.08892,0.992713,1.168568,0.025257,0.018969,0.129779,0.00185,0.175855,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,383128.79,0.239,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.17784,0.851382,1.168568,0.050515,0.037759,0.22514,0.003773,0.317186,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,328583.516,0.245,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.26676,0.737503,1.168568,0.075772,0.056205,0.293312,0.005776,0.431065,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,284632.834,0.252,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.35568,0.640526,1.168568,0.101029,0.074169,0.344979,0.007865,0.528042,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,247205.365,0.259,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.4446,0.554462,1.168568,0.126287,0.091546,0.386226,0.010048,0.614106,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,213989.652,0.266,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.53352,0.475991,1.168568,0.151544,0.108263,0.420435,0.012335,0.692577,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,183704.594,0.272,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.62244,0.403139,1.168568,0.176802,0.124279,0.449612,0.014735,0.765428,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,155588.158,0.279,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.71136,0.334641,1.168568,0.202059,0.13958,0.475027,0.01726,0.833927,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,129151.794,0.285,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.80028,0.269629,1.168568,0.227316,0.15417,0.497528,0.019925,0.898939,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,104060.868,0.291,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.8892,0.207474,1.168568,0.252574,0.168067,0.517708,0.022745,0.961093,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,80072.917,0.297,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,0.97812,0.2,1.168568,0.277831,0.181299,0.535999,0.025739,1.020867,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.302,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.06704,0.2,1.168568,0.303088,0.193899,0.55272,0.028931,1.078639,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.308,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.15596,0.2,1.168568,0.328346,0.205904,0.56812,0.032348,1.134718,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.313,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.24488,0.2,1.168568,0.353603,0.217351,0.58239,0.036026,1.189369,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.318,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.3338,0.2,1.168568,0.37886,0.228275,0.595684,0.040005,1.242825,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.323,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.42272,0.2,1.168568,0.404118,0.238713,0.608127,0.044342,1.295299,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.327,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.51164,0.2,1.168568,0.429375,0.248696,0.619821,0.049106,1.346998,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.332,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.60056,0.2,1.168568,0.454632,0.258256,0.630851,0.05439,1.39813,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.336,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.68948,0.2,1.168568,0.47989,0.267423,0.641287,0.060323,1.448923,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.34,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.7784,0.2,1.168568,0.505147,0.276222,0.651191,0.067087,1.499647,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.344,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.86732,0.2,1.168568,0.530405,0.284679,0.660614,0.074951,1.550649,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.348,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,1.95624,0.2,1.168568,0.555662,0.292816,0.6696,0.084347,1.602425,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.351,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,2.04516,0.2,1.168568,0.580919,0.300654,0.678189,0.096018,1.655779,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.355,0
T850_H290_H2O10_O221,850,0.9,0.1,0.21,1.0,2.13408,0.2,1.168568,0.606177,0.308212,0.686413,0.111429,1.71223,0.284046,0.427335,3.142664,3.854045,0.372436,0.101287,77188.266,0.358,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,463129.598,0.232,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.08892,1.062748,1.2,0.025257,0.018969,0.091176,0.00185,0.137252,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,410158.405,0.239,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.17784,0.940475,1.2,0.050515,0.037759,0.167479,0.003773,0.259525,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,362968.23,0.245,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.26676,0.834667,1.2,0.075772,0.056205,0.227581,0.005776,0.365333,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,322132.46,0.252,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.35568,0.741463,1.2,0.101029,0.074169,0.275473,0.007865,0.458537,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,286161.334,0.259,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.4446,0.65739,1.2,0.126287,0.091546,0.31473,0.010048,0.54261,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,253713.902,0.266,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.53352,0.580078,1.2,0.151544,0.108263,0.34778,0.012335,0.619922,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,223876.081,0.272,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.62244,0.507954,1.2,0.176802,0.124279,0.37623,0.014735,0.692046,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,196040.534,0.279,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.71136,0.439941,1.2,0.202059,0.13958,0.40116,0.01726,0.760059,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,169791.269,0.285,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.80028,0.375267,1.2,0.227316,0.15417,0.423322,0.019925,0.824733,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,144830.882,0.291,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.8892,0.313357,1.2,0.252574,0.168067,0.443258,0.022745,0.886643,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,120937.465,0.297,0
T850_H290_H2O10_O2100,850,0.9,0.1,1.0,1.0,0.97812,0.253766,1.2,0.277831,0.181299,0.461365,0.025739,0.946234,0.284046,0.427335,2.127418,2.838799,0.372436,0.149623,97938.817,0.302,0
