material,category,temperature_C,stress_MPa,time_h,creep_strain
PEEK,polymer,0.0,10.0,100.0,1e-08
PEEK,polymer,40.0,2.0,0.01,1e-08
PEEK,polymer,40.0,2.0,0.03,1e-08
PEEK,polymer,40.0,2.0,0.1,1e-08
PEEK,polymer,40.0,2.0,0.3,1e-08
PEEK,polymer,40.0,2.0,1.0,1e-08
PEEK,polymer,40.0,2.0,3.0,1e-08
PEEK,polymer,40.0,2.0,10.0,1e-08
PEEK,polymer,40.0,2.0,30.0,1e-08
PEEK,polymer,40.0,2.0,100.0,1e-08
PEEK,polymer,40.0,5.0,0.01,1e-08
PEEK,polymer,40.0,5.0,0.03,1e-08
PEEK,polymer,40.0,5.0,0.1,1e-08
PEEK,polymer,40.0,5.0,0.3,1e-08
PEEK,polymer,40.0,5.0,1.0,1e-08
PEEK,polymer,40.0,5.0,3.0,1e-08
PEEK,polymer,40.0,5.0,10.0,1e-08
PEEK,polymer,40.0,5.0,30.0,1e-08
PEEK,polymer,40.0,5.0,100.0,1e-08
PEEK,polymer,40.0,10.0,0.01,1e-08
PEEK,polymer,40.0,10.0,0.03,1e-08
PEEK,polymer,40.0,10.0,0.1,1e-08
PEEK,polymer,40.0,10.0,0.3,1e-08
PEEK,polymer,40.0,10.0,1.0,1e-08
PEEK,polymer,40.0,10.0,3.0,1e-08
PEEK,polymer,40.0,10.0,10.0,1e-08
PEEK,polymer,40.0,10.0,30.0,1e-08
PEEK,polymer,40.0,10.0,100.0,1e-08
PEEK,polymer,80.0,2.0,0.01,1e-08
PEEK,polymer,80.0,2.0,0.03,1e-08
PEEK,polymer,80.0,2.0,0.1,1e-08
PEEK,polymer,80.0,2.0,0.3,1e-08
PEEK,polymer,80.0,2.0,1.0,1e-08
PEEK,polymer,80.0,2.0,3.0,1e-08
PEEK,polymer,80.0,2.0,10.0,1e-08
PEEK,polymer,80.0,2.0,30.0,1e-08
PEEK,polymer,80.0,2.0,100.0,1e-08
PEEK,polymer,80.0,5.0,0.01,1e-08
PEEK,polymer,80.0,5.0,0.03,1e-08
PEEK,polymer,80.0,5.0,0.1,1e-08
PEEK,polymer,80.0,5.0,0.3,1e-08
PEEK,polymer,80.0,5.0,1.0,1e-08
PEEK,polymer,80.0,5.0,3.0,1e-08
PEEK,polymer,80.0,5.0,10.0,1e-08
PEEK,polymer,80.0,5.0,30.0,1e-08
PEEK,polymer,80.0,5.0,100.0,1e-08
PEEK,polymer,80.0,10.0,0.01,1e-08
PEEK,polymer,80.0,10.0,0.03,1e-08
PEEK,polymer,80.0,10.0,0.1,1e-08
PEEK,polymer,80.0,10.0,0.3,1e-08
PEEK,polymer,80.0,10.0,1.0,1e-08
PEEK,polymer,80.0,10.0,3.0,1e-08
PEEK,polymer,80.0,10.0,10.0,1e-08
PEEK,polymer,80.0,10.0,30.0,1e-08
PEEK,polymer,80.0,10.0,100.0,1e-08
PEEK,polymer,120.0,2.0,0.01,1e-08
PEEK,polymer,120.0,2.0,0.03,1e-08
PEEK,polymer,120.0,2.0,0.1,1e-08
PEEK,polymer,120.0,2.0,0.3,1e-08
PEEK,polymer,120.0,2.0,1.0,1e-08
PEEK,polymer,120.0,2.0,3.0,1e-08
PEEK,polymer,120.0,2.0,10.0,1e-08
PEEK,polymer,120.0,2.0,30.0,1e-08
PEEK,polymer,120.0,2.0,100.0,1e-08
PEEK,polymer,120.0,5.0,0.01,1e-08
PEEK,polymer,120.0,5.0,0.03,1e-08
PEEK,polymer,120.0,5.0,0.1,1e-08
PEEK,polymer,120.0,5.0,0.3,1e-08
PEEK,polymer,120.0,5.0,1.0,1e-08
PEEK,polymer,120.0,5.0,3.0,1e-08
PEEK,polymer,120.0,5.0,10.0,1e-08
PEEK,polymer,120.0,5.0,30.0,1e-08
PEEK,polymer,120.0,5.0,100.0,1e-08
PEEK,polymer,120.0,10.0,0.01,1e-08
PEEK,polymer,120.0,10.0,0.03,1e-08
PEEK,polymer,120.0,10.0,0.1,1e-08
PEEK,polymer,120.0,10.0,0.3,1e-08
PEEK,polymer,120.0,10.0,1.0,1e-08
PEEK,polymer,120.0,10.0,3.0,1e-08
PEEK,polymer,120.0,10.0,10.0,1e-08
PEEK,polymer,120.0,10.0,30.0,1e-08
PEEK,polymer,120.0,10.0,100.0,1e-08
PEEK,polymer,160.0,2.0,0.01,1e-08
PEEK,polymer,160.0,2.0,0.03,1e-08
PEEK,polymer,160.0,2.0,0.1,1e-08
PEEK,polymer,160.0,2.0,0.3,1e-08
PEEK,polymer,160.0,2.0,1.0,1e-08
PEEK,polymer,160.0,2.0,3.0,1e-08
PEEK,polymer,160.0,2.0,10.0,1e-08
PEEK,polymer,160.0,2.0,30.0,1e-08
PEEK,polymer,160.0,2.0,100.0,1e-08
PEEK,polymer,160.0,5.0,0.01,1e-08
PEEK,polymer,160.0,5.0,0.03,1e-08
PEEK,polymer,160.0,5.0,0.1,1e-08
PEEK,polymer,160.0,5.0,0.3,1e-08
PEEK,polymer,160.0,5.0,1.0,1e-08
PEEK,polymer,160.0,5.0,3.0,1e-08
PEEK,polymer,160.0,5.0,10.0,1e-08
PEEK,polymer,160.0,5.0,30.0,1e-08
PEEK,polymer,160.0,5.0,100.0,1e-08
PEEK,polymer,160.0,10.0,0.01,1e-08
PEEK,polymer,160.0,10.0,0.03,1e-08
PEEK,polymer,160.0,10.0,0.1,1e-08
PEEK,polymer,160.0,10.0,0.3,1e-08
PEEK,polymer,160.0,10.0,1.0,1e-08
PEEK,polymer,160.0,10.0,3.0,1e-08
PEEK,polymer,160.0,10.0,10.0,1e-08
PEEK,polymer,160.0,10.0,30.0,1e-08
PEEK,polymer,160.0,10.0,100.0,1e-08
Graphite,carbon,20.0,5.0,0.01,1e-08
Graphite,carbon,20.0,5.0,0.03,1e-08
Graphite,carbon,20.0,5.0,0.1,1e-08
Graphite,carbon,20.0,5.0,0.3,1e-08
Graphite,carbon,20.0,5.0,1.0,1e-08
Graphite,carbon,20.0,5.0,3.0,1e-08
Graphite,carbon,20.0,5.0,10.0,1e-08
Graphite,carbon,20.0,5.0,30.0,1e-08
Graphite,carbon,20.0,5.0,100.0,1e-08
Graphite,carbon,20.0,5.0,300.0,1e-08
Graphite,carbon,20.0,5.0,1000.0,1e-08
Graphite,carbon,20.0,20.0,0.01,1e-08
Graphite,carbon,20.0,20.0,0.03,1e-08
Graphite,carbon,20.0,20.0,0.1,1e-08
Graphite,carbon,20.0,20.0,0.3,1e-08
Graphite,carbon,20.0,20.0,1.0,1e-08
Graphite,carbon,20.0,20.0,3.0,1e-08
Graphite,carbon,20.0,20.0,10.0,1e-08
Graphite,carbon,20.0,20.0,30.0,1e-08
Graphite,carbon,20.0,20.0,100.0,1e-08
Graphite,carbon,20.0,20.0,300.0,1e-08
Graphite,carbon,20.0,20.0,1000.0,1e-08
Graphite,carbon,20.0,60.0,0.01,1e-08
Graphite,carbon,20.0,60.0,0.03,1e-08
Graphite,carbon,20.0,60.0,0.1,1e-08
Graphite,carbon,20.0,60.0,0.3,1e-08
Graphite,carbon,20.0,60.0,1.0,1e-08
Graphite,carbon,20.0,60.0,3.0,1e-08
Graphite,carbon,20.0,60.0,10.0,1e-08
Graphite,carbon,20.0,60.0,30.0,1e-08
Graphite,carbon,20.0,60.0,100.0,1e-08
Graphite,carbon,20.0,60.0,300.0,1e-08
Graphite,carbon,20.0,60.0,1000.0,1e-08
Graphite,carbon,170.0,5.0,0.01,1e-08
Graphite,carbon,170.0,5.0,0.03,1e-08
Graphite,carbon,170.0,5.0,0.1,1e-08
Graphite,carbon,170.0,5.0,0.3,1e-08
Graphite,carbon,170.0,5.0,1.0,1e-08
Graphite,carbon,170.0,5.0,3.0,1e-08
Graphite,carbon,170.0,5.0,10.0,1e-08
Graphite,carbon,170.0,5.0,30.0,1e-08
Graphite,carbon,170.0,5.0,100.0,1e-08
Graphite,carbon,170.0,5.0,300.0,1e-08
Graphite,carbon,170.0,5.0,1000.0,1e-08
Graphite,carbon,170.0,20.0,0.01,1e-08
Graphite,carbon,170.0,20.0,0.03,1e-08
Graphite,carbon,170.0,20.0,0.1,1e-08
Graphite,carbon,170.0,20.0,0.3,1e-08
Graphite,carbon,170.0,20.0,1.0,1e-08
Graphite,carbon,170.0,20.0,3.0,1e-08
Graphite,carbon,170.0,20.0,10.0,1e-08
Graphite,carbon,170.0,20.0,30.0,1e-08
Graphite,carbon,170.0,20.0,100.0,1e-08
Graphite,carbon,170.0,20.0,300.0,1e-08
Graphite,carbon,170.0,20.0,1000.0,1e-08
Graphite,carbon,170.0,60.0,0.01,1e-08
Graphite,carbon,170.0,60.0,0.03,1e-08
Graphite,carbon,170.0,60.0,0.1,1e-08
Graphite,carbon,170.0,60.0,0.3,1e-08
Graphite,carbon,170.0,60.0,1.0,1e-08
Graphite,carbon,170.0,60.0,3.0,1e-08
Graphite,carbon,170.0,60.0,10.0,1e-08
Graphite,carbon,170.0,60.0,30.0,1e-08
Graphite,carbon,170.0,60.0,100.0,1e-08
Graphite,carbon,170.0,60.0,300.0,1e-08
Graphite,carbon,170.0,60.0,1000.0,1e-08
Graphite,carbon,320.0,5.0,0.01,1e-08
Graphite,carbon,320.0,5.0,0.03,1e-08
Graphite,carbon,320.0,5.0,0.1,1e-08
Graphite,carbon,320.0,5.0,0.3,1e-08
Graphite,carbon,320.0,5.0,1.0,1e-08
Graphite,carbon,320.0,5.0,3.0,1e-08
Graphite,carbon,320.0,5.0,10.0,1e-08
Graphite,carbon,320.0,5.0,30.0,1e-08
Graphite,carbon,320.0,5.0,100.0,1e-08
Graphite,carbon,320.0,5.0,300.0,1e-08
Graphite,carbon,320.0,5.0,1000.0,1e-08
Graphite,carbon,320.0,20.0,0.01,1e-08
Graphite,carbon,320.0,20.0,0.03,1e-08
Graphite,carbon,320.0,20.0,0.1,1e-08
Graphite,carbon,320.0,20.0,0.3,1e-08
Graphite,carbon,320.0,20.0,1.0,1e-08
Graphite,carbon,320.0,20.0,3.0,1e-08
Graphite,carbon,320.0,20.0,10.0,1e-08
Graphite,carbon,320.0,20.0,30.0,1e-08
Graphite,carbon,320.0,20.0,100.0,1e-08
Graphite,carbon,320.0,20.0,300.0,1e-08
Graphite,carbon,320.0,20.0,1000.0,1e-08
Graphite,carbon,320.0,60.0,0.01,1e-08
Graphite,carbon,320.0,60.0,0.03,1e-08
Graphite,carbon,320.0,60.0,0.1,1e-08
Graphite,carbon,320.0,60.0,0.3,1e-08
Graphite,carbon,320.0,60.0,1.0,1e-08
Graphite,carbon,320.0,60.0,3.0,1e-08
Graphite,carbon,320.0,60.0,10.0,1e-08
Graphite,carbon,320.0,60.0,30.0,1e-08
Graphite,carbon,320.0,60.0,100.0,1e-08
Graphite,carbon,320.0,60.0,300.0,1e-08
Graphite,carbon,320.0,60.0,1000.0,1e-08
Graphite,carbon,470.0,5.0,0.01,1e-08
Graphite,carbon,470.0,5.0,0.03,1e-08
Graphite,carbon,470.0,5.0,0.1,1e-08
Graphite,carbon,470.0,5.0,0.3,1e-08
Graphite,carbon,470.0,5.0,1.0,1e-08
Graphite,carbon,470.0,5.0,3.0,1e-08
Graphite,carbon,470.0,5.0,10.0,1e-08
Graphite,carbon,470.0,5.0,30.0,1e-08
Graphite,carbon,470.0,5.0,100.0,1e-08
Graphite,carbon,470.0,5.0,300.0,1e-08
Graphite,carbon,470.0,5.0,1000.0,1e-08
Graphite,carbon,470.0,20.0,0.01,1e-08
Graphite,carbon,470.0,20.0,0.03,1e-08
Graphite,carbon,470.0,20.0,0.1,1e-08
Graphite,carbon,470.0,20.0,0.3,1e-08
Graphite,carbon,470.0,20.0,1.0,1e-08
Graphite,carbon,470.0,20.0,3.0,1e-08
Graphite,carbon,470.0,20.0,10.0,1e-08
Graphite,carbon,470.0,20.0,30.0,1e-08
Graphite,carbon,470.0,20.0,100.0,1e-08
Graphite,carbon,470.0,20.0,300.0,1e-08
Graphite,carbon,470.0,20.0,1000.0,1e-08
Graphite,carbon,470.0,60.0,0.01,1e-08
Graphite,carbon,470.0,60.0,0.03,1e-08
Graphite,carbon,470.0,60.0,0.1,1e-08
Graphite,carbon,470.0,60.0,0.3,1e-08
Graphite,carbon,470.0,60.0,1.0,1e-08
Graphite,carbon,470.0,60.0,3.0,1e-08
Graphite,carbon,470.0,60.0,10.0,1e-08
Graphite,carbon,470.0,60.0,30.0,1e-08
Graphite,carbon,470.0,60.0,100.0,1e-08
Graphite,carbon,470.0,60.0,300.0,1e-08
Graphite,carbon,470.0,60.0,1000.0,1e-08
Graphite,carbon,620.0,5.0,0.01,1e-08
Graphite,carbon,620.0,5.0,0.03,1e-08
Graphite,carbon,620.0,5.0,0.1,1e-08
Graphite,carbon,620.0,5.0,0.3,1e-08
Graphite,carbon,620.0,5.0,1.0,1e-08
Graphite,carbon,620.0,5.0,3.0,1e-08
Graphite,carbon,620.0,5.0,10.0,1e-08
Graphite,carbon,620.0,5.0,30.0,1e-08
Graphite,carbon,620.0,5.0,100.0,1e-08
Graphite,carbon,620.0,5.0,300.0,1e-08
Graphite,carbon,620.0,5.0,1000.0,1e-08
Graphite,carbon,620.0,20.0,0.01,1e-08
Graphite,carbon,620.0,20.0,0.03,1e-08
Graphite,carbon,620.0,20.0,0.1,1e-08
Graphite,carbon,620.0,20.0,0.3,1e-08
Graphite,carbon,620.0,20.0,1.0,1e-08
Graphite,carbon,620.0,20.0,3.0,1e-08
Graphite,carbon,620.0,20.0,10.0,1e-08
Graphite,carbon,620.0,20.0,30.0,1e-08
Graphite,carbon,620.0,20.0,100.0,1e-08
Graphite,carbon,620.0,20.0,300.0,1e-08
Graphite,carbon,620.0,20.0,1000.0,1e-08
Graphite,carbon,620.0,60.0,0.01,1e-08
Graphite,carbon,620.0,60.0,0.03,1e-08
Graphite,carbon,620.0,60.0,0.1,1e-08
Graphite,carbon,620.0,60.0,0.3,1e-08
Graphite,carbon,620.0,60.0,1.0,1e-08
Graphite,carbon,620.0,60.0,3.0,1e-08
Graphite,carbon,620.0,60.0,10.0,1e-08
Graphite,carbon,620.0,60.0,30.0,1e-08
Graphite,carbon,620.0,60.0,100.0,1e-08
Graphite,carbon,620.0,60.0,300.0,1e-08
Graphite,carbon,620.0,60.0,1000.0,1e-08
Graphite,carbon,770.0,5.0,0.01,1e-08
Graphite,carbon,770.0,5.0,0.03,1e-08
Graphite,carbon,770.0,5.0,0.1,1e-08
Graphite,carbon,770.0,5.0,0.3,1e-08
Graphite,carbon,770.0,5.0,1.0,1e-08
Graphite,carbon,770.0,5.0,3.0,1e-08
Graphite,carbon,770.0,5.0,10.0,1e-08
Graphite,carbon,770.0,5.0,30.0,1e-08
Graphite,carbon,770.0,5.0,100.0,1e-08
Graphite,carbon,770.0,5.0,300.0,1e-08
Graphite,carbon,770.0,5.0,1000.0,1e-08
Graphite,carbon,770.0,20.0,0.01,1e-08
Graphite,carbon,770.0,20.0,0.03,1e-08
Graphite,carbon,770.0,20.0,0.1,1e-08
Graphite,carbon,770.0,20.0,0.3,1e-08
Graphite,carbon,770.0,20.0,1.0,1e-08
Graphite,carbon,770.0,20.0,3.0,1e-08
Graphite,carbon,770.0,20.0,10.0,1e-08
Graphite,carbon,770.0,20.0,30.0,1e-08
Graphite,carbon,770.0,20.0,100.0,1e-08
Graphite,carbon,770.0,20.0,300.0,1e-08
Graphite,carbon,770.0,20.0,1000.0,1e-08
Graphite,carbon,770.0,60.0,0.01,1e-08
Graphite,carbon,770.0,60.0,0.03,1e-08
Graphite,carbon,770.0,60.0,0.1,1e-08
Graphite,carbon,770.0,60.0,0.3,1e-08
Graphite,carbon,770.0,60.0,1.0,1e-08
Graphite,carbon,770.0,60.0,3.0,1e-08
Graphite,carbon,770.0,60.0,10.0,1e-08
Graphite,carbon,770.0,60.0,30.0,1e-08
Graphite,carbon,770.0,60.0,100.0,1e-08
Graphite,carbon,770.0,60.0,300.0,1e-08
Graphite,carbon,770.0,60.0,1000.0,1e-08
LCO,battery_active,-20.0,10.0,0.01,1e-08
LCO,battery_active,-20.0,10.0,0.03,1e-08
LCO,battery_active,-20.0,10.0,0.1,1e-08
LCO,battery_active,-20.0,10.0,0.3,1e-08
LCO,battery_active,-20.0,10.0,1.0,1e-08
LCO,battery_active,-20.0,10.0,3.0,1e-08
LCO,battery_active,-20.0,10.0,10.0,1e-08
LCO,battery_active,-20.0,10.0,30.0,1e-08
LCO,battery_active,-20.0,10.0,100.0,1e-08
LCO,battery_active,-20.0,10.0,300.0,1e-08
LCO,battery_active,-20.0,10.0,1000.0,1e-08
LCO,battery_active,-20.0,50.0,0.01,1e-08
LCO,battery_active,-20.0,50.0,0.03,1e-08
LCO,battery_active,-20.0,50.0,0.1,1e-08
LCO,battery_active,-20.0,50.0,0.3,1e-08
LCO,battery_active,-20.0,50.0,1.0,1e-08
LCO,battery_active,-20.0,50.0,3.0,1e-08
LCO,battery_active,-20.0,50.0,10.0,1e-08
LCO,battery_active,-20.0,50.0,30.0,1e-08
LCO,battery_active,-20.0,50.0,100.0,1e-08
LCO,battery_active,-20.0,50.0,300.0,1e-08
LCO,battery_active,-20.0,50.0,1000.0,1e-08
LCO,battery_active,-20.0,100.0,0.01,1e-08
LCO,battery_active,-20.0,100.0,0.03,1e-08
LCO,battery_active,-20.0,100.0,0.1,1e-08
LCO,battery_active,-20.0,100.0,0.3,1e-08
LCO,battery_active,-20.0,100.0,1.0,1e-08
LCO,battery_active,-20.0,100.0,3.0,1e-08
LCO,battery_active,-20.0,100.0,10.0,1e-08
LCO,battery_active,-20.0,100.0,30.0,1e-08
LCO,battery_active,-20.0,100.0,100.0,1e-08
LCO,battery_active,-20.0,100.0,300.0,1e-08
LCO,battery_active,-20.0,100.0,1000.0,1e-08
LCO,battery_active,20.0,10.0,0.01,1e-08
LCO,battery_active,20.0,10.0,0.03,1e-08
LCO,battery_active,20.0,10.0,0.1,1e-08
LCO,battery_active,20.0,10.0,0.3,1e-08
LCO,battery_active,20.0,10.0,1.0,1e-08
LCO,battery_active,20.0,10.0,3.0,1e-08
LCO,battery_active,20.0,10.0,10.0,1e-08
LCO,battery_active,20.0,10.0,30.0,1e-08
LCO,battery_active,20.0,10.0,100.0,1e-08
LCO,battery_active,20.0,10.0,300.0,1e-08
LCO,battery_active,20.0,10.0,1000.0,1e-08
LCO,battery_active,20.0,50.0,0.01,1e-08
LCO,battery_active,20.0,50.0,0.03,1e-08
LCO,battery_active,20.0,50.0,0.1,1e-08
LCO,battery_active,20.0,50.0,0.3,1e-08
LCO,battery_active,20.0,50.0,1.0,1e-08
LCO,battery_active,20.0,50.0,3.0,1e-08
LCO,battery_active,20.0,50.0,10.0,1e-08
LCO,battery_active,20.0,50.0,30.0,1e-08
LCO,battery_active,20.0,50.0,100.0,1e-08
LCO,battery_active,20.0,50.0,300.0,1e-08
LCO,battery_active,20.0,50.0,1000.0,1e-08
LCO,battery_active,20.0,100.0,0.01,1e-08
LCO,battery_active,20.0,100.0,0.03,1e-08
LCO,battery_active,20.0,100.0,0.1,1e-08
LCO,battery_active,20.0,100.0,0.3,1e-08
LCO,battery_active,20.0,100.0,1.0,1e-08
LCO,battery_active,20.0,100.0,3.0,1e-08
LCO,battery_active,20.0,100.0,10.0,1e-08
LCO,battery_active,20.0,100.0,30.0,1e-08
LCO,battery_active,20.0,100.0,100.0,1e-08
LCO,battery_active,20.0,100.0,300.0,1e-08
LCO,battery_active,20.0,100.0,1000.0,1e-08
LCO,battery_active,60.0,10.0,0.01,1e-08
LCO,battery_active,60.0,10.0,0.03,1e-08
LCO,battery_active,60.0,10.0,0.1,1e-08
LCO,battery_active,60.0,10.0,0.3,1e-08
LCO,battery_active,60.0,10.0,1.0,1e-08
LCO,battery_active,60.0,10.0,3.0,1e-08
LCO,battery_active,60.0,10.0,10.0,1e-08
LCO,battery_active,60.0,10.0,30.0,1e-08
LCO,battery_active,60.0,10.0,100.0,1e-08
LCO,battery_active,60.0,10.0,300.0,1e-08
LCO,battery_active,60.0,10.0,1000.0,1e-08
LCO,battery_active,60.0,50.0,0.01,1e-08
LCO,battery_active,60.0,50.0,0.03,1e-08
LCO,battery_active,60.0,50.0,0.1,1e-08
LCO,battery_active,60.0,50.0,0.3,1e-08
LCO,battery_active,60.0,50.0,1.0,1e-08
LCO,battery_active,60.0,50.0,3.0,1e-08
LCO,battery_active,60.0,50.0,10.0,1e-08
LCO,battery_active,60.0,50.0,30.0,1e-08
LCO,battery_active,60.0,50.0,100.0,1e-08
LCO,battery_active,60.0,50.0,300.0,1e-08
LCO,battery_active,60.0,50.0,1000.0,1e-08
LCO,battery_active,60.0,100.0,0.01,1e-08
LCO,battery_active,60.0,100.0,0.03,1e-08
LCO,battery_active,60.0,100.0,0.1,1e-08
LCO,battery_active,60.0,100.0,0.3,1e-08
LCO,battery_active,60.0,100.0,1.0,1e-08
LCO,battery_active,60.0,100.0,3.0,1e-08
LCO,battery_active,60.0,100.0,10.0,1e-08
LCO,battery_active,60.0,100.0,30.0,1e-08
LCO,battery_active,60.0,100.0,100.0,1e-08
LCO,battery_active,60.0,100.0,300.0,1e-08
LCO,battery_active,60.0,100.0,1000.0,1e-08
LCO,battery_active,100.0,10.0,0.01,1e-08
LCO,battery_active,100.0,10.0,0.03,1e-08
LCO,battery_active,100.0,10.0,0.1,1e-08
LCO,battery_active,100.0,10.0,0.3,1e-08
LCO,battery_active,100.0,10.0,1.0,1e-08
LCO,battery_active,100.0,10.0,3.0,1e-08
LCO,battery_active,100.0,10.0,10.0,1e-08
LCO,battery_active,100.0,10.0,30.0,1e-08
LCO,battery_active,100.0,10.0,100.0,1e-08
LCO,battery_active,100.0,10.0,300.0,1e-08
LCO,battery_active,100.0,10.0,1000.0,1e-08
LCO,battery_active,100.0,50.0,0.01,1e-08
LCO,battery_active,100.0,50.0,0.03,1e-08
LCO,battery_active,100.0,50.0,0.1,1e-08
LCO,battery_active,100.0,50.0,0.3,1e-08
LCO,battery_active,100.0,50.0,1.0,1e-08
LCO,battery_active,100.0,50.0,3.0,1e-08
LCO,battery_active,100.0,50.0,10.0,1e-08
LCO,battery_active,100.0,50.0,30.0,1e-08
LCO,battery_active,100.0,50.0,100.0,1e-08
LCO,battery_active,100.0,50.0,300.0,1e-08
LCO,battery_active,100.0,50.0,1000.0,1e-08
LCO,battery_active,100.0,100.0,0.01,1e-08
LCO,battery_active,100.0,100.0,0.03,1e-08
LCO,battery_active,100.0,100.0,0.1,1e-08
LCO,battery_active,100.0,100.0,0.3,1e-08
LCO,battery_active,100.0,100.0,1.0,1e-08
LCO,battery_active,100.0,100.0,3.0,1e-08
LCO,battery_active,100.0,100.0,10.0,1e-08
LCO,battery_active,100.0,100.0,30.0,1e-08
LCO,battery_active,100.0,100.0,100.0,1e-08
LCO,battery_active,100.0,100.0,300.0,1e-08
LCO,battery_active,100.0,100.0,1000.0,1e-08
LCO,battery_active,140.0,10.0,0.01,1e-08
LCO,battery_active,140.0,10.0,0.03,1e-08
LCO,battery_active,140.0,10.0,0.1,1e-08
LCO,battery_active,140.0,10.0,0.3,1e-08
LCO,battery_active,140.0,10.0,1.0,1e-08
LCO,battery_active,140.0,10.0,3.0,1e-08
LCO,battery_active,140.0,10.0,10.0,1e-08
LCO,battery_active,140.0,10.0,30.0,1e-08
LCO,battery_active,140.0,10.0,100.0,1e-08
LCO,battery_active,140.0,10.0,300.0,1e-08
LCO,battery_active,140.0,10.0,1000.0,1e-08
LCO,battery_active,140.0,50.0,0.01,1e-08
LCO,battery_active,140.0,50.0,0.03,1e-08
LCO,battery_active,140.0,50.0,0.1,1e-08
LCO,battery_active,140.0,50.0,0.3,1e-08
LCO,battery_active,140.0,50.0,1.0,1e-08
LCO,battery_active,140.0,50.0,3.0,1e-08
LCO,battery_active,140.0,50.0,10.0,1e-08
LCO,battery_active,140.0,50.0,30.0,1e-08
LCO,battery_active,140.0,50.0,100.0,1e-08
LCO,battery_active,140.0,50.0,300.0,1e-08
LCO,battery_active,140.0,50.0,1000.0,1e-08
LCO,battery_active,140.0,100.0,0.01,1e-08
LCO,battery_active,140.0,100.0,0.03,1e-08
LCO,battery_active,140.0,100.0,0.1,1e-08
LCO,battery_active,140.0,100.0,0.3,1e-08
LCO,battery_active,140.0,100.0,1.0,1e-08
LCO,battery_active,140.0,100.0,3.0,1e-08
LCO,battery_active,140.0,100.0,10.0,1e-08
LCO,battery_active,140.0,100.0,30.0,1e-08
LCO,battery_active,140.0,100.0,100.0,1e-08
LCO,battery_active,140.0,100.0,300.0,1e-08
LCO,battery_active,140.0,100.0,1000.0,1e-08
LCO,battery_active,180.0,10.0,0.01,1e-08
LCO,battery_active,180.0,10.0,0.03,1e-08
LCO,battery_active,180.0,10.0,0.1,1e-08
LCO,battery_active,180.0,10.0,0.3,1e-08
LCO,battery_active,180.0,10.0,1.0,1e-08
LCO,battery_active,180.0,10.0,3.0,1e-08
LCO,battery_active,180.0,10.0,10.0,1e-08
LCO,battery_active,180.0,10.0,30.0,1e-08
LCO,battery_active,180.0,10.0,100.0,1e-08
LCO,battery_active,180.0,10.0,300.0,1e-08
LCO,battery_active,180.0,10.0,1000.0,1e-08
LCO,battery_active,180.0,50.0,0.01,1e-08
LCO,battery_active,180.0,50.0,0.03,1e-08
LCO,battery_active,180.0,50.0,0.1,1e-08
LCO,battery_active,180.0,50.0,0.3,1e-08
LCO,battery_active,180.0,50.0,1.0,1e-08
LCO,battery_active,180.0,50.0,3.0,1e-08
LCO,battery_active,180.0,50.0,10.0,1e-08
LCO,battery_active,180.0,50.0,30.0,1e-08
LCO,battery_active,180.0,50.0,100.0,1e-08
LCO,battery_active,180.0,50.0,300.0,1e-08
LCO,battery_active,180.0,50.0,1000.0,1e-08
LCO,battery_active,180.0,100.0,0.01,1e-08
LCO,battery_active,180.0,100.0,0.03,1e-08
LCO,battery_active,180.0,100.0,0.1,1e-08
LCO,battery_active,180.0,100.0,0.3,1e-08
LCO,battery_active,180.0,100.0,1.0,1e-08
LCO,battery_active,180.0,100.0,3.0,1e-08
LCO,battery_active,180.0,100.0,10.0,1e-08
LCO,battery_active,180.0,100.0,30.0,1e-08
LCO,battery_active,180.0,100.0,100.0,1e-08
LCO,battery_active,180.0,100.0,300.0,1e-08
LCO,battery_active,180.0,100.0,1000.0,1e-08
NMC811,battery_active,-20.0,10.0,0.01,1e-08
NMC811,battery_active,-20.0,10.0,0.03,1e-08
NMC811,battery_active,-20.0,10.0,0.1,1e-08
NMC811,battery_active,-20.0,10.0,0.3,1e-08
NMC811,battery_active,-20.0,10.0,1.0,1e-08
NMC811,battery_active,-20.0,10.0,3.0,1e-08
NMC811,battery_active,-20.0,10.0,10.0,1e-08
NMC811,battery_active,-20.0,10.0,30.0,1e-08
NMC811,battery_active,-20.0,10.0,100.0,1e-08
NMC811,battery_active,-20.0,10.0,300.0,1e-08
NMC811,battery_active,-20.0,10.0,1000.0,1e-08
NMC811,battery_active,-20.0,50.0,0.01,1e-08
NMC811,battery_active,-20.0,50.0,0.03,1e-08
NMC811,battery_active,-20.0,50.0,0.1,1e-08
NMC811,battery_active,-20.0,50.0,0.3,1e-08
NMC811,battery_active,-20.0,50.0,1.0,1e-08
NMC811,battery_active,-20.0,50.0,3.0,1e-08
NMC811,battery_active,-20.0,50.0,10.0,1e-08
NMC811,battery_active,-20.0,50.0,30.0,1e-08
NMC811,battery_active,-20.0,50.0,100.0,1e-08
NMC811,battery_active,-20.0,50.0,300.0,1e-08
NMC811,battery_active,-20.0,50.0,1000.0,1e-08
NMC811,battery_active,-20.0,100.0,0.01,1e-08
NMC811,battery_active,-20.0,100.0,0.03,1e-08
NMC811,battery_active,-20.0,100.0,0.1,1e-08
NMC811,battery_active,-20.0,100.0,0.3,1e-08
NMC811,battery_active,-20.0,100.0,1.0,1e-08
