material,defect_type,crystal_structure,formation_energy_eV,temperature_K,defect_concentration,supercell_size,k_points,exchange_correlation,cutoff_energy_eV,convergence_threshold
Ni,interstitial,fcc,4.069638374993212,1012.9709444477206,0.00838637934018437,512,6x5x5,PBE,784.4473072086561,6.311225897626879e-05
Fe,dislocation,hcp,2.5532221316190253,386.1787787970219,0.009225801476653094,512,7x8x5,LDA,669.6029425850845,6.5918589763447236e-06
Mg,dislocation,fcc,1.2256987210872958,909.3663413926032,0.007722630518656874,108,7x8x5,PBEsol,499.9415184313318,3.430965509514401e-05
Cu,grain_boundary,fcc,1.22727054663396,1043.595638197698,0.0022770977256581044,512,7x5x6,PBEsol,717.5582620778067,8.756704086545137e-05
Ti,substitutional,bcc,1.7959630758435419,780.1306283156634,0.0005285133917060762,108,10x6x7,PBE,440.3011375838305,7.104475907882624e-05
Fe,vacancy,hcp,2.322852251482658,935.2942002135494,0.0091164752586633,216,9x11x7,PBE,592.2592113249636,5.563104461988268e-05
Zn,dislocation,bcc,0.9827699356303525,437.82132054396345,9.945840329509751e-05,512,5x10x5,HSE06,565.9387401206379,7.353961812591736e-05
Ti,vacancy,bcc,2.7281687370051966,779.5887912270726,0.0093103289037577,512,4x5x7,PBE,673.2278300760497,6.6412011917806e-05
Al,interstitial,bcc,3.1053847708888087,827.2767454751294,0.009760807246392717,512,5x8x7,PBEsol,445.3848766826296,2.5508886306036684e-05
Cu,interstitial,bcc,3.5902646143342674,1119.5787142510908,0.009623045190373287,108,8x5x9,PBEsol,522.0858120515436,9.740051562181086e-05
Al,dislocation,hcp,1.4363518582412937,1044.1264015029296,0.0059499399343193255,108,8x6x5,PBE,746.9418556461432,2.412729417158745e-05
Al,dislocation,bcc,1.330636817453181,1011.5426682927798,0.001336297351966006,64,9x6x5,LDA,448.10838525144277,7.064930567797152e-05
Fe,interstitial,bcc,5.171353357067859,402.9943471651633,0.003055022228112621,216,6x5x8,LDA,441.2587043513444,9.435905025492789e-05
Fe,dislocation,hcp,2.178845564235493,662.0652102686868,0.007833117634296225,216,9x10x9,HSE06,722.2819169924815,1.1708769367525176e-05
Ti,substitutional,fcc,1.8466346542991041,737.7524652800043,0.002985208160816458,512,4x6x6,PBE,422.5605431043162,8.696140479797147e-05
Al,substitutional,hcp,0.7584452935892023,1191.8875525470166,0.00523589239697696,512,5x10x7,PBEsol,557.996108219613,3.416584842581188e-05
Mg,interstitial,fcc,2.812019718757483,824.1608683811459,0.006890310849900695,216,6x4x5,PBE,550.9007942862781,6.674333799878358e-05
Mg,vacancy,fcc,0.9632650151815033,441.89492411721716,0.001740930469713226,512,5x11x6,PBEsol,791.461632535186,7.293383929585503e-05
Ti,interstitial,fcc,4.638359849999686,796.1856515965328,0.003596071902055515,108,7x10x11,PBE,610.703715076886,3.310083651134509e-05
Mg,grain_boundary,hcp,0.9809212519392819,957.3723775936134,0.0045331635721338505,64,8x6x10,HSE06,719.1209488834431,9.222431588543652e-05
Ni,interstitial,bcc,3.6340959486240294,1073.8690413016095,0.002518895205389308,512,8x11x9,HSE06,590.408282752048,9.024905632567902e-05
Zn,dislocation,hcp,1.3451423912288094,926.4282662902024,0.003425409716643856,512,5x6x11,HSE06,456.4438593330597,6.127099805785896e-05
Cu,grain_boundary,fcc,1.327151177893428,414.8113362278558,0.009033107972760204,64,5x7x5,LDA,428.3664765754278,1.9746726703394418e-05
Ti,dislocation,bcc,2.8931735771002947,325.50370534504617,0.008285474065555503,512,9x10x8,LDA,634.4832664762037,7.666131172838999e-05
Fe,substitutional,hcp,1.6339809636759195,1187.330393073016,0.00639992389476059,64,6x5x7,HSE06,597.9931178849844,1.3962193960550972e-05
Mg,vacancy,bcc,1.0592149711362948,905.2701638143254,0.0070428864859496945,216,9x9x9,PBE,721.2302569350979,4.3748704977805294e-05
Cu,grain_boundary,hcp,1.1827156949817417,601.8044145133892,0.006079985548972588,64,6x11x10,PBEsol,787.2290011638713,7.554563311087932e-05
Zn,dislocation,hcp,1.2484705264934408,1166.072684856849,0.008341552466575327,512,9x6x6,PBE,612.3436137153903,6.11688231120205e-06
Al,vacancy,fcc,1.146083254768578,885.7224211290417,0.009678655649280967,216,4x8x7,HSE06,558.7557572356159,7.461088269409217e-05
Fe,interstitial,bcc,3.954222359681689,750.2083310332217,0.0016068708611500606,512,6x10x7,PBE,503.17580271476027,4.965990835735083e-05
Ni,dislocation,fcc,1.8924962166957677,845.4135022314989,0.0008972281012728747,108,11x6x8,LDA,722.8843985701669,3.733233344111279e-05
Mg,interstitial,hcp,2.683898752432514,709.0344596598211,0.002093668327539669,64,7x6x7,HSE06,708.9643998509137,7.636627017869084e-05
Cu,dislocation,hcp,1.826090702908944,984.6343254395055,0.0014994781260666298,512,5x10x9,HSE06,713.3267560877446,2.756563933619109e-05
Fe,grain_boundary,fcc,1.6297419858093012,479.1740815451619,0.005877444580186424,216,7x10x10,PBEsol,698.9263302291545,6.251542238505807e-06
Ni,vacancy,bcc,2.1974469272049793,808.5650547330242,0.008586861877240032,216,10x11x4,HSE06,692.2736389683106,9.18830404993407e-05
Zn,vacancy,bcc,0.9726934313425887,596.9774057612487,0.00962189690900851,216,9x6x8,PBEsol,440.43543766968594,3.157588020338038e-05
Zn,substitutional,bcc,0.6252934834356507,909.3957295766504,0.005226205629797834,64,9x8x8,LDA,771.1165917501262,9.328125762443003e-05
Ti,substitutional,fcc,1.7005472293754247,508.4246921600994,0.001812999218092559,512,8x8x9,HSE06,515.0200157701772,3.397562600250922e-05
Ti,vacancy,hcp,2.8677527283359026,1134.2896273360157,0.006651536660958044,64,8x7x9,LDA,515.1736376372876,1.93670715505142e-05
Cu,substitutional,hcp,0.9277069836781845,526.9821619433978,0.00955923208082048,64,8x6x7,PBEsol,717.5373171471444,6.647467897246927e-05
Zn,interstitial,bcc,2.4298000170348337,1003.2205965556802,0.0068007805176863246,64,6x4x6,PBE,630.7869241873484,1.6065285586309873e-05
Ni,grain_boundary,bcc,1.5587899214647698,1090.3036772871312,0.00585893537220925,216,11x10x7,PBEsol,726.3421022982761,8.045388890051378e-05
Zn,dislocation,fcc,1.182555841547754,671.8750309225179,0.004056788283164169,216,7x6x10,PBE,665.6611060217929,4.2519395320448906e-05
Al,grain_boundary,fcc,1.1464441905719684,787.8300105874819,0.009190463732009683,64,7x11x4,PBEsol,469.88343681951426,2.0666414615432775e-05
Mg,substitutional,bcc,0.6205508129690164,455.5380463108071,0.0034457144280472386,216,6x4x7,LDA,407.45863456591314,8.065952803613305e-05
Zn,interstitial,fcc,2.380957060241297,578.7137624816562,0.0014511823047651346,64,6x8x6,HSE06,611.8578108140534,3.542923966283934e-05
Mg,vacancy,hcp,1.1479952530344653,977.5280950599089,0.008232863262494608,108,10x6x4,LDA,656.1003659809105,8.787143493141731e-05
Zn,grain_boundary,fcc,0.7697303130078651,318.3614496193857,0.006045285333602337,216,11x6x9,HSE06,496.0338807746575,8.956518946174622e-05
Mg,grain_boundary,bcc,0.9766340483599002,1152.3362503299231,0.005049243276137976,512,8x11x8,LDA,506.01396725621896,5.408303564893821e-05
Cu,grain_boundary,hcp,1.185863873632005,886.0592646692563,0.007679899611340243,108,5x4x8,LDA,614.8677286416115,2.1150016725698682e-05
Cu,grain_boundary,bcc,1.063737414848117,332.05093524555735,0.0049802650495713455,108,8x10x10,HSE06,410.18907669404285,7.297290621473573e-06
Cu,interstitial,hcp,2.8159184065542626,354.0658515194842,0.0032557078779232285,512,6x8x10,LDA,799.5597148184688,9.873423102828299e-05
Zn,vacancy,bcc,0.941723462187972,883.6743241417826,0.0030950152772238632,108,11x4x7,PBEsol,404.8279741202472,5.2374799062210934e-05
Al,interstitial,hcp,2.7780617283361133,614.8652124817694,0.006275434035863461,512,8x8x6,LDA,601.2876828731848,7.711843186983147e-06
Ti,interstitial,bcc,4.530748618091884,1100.2074201546984,0.008452410356049237,64,11x4x7,PBE,673.0909191181247,7.037510807653188e-05
Ni,vacancy,bcc,2.0729319622501743,663.4299047227494,0.002148230279581166,64,6x11x5,LDA,604.0988399212582,9.776507912725273e-05
Al,dislocation,bcc,1.6720175217449005,676.8830914343895,0.004319005079427985,512,4x7x7,HSE06,592.2893825875892,9.322493302078392e-05
Fe,interstitial,fcc,4.717323627291871,1048.8852624748033,0.00361330261767149,216,4x9x11,HSE06,407.8442129897014,6.746543288078278e-05
Ni,vacancy,bcc,1.8436881320700456,323.6679540162017,0.0026110256242691996,216,10x6x9,PBEsol,564.5643727041862,9.482554759662423e-05
Ti,interstitial,fcc,5.041417638822103,605.0729335555393,0.0014316708727777217,64,8x6x10,LDA,406.4432874197348,1.2587462197926289e-05
Zn,grain_boundary,hcp,0.7154181459176694,352.00937731787775,0.0014073927389974337,512,11x5x7,HSE06,593.4436027006666,1.6625241891931182e-05
Ti,substitutional,bcc,1.877308734013795,917.9853810186336,0.00841372635628068,512,5x7x11,PBE,642.1374511776921,9.621122909551435e-06
Mg,dislocation,fcc,1.2193509191577532,983.4858344608379,0.003141125986173424,512,9x9x11,LDA,428.93935353442293,8.797454417150844e-05
Cu,substitutional,fcc,1.0041954765869177,825.0798136647015,0.0006165052193223929,512,10x8x8,LDA,768.0787944297095,5.866693838521331e-06
Ni,grain_boundary,bcc,1.2988863068314611,374.40033418788806,0.0012625697318972187,108,4x11x8,PBEsol,768.0455253290515,4.7559326046465905e-05
Zn,vacancy,fcc,0.9656266833348388,1195.1032265487656,0.004201302880226391,108,10x6x5,PBEsol,744.4035285232054,6.194681527162954e-05
Mg,substitutional,bcc,0.7161087834560759,706.8393989218215,0.006918776952579736,512,10x5x8,HSE06,769.8604421620723,1.213790919057106e-05
Fe,interstitial,hcp,3.957156187629391,826.6094948344122,0.004429698066321594,512,7x5x11,PBEsol,424.36489074861083,4.345506251444168e-05
Ni,dislocation,bcc,1.9546577792769302,426.0403309208061,0.003221483672587342,216,7x4x5,PBE,535.4106538907342,3.0306486993155604e-06
Cu,substitutional,hcp,0.877418937253746,400.42408181991726,0.001478315498055173,512,9x9x5,LDA,433.52166363802434,4.8806549223261264e-05
Al,grain_boundary,fcc,1.1550238299645095,1075.8936661063321,0.008392084236372513,216,4x5x10,PBEsol,465.6739856225435,1.3222893799342867e-05
Ni,substitutional,fcc,1.1525293721847822,900.8415422249116,0.006094843527975462,64,11x11x4,PBEsol,702.316497154121,9.647395845961973e-05
Al,substitutional,bcc,0.8347648530695911,1077.5422267139593,0.007815449772201138,64,10x11x5,HSE06,709.3896071291072,8.763697824586695e-05
Cu,interstitial,bcc,3.505146176024435,1067.8556807820503,0.002646706521698419,108,8x4x4,PBE,721.4540588614774,5.362847415277145e-05
Mg,substitutional,hcp,0.534480569048205,547.4812727762762,0.0007973716452186237,512,7x9x8,HSE06,549.010981121118,2.697837443450376e-05
Al,vacancy,bcc,0.9537976689215597,926.8564651292002,0.003761041869300456,216,11x8x7,HSE06,649.976910042958,1.0562279566958692e-05
Ti,grain_boundary,fcc,2.2594544899977946,692.443468175329,0.006300715740846841,512,4x6x8,HSE06,704.2719044883864,9.282285157836098e-05
Al,vacancy,hcp,0.8914014701924362,1084.3911126373137,0.004850437853490419,64,5x7x11,PBEsol,547.2342550664857,1.3382744454816217e-05
Zn,interstitial,bcc,2.356017628835216,319.56495425733664,0.0052061848724474355,108,8x7x5,PBE,458.11440389831466,3.2312942523836815e-05
Mg,interstitial,bcc,2.8736525080882456,740.8452544920502,0.005174808165569819,512,5x11x10,HSE06,416.3140053742072,3.218581924378763e-05
Zn,vacancy,fcc,0.8415300486847445,498.0988470172472,0.002012528498171894,512,11x10x9,PBEsol,510.44745297738325,9.310629913225143e-05
Fe,vacancy,hcp,2.5190406808196726,680.5815681531783,0.005171986472476489,512,7x10x10,HSE06,773.3764028683433,7.084346530928484e-05
Mg,grain_boundary,bcc,0.9306078159182354,960.2596463591522,0.00625064285131548,216,8x11x11,LDA,428.4098270597307,4.929978399380789e-05
Zn,grain_boundary,fcc,0.8954302934609806,1032.870885304429,0.005197159296762834,216,6x10x5,HSE06,454.1675399271312,2.9838080973345025e-05
Al,grain_boundary,fcc,1.0394000462171908,539.0485118997734,0.00704382521176483,512,4x6x11,LDA,641.1230129067037,9.861316564489529e-05
Zn,dislocation,hcp,1.2400486741207486,891.6998944597183,0.008950772162639205,108,11x6x5,LDA,775.6436882930756,2.5749874787159347e-05
Ni,grain_boundary,hcp,1.4057792771464683,828.0583746507767,0.007959335511059144,216,5x11x7,PBEsol,479.3490159390805,9.620240873921511e-05
Cu,grain_boundary,bcc,1.139711112674379,666.4478686204125,0.004092557241212713,512,5x5x7,PBE,656.34165456624,3.172941143428864e-05
Ti,interstitial,hcp,5.57795708032434,661.6143033000274,0.009089899938256728,512,4x7x6,PBE,510.7991273818864,5.395550455188179e-05
Al,grain_boundary,fcc,1.037695783847949,327.2639038316631,0.007706654627620606,64,5x10x6,LDA,625.2506375568188,1.5712954680038313e-06
Al,vacancy,hcp,0.9746025183481513,904.7494972637852,0.004595373527200603,216,7x5x7,PBE,734.8876571834794,1.0235451087474885e-05
Ni,dislocation,hcp,1.6043799044656404,1089.1582786935821,0.0012614282581756733,64,8x9x5,HSE06,674.7809765541754,7.939874730380146e-05
Ni,grain_boundary,bcc,1.4856599895725735,596.4749916369987,0.005369145311488051,512,7x9x6,HSE06,600.5789679366691,5.2562044323533426e-05
Ni,substitutional,fcc,1.0490588294036125,350.105533458578,0.007975376549552163,512,7x6x8,LDA,533.8941306317116,6.985335745858739e-05
Fe,dislocation,fcc,2.251139272627493,469.98244453399377,0.002686723015849358,512,7x10x10,HSE06,521.662101794186,7.73106376447678e-05
Fe,interstitial,bcc,4.650111903996722,416.7356321910242,0.004538083848743286,216,11x11x4,LDA,714.5287224544309,5.708983631978391e-05
Ti,interstitial,bcc,5.072402722113587,982.5677767197343,0.0022498347995476725,64,10x7x9,LDA,567.1878174346108,9.43483584277839e-05
Mg,vacancy,bcc,1.1526122149815639,848.3733470608566,0.004674105526027786,64,9x10x5,PBE,626.0295165920421,9.49217869056789e-05
Al,grain_boundary,fcc,0.8884778480722239,379.63820612911263,0.000264809796437378,216,11x11x8,PBEsol,455.58396209956646,2.598896748467946e-05
Ni,vacancy,hcp,1.8051229625602274,614.8755248002306,0.007083532166730626,64,6x11x10,PBE,779.0135402933781,3.622874521325209e-05
Ni,interstitial,hcp,4.111345775122163,685.8526275763334,0.0018241695005986173,512,10x10x10,LDA,762.5565929448637,5.348144093849622e-05
Al,grain_boundary,fcc,1.0480100529448009,831.2080776657228,0.006953046055311225,216,4x4x11,HSE06,423.3188815449428,9.984370215845363e-05
Ni,vacancy,fcc,2.168496998255189,401.1446774358385,0.003478030617757597,512,8x5x4,LDA,634.3590413411027,1.8781265143902987e-05
Cu,vacancy,bcc,1.6381639740865919,677.3243243870693,0.0019407455682777489,216,5x9x8,LDA,646.0912811200815,4.4874827439321295e-05
Zn,interstitial,hcp,3.067912344152281,888.5382240154082,0.009226308868141945,216,7x10x11,LDA,506.38962586164484,4.675190685372017e-05
Zn,grain_boundary,fcc,0.8101536563883115,384.81631542952266,0.006338042830325161,108,4x7x11,HSE06,409.0278786293771,6.900581426065595e-05
Fe,substitutional,hcp,1.3213679748467377,666.4563647389878,0.0023235013745402174,108,7x4x9,PBE,421.05684505086447,6.871580585308583e-06
Zn,grain_boundary,fcc,0.8326744240331364,427.39689852939546,0.00834142020703921,64,9x4x8,LDA,514.1621161211366,8.457674899184698e-05
Cu,dislocation,bcc,1.8638594526808674,618.8214028703198,0.006616870351472043,512,9x9x11,LDA,468.47389753405014,1.1343757135475632e-05
Mg,dislocation,fcc,1.1661236556041428,586.8275315568576,0.004485976951135226,216,11x7x8,LDA,669.2816984063238,8.269410054576333e-05
Fe,vacancy,fcc,2.683237725251003,317.71489384327236,0.007356690957453642,64,9x6x8,LDA,512.9588440423308,8.369533962498657e-05
Mg,grain_boundary,bcc,0.8594450648568267,834.4863909010753,0.006455469343301515,108,8x5x10,HSE06,516.4893274313105,6.180418867446939e-05
Ti,substitutional,bcc,1.673293094176543,339.05746072070474,0.003485431279980758,64,4x10x9,PBEsol,429.6434997201553,4.700775550498647e-05
Ti,substitutional,bcc,1.6748867119887247,461.50071382276775,0.00025518143111006946,512,10x6x8,LDA,430.34865648961903,7.01233298959528e-05
Al,grain_boundary,hcp,1.0289811955525463,548.477479640336,0.0021752588924429956,216,10x11x6,PBEsol,429.8983614545262,4.660781237473124e-05
Ni,dislocation,bcc,2.274490933149236,676.5450039419443,0.004409110271912457,216,11x6x8,HSE06,484.1546217976496,2.9739157054192552e-05
Ni,dislocation,bcc,1.7641753464425054,431.0658646729063,0.0003353464176254157,216,4x6x6,PBEsol,523.9920545741879,9.3321769482512e-05
Ti,grain_boundary,fcc,2.049244166230128,927.3820244346826,0.005868617630290564,108,6x7x5,PBE,575.6842043727498,8.448294223935466e-05
Al,substitutional,hcp,0.5262074499445687,355.35516281277467,0.0005142923788654521,108,10x4x9,PBEsol,462.6589513454534,9.533812104278746e-05
Mg,substitutional,fcc,0.6844938722138524,759.6653965555952,0.004550699369206014,108,11x9x11,PBEsol,558.7551912899676,2.702950051558256e-05
Mg,interstitial,fcc,2.047816023234757,658.6518259235822,0.00019270993458823254,108,10x8x4,PBE,731.131442826477,3.237839496563436e-06
Ni,interstitial,hcp,4.445548368232822,521.643660692856,0.009034174150872067,108,5x4x11,HSE06,569.2302091185932,2.859682414739429e-05
Fe,vacancy,fcc,2.7104633190128906,1022.6696709977101,0.004271898177952864,64,10x5x6,PBE,774.5410231299941,2.833933097849631e-06
Fe,interstitial,hcp,4.45874603007085,589.4962242552723,0.0013224856134727116,512,6x4x8,HSE06,527.1839326638471,5.3663614179534485e-05
Al,dislocation,bcc,1.7433106364120428,1129.6103097976734,0.003734412216808864,64,5x7x6,HSE06,415.70122122839996,3.1238978428299686e-05
Mg,interstitial,fcc,2.8428246064423663,653.4292020230473,0.0057777799658382594,216,5x9x8,LDA,631.9871280812572,9.485727490343615e-05
Mg,substitutional,hcp,0.5422988030647908,949.4836898265622,0.0007475417848075955,512,9x10x6,PBE,734.2282839858242,9.675410747401858e-05
Mg,substitutional,fcc,0.703341400946884,486.2245686115052,0.009002448339463663,64,11x10x4,HSE06,486.0019073080114,7.184791950521849e-05
Fe,substitutional,fcc,1.6082059357865492,1147.471366866032,0.00865076023731362,108,4x4x9,LDA,490.57184203506,4.859069159195124e-05
Ti,grain_boundary,hcp,1.908091424350919,946.61416049085,0.0077011202235095656,64,11x9x8,PBEsol,534.7276443869828,5.5915218481748266e-05
Cu,dislocation,hcp,1.8615314241683807,1004.6407554658805,0.007462802688607705,64,4x10x6,PBEsol,707.2827071229963,4.3093748973792175e-05
Ni,dislocation,hcp,1.9456704807812701,919.1665561068381,0.007924774234723493,512,5x6x5,LDA,630.0833172251204,9.854172882198927e-05
Fe,interstitial,bcc,4.764224020370378,432.20691199000134,0.009708571124479135,108,8x7x10,HSE06,590.7351099432286,8.244099088416483e-05
Cu,vacancy,fcc,1.7487860098526178,718.3648233336469,0.0053756934789302825,512,4x5x7,PBE,420.89823348033116,1.0458843581911867e-05
Al,dislocation,fcc,1.3652684874704624,318.01055126589733,0.002529296932646826,64,4x9x7,PBEsol,747.5805578403225,9.346961257524205e-05
Ti,substitutional,fcc,1.671893980880475,417.7581252139378,0.006758440545791587,216,10x5x8,LDA,406.2943921494178,2.669567261783383e-05
Mg,interstitial,hcp,2.500729174299079,988.3975441487665,0.000222544137533019,216,11x8x5,PBE,671.4068277937657,2.0642600018162712e-05
Fe,grain_boundary,hcp,2.2038016854089255,994.02244335374,0.006612991797344651,64,8x5x9,PBE,420.00890676662317,1.6372383714555733e-05
Zn,vacancy,bcc,0.9815021676983319,1041.0127292515263,0.006806358097321415,64,11x10x6,PBE,601.5093774898536,6.494920158009247e-05
Mg,interstitial,fcc,2.695367579505824,1154.6280908081267,0.008693659126380036,216,9x8x8,PBE,608.6398051964486,9.339436482552761e-05
Ni,interstitial,bcc,4.246541909261255,601.5831908415083,0.00034600426110676155,108,5x4x6,PBEsol,483.94587091164846,6.031083318517249e-05
Ti,vacancy,bcc,2.5349321371079916,817.1170531257154,0.008222924840017779,512,11x6x11,PBE,756.5130659311002,8.058458616479009e-05
Zn,grain_boundary,bcc,0.8842932192449661,1172.0305863468684,0.005733193610843282,64,7x4x10,PBEsol,459.5153135396612,5.6280063279451974e-05
Al,substitutional,bcc,0.8313933149433597,821.8395957900672,0.0037015227114196394,108,5x9x9,LDA,484.8111402008916,3.924654892537835e-06
Cu,grain_boundary,fcc,1.296445649477471,873.2478095495673,0.0023438166882724424,64,4x11x10,LDA,729.2905436985998,1.1201127649667287e-05
Cu,dislocation,hcp,1.9211585710188621,857.908156584313,0.0008282680955393487,512,8x11x11,LDA,664.5352455344851,2.964588861200238e-05
Zn,grain_boundary,bcc,0.8161441846890405,812.2358825891143,0.009281132788691396,108,7x11x7,HSE06,696.7225900984688,7.591378610103549e-05
Ti,vacancy,hcp,2.691368878829193,735.8395782987529,0.005500239884852259,64,5x10x5,PBE,521.4932356354182,3.4342468497128574e-05
Cu,substitutional,hcp,0.9273273106295286,736.8104074209763,0.008301942252752874,512,11x7x10,LDA,575.5634960824955,9.536355050034557e-05
Mg,substitutional,hcp,0.6627818910509582,592.619635560238,0.004711632439622542,64,9x11x4,PBEsol,574.1862100287914,2.5774386201030754e-05
Zn,dislocation,bcc,1.2317911061352012,728.9617444577659,0.008657144222247712,512,7x11x4,HSE06,681.4032576353363,6.019318823406991e-05
Mg,substitutional,bcc,0.5361689929651398,306.2618285729621,0.0024020260778947478,108,6x11x10,LDA,636.6397291666958,2.1941892644176746e-06
Fe,vacancy,fcc,2.338094579703068,905.0107348205446,5.438608055491575e-05,512,6x6x8,PBE,707.9969124874817,8.680963622684305e-05
Mg,grain_boundary,fcc,0.8846087470790448,802.3207423153935,0.007641165909129603,216,10x7x6,LDA,757.0970171985421,8.860253825456244e-05
Fe,grain_boundary,hcp,1.8923455282881585,729.4167906561149,0.0044767911027825845,64,8x4x5,LDA,448.585908362851,6.12449296844466e-05
Fe,grain_boundary,fcc,1.896295307549324,968.6178479583502,0.0089986729612101,216,7x5x6,HSE06,422.73622828495536,9.78709520025073e-05
Cu,vacancy,hcp,1.516749077859758,674.506689988674,0.00017008122275041454,108,4x11x11,HSE06,464.5667950750296,3.782748121912702e-05
Al,substitutional,bcc,0.6951097931108443,538.9492954964539,0.003026618934488494,216,5x11x8,HSE06,535.1023948528916,7.060013829743902e-05
Mg,dislocation,hcp,0.9956365421984626,450.859407456526,0.002629544139191271,216,4x5x11,PBEsol,766.3710984415125,9.585415675248169e-05
Ni,substitutional,bcc,1.1787539292493379,946.6781863100214,0.0007306103609239516,108,11x9x4,LDA,573.9206135079311,2.087590617687418e-05
Al,dislocation,fcc,1.5205972882958851,810.4467791220529,0.005534742182076112,216,8x7x8,PBE,428.46210235303244,8.951662446266862e-05
Cu,substitutional,fcc,0.8664240931231268,459.6884870246384,0.004775403016573815,512,8x11x7,PBEsol,492.71611104663185,9.02385941816941e-05
Al,substitutional,fcc,0.7732143711310671,652.499888590928,0.009154853335302096,64,5x11x11,PBEsol,584.7337738242434,3.0980323765574234e-06
Al,vacancy,fcc,0.8645887290991581,358.3507969075721,0.007626762935002654,512,5x6x11,HSE06,615.4333543416814,2.5793896773606768e-05
Mg,dislocation,hcp,1.2781598713068387,867.3608334323995,0.0030129562548747322,216,10x6x5,HSE06,639.171770727932,2.1968129569573228e-05
Fe,interstitial,fcc,5.07085109710566,730.2873169363993,0.005052759551538938,216,5x9x8,PBEsol,713.6247119313915,6.262907097285888e-05
Ti,dislocation,fcc,2.327813045524745,554.6528112335981,0.0023836394767042333,64,6x5x8,PBE,504.70114761480943,5.174650160146234e-05
Ti,substitutional,hcp,2.030845252878562,822.5577844341184,0.007731128326029503,216,10x7x5,PBE,602.4145080909923,3.4304644171143655e-05
Fe,vacancy,hcp,2.5051076197317568,389.30600647440895,0.008390652631625495,512,8x7x5,PBEsol,774.08712406835,2.164744342332771e-06
Mg,substitutional,hcp,0.7129038953446153,912.0987285899496,0.006691131088605971,64,5x5x7,PBEsol,725.2573561197346,6.154607800246072e-05
Fe,grain_boundary,bcc,2.1012011826211747,1047.1646699559246,0.0036052698284634067,216,10x4x5,LDA,666.885316696763,9.915173746425072e-05
Ti,dislocation,bcc,2.5295580996683147,891.8114752061512,0.008831310947341076,64,6x10x7,PBE,543.6283116172605,5.503167605755185e-06
Zn,substitutional,hcp,0.6129640795761343,1117.2313887021494,0.002357635456192764,512,5x4x4,PBE,477.12111787064265,3.9547433027758656e-05
Fe,interstitial,fcc,4.063942188562003,797.5576163862913,0.002533200385039468,108,4x11x4,HSE06,620.2973123564288,2.9719134230124047e-05
Ni,interstitial,fcc,4.120801336571928,449.7728558798459,0.007863887492231018,512,10x9x9,PBEsol,695.8013819624331,9.688284213143662e-05
Al,interstitial,fcc,2.969001108520257,1134.680552834486,0.005210392895104923,216,7x6x9,LDA,588.1389034852535,3.241805427642541e-05
Ti,interstitial,bcc,4.923918213270335,839.4855528993767,0.0005766610811626685,108,9x5x4,LDA,546.5012023993897,6.055330213159091e-05
Ni,grain_boundary,hcp,1.5105491215852125,718.3057853437507,0.009975139942873298,64,7x5x6,LDA,419.8498510974102,8.565377772669758e-05
Cu,vacancy,hcp,1.5544839200415972,417.4100728962545,0.00975607408092253,108,8x11x7,LDA,739.0002481505367,3.397088430097603e-05
Al,vacancy,bcc,0.8812731427551314,476.0996660628082,0.00972980082682263,108,6x5x11,HSE06,745.9975892118139,5.6727082809322205e-05
Ti,grain_boundary,fcc,2.068726183677387,1043.1043013815301,0.006978272533592176,216,9x6x10,PBEsol,591.9085431129511,7.482809318907776e-05
Ti,vacancy,bcc,2.210460989861748,1054.7914390432115,0.0010366620844640471,64,11x4x9,HSE06,795.9922459956723,6.633666150238909e-05
Fe,interstitial,hcp,4.630264065172634,1137.9531277984802,0.006234757898807427,108,6x10x6,PBE,670.8327887804433,4.8122187344572816e-05
Al,interstitial,hcp,3.1975310998039994,594.5252771152352,0.0028980862676883648,108,4x8x4,HSE06,602.0231201081635,5.299979601821833e-05
Al,substitutional,hcp,0.8935124418347632,1056.4980210761378,0.0068267661780490214,108,4x9x7,HSE06,594.8998241381804,3.6188231391728606e-05
Fe,vacancy,hcp,2.308731070719479,374.1079467870495,0.006065652144638287,108,5x6x7,PBE,494.18856680435084,1.463510185019697e-05
Mg,substitutional,hcp,0.7659480337288109,716.3069774824196,0.006014240843464541,108,4x4x10,HSE06,718.5200743870655,4.374154956044207e-05
Al,grain_boundary,hcp,1.0220874748312383,800.4516016723153,0.0032704492548041504,64,8x11x4,LDA,744.5145331019055,2.3166713989434576e-05
Ni,substitutional,bcc,1.235916938194481,700.9128195338405,0.007140997690247208,108,7x8x11,PBEsol,571.1362282508212,3.373266253109466e-05
Fe,interstitial,fcc,4.918496912656234,1042.771406108443,0.0006650377933069555,108,6x10x10,PBE,746.1717620330744,3.035365553136997e-05
Ti,dislocation,hcp,3.0431096431240037,974.9882859419777,0.005099389592107897,64,4x4x7,PBE,617.5745649161073,3.979245828035239e-05
Mg,interstitial,bcc,2.419136109035414,618.8391491948632,0.00905961324002725,216,11x4x5,PBE,671.1474464230981,4.8238844594746566e-05
Ni,vacancy,fcc,2.0774784030147115,425.57410250370236,0.0077679059452293794,64,4x9x8,HSE06,533.8890747658608,1.920345083137813e-05
Ni,interstitial,bcc,3.5434576173287273,487.54531110794284,0.006613378318906381,108,6x8x10,PBEsol,409.6681408534014,3.132811294501248e-05
Zn,grain_boundary,hcp,0.7357005566314663,613.4471538268724,0.003896102095650743,512,7x11x5,PBE,599.0300576616542,1.6430065839263938e-06
