FirmID,Firm_Name,Subsector,Location_Zone,Year_Established,Firm_Age,Firm_Size,Employees,Total_Assets_USD,Ownership_Type,FDI_Presence,FDI_Type,FDI_Origin_Country,FDI_Ownership_Percentage,Years_With_FDI,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,Employee_Training_Hours,IoT_Adoption,RD_Spend_Ratio,Automation_Level,Liquidity_Ratio,Debt_Equity_Ratio,ROI_Percentage,ROA_Percentage,Revenue_USD,Revenue_Growth_Rate,Export_Intensity,Market_Share_Percentage,Operational_Efficiency,Employee_Productivity_USD,Tax_Incentives_Score,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Bureaucratic_Efficiency,Trade_Policy_Support,Govt_Policy_Score,Policy_Effectiveness_Index,EEG_Beneficiary,Pioneer_Tax_Status,Power_Access_Hours_Daily,Generator_Reliance,Port_Distance_KM,ISO_Certified,NAFDAC_Compliant,Halal_Certified,FDI_Inflow_Lagos_BillionUSD,Corruption_Perception_Index,Ease_Doing_Business_Rank,Avg_Power_Reliability_Hours,Logistics_Quality_Index,FDI_Policy_Interaction,Innovation_Policy_Interaction
FIRM_175,Seasoning&Condiments_FIRM_175,Seasoning & Condiments,Ikeja,2018,6,SME,51,1583834.96,Local,1,Joint Venture,South Africa,29.27,6,3.86,3.97,2.71,4.38,0.787,130.4,1,0.1091,3,2.94,0.66,19.34,8.91,4689804.64,25.0,0.125,1.39,7.55,91956.95,3.55,2.05,1.41,4.88,1.13,3.93,2.53,36.16,0,1,8.2,0.66,6.4,0,0,1,1.2,24,131,3.2,2.8,2.53,6.86
FIRM_176,GrainMilling_FIRM_176,Grain Milling,Apapa,2007,17,SME,23,1074015.78,Family Business,1,Joint Venture,Netherlands,53.35,13,3.0,2.33,4.72,4.2,0.488,31.2,1,0.0962,2,1.77,0.65,19.72,7.49,946845.83,15.1,0.369,1.23,9.0,41167.21,1.0,3.06,2.15,3.96,2.96,2.65,2.65,37.79,0,0,14.6,0.392,56.2,1,1,0,1.2,24,131,3.2,2.8,2.65,12.49
FIRM_177,Beverages_FIRM_177,Beverages,Apapa,2015,9,SME,77,2769671.63,Foreign-Owned,1,Greenfield,China,33.95,9,3.42,3.76,2.97,3.78,0.813,100.3,1,0.092,2,2.77,0.83,20.76,21.8,247050.85,15.63,0.221,4.42,7.61,3208.45,3.21,4.25,2.9,5.02,2.33,4.36,3.34,47.7,0,0,14.0,0.417,31.5,0,0,0,1.2,24,131,3.2,2.8,3.34,9.93
FIRM_178,Fruits&VegetablesProcessing_FIRM_178,Fruits & Vegetables Processing,Ikorodu,2001,23,SME,91,1525844.26,Foreign-Owned,0,None,None,0.0,0,3.49,3.9,1.95,2.15,0.571,21.5,0,0.0656,3,1.0,1.01,10.51,4.96,7140387.22,20.19,0.0,2.59,4.96,78465.79,3.79,1.0,2.44,6.51,3.95,4.49,2.86,40.83,0,0,10.6,0.56,54.0,0,1,0,1.2,24,131,3.2,2.8,0.0,5.59
FIRM_179,Beverages_FIRM_179,Beverages,Badagry,1997,27,SME,240,3126461.19,Foreign-Owned,0,None,None,0.0,0,2.04,2.54,2.15,3.93,0.392,168.8,1,0.0811,5,1.25,2.03,7.55,6.62,5646848.92,20.25,0.0,0.48,7.34,23528.54,3.23,5.64,3.52,4.91,6.75,2.73,4.16,59.43,0,0,17.4,0.276,36.0,0,1,1,1.2,24,131,3.2,2.8,0.0,8.96
FIRM_180,DairyProducts_FIRM_180,Dairy Products,Ikeja,2004,20,SME,245,810736.47,Family Business,1,M&A,France,60.22,11,3.59,3.41,3.98,3.8,0.661,13.9,1,0.0584,5,2.08,2.33,19.41,5.21,1904959.77,10.09,0.0,4.03,8.88,7775.35,6.82,4.12,2.53,5.5,2.94,4.11,3.84,54.82,0,0,10.9,0.545,23.2,0,1,1,1.2,24,131,3.2,2.8,3.84,15.29
FIRM_181,OtherFoodProducts_FIRM_181,Other Food Products,Ikeja,2020,4,SME,115,4037761.03,Public Listed,0,None,None,0.0,0,3.5,4.22,2.21,3.73,0.686,92.2,0,0.0778,5,2.46,1.58,9.58,8.46,1173767.85,19.17,0.084,0.72,7.49,10206.68,1.93,4.37,2.78,5.24,4.1,3.77,3.29,46.97,1,0,22.1,0.079,26.1,0,0,0,1.2,24,131,3.2,2.8,0.0,7.27
FIRM_182,Oils&Fats_FIRM_182,Oils & Fats,Lagos Island,1987,37,SME,216,834339.58,Joint Venture,0,None,None,0.0,0,2.94,3.53,4.04,3.62,0.437,101.6,1,0.0334,2,3.34,0.78,13.17,17.74,2030973.4,13.54,0.0,2.48,7.8,9402.65,6.13,5.36,3.73,4.54,3.77,3.87,4.39,62.66,0,0,11.5,0.521,27.7,0,1,1,1.2,24,131,3.2,2.8,0.0,17.7
FIRM_183,Seasoning&Condiments_FIRM_183,Seasoning & Condiments,Ikeja,1990,34,SME,232,1438612.72,Local,1,Greenfield,France,79.93,11,4.49,3.45,4.4,3.36,0.199,174.3,1,0.0526,3,2.37,0.42,11.2,15.56,12526347.64,5.53,0.173,4.06,9.5,53992.88,3.84,3.95,3.67,2.4,2.24,3.52,3.8,54.34,0,0,15.5,0.352,12.2,1,1,0,1.2,24,131,3.2,2.8,3.8,16.74
FIRM_184,MeatProcessing_FIRM_184,Meat Processing,Apapa,2023,1,SME,36,2457704.93,Public Listed,1,Greenfield,UK,79.08,1,3.32,3.47,3.18,2.88,0.664,130.8,0,0.0099,1,3.3,0.54,14.1,9.63,5427780.3,10.33,0.026,3.99,6.04,150771.68,4.29,1.35,3.7,3.84,5.72,4.63,3.98,56.79,0,0,23.1,0.036,16.2,1,1,0,1.2,24,131,3.2,2.8,3.98,12.66
FIRM_185,Fruits&VegetablesProcessing_FIRM_185,Fruits & Vegetables Processing,Epe,1982,42,SME,33,4299427.75,Local,1,Greenfield,UK,90.53,2,3.34,3.95,3.15,4.48,0.771,79.9,1,0.0835,2,2.76,2.42,24.44,15.99,12154571.09,8.13,0.245,2.72,7.31,368320.34,2.97,5.52,2.87,5.33,4.32,2.25,3.44,49.08,0,0,22.8,0.05,47.6,0,1,0,1.2,24,131,3.2,2.8,3.44,10.84
FIRM_186,OtherFoodProducts_FIRM_186,Other Food Products,Ikorodu,2002,22,SME,223,4039161.29,Foreign-Owned,1,Greenfield,Netherlands,14.13,4,3.43,2.8,3.54,3.98,0.599,14.5,1,0.105,5,0.78,1.92,15.7,17.54,939674.83,16.16,0.542,0.79,6.31,4213.79,7.0,4.19,3.37,5.03,4.14,4.91,4.43,63.27,1,0,15.9,0.338,11.3,0,1,0,1.2,24,131,3.2,2.8,4.43,15.67
FIRM_187,AnimalFeeds_FIRM_187,Animal Feeds,Apapa,2015,9,SME,166,4832817.34,Local,1,Greenfield,South Africa,46.58,4,4.69,3.35,3.61,3.77,0.65,101.2,1,0.0182,2,2.08,0.83,13.06,11.65,14241988.01,-0.47,0.266,2.27,7.72,85795.11,7.0,3.25,3.48,4.41,2.7,3.06,3.85,54.94,0,0,21.8,0.092,56.6,0,1,1,1.2,24,131,3.2,2.8,3.85,13.9
FIRM_188,AnimalFeeds_FIRM_188,Animal Feeds,Ikorodu,1999,25,SME,144,4613838.01,Local,1,M&A,USA,90.24,4,4.16,3.66,4.42,3.28,0.236,127.7,0,0.0933,3,1.49,0.2,14.28,24.25,2478593.85,9.76,0.211,3.83,8.37,17212.46,3.67,6.35,4.97,5.26,1.0,3.57,3.71,53.05,0,0,11.0,0.541,54.3,0,1,1,1.2,24,131,3.2,2.8,3.71,16.43
FIRM_189,Beverages_FIRM_189,Beverages,Lagos Island,2007,17,SME,179,1526771.83,Family Business,1,Joint Venture,India,54.82,4,4.29,3.34,3.71,5.0,0.695,169.9,1,0.0743,1,3.18,0.16,23.26,9.44,1373542.2,18.6,0.303,2.84,6.63,7673.42,4.97,2.23,4.8,3.87,3.98,4.57,4.11,58.78,0,0,15.9,0.336,21.3,1,1,0,1.2,24,131,3.2,2.8,4.11,15.28
FIRM_190,AnimalFeeds_FIRM_190,Animal Feeds,Ikeja,2003,21,SME,54,1308029.04,Joint Venture,1,Greenfield,USA,68.47,11,1.82,3.44,3.3,4.05,0.287,141.1,1,0.0499,3,2.16,1.37,12.9,13.15,3117717.43,9.41,0.347,1.0,9.83,57735.51,4.29,5.51,2.8,6.9,4.24,4.55,3.75,53.56,0,0,21.3,0.111,13.3,0,1,0,1.2,24,131,3.2,2.8,3.75,12.39
FIRM_191,Sugar&Confectionery_FIRM_191,Sugar & Confectionery,Ikeja,2021,3,SME,20,4363101.28,Public Listed,1,Joint Venture,France,29.14,3,3.53,3.96,3.79,4.44,0.758,168.5,0,0.0838,1,2.95,0.19,16.82,17.27,6048609.77,11.1,0.564,0.16,8.4,302430.49,5.58,2.55,2.62,4.89,1.0,6.01,3.48,49.67,0,0,17.6,0.267,48.8,1,1,0,1.2,24,131,3.2,2.8,3.48,13.18
FIRM_192,MeatProcessing_FIRM_192,Meat Processing,Epe,1992,32,SME,39,1394952.22,Foreign-Owned,1,Joint Venture,France,16.17,5,3.26,3.99,1.9,3.51,0.627,58.2,0,0.0674,4,1.17,1.29,18.38,3.12,7529901.58,20.14,0.227,3.77,6.78,193074.4,5.38,5.58,4.23,6.16,4.45,3.43,4.15,59.29,0,0,14.1,0.411,50.5,1,1,0,1.2,24,131,3.2,2.8,4.15,7.89
FIRM_193,Beverages_FIRM_193,Beverages,Ikeja,2004,20,SME,94,3955750.99,Foreign-Owned,0,None,None,0.0,0,2.68,3.62,3.03,3.27,0.443,152.2,0,0.0551,1,1.26,2.09,13.32,9.7,4673897.65,-0.7,0.0,3.19,9.69,49722.32,3.92,7.0,4.54,5.82,4.53,3.08,4.21,60.11,0,0,22.3,0.071,55.4,1,1,1,1.2,24,131,3.2,2.8,0.0,12.74
FIRM_194,FishProcessing_FIRM_194,Fish Processing,Ikeja,2010,14,SME,28,4759412.04,Foreign-Owned,0,None,None,0.0,0,3.2,2.84,1.64,4.38,0.664,80.5,0,0.0811,3,2.1,1.72,11.29,15.83,6054690.75,7.02,0.0,0.46,7.39,216238.96,4.9,4.23,1.7,5.72,4.62,4.21,3.66,52.23,0,0,11.0,0.541,38.2,0,1,0,1.2,24,131,3.2,2.8,0.0,5.99
FIRM_195,Fruits&VegetablesProcessing_FIRM_195,Fruits & Vegetables Processing,Badagry,1992,32,SME,72,4446635.51,Local,1,M&A,France,30.85,4,3.52,3.97,4.1,3.29,0.215,148.6,1,0.0817,4,0.94,1.07,16.07,7.89,725362.1,19.12,0.401,4.21,7.96,10074.47,4.38,2.14,2.3,5.95,5.17,3.95,3.33,47.6,0,0,8.3,0.653,53.6,0,1,0,1.2,24,131,3.2,2.8,3.33,13.66
FIRM_196,Oils&Fats_FIRM_196,Oils & Fats,Lagos Island,2011,13,SME,21,3595810.45,Family Business,0,None,None,0.0,0,2.37,3.3,2.66,3.45,0.359,70.2,0,0.0038,5,2.58,2.19,14.23,13.75,6245847.95,32.18,0.0,4.43,9.16,297421.33,6.2,4.47,6.68,5.82,2.32,3.95,4.3,61.43,0,0,13.0,0.459,19.8,0,1,0,1.2,24,131,3.2,2.8,0.0,11.45
FIRM_197,GrainMilling_FIRM_197,Grain Milling,Apapa,1981,43,SME,156,4418227.46,Family Business,0,None,None,0.0,0,2.5,4.07,2.05,3.78,0.344,199.4,0,0.0774,4,2.89,0.92,11.56,8.0,306412.56,14.64,0.009,2.24,5.48,1964.18,2.08,2.69,3.85,4.5,3.7,2.54,3.06,43.74,1,0,22.9,0.048,5.2,0,1,0,1.2,24,131,3.2,2.8,0.0,6.28
FIRM_198,OtherFoodProducts_FIRM_198,Other Food Products,Lagos Island,2020,4,SME,197,2660909.5,Public Listed,0,None,None,0.0,0,2.79,2.42,2.0,3.11,0.512,148.1,0,0.0195,4,0.99,1.87,16.74,7.48,6565610.07,18.3,0.0,0.94,5.13,33327.97,2.96,4.43,2.06,5.56,1.5,3.46,2.81,40.12,0,0,22.1,0.079,53.7,0,1,1,1.2,24,131,3.2,2.8,0.0,5.63
FIRM_199,Sugar&Confectionery_FIRM_199,Sugar & Confectionery,Epe,2017,7,SME,128,4684389.92,Public Listed,0,None,None,0.0,0,2.51,2.47,3.01,2.67,0.503,144.7,1,0.0389,2,1.19,1.9,18.56,11.89,4922639.38,-1.11,0.078,1.51,7.45,38458.12,5.36,2.72,1.0,5.1,5.04,2.84,3.31,47.29,0,0,17.7,0.264,56.2,0,1,0,1.2,24,131,3.2,2.8,0.0,9.97
FIRM_200,Beverages_FIRM_200,Beverages,Ikorodu,1991,33,SME,66,1206223.15,Public Listed,1,M&A,Netherlands,20.46,9,4.76,3.29,4.5,3.93,0.741,55.5,1,0.0738,2,1.79,0.65,8.43,6.25,14077577.37,19.47,0.266,4.54,5.57,213296.63,2.49,1.32,2.65,7.0,4.42,1.69,2.26,32.34,1,0,14.6,0.391,14.0,0,1,0,1.2,24,131,3.2,2.8,2.26,10.19
FIRM_201,BakeryProducts_FIRM_201,Bakery Products,Ikorodu,2007,17,Large,990,91055768.25,Local,1,M&A,France,44.95,3,3.36,3.85,4.62,3.81,0.58,168.1,1,0.0142,4,0.86,1.65,23.75,13.7,148391159.61,18.57,0.281,6.41,6.75,149890.06,4.64,1.53,2.15,5.15,3.16,1.97,2.72,38.8,0,0,23.8,0.01,19.3,0,1,0,1.2,24,131,3.2,2.8,2.72,12.55
FIRM_202,Fruits&VegetablesProcessing_FIRM_202,Fruits & Vegetables Processing,Badagry,2022,2,Large,1569,89747063.35,Joint Venture,0,None,None,0.0,0,2.21,3.18,2.59,2.68,0.441,151.9,1,0.0615,3,0.81,2.07,8.83,9.91,71577090.52,0.18,0.0,6.3,6.42,45619.56,3.85,5.72,5.0,5.06,3.39,6.26,4.53,64.65,0,0,17.2,0.282,14.8,1,1,1,1.2,24,131,3.2,2.8,0.0,11.73
FIRM_203,AnimalFeeds_FIRM_203,Animal Feeds,Lagos Island,2008,16,Large,492,34408133.64,Public Listed,0,None,None,0.0,0,2.89,1.96,2.64,3.58,0.526,19.4,1,0.0294,5,1.84,1.23,12.18,13.5,99084263.34,12.23,0.0,9.69,4.97,201390.78,3.13,2.53,4.96,3.92,3.32,6.35,4.06,58.03,0,0,22.5,0.064,58.2,0,1,0,1.2,24,131,3.2,2.8,0.0,10.74
FIRM_204,Beverages_FIRM_204,Beverages,Ikeja,1998,26,Large,925,21282839.67,Foreign-Owned,0,None,None,0.0,0,3.5,4.22,3.05,2.83,0.177,177.0,0,0.0155,4,3.19,0.41,16.62,14.21,54816872.29,-4.48,0.073,1.72,4.72,59261.48,4.8,5.51,2.7,7.0,3.27,1.66,3.16,45.11,0,0,12.8,0.468,40.3,1,1,0,1.2,24,131,3.2,2.8,0.0,9.63
FIRM_205,Fruits&VegetablesProcessing_FIRM_205,Fruits & Vegetables Processing,Apapa,1983,41,Large,1028,34909909.76,Foreign-Owned,0,None,None,0.0,0,2.17,3.57,3.52,2.37,0.665,67.7,0,0.1189,1,1.71,0.25,14.23,13.06,147839170.01,-2.77,0.001,8.07,8.38,143812.42,3.16,2.92,4.46,4.05,4.37,3.06,3.65,52.19,0,0,19.9,0.17,14.4,1,1,0,1.2,24,131,3.2,2.8,0.0,12.87
FIRM_206,Fruits&VegetablesProcessing_FIRM_206,Fruits & Vegetables Processing,Ikorodu,1995,29,Large,715,40929644.47,Joint Venture,0,None,None,0.0,0,2.28,3.41,3.17,3.49,0.523,20.0,0,0.1131,2,2.62,1.18,13.38,13.7,17861080.46,15.18,0.0,13.12,8.21,24980.53,2.05,2.35,3.03,3.2,6.22,4.99,3.91,55.79,0,0,10.7,0.553,58.0,1,1,0,1.2,24,131,3.2,2.8,0.0,12.37
FIRM_207,Sugar&Confectionery_FIRM_207,Sugar & Confectionery,Lagos Island,2001,23,Large,394,24885572.52,Public Listed,1,M&A,China,45.26,10,3.68,3.64,4.01,2.86,0.661,111.2,0,0.1142,3,0.93,0.61,21.33,12.49,180797651.42,12.11,0.224,9.0,9.75,458877.29,4.76,3.44,1.19,6.61,3.94,2.48,2.87,40.97,0,0,20.3,0.153,31.0,1,0,0,1.2,24,131,3.2,2.8,2.87,11.49
FIRM_208,Sugar&Confectionery_FIRM_208,Sugar & Confectionery,Ikeja,2022,2,Large,527,36446544.65,Public Listed,0,None,None,0.0,0,3.26,2.87,2.43,1.9,0.59,32.4,0,0.034,5,1.29,2.11,16.65,11.77,118161492.48,8.68,0.0,8.64,8.53,224215.36,3.68,2.71,5.5,6.22,4.77,3.7,3.69,52.73,0,0,8.6,0.643,34.0,0,1,0,1.2,24,131,3.2,2.8,0.0,8.98
FIRM_209,DairyProducts_FIRM_209,Dairy Products,Lagos Island,1999,25,Large,1460,35488866.64,Joint Venture,1,Joint Venture,UK,67.14,4,3.47,4.15,3.13,4.8,0.432,158.8,0,0.0152,1,1.94,1.0,17.38,14.66,187816200.63,11.41,0.048,12.33,7.71,128641.23,6.04,5.14,1.11,3.93,2.48,3.47,3.72,53.12,0,0,13.8,0.423,52.7,1,1,1,1.2,24,131,3.2,2.8,3.72,11.64
FIRM_210,Beverages_FIRM_210,Beverages,Epe,2016,8,Large,1002,38320043.35,Family Business,0,None,None,0.0,0,2.64,3.51,1.62,3.39,0.414,136.2,0,0.0152,1,1.42,0.48,14.64,13.79,13668745.8,-9.38,0.0,8.59,6.53,13641.46,1.82,4.66,4.76,4.01,3.18,4.35,3.79,54.21,1,0,13.6,0.433,34.0,1,1,0,1.2,24,131,3.2,2.8,0.0,6.16
FIRM_211,Fruits&VegetablesProcessing_FIRM_211,Fruits & Vegetables Processing,Badagry,2000,24,Large,639,5427925.69,Family Business,1,Greenfield,India,77.74,13,3.71,3.41,3.96,3.77,0.221,19.3,1,0.0394,2,1.74,0.9,13.78,17.48,159031193.5,12.05,0.41,4.15,7.53,248875.11,4.47,4.6,2.16,6.67,1.45,2.75,2.79,39.9,1,1,17.4,0.274,32.2,0,1,0,1.2,24,131,3.2,2.8,2.79,11.05
FIRM_212,Sugar&Confectionery_FIRM_212,Sugar & Confectionery,Badagry,1990,34,Large,898,62835806.22,Joint Venture,1,Greenfield,USA,92.96,3,4.58,4.35,2.48,3.78,0.163,24.2,1,0.1163,2,2.85,0.32,24.29,19.18,207170309.23,16.53,0.262,14.36,6.12,230701.9,4.18,3.24,1.0,5.2,3.8,2.8,2.97,42.42,0,0,20.1,0.161,48.0,0,0,0,1.2,24,131,3.2,2.8,2.97,7.37
FIRM_213,Sugar&Confectionery_FIRM_213,Sugar & Confectionery,Ikorodu,2001,23,Large,395,94849541.39,Public Listed,1,Joint Venture,UK,16.69,10,3.79,4.48,3.98,3.45,0.294,93.8,1,0.099,4,2.18,2.27,14.16,14.06,152985978.48,20.12,0.016,2.96,6.82,387306.27,2.1,2.13,3.6,5.72,3.41,3.95,2.91,41.6,0,0,13.6,0.435,53.7,0,1,0,1.2,24,131,3.2,2.8,2.91,11.59
FIRM_214,FishProcessing_FIRM_214,Fish Processing,Badagry,2008,16,Large,1297,17597379.12,Foreign-Owned,1,M&A,South Africa,53.96,2,4.56,4.02,3.76,3.81,0.194,100.5,0,0.0729,2,2.24,1.03,24.69,12.72,154045325.25,12.05,0.159,6.64,5.93,118770.49,5.39,4.39,3.11,3.06,2.45,4.23,4.08,58.34,0,0,23.3,0.027,43.5,0,1,0,1.2,24,131,3.2,2.8,4.08,15.34
FIRM_215,Oils&Fats_FIRM_215,Oils & Fats,Lagos Island,2019,5,Large,1268,31168501.46,Foreign-Owned,1,Joint Venture,South Africa,89.18,5,3.55,4.4,3.89,4.05,0.447,22.6,1,0.0628,4,3.44,0.94,14.41,14.72,26455245.37,13.79,0.306,11.53,10.0,20863.76,2.72,2.65,2.08,4.25,3.04,3.67,2.98,42.64,0,1,21.8,0.092,57.8,1,1,1,1.2,24,131,3.2,2.8,2.98,11.6
FIRM_216,Sugar&Confectionery_FIRM_216,Sugar & Confectionery,Apapa,2009,15,Large,1748,68579423.8,Foreign-Owned,1,M&A,China,27.58,9,3.6,3.07,3.91,2.97,0.839,68.8,1,0.0334,1,2.58,1.16,22.96,10.42,260692741.9,7.02,0.48,5.28,9.5,149137.72,5.32,1.0,2.12,3.99,1.87,3.74,3.01,43.01,0,0,9.4,0.61,39.7,0,0,1,1.2,24,131,3.2,2.8,3.01,11.77
FIRM_217,DairyProducts_FIRM_217,Dairy Products,Ikorodu,2000,24,Large,326,15488902.28,Joint Venture,0,None,None,0.0,0,3.56,3.59,2.82,2.46,0.312,44.4,0,0.0162,5,3.32,0.55,9.01,12.46,70158204.27,15.83,0.0,4.57,5.26,215209.22,4.43,2.58,2.32,6.67,4.72,2.66,3.01,42.93,0,0,22.8,0.051,28.5,0,1,0,1.2,24,131,3.2,2.8,0.0,8.48
FIRM_218,FishProcessing_FIRM_218,Fish Processing,Apapa,2017,7,Large,1742,67829237.4,Joint Venture,1,Greenfield,India,11.91,7,4.5,2.72,4.16,4.11,0.216,84.1,1,0.0692,2,1.47,0.43,20.01,14.75,233065195.17,16.52,0.4,8.99,9.58,133791.73,2.82,6.13,5.32,5.18,1.7,2.13,3.49,49.8,1,0,9.5,0.606,39.6,1,1,0,1.2,24,131,3.2,2.8,3.49,14.48
FIRM_219,BakeryProducts_FIRM_219,Bakery Products,Ikorodu,2020,4,Large,1800,38879070.89,Family Business,0,None,None,0.0,0,2.77,3.39,3.0,3.44,0.767,102.2,0,0.1103,5,1.44,0.58,16.39,15.21,48419482.96,3.33,0.0,14.99,5.59,26899.71,2.65,2.01,4.68,4.47,2.93,3.2,3.17,45.25,1,0,10.2,0.575,47.0,0,1,0,1.2,24,131,3.2,2.8,0.0,9.51
FIRM_220,OtherFoodProducts_FIRM_220,Other Food Products,Epe,2020,4,Large,1685,5906200.63,Public Listed,0,None,None,0.0,0,2.81,2.58,1.61,3.0,0.677,166.4,0,0.0585,3,1.25,1.64,15.14,11.07,187618510.72,6.88,0.199,14.9,6.09,111346.3,4.21,1.93,1.0,5.96,2.95,4.85,2.83,40.44,0,0,11.5,0.519,4.0,1,1,0,1.2,24,131,3.2,2.8,0.0,4.56
FIRM_221,AnimalFeeds_FIRM_221,Animal Feeds,Ikeja,1997,27,Large,956,94968826.42,Foreign-Owned,0,None,None,0.0,0,3.7,3.39,1.65,2.67,0.336,111.9,0,0.0528,1,2.66,0.61,12.95,6.05,51772602.32,-1.98,0.0,7.01,7.91,54155.44,4.43,1.05,1.0,5.1,2.79,6.39,3.09,44.21,0,0,12.0,0.499,49.0,0,1,0,1.2,24,131,3.2,2.8,0.0,5.11
FIRM_222,BakeryProducts_FIRM_222,Bakery Products,Apapa,2008,16,Large,571,8254806.67,Foreign-Owned,1,Greenfield,China,60.48,1,4.9,3.32,3.78,4.13,0.386,121.2,1,0.0104,5,2.32,1.36,13.84,10.7,102239366.27,21.32,0.0,9.6,9.01,179053.18,4.69,4.13,3.8,6.1,4.26,2.54,3.55,50.76,0,0,21.3,0.111,45.1,0,1,1,1.2,24,131,3.2,2.8,3.55,13.42
FIRM_223,OtherFoodProducts_FIRM_223,Other Food Products,Apapa,1988,36,Large,1438,90563277.99,Public Listed,1,M&A,USA,74.06,12,4.39,3.75,3.23,4.83,0.3,77.6,1,0.0211,2,1.26,1.19,20.57,14.93,112038225.19,6.75,0.504,6.57,10.0,77912.53,4.07,5.22,7.0,3.61,4.08,3.15,4.65,66.47,0,0,11.7,0.513,21.0,1,1,1,1.2,24,131,3.2,2.8,4.65,15.04
FIRM_224,Sugar&Confectionery_FIRM_224,Sugar & Confectionery,Ikeja,1993,31,Large,1806,81571112.5,Local,0,None,None,0.0,0,2.68,3.41,2.47,2.78,0.429,42.3,0,0.0316,4,2.11,1.79,16.92,8.72,64128504.37,5.56,0.002,11.69,8.04,35508.58,3.01,3.11,1.0,2.49,3.39,3.92,3.32,47.48,0,0,16.1,0.327,38.4,1,1,1,1.2,24,131,3.2,2.8,0.0,8.22
FIRM_225,OtherFoodProducts_FIRM_225,Other Food Products,Lagos Island,2023,1,Large,1741,53143153.87,Joint Venture,1,Joint Venture,China,74.97,1,3.72,3.05,3.5,4.59,0.688,17.7,1,0.0244,3,0.61,1.59,17.9,14.73,213371782.6,0.53,0.187,3.93,5.49,122557.03,5.42,3.46,1.61,5.92,1.0,4.34,2.98,42.64,1,0,8.1,0.661,47.2,0,1,1,1.2,24,131,3.2,2.8,2.98,10.44
FIRM_226,Fruits&VegetablesProcessing_FIRM_226,Fruits & Vegetables Processing,Ikeja,1983,41,Large,1889,92418713.68,Local,0,None,None,0.0,0,3.69,2.99,3.21,3.14,0.61,93.4,1,0.1104,5,0.59,1.76,17.01,8.25,55315902.07,19.51,0.042,1.44,9.63,29283.17,5.95,3.83,3.68,6.3,5.53,1.66,3.73,53.22,0,0,22.7,0.055,9.8,0,1,0,1.2,24,131,3.2,2.8,0.0,11.97
FIRM_227,AnimalFeeds_FIRM_227,Animal Feeds,Badagry,1982,42,Large,820,19613462.83,Foreign-Owned,0,None,None,0.0,0,3.25,2.99,2.87,3.51,0.399,11.4,1,0.0515,4,0.8,0.75,14.59,12.18,39003071.87,8.71,0.168,1.59,3.93,47564.72,4.89,3.87,3.32,5.81,5.34,5.75,4.23,60.38,0,0,23.8,0.009,44.5,0,0,1,1.2,24,131,3.2,2.8,0.0,12.12
FIRM_228,Oils&Fats_FIRM_228,Oils & Fats,Ikeja,2007,17,Large,353,83915512.49,Joint Venture,1,M&A,Netherlands,80.48,1,4.6,3.64,3.92,3.97,0.607,105.4,0,0.0007,1,0.87,2.45,20.8,10.07,58712292.5,21.87,0.17,10.18,10.0,166323.77,2.16,2.49,1.0,4.16,4.5,3.5,2.92,41.64,0,0,11.9,0.503,35.5,1,1,1,1.2,24,131,3.2,2.8,2.92,11.43
FIRM_229,Fruits&VegetablesProcessing_FIRM_229,Fruits & Vegetables Processing,Ikeja,2020,4,Large,1536,78480031.69,Local,1,M&A,France,57.77,2,4.48,3.58,4.06,3.21,0.608,191.3,0,0.0964,1,2.71,1.47,12.09,17.95,34473751.63,18.93,0.491,5.27,5.02,22443.85,5.94,5.45,2.04,6.65,5.32,3.69,3.96,56.64,0,0,23.1,0.038,49.4,0,1,1,1.2,24,131,3.2,2.8,3.96,16.09
FIRM_230,DairyProducts_FIRM_230,Dairy Products,Lagos Island,1996,28,Large,1782,58079297.13,Public Listed,1,M&A,Netherlands,53.77,5,3.82,3.63,4.57,3.54,0.179,57.7,0,0.1023,1,2.1,1.07,19.83,23.08,240045927.32,22.39,0.17,1.81,8.83,134705.91,2.13,4.86,4.74,5.87,3.61,2.8,3.38,48.26,1,0,16.1,0.328,48.9,1,1,1,1.2,24,131,3.2,2.8,3.38,15.43
FIRM_231,Seasoning&Condiments_FIRM_231,Seasoning & Condiments,Apapa,2005,19,Large,1197,72469935.59,Local,0,None,None,0.0,0,4.05,3.02,2.21,3.41,0.252,70.1,0,0.0308,4,2.49,1.28,1.73,14.45,198161536.17,2.16,0.019,2.12,7.02,165548.48,2.42,3.98,3.59,5.9,1.31,5.05,3.07,43.92,0,0,12.4,0.483,56.0,1,0,1,1.2,24,131,3.2,2.8,0.0,6.8
FIRM_232,GrainMilling_FIRM_232,Grain Milling,Ikorodu,2002,22,Large,662,45172498.86,Public Listed,0,None,None,0.0,0,3.54,3.46,3.35,2.63,0.803,144.0,0,0.0954,3,2.76,0.89,16.76,11.53,214832538.21,26.21,0.0,3.78,5.06,324520.45,4.17,2.71,3.39,7.0,2.99,4.82,3.18,45.43,1,0,14.1,0.415,35.4,0,1,0,1.2,24,131,3.2,2.8,0.0,10.66
