Gc_YSZ_threshold_J_per_m2,Gc_GDC_LSCF_threshold_J_per_m2,P_joint_failure_independent_rho_0,P_joint_failure_correlated_rho_05,delta_correlated_minus_independent
2.144444,1.202041,0.41395,0.4655,0.05155
2.144444,1.228571,0.4296,0.4734,0.0438
2.144444,1.255102,0.44405,0.47945,0.0354
2.144444,1.281633,0.4531,0.4847,0.0316
2.144444,1.308163,0.4612,0.4889,0.0277
2.144444,1.334694,0.4682,0.49095,0.02275
2.144444,1.361224,0.47355,0.49235,0.0188
2.144444,1.387755,0.47835,0.4936,0.01525
2.144444,1.414286,0.48205,0.4943,0.01225
2.144444,1.440816,0.48435,0.4949,0.01055
2.144444,1.467347,0.48695,0.49525,0.0083
2.144444,1.493878,0.48815,0.4954,0.00725
2.144444,1.520408,0.48915,0.49555,0.0064
2.144444,1.546939,0.49005,0.49565,0.0056
2.144444,1.573469,0.49065,0.49565,0.005
2.144444,1.6,0.491,0.4957,0.0047
2.185185,0.3,0.00015,0.0002,5e-05
2.185185,0.326531,0.0002,0.00025,5e-05
2.185185,0.353061,0.00025,0.0004,0.00015
2.185185,0.379592,0.00035,0.00075,0.0004
2.185185,0.406122,0.00065,0.00135,0.0007
2.185185,0.432653,0.00115,0.002,0.00085
2.185185,0.459184,0.0017,0.00335,0.00165
2.185185,0.485714,0.00265,0.00475,0.0021
2.185185,0.512245,0.00345,0.0069,0.00345
2.185185,0.538776,0.0049,0.00955,0.00465
2.185185,0.565306,0.007,0.014,0.007
2.185185,0.591837,0.0107,0.01875,0.00805
2.185185,0.618367,0.01455,0.0258,0.01125
2.185185,0.644898,0.0202,0.03435,0.01415
2.185185,0.671429,0.0266,0.04615,0.01955
2.185185,0.697959,0.0348,0.0573,0.0225
2.185185,0.72449,0.04525,0.07285,0.0276
2.185185,0.75102,0.05705,0.08985,0.0328
2.185185,0.777551,0.07035,0.11055,0.0402
2.185185,0.804082,0.087,0.1342,0.0472
2.185185,0.830612,0.1048,0.1605,0.0557
2.185185,0.857143,0.12625,0.1892,0.06295
2.185185,0.883673,0.14835,0.2178,0.06945
2.185185,0.910204,0.17345,0.24835,0.0749
2.185185,0.936735,0.19875,0.2782,0.07945
2.185185,0.963265,0.2243,0.3087,0.0844
2.185185,0.989796,0.25295,0.33985,0.0869
2.185185,1.016327,0.27905,0.36885,0.0898
2.185185,1.042857,0.3071,0.396,0.0889
2.185185,1.069388,0.33305,0.4213,0.08825
2.185185,1.095918,0.36135,0.44275,0.0814
2.185185,1.122449,0.38595,0.4626,0.07665
2.185185,1.14898,0.4091,0.4798,0.0707
2.185185,1.17551,0.43025,0.49225,0.062
2.185185,1.202041,0.44855,0.5024,0.05385
2.185185,1.228571,0.46545,0.51135,0.0459
2.185185,1.255102,0.48125,0.51835,0.0371
2.185185,1.281633,0.49115,0.52435,0.0332
2.185185,1.308163,0.49975,0.52885,0.0291
2.185185,1.334694,0.50735,0.5314,0.02405
2.185185,1.361224,0.5132,0.533,0.0198
2.185185,1.387755,0.51845,0.5345,0.01605
2.185185,1.414286,0.5225,0.5353,0.0128
2.185185,1.440816,0.52495,0.53615,0.0112
2.185185,1.467347,0.5277,0.5366,0.0089
2.185185,1.493878,0.52905,0.53675,0.0077
2.185185,1.520408,0.5301,0.5369,0.0068
2.185185,1.546939,0.531,0.537,0.006
2.185185,1.573469,0.53165,0.537,0.00535
2.185185,1.6,0.53205,0.53705,0.005
2.225926,0.3,0.00015,0.0002,5e-05
2.225926,0.326531,0.0002,0.00025,5e-05
2.225926,0.353061,0.00025,0.0004,0.00015
2.225926,0.379592,0.00035,0.00075,0.0004
2.225926,0.406122,0.00065,0.00135,0.0007
2.225926,0.432653,0.0012,0.002,0.0008
2.225926,0.459184,0.0018,0.00335,0.00155
2.225926,0.485714,0.0029,0.00475,0.00185
2.225926,0.512245,0.00385,0.0069,0.00305
2.225926,0.538776,0.00545,0.00965,0.0042
2.225926,0.565306,0.0077,0.01415,0.00645
2.225926,0.591837,0.0118,0.01895,0.00715
2.225926,0.618367,0.01595,0.02615,0.0102
2.225926,0.644898,0.0219,0.0353,0.0134
2.225926,0.671429,0.0291,0.04745,0.01835
2.225926,0.697959,0.038,0.05915,0.02115
2.225926,0.72449,0.0493,0.07545,0.02615
2.225926,0.75102,0.0619,0.09325,0.03135
2.225926,0.777551,0.0767,0.11445,0.03775
2.225926,0.804082,0.0944,0.13895,0.04455
2.225926,0.830612,0.1136,0.1667,0.0531
2.225926,0.857143,0.13665,0.1972,0.06055
2.225926,0.883673,0.16045,0.2276,0.06715
2.225926,0.910204,0.18715,0.26035,0.0732
2.225926,0.936735,0.21455,0.29255,0.078
2.225926,0.963265,0.24175,0.32555,0.0838
2.225926,0.989796,0.27275,0.3589,0.08615
2.225926,1.016327,0.30095,0.3902,0.08925
2.225926,1.042857,0.33055,0.4202,0.08965
2.225926,1.069388,0.35865,0.448,0.08935
2.225926,1.095918,0.3891,0.47145,0.08235
2.225926,1.122449,0.41555,0.4933,0.07775
2.225926,1.14898,0.44055,0.5123,0.07175
2.225926,1.17551,0.46295,0.52625,0.0633
2.225926,1.202041,0.4825,0.53755,0.05505
2.225926,1.228571,0.5005,0.5479,0.0474
2.225926,1.255102,0.51735,0.5557,0.03835
2.225926,1.281633,0.52815,0.5628,0.03465
2.225926,1.308163,0.5373,0.56795,0.03065
2.225926,1.334694,0.5456,0.57115,0.02555
2.225926,1.361224,0.552,0.57315,0.02115
2.225926,1.387755,0.55765,0.5748,0.01715
2.225926,1.414286,0.56185,0.57575,0.0139
2.225926,1.440816,0.5646,0.57665,0.01205
2.225926,1.467347,0.5674,0.5772,0.0098
2.225926,1.493878,0.5688,0.5774,0.0086
2.225926,1.520408,0.5699,0.5776,0.0077
2.225926,1.546939,0.5709,0.57775,0.00685
2.225926,1.573469,0.5716,0.57775,0.00615
2.225926,1.6,0.572,0.5778,0.0058
2.266667,0.3,0.00015,0.0002,5e-05
2.266667,0.326531,0.0002,0.00025,5e-05
2.266667,0.353061,0.00025,0.0004,0.00015
2.266667,0.379592,0.00035,0.00075,0.0004
2.266667,0.406122,0.0007,0.00135,0.00065
2.266667,0.432653,0.00125,0.00205,0.0008
2.266667,0.459184,0.0019,0.0034,0.0015
2.266667,0.485714,0.00305,0.0048,0.00175
2.266667,0.512245,0.0042,0.00695,0.00275
2.266667,0.538776,0.0058,0.0097,0.0039
2.266667,0.565306,0.0082,0.0142,0.006
2.266667,0.591837,0.01245,0.01905,0.0066
2.266667,0.618367,0.01695,0.0264,0.00945
2.266667,0.644898,0.02325,0.03575,0.0125
2.266667,0.671429,0.0311,0.0482,0.0171
2.266667,0.697959,0.04055,0.0602,0.01965
2.266667,0.72449,0.0524,0.07695,0.02455
2.266667,0.75102,0.0662,0.0955,0.0293
2.266667,0.777551,0.082,0.1175,0.0355
2.266667,0.804082,0.10105,0.14285,0.0418
2.266667,0.830612,0.12175,0.1722,0.05045
2.266667,0.857143,0.1463,0.20385,0.05755
2.266667,0.883673,0.17165,0.23615,0.0645
2.266667,0.910204,0.1999,0.27085,0.07095
2.266667,0.936735,0.2295,0.3053,0.0758
2.266667,0.963265,0.25875,0.34095,0.0822
2.266667,0.989796,0.2918,0.3758,0.084
2.266667,1.016327,0.32215,0.4098,0.08765
2.266667,1.042857,0.354,0.44205,0.08805
2.266667,1.069388,0.384,0.47235,0.08835
2.266667,1.095918,0.4163,0.4981,0.0818
2.266667,1.122449,0.4443,0.52205,0.07775
2.266667,1.14898,0.471,0.5425,0.0715
2.266667,1.17551,0.495,0.55845,0.06345
2.266667,1.202041,0.5162,0.5717,0.0555
2.266667,1.228571,0.5351,0.58375,0.04865
2.266667,1.255102,0.55295,0.59235,0.0394
2.266667,1.281633,0.56425,0.60005,0.0358
2.266667,1.308163,0.574,0.60585,0.03185
2.266667,1.334694,0.5832,0.60965,0.02645
2.266667,1.361224,0.59005,0.61225,0.0222
2.266667,1.387755,0.59615,0.61425,0.0181
2.266667,1.414286,0.60055,0.6155,0.01495
2.266667,1.440816,0.60355,0.61645,0.0129
2.266667,1.467347,0.6064,0.61705,0.01065
2.266667,1.493878,0.6078,0.61755,0.00975
2.266667,1.520408,0.6089,0.6178,0.0089
2.266667,1.546939,0.60995,0.6181,0.00815
2.266667,1.573469,0.61075,0.6181,0.00735
2.266667,1.6,0.61115,0.6182,0.00705
2.307407,0.3,0.0002,0.0002,0.0
2.307407,0.326531,0.0003,0.00025,-5e-05
2.307407,0.353061,0.0004,0.0004,0.0
2.307407,0.379592,0.0005,0.00075,0.00025
2.307407,0.406122,0.0009,0.00135,0.00045
2.307407,0.432653,0.0015,0.00205,0.00055
2.307407,0.459184,0.0022,0.0034,0.0012
2.307407,0.485714,0.00345,0.0048,0.00135
2.307407,0.512245,0.0048,0.00695,0.00215
2.307407,0.538776,0.0064,0.00975,0.00335
2.307407,0.565306,0.00905,0.01425,0.0052
2.307407,0.591837,0.0134,0.01915,0.00575
2.307407,0.618367,0.0181,0.02655,0.00845
2.307407,0.644898,0.02485,0.0361,0.01125
2.307407,0.671429,0.0335,0.04875,0.01525
2.307407,0.697959,0.0435,0.06095,0.01745
2.307407,0.72449,0.056,0.0781,0.0221
2.307407,0.75102,0.07065,0.09715,0.0265
2.307407,0.777551,0.0877,0.11955,0.03185
2.307407,0.804082,0.1077,0.146,0.0383
2.307407,0.830612,0.1299,0.17635,0.04645
2.307407,0.857143,0.15615,0.20985,0.0537
2.307407,0.883673,0.1828,0.24325,0.06045
2.307407,0.910204,0.21335,0.27955,0.0662
2.307407,0.936735,0.24475,0.316,0.07125
2.307407,0.963265,0.27625,0.35335,0.0771
2.307407,0.989796,0.31115,0.3909,0.07975
2.307407,1.016327,0.3433,0.42745,0.08415
2.307407,1.042857,0.3772,0.4619,0.0847
2.307407,1.069388,0.40905,0.4944,0.08535
2.307407,1.095918,0.4429,0.5223,0.0794
2.307407,1.122449,0.47255,0.54895,0.0764
2.307407,1.14898,0.5007,0.57075,0.07005
2.307407,1.17551,0.5262,0.58855,0.06235
2.307407,1.202041,0.54875,0.60365,0.0549
2.307407,1.228571,0.56875,0.6172,0.04845
2.307407,1.255102,0.58715,0.6267,0.03955
2.307407,1.281633,0.5991,0.63485,0.03575
2.307407,1.308163,0.60935,0.64145,0.0321
2.307407,1.334694,0.61905,0.64595,0.0269
2.307407,1.361224,0.62625,0.64915,0.0229
2.307407,1.387755,0.63295,0.65135,0.0184
2.307407,1.414286,0.6377,0.6529,0.0152
2.307407,1.440816,0.64095,0.65405,0.0131
2.307407,1.467347,0.6439,0.65475,0.01085
2.307407,1.493878,0.6454,0.65535,0.00995
2.307407,1.520408,0.64655,0.6557,0.00915
2.307407,1.546939,0.64765,0.656,0.00835
2.307407,1.573469,0.6486,0.65605,0.00745
2.307407,1.6,0.649,0.65615,0.00715
2.348148,0.3,0.0002,0.0002,0.0
2.348148,0.326531,0.0003,0.00025,-5e-05
2.348148,0.353061,0.0004,0.0004,0.0
2.348148,0.379592,0.0005,0.00075,0.00025
2.348148,0.406122,0.0009,0.00135,0.00045
2.348148,0.432653,0.0015,0.00205,0.00055
2.348148,0.459184,0.0023,0.0034,0.0011
2.348148,0.485714,0.0036,0.00485,0.00125
2.348148,0.512245,0.0051,0.00705,0.00195
2.348148,0.538776,0.0069,0.00995,0.00305
2.348148,0.565306,0.00975,0.01445,0.0047
2.348148,0.591837,0.0145,0.0194,0.0049
2.348148,0.618367,0.01965,0.02685,0.0072
2.348148,0.644898,0.0272,0.0364,0.0092
2.348148,0.671429,0.0364,0.0493,0.0129
2.348148,0.697959,0.0471,0.0618,0.0147
2.348148,0.72449,0.0603,0.0794,0.0191
2.348148,0.75102,0.07585,0.0989,0.02305
2.348148,0.777551,0.09375,0.12175,0.028
2.348148,0.804082,0.11495,0.14925,0.0343
2.348148,0.830612,0.1386,0.18085,0.04225
2.348148,0.857143,0.1662,0.2155,0.0493
2.348148,0.883673,0.19425,0.2498,0.05555
2.348148,0.910204,0.2263,0.2876,0.0613
2.348148,0.936735,0.2592,0.32575,0.06655
2.348148,0.963265,0.29215,0.36475,0.0726
2.348148,0.989796,0.32875,0.4044,0.07565
2.348148,1.016327,0.3625,0.4432,0.0807
2.348148,1.042857,0.39805,0.47965,0.0816
2.348148,1.069388,0.4317,0.51445,0.08275
2.348148,1.095918,0.46705,0.5449,0.07785
2.348148,1.122449,0.49855,0.57385,0.0753
2.348148,1.14898,0.5287,0.59765,0.06895
2.348148,1.17551,0.5557,0.61745,0.06175
2.348148,1.202041,0.5795,0.6343,0.0548
2.348148,1.228571,0.60015,0.64965,0.0495
2.348148,1.255102,0.61915,0.6604,0.04125
2.348148,1.281633,0.6317,0.66965,0.03795
2.348148,1.308163,0.6423,0.67675,0.03445
2.348148,1.334694,0.6526,0.6822,0.0296
2.348148,1.361224,0.66025,0.6858,0.02555
2.348148,1.387755,0.667,0.68845,0.02145
2.348148,1.414286,0.672,0.69025,0.01825
2.348148,1.440816,0.6753,0.69155,0.01625
2.348148,1.467347,0.67855,0.69225,0.0137
2.348148,1.493878,0.68035,0.69285,0.0125
2.348148,1.520408,0.6816,0.69325,0.01165
2.348148,1.546939,0.6828,0.69355,0.01075
2.348148,1.573469,0.68375,0.6936,0.00985
2.348148,1.6,0.68425,0.6937,0.00945
2.388889,0.3,0.0002,0.0002,0.0
2.388889,0.326531,0.0003,0.00025,-5e-05
2.388889,0.353061,0.00045,0.0004,-5e-05
2.388889,0.379592,0.00055,0.00075,0.0002
2.388889,0.406122,0.001,0.00135,0.00035
2.388889,0.432653,0.0016,0.00205,0.00045
2.388889,0.459184,0.0024,0.0034,0.001
2.388889,0.485714,0.0037,0.00485,0.00115
2.388889,0.512245,0.0053,0.00705,0.00175
2.388889,0.538776,0.0071,0.00995,0.00285
2.388889,0.565306,0.0102,0.01445,0.00425
2.388889,0.591837,0.01505,0.0194,0.00435
2.388889,0.618367,0.02035,0.027,0.00665
2.388889,0.644898,0.02815,0.0367,0.00855
2.388889,0.671429,0.0378,0.0497,0.0119
2.388889,0.697959,0.0492,0.0624,0.0132
2.388889,0.72449,0.063,0.08005,0.01705
2.388889,0.75102,0.0794,0.0999,0.0205
2.388889,0.777551,0.0982,0.12325,0.02505
2.388889,0.804082,0.12035,0.15115,0.0308
2.388889,0.830612,0.1448,0.1837,0.0389
2.388889,0.857143,0.17415,0.21925,0.0451
2.388889,0.883673,0.20405,0.255,0.05095
2.388889,0.910204,0.238,0.29415,0.05615
2.388889,0.936735,0.27255,0.33365,0.0611
2.388889,0.963265,0.3076,0.37485,0.06725
2.388889,0.989796,0.3462,0.4166,0.0704
2.388889,1.016327,0.3815,0.45745,0.07595
2.388889,1.042857,0.41845,0.49555,0.0771
2.388889,1.069388,0.45385,0.5321,0.07825
2.388889,1.095918,0.49075,0.56445,0.0737
2.388889,1.122449,0.52395,0.5956,0.07165
2.388889,1.14898,0.55555,0.6216,0.06605
2.388889,1.17551,0.5844,0.64395,0.05955
2.388889,1.202041,0.60885,0.6624,0.05355
2.388889,1.228571,0.6306,0.67925,0.04865
2.388889,1.255102,0.65055,0.69125,0.0407
2.388889,1.281633,0.66425,0.70165,0.0374
2.388889,1.308163,0.6753,0.70965,0.03435
2.388889,1.334694,0.68615,0.7156,0.02945
2.388889,1.361224,0.69415,0.72,0.02585
2.388889,1.387755,0.7014,0.7229,0.0215
2.388889,1.414286,0.7065,0.72525,0.01875
2.388889,1.440816,0.70995,0.7268,0.01685
2.388889,1.467347,0.71335,0.7276,0.01425
2.388889,1.493878,0.7153,0.72825,0.01295
2.388889,1.520408,0.7167,0.7288,0.0121
2.388889,1.546939,0.7179,0.7291,0.0112
2.388889,1.573469,0.7189,0.72915,0.01025
2.388889,1.6,0.71945,0.72925,0.0098
2.42963,0.3,0.0002,0.0002,0.0
2.42963,0.326531,0.0003,0.00025,-5e-05
2.42963,0.353061,0.00045,0.0004,-5e-05
2.42963,0.379592,0.00055,0.00075,0.0002
2.42963,0.406122,0.001,0.00135,0.00035
2.42963,0.432653,0.0016,0.00205,0.00045
2.42963,0.459184,0.0024,0.0034,0.001
2.42963,0.485714,0.00375,0.00485,0.0011
2.42963,0.512245,0.0055,0.00705,0.00155
2.42963,0.538776,0.00735,0.01,0.00265
2.42963,0.565306,0.0107,0.0146,0.0039
2.42963,0.591837,0.0159,0.01955,0.00365
2.42963,0.618367,0.0214,0.0272,0.0058
2.42963,0.644898,0.02935,0.03705,0.0077
2.42963,0.671429,0.0394,0.05025,0.01085
2.42963,0.697959,0.0516,0.0632,0.0116
2.42963,0.72449,0.0658,0.0809,0.0151
2.42963,0.75102,0.08295,0.10125,0.0183
2.42963,0.777551,0.10265,0.12505,0.0224
2.42963,0.804082,0.12605,0.15355,0.0275
2.42963,0.830612,0.1515,0.18655,0.03505
2.42963,0.857143,0.18205,0.2227,0.04065
2.42963,0.883673,0.21385,0.2595,0.04565
2.42963,0.910204,0.2492,0.29985,0.05065
2.42963,0.936735,0.2855,0.3409,0.0554
2.42963,0.963265,0.32235,0.38385,0.0615
2.42963,0.989796,0.36275,0.42755,0.0648
2.42963,1.016327,0.4005,0.47055,0.07005
2.42963,1.042857,0.4393,0.51055,0.07125
2.42963,1.069388,0.4761,0.5491,0.073
2.42963,1.095918,0.5146,0.5835,0.0689
2.42963,1.122449,0.5489,0.61625,0.06735
2.42963,1.14898,0.58235,0.6439,0.06155
2.42963,1.17551,0.61265,0.6678,0.05515
2.42963,1.202041,0.63835,0.68765,0.0493
2.42963,1.228571,0.66085,0.7056,0.04475
2.42963,1.255102,0.68155,0.71915,0.0376
2.42963,1.281633,0.6958,0.73095,0.03515
2.42963,1.308163,0.7075,0.73975,0.03225
2.42963,1.334694,0.7188,0.74675,0.02795
2.42963,1.361224,0.7274,0.75165,0.02425
2.42963,1.387755,0.73495,0.75515,0.0202
2.42963,1.414286,0.7404,0.75775,0.01735
2.42963,1.440816,0.74395,0.7598,0.01585
2.42963,1.467347,0.74745,0.7607,0.01325
2.42963,1.493878,0.7494,0.7615,0.0121
2.42963,1.520408,0.7509,0.76215,0.01125
2.42963,1.546939,0.75215,0.76245,0.0103
2.42963,1.573469,0.7532,0.76255,0.00935
2.42963,1.6,0.75385,0.7627,0.00885
2.47037,0.3,0.0002,0.0002,0.0
2.47037,0.326531,0.0003,0.00025,-5e-05
2.47037,0.353061,0.0005,0.0004,-0.0001
2.47037,0.379592,0.0006,0.00075,0.00015
2.47037,0.406122,0.0011,0.00135,0.00025
2.47037,0.432653,0.0018,0.00205,0.00025
2.47037,0.459184,0.00265,0.0034,0.00075
2.47037,0.485714,0.004,0.00485,0.00085
2.47037,0.512245,0.00575,0.00705,0.0013
2.47037,0.538776,0.00785,0.01005,0.0022
2.47037,0.565306,0.01125,0.01475,0.0035
2.47037,0.591837,0.0166,0.0197,0.0031
2.47037,0.618367,0.02215,0.0274,0.00525
2.47037,0.644898,0.0303,0.0374,0.0071
2.47037,0.671429,0.0409,0.05075,0.00985
2.47037,0.697959,0.0537,0.06385,0.01015
2.47037,0.72449,0.0686,0.082,0.0134
2.47037,0.75102,0.0865,0.1027,0.0162
2.47037,0.777551,0.107,0.12685,0.01985
2.47037,0.804082,0.13115,0.15565,0.0245
2.47037,0.830612,0.1577,0.18905,0.03135
2.47037,0.857143,0.18945,0.22595,0.0365
2.47037,0.883673,0.22245,0.26385,0.0414
2.47037,0.910204,0.25915,0.3054,0.04625
2.47037,0.936735,0.2972,0.34775,0.05055
2.47037,0.963265,0.3358,0.39195,0.05615
2.47037,0.989796,0.3782,0.43735,0.05915
2.47037,1.016327,0.4175,0.4822,0.0647
2.47037,1.042857,0.4582,0.5239,0.0657
2.47037,1.069388,0.4963,0.5638,0.0675
2.47037,1.095918,0.53635,0.6001,0.06375
2.47037,1.122449,0.57205,0.6346,0.06255
2.47037,1.14898,0.60675,0.6637,0.05695
2.47037,1.17551,0.63865,0.68895,0.0503
2.47037,1.202041,0.6652,0.71065,0.04545
2.47037,1.228571,0.68825,0.72955,0.0413
2.47037,1.255102,0.7096,0.74385,0.03425
2.47037,1.281633,0.72455,0.7567,0.03215
2.47037,1.308163,0.7372,0.7665,0.0293
2.47037,1.334694,0.7489,0.774,0.0251
2.47037,1.361224,0.7578,0.77965,0.02185
2.47037,1.387755,0.7655,0.78375,0.01825
2.47037,1.414286,0.77125,0.78655,0.0153
2.47037,1.440816,0.7749,0.7888,0.0139
2.47037,1.467347,0.77855,0.79,0.01145
2.47037,1.493878,0.78065,0.7909,0.01025
2.47037,1.520408,0.78235,0.79165,0.0093
2.47037,1.546939,0.78365,0.79195,0.0083
2.47037,1.573469,0.7847,0.79205,0.00735
2.47037,1.6,0.7854,0.7922,0.0068
2.511111,0.3,0.0002,0.0002,0.0
2.511111,0.326531,0.00035,0.00025,-0.0001
2.511111,0.353061,0.00055,0.0004,-0.00015
2.511111,0.379592,0.00065,0.00075,0.0001
2.511111,0.406122,0.0012,0.00135,0.00015
2.511111,0.432653,0.00195,0.00205,0.0001
2.511111,0.459184,0.0028,0.0034,0.0006
2.511111,0.485714,0.00415,0.00485,0.0007
2.511111,0.512245,0.00595,0.00705,0.0011
2.511111,0.538776,0.0081,0.01005,0.00195
2.511111,0.565306,0.01185,0.01475,0.0029
2.511111,0.591837,0.0172,0.0197,0.0025
2.511111,0.618367,0.023,0.0274,0.0044
2.511111,0.644898,0.0312,0.0374,0.0062
2.511111,0.671429,0.04205,0.051,0.00895
2.511111,0.697959,0.0552,0.0643,0.0091
2.511111,0.72449,0.0704,0.08265,0.01225
2.511111,0.75102,0.08875,0.1038,0.01505
2.511111,0.777551,0.11005,0.12835,0.0183
2.511111,0.804082,0.1349,0.1574,0.0225
2.511111,0.830612,0.1627,0.19105,0.02835
2.511111,0.857143,0.19555,0.2285,0.03295
2.511111,0.883673,0.22985,0.26725,0.0374
2.511111,0.910204,0.2684,0.3093,0.0409
2.511111,0.936735,0.30755,0.3525,0.04495
2.511111,0.963265,0.3475,0.39815,0.05065
2.511111,0.989796,0.3919,0.4448,0.0529
2.511111,1.016327,0.43285,0.49105,0.0582
2.511111,1.042857,0.4749,0.53455,0.05965
2.511111,1.069388,0.51405,0.5764,0.06235
2.511111,1.095918,0.55575,0.6149,0.05915
2.511111,1.122449,0.593,0.6509,0.0579
2.511111,1.14898,0.62915,0.68135,0.0522
2.511111,1.17551,0.6622,0.7081,0.0459
2.511111,1.202041,0.68975,0.7313,0.04155
2.511111,1.228571,0.71365,0.7513,0.03765
2.511111,1.255102,0.7356,0.7669,0.0313
2.511111,1.281633,0.7513,0.7807,0.0294
2.511111,1.308163,0.7646,0.79165,0.02705
2.511111,1.334694,0.77675,0.7999,0.02315
2.511111,1.361224,0.7858,0.80605,0.02025
2.511111,1.387755,0.79385,0.81055,0.0167
2.511111,1.414286,0.79975,0.81365,0.0139
2.511111,1.440816,0.8035,0.81625,0.01275
2.511111,1.467347,0.80735,0.81785,0.0105
2.511111,1.493878,0.8095,0.8189,0.0094
2.511111,1.520408,0.81125,0.81975,0.0085
2.511111,1.546939,0.8127,0.82015,0.00745
2.511111,1.573469,0.8138,0.82025,0.00645
2.511111,1.6,0.8145,0.8204,0.0059
2.551852,0.3,0.0002,0.0002,0.0
2.551852,0.326531,0.00035,0.00025,-0.0001
2.551852,0.353061,0.00055,0.0004,-0.00015
2.551852,0.379592,0.0007,0.00075,5e-05
2.551852,0.406122,0.00125,0.00135,0.0001
2.551852,0.432653,0.00205,0.00205,0.0
2.551852,0.459184,0.0029,0.0034,0.0005
2.551852,0.485714,0.00435,0.00485,0.0005
2.551852,0.512245,0.00615,0.00705,0.0009
2.551852,0.538776,0.0084,0.01005,0.00165
2.551852,0.565306,0.0123,0.01475,0.00245
2.551852,0.591837,0.0177,0.0197,0.002
2.551852,0.618367,0.0237,0.02745,0.00375
2.551852,0.644898,0.0322,0.0375,0.0053
2.551852,0.671429,0.0434,0.0512,0.0078
2.551852,0.697959,0.05685,0.06455,0.0077
2.551852,0.72449,0.0727,0.0831,0.0104
2.551852,0.75102,0.09155,0.1045,0.01295
2.551852,0.777551,0.11365,0.1292,0.01555
2.551852,0.804082,0.1394,0.15855,0.01915
2.551852,0.830612,0.1678,0.19255,0.02475
2.551852,0.857143,0.20205,0.2306,0.02855
2.551852,0.883673,0.2376,0.2699,0.0323
2.551852,0.910204,0.27715,0.3127,0.03555
2.551852,0.936735,0.31735,0.3567,0.03935
2.551852,0.963265,0.35865,0.40375,0.0451
2.551852,0.989796,0.40445,0.4516,0.04715
2.551852,1.016327,0.4469,0.4991,0.0522
2.551852,1.042857,0.49015,0.5438,0.05365
2.551852,1.069388,0.5305,0.5874,0.0569
2.551852,1.095918,0.5732,0.6271,0.0539
2.551852,1.122449,0.6114,0.664,0.0526
2.551852,1.14898,0.64885,0.6961,0.04725
2.551852,1.17551,0.68305,0.7244,0.04135
2.551852,1.202041,0.71175,0.74875,0.037
2.551852,1.228571,0.7363,0.7701,0.0338
2.551852,1.255102,0.7588,0.78675,0.02795
2.551852,1.281633,0.7749,0.8015,0.0266
2.551852,1.308163,0.78865,0.8137,0.02505
2.551852,1.334694,0.80125,0.82255,0.0213
2.551852,1.361224,0.8105,0.8294,0.0189
2.551852,1.387755,0.8188,0.83435,0.01555
2.551852,1.414286,0.8248,0.8379,0.0131
2.551852,1.440816,0.8286,0.84075,0.01215
2.551852,1.467347,0.8326,0.8426,0.01
2.551852,1.493878,0.83475,0.84375,0.009
2.551852,1.520408,0.83655,0.8447,0.00815
2.551852,1.546939,0.8381,0.84515,0.00705
2.551852,1.573469,0.83935,0.8453,0.00595
2.551852,1.6,0.84005,0.84545,0.0054
2.592593,0.3,0.0002,0.0002,0.0
2.592593,0.326531,0.0004,0.00025,-0.00015
2.592593,0.353061,0.0006,0.0004,-0.0002
2.592593,0.379592,0.00075,0.00075,0.0
2.592593,0.406122,0.0013,0.00135,5e-05
2.592593,0.432653,0.00215,0.00205,-0.0001
2.592593,0.459184,0.00305,0.0034,0.00035
2.592593,0.485714,0.00455,0.00485,0.0003
2.592593,0.512245,0.0064,0.00705,0.00065
2.592593,0.538776,0.0087,0.01005,0.00135
2.592593,0.565306,0.0128,0.01475,0.00195
2.592593,0.591837,0.01835,0.0197,0.00135
2.592593,0.618367,0.02455,0.0276,0.00305
2.592593,0.644898,0.03335,0.03765,0.0043
2.592593,0.671429,0.04485,0.05145,0.0066
2.592593,0.697959,0.0588,0.06495,0.00615
2.592593,0.72449,0.07485,0.0835,0.00865
2.592593,0.75102,0.0942,0.10505,0.01085
2.592593,0.777551,0.1171,0.1299,0.0128
2.592593,0.804082,0.1437,0.1596,0.0159
2.592593,0.830612,0.17295,0.19405,0.0211
2.592593,0.857143,0.2084,0.23235,0.02395
2.592593,0.883673,0.2452,0.2722,0.027
2.592593,0.910204,0.28565,0.31535,0.0297
2.592593,0.936735,0.3267,0.3603,0.0336
2.592593,0.963265,0.36925,0.4079,0.03865
2.592593,0.989796,0.416,0.4569,0.0409
2.592593,1.016327,0.45955,0.5056,0.04605
2.592593,1.042857,0.50395,0.5515,0.04755
2.592593,1.069388,0.5456,0.5961,0.0505
2.592593,1.095918,0.58965,0.63725,0.0476
2.592593,1.122449,0.62875,0.6751,0.04635
2.592593,1.14898,0.66725,0.70845,0.0412
2.592593,1.17551,0.7022,0.73825,0.03605
2.592593,1.202041,0.73175,0.764,0.03225
2.592593,1.228571,0.75695,0.7863,0.02935
2.592593,1.255102,0.7801,0.80415,0.02405
2.592593,1.281633,0.7966,0.8198,0.0232
2.592593,1.308163,0.81105,0.83285,0.0218
2.592593,1.334694,0.82415,0.8424,0.01825
2.592593,1.361224,0.83365,0.8494,0.01575
2.592593,1.387755,0.84245,0.85455,0.0121
2.592593,1.414286,0.84845,0.85835,0.0099
