country,date,year,quarter,year_quarter,cyber_incidents_reported,google_trend_mobile_fraud,data_breach_severity_index,phishing_attempts_per_1000_users,social_media_sentiment_score,consumer_trust_index,net_promoter_score,customer_complaint_rate,herfindahl_hirschman_index,new_fintech_licenses_issued,market_entry_rate,innovation_index,system_interconnectedness_score,regulatory_compliance_score,operational_risk_index,liquidity_risk_indicator,tech_maturity_score,market_size_score,regulatory_strength_score,composite_cyber_risk,market_health_score,risk_adjusted_growth_potential,cyber_incidents_reported_yoy_change,consumer_trust_index_yoy_change,herfindahl_hirschman_index_yoy_change,new_fintech_licenses_issued_yoy_change
Zambia,2023-09-30,2023,3,2023-Q3,1,79.2,6.16,1.19,19.7,74.4,22.5,4.74,2061.0,3,3.79,66.8,9.3,30.9,3.16,0.0,50.0,45.0,55.0,23.83,62.87250000000001,15.389999999999999,-50.0,2.7624309392265234,-0.3384912959381037,50.0
Zambia,2023-12-31,2023,4,2023-Q4,3,100.0,6.79,1.16,29.4,75.3,46.5,4.19,2152.0,0,5.38,78.9,9.0,44.0,2.33,0.192,50.0,45.0,55.0,26.775000000000002,69.17,13.94406,200.0,-4.076433121019107,27.261975162625674,-100.0
Zambia,2024-03-31,2024,1,2024-Q1,3,82.4,10.0,1.14,19.7,80.9,43.8,3.43,1542.0,0,7.79,69.2,26.9,48.3,2.24,0.102,50.0,45.0,55.0,34.26,70.745,15.67908,200.0,1.633165829145744,-14.570637119113572,
Zambia,2024-06-30,2024,2,2024-Q2,9,63.5,6.38,1.42,5.9,93.3,67.3,3.11,1882.0,3,0.26,40.7,11.7,46.9,2.52,0.009,50.0,45.0,55.0,29.137500000000003,65.52,16.67853,350.0,42.660550458715576,-2.739018087855294,-50.0
Zambia,2024-09-30,2024,3,2024-Q3,6,83.0,7.16,2.72,29.5,84.4,44.6,3.27,1797.0,3,8.56,62.6,35.0,25.0,2.24,0.054,50.0,45.0,55.0,36.575,63.5075,16.51716,500.0,13.440860215053752,-12.809315866084425,0.0
Zimbabwe,2018-03-31,2018,1,2018-Q1,5,42.1,6.62,1.49,21.5,73.8,32.4,7.5,2328.0,0,1.43,28.6,25.3,15.6,4.41,0.126,40.0,40.0,45.0,27.5525,48.67999999999999,7.817055999999999,,,,
Zimbabwe,2018-06-30,2018,2,2018-Q2,1,44.9,4.78,2.44,17.7,80.2,45.0,5.42,2319.0,0,0.0,20.3,30.1,19.1,3.3,0.175,40.0,40.0,45.0,25.7725,49.1025,8.844,,,,
Zimbabwe,2018-09-30,2018,3,2018-Q3,4,58.8,6.85,1.27,0.2,69.3,30.3,6.07,2167.0,1,4.66,25.5,30.3,29.3,3.68,0.044,40.0,40.0,45.0,26.945,50.6075,9.667072,,,,
Zimbabwe,2018-12-31,2018,4,2018-Q4,1,54.8,5.4,1.78,10.1,68.3,42.9,6.27,2343.0,2,2.48,14.7,26.5,23.5,6.51,0.132,40.0,40.0,45.0,24.27,45.7675,4.846912,,,,
Zimbabwe,2019-03-31,2019,1,2019-Q1,1,73.5,4.54,2.7,5.6,52.7,15.4,5.51,2543.0,1,1.9,25.5,30.9,26.0,2.59,0.164,40.0,40.0,45.0,27.1875,44.692499999999995,9.911615999999999,-80.0,-28.590785907859072,9.235395189003427,inf
Zimbabwe,2019-06-30,2019,2,2019-Q2,1,83.2,7.65,2.43,22.5,74.9,43.2,5.8,2315.0,0,3.46,34.8,17.1,26.2,2.14,0.219,40.0,40.0,45.0,33.855,53.1875,9.821856,0.0,-6.608478802992512,-0.17248814144027458,
Zimbabwe,2019-09-30,2019,3,2019-Q3,1,68.2,8.24,2.12,27.4,69.3,27.1,6.13,2172.0,2,3.62,23.4,15.3,31.4,3.21,0.457,40.0,40.0,45.0,33.405,50.595,5.899152,-75.0,0.0,0.23073373327180402,100.0
Zimbabwe,2019-12-31,2019,4,2019-Q4,1,45.9,5.64,1.57,17.6,68.6,39.9,5.41,2400.0,0,1.13,18.7,27.1,21.3,2.38,0.065,40.0,40.0,45.0,23.5975,46.15,11.39952,0.0,0.43923865300146137,2.432778489116516,-100.0
Zimbabwe,2020-03-31,2020,1,2020-Q1,4,98.4,3.66,1.2,20.9,65.1,19.7,5.35,2269.0,6,0.91,48.5,17.6,31.2,3.83,0.106,40.0,40.0,45.0,19.61,55.527499999999996,8.825568,300.0,23.529411764705866,-10.774675580023596,500.0
Zimbabwe,2020-06-30,2020,2,2020-Q2,1,90.7,6.14,1.89,13.0,66.1,28.1,5.69,2155.0,1,5.15,27.4,13.7,32.0,3.16,0.057,40.0,40.0,45.0,27.5675,50.987500000000004,10.320191999999999,0.0,-11.748998664886534,-6.911447084233258,inf
Zimbabwe,2020-09-30,2020,3,2020-Q3,1,80.9,7.41,1.34,10.6,74.2,36.8,6.04,1711.0,0,2.1,8.3,37.2,32.9,3.67,0.118,40.0,40.0,45.0,27.7475,49.572500000000005,8.932896,0.0,7.070707070707072,-21.224677716390428,-100.0
Zimbabwe,2020-12-31,2020,4,2020-Q4,4,59.9,6.26,1.75,41.4,72.4,43.7,5.56,2114.0,0,6.16,31.9,23.7,43.2,2.55,0.216,40.0,40.0,45.0,27.897499999999997,56.59,9.34528,300.0,5.5393586005831,-11.916666666666664,
Zimbabwe,2021-03-31,2021,1,2021-Q1,6,70.0,7.87,1.3,14.8,57.6,-0.9,4.75,1932.0,0,0.0,56.4,36.5,25.3,3.41,0.207,40.0,40.0,45.0,30.925,54.995000000000005,8.361392,50.0,-11.520737327188934,-14.852357866901722,-100.0
Zimbabwe,2021-06-30,2021,2,2021-Q2,1,92.6,5.83,1.34,23.2,77.4,46.5,5.29,1827.0,1,2.34,45.3,9.3,21.4,1.84,0.173,40.0,40.0,45.0,24.09,56.4575,10.797312,0.0,17.095310136157348,-15.220417633410676,0.0
Zimbabwe,2021-09-30,2021,3,2021-Q3,1,91.8,7.55,1.61,28.0,79.6,61.2,4.82,2035.0,3,2.48,20.0,44.1,36.0,4.15,0.067,40.0,40.0,45.0,29.720000000000002,53.8125,8.73288,0.0,7.277628032344996,18.936294564582123,inf
Zimbabwe,2021-12-31,2021,4,2021-Q4,4,74.7,5.37,1.33,29.7,64.0,49.6,4.49,1843.0,1,0.31,37.8,22.1,35.8,3.33,0.045,40.0,40.0,45.0,23.942500000000003,54.792500000000004,10.19176,0.0,-11.602209944751385,-12.819299905392622,inf
Zimbabwe,2022-03-31,2022,1,2022-Q1,2,93.2,6.97,1.52,4.1,64.6,-5.3,4.42,2228.0,0,5.87,39.4,13.9,23.7,2.55,0.135,40.0,40.0,45.0,28.355000000000004,51.355,10.3108,-66.66666666666667,12.152777777777768,15.320910973084878,
Zimbabwe,2022-06-30,2022,2,2022-Q2,1,71.9,7.81,1.26,23.7,77.7,37.8,4.6,1871.0,4,3.18,37.6,30.2,2.8,4.7,0.074,40.0,40.0,45.0,28.1225,49.847500000000004,7.852480000000001,0.0,0.3875968992248069,2.4083196496989645,300.0
Zimbabwe,2022-09-30,2022,3,2022-Q3,10,64.9,4.24,1.39,2.5,68.4,26.8,4.3,2125.0,2,3.11,40.4,0.0,21.1,3.96,0.245,40.0,40.0,45.0,24.172500000000003,52.1625,7.29632,900.0,-14.070351758793953,4.422604422604426,-33.333333333333336
Zimbabwe,2022-12-31,2022,4,2022-Q4,2,93.7,5.57,1.23,9.8,70.2,36.8,4.78,2241.0,6,2.62,50.4,30.6,22.9,4.03,0.15,40.0,40.0,45.0,23.417500000000004,55.27250000000001,8.1192,-50.0,9.687500000000004,21.595225176342915,500.0
Zimbabwe,2023-03-31,2023,1,2023-Q1,1,90.4,6.68,2.37,16.9,62.7,2.9,7.5,2159.0,2,1.09,24.4,17.0,32.8,3.15,0.18,40.0,40.0,45.0,31.310000000000002,49.5775,8.987200000000001,-50.0,-2.941176470588225,-3.096947935368044,inf
Zimbabwe,2023-06-30,2023,2,2023-Q2,1,94.4,4.44,1.36,23.5,77.0,12.1,4.49,2136.0,0,4.9,48.4,15.5,31.6,1.0,0.28,40.0,40.0,45.0,20.76,58.91,10.368,0.0,-0.9009009009009028,14.163548904329225,-100.0
Zimbabwe,2023-09-30,2023,3,2023-Q3,4,87.1,5.64,1.35,14.2,76.5,34.0,6.79,1669.0,2,1.96,44.8,0.0,37.7,2.74,0.0,40.0,40.0,45.0,25.0275,60.5775,11.616,-60.0,11.842105263157876,-21.458823529411763,0.0
Zimbabwe,2023-12-31,2023,4,2023-Q4,5,66.9,3.99,1.33,8.4,77.8,48.0,4.51,2127.0,5,2.6,40.4,19.8,22.5,3.32,0.242,40.0,40.0,45.0,20.7975,54.8575,8.101504,150.0,10.826210826210826,-5.087014725568939,-16.666666666666664
Zimbabwe,2024-03-31,2024,1,2024-Q1,5,83.5,4.54,1.68,20.7,67.8,46.8,4.8,2247.0,0,3.77,42.6,4.2,29.3,2.98,0.324,40.0,40.0,45.0,24.3375,54.3075,7.592831999999999,400.0,8.133971291866015,4.075961093098668,-100.0
Zimbabwe,2024-06-30,2024,2,2024-Q2,2,84.8,7.89,1.22,37.0,74.9,31.8,5.86,1936.0,0,3.83,68.8,22.2,31.3,2.28,0.275,40.0,40.0,45.0,28.945,63.91000000000001,8.9552,100.0,-2.7272727272727226,-9.363295880149813,
Zimbabwe,2024-09-30,2024,3,2024-Q3,4,79.8,7.55,1.46,23.4,75.5,27.6,5.49,1950.0,2,1.43,52.4,17.7,32.7,4.81,0.0,40.0,40.0,45.0,30.17,60.275000000000006,8.304,0.0,-1.3071895424836555,16.83642899940083,0.0
Mozambique,2018-03-31,2018,1,2018-Q1,3,78.7,4.73,2.67,18.1,67.5,16.8,6.56,2010.0,0,0.25,10.9,39.0,34.9,2.87,0.247,35.0,50.0,40.0,28.6425,48.300000000000004,9.395557499999999,,,,
Mozambique,2018-06-30,2018,2,2018-Q2,1,83.1,6.17,2.03,2.9,53.3,-6.2,6.14,2221.0,0,1.93,6.1,17.2,32.3,2.92,0.116,35.0,50.0,40.0,28.1525,42.37249999999999,10.95276,,,,
Mozambique,2018-09-30,2018,3,2018-Q3,6,74.3,10.0,1.32,15.2,66.4,31.3,6.11,2161.0,1,0.95,28.5,38.0,9.5,4.94,0.245,35.0,50.0,40.0,36.4575,45.697500000000005,6.685525,,,,
Mozambique,2018-12-31,2018,4,2018-Q4,2,98.8,5.69,1.31,15.0,54.1,7.2,8.36,2547.0,0,2.46,19.8,25.0,26.0,6.28,0.203,35.0,50.0,40.0,24.245,43.6075,5.18847,,,,
Mozambique,2019-03-31,2019,1,2019-Q1,2,70.8,6.94,1.64,12.4,62.8,4.5,6.6,1937.0,0,0.0,23.9,40.0,36.2,5.72,0.219,35.0,50.0,40.0,28.32,50.88250000000001,5.849690000000001,-33.333333333333336,-6.962962962962971,-3.631840796019903,
Mozambique,2019-06-30,2019,2,2019-Q2,1,67.8,2.69,1.82,0.8,73.6,38.7,5.69,2421.0,1,3.0,22.2,22.1,31.7,2.97,0.17,35.0,50.0,40.0,18.02,50.82249999999999,10.211074999999997,0.0,38.08630393996246,9.004952723998194,inf
Mozambique,2019-09-30,2019,3,2019-Q3,1,85.0,6.31,1.57,20.4,67.9,7.8,6.2,2236.0,2,3.58,43.9,31.4,28.7,2.48,0.0,35.0,50.0,40.0,26.25,54.535000000000004,13.16,-83.33333333333334,2.259036144578319,3.470615455807491,100.0
Mozambique,2019-12-31,2019,4,2019-Q4,1,63.9,5.02,2.75,13.1,52.1,-11.0,6.07,2399.0,3,3.03,22.8,23.0,27.1,4.68,0.263,35.0,50.0,40.0,28.3975,44.502500000000005,6.861470000000001,-50.0,-3.6968576709796697,-5.810757754220653,inf
Mozambique,2020-03-31,2020,1,2020-Q1,1,100.0,5.29,2.03,13.3,70.8,32.4,5.95,2559.0,0,5.6,34.4,38.7,18.2,4.86,0.281,35.0,50.0,40.0,26.375,49.45249999999999,6.467405,-50.0,12.73885350318471,32.1115126484254,
Mozambique,2020-06-30,2020,2,2020-Q2,1,76.5,8.49,1.45,15.6,53.7,1.4,6.64,2461.0,0,2.98,29.8,13.9,33.3,1.0,0.181,35.0,50.0,40.0,30.887500000000003,48.0475,12.899249999999999,0.0,-27.038043478260864,1.6522098306484878,-100.0
Mozambique,2020-09-30,2020,3,2020-Q3,3,52.8,8.8,1.65,28.6,83.4,69.3,5.37,1571.0,2,2.25,36.3,21.6,19.0,2.39,0.106,35.0,50.0,40.0,33.07,55.7475,11.905845000000001,200.0,22.827687776141392,-29.740608228980324,0.0
Mozambique,2020-12-31,2020,4,2020-Q4,2,75.8,8.94,1.39,17.7,53.0,9.5,5.93,2061.0,5,1.82,25.0,20.0,32.9,3.21,0.158,35.0,50.0,40.0,32.19499999999999,47.5725,10.005065,100.0,1.7274472168905985,-14.089203834931219,66.66666666666667
Mozambique,2021-03-31,2021,1,2021-Q1,1,49.0,7.62,1.62,26.9,69.6,17.7,6.74,2642.0,1,0.0,36.4,22.3,25.2,3.05,0.194,35.0,50.0,40.0,28.875000000000004,51.195,9.802975000000002,0.0,-1.6949152542372947,3.2434544744040616,inf
Mozambique,2021-06-30,2021,2,2021-Q2,6,75.2,7.76,1.7,13.0,81.1,35.2,6.06,2133.0,0,1.87,22.8,0.0,26.2,3.45,0.175,35.0,50.0,40.0,32.78,52.192499999999995,9.4565625,500.0,51.02420856610799,-13.327915481511576,
Mozambique,2021-09-30,2021,3,2021-Q3,2,95.1,6.51,1.48,19.6,64.8,41.6,4.93,2635.0,0,0.35,41.5,51.9,30.2,3.42,0.174,35.0,50.0,40.0,27.052500000000002,52.537499999999994,9.51139,-33.333333333333336,-22.302158273381302,67.72756206238064,-100.0
Mozambique,2021-12-31,2021,4,2021-Q4,5,79.7,5.34,1.39,-5.0,66.0,10.4,5.36,2305.0,0,4.85,30.7,2.0,30.1,2.37,0.161,35.0,50.0,40.0,24.7925,50.93749999999999,11.202747500000001,150.0,24.52830188679245,11.83891314895682,-100.0
Mozambique,2022-03-31,2022,1,2022-Q1,2,69.3,9.76,2.79,19.9,54.8,35.6,4.8,2196.0,0,4.38,30.4,24.1,17.6,3.93,0.144,35.0,50.0,40.0,41.082499999999996,45.209999999999994,9.09286,100.0,-21.264367816091955,-16.881150643451925,-100.0
Mozambique,2022-06-30,2022,2,2022-Q2,4,93.2,4.89,1.68,16.6,72.7,32.5,5.37,2609.0,0,0.0,14.9,24.0,29.1,2.82,0.169,35.0,50.0,40.0,24.955,47.6525,10.441514999999999,-33.333333333333336,-10.357583230579525,22.31598687294889,
Mozambique,2022-09-30,2022,3,2022-Q3,2,88.4,5.83,3.4,22.0,73.7,64.3,6.47,1777.0,1,8.54,38.9,32.0,39.5,3.58,0.096,35.0,50.0,40.0,34.785,58.5825,10.15644,0.0,13.734567901234573,-32.561669829222005,inf
Mozambique,2022-12-31,2022,4,2022-Q4,1,81.8,5.57,1.56,10.2,69.7,10.9,8.85,2150.0,4,2.01,25.7,19.9,28.3,3.49,0.316,35.0,50.0,40.0,24.27,50.55,7.79247,-80.0,5.606060606060614,-6.724511930585686,inf
Mozambique,2023-03-31,2023,1,2023-Q1,1,85.9,7.8,1.44,20.3,65.1,-5.9,4.88,2484.0,0,4.0,31.7,6.1,11.0,4.33,0.125,35.0,50.0,40.0,29.3475,45.739999999999995,8.6821875,-50.0,18.795620437956195,13.114754098360649,
Mozambique,2023-06-30,2023,2,2023-Q2,2,67.7,5.95,1.34,9.8,73.7,21.9,4.89,2501.0,2,2.75,38.6,33.4,37.8,2.75,0.001,35.0,50.0,40.0,24.2675,56.272499999999994,12.6748125,-50.0,1.375515818431916,-4.139517056343422,inf
Mozambique,2023-09-30,2023,3,2023-Q3,1,79.4,7.13,1.43,12.3,65.7,14.1,4.42,2220.0,2,4.4,63.9,28.8,17.9,3.39,0.078,35.0,50.0,40.0,27.459999999999997,56.325,10.665235000000001,-50.0,-10.854816824966074,24.929656724817107,100.0
Mozambique,2023-12-31,2023,4,2023-Q4,2,96.7,7.21,4.71,4.2,82.4,37.5,4.85,2003.0,4,0.7,32.3,25.5,36.1,1.0,0.288,35.0,50.0,40.0,44.9925,57.6925,11.213999999999999,100.0,18.220946915351497,-6.837209302325586,0.0
Mozambique,2024-03-31,2024,1,2024-Q1,2,82.8,8.44,1.55,40.1,68.9,-1.5,4.28,2027.0,2,6.91,39.7,26.1,27.3,5.14,0.221,35.0,50.0,40.0,31.919999999999998,53.9075,6.625394999999999,100.0,5.8371735791090895,-18.397745571658618,inf
Mozambique,2024-06-30,2024,2,2024-Q2,1,57.7,5.24,1.72,25.8,60.5,34.6,4.19,2186.0,0,4.93,50.8,3.5,21.1,4.26,0.197,35.0,50.0,40.0,23.642500000000002,52.635,8.066135000000001,-50.0,-17.910447761194035,-12.594962015193921,-100.0
Mozambique,2024-09-30,2024,3,2024-Q3,4,86.6,5.45,2.16,9.8,63.1,21.2,4.8,1682.0,2,6.43,69.1,41.9,33.7,2.73,0.16,35.0,50.0,40.0,28.59,62.269999999999996,10.6869,300.0,-3.95738203957382,-24.23423423423423,0.0
Cameroon,2018-03-31,2018,1,2018-Q1,1,70.2,4.18,2.02,28.9,74.6,20.4,5.44,1836.0,0,2.61,17.2,34.0,30.8,3.14,0.162,45.0,55.0,50.0,22.805,51.06,14.227982999999996,,,,
Cameroon,2018-06-30,2018,2,2018-Q2,2,100.0,5.61,1.4,19.8,58.4,33.1,6.21,2195.0,1,2.44,43.1,25.9,32.0,1.0,0.164,45.0,55.0,50.0,24.525,52.887499999999996,18.6219,,,,
Cameroon,2018-09-30,2018,3,2018-Q3,2,75.0,4.7,1.73,22.0,73.5,20.3,4.82,2484.0,0,6.51,30.2,42.9,30.4,1.55,0.154,45.0,55.0,50.0,23.275,52.315,17.6930325,,,,
Cameroon,2018-12-31,2018,4,2018-Q4,1,78.3,7.63,2.23,9.8,74.0,48.9,5.14,2183.0,1,0.0,38.9,20.4,26.8,1.0,0.092,45.0,55.0,50.0,32.6825,54.46750000000001,20.225700000000003,,,,
Cameroon,2019-03-31,2019,1,2019-Q1,3,87.5,6.22,1.52,24.8,63.1,52.4,6.89,2177.0,3,7.7,26.0,23.8,35.9,4.36,0.0,45.0,55.0,50.0,26.8375,50.807500000000005,13.958999999999998,200.0,-15.415549597855216,18.572984749455344,inf
Cameroon,2019-06-30,2019,2,2019-Q2,1,70.6,5.88,1.3,3.9,66.8,32.8,5.35,1950.0,0,4.53,13.0,35.2,41.5,4.18,0.272,45.0,55.0,50.0,23.465,50.45,10.486476000000001,-50.0,14.383561643835607,-11.161731207289293,-100.0
Cameroon,2019-09-30,2019,3,2019-Q3,5,90.9,7.35,1.45,7.0,63.6,41.0,6.61,2321.0,1,4.9,32.8,44.7,57.3,5.06,0.198,45.0,55.0,50.0,30.3975,57.6225,9.805653,150.0,-13.469387755102035,-6.56199677938808,inf
Cameroon,2019-12-31,2019,4,2019-Q4,3,100.0,7.41,1.43,22.5,68.5,15.2,4.87,2326.0,1,2.32,37.8,33.6,36.1,1.5,0.324,45.0,55.0,50.0,29.674999999999997,54.785000000000004,14.221349999999997,200.0,-7.432432432432434,6.5506184150252,0.0
Cameroon,2020-03-31,2020,1,2020-Q1,3,83.0,8.42,1.32,36.4,73.4,53.5,4.47,2123.0,2,1.56,32.8,25.6,41.2,2.8,0.18,45.0,55.0,50.0,31.225,56.542500000000004,14.612400000000001,0.0,16.323296354992078,-2.480477721635277,-33.333333333333336
Cameroon,2020-06-30,2020,2,2020-Q2,2,78.1,6.87,1.18,19.5,64.1,22.2,5.13,2234.0,0,3.65,27.8,21.1,36.8,1.05,0.185,45.0,55.0,50.0,26.0275,51.59,18.05326875,100.0,-4.041916167664672,14.564102564102566,
Cameroon,2020-09-30,2020,3,2020-Q3,2,100.0,5.21,1.19,12.6,79.8,30.4,5.48,2166.0,0,0.21,31.7,18.5,42.1,3.44,0.027,45.0,55.0,50.0,22.474999999999998,57.98499999999999,15.797628,-60.0,25.47169811320753,-6.678155967255495,-100.0
Cameroon,2020-12-31,2020,4,2020-Q4,1,95.5,5.33,1.64,7.1,78.1,29.8,5.52,2015.0,3,1.03,25.1,27.3,35.2,1.0,0.266,45.0,55.0,50.0,24.412499999999998,54.5625,16.34985,-66.66666666666667,14.014598540145972,-13.370593293207222,200.0
Cameroon,2021-03-31,2021,1,2021-Q1,1,72.5,7.52,1.31,35.0,89.4,53.6,5.25,1768.0,2,1.92,30.0,34.2,38.6,2.51,0.058,45.0,55.0,50.0,27.662499999999998,60.08,17.4625605,-66.66666666666667,21.79836512261579,-16.72162034856335,0.0
Cameroon,2021-06-30,2021,2,2021-Q2,1,47.8,6.66,2.51,23.3,78.9,24.6,4.66,1738.0,2,4.98,20.7,13.6,31.8,6.11,0.056,45.0,55.0,50.0,30.894999999999996,53.505,9.088596,-50.0,23.088923556942298,-22.202327663384068,inf
Cameroon,2021-09-30,2021,3,2021-Q3,2,76.0,8.08,1.39,21.5,66.1,30.4,5.85,2267.0,2,5.62,47.9,26.6,19.9,1.0,0.0,45.0,55.0,50.0,30.049999999999997,52.807500000000005,22.275000000000002,0.0,-17.167919799498755,4.66297322253002,inf
Cameroon,2021-12-31,2021,4,2021-Q4,1,68.8,5.96,1.13,7.6,80.5,26.8,4.01,1749.0,2,8.33,61.2,15.4,47.7,2.15,0.163,45.0,55.0,50.0,22.77,67.97749999999999,16.26186375,0.0,3.0729833546734975,-13.20099255583127,-33.333333333333336
Cameroon,2022-03-31,2022,1,2022-Q1,1,100.0,3.71,2.19,17.8,62.1,4.7,4.1,1685.0,5,6.24,43.4,26.1,50.0,3.53,0.117,45.0,55.0,50.0,23.225,59.6625,14.13969975,0.0,-30.536912751677857,-4.694570135746612,150.0
Cameroon,2022-06-30,2022,2,2022-Q2,3,86.2,5.55,1.12,18.2,83.0,65.2,4.41,1999.0,2,2.42,48.6,24.8,27.5,4.75,0.243,45.0,55.0,50.0,23.130000000000003,59.777499999999996,9.83626875,200.0,5.196451204055763,15.017261219792854,0.0
Cameroon,2022-09-30,2022,3,2022-Q3,1,83.8,5.83,2.1,16.9,76.9,48.5,4.72,2121.0,2,4.08,35.7,9.0,43.7,1.0,0.11,45.0,55.0,50.0,27.669999999999998,58.772499999999994,19.82475,-50.0,16.338880484115002,-6.440229378032647,0.0
Cameroon,2022-12-31,2022,4,2022-Q4,7,59.1,6.0,1.59,25.8,74.3,38.7,3.81,1854.0,5,3.57,50.1,19.3,31.9,6.34,0.073,45.0,55.0,50.0,27.9275,59.44,8.397229500000002,600.0,-7.701863354037275,6.003430531732423,150.0
Cameroon,2023-03-31,2023,1,2023-Q1,1,88.0,6.22,3.13,13.0,76.7,40.7,3.86,2154.0,13,5.55,38.5,23.8,23.4,3.75,0.217,45.0,55.0,50.0,33.9,54.26500000000001,12.112031250000001,0.0,23.510466988727853,27.833827893175076,160.0
Cameroon,2023-06-30,2023,2,2023-Q2,6,56.7,7.52,1.26,16.3,70.8,18.1,4.23,1825.0,2,6.23,61.2,7.5,42.8,1.53,0.236,45.0,55.0,50.0,29.5175,64.1375,16.015923,100.0,-14.69879518072289,-8.704352176088047,0.0
Cameroon,2023-09-30,2023,3,2023-Q3,3,72.0,8.32,1.61,30.7,65.1,20.4,4.53,2260.0,5,5.21,55.8,12.7,31.2,4.54,0.116,45.0,55.0,50.0,32.150000000000006,57.375,11.945934000000001,200.0,-15.344603381014322,6.5535124941065614,150.0
Cameroon,2023-12-31,2023,4,2023-Q4,1,95.9,6.67,1.32,11.2,79.7,47.3,3.61,1893.0,0,3.69,61.8,22.7,49.5,3.2,0.092,45.0,55.0,50.0,26.172500000000003,68.0175,15.28164,-85.71428571428572,7.2678331090175075,2.1035598705501535,-100.0
Cameroon,2024-03-31,2024,1,2024-Q1,1,73.0,6.25,2.71,33.9,79.2,19.0,3.71,1723.0,3,1.88,61.1,6.2,33.1,5.97,0.0,45.0,55.0,50.0,31.5,64.0425,9.974250000000001,0.0,3.25945241199479,-20.00928505106778,-76.92307692307692
Cameroon,2024-06-30,2024,2,2024-Q2,3,88.9,8.19,2.0,30.7,63.0,-7.6,4.04,2156.0,0,3.95,50.4,30.1,29.6,3.34,0.164,45.0,55.0,50.0,34.1975,55.36,13.780206,-50.0,-11.016949152542367,18.136986301369863,-100.0
Cameroon,2024-09-30,2024,3,2024-Q3,3,100.0,4.42,2.97,33.7,75.2,68.7,5.01,1621.0,6,5.66,68.9,26.8,23.6,4.01,0.225,45.0,55.0,50.0,29.900000000000002,62.8725,11.48956875,0.0,15.51459293394779,-28.274336283185843,19.999999999999996
Angola,2018-03-31,2018,1,2018-Q1,2,49.4,5.65,1.86,10.5,63.0,-8.0,6.42,2323.0,0,0.0,30.4,31.4,25.9,3.54,0.173,40.0,50.0,45.0,25.66,49.0175,10.68484,,,,
Angola,2018-06-30,2018,2,2018-Q2,1,71.2,5.69,2.86,-0.7,70.0,35.5,6.4,2125.0,1,3.15,20.2,12.6,24.9,4.95,0.179,40.0,50.0,45.0,30.805,48.4625,8.2921,,,,
Angola,2018-09-30,2018,3,2018-Q3,1,82.3,5.36,1.44,31.1,63.8,11.3,5.77,1728.0,0,0.99,42.0,29.2,27.5,2.9,0.306,40.0,50.0,45.0,23.1575,54.004999999999995,9.8548,,,,
Angola,2018-12-31,2018,4,2018-Q4,1,53.2,8.0,1.33,13.4,63.0,20.0,5.68,2390.0,2,1.29,12.5,35.4,22.1,3.93,0.0,40.0,50.0,45.0,28.479999999999997,43.425,12.14,,,,
Angola,2019-03-31,2019,1,2019-Q1,1,68.4,4.75,2.58,33.1,58.9,4.9,5.22,2159.0,0,1.76,22.8,3.3,39.4,7.29,0.195,40.0,50.0,45.0,26.985,49.877500000000005,4.363099999999999,-50.0,-6.507936507936507,-7.059836418424448,
Angola,2019-06-30,2019,2,2019-Q2,2,83.6,7.23,1.31,25.1,51.9,-10.4,5.98,2158.0,1,5.31,25.2,15.5,33.0,5.73,0.208,40.0,50.0,45.0,27.715000000000003,47.129999999999995,6.76368,100.0,-25.857142857142858,1.5529411764705792,0.0
Angola,2019-09-30,2019,3,2019-Q3,4,89.6,8.42,1.21,0.9,60.9,-0.2,5.91,2346.0,5,0.04,46.6,19.8,36.3,3.07,0.186,40.0,50.0,45.0,31.34,55.084999999999994,11.282040000000002,300.0,-4.545454545454541,35.763888888888886,inf
Angola,2019-12-31,2019,4,2019-Q4,2,83.4,5.61,1.21,6.3,79.9,68.1,5.37,2382.0,0,2.96,22.9,40.9,32.7,1.0,0.199,40.0,50.0,45.0,23.16,52.92,14.418,100.0,26.82539682539684,-0.33472803347280866,-100.0
Angola,2020-03-31,2020,1,2020-Q1,2,69.5,7.86,1.64,16.7,78.0,49.5,6.06,2198.0,0,3.9,24.6,27.7,40.1,2.67,0.172,40.0,50.0,45.0,30.587500000000002,55.17999999999999,12.138480000000001,100.0,32.427843803056035,1.806391848077804,
Angola,2020-06-30,2020,2,2020-Q2,4,61.0,7.69,1.22,13.6,64.9,8.8,5.52,1827.0,1,3.0,28.8,8.2,25.0,3.59,0.223,40.0,50.0,45.0,28.85,50.1075,9.96114,100.0,25.048169556840083,-15.338276181649679,0.0
Angola,2020-09-30,2020,3,2020-Q3,4,60.8,7.63,1.49,18.0,78.0,52.2,6.37,2457.0,3,2.87,40.8,38.8,30.0,3.33,0.294,40.0,50.0,45.0,30.044999999999998,56.057500000000005,9.41804,0.0,28.078817733990146,4.731457800511518,-40.0
Angola,2020-12-31,2020,4,2020-Q4,1,83.3,6.6,1.9,40.7,65.5,25.6,4.9,2399.0,0,3.51,17.1,21.1,33.5,2.6,0.011,40.0,50.0,45.0,28.5825,48.027499999999996,14.6372,-50.0,-18.022528160200256,0.7136859781696092,
