firm_code,firm_size,survey_date,industrial_zone,response_time_minutes,years_operation,employees_category,revenue_category,ownership_type,has_fdi,fdi_equity,fdi_joint_venture,fdi_tech_transfer,fdi_mgmt_contract,years_fdi_partnership,ka_technical_manuals,ka_staff_training,ka_tech_adaptation,ka_knowledge_commercialization,ka_average,tp_production_efficiency,tp_quality_control,tp_order_fulfillment,tp_employee_productivity,tp_average,rd_spending_percent,new_products_3years,process_inn_iot,process_inn_automation,process_inn_quality,process_inn_other,innovation_score,hr_skilled_workforce_percent,hr_training_hours,tech_modern_equipment,tech_machinery_age,fin_access_credit,fin_reinvestment_rate,firm_resources_score,gp_tax_incentives,gp_regulatory_stability,gp_infrastructure_support,gp_ease_permits,gp_average,perf_roi,perf_roa,perf_export_intensity,perf_capacity_utilization,perf_market_share,performance_composite
SME191,SME,2025-04-26,Apapa,22.232756168459172,,1.0,1.0,3.0,1,1.0,1.0,0.0,1.0,2.0,4.0,3.0,4.0,4.0,3.75,3.0,4.0,3.0,4.0,3.5,5.0,4.0,0.0,0.0,1.0,1.0,1.9999999999999998,92.4,20.0,1.0,,3.0,50.9,2.148893881061737,3.0,3.0,4.0,3.0,3.25,15.0,6.4,72.7,95.0,15.9,48.4
SME192,SME,2025-07-15,Lagos Island,19.612847009438166,14.0,2.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,0.2,2.0,0.0,0.0,0.0,1.0,0.6166666666666667,41.7,20.0,1.0,5.0,2.0,17.4,1.6564279447983299,4.0,4.0,4.0,5.0,4.25,16.9,9.9,0.0,94.6,31.9,40.3
SME193,SME,2025-05-08,Oshodi,19.50978851461229,3.0,1.0,2.0,1.0,1,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,,3.0,4.0,3.0,4.0,4.0,3.75,6.3,12.0,1.0,0.0,1.0,0.0,2.8833333333333333,26.1,23.0,1.0,6.0,2.0,6.7,1.346466224581768,4.0,5.0,5.0,3.0,4.25,15.4,11.3,4.6,95.0,33.0,41.8
SME194,SME,2025-08-14,Oshodi,19.711177950003655,11.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.5,2.0,4.0,1.0,0.0,1.0,,1.5,24.2,40.0,0.0,19.0,3.0,7.1,-0.15711703425014,3.0,4.0,5.0,3.0,3.75,13.4,10.2,0.0,95.0,4.0,33.3
SME195,SME,2025-08-29,Lagos Island,20.070057018520536,10.0,2.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.5,4.0,3.0,4.0,4.0,3.75,0.3,5.0,1.0,1.0,0.0,0.0,1.3,50.1,40.0,0.0,12.0,3.0,17.6,0.7320996463431505,3.0,4.0,3.0,2.0,3.0,9.9,6.9,0.0,95.0,42.4,37.0
SME196,SME,2025-10-07,Oshodi,20.983992838348726,9.0,1.0,1.0,3.0,1,1.0,1.0,1.0,0.0,9.0,5.0,5.0,4.0,4.0,4.5,4.0,4.0,5.0,4.0,4.25,1.2,6.0,1.0,1.0,1.0,0.0,1.9499999999999997,82.2,21.0,1.0,8.0,1.0,,2.116245132325379,5.0,4.0,7.0,3.0,4.75,34.3,28.0,30.1,95.0,36.8,68.2
SME197,SME,2025-07-20,Lagos Island,20.166744812569846,5.0,1.0,1.0,3.0,1,0.0,0.0,1.0,1.0,3.0,4.0,,3.0,4.0,3.75,4.0,5.0,5.0,5.0,4.75,3.8,7.0,1.0,0.0,0.0,0.0,1.6333333333333333,43.0,33.0,1.0,8.0,2.0,10.1,1.4103601496721279,4.0,2.0,5.0,3.0,3.5,16.9,13.8,6.0,95.0,15.6,41.0
SME198,SME,2025-04-25,Mushin,16.735606343886264,10.0,2.0,2.0,1.0,1,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.75,4.0,3.0,4.0,4.0,3.75,5.0,7.0,0.0,1.0,1.0,0.0,2.25,28.8,56.0,1.0,6.0,1.0,36.5,1.9073034728905744,2.0,4.0,5.0,5.0,4.0,19.4,11.2,10.9,95.0,41.9,46.7
SME199,SME,2025-08-06,Oshodi,19.337771911596572,5.0,1.0,2.0,2.0,1,0.0,,1.0,1.0,1.0,4.0,5.0,1.0,3.0,3.25,4.0,3.0,4.0,4.0,3.75,5.6,7.0,1.0,1.0,1.0,0.0,2.7666666666666666,51.4,57.0,1.0,8.0,1.0,56.2,2.118081855288034,2.0,5.0,2.0,,3.25,20.4,15.5,15.7,95.0,27.5,48.2
SME200,SME,2025-04-17,Apapa,22.005410519069244,9.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.5,3.0,3.0,3.0,2.0,2.75,0.2,1.0,0.0,1.0,1.0,0.0,0.9500000000000002,54.0,42.0,0.0,13.0,3.0,28.5,0.7696420256418405,3.0,4.0,4.0,3.0,3.5,8.3,8.9,0.0,85.2,16.7,30.5
LRG001,Large,2025-07-08,Ikeja,18.39254890425612,31.0,3.0,4.0,1.0,1,0.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.25,1.6,0.0,0.0,1.0,1.0,0.0,1.1,78.6,115.0,1.0,10.0,1.0,37.4,2.197512842517214,5.0,3.0,6.0,6.0,5.0,22.9,18.3,26.6,,28.2,53.6
LRG002,Large,2025-06-15,Mushin,24.90379584629497,24.0,3.0,4.0,3.0,1,0.0,1.0,,1.0,1.0,2.0,4.0,4.0,3.0,3.25,3.0,4.0,4.0,4.0,3.75,1.1,7.0,0.0,1.0,1.0,,1.6,79.9,35.0,1.0,17.0,2.0,22.1,1.0327744542733075,3.0,4.0,5.0,6.0,4.5,25.4,16.5,9.8,95.0,15.9,47.8
LRG003,Large,2025-08-23,Victoria Island,27.326243725464067,21.0,4.0,4.0,2.0,1,1.0,0.0,1.0,1.0,1.0,3.0,4.0,,3.0,3.5,4.0,4.0,3.0,3.0,3.5,1.0,0.0,1.0,1.0,1.0,1.0,1.8333333333333335,78.6,72.0,1.0,9.0,1.0,20.6,2.006830687043395,6.0,4.0,3.0,5.0,,26.8,20.5,11.4,95.0,19.8,52.3
LRG004,Large,2025-07-16,Agege,17.49821623867374,29.0,3.0,3.0,3.0,1,1.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,4.0,3.5,4.0,5.0,3.0,4.0,4.0,2.3,1.0,0.0,1.0,1.0,0.0,1.3,70.2,74.0,1.0,2.0,1.0,41.7,2.6475978583254753,4.0,5.0,3.0,5.0,4.25,23.8,18.4,56.7,95.0,28.8,60.2
LRG005,Large,2025-08-16,Mushin,24.963584747219528,22.0,4.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,0.3,3.0,0.0,0.0,0.0,1.0,0.7166666666666667,,41.0,1.0,5.0,3.0,2.6,1.5251237515435658,5.0,4.0,4.0,6.0,4.75,15.0,14.3,0.0,95.0,18.0,39.6
LRG006,Large,2025-10-07,Mushin,23.974202726670562,42.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.25,4.0,2.0,3.0,2.0,2.75,0.6,3.0,0.0,0.0,0.0,0.0,0.35,90.5,37.0,1.0,5.0,2.0,10.1,2.08043046393753,3.0,4.0,3.0,3.0,3.25,7.4,5.3,0.0,95.0,7.2,27.7
LRG007,Large,2025-07-03,Ikorodu,17.520430563373207,17.0,4.0,4.0,2.0,1,1.0,1.0,,0.0,7.0,5.0,4.0,5.0,5.0,4.75,4.0,5.0,5.0,5.0,4.75,1.0,3.0,1.0,0.0,1.0,1.0,1.6666666666666665,99.3,55.0,1.0,13.0,2.0,46.9,1.8494408905444757,5.0,2.0,4.0,4.0,3.75,22.6,18.0,21.3,95.0,31.1,52.8
LRG008,Large,2025-08-03,Apapa,21.335279234227123,30.0,3.0,3.0,2.0,1,1.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.75,4.0,5.0,4.0,3.0,4.0,2.8,5.0,0.0,1.0,0.0,0.0,1.3,100.0,61.0,1.0,3.0,3.0,23.6,2.3485024912809154,4.0,5.0,3.0,5.0,4.25,20.6,15.7,27.9,95.0,22.4,49.8
LRG009,Large,2025-08-03,Ikorodu,21.53077216362159,16.0,4.0,3.0,3.0,1,0.0,0.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,3.75,4.0,4.0,4.0,4.0,,,6.0,0.0,0.0,1.0,0.0,1.2166666666666666,100.0,34.0,1.0,2.0,2.0,44.0,2.6685535413458084,5.0,7.0,3.0,5.0,5.0,16.7,11.7,38.1,95.0,15.4,45.8
LRG010,Large,2025-05-02,Lagos Island,25.66813537849579,10.0,3.0,4.0,2.0,1,1.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.5,2.7,5.0,0.0,0.0,1.0,1.0,1.7000000000000002,100.0,75.0,1.0,4.0,3.0,45.7,2.4304202904434784,5.0,7.0,5.0,2.0,4.75,21.0,15.0,35.3,95.0,10.5,48.7
LRG011,Large,2025-04-23,Ikorodu,18.778970513298248,11.0,4.0,4.0,1.0,1,0.0,1.0,0.0,0.0,7.0,4.0,3.0,4.0,4.0,3.75,5.0,5.0,4.0,4.0,4.5,6.5,2.0,1.0,0.0,1.0,1.0,2.5,100.0,41.0,1.0,5.0,1.0,46.9,2.6171353052868898,3.0,4.0,6.0,5.0,4.5,20.7,16.8,58.3,95.0,27.2,57.6
LRG012,Large,2025-10-06,Apapa,24.56471176790921,19.0,4.0,3.0,3.0,1,1.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,3.0,3.5,3.0,4.0,5.0,4.0,4.0,0.7,1.0,0.0,0.0,1.0,0.0,0.6166666666666667,87.3,54.0,1.0,6.0,2.0,19.8,2.1032214851197266,4.0,7.0,3.0,3.0,4.25,18.3,11.1,29.0,95.0,34.7,48.3
LRG013,Large,2025-08-08,Oshodi,26.929813983057805,16.0,3.0,4.0,1.0,0,,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.75,4.0,3.0,3.0,4.0,,1.7,,0.0,0.0,1.0,0.0,0.9499999999999998,69.7,74.0,0.0,21.0,2.0,34.8,0.5494683061994545,4.0,5.0,3.0,3.0,3.75,15.5,10.6,0.0,78.6,12.7,33.1
LRG014,Large,2025-05-18,Agege,17.319487524610167,37.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,2.5,4.0,4.0,3.0,2.0,3.25,0.3,1.0,0.0,1.0,1.0,0.0,0.9666666666666667,55.2,43.0,1.0,8.0,2.0,11.0,1.532599298298986,2.0,2.0,5.0,2.0,2.75,16.5,11.0,0.0,89.9,35.6,40.7
LRG015,Large,2025-10-04,Apapa,28.63421072779061,29.0,3.0,4.0,2.0,1,1.0,0.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,3.25,4.0,4.0,3.0,,4.0,0.6,4.0,0.0,0.0,0.0,1.0,,78.3,72.0,1.0,9.0,1.0,41.7,2.1386806017942557,3.0,4.0,5.0,2.0,3.5,21.7,15.0,32.7,95.0,28.3,52.1
LRG016,Large,2025-05-14,Lagos Island,21.23072449261426,25.0,4.0,3.0,3.0,1,1.0,1.0,,0.0,1.0,3.0,4.0,5.0,5.0,4.25,4.0,4.0,3.0,4.0,3.75,0.8,2.0,0.0,1.0,1.0,1.0,1.55,73.5,121.0,1.0,8.0,1.0,39.2,2.3853650289039074,6.0,3.0,5.0,3.0,4.25,30.0,,63.4,95.0,52.6,71.5
LRG017,Large,2025-07-17,Ikorodu,29.286804214230713,14.0,3.0,3.0,3.0,1,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,2.25,3.0,3.0,4.0,4.0,3.5,1.4,2.0,1.0,1.0,1.0,1.0,2.0666666666666664,53.1,33.0,1.0,3.0,1.0,25.0,2.1573601932799367,4.0,2.0,6.0,3.0,3.75,17.3,13.3,25.0,95.0,13.3,44.2
LRG018,Large,2025-06-24,Apapa,19.27639357456777,22.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.25,2.0,3.0,3.0,3.0,2.75,0.4,1.0,0.0,0.0,1.0,0.0,0.5666666666666667,95.7,,0.0,10.0,1.0,20.7,1.5981575861532387,3.0,7.0,4.0,1.0,3.75,20.1,,0.0,87.5,14.6,41.5
LRG019,Large,2025-07-07,Mushin,24.798686065581425,38.0,3.0,4.0,3.0,1,1.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,2.0,3.25,3.0,5.0,5.0,5.0,4.5,3.2,4.0,0.0,0.0,1.0,0.0,1.2833333333333332,86.7,86.0,1.0,6.0,1.0,44.3,2.5052680281202293,6.0,4.0,5.0,4.0,4.75,,16.7,21.5,95.0,,49.6
LRG020,Large,2025-08-09,Ikeja,18.65426039086956,17.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.5,3.0,4.0,3.0,4.0,3.5,0.2,5.0,1.0,1.0,0.0,1.0,1.7000000000000002,71.0,42.0,1.0,5.0,1.0,17.6,2.1683917905621275,4.0,2.0,5.0,3.0,3.5,15.8,8.4,,95.0,15.1,35.5
LRG021,Large,2025-06-24,Ikeja,21.937481341686286,14.0,4.0,4.0,3.0,1,1.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,,4.0,4.0,3.0,5.0,4.0,2.6,7.0,1.0,1.0,1.0,0.0,2.2666666666666666,87.1,43.0,0.0,11.0,1.0,11.9,1.395813471742918,4.0,4.0,4.0,4.0,4.0,22.1,12.6,67.7,95.0,58.4,63.6
LRG022,Large,2025-06-02,Mushin,27.076939057314625,17.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,,3.0,3.0,3.0,3.0,3.0,1.1,2.0,0.0,0.0,0.0,0.0,0.35000000000000003,66.9,60.0,1.0,3.0,2.0,11.5,2.1083127412468516,6.0,3.0,4.0,5.0,4.5,27.4,18.3,,95.0,8.9,46.7
LRG023,Large,2025-07-12,Lagos Island,18.9212728740913,16.0,3.0,4.0,2.0,1,0.0,1.0,0.0,0.0,4.0,5.0,4.0,,4.0,3.75,4.0,4.0,5.0,4.0,4.25,4.5,4.0,0.0,0.0,1.0,0.0,1.5,100.0,91.0,1.0,3.0,2.0,38.5,2.6783471173654037,4.0,5.0,4.0,4.0,4.25,19.3,15.4,32.0,95.0,8.0,47.0
LRG024,Large,2025-09-26,Ikorodu,24.28942690212897,25.0,4.0,4.0,2.0,1,0.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.25,4.0,4.0,4.0,3.0,3.75,2.1,6.0,0.0,1.0,1.0,1.0,2.1,72.2,56.0,1.0,8.0,3.0,35.5,1.788218682731956,5.0,3.0,6.0,3.0,4.25,21.4,13.2,26.6,95.0,48.0,53.4
LRG025,Large,2025-05-07,Ikorodu,22.219658350937394,21.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.25,4.0,4.0,3.0,4.0,3.75,0.4,8.0,1.0,0.0,1.0,0.0,1.5666666666666664,55.9,86.0,1.0,8.0,1.0,7.5,1.7967505241159534,4.0,4.0,4.0,4.0,4.0,19.0,14.2,0.0,95.0,21.3,42.2
LRG026,Large,2025-04-27,Apapa,23.97196328535862,21.0,4.0,3.0,1.0,1,0.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,,4.0,3.0,5.0,3.0,3.75,3.8,5.0,1.0,0.0,1.0,1.0,2.3,93.3,34.0,1.0,10.0,1.0,35.7,2.047350061568419,5.0,3.0,4.0,6.0,4.5,25.3,16.4,38.6,95.0,54.4,61.1
LRG027,Large,2025-07-29,Agege,20.65104941847156,18.0,4.0,3.0,2.0,1,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,2.3,2.0,1.0,1.0,0.0,0.0,1.3833333333333333,73.4,84.0,1.0,9.0,2.0,38.5,1.9750623660379887,6.0,4.0,3.0,,4.75,8.2,11.2,60.5,95.0,23.5,47.4
LRG028,Large,2025-04-26,Lagos Island,22.490343239852432,19.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.75,1.6,1.0,0.0,1.0,1.0,1.0,1.6,54.3,42.0,1.0,9.0,,14.5,1.4947244940584448,4.0,6.0,4.0,5.0,4.75,24.4,19.6,0.0,95.0,9.2,46.1
LRG029,Large,2025-07-22,Lagos Island,23.46509428064349,24.0,3.0,4.0,3.0,1,0.0,1.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,3.25,3.0,3.0,5.0,3.0,3.5,4.1,1.0,1.0,0.0,0.0,0.0,1.1833333333333333,78.9,61.0,1.0,4.0,1.0,29.0,2.427856264138818,3.0,5.0,5.0,4.0,4.25,10.7,,30.5,95.0,32.8,40.7
LRG030,Large,2025-04-18,Agege,21.53949791329065,14.0,3.0,4.0,3.0,1,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.75,5.0,5.0,4.0,4.0,4.5,2.1,1.0,1.0,1.0,1.0,0.0,1.6833333333333333,84.0,38.0,1.0,4.0,2.0,35.8,2.31385939773715,4.0,5.0,6.0,6.0,5.25,26.1,21.8,7.3,95.0,36.1,55.3
LRG031,Large,2025-05-25,Oshodi,27.981106204446263,22.0,3.0,4.0,3.0,1,0.0,1.0,0.0,1.0,6.0,3.0,3.0,,3.0,3.5,3.0,4.0,4.0,3.0,3.5,0.6,5.0,1.0,0.0,1.0,0.0,1.35,95.9,47.0,1.0,9.0,1.0,24.6,2.051845410662786,4.0,6.0,6.0,5.0,5.25,20.8,14.6,17.0,95.0,29.2,48.4
LRG032,Large,2025-08-25,Lagos Island,23.713307885774103,20.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,1.4,4.0,0.0,0.0,1.0,0.0,0.9833333333333333,61.3,42.0,0.0,8.0,2.0,11.8,1.2704099506761701,1.0,4.0,3.0,3.0,2.75,17.1,9.2,0.0,95.0,8.9,35.5
LRG033,Large,2025-04-26,Lagos Island,20.255257710318347,14.0,3.0,4.0,,1,1.0,1.0,1.0,0.0,3.0,4.0,4.0,2.0,5.0,3.75,,4.0,4.0,4.0,4.0,3.6,9.0,1.0,1.0,0.0,0.0,2.1833333333333336,80.0,49.0,1.0,11.0,1.0,22.3,1.7384883360573247,4.0,4.0,4.0,4.0,4.0,23.6,17.4,24.3,95.0,19.8,51.2
LRG034,Large,2025-04-23,Oshodi,27.63483205523256,15.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.75,3.0,4.0,2.0,3.0,3.0,0.7,2.0,0.0,1.0,1.0,0.0,1.1166666666666665,68.3,76.0,1.0,11.0,1.0,15.4,1.6931278225693214,3.0,5.0,5.0,3.0,4.0,18.4,11.6,0.0,95.0,5.7,37.1
LRG035,Large,2025-05-09,Agege,28.067460718001744,24.0,3.0,4.0,1.0,1,0.0,0.0,0.0,1.0,4.0,3.0,4.0,3.0,3.0,3.25,3.0,5.0,4.0,4.0,4.0,1.2,2.0,1.0,0.0,1.0,,1.6166666666666665,90.2,176.0,1.0,8.0,1.0,35.2,2.6450016840468495,6.0,3.0,4.0,4.0,4.25,24.2,16.5,21.2,95.0,52.1,56.7
LRG036,Large,2025-07-02,Ikeja,24.7091745002108,29.0,3.0,4.0,2.0,1,1.0,0.0,1.0,,3.0,5.0,5.0,5.0,3.0,4.5,5.0,4.0,5.0,4.0,4.5,1.6,4.0,1.0,1.0,1.0,0.0,1.8499999999999996,96.6,84.0,1.0,7.0,2.0,49.7,2.4109540331193533,5.0,2.0,4.0,6.0,4.25,29.7,21.9,22.8,95.0,33.0,59.6
LRG037,Large,2025-07-28,Agege,21.707218329536758,10.0,3.0,4.0,2.0,1,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,4.0,3.5,5.0,4.0,5.0,5.0,4.75,1.8,4.0,1.0,0.0,1.0,0.0,1.4666666666666668,91.9,61.0,1.0,7.0,2.0,39.9,2.236975726622034,5.0,7.0,4.0,5.0,5.25,18.7,13.5,33.9,95.0,25.6,49.2
LRG038,Large,2025-08-21,Lagos Island,18.098649313234258,25.0,3.0,4.0,2.0,1,0.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,3.75,4.0,5.0,3.0,4.0,4.0,1.6,1.0,0.0,1.0,1.0,0.0,1.1833333333333333,,36.0,1.0,7.0,2.0,21.2,1.8568474373045065,,6.0,7.0,5.0,5.75,22.4,13.5,24.5,95.0,20.8,48.3
LRG039,Large,2025-05-18,Ikorodu,20.764385802270596,26.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.75,2.0,3.0,3.0,4.0,3.0,0.5,6.0,1.0,0.0,0.0,1.0,1.4166666666666665,64.5,47.0,0.0,14.0,2.0,4.9,0.6929903524953946,3.0,2.0,4.0,6.0,3.75,17.9,13.9,0.0,95.0,28.3,42.9
LRG040,Large,2025-06-16,Victoria Island,23.354316299600427,24.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,3.25,3.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,0.0,1.0,0.0,1.3333333333333333,57.6,30.0,1.0,7.0,2.0,28.5,1.7373686097173273,5.0,6.0,5.0,3.0,4.75,20.6,10.4,0.0,95.0,26.8,41.6
LRG041,Large,2025-06-22,Mushin,21.785711061287486,26.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.25,3.0,3.0,3.0,3.0,3.0,1.4,1.0,0.0,0.0,0.0,0.0,0.3166666666666667,56.1,51.0,0.0,11.0,2.0,53.9,1.3745385256272495,6.0,5.0,4.0,3.0,4.5,21.7,15.5,0.0,95.0,2.4,40.7
LRG042,Large,2025-06-05,Victoria Island,24.52312383088486,22.0,3.0,4.0,2.0,1,0.0,1.0,1.0,0.0,4.0,3.0,5.0,3.0,4.0,3.75,4.0,4.0,5.0,4.0,4.25,1.1,8.0,1.0,1.0,1.0,1.0,2.5166666666666666,100.0,34.0,1.0,4.0,1.0,26.7,2.497129990941144,5.0,4.0,6.0,5.0,5.0,,14.7,10.5,95.0,58.8,54.9
LRG043,Large,2025-08-31,Apapa,19.10208722616539,14.0,3.0,4.0,3.0,1,0.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,3.0,3.5,4.0,5.0,4.0,4.0,4.25,1.1,2.0,1.0,1.0,1.0,1.0,2.0166666666666666,99.7,78.0,1.0,7.0,1.0,19.7,2.336773491670629,7.0,4.0,4.0,4.0,4.75,27.4,17.9,57.4,95.0,31.8,62.5
LRG044,Large,2025-08-02,Ikorodu,23.639769177065915,27.0,4.0,4.0,2.0,1,1.0,0.0,0.0,1.0,2.0,4.0,2.0,5.0,3.0,3.5,5.0,2.0,4.0,3.0,,3.8,,1.0,1.0,1.0,1.0,3.466666666666667,69.5,,1.0,,3.0,15.8,1.899106410062178,5.0,4.0,6.0,5.0,5.0,22.5,16.4,47.7,95.0,16.5,54.1
LRG045,Large,2025-09-20,Mushin,24.178107997688002,17.0,4.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,2.75,2.0,4.0,2.0,3.0,2.75,0.6,6.0,1.0,0.0,0.0,0.0,1.0166666666666666,70.3,46.0,1.0,6.0,2.0,36.7,2.0565594988287788,5.0,4.0,5.0,4.0,4.5,19.8,12.3,0.0,95.0,25.4,42.2
LRG046,Large,2025-04-24,Agege,24.69618032204093,15.0,3.0,3.0,3.0,1,1.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,3.0,3.5,3.0,5.0,3.0,5.0,4.0,1.8,4.0,1.0,0.0,1.0,0.0,1.4666666666666668,86.4,81.0,1.0,3.0,1.0,40.9,2.7644396452849587,4.0,2.0,4.0,2.0,3.0,24.8,13.5,8.5,95.0,40.6,50.2
LRG047,Large,2025-08-17,Mushin,19.275799087720102,24.0,4.0,4.0,1.0,1,1.0,0.0,1.0,0.0,3.0,4.0,4.0,4.0,3.0,3.75,4.0,3.0,5.0,5.0,4.25,2.1,4.0,1.0,0.0,1.0,0.0,1.5166666666666666,87.8,63.0,1.0,8.0,1.0,28.3,2.1820012540831217,4.0,4.0,7.0,4.0,4.75,12.1,8.7,37.5,95.0,16.0,41.5
LRG048,Large,2025-09-06,Ikeja,21.256398822264206,16.0,,4.0,2.0,1,1.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,2.0,3.25,4.0,5.0,4.0,3.0,4.0,1.8,2.0,1.0,0.0,0.0,0.0,0.8833333333333333,72.4,67.0,1.0,3.0,2.0,22.6,2.240622951839402,4.0,4.0,4.0,3.0,3.75,25.3,20.9,29.1,95.0,32.8,57.9
LRG049,Large,2025-10-02,Mushin,23.30386722574583,14.0,3.0,4.0,2.0,1,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,2.5,4.0,4.0,4.0,5.0,4.25,3.1,5.0,,0.0,1.0,0.0,1.7666666666666666,71.3,108.0,1.0,8.0,1.0,28.5,2.182634737869192,4.0,3.0,6.0,5.0,4.5,22.0,14.1,9.0,95.0,32.4,47.7
LRG050,Large,2025-06-14,Apapa,20.331506291734,19.0,3.0,3.0,3.0,1,1.0,1.0,1.0,,2.0,4.0,4.0,4.0,3.0,3.75,4.0,4.0,5.0,4.0,4.25,1.2,5.0,1.0,0.0,1.0,0.0,1.45,81.7,97.0,0.0,11.0,1.0,52.0,1.8249457714104913,5.0,5.0,4.0,5.0,4.75,11.6,8.3,49.6,95.0,19.7,44.2
LRG051,Large,2025-06-19,Lagos Island,28.157466786390696,15.0,3.0,4.0,3.0,1,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,4.25,1.1,6.0,1.0,0.0,1.0,0.0,1.5166666666666666,85.7,121.0,1.0,3.0,1.0,20.5,2.7105538543470478,4.0,4.0,3.0,5.0,4.0,12.2,4.2,6.0,95.0,22.8,33.6
LRG052,Large,2025-05-05,Mushin,19.46047612668936,30.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,2.75,4.0,2.0,3.0,3.0,,0.8,2.0,1.0,0.0,1.0,0.0,1.1333333333333333,75.1,48.0,1.0,5.0,2.0,31.8,2.156213402736355,3.0,3.0,4.0,5.0,3.75,15.9,10.2,0.0,80.1,28.6,36.5
LRG053,Large,2025-04-18,Lagos Island,18.498447238457015,22.0,4.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.5,1.5,1.0,1.0,0.0,0.0,0.0,0.75,51.4,39.0,0.0,13.0,1.0,11.9,0.90749517054464,5.0,4.0,5.0,5.0,4.75,9.7,7.8,0.0,95.0,16.9,32.5
