firm_id,survey_date,subsector,ownership_type,firm_age,num_employees,firm_size,total_assets_mn,export_intensity,knowledge_acquisition,knowledge_assimilation,knowledge_transformation,knowledge_exploitation,knowledge_absorption_avg,task_quality,task_efficiency,task_innovation,task_performance_avg,product_innovation,process_innovation,marketing_innovation,organizational_innovation,innovation_avg,fdi_ownership_pct,roi_pct,roa_pct,revenue_growth_pct,market_share_pct,operational_efficiency,productivity_index,skilled_labor_ratio,training_hours_per_emp,management_quality,iot_adoption,rd_spend_pct,tech_sophistication,erp_adoption,liquidity_ratio,access_to_credit,investment_capacity_mn,tax_incentives_eff,regulatory_stability,infrastructure_support,trade_facilitation,investment_protection,bureaucratic_burden,corruption_experience,policy_consistency,govt_support_utilized,policy_effectiveness_index,fdi_composite,performance_composite,fdi_x_policy,performance_adjusted,fdi_x_policy_x_size
FIRM_0167,2024-01-11,Beverages,Fully Nigerian,4.0,45,Small,283.2,42.3,4.0,3.0,3.0,4.0,3.5,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,0.0,37.16,25.21,36.1,3.83,4.0,150.0,41.5,56.3,4.0,1,5.22,4.0,0,0.55,2.0,24.26,6.0,7.0,5.0,7.0,6.0,1.0,3.0,4.0,1,5.88,0.5249999999999999,0.855925,3.0869999999999993,0.9219373482115626,1.0187099999999998
FIRM_0168,2024-04-27,Grain Milling,Fully Nigerian,7.0,104,Medium,477.57,32.4,3.0,3.0,3.0,4.0,3.25,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.5,0.0,49.7,35.83,58.95,4.13,3.0,150.0,26.9,26.3,4.0,1,3.49,4.0,1,0.5,4.0,80.33,5.0,5.0,7.0,7.0,5.0,1.0,3.0,5.0,1,5.75,0.4724999999999999,0.863825,2.7168749999999995,0.881994612917719,1.8203062499999998
FIRM_0169,2024-04-22,Dairy Processing,Fully Nigerian,12.0,319,Large,1763.49,52.4,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.67,1.0,3.0,4.0,3.0,2.75,0.0,37.71,19.86,36.06,36.83,4.0,150.0,32.3,63.3,4.0,0,2.63,4.0,1,0.89,4.0,243.65,6.0,7.0,3.0,4.0,6.0,3.0,3.0,6.0,1,5.25,0.40249999999999997,0.843925,2.1131249999999997,0.8110084116112707,2.1131249999999997
FIRM_0170,2024-01-04,Fish Processing,Fully Nigerian,15.0,55,Medium,214.11,68.4,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.33,4.0,4.0,3.0,3.0,3.5,0.0,38.39,26.7,45.71,3.75,3.0,150.0,16.8,42.9,3.0,1,3.75,4.0,0,0.5,4.0,49.72,5.0,5.0,3.0,7.0,6.0,5.0,3.0,6.0,1,5.0,0.45499999999999996,0.812725,2.275,0.7927195200343866,1.52425
FIRM_0171,2024-02-06,Fruits & Vegetables,Fully Nigerian,10.0,76,Medium,383.9,35.9,4.0,3.0,2.0,2.0,2.75,4.0,4.0,3.0,3.67,3.0,2.0,3.0,4.0,3.0,0.0,39.5,22.61,35.9,9.13,5.0,150.0,35.0,50.8,4.0,1,2.48,5.0,1,1.16,4.0,99.73,7.0,4.0,4.0,6.0,4.0,1.0,2.0,4.0,1,5.25,0.40249999999999997,0.905275,2.1131249999999997,0.8998244978287552,1.41579375
FIRM_0172,2024-01-31,Dairy Processing,Foreign Subsidiary,16.0,1716,Large,9902.66,59.1,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,93.6,41.1,25.15,44.83,31.7,4.0,150.0,60.8,57.7,4.0,0,3.21,5.0,1,1.24,4.0,1820.65,6.0,7.0,4.0,6.0,5.0,3.0,2.0,6.0,1,5.62,0.8408,0.8656250000000001,4.725296,1.1134951914090703,4.725296
FIRM_0173,2024-04-27,Meat Processing,Fully Nigerian,4.0,71,Medium,369.82,38.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.5,0.0,38.64,26.49,41.58,7.74,4.0,150.0,30.2,37.1,4.0,1,3.39,4.0,1,0.76,3.0,0.0,6.0,3.0,3.0,7.0,3.0,3.0,3.0,4.0,0,4.5,0.45499999999999996,0.862825,2.0475,0.8660305287552785,1.371825
FIRM_0174,2024-02-04,Grain Milling,Foreign Majority,39.0,3367,Large,14922.99,12.6,4.0,3.0,3.0,3.0,3.25,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.75,62.1,41.76,33.06,34.93,14.72,5.0,,58.9,41.8,4.0,0,3.05,3.0,1,1.2,4.0,2648.75,7.0,3.0,3.0,5.0,6.0,4.0,2.0,6.0,1,5.0,0.6762999999999999,0.9370499999999999,3.3814999999999995,1.06654096665498,3.3814999999999995
FIRM_0175,2024-01-17,Fruits & Vegetables,Foreign Majority,11.0,292,Large,2362.64,65.6,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.67,5.0,4.0,3.0,3.0,3.75,57.6,36.83,26.89,41.03,34.03,4.0,150.0,35.2,50.6,3.0,0,3.06,3.0,1,1.05,5.0,317.93,5.0,2.0,5.0,6.0,7.0,3.0,3.0,4.0,1,4.88,0.7152999999999999,0.8593,3.4906639999999998,0.9852634545416455,3.4906639999999998
FIRM_0176,2024-06-18,Grain Milling,Nigerian Majority JV,30.0,7,Micro,131.65,9.4,3.0,3.0,3.0,4.0,3.25,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,40.9,38.53,27.03,52.14,1.26,4.0,150.0,58.6,63.4,4.0,0,3.88,3.0,0,0.87,3.0,0.0,4.0,7.0,5.0,5.0,5.0,4.0,3.0,4.0,1,4.88,0.6301999999999999,0.8639,3.0753759999999994,0.94735545745055,0.0
FIRM_0177,2024-02-06,Fruits & Vegetables,Fully Nigerian,16.0,125,Medium,756.84,39.8,2.0,3.0,2.0,3.0,2.5,2.0,3.0,3.0,2.67,4.0,4.0,3.0,3.0,3.5,0.0,29.87,20.85,43.43,14.16,3.0,150.0,39.0,43.5,3.0,0,2.96,4.0,1,0.74,3.0,138.6,6.0,7.0,3.0,5.0,5.0,3.0,3.0,5.0,1,5.12,0.41999999999999993,0.7768,2.1504,0.7830854386849455,1.440768
FIRM_0178,2024-09-20,Beverages,Foreign Majority,18.0,351,Large,1916.96,11.6,3.0,5.0,4.0,5.0,4.25,4.0,3.0,4.0,3.67,5.0,5.0,5.0,4.0,4.75,87.3,40.04,25.89,47.66,20.11,4.0,150.0,55.5,57.3,4.0,0,4.3,4.0,1,0.58,4.0,72.47,4.0,5.0,5.0,6.0,7.0,1.0,3.0,5.0,1,5.5,0.8918999999999999,0.864825,4.905449999999999,1.0658584880498558,4.905449999999999
FIRM_0179,2024-05-01,Oil & Fats,Nigerian Majority JV,19.0,338,Large,1962.37,12.8,3.0,3.0,3.0,4.0,3.25,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.75,26.1,47.85,31.86,46.59,24.02,4.0,150.0,36.3,43.2,4.0,1,4.25,5.0,1,2.6,3.0,858.4,5.0,6.0,5.0,7.0,6.0,1.0,3.0,7.0,0,6.0,0.5682999999999999,0.899275,3.4097999999999997,1.0114439447620651,3.4097999999999997
FIRM_0180,2024-05-22,Dairy Processing,Foreign Subsidiary,17.0,499,Large,1675.44,32.1,4.0,4.0,2.0,3.0,3.25,3.0,4.0,3.0,3.33,4.0,4.0,2.0,3.0,3.25,99.5,39.93,29.23,40.67,18.8,4.0,150.0,64.7,64.5,4.0,0,2.79,3.0,1,0.84,5.0,184.72,4.0,5.0,3.0,6.0,5.0,3.0,3.0,5.0,1,4.75,0.7535000000000001,0.8729,3.5791250000000003,1.0149833321094002,3.5791250000000003
FIRM_0181,2024-09-05,Beverages,Foreign Subsidiary,20.0,188,Medium,868.6,28.5,4.0,4.0,4.0,3.0,3.75,4.0,4.0,5.0,4.33,4.0,4.0,5.0,5.0,4.5,98.2,47.43,29.04,60.0,6.72,4.0,150.0,74.7,72.1,4.0,0,3.72,5.0,0,1.08,3.0,126.8,7.0,3.0,6.0,6.0,7.0,3.0,2.0,4.0,1,5.5,0.8720999999999999,0.891175,4.796549999999999,1.1916553960591225,3.2136884999999995
FIRM_0182,2024-04-19,Dairy Processing,Fully Nigerian,35.0,21,Small,86.01,45.0,4.0,3.0,2.0,4.0,3.25,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.75,0.0,46.17,34.1,41.49,3.81,4.0,,31.0,64.3,4.0,1,3.06,4.0,0,1.34,4.0,0.0,5.0,7.0,5.0,7.0,6.0,2.0,2.0,5.0,0,5.88,0.48999999999999994,0.900675,2.8811999999999998,0.9323433972763178,0.950796
FIRM_0183,2024-03-08,Oil & Fats,Fully Nigerian,14.0,65,Medium,368.66,,3.0,2.0,5.0,1.0,2.75,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,36.83,24.62,45.69,7.55,4.0,150.0,31.4,52.4,5.0,1,2.47,4.0,0,0.69,4.0,57.38,5.0,7.0,5.0,6.0,5.0,5.0,3.0,5.0,1,5.12,0.40249999999999997,0.8536250000000001,2.0608,0.8051834237328274,1.380736
FIRM_0184,2024-08-30,Confectionery,Joint Venture,21.0,21,Small,170.46,10.0,3.0,3.0,4.0,3.0,3.25,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.5,49.6,40.71,30.97,25.49,2.41,4.0,150.0,45.1,55.4,4.0,0,2.83,4.0,1,1.14,4.0,16.1,4.0,4.0,6.0,6.0,5.0,3.0,4.0,5.0,1,4.88,0.6213,0.8792,3.0319439999999998,0.8977779998297293,1.00054152
FIRM_0185,2024-05-04,Grain Milling,Nigerian Majority JV,11.0,28,Small,166.61,17.5,4.0,4.0,3.0,2.0,3.25,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.5,36.3,35.75,27.91,33.83,2.4,5.0,150.0,58.7,40.3,4.0,0,3.65,5.0,1,2.45,3.0,64.28,5.0,5.0,7.0,5.0,6.0,1.0,3.0,5.0,1,5.62,0.6514,0.90915,3.660868,1.0128786787153736,1.20808644
FIRM_0186,2024-08-30,Fruits & Vegetables,Joint Venture,39.0,104,Medium,888.52,31.1,4.0,3.0,3.0,3.0,3.25,4.0,4.0,3.0,3.67,5.0,3.0,5.0,4.0,4.25,,50.0,29.98,30.27,12.18,4.0,150.0,40.9,50.0,3.0,1,3.68,5.0,0,0.5,3.0,27.28,6.0,5.0,4.0,7.0,5.0,2.0,3.0,7.0,1,5.62,0.6711,0.89995,3.7715820000000004,1.0471878240116712,2.5269599400000002
FIRM_0187,2024-07-27,Bakery Products,Joint Venture,7.0,342,Large,2593.01,30.7,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,3.75,51.2,41.92,27.6,51.66,37.55,5.0,150.0,45.1,43.2,5.0,1,3.19,4.0,1,2.45,4.0,976.97,7.0,5.0,4.0,4.0,7.0,1.0,3.0,4.0,1,5.38,0.6260999999999999,0.9238,3.3684179999999992,1.0186584747381369,3.3684179999999992
FIRM_0188,2024-04-07,Fish Processing,Fully Nigerian,51.0,84,Medium,555.44,31.6,3.0,4.0,4.0,3.0,3.5,3.0,3.0,4.0,3.33,4.0,3.0,4.0,3.0,3.5,0.0,41.89,26.76,16.69,11.26,3.0,150.0,44.6,36.7,4.0,1,3.41,3.0,0,1.4,4.0,75.45,4.0,4.0,7.0,7.0,7.0,4.0,2.0,6.0,1,5.62,0.48999999999999994,0.821625,2.7537999999999996,0.8482883589274149,1.8450459999999997
FIRM_0189,2024-02-18,Meat Processing,Joint Venture,12.0,14,Small,114.54,44.9,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,3.5,41.2,45.51,26.42,39.33,2.73,4.0,150.0,43.8,60.6,5.0,1,3.82,3.0,1,0.55,3.0,13.39,5.0,5.0,6.0,7.0,6.0,1.0,2.0,5.0,1,5.88,0.5786,0.8798250000000001,3.402168,0.9913120153404044,1.1227154400000001
FIRM_0190,2024-02-19,Grain Milling,Fully Nigerian,4.0,89,Medium,697.77,49.9,2.0,3.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.5,0.0,41.3,25.81,16.71,13.13,3.0,,41.4,38.0,3.0,1,3.57,3.0,1,0.5,2.0,75.43,7.0,5.0,5.0,7.0,,3.0,2.0,6.0,1,5.88,0.41999999999999993,0.817775,2.4695999999999994,0.8509220224644328,1.6546319999999997
FIRM_0191,2024-08-08,Dairy Processing,Fully Nigerian,13.0,305,Large,879.82,38.0,4.0,3.0,3.0,5.0,3.75,3.0,4.0,4.0,3.67,4.0,3.0,4.0,4.0,3.75,0.0,39.06,34.67,31.24,27.59,5.0,150.0,20.9,69.5,3.0,0,3.38,3.0,1,2.44,2.0,394.58,,6.0,4.0,7.0,5.0,3.0,3.0,7.0,1,5.75,0.5249999999999999,0.9343250000000001,3.0187499999999994,1.013133785891328,3.0187499999999994
FIRM_0192,2024-06-30,Confectionery,Foreign Majority,7.0,71,Medium,509.61,38.8,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.25,77.5,39.27,29.32,37.1,3.98,5.0,150.0,51.2,68.8,3.0,1,3.45,5.0,1,1.66,4.0,167.19,5.0,5.0,4.0,6.0,5.0,3.0,3.0,4.0,1,4.88,0.8099999999999999,0.921475,3.9527999999999994,1.1016984845511322,2.648376
FIRM_0193,2024-08-04,Oil & Fats,Foreign Majority,24.0,189,Medium,576.42,32.6,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.67,4.0,5.0,3.0,4.0,4.0,53.0,28.41,25.64,51.09,4.38,4.0,150.0,60.7,65.6,4.0,1,3.82,4.0,1,0.78,3.0,71.94,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,1,4.62,0.7189999999999999,0.835125,3.3217799999999995,0.9494940963359056,2.2255925999999997
FIRM_0194,2024-07-29,Fruits & Vegetables,Fully Nigerian,7.0,55,Medium,421.12,63.4,3.0,4.0,2.0,4.0,3.25,3.0,4.0,4.0,3.67,3.0,4.0,2.0,3.0,3.0,0.0,46.08,34.74,50.13,3.91,4.0,150.0,23.2,58.6,4.0,0,2.63,3.0,1,0.6,4.0,37.5,7.0,5.0,3.0,5.0,6.0,4.0,2.0,5.0,1,5.12,0.4375,0.90205,2.24,0.850637156665452,1.5008000000000001
FIRM_0195,2024-08-27,Beverages,Fully Nigerian,9.0,34,Small,174.91,30.2,4.0,4.0,4.0,3.0,3.75,4.0,4.0,5.0,4.33,5.0,4.0,5.0,5.0,4.75,0.0,42.54,27.55,35.29,2.65,4.0,150.0,28.5,51.3,5.0,1,3.84,5.0,0,0.55,3.0,30.1,5.0,5.0,6.0,7.0,6.0,3.0,2.0,5.0,1,5.62,0.595,0.8752249999999999,3.3439,0.984096221174803,1.103487
FIRM_0196,2024-01-28,Beverages,Joint Venture,3.0,167,Medium,1247.67,35.3,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.25,56.3,43.61,29.38,53.06,14.28,3.0,150.0,49.5,68.6,4.0,0,3.52,3.0,1,0.75,3.0,178.7,4.0,5.0,2.0,5.0,4.0,1.0,3.0,7.0,1,4.88,0.6063999999999999,0.832475,2.9592319999999996,0.8979736941523749,1.9826854399999998
FIRM_0197,2024-02-20,Bakery Products,Fully Nigerian,8.0,47,Small,405.61,19.6,4.0,3.0,3.0,3.0,3.25,4.0,3.0,3.0,3.33,3.0,5.0,4.0,3.0,3.75,0.0,20.59,16.18,35.69,1.94,4.0,150.0,20.1,52.9,4.0,1,3.21,3.0,1,0.8,3.0,11.46,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,1,3.75,0.48999999999999994,0.791925,1.8374999999999997,0.7571633360892861,0.6063749999999999
FIRM_0198,2024-02-01,Confectionery,Joint Venture,2.0,86,Medium,280.29,19.5,3.0,3.0,5.0,3.0,3.5,4.0,4.0,3.0,3.67,4.0,3.0,5.0,3.0,3.75,56.5,30.7,22.8,37.74,7.82,4.0,150.0,42.8,58.0,4.0,0,3.12,4.0,1,0.97,5.0,85.94,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,1,4.5,0.6769999999999999,0.83375,3.0464999999999995,0.8975107283139357,2.041155
FIRM_0199,2024-07-25,Confectionery,Fully Nigerian,3.0,20,Small,163.33,12.0,3.0,3.0,3.0,4.0,3.25,4.0,5.0,4.0,4.33,4.0,4.0,3.0,3.0,3.5,0.0,34.41,22.35,29.16,4.34,5.0,150.0,31.1,46.0,4.0,1,3.83,3.0,1,0.5,3.0,0.0,5.0,4.0,7.0,5.0,6.0,4.0,3.0,6.0,1,5.25,0.4724999999999999,0.8918999999999999,2.4806249999999994,0.9086606445314459,0.8186062499999999
FIRM_0200,2024-06-22,Bakery Products,Foreign Majority,22.0,87,Medium,756.78,43.2,4.0,3.0,3.0,4.0,3.5,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.75,60.0,39.34,23.01,30.54,13.54,4.0,150.0,48.5,45.7,4.0,0,4.16,3.0,1,0.53,3.0,82.98,7.0,3.0,4.0,6.0,7.0,2.0,3.0,6.0,1,5.5,0.6874999999999999,0.855875,3.7812499999999996,1.0116739913970534,2.5334375
FIRM_0201,2024-02-25,Fruits & Vegetables,Foreign Majority,23.0,353,Large,1742.93,29.2,4.0,4.0,4.0,3.0,3.75,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.75,63.3,46.15,40.0,34.05,29.17,5.0,150.0,61.8,62.3,4.0,0,3.21,4.0,1,0.72,5.0,215.31,6.0,5.0,5.0,4.0,7.0,1.0,2.0,5.0,1,5.62,0.7148999999999999,0.965375,4.017738,1.200759762492528,4.017738
FIRM_0202,2024-05-07,Dairy Processing,Fully Nigerian,17.0,54,Medium,419.2,22.2,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.67,3.0,3.0,4.0,3.0,3.25,0.0,35.63,24.52,37.15,6.32,4.0,150.0,45.4,52.2,4.0,1,2.82,4.0,1,3.05,3.0,158.21,5.0,6.0,3.0,5.0,6.0,1.0,3.0,5.0,1,5.25,0.4375,0.850375,2.296875,0.8108135356275761,1.5389062500000001
FIRM_0203,2024-04-08,Grain Milling,Fully Nigerian,6.0,364,Large,2033.86,49.2,3.0,3.0,4.0,3.0,3.25,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.5,0.0,45.5,30.87,38.42,11.35,5.0,150.0,21.4,44.6,4.0,0,3.23,5.0,1,1.04,4.0,240.16,5.0,5.0,6.0,7.0,7.0,3.0,3.0,6.0,0,5.75,0.4724999999999999,0.940925,2.7168749999999995,1.0045860857660096,2.7168749999999995
FIRM_0204,2024-04-07,Confectionery,Fully Nigerian,12.0,35,Small,185.82,8.5,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,0.0,37.26,26.42,56.23,0.89,4.0,150.0,31.1,35.6,4.0,1,3.86,5.0,0,0.5,3.0,0.71,5.0,4.0,7.0,5.0,6.0,3.0,3.0,7.0,0,5.5,0.49,0.8592,2.695,0.9322567128198401,0.88935
FIRM_0205,2024-10-01,Fish Processing,Fully Nigerian,12.0,69,Medium,304.65,17.1,5.0,3.0,4.0,3.0,3.75,5.0,4.0,4.0,4.33,5.0,5.0,5.0,4.0,4.75,0.0,47.98,32.86,50.0,4.85,4.0,150.0,36.7,44.8,5.0,1,3.83,4.0,1,0.5,3.0,0.0,7.0,5.0,6.0,5.0,6.0,1.0,2.0,7.0,0,6.12,0.595,0.9020999999999999,3.6414,1.004458001235156,2.439738
FIRM_0206,2024-08-17,Dairy Processing,Nigerian Majority JV,5.0,228,Medium,755.02,32.8,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.25,,43.5,30.82,20.69,7.04,4.0,150.0,53.8,62.0,4.0,0,3.05,3.0,1,2.42,4.0,265.15,5.0,3.0,4.0,7.0,5.0,1.0,2.0,7.0,0,5.5,0.5239,0.8857999999999999,2.88145,0.9424548650536305,1.9305715
FIRM_0207,2024-03-12,Dairy Processing,Fully Nigerian,41.0,17,Small,143.27,31.5,4.0,3.0,4.0,3.0,3.5,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.75,0.0,43.2,34.1,44.67,3.06,4.0,150.0,37.2,48.9,5.0,1,4.53,4.0,0,1.88,2.0,0.0,5.0,7.0,2.0,5.0,6.0,3.0,2.0,5.0,1,5.12,0.5075,0.8932500000000001,2.5984,0.9351568057989603,0.857472
FIRM_0208,2024-08-04,Fruits & Vegetables,Foreign Subsidiary,25.0,17,Small,103.35,83.9,,3.0,2.0,5.0,3.5,4.0,3.0,3.0,3.33,3.0,3.0,4.0,3.0,3.25,96.0,37.82,26.1,27.87,1.04,4.0,150.0,61.7,51.6,4.0,0,2.75,4.0,0,0.65,3.0,165.74,6.0,6.0,5.0,7.0,7.0,1.0,3.0,7.0,1,6.25,0.7605,0.8597999999999999,4.753125,1.1460111473453523,1.56853125
FIRM_0209,2024-04-03,Dairy Processing,Fully Nigerian,10.0,15,Small,130.16,5.7,4.0,4.0,3.0,4.0,3.75,4.0,5.0,4.0,4.33,3.0,4.0,4.0,4.0,3.75,0.0,48.78,30.66,32.83,1.34,5.0,150.0,36.7,72.0,5.0,1,4.2,4.0,0,1.22,3.0,76.75,6.0,6.0,4.0,5.0,6.0,4.0,3.0,5.0,1,5.12,0.5249999999999999,0.9486,2.6879999999999997,1.0567456594491256,0.8870399999999999
FIRM_0210,2024-05-22,Grain Milling,Joint Venture,12.0,218,Medium,1131.35,52.2,4.0,3.0,5.0,3.0,3.75,5.0,3.0,5.0,4.33,5.0,4.0,4.0,4.0,4.25,45.7,41.45,28.53,33.29,5.45,4.0,150.0,50.4,46.3,5.0,0,4.9,5.0,0,1.12,3.0,193.68,4.0,5.0,4.0,6.0,6.0,1.0,3.0,4.0,1,5.12,0.6970999999999999,0.87495,3.569152,0.9717547268945087,2.39133184
FIRM_0211,2024-08-24,Fish Processing,Joint Venture,14.0,29,Small,194.01,11.1,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.67,4.0,4.0,4.0,4.0,4.0,51.8,35.07,23.16,35.59,3.32,4.0,150.0,36.3,42.7,4.0,0,3.36,5.0,0,0.86,4.0,91.65,7.0,4.0,6.0,7.0,7.0,3.0,3.0,5.0,1,5.75,0.6454,0.845575,3.7110499999999997,0.9738159556606759,1.2246465
FIRM_0212,2024-05-07,Fruits & Vegetables,Joint Venture,2.0,910,Large,6599.59,22.7,3.0,3.0,3.0,5.0,3.5,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.75,46.0,43.31,34.59,26.48,26.69,4.0,150.0,45.7,47.3,5.0,1,3.7,4.0,1,0.5,5.0,530.22,6.0,5.0,4.0,6.0,6.0,3.0,2.0,7.0,1,5.62,0.6455,0.8947499999999999,3.62771,1.0362189748698527,3.62771
FIRM_0213,2024-02-08,Fruits & Vegetables,Foreign Majority,10.0,75,Medium,630.4,12.3,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.33,5.0,4.0,3.0,3.0,3.75,53.1,42.52,33.28,41.14,10.09,5.0,150.0,60.5,76.2,5.0,1,3.14,4.0,1,0.5,3.0,0.0,6.0,5.0,5.0,4.0,5.0,3.0,2.0,6.0,1,5.25,0.7018,0.9395,3.68445,1.10627077191021,2.4685815
FIRM_0214,2024-08-14,Grain Milling,Foreign Majority,7.0,185,Medium,866.99,3.1,2.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.33,3.0,3.0,4.0,3.0,3.25,51.1,37.69,26.71,30.47,6.46,4.0,150.0,43.3,69.9,4.0,0,3.27,4.0,1,1.55,3.0,170.3,5.0,5.0,5.0,5.0,7.0,3.0,3.0,5.0,1,5.25,0.5908,0.861,3.1017,0.948023799118066,2.078139
FIRM_0215,2024-02-20,Fruits & Vegetables,Fully Nigerian,5.0,297,Large,2152.11,51.5,3.0,3.0,1.0,2.0,2.25,3.0,3.0,2.0,2.67,3.0,5.0,3.0,3.0,3.5,0.0,50.0,31.16,44.61,20.03,3.0,150.0,31.3,50.0,3.0,1,3.6,4.0,1,1.14,5.0,419.48,6.0,5.0,4.0,6.0,5.0,2.0,2.0,6.0,1,5.5,0.40249999999999997,0.8529,2.2137499999999997,0.8241034844964076,2.2137499999999997
FIRM_0216,2024-01-26,Grain Milling,Nigerian Majority JV,10.0,496,Large,3344.04,15.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.75,13.9,45.64,28.27,57.38,10.92,3.0,150.0,31.7,57.8,3.0,0,3.14,3.0,1,0.5,4.0,202.78,6.0,7.0,3.0,6.0,6.0,2.0,2.0,6.0,1,5.75,0.5142,0.834775,2.95665,0.8742756426249667,2.95665
FIRM_0217,2024-01-08,Beverages,Foreign Subsidiary,51.0,2641,Large,14394.15,60.2,5.0,4.0,4.0,4.0,4.25,4.0,4.0,5.0,4.33,4.0,5.0,3.0,4.0,4.0,97.9,37.92,26.59,35.93,16.13,3.0,150.0,36.2,56.7,5.0,1,3.83,4.0,1,1.83,5.0,3970.96,5.0,7.0,5.0,7.0,6.0,2.0,3.0,5.0,1,5.75,0.8712,0.811275,5.009399999999999,1.0209394276360657,5.009399999999999
FIRM_0218,2024-02-17,Bakery Products,Nigerian Majority JV,20.0,206,Medium,1660.27,,3.0,4.0,3.0,3.0,3.25,5.0,4.0,4.0,4.33,4.0,4.0,4.0,4.0,4.0,47.5,41.25,29.88,38.43,14.65,5.0,150.0,44.5,72.0,5.0,1,4.04,4.0,0,2.36,4.0,621.47,5.0,4.0,6.0,6.0,6.0,2.0,3.0,5.0,0,5.38,0.6499999999999999,0.927825,3.4969999999999994,1.0004054557282431,2.34299
FIRM_0219,2024-05-01,Fruits & Vegetables,Fully Nigerian,8.0,168,Medium,604.31,56.8,2.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.5,0.0,33.63,22.42,15.6,14.89,5.0,150.0,33.0,52.7,4.0,0,3.02,3.0,1,1.02,4.0,79.43,5.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,0,4.62,0.45499999999999996,0.890125,2.1021,0.8335730802067636,1.4084070000000002
FIRM_0220,2024-03-26,Confectionery,Joint Venture,19.0,104,Medium,303.22,20.7,3.0,4.0,3.0,3.0,3.25,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.75,48.5,43.84,29.25,39.98,11.66,5.0,150.0,39.4,61.0,4.0,0,3.09,4.0,1,0.84,4.0,45.82,5.0,6.0,4.0,3.0,6.0,1.0,2.0,6.0,0,5.38,0.6355,0.932725,3.4189899999999995,1.08655844297517,2.2907233
FIRM_0221,2024-07-27,Fruits & Vegetables,Nigerian Majority JV,37.0,128,Medium,978.22,24.3,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.67,2.0,4.0,4.0,4.0,3.5,30.0,44.65,29.48,46.06,14.92,4.0,150.0,27.5,48.9,4.0,1,2.85,4.0,0,0.5,5.0,114.96,,4.0,3.0,7.0,6.0,3.0,3.0,5.0,1,5.12,0.5449999999999999,0.885325,2.7903999999999995,0.9576826746308817,1.869568
