sample_id,temperature,cooling_rate,porosity,material,tec_mismatch,stress,strain,stress_hotspot_density,crack_risk,delamination_probability,material_E,material_nu,material_alpha,material_density,stress_strain_ratio,thermal_gradient,porosity_stress_factor
9040,1243.585802923736,7.373763441752828,0.11920878392843244,silica,2.3e-06,31094.183188114337,4.4420261697306195e-07,0.08,5.50108324547434e-06,0.002371495023651258,70000000000.0,0.17,5e-07,2200,69984244972.38461,0.7373763441752829,1.238417567856865
9041,1294.8877046176874,3.972949204298989,0.10154659320373595,zirconia,2.3e-06,1209158.4534823012,6.045792267411506e-06,0.11,7.273651483357763e-05,0.052156032314612064,200000000000.0,0.31,1.05e-05,6100,199996691968.84174,0.39729492042989895,1.2030931864074719
9042,1492.8211758095713,2.6221028663661508,0.06972273232603086,titanium,2.3e-06,375834.7441791484,3.4166794925377126e-06,0.08,3.893119951941805e-05,0.0050685587051527365,110000000000.0,0.34,8.6e-06,4500,109996780594.11678,0.2622102866366151,1.1394454646520618
9043,1277.0494723701177,5.59356060268089,0.14641597650228036,silica,2.3e-06,23587.303746244717,3.3696148208921025e-07,0.11,4.35634570976705e-06,0.0013970552259977833,70000000000.0,0.17,5e-07,2200,69979232275.49878,0.559356060268089,1.2928319530045607
9044,1336.83816268399,5.545574057619964,0.025091373035161523,alumina,2.3e-06,2130780.185985517,5.758865367528425e-06,0.09,6.047861045920281e-05,0.04509993110524409,370000000000.0,0.22,8.1e-06,3950,369993575234.8488,0.5545574057619964,1.050182746070323
9045,1209.006067715201,2.2330992581958555,0.03895268159769557,silica,2.3e-06,9416.683618898187,1.3452405169854552e-07,0.07,1.450041968046363e-06,0.000759724270772425,70000000000.0,0.17,5e-07,2200,69948003347.75487,0.22330992581958556,1.0779053631953912
9046,1319.1682588698698,2.817064505196009,0.05778376540443296,zirconia,2.3e-06,857367.4581031332,4.286837290515667e-06,0.06,4.7822564911599314e-05,0.024799353219328767,200000000000.0,0.31,1.05e-05,6100,199995334664.66974,0.2817064505196009,1.115567530808866
9047,1371.3960046299308,4.6734819841139945,0.04200009077830742,alumina,2.3e-06,1795695.5777422616,4.853231291195302e-06,0.09,5.2609036007919517e-05,0.02892303211726428,370000000000.0,0.22,8.1e-06,3950,369992376370.4185,0.46734819841139946,1.084000181556615
9048,1485.9373837523895,4.679302711530838,0.09756187955284157,titanium,2.3e-06,670700.0553194202,6.097273230176547e-06,0.11,7.286996103143047e-05,0.009978738453852073,110000000000.0,0.34,8.6e-06,4500,109998195944.45268,0.4679302711530838,1.1951237591056831
9049,1355.0208134820193,3.8580232565771624,0.015537102107075734,zirconia,2.3e-06,1174180.99113218,5.8709049556609e-06,0.09,6.05333865517498e-05,0.019841258447043358,200000000000.0,0.31,1.05e-05,6100,199996593428.18628,0.38580232565771627,1.0310742042141514
9050,1445.7321978533064,2.3369063635898284,0.03484114979827822,alumina,2.3e-06,897911.3297023996,2.426787377574053e-06,0.09,2.5958915026753096e-05,0.010543326454210621,370000000000.0,0.22,8.1e-06,3950,369984754133.8993,0.23369063635898285,1.0696822995965565
9051,1364.1382927706702,1.0393631119088158,0.05106861327220461,silica,2.3e-06,4382.856496001031,6.261223565715758e-08,0.05,6.900727575492463e-07,7.87526352014421e-05,70000000000.0,0.17,5e-07,2200,69888379039.1676,0.10393631119088159,1.1021372265444092
9052,1212.2355040306554,9.732115561852185,0.10566840851110429,alumina,2.3e-06,3739378.248573205,1.0106427698846499e-05,0.08,0.00012242287960185803,0.3736550038625018,370000000000.0,0.22,8.1e-06,3950,369996338999.7928,0.9732115561852185,1.2113368170222085
9053,1294.5024825569321,9.491493067335343,0.1326210835613579,zirconia,2.3e-06,2888715.2813629312,1.4443576406814657e-05,0.09,0.00018274621913960703,0.1379730973944277,200000000000.0,0.31,1.05e-05,6100,199998615310.98892,0.9491493067335344,1.2652421671227159
9054,1372.6648523493309,5.352853412585216,0.12178884787742761,alumina,2.3e-06,2056730.984297166,5.558732389992341e-06,0.09,6.912715616864555e-05,0.04349441778064906,370000000000.0,0.22,8.1e-06,3950,369993343925.9534,0.5352853412585217,1.2435776957548552
9055,1485.1781897793373,9.955465779475052,0.03549133065503568,silica,2.3e-06,41980.87979296709,5.997268541852442e-07,0.11,6.4229706235443e-06,0.000494306662225746,70000000000.0,0.17,5e-07,2200,69988329965.63731,0.9955465779475052,1.0709826613100715
9056,1457.73910792537,7.062888977040189,0.08915680618174966,alumina,2.3e-06,2713779.2646396724,7.334538553080196e-06,0.08,8.64238661749928e-05,0.03923538724227324,370000000000.0,0.22,8.1e-06,3950,369994955443.3075,0.7062888977040189,1.1783136123634994
9057,1268.5066842536544,1.6197178384678739,0.014203170348256213,silica,2.3e-06,6830.1354634187455,9.757336376312494e-08,0.03,1.00345065977085e-06,0.0002724541517988922,70000000000.0,0.17,5e-07,2200,69928332559.35594,0.1619717838467874,1.0284063406965125
9058,1266.032949005749,2.0594637917436462,0.05347514854940056,alumina,2.3e-06,791309.356904578,2.1386739375799408e-06,0.09,2.3674057506015782e-05,0.038288045884372866,370000000000.0,0.22,8.1e-06,3950,369982700368.9591,0.20594637917436465,1.1069502970988012
9059,1260.3518901341702,9.244997594826739,0.12283773127596573,silica,2.3e-06,38984.92961673927,5.569275659534181e-07,0.07,6.937510033269454e-06,0.0025429339542797184,70000000000.0,0.17,5e-07,2200,69987433296.97154,0.9244997594826739,1.2456754625519315
9060,1476.7496688907509,6.670469819346656,0.07393319992406752,silica,2.3e-06,28128.48719001602,4.018355312859432e-07,0.1,4.612535046282583e-06,0.00038526632524921156,70000000000.0,0.17,5e-07,2200,69982584271.71739,0.6670469819346656,1.147866399848135
9061,1455.7998459305163,8.58865263991616,0.03099178511861684,silica,2.3e-06,36217.20992735731,5.173887132479616e-07,0.11,5.494583128955186e-06,0.00041829389865679777,70000000000.0,0.17,5e-07,2200,69986473134.92874,0.8588652639916161,1.0619835702372338
9062,1432.4650296758846,9.084426846704599,0.07139747340836376,titanium,2.3e-06,1302101.1813609928,1.1837283466918116e-05,0.12,0.00013527587730031217,0.017669348537170955,110000000000.0,0.34,8.6e-06,4500,109999070740.58801,0.9084426846704599,1.1427949468167276
9063,1317.8205342672682,5.031478101541475,0.03772460956471196,silica,2.3e-06,21217.0763318014,3.031010904543057e-07,0.08,3.2596983104635992e-06,0.0005736283023093332,70000000000.0,0.17,5e-07,2200,69976913011.79192,0.5031478101541474,1.0754492191294238
9064,1351.31421128963,1.4367335641902375,0.06504680410095479,zirconia,2.3e-06,437266.7369274636,2.186333684637318e-06,0.08,2.4707617224051626e-05,0.009429283898236043,200000000000.0,0.31,1.05e-05,6100,199990852683.92062,0.14367335641902376,1.1300936082019095
9065,1339.2995234385457,2.694523140075898,0.07829668618469807,silica,2.3e-06,11362.446976223668,1.6232067108890954e-07,0.09,1.8773901237998544e-06,0.00029011402811845684,70000000000.0,0.17,5e-07,2200,69956902037.4496,0.26945231400758984,1.1565933723693962
9066,1276.0194322678117,1.5991475257219159,0.058938135751543975,titanium,2.3e-06,229211.14535347468,2.083737685031588e-06,0.09,2.329360914133587e-05,0.010252800735076515,110000000000.0,0.34,8.6e-06,4500,109994721277.9196,0.1599147525721916,1.1178762715030879
9067,1351.50841384463,2.698658611286566,0.1411756530607405,titanium,2.3e-06,386807.7342844078,3.516433948040071e-06,0.08,4.5093036661591016e-05,0.010716166876779856,110000000000.0,0.34,8.6e-06,4500,109996871919.8613,0.26986586112865657,1.282351306121481
9068,1209.1489643558264,4.694796338102892,0.08875424165789346,zirconia,2.3e-06,1428851.0594226194,7.144255297113097e-06,0.12,8.41242121932442e-05,0.13910439587850923,200000000000.0,0.31,1.05e-05,6100,199997200587.15332,0.4694796338102892,1.177508483315787
9069,1239.5431120492378,2.063771294634869,0.12800497435256553,silica,2.3e-06,8702.650037616919,1.2432357196595598e-07,0.08,1.5615164324779905e-06,0.0007101618922064039,70000000000.0,0.17,5e-07,2200,69943740563.87068,0.2063771294634869,1.256009948705131
9070,1465.976878850684,2.5005992302480893,0.11650199658778122,titanium,2.3e-06,358419.2230022262,3.258356572747511e-06,0.09,4.017566665387521e-05,0.00567201998478229,110000000000.0,0.34,8.6e-06,4500,109996624168.60425,0.25005992302480895,1.2330039931755625
9071,1425.503930109427,5.012396038645113,0.1025632832974887,titanium,2.3e-06,718443.4322057996,6.531303929143633e-06,0.1,7.871047879517153e-05,0.010868730185585174,110000000000.0,0.34,8.6e-06,4500,109998315829.16638,0.5012396038645113,1.2051265665949775
9072,1326.860522717726,4.061538553496406,0.0795644247623615,alumina,2.3e-06,1560568.0826703499,4.217751574784729e-06,0.04,4.8889175304613124e-05,0.045328917121171,370000000000.0,0.22,8.1e-06,3950,369991227761.4933,0.4061538553496406,1.159128849524723
9073,1355.1451086851632,5.208923117692369,0.010304329729422251,alumina,2.3e-06,2001428.5363748756,5.409266314526691e-06,0.12,5.520744041924971e-05,0.03295798288257664,370000000000.0,0.22,8.1e-06,3950,369993160012.1255,0.5208923117692369,1.0206086594588446
9074,1310.9996657879933,4.862548249831558,0.09588546407729172,zirconia,2.3e-06,1479905.9890791702,7.39952994539585e-06,0.05,8.818544670932048e-05,0.053315231905741,200000000000.0,0.31,1.05e-05,6100,199997297162.13547,0.48625482498315586,1.1917709281545834
9075,1422.2339601482017,6.800302233818951,0.059834043420349675,alumina,2.3e-06,2612885.358301974,7.061852319735065e-06,0.04,7.906930676389315e-05,0.03394582838207155,370000000000.0,0.22,8.1e-06,3950,369994760655.648,0.6800302233818951,1.1196680868406994
9076,1435.2561537696238,9.43470593988269,0.02648670335218463,silica,2.3e-06,39784.90456577038,5.683557795110055e-07,0.06,5.984635213718208e-06,0.00045053759391413064,70000000000.0,0.17,5e-07,2200,69987685937.49539,0.943470593988269,1.0529734067043692
9077,1428.9855570609477,1.9707790459981824,0.07224767690569087,alumina,2.3e-06,757233.9488277632,2.0465782400750355e-06,0.13,2.342299286977353e-05,0.010307759172124066,370000000000.0,0.22,8.1e-06,3950,369981921926.3315,0.19707790459981825,1.1444953538113818
9078,1416.7835174503348,1.8933413437827542,0.11297746511966264,titanium,2.3e-06,271378.9259421949,2.4670811449290442e-06,0.08,3.0245302929262413e-05,0.004246774416414241,110000000000.0,0.34,8.6e-06,4500,109995541470.46617,0.18933413437827543,1.2259549302393253
9079,1261.3513016078386,8.675254999818119,0.14463489125781856,zirconia,2.3e-06,2640294.9999446454,1.3201474999723227e-05,0.1,0.00017020262801778786,0.18202261436822828,200000000000.0,0.31,1.05e-05,6100,199998485029.24835,0.8675254999818119,1.2892697825156372
9080,1301.3909937721437,5.5575703418721325,0.06237468475709148,alumina,2.3e-06,2135389.5275116386,5.771323047328753e-06,0.09,6.491291958745689e-05,0.07509698743287231,370000000000.0,0.22,8.1e-06,3950,369993589102.77466,0.5557570341872132,1.124749369514183
9081,1340.9536304951025,7.89764521211598,0.08598126181869672,zirconia,2.3e-06,2403631.1515135593,1.2018155757567796e-05,0.09,0.00014084828151106425,0.06203124971967172,200000000000.0,0.31,1.05e-05,6100,199998335865.00375,0.789764521211598,1.1719625236373934
9082,1299.2378974282967,2.938797132465533,0.1291742136709019,silica,2.3e-06,12392.518028469116,1.7703597183527308e-07,0.11,2.2277293674184374e-06,0.0005586754941957295,70000000000.0,0.17,5e-07,2200,69960482334.96858,0.2938797132465533,1.2583484273418037
9083,1426.4820600474986,8.459763158507965,0.05675991879300207,silica,2.3e-06,35673.700065997444,5.096242866571063e-07,0.1,5.674767529083044e-06,0.00045797881659957084,70000000000.0,0.17,5e-07,2200,69986267085.59267,0.8459763158507965,1.1135198375860043
9084,1298.8060572749864,9.314619617734262,0.029916014295914152,alumina,2.3e-06,3578963.4608140495,9.67287421841635e-06,0.09,0.00010251621905217797,0.11318169673799876,370000000000.0,0.22,8.1e-06,3950,369996174909.685,0.9314619617734263,1.0598320285918283
9085,1241.469626035601,6.719347139918394,0.049463456372576466,alumina,2.3e-06,2581779.9202994136,6.977783568376793e-06,0.05,7.668074154600166e-05,0.15717549062207217,370000000000.0,0.22,8.1e-06,3950,369994697532.6204,0.6719347139918395,1.0989269127451529
9086,1319.7121356144912,1.95291119326422,0.1358771961731743,alumina,2.3e-06,750368.5700272906,2.0280231622359205e-06,0.11,2.5791473643536634e-05,0.02812619108785662,370000000000.0,0.22,8.1e-06,3950,369981756532.0051,0.195291119326422,1.2717543923463486
9087,1493.9743298347141,9.05765332740705,0.03231503518465728,titanium,2.3e-06,1298263.6435950107,1.1802396759954643e-05,0.12,0.00012565186493077084,0.015080308202036815,110000000000.0,0.34,8.6e-06,4500,109999067993.8132,0.9057653327407049,1.0646300703693146
9088,1267.7644238800729,8.132389546330643,0.05609094854094949,silica,2.3e-06,34293.20893030994,4.899029847187135e-07,0.07,5.448612309305434e-06,0.001647646987598368,70000000000.0,0.17,5e-07,2200,69985714372.7318,0.8132389546330643,1.112181897081899
9089,1383.6475976829688,7.757899988630409,0.07504964347004767,titanium,2.3e-06,1111965.6650370257,1.010877877306387e-05,0.08,0.00011626099258735928,0.018009018699631202,110000000000.0,0.34,8.6e-06,4500,109998911847.66907,0.7757899988630409,1.1500992869400952
9090,1329.891914951912,1.33055370015324,0.1285958512887288,alumina,2.3e-06,511239.67171272566,1.3817288424668262e-06,0.11,1.737098035961249e-05,0.016932932310372326,370000000000.0,0.22,8.1e-06,3950,369973223890.7867,0.133055370015324,1.2571917025774577
9091,1221.307370294798,8.190662727312741,0.14127985971141646,silica,2.3e-06,34538.93921155976,4.934134173079965e-07,0.06,6.328321740620052e-06,0.0035191833101787078,70000000000.0,0.17,5e-07,2200,69985815988.47266,0.8190662727312742,1.2825597194228329
9092,1346.3629817994179,2.241559094215213,0.06961344334865567,titanium,2.3e-06,321290.13683751394,2.9208194257955813e-06,0.09,3.327476021054129e-05,0.007405451656385974,110000000000.0,0.34,8.6e-06,4500,109996234062.50003,0.2241559094215213,1.1392268866973114
9093,1410.6492985944938,3.0014755857719955,0.1404735667694922,titanium,2.3e-06,430211.5006273195,3.911013642066541e-06,0.09,5.009801714036999e-05,0.007323782204191955,110000000000.0,0.34,8.6e-06,4500,109997187501.82002,0.30014755857719955,1.2809471335389844
9094,1353.9659927483456,6.194213513823318,0.03260427328008564,zirconia,2.3e-06,1885195.4172505753,9.425977086252877e-06,0.08,0.00010040631351956904,0.03474299245941673,200000000000.0,0.31,1.05e-05,6100,199997878226.56052,0.6194213513823318,1.0652085465601713
9095,1461.6318191239743,3.3848269562519473,0.03195932086549185,titanium,2.3e-06,485158.53039611253,4.410532094510114e-06,0.06,4.692447315302111e-05,0.005626852161139118,110000000000.0,0.34,8.6e-06,4500,109997506026.40068,0.33848269562519473,1.0639186417309836
9096,1286.6811049972748,6.9521338568072775,0.1428951147488717,alumina,2.3e-06,2671223.7395963348,7.219523620530635e-06,0.09,9.282792932906464e-05,0.14222609160720573,370000000000.0,0.22,8.1e-06,3950,369994875079.09766,0.6952133856807278,1.2857902294977435
9097,1225.8747513911894,6.472634029291735,0.08135521869396635,alumina,2.3e-06,2486985.1520240167,6.721581491956802e-06,0.07,7.815252956451726e-05,0.1995788510440486,370000000000.0,0.22,8.1e-06,3950,369994495424.9849,0.6472634029291735,1.1627104373879327
9098,1480.9696834974018,1.9733463821193635,0.03602709694955355,titanium,2.3e-06,282846.3147704422,2.5713301342767474e-06,0.11,2.756605254350541e-05,0.0033379697279073547,110000000000.0,0.34,8.6e-06,4500,109995722224.82214,0.19733463821193636,1.072054193899107
9099,1313.4589048584658,6.904131216323557,0.07831865188057864,zirconia,2.3e-06,2101257.3267071694,1.0506286633535846e-05,0.07,0.00012151963044354787,0.06947599223911174,200000000000.0,0.31,1.05e-05,6100,199998096395.96396,0.6904131216323557,1.1566373037611573
9100,1372.92166543609,9.31559418842437,0.1196495617530672,zirconia,2.3e-06,2835180.8399552433,1.4175904199776216e-05,0.13,0.00017568185649689594,0.05940521824574298,200000000000.0,0.31,1.05e-05,6100,199998589165.20352,0.9315594188424371,1.2392991235061344
9101,1437.6009378390588,2.449989146672498,0.1257688512012933,zirconia,2.3e-06,745648.8707264126,3.728244353632063e-06,0.07,4.666038372340089e-05,0.012145458800804256,200000000000.0,0.31,1.05e-05,6100,199994635688.63202,0.24499891466724982,1.2515377024025867
9102,1297.2940991626742,6.373558188485987,0.1309556959308939,titanium,2.3e-06,913543.3403496584,8.304939457724168e-06,0.09,0.00010480097710424585,0.04221969389160827,110000000000.0,0.34,8.6e-06,4500,109998675502.98152,0.6373558188485987,1.261911391861788
9103,1414.8493614532833,4.076788347430247,0.08973992643223858,titanium,2.3e-06,584339.6631316688,5.312178755742444e-06,0.07,6.2656078172129e-05,0.00846532655036044,110000000000.0,0.34,8.6e-06,4500,109997929325.52943,0.4076788347430247,1.1794798528644772
9104,1240.6256549453485,5.136505045962435,0.13137244201150322,zirconia,2.3e-06,1563284.1444233498,7.816420722116748e-06,0.09,9.870145278224338e-05,0.12749064016446204,200000000000.0,0.31,1.05e-05,6100,199997441316.83252,0.5136505045962435,1.2627448840230064
9105,1287.3881241616516,3.583001611710729,0.08140422923245565,titanium,2.3e-06,513563.5643452047,4.668759675865497e-06,0.09,5.428873241636297e-05,0.022282401306817304,110000000000.0,0.34,8.6e-06,4500,109997643964.31598,0.35830016117107294,1.1628084584649112
9106,1243.413190840956,4.187175727129257,0.0949883863347508,silica,2.3e-06,17656.765114400485,2.5223950163429266e-07,0.08,3.00159148094539e-06,0.0012466195510945166,70000000000.0,0.17,5e-07,2200,69972259594.89233,0.41871757271292576,1.1899767726695016
9107,1443.3691675204072,1.2602064093990155,0.11622077231803032,alumina,2.3e-06,484210.07807292946,1.3086758866835931e-06,0.11,1.6128665312122938e-05,0.007655864242619776,370000000000.0,0.22,8.1e-06,3950,369971729307.99194,0.12602064093990156,1.2324415446360606
9108,1266.7947705680356,9.833965641254986,0.06956094097947119,titanium,2.3e-06,1409535.0752465485,1.2813955229514077e-05,0.08,0.00014596656796381707,0.07197900129398514,110000000000.0,0.34,8.6e-06,4500,109999141567.6144,0.9833965641254987,1.1391218819589424
9109,1415.221066621563,6.623199298654734,0.020301408199428467,silica,2.3e-06,27929.153669025993,3.9898790955751416e-07,0.06,4.1518794239464175e-06,0.00030764159415523303,70000000000.0,0.17,5e-07,2200,69982460004.84515,0.6623199298654735,1.040602816398857
9110,1482.9895191736957,5.506350314444967,0.05902328996007766,titanium,2.3e-06,789243.5450704455,7.174941318822232e-06,0.11,8.021918602637005e-05,0.01022162298119508,110000000000.0,0.34,8.6e-06,4500,109998466907.78336,0.5506350314444968,1.1180465799201553
9111,1358.3316627206632,4.453438145502941,0.09735219035143443,silica,2.3e-06,18779.558444891918,2.682794063555988e-07,0.08,3.20514582025399e-06,0.0004235354946114673,70000000000.0,0.17,5e-07,2200,69973917521.85812,0.4453438145502941,1.1947043807028688
9112,1362.0087576782064,5.8543710294162485,0.03692653174952676,zirconia,2.3e-06,1781765.0959092933,8.908825479546467e-06,0.09,9.566769533389397e-05,0.030862280733032217,200000000000.0,0.31,1.05e-05,6100,199997755060.35538,0.5854371029416249,1.0738530634990535
9113,1338.3100704293436,4.4209539884422355,0.0307739508899496,alumina,2.3e-06,1698666.5517129973,4.590990680305398e-06,0.08,4.873556523769267e-05,0.036322930931027814,370000000000.0,0.22,8.1e-06,3950,369991940912.8295,0.44209539884422355,1.0615479017798992
9114,1297.7670430180929,4.23917134744306,0.051031276242801266,titanium,2.3e-06,607614.5598001721,5.52376872545611e-06,0.09,6.087538660916304e-05,0.02119913308100183,110000000000.0,0.34,8.6e-06,4500,109998008642.03212,0.42391713474430603,1.1020625524856025
9115,1342.6965092774751,5.175518875498118,0.014495604718894991,silica,2.3e-06,21824.477185835443,3.117782455119349e-07,0.07,3.208170739257181e-06,0.00041514341033861257,70000000000.0,0.17,5e-07,2200,69977555343.78966,0.5175518875498119,1.02899120943779
9116,1380.8422596800278,3.4838473030407173,0.11407920573216875,silica,2.3e-06,14690.922362219893,2.098703194602842e-07,0.09,2.577539981618557e-06,0.0002794211405205537,70000000000.0,0.17,5e-07,2200,69966661954.80392,0.34838473030407174,1.2281584114643376
9117,1495.7974716511978,2.620449099701069,0.04622018430636743,zirconia,2.3e-06,797527.9868655428,3.9876399343277145e-06,0.06,4.3562588397518304e-05,0.009818374395776007,200000000000.0,0.31,1.05e-05,6100,199994984627.80185,0.26204490997010693,1.0924403686127349
9118,1481.3293677954673,6.009453083622642,0.02739337552912393,alumina,2.3e-06,2309016.780976546,6.240585894531206e-06,0.11,6.582487320392499e-05,0.026252755998982434,370000000000.0,0.22,8.1e-06,3950,369994071164.51215,0.6009453083622642,1.0547867510582478
9119,1458.6458874879365,8.58488892535271,0.10787811823488092,alumina,2.3e-06,3298578.475548983,8.915076960943198e-06,0.11,0.00010838560413874584,0.05077800669510515,370000000000.0,0.22,8.1e-06,3950,369995849773.91223,0.8584888925352709,1.2157562364697618
9120,1466.7391607114575,2.3754535995330306,0.1280099217560603,alumina,2.3e-06,912722.3638205759,2.46681719951507e-06,0.1,3.098371352907926e-05,0.014969099557089676,370000000000.0,0.22,8.1e-06,3950,369985001523.3559,0.23754535995330306,1.2560198435121206
9121,1340.354754987613,1.2946090654379678,0.012782583420648983,silica,2.3e-06,5459.194854256491,7.798849791794988e-08,0.09,7.998228687892449e-07,0.00010545585213418311,70000000000.0,0.17,5e-07,2200,69910358116.92325,0.1294609065437968,1.025565166841298
9122,1397.2332981532395,3.2213057063863255,0.04270396790377148,titanium,2.3e-06,461720.48458204017,4.19745895074582e-06,0.11,4.5559552553659154e-05,0.005760254304370613,110000000000.0,0.34,8.6e-06,4500,109997379429.29948,0.3221305706386326,1.085407935807543
9123,1468.5200168808642,9.817485791084298,0.14233252548174166,titanium,2.3e-06,1407172.9633887499,1.2792481485352272e-05,0.09,0.00016434053879329493,0.024086053717324855,110000000000.0,0.34,8.6e-06,4500,109999140126.64194,0.9817485791084298,1.2846650509634834
9124,1317.8852294974058,8.458822663690054,0.06393557903058852,zirconia,2.3e-06,2574424.2889491473,1.2872121444745737e-05,0.11,0.00014518094520589485,0.07722679003633001,200000000000.0,0.31,1.05e-05,6100,199998446266.63034,0.8458822663690054,1.127871158061177
9125,1488.5287435036407,6.362794481757369,0.14140288887347036,alumina,2.3e-06,2444781.418182928,6.607517346440346e-06,0.12,8.476161428576811e-05,0.04173277194159158,370000000000.0,0.22,8.1e-06,3950,369994400402.1329,0.636279448175737,1.2828057777469408
9126,1324.7358186207548,9.363240237188224,0.048389755371894834,titanium,2.3e-06,1342064.4339969791,1.2200585763608901e-05,0.06,0.00013381352484598616,0.03537897431537205,110000000000.0,0.34,8.6e-06,4500,109999098411.33415,0.9363240237188224,1.0967795107437897
9127,1380.3247996179648,5.007512051535202,0.040529468980070475,silica,2.3e-06,21116.014675148446,3.0165735250212065e-07,0.11,3.2610937712381043e-06,0.00030917086535557257,70000000000.0,0.17,5e-07,2200,69976802553.6347,0.5007512051535202,1.081058937960141
9128,1412.9414139817115,9.849525423176566,0.03997517764191942,silica,2.3e-06,41534.143350744554,5.933449050106365e-07,0.08,6.4078304097209245e-06,0.0004983581714399935,70000000000.0,0.17,5e-07,2200,69988204465.24876,0.9849525423176566,1.0799503552838388
9129,1485.1776039227816,3.6667184060735565,0.021932012459491355,alumina,2.3e-06,1408866.0337182628,3.807746037076386e-06,0.11,3.974769104131863e-05,0.015633623707445785,370000000000.0,0.22,8.1e-06,3950,369990283220.58203,0.3666718406073557,1.0438640249189828
9130,1273.38488221568,3.162751745643452,0.13550052039127758,zirconia,2.3e-06,962576.6182393116,4.812883091196558e-06,0.13,6.117179418075587e-05,0.0572770946325355,200000000000.0,0.31,1.05e-05,6100,199995844572.97665,0.31627517456434523,1.2710010407825552
9131,1423.8392934715926,6.742433810323099,0.14717690316860615,zirconia,2.3e-06,2052045.0727070305,1.0260225363535152e-05,0.08,0.0001328036175316933,0.0356211326752412,200000000000.0,0.31,1.05e-05,6100,199998050744.0757,0.67424338103231,1.2943538063372122
9132,1356.2446758432247,4.403385711553243,0.1436312330180293,alumina,2.3e-06,1691916.2791698806,4.572746700459137e-06,0.09,5.886325194191278e-05,0.045026528257665226,370000000000.0,0.22,8.1e-06,3950,369991908760.02985,0.4403385711553243,1.2872624660360585
9133,1280.5671421861923,6.63728987778632,0.12928393957581835,silica,2.3e-06,27988.57177379774,3.99836739625682e-07,0.1,5.032216773975997e-06,0.0015212885687278176,70000000000.0,0.17,5e-07,2200,69982497231.92085,0.6637289877786321,1.2585678791516366
9134,1432.9820519389173,3.7449596647241723,0.12856430707113653,zirconia,2.3e-06,1139770.3327421395,5.698851663710697e-06,0.1,7.164189494203017e-05,0.018724392479882987,200000000000.0,0.31,1.05e-05,6100,199996490582.62286,0.37449596647241723,1.257128614142273
9135,1365.6666840521539,6.56126431154192,0.10255196540365825,silica,2.3e-06,27667.982036622554,3.9525688623746504e-07,0.09,4.763256272834296e-06,0.0005900042832332878,70000000000.0,0.17,5e-07,2200,69982294478.1192,0.656126431154192,1.2051039308073166
9136,1398.2921461949027,3.4817163452653275,0.12566991967308588,silica,2.3e-06,14681.936395697167,2.0974194850995952e-07,0.09,2.6245845615260583e-06,0.00024319133932596595,70000000000.0,0.17,5e-07,2200,69966641560.2328,0.34817163452653277,1.2513398393461719
9137,1296.8703205733702,1.4587486193700094,0.03916793100802669,titanium,2.3e-06,209087.3021097014,1.9007936555427402e-06,0.09,2.049693965064326e-05,0.007012729974978793,110000000000.0,0.34,8.6e-06,4500,109994213248.08574,0.14587486193700094,1.0783358620160535
9138,1344.3821855482815,9.20922311730865,0.06430776825419798,zirconia,2.3e-06,2802807.0357026327,1.4014035178513163e-05,0.08,0.0001581645783164517,0.06459787475376215,200000000000.0,0.31,1.05e-05,6100,199998572869.48175,0.920922311730865,1.1286155365083959
9139,1385.2062752964202,8.94884681686116,0.09971708106126469,silica,2.3e-06,37736.1010349567,5.390871576422385e-07,0.1,6.4659955323763426e-06,0.0006556723275323057,70000000000.0,0.17,5e-07,2200,69987017494.94441,0.894884681686116,1.1994341621225293
9140,1321.4732442809532,9.737183343454047,0.13246798655862346,titanium,2.3e-06,1395662.9458950807,1.2687844962682551e-05,0.08,0.00016049311514631612,0.05087890463958013,110000000000.0,0.34,8.6e-06,4500,109999133035.33139,0.9737183343454048,1.264935973117247
9141,1259.5117619543105,7.448744585992642,0.1024657247316297,silica,2.3e-06,31410.368736113556,4.487195533730508e-07,0.08,5.4067630184829654e-06,0.0019357616086235745,70000000000.0,0.17,5e-07,2200,69984403531.55875,0.7448744585992643,1.2049314494632595
9142,1488.4921476945913,7.144490599617726,0.12746307416678881,alumina,2.3e-06,2745133.1188531187,7.419278699603023e-06,0.1,9.310646841906177e-05,0.044946486504835355,370000000000.0,0.22,8.1e-06,3950,369995013059.5164,0.7144490599617727,1.2549261483335776
9143,1353.4402620127853,6.031027630673477,0.07635293221890163,zirconia,2.3e-06,1835530.148465841,9.177650742329206e-06,0.08,0.00010579131832444833,0.0404019173941957,200000000000.0,0.31,1.05e-05,6100,199997820816.8252,0.6031027630673478,1.1527058644378032
9144,1420.1761110863101,2.133481747172704,0.11042252327870619,silica,2.3e-06,8996.609777234295,1.2852299681763278e-07,0.08,1.5690666403352106e-06,0.00013963751540014744,70000000000.0,0.17,5e-07,2200,69945577383.72458,0.2133481747172704,1.2208450465574123
9145,1323.3141580668175,2.7031177985434303,0.14719731289251212,zirconia,2.3e-06,822688.0256436528,4.113440128218264e-06,0.08,5.324414795454182e-05,0.0307484986695844,200000000000.0,0.31,1.05e-05,6100,199995138007.80432,0.270311779854343,1.2943946257850243
