node_id,x,y,sigma_baseline,sigma_optimized,delta_sigma
2969,3.652446,55.085426,143.737339,110.101470,33.635869
2970,3.712038,54.411013,137.227720,110.943172,26.284548
2971,4.979410,55.138247,133.391169,105.467275,27.923894
2972,5.303791,55.314520,126.989719,100.614960,26.374759
2973,7.024754,54.975680,109.191262,90.309321,18.881942
2974,7.416266,55.523375,109.800340,90.763076,19.037264
2975,7.888869,55.257950,103.147890,82.468456,20.679434
2976,8.950541,55.170482,101.813584,78.434362,23.379223
2977,9.031819,55.325914,93.541297,84.115012,9.426285
2978,10.163044,55.100011,93.249482,77.159814,16.089668
2979,11.692596,54.252157,79.659373,66.803068,12.856305
2980,13.344512,54.850258,79.727186,67.717981,12.009205
2981,15.279665,55.359150,88.223813,70.394390,17.829423
2982,16.750360,54.757723,72.853890,65.934604,6.919286
2983,18.249882,54.932958,77.017340,65.257777,11.759563
2984,19.299452,54.686549,72.441713,60.971796,11.469917
2985,21.140558,55.535177,83.780353,72.712186,11.068167
2986,23.024412,55.504448,78.754117,71.216407,7.537710
2987,24.721889,54.734839,74.327625,59.895472,14.432154
2988,25.987469,55.044189,75.144516,64.811506,10.333009
2989,28.682687,54.795852,70.794990,59.484260,11.310730
2990,30.046755,55.184483,76.151044,63.029134,13.121911
2991,31.405125,55.152905,73.632158,62.089890,11.542268
2992,32.878754,55.243512,71.897671,61.935205,9.962466
2993,34.426133,55.099576,79.614732,66.532969,13.081763
2994,35.836873,55.880622,78.784618,65.186473,13.598145
2995,37.778346,54.691623,61.962953,55.845480,6.117473
2996,39.465081,54.486819,62.968713,54.232032,8.736681
2997,40.647880,54.882073,65.392945,60.978059,4.414886
2998,42.753314,54.529604,66.765183,51.575467,15.189716
2999,44.239137,54.552261,65.455475,53.705188,11.750287
3000,45.346025,54.699606,66.902686,60.020735,6.881951
3001,47.292905,54.723343,65.013481,56.989000,8.024481
3002,49.059592,54.713615,65.056471,56.716608,8.339863
3003,51.382633,55.155466,69.216391,64.472305,4.744085
3004,52.615946,54.848143,66.948037,57.794816,9.153221
3005,53.680988,54.946146,70.298293,56.130203,14.168091
3006,55.860097,55.268270,72.557531,59.581777,12.975754
3007,56.882748,54.770103,68.190078,54.331069,13.859009
3008,59.304399,54.920636,70.179200,61.749924,8.429276
3009,60.470908,55.109728,73.310429,61.553172,11.757257
3010,62.216807,54.417530,65.651905,58.976574,6.675331
3011,64.275290,54.284528,65.302384,59.020313,6.282071
3012,65.124055,55.103835,75.467690,60.372254,15.095436
3013,66.723722,55.147604,71.855736,59.875484,11.980252
3014,68.600430,55.619266,76.833766,65.910295,10.923471
3015,70.719677,55.047428,71.201768,60.922290,10.279478
3016,71.585013,55.245922,76.951899,65.158873,11.793026
3017,72.823823,54.941358,69.439817,66.132789,3.307028
3018,75.170775,55.089168,77.749361,64.855321,12.894040
3019,77.104298,55.500177,81.284579,69.196880,12.087699
3020,78.931507,54.362802,74.465650,62.298692,12.166958
3021,80.065133,55.124085,77.633926,69.778810,7.855116
3022,81.713307,55.640676,84.731898,70.264436,14.467462
3023,83.815558,55.084610,83.821473,63.980461,19.841012
3024,84.541118,55.495172,88.992774,73.745500,15.247274
3025,86.618138,54.811236,79.310046,72.383614,6.926432
3026,88.424474,54.990386,86.489035,74.637453,11.851581
3027,90.134766,55.010057,92.628090,76.065623,16.562467
3028,90.561344,54.334723,88.553621,72.079744,16.473878
3029,91.438904,54.649547,94.598513,81.335916,13.262596
3030,91.396359,54.670937,98.397144,80.405935,17.991209
3031,92.659668,55.246620,104.737274,89.361902,15.375373
3032,93.707481,55.261646,117.540065,100.431761,17.108304
3033,93.991026,55.097211,120.772614,94.254585,26.518029
3034,95.017695,55.247231,132.337180,108.845767,23.491414
3035,95.848347,54.950755,140.073900,108.252094,31.821806
3036,96.325807,55.360580,148.302393,109.349303,38.953090
3037,97.193996,55.002637,148.961918,116.514913,32.447004
3038,97.568323,55.017359,156.053582,121.487619,34.565963
3039,98.509445,54.920322,156.178718,121.735146,34.443572
3040,99.468779,55.205335,166.633908,123.305380,43.328528
3041,100.047092,54.873640,166.405293,125.070363,41.334930
3042,-0.175959,55.848485,179.411687,132.933947,46.477741
3043,0.781551,55.215911,168.808321,130.977671,37.830651
3044,1.642954,55.225881,163.382676,128.681980,34.700696
3045,1.527875,55.761784,166.391682,128.090361,38.301321
3046,3.204865,55.528992,154.287432,117.666398,36.621034
3047,3.470552,55.419388,146.832094,118.710340,28.121753
3048,4.413361,55.822573,141.104168,110.205845,30.898323
3049,5.359174,55.373377,125.075474,99.567417,25.508056
3050,5.302784,55.495495,128.717047,100.534024,28.183023
3051,6.215739,55.975324,124.921497,100.992870,23.928628
3052,7.056293,56.017298,118.258995,95.852191,22.406804
3053,7.622017,56.027275,111.570339,90.303714,21.266625
3054,9.091910,55.470918,100.927493,82.004575,18.922917
3055,9.028683,55.924766,102.538621,88.991793,13.546828
3056,9.833336,55.270870,90.959801,75.920572,15.039229
3057,11.693970,55.283485,88.168697,69.657749,18.510949
3058,12.904661,54.850419,86.371025,71.426532,14.944493
3059,14.779255,56.057416,92.247070,76.278014,15.969056
3060,16.625848,55.296362,81.800044,68.743425,13.056618
3061,18.063407,55.517596,80.291058,72.851866,7.439192
3062,19.767902,55.282458,80.383952,70.963487,9.420465
3063,21.269772,55.764105,85.552900,65.785838,19.767062
3064,22.606883,55.442865,80.156622,66.945932,13.210690
3065,24.790356,55.164110,73.176468,71.566928,1.609539
3066,26.853011,55.688054,79.470105,69.771767,9.698339
3067,27.964704,55.125437,79.139842,65.836956,13.302885
3068,29.659416,55.304334,80.116893,67.554081,12.562812
3069,31.432307,54.923489,69.828793,61.499186,8.329607
3070,32.476344,55.128368,75.315029,64.386105,10.928923
3071,35.000550,55.609114,74.576876,66.515880,8.060996
3072,36.183148,54.966195,74.194350,61.441547,12.752803
3073,38.244659,55.111212,72.083671,59.646209,12.437462
3074,39.167845,55.554845,78.062346,63.606196,14.456150
3075,41.565827,55.392473,69.167339,60.082557,9.084782
3076,42.885608,56.153167,82.672438,66.501280,16.171158
3077,44.451626,56.105725,80.225048,62.998990,17.226058
3078,45.988575,55.295179,73.877274,58.271849,15.605425
3079,47.476462,55.722697,78.281681,62.322199,15.959481
3080,49.543833,55.780340,76.671411,60.988248,15.683163
3081,50.858434,55.376312,70.865377,59.346722,11.518655
3082,51.858859,55.106893,71.625404,58.427865,13.197539
3083,53.746477,55.551866,74.189894,62.963189,11.226705
3084,55.658532,55.503702,71.901246,64.218045,7.683201
3085,57.439938,55.424826,71.281200,60.427771,10.853429
3086,58.962615,55.688251,72.898085,66.995428,5.902657
3087,60.977936,55.330337,72.174592,64.052099,8.122493
3088,61.659567,55.209956,75.187879,62.339899,12.847980
3089,63.920627,55.588280,77.394602,64.630950,12.763652
3090,64.964810,55.671347,76.819835,65.926320,10.893515
3091,67.370771,55.202562,76.324371,65.795502,10.528869
3092,68.747173,55.833983,79.119524,70.587735,8.531790
3093,70.534046,55.024411,74.100152,66.218236,7.881915
3094,71.781651,55.382122,77.483303,65.823897,11.659406
3095,74.057309,55.478153,81.858578,68.704944,13.153635
3096,75.618640,55.364688,75.566326,70.620987,4.945339
3097,77.113839,55.386037,78.305642,66.520007,11.785635
3098,78.532573,56.116878,84.289881,72.741240,11.548641
3099,80.378039,55.300290,80.541198,69.097679,11.443520
3100,81.624667,56.287922,94.635131,78.374040,16.261091
3101,83.726054,55.686694,85.596006,75.602547,9.993459
3102,85.596885,55.583172,86.031674,73.329313,12.702362
3103,87.055877,55.698428,92.424045,72.306969,20.117076
3104,88.148466,56.314534,101.033977,82.229623,18.804355
3105,90.108425,55.257478,93.942336,76.865284,17.077052
3106,90.326343,55.219430,96.463227,75.859773,20.603453
3107,91.600289,55.329096,100.027708,81.893203,18.134505
3108,92.278038,55.565198,113.116976,90.568785,22.548191
3109,92.296198,55.037824,110.047329,89.860364,20.186965
3110,93.222893,55.562257,118.511898,94.980006,23.531892
3111,94.200773,56.063620,125.927985,104.767536,21.160450
3112,94.909742,55.600978,132.177123,108.918393,23.258730
3113,95.351443,55.467750,138.243610,104.244102,33.999508
3114,96.545265,55.370107,146.420256,116.705115,29.715141
3115,97.218299,55.825109,161.090198,122.375973,38.714224
3116,97.798862,55.307806,158.770423,123.510641,35.259781
3117,98.344691,56.109474,166.920667,128.495987,38.424680
3118,99.600326,56.135563,173.802751,131.189408,42.613343
3119,100.496622,55.632581,166.813714,130.643611,36.170103
3120,-0.145068,56.107657,178.480134,140.887775,37.592359
3121,0.530636,56.420309,179.754329,140.263255,39.491073
3122,1.575934,56.439551,179.497090,133.646779,45.850311
3123,2.035448,55.869314,172.980706,125.630974,47.349732
3124,2.815324,55.953145,158.048141,120.647667,37.400475
3125,3.793325,55.714407,144.186247,119.643885,24.542362
3126,3.712907,56.233831,154.388486,117.945990,36.442496
3127,5.395491,56.311099,133.085724,107.283167,25.802557
3128,5.736090,55.706133,127.379277,104.994009,22.385268
3129,6.305123,55.974551,125.971398,95.474302,30.497097
3130,7.116087,55.706935,117.732019,96.437764,21.294255
3131,7.845872,55.841471,110.076098,89.033133,21.042965
3132,8.052068,56.276416,111.916451,88.628444,23.288007
3133,9.734196,55.891066,94.489821,82.048403,12.441419
3134,10.012398,56.020863,99.683188,80.935041,18.748147
3135,11.765554,55.622918,90.969458,77.731811,13.237647
3136,13.550771,56.167208,95.172928,76.559867,18.613061
3137,14.591610,56.097829,90.180653,72.163037,18.017616
3138,16.672654,55.892423,87.483080,73.830712,13.652368
3139,18.082973,56.054407,85.731877,71.338465,14.393412
3140,20.049950,56.165200,83.817650,75.022706,8.794944
3141,20.790403,55.866651,83.448661,69.237441,14.211220
3142,23.031496,55.668232,79.238942,68.644213,10.594729
3143,24.513031,56.652783,93.051943,76.095662,16.956282
3144,26.456209,55.921129,82.818472,69.497160,13.321312
3145,28.100197,56.082083,83.660636,71.037565,12.623071
3146,29.379549,56.414363,85.315364,73.791855,11.523509
3147,31.010838,57.169828,86.219839,73.334042,12.885797
3148,32.823943,55.737765,83.386820,66.153717,17.233104
3149,34.220803,56.246059,81.748636,60.920396,20.828241
3150,36.375044,55.898845,78.983545,66.868105,12.115441
3151,37.644340,55.949474,76.505777,65.481781,11.023996
3152,38.515659,55.895048,81.769434,63.179266,18.590168
3153,40.907962,55.773415,77.850730,65.050771,12.799958
3154,42.341498,56.098724,78.457260,69.124795,9.332465
3155,43.796332,55.668760,74.877818,61.850348,13.027470
3156,45.547139,56.395153,87.242414,65.380655,21.861759
3157,47.583843,56.127612,79.966933,66.190564,13.776369
3158,49.582266,56.237842,80.747949,63.118585,17.629364
3159,50.910282,55.971255,76.126772,63.005335,13.121437
3160,52.267029,56.000950,74.104975,67.965333,6.139643
3161,54.218404,56.197380,80.615126,66.545225,14.069901
3162,55.576559,55.761896,77.533458,58.888454,18.645003
3163,57.138559,56.003714,82.204134,60.968947,21.235187
3164,58.633283,55.853227,72.587511,65.115576,7.471935
3165,60.086696,55.843940,75.638146,67.111879,8.526267
3166,62.127921,55.478160,73.822013,58.950372,14.871641
3167,63.924967,56.512909,86.287982,71.559168,14.728814
3168,65.481217,55.905149,80.336013,70.191876,10.144137
3169,67.018067,56.460124,86.522484,75.790812,10.731672
3170,68.491786,56.431749,88.119368,72.232401,15.886966
3171,70.590637,55.725311,78.601824,68.779548,9.822276
3172,71.645677,55.784588,84.242715,62.998352,21.244364
3173,73.906278,56.879262,94.737775,81.635305,13.102470
3174,75.005457,56.636389,91.035961,73.888063,17.147898
3175,76.713045,56.101656,91.373773,70.274557,21.099216
3176,78.131393,56.188323,92.792745,73.182510,19.610235
3177,80.053661,55.921857,89.520674,76.749144,12.771529
3178,82.129328,56.240817,83.864915,81.593197,2.271718
3179,83.624076,55.895957,92.817364,74.939534,17.877831
3180,85.395567,55.501405,88.296711,75.710497,12.586214
3181,86.891337,55.714644,95.174070,76.102804,19.071266
3182,88.036246,56.117439,99.277137,77.562732,21.714405
3183,89.900763,55.771791,102.307515,85.589800,16.717715
3184,90.480226,56.090928,106.235258,84.184842,22.050416
3185,91.827744,55.788713,112.093486,92.890678,19.202808
3186,91.783821,55.876405,114.282015,92.670594,21.611421
3187,93.125252,56.367061,124.831030,101.077017,23.754013
3188,93.839315,56.185355,124.970975,107.275589,17.695386
3189,94.834600,56.108212,137.056173,114.337566,22.718607
3190,94.877094,56.374800,141.830985,110.327212,31.503772
3191,95.927982,56.255294,150.427026,115.109813,35.317213
3192,97.113067,56.545080,160.949129,121.793190,39.155939
3193,96.957565,55.973153,153.070203,127.471563,25.598639
3194,97.396631,55.982221,159.058505,123.316984,35.741521
3195,98.007426,55.720778,164.801014,128.587316,36.213699
3196,99.499528,55.982417,175.964794,130.236215,45.728579
3197,99.435055,56.400542,178.255309,138.534118,39.721192
3198,-0.111696,57.056663,190.586805,140.959876,49.626929
3199,0.845480,56.954758,184.961561,137.738271,47.223291
3200,1.484124,56.128409,169.746051,132.785191,36.960860
3201,2.270491,56.991610,175.403939,133.463013,41.940926
3202,2.923830,56.115111,161.507974,126.675442,34.832532
3203,3.955088,56.936102,157.743704,122.798351,34.945354
3204,4.000019,56.556331,155.065460,121.808910,33.256550
3205,4.796901,56.877427,150.033150,115.422243,34.610906
3206,5.482488,56.266932,137.636930,105.510585,32.126346
3207,6.677629,57.018017,129.816034,102.224352,27.591682
3208,7.412977,56.227174,111.911226,99.536495,12.374731
3209,7.992510,56.466130,113.445335,93.560306,19.885029
3210,8.926477,56.367238,108.051835,83.455424,24.596410
3211,8.932302,56.140381,108.750960,85.628676,23.122284
3212,10.500167,56.695025,103.048101,86.106843,16.941258
3213,12.089625,57.208493,106.626245,90.801518,15.824727
3214,13.485993,57.466738,106.352707,88.723723,17.628984
3215,15.432499,56.695813,97.263873,77.940966,19.322908
3216,16.033625,57.001671,101.946118,87.826330,14.119788
3217,18.005931,56.736295,94.442581,79.068927,15.373654
3218,19.575327,56.816332,94.633936,82.011217,12.622719
3219,21.645015,56.564022,92.653958,73.464996,19.188962
3220,22.746182,56.725190,92.111358,70.880339,21.231019
3221,24.921126,56.827910,94.961244,73.043239,21.918005
3222,26.737691,56.493129,87.889739,65.542806,22.346933
3223,28.167745,56.643418,91.084980,79.331119,11.753861
3224,29.676962,56.649138,89.700285,74.032275,15.668010
3225,30.928128,56.914588,92.523857,72.392303,20.131554
3226,32.603088,56.346857,84.691938,71.588515,13.103423
3227,34.864682,56.651204,87.198730,72.173105,15.025625
3228,36.356254,57.240268,93.342315,76.476176,16.866138
3229,37.743396,57.015885,91.155778,76.212806,14.942972
3230,39.262382,57.071420,90.757860,72.435922,18.321938
3231,40.412666,56.673996,90.965091,68.191808,22.773282
3232,42.331805,56.762966,84.696071,72.670373,12.025698
3233,44.859140,56.967338,88.580790,73.546007,15.034783
3234,45.534231,57.134743,86.292639,72.757728,13.534911
3235,47.607864,56.081186,80.602550,70.905496,9.697054
3236,49.485907,56.272034,78.763402,65.594772,13.168630
3237,50.439850,57.059500,88.591106,69.570134,19.020972
3238,52.504393,56.583600,83.832904,69.882679,13.950225
3239,54.363007,56.465150,84.443117,66.512832,17.930285
3240,55.718036,56.290418,80.767761,68.427585,12.340176
3241,58.207460,56.500162,83.199818,66.897596,16.302222
3242,58.479012,56.245956,85.775222,66.335308,19.439914
3243,60.929863,57.293995,93.547789,79.273166,14.274624
3244,62.193057,56.659936,85.825088,69.900624,15.924463
3245,64.109127,56.649282,87.068052,69.379940,17.688112
3246,65.642596,56.843090,94.179506,76.011331,18.168175
3247,66.922910,56.955370,90.982590,71.576855,19.405734
3248,68.844209,56.950433,90.511316,73.111127,17.400189
3249,69.850793,56.988753,91.269491,76.891195,14.378296
3250,72.221791,56.477413,87.696378,75.484986,12.211393
3251,73.762917,56.577307,89.225740,77.471611,11.754130
3252,75.497720,56.897376,91.330445,75.307133,16.023312
3253,77.256211,56.508450,88.820243,76.990024,11.830219
3254,78.681715,56.665135,91.737695,75.979656,15.758040
3255,80.248508,56.786296,97.192247,77.118019,20.074228
3256,81.572414,56.902222,96.503180,82.990769,13.512411
3257,83.255722,56.133362,90.474290,74.596163,15.878127
3258,85.458061,56.881090,102.975957,82.829480,20.146477
3259,87.165594,56.596549,102.455598,82.409910,20.045688
3260,88.295914,56.878904,103.370352,82.734026,20.636325
3261,90.013801,56.899746,108.149424,91.835669,16.313755
3262,90.442901,57.149041,111.700212,93.621466,18.078746
3263,91.780398,57.072703,122.439683,91.993026,30.446657
3264,92.342482,57.070638,124.122813,100.336623,23.786190
3265,93.439508,57.099768,132.915076,103.994727,28.920349
3266,93.307932,56.754080,127.527768,105.795858,21.731910
3267,94.172312,56.676322,134.873702,104.357972,30.515730
3268,95.069434,56.928512,148.823186,114.638379,34.184806
3269,95.908233,56.886291,152.765654,121.873870,30.891784
3270,96.363871,56.573947,160.045123,122.171042,37.874081
3271,96.880969,56.788114,163.011929,128.509561,34.502368
3272,98.121565,56.656138,172.268833,128.485915,43.782917
3273,98.787769,56.410487,170.521580,137.326021,33.195559
3274,99.010832,57.053805,180.760588,139.121770,41.638818
3275,100.406633,56.683226,178.576534,140.515036,38.061498
3276,0.351060,57.836835,193.789296,148.765503,45.023793
3277,0.754575,56.734575,187.137752,139.576785,47.560967
3278,1.452451,57.055189,183.524257,136.032456,47.491801
3279,2.309074,57.232014,176.356970,134.567561,41.789409
3280,2.598632,57.563437,176.746354,140.023743,36.722610
3281,3.580438,57.342063,168.194046,131.549578,36.644468
3282,3.639999,57.315364,169.075959,125.948170,43.127788
3283,5.262937,56.884043,144.486675,105.629443,38.857232
3284,5.245838,56.875140,145.610413,112.216726,33.393687
3285,6.879597,57.318974,132.839421,103.462498,29.376923
3286,7.043821,56.812990,128.901904,99.593798,29.308106
3287,7.793643,57.062659,116.766890,98.966087,17.800802
3288,8.383108,57.372497,121.992349,98.870777,23.121573
3289,9.199303,56.927525,114.298866,93.419786,20.879080
3290,10.425559,57.703829,110.119230,92.935562,17.183668
3291,10.886310,57.589403,108.975919,85.741456,23.234462
3292,13.648396,56.750796,96.978543,80.963738,16.014805
3293,14.999366,56.942511,97.924541,87.786387,10.138154
3294,16.168506,56.536489,93.975487,79.761280,14.214208
3295,17.840672,56.987445,99.116807,81.688167,17.428640
3296,20.298836,57.452139,103.542925,83.197284,20.345641
3297,21.144919,57.098054,100.613402,80.919237,19.694165
3298,22.715219,57.360461,97.389473,74.741523,22.647951
3299,25.035072,56.765522,90.939158,75.526657,15.412501
3300,26.428096,57.461615,101.987158,79.588454,22.398704
3301,27.677806,57.055689,96.222515,80.020096,16.202419
3302,29.656824,57.225873,95.536287,77.180166,18.356121
3303,30.916764,57.194360,95.740610,72.292525,23.448086
3304,33.187389,56.840758,90.375631,74.526260,15.849371
3305,34.808207,56.876297,91.542331,71.143016,20.399316
3306,36.282051,57.512561,94.650136,73.473217,21.176919
3307,37.863600,57.341920,94.245037,73.034116,21.210921
3308,39.916112,57.537237,90.962148,77.111647,13.850502
3309,41.020314,57.319620,90.898245,77.428981,13.469263
3310,42.298499,57.265119,90.190237,74.935542,15.254695
3311,44.420556,56.704419,85.328495,71.491760,13.836735
3312,46.544181,57.141112,87.871815,73.637759,14.234057
3313,47.246593,57.214007,89.468017,73.102378,16.365639
3314,49.075235,57.808154,91.984215,77.873658,14.110556
3315,50.941260,57.428309,93.998218,67.993410,26.004808
3316,52.432808,57.683041,94.624889,75.799855,18.825035
3317,53.786942,57.401484,88.291927,71.422602,16.869326
3318,56.050843,57.008831,87.169312,74.821194,12.348118
3319,58.042951,57.257359,92.717890,73.372722,19.345168
3320,59.038431,57.293089,91.036881,74.214429,16.822452
3321,60.341024,56.940476,87.703296,68.494847,19.208449
3322,61.780210,57.106906,91.177535,76.169617,15.007919
3323,63.954944,57.160492,93.336514,76.103306,17.233208
3324,65.841367,57.703908,94.133493,79.576266,14.557228
3325,67.285407,56.598000,89.655254,70.027953,19.627301
3326,68.774789,57.583968,95.786276,76.583565,19.202711
3327,70.231382,56.941184,92.646139,75.859163,16.786976
3328,71.713167,56.810598,91.980572,73.326282,18.654290
3329,73.923895,57.576205,98.477741,81.542801,16.934940
3330,75.580254,57.441792,96.846668,75.012097,21.834571
3331,76.475057,57.598578,100.381862,80.436140,19.945722
3332,79.048380,57.462433,105.224481,86.551667,18.672814
3333,80.376303,57.840176,101.371495,85.744738,15.626757
3334,82.256613,57.389839,106.366750,83.597594,22.769156
3335,83.066749,57.175279,100.085441,87.341092,12.744349
3336,84.692294,57.325100,103.197138,78.359739,24.837399
3337,86.690003,57.595263,104.655303,85.294310,19.360993
3338,88.518182,56.988410,103.693306,85.464820,18.228486
3339,90.538908,57.026656,111.968729,93.962497,18.006232
3340,90.926109,57.129534,113.497087,95.974075,17.523012
3341,91.355767,56.590847,113.053895,90.015110,23.038785
3342,91.834946,57.263646,121.728912,100.809076,20.919836
3343,93.226143,56.656384,132.558188,100.954743,31.603445
3344,93.282017,57.238140,130.793749,108.816942,21.976807
3345,94.774255,57.481809,150.128863,114.122151,36.006712
3346,94.914685,57.079159,148.447062,115.067270,33.379792
3347,96.191460,57.725357,163.281953,126.330829,36.951124
3348,96.632251,56.784072,163.775308,127.690817,36.084491
3349,97.101758,57.579600,172.167006,131.154580,41.012426
3350,97.701324,57.424763,170.427957,134.761197,35.666760
3351,98.469156,56.707412,176.797455,135.259832,41.537624
3352,99.414209,58.035461,187.098088,145.249642,41.848445
3353,100.023147,57.203099,181.598619,142.455329,39.143290
3354,-0.178143,57.514533,193.575131,145.833836,47.741296
3355,0.664596,57.355652,188.445209,142.442832,46.002378
3356,1.452145,57.711772,190.866031,141.996954,48.869077
3357,1.504237,57.739556,191.492240,142.857782,48.634458
3358,2.994593,57.808571,174.973965,135.330300,39.643665
3359,3.277512,57.688439,174.743671,131.765880,42.977791
3360,3.939715,57.967745,165.722959,128.675415,37.047544
3361,4.493797,57.661489,164.661746,119.109267,45.552478
3362,5.176118,57.197289,145.820538,116.848279,28.972259
3363,6.021937,57.732969,145.463574,112.423432,33.040142
3364,6.930151,57.067534,130.779790,104.931358,25.848432
3365,8.443121,57.883909,124.764514,99.082794,25.681720
3366,8.413665,57.483988,119.382615,92.814712,26.567902
3367,9.339039,57.826786,118.310394,94.550574,23.759820
3368,10.120144,58.172000,112.467375,94.269071,18.198304
3369,11.671973,57.493153,109.105335,90.226293,18.879042
3370,13.242073,58.096155,111.509093,84.325988,27.183105
3371,14.539371,57.647761,106.462291,86.419773,20.042519
3372,16.965891,58.303736,101.805888,89.283964,12.521924
3373,18.705424,57.668232,100.726257,82.542468,18.183789
3374,19.291121,57.525630,100.594334,83.352028,17.242305
3375,21.121363,57.983949,105.843191,83.085408,22.757783
3376,22.977281,57.647041,102.453445,80.326282,22.127164
3377,24.404516,57.525343,99.681796,79.860058,19.821737
3378,26.478320,57.634426,101.682502,78.825901,22.856601
3379,27.740702,57.764396,98.025826,82.485073,15.540753
3380,30.241354,58.180432,104.134012,79.989187,24.144825
3381,31.581654,57.197551,95.521480,73.932616,21.588863
3382,32.920915,57.784702,99.721954,83.421669,16.300286
3383,34.797892,57.965249,99.061753,81.719308,17.342444
3384,36.454219,57.835812,102.620524,73.544176,29.076348
3385,37.585918,58.170737,101.387226,77.603700,23.783526
3386,39.142890,57.755474,94.280325,77.715310,16.565015
3387,41.043851,57.722412,96.634764,77.347275,19.287489
3388,42.911552,57.955477,99.352534,73.689974,25.662560
3389,44.327432,57.807572,94.663864,79.366921,15.296943
3390,45.445268,57.660655,97.547680,77.626835,19.920846
3391,47.310173,57.932621,97.756415,78.042448,19.713967
3392,49.161482,57.582019,88.079149,78.301811,9.777338
3393,50.793627,57.594425,94.787250,76.108805,18.678446
3394,53.040742,57.619380,93.333353,76.332822,17.000531
3395,53.665836,58.183699,100.018448,82.000193,18.018255
3396,55.865962,56.811473,89.707365,73.393003,16.314363
3397,57.793673,57.896457,97.636217,75.129439,22.506778
3398,59.661027,57.788059,100.845666,78.605479,22.240187
3399,60.490926,57.273517,92.100097,72.664517,19.435580
3400,62.392327,57.870696,99.549214,79.331902,20.217312
3401,64.048479,57.920503,100.844451,79.954753,20.889698
3402,65.568849,57.954670,99.312941,75.917860,23.395081
3403,67.113204,56.982229,93.836100,74.129978,19.706122
3404,68.906303,58.187695,100.853374,82.219313,18.634061
3405,69.648489,57.556457,96.835144,77.591255,19.243889
3406,72.245437,57.983748,98.940912,82.643338,16.297574
3407,73.711323,58.000100,103.549825,84.532944,19.016881
3408,75.239380,57.514769,100.676220,80.595356,20.080863
3409,77.552834,57.975916,107.401518,84.589681,22.811837
3410,78.368948,57.662130,104.442864,86.284206,18.158658
3411,80.083159,57.156365,98.307360,81.976738,16.330622
3412,82.434201,58.128100,104.900605,87.488111,17.412493
3413,83.219769,57.545264,105.042833,82.139430,22.903403
3414,84.937006,57.521430,107.717451,87.126507,20.590944
3415,86.690586,57.656858,109.747932,88.480587,21.267345
3416,88.619567,57.859449,115.812240,94.635785,21.176454
3417,90.062341,57.760597,116.682701,94.491080,22.191621
3418,90.326498,57.942198,118.531562,91.518207,27.013356
3419,91.268921,57.375931,118.315195,92.262632,26.052564
3420,91.960651,57.555062,125.888098,102.341350,23.546748
3421,92.833977,57.742979,133.858211,104.519401,29.338810
3422,93.699182,58.347144,146.203265,114.860446,31.342819
3423,94.411176,57.743634,148.022980,115.923534,32.099446
3424,94.467196,58.103344,151.135804,117.293808,33.841996
3425,96.033468,57.789344,162.959340,126.592117,36.367223
3426,96.504342,57.632680,170.578206,126.939916,43.638289
3427,97.558217,57.703760,178.016066,135.575191,42.440875
3428,97.990402,57.727252,180.650838,136.378054,44.272784
3429,98.901825,57.958871,185.824302,141.420473,44.403830
3430,99.425678,58.190161,187.616128,143.776770,43.839358
3431,100.403868,57.885682,192.884803,143.299973,49.584830
3432,0.156675,58.689457,200.864418,152.594064,48.270354
3433,0.684911,58.043896,190.476930,146.612268,43.864662
3434,2.110302,58.208944,189.339779,144.572292,44.767487
3435,2.409568,58.116043,186.606797,143.740956,42.865840
3436,3.029266,58.427667,180.642759,139.313517,41.329242
3437,3.188537,58.225646,181.476346,136.603288,44.873058
3438,3.899222,58.552265,172.236554,132.149512,40.087043
3439,5.087815,58.054033,151.711979,122.445193,29.266787
3440,5.757942,58.346243,150.746994,116.818966,33.928028
3441,6.244335,58.539391,146.559605,116.412707,30.146898
3442,7.185152,57.713743,130.361735,106.034915,24.326819
3443,8.333731,58.969823,132.269981,102.737998,29.531983
3444,8.780049,58.248388,120.293046,101.591319,18.701728
3445,8.943412,57.725821,122.391648,96.548957,25.842691
3446,9.966547,58.380762,117.520326,95.760778,21.759549
3447,11.391163,58.343366,112.775043,91.648465,21.126578
3448,13.148996,58.308765,111.825285,90.907193,20.918092
3449,14.773874,58.630691,113.496516,92.931077,20.565439
3450,16.387319,58.557567,111.425001,91.487105,19.937896
3451,17.786725,58.422696,107.674895,88.953056,18.721839
3452,19.757622,58.468380,107.584281,88.825229,18.759051
3453,21.260389,58.302026,104.335938,89.174495,15.161443
3454,22.182390,58.865981,109.191517,87.208709,21.982808
3455,25.309769,57.889575,105.249113,79.599797,25.649316
3456,26.653162,58.375229,105.256605,87.267012,17.989593
3457,27.846293,58.352841,106.793555,82.130926,24.662629
3458,29.597482,58.577317,108.899416,81.937497,26.961920
3459,30.872993,58.080177,100.219133,76.656388,23.562745
3460,33.365860,57.810232,98.356038,80.416318,17.939720
3461,35.058983,58.380380,107.663279,77.050947,30.612332
3462,36.169457,58.417702,105.743019,79.067548,26.675471
3463,38.062161,58.780213,99.421983,83.254892,16.167091
3464,39.440341,57.952225,99.105317,79.850325,19.254992
3465,40.619391,58.679741,102.513749,79.264833,23.248915
3466,42.529514,59.043558,105.911316,81.358626,24.552690
