FirmID,Size,Employees,FirmAge,Subsector,OwnershipType,FDI_Presence,FDI_Percentage,FDI_Origin,FDI_Type,FDI_Years,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,IoT_Adoption,RD_Spend_Percentage,Liquidity_Ratio,ROI,ROA,Market_Share,Export_Intensity,Operational_Efficiency,Revenue_Million_NGN,Assets_Million_NGN,Export_Value_Million_NGN,Tax_Incentives_Perception,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,ISO_Certification,Export_Destination_Count,Local_Content_Percentage,Capacity_Utilization,NAFDAC_Compliance_Score,Quality_Certification,Training_Hours_Per_Employee,Female_Employment_Ratio,Youth_Employment_Ratio,ERP_System,Ecommerce_Adoption,Automation_Level,Local_Suppliers_Percentage,Supplier_Reliability_Score,Inventory_Turnover_Ratio,Survey_Year,Survey_Quarter,FDI_Inflow_Lagos_Million_USD,National_Corruption_Index,Regulatory_Quality_Index,Power_Supply_Hours,Logistics_Quality_Index,GDP_Growth_Rate,Inflation_Rate,Exchange_Rate,Interest_Rate,Ease_Doing_Business_Rank,Food_Sector_GDP_Billion_NGN,Manufacturing_Capacity_Utilization,Infrastructure_Index,Institutional_Quality_Index,Policy_Support_Received,Tax_Incentive_Beneficiary,Export_Grant_Recipient
FIRM_154,SME,110,20,Dairy Products,Private Nigerian,0,0.0,None,None,0,2.38,3.64,1.91,2.57,0.281,1,0.89,1.98,16.2,8.8,6.59,8.43,70.5,171.81,288.92,14.48,4.8,5.3,3.8,4.2,4.52,0,10,79.5,57.9,78.8,HACCP,17.5,0.221,0.478,0,0,36.8,31.6,3.33,10.15,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_155,SME,180,17,Fruit and Vegetable Processing,Private Foreign,1,42.94254391718637,UK,M&A,2,4.01,3.34,3.81,3.16,0.608,1,0.66,0.97,25.44,7.79,5.88,26.09,68.1,232.86,426.27,60.75,4.9,5.7,3.7,4.5,4.7,0,9,80.9,64.7,80.3,None,48.5,0.522,0.579,1,0,18.4,52.4,4.02,9.42,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_156,SME,24,3,Meat Processing,Government-owned,1,26.013349192292395,South Africa,Joint Venture,3,4.07,3.55,2.43,3.08,0.294,1,1.63,1.34,10.01,9.68,8.8,22.98,90.0,452.08,987.26,103.89,3.6,5.5,2.4,5.4,4.22,1,7,85.7,70.7,79.5,None,46.6,0.5,0.217,1,0,82.6,52.0,4.81,6.38,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_157,SME,38,43,Bakery Products,Private Nigerian,0,0.0,None,None,0,3.47,2.15,2.92,3.71,0.346,0,0.89,2.18,10.89,11.57,11.31,5.68,60.4,418.08,1007.11,23.75,2.3,6.6,4.3,4.9,4.53,0,10,40.7,51.9,75.2,None,13.5,0.337,0.437,0,0,46.0,31.0,3.79,8.4,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_158,SME,75,30,Sugar and Confectionery,Private Nigerian,1,26.24880545913627,South Africa,M&A,13,4.26,3.43,3.36,3.39,0.558,1,4.97,1.49,13.97,14.78,4.91,4.5,78.1,499.64,785.88,22.48,5.9,3.0,2.8,3.0,3.68,0,12,70.8,68.4,77.0,None,28.5,0.265,0.405,0,1,58.7,38.6,3.84,4.12,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_159,SME,136,18,Other Food Products,Private Nigerian,0,0.0,None,None,0,3.43,1.0,3.61,2.35,0.4,0,2.01,2.25,16.01,15.39,4.9,5.98,60.8,178.51,437.37,10.67,2.2,3.2,3.1,2.8,2.82,1,9,60.1,69.1,85.4,None,33.6,0.533,0.53,0,1,40.8,58.0,3.96,4.44,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_160,SME,109,25,Bakery Products,Joint Venture,1,30.292621421464045,UK,Joint Venture,6,2.75,3.33,2.93,4.03,0.344,0,2.13,1.46,9.26,16.97,4.69,30.45,94.1,385.36,720.16,117.34,5.3,5.2,2.8,3.9,4.3,0,3,52.5,86.9,65.4,None,64.7,0.158,0.331,0,1,43.6,34.0,4.09,11.27,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_161,SME,28,31,Other Food Products,Private Nigerian,1,37.89033429563585,China,Greenfield,16,3.17,2.89,4.49,3.1,0.352,1,1.78,1.61,11.2,13.37,10.71,1.55,88.9,52.2,126.2,0.81,4.6,6.8,3.2,1.0,3.9,0,13,67.0,85.3,99.6,None,10.3,0.278,0.369,1,1,41.6,44.4,3.22,4.42,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_162,SME,218,36,Dairy Products,Joint Venture,1,45.2301042543855,South Africa,Joint Venture,11,3.65,3.66,4.29,3.01,0.553,1,0.94,2.18,29.02,7.26,12.83,45.65,95.0,222.01,347.74,101.35,5.3,4.9,4.1,4.0,4.57,1,7,92.1,66.4,100.0,ISO 22000,63.6,0.349,0.324,0,0,35.1,61.1,3.6,10.11,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_163,SME,167,13,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,2.95,2.26,2.94,3.39,0.215,1,0.94,1.67,11.38,17.53,14.03,13.06,85.9,456.27,1051.96,59.59,3.6,2.8,3.2,4.0,3.4,0,8,70.1,64.6,77.4,None,34.0,0.458,0.216,1,0,17.7,53.6,4.17,7.77,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_164,SME,25,15,Dairy Products,Private Nigerian,1,46.21180232580736,USA,M&A,15,3.32,3.7,2.86,3.47,0.262,0,3.95,1.4,16.3,14.3,0.5,12.54,67.0,412.66,645.23,51.75,3.6,4.0,1.6,3.2,3.1,1,2,89.2,55.3,90.4,None,31.7,0.494,0.48,0,1,50.9,30.2,4.65,4.08,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_165,SME,114,10,Sugar and Confectionery,Private Foreign,1,50.11568388125823,South Africa,Joint Venture,10,3.92,2.37,2.89,3.4,0.71,1,3.6,2.13,27.18,6.54,6.99,43.13,71.3,172.76,311.42,74.51,2.2,3.9,4.9,1.0,3.0,0,14,68.6,75.5,97.3,None,19.2,0.39,0.214,0,1,32.8,53.8,2.6,8.99,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_166,SME,200,42,Dairy Products,Private Nigerian,0,0.0,None,None,0,3.14,3.41,1.9,1.51,0.169,1,1.48,1.69,10.66,3.57,14.92,7.23,61.5,69.43,111.26,5.02,6.4,5.2,2.8,1.9,4.08,0,11,51.1,88.2,93.8,None,14.2,0.177,0.211,1,0,49.3,80.5,3.01,7.26,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_167,SME,216,21,Sugar and Confectionery,Joint Venture,1,22.748837259168653,Germany,M&A,13,3.57,2.67,3.02,3.98,0.439,1,1.75,1.35,31.07,9.41,7.18,34.91,74.4,382.34,889.67,133.47,3.0,5.9,5.1,4.3,4.58,1,8,79.6,78.9,80.3,HACCP,41.0,0.397,0.508,1,0,35.2,75.3,3.93,8.15,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_168,SME,24,6,Sugar and Confectionery,Private Nigerian,0,0.0,None,None,0,1.0,2.79,3.95,3.74,0.103,0,0.69,2.34,21.36,8.19,12.21,5.35,57.9,229.0,371.46,12.25,7.0,3.8,1.0,1.0,3.2,1,8,67.6,72.2,65.2,None,22.0,0.352,0.271,0,0,30.4,81.3,3.1,11.58,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_169,SME,65,26,Fish Processing,Private Foreign,1,94.05886766613555,Netherlands,M&A,7,3.18,4.19,3.51,3.7,0.212,1,0.96,0.82,20.76,22.88,6.86,28.12,76.8,306.26,504.14,86.12,5.9,3.0,3.7,2.6,3.8,0,11,66.0,72.6,94.6,None,56.3,0.324,0.528,0,1,13.0,32.6,3.71,9.35,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,1
FIRM_170,SME,200,15,Other Food Products,Private Nigerian,0,0.0,None,None,0,3.86,2.67,2.85,3.28,0.208,1,2.46,2.47,23.5,14.79,5.22,12.26,44.4,385.19,502.11,47.22,3.4,3.9,2.6,5.2,3.78,1,1,48.1,46.3,83.7,ISO 9001,28.1,0.323,0.505,0,0,26.1,75.4,4.33,10.85,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_171,SME,57,8,Dairy Products,Mixed Ownership,0,0.0,None,None,0,2.73,2.92,2.69,2.31,0.114,0,0.4,1.63,12.28,12.59,2.37,6.45,71.8,68.26,162.99,4.4,4.1,3.3,4.7,3.8,3.97,0,6,40.3,75.1,90.2,None,26.2,0.198,0.328,0,1,2.6,41.4,4.82,10.51,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_172,SME,223,10,Other Food Products,Private Nigerian,1,32.47021386321268,China,Greenfield,3,1.97,3.46,3.88,2.64,0.47,0,2.28,1.98,19.22,13.9,4.38,23.66,95.0,473.29,770.57,111.98,4.2,4.0,2.7,1.9,3.2,0,9,49.7,77.3,86.7,None,26.4,0.258,0.462,0,1,29.3,77.1,3.88,8.12,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_173,SME,217,16,Grain Mill Products,Private Foreign,1,48.028544220146934,India,Greenfield,7,3.2,2.67,3.86,2.73,0.56,1,4.0,2.23,21.57,15.97,4.6,46.53,74.7,374.81,488.8,174.4,4.4,4.5,1.8,6.2,4.23,0,0,89.2,75.9,89.1,HACCP,14.6,0.426,0.429,0,1,49.9,83.4,2.62,5.41,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_174,SME,154,39,Other Food Products,Private Foreign,1,56.4521324207048,UK,M&A,18,3.21,3.75,3.04,3.3,0.52,1,1.35,1.91,10.36,14.71,8.14,38.18,63.3,132.53,233.41,50.6,5.3,4.5,4.0,5.5,4.82,1,3,47.0,73.8,85.6,ISO 9001,19.4,0.408,0.336,0,0,51.8,36.4,2.49,8.29,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_175,SME,50,35,Meat Processing,Joint Venture,1,48.95728329075999,South Africa,Joint Venture,19,3.18,3.37,3.3,3.94,0.671,0,4.25,1.99,14.08,10.46,4.97,1.04,95.0,434.24,600.21,4.52,5.3,3.7,3.5,3.2,3.92,0,12,77.3,63.9,87.1,None,51.9,0.473,0.244,0,1,56.3,34.3,3.67,4.58,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_176,SME,206,28,Fruit and Vegetable Processing,Private Foreign,1,97.43647211237253,China,Greenfield,2,4.0,2.65,3.61,3.2,0.487,1,1.51,1.64,31.5,18.91,7.58,17.56,94.4,402.77,653.29,70.73,4.9,5.2,5.3,4.8,5.05,1,8,75.2,56.7,93.9,ISO 9001,18.3,0.24,0.4,0,0,31.0,52.3,4.43,7.15,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_177,SME,226,33,Grain Mill Products,Joint Venture,1,39.18784743179648,India,Greenfield,6,3.6,3.66,3.34,2.85,0.45,0,2.89,1.23,24.07,14.48,3.88,29.83,57.6,181.7,310.77,54.2,6.0,5.3,2.8,5.2,4.82,1,3,69.8,51.7,75.9,None,10.6,0.217,0.432,0,0,55.2,51.7,4.47,4.01,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_178,SME,210,27,Dairy Products,Private Foreign,1,29.987396938809084,India,M&A,1,3.96,3.25,2.82,4.1,0.289,0,1.87,1.1,26.95,9.99,13.76,43.71,80.2,446.4,1003.27,195.12,5.2,1.9,4.6,3.0,3.68,0,11,80.9,88.7,84.7,None,70.3,0.376,0.263,0,0,51.9,54.2,3.74,11.21,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_179,SME,48,27,Sugar and Confectionery,Private Nigerian,0,0.0,None,None,0,3.66,2.88,1.75,2.54,0.352,0,0.3,1.62,18.71,14.69,0.79,13.36,80.7,413.57,598.36,55.25,4.8,4.4,2.7,4.1,4.0,0,14,82.8,67.5,83.0,ISO 22000,14.7,0.407,0.477,0,1,30.1,78.6,4.7,8.22,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_180,SME,129,36,Other Food Products,Mixed Ownership,0,0.0,None,None,0,2.28,2.25,3.87,4.16,0.346,0,0.68,1.09,17.42,13.78,8.76,11.08,52.8,257.87,592.64,28.57,4.8,3.6,4.2,3.0,3.9,1,6,59.5,47.2,88.0,ISO 9001,24.4,0.455,0.415,0,1,5.5,54.6,2.97,4.58,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_181,SME,174,23,Meat Processing,Mixed Ownership,0,0.0,None,None,0,3.02,2.98,3.02,3.05,0.106,1,1.06,2.39,15.85,10.91,2.55,0.01,73.5,143.89,297.11,0.01,4.8,4.2,2.5,4.6,4.03,0,1,73.0,52.7,77.7,None,15.6,0.415,0.263,0,1,2.0,71.2,3.14,6.1,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_182,SME,198,18,Meat Processing,Private Foreign,1,17.285473182012048,India,Greenfield,7,2.49,3.8,2.54,3.25,0.581,1,3.69,1.22,14.94,10.42,0.87,17.73,75.3,283.2,507.54,50.21,4.5,1.2,3.3,5.8,3.7,1,3,73.2,87.0,100.0,HACCP,20.3,0.492,0.472,1,1,36.8,66.9,4.61,6.55,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_183,SME,78,37,Grain Mill Products,Private Nigerian,1,18.70051071936888,China,M&A,18,2.46,3.07,1.86,3.47,0.714,0,3.05,1.4,16.41,11.93,11.05,23.49,83.5,92.78,135.52,21.79,2.2,2.3,2.9,7.0,3.6,0,0,65.9,63.5,75.6,HACCP,61.1,0.203,0.472,0,1,20.8,76.0,4.1,8.1,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_184,SME,174,2,Other Food Products,Private Foreign,1,22.273399452651255,UK,M&A,2,3.53,3.14,1.85,2.61,0.26,1,4.93,1.31,22.09,19.04,11.36,17.1,86.6,56.95,100.6,9.74,4.8,3.3,1.6,6.1,3.95,1,7,88.8,49.7,79.8,None,24.7,0.308,0.327,0,1,61.3,54.3,3.51,7.92,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_185,SME,37,39,Meat Processing,Private Foreign,1,89.643407216047,USA,Greenfield,19,4.08,2.92,3.43,3.18,0.387,1,4.46,1.5,20.47,4.86,0.53,12.73,65.9,101.19,175.49,12.88,4.9,5.7,4.8,2.9,4.58,0,4,57.8,89.0,90.0,ISO 9001,41.2,0.195,0.341,0,0,41.3,65.6,3.02,5.68,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,1
FIRM_186,SME,154,44,Other Food Products,Mixed Ownership,1,47.058237028751776,Germany,Greenfield,15,4.92,3.51,2.98,3.56,0.173,0,1.92,1.02,18.68,15.57,0.95,14.29,74.1,452.8,1121.79,64.71,4.0,2.6,4.1,3.9,3.65,1,8,62.6,45.8,94.1,HACCP,66.3,0.396,0.502,0,1,9.6,76.1,3.34,6.38,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_187,SME,17,29,Oils and Fats,Joint Venture,1,33.73474303095642,USA,Greenfield,2,2.54,3.74,4.03,2.77,0.591,1,2.05,2.48,9.15,11.79,1.41,42.7,78.3,75.42,156.47,32.2,3.7,3.6,5.1,1.0,3.35,0,5,74.0,65.5,90.5,None,44.9,0.487,0.521,0,1,57.9,42.5,3.22,8.2,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,1
FIRM_188,SME,79,11,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,2.49,3.33,2.82,3.71,0.071,0,2.36,2.31,7.05,14.16,12.18,4.07,87.0,247.57,333.39,10.08,4.2,4.7,3.9,5.6,4.6,0,7,52.9,66.6,91.7,None,27.1,0.253,0.579,1,0,24.8,48.3,3.23,7.59,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_189,SME,96,34,Grain Mill Products,Joint Venture,1,22.91712379081234,China,Greenfield,2,3.67,4.34,4.19,3.03,0.593,0,2.52,1.7,17.31,20.48,3.83,12.46,59.4,302.45,415.82,37.69,3.8,4.8,3.1,6.0,4.42,1,3,84.9,89.5,79.5,ISO 22000,13.3,0.47,0.442,1,0,52.6,57.5,4.1,6.44,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_190,SME,180,42,Dairy Products,Private Foreign,1,76.62727539091756,China,Greenfield,16,4.42,3.56,2.6,3.21,0.307,0,0.65,1.68,21.25,14.84,7.39,41.11,70.2,327.08,686.29,134.46,3.6,5.3,3.2,1.2,3.32,1,13,92.3,46.0,69.7,ISO 22000,74.5,0.278,0.301,0,0,31.7,69.2,3.91,7.08,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_191,SME,180,16,Beverages,Private Foreign,1,74.97792656186778,China,Greenfield,7,4.57,4.03,2.7,2.97,0.546,0,4.92,1.14,9.99,5.0,13.09,15.33,57.7,200.67,326.97,30.76,4.6,3.1,4.0,2.8,3.62,0,12,55.9,71.0,72.8,ISO 9001,23.4,0.313,0.575,0,0,31.5,33.2,3.2,6.44,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,1
FIRM_192,SME,19,20,Fish Processing,Joint Venture,1,31.75459490368194,China,Greenfield,16,3.72,3.4,2.83,3.65,0.3,1,1.26,1.79,31.86,18.75,6.64,0.23,78.4,195.91,263.37,0.45,2.2,1.9,3.0,5.6,3.18,0,13,58.3,75.1,72.3,HACCP,51.4,0.515,0.519,0,0,56.0,43.8,3.29,11.85,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_193,SME,66,8,Beverages,Private Nigerian,1,39.577743248333924,Germany,Joint Venture,8,2.64,4.15,4.44,3.93,0.355,1,0.81,1.8,20.04,18.37,7.89,21.97,70.8,201.0,496.23,44.16,4.4,3.5,4.6,5.5,4.5,0,9,77.0,85.4,87.8,None,40.6,0.464,0.237,0,0,25.4,31.1,4.03,7.84,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_194,SME,199,22,Beverages,Private Nigerian,1,16.966526193417682,UK,Joint Venture,19,1.22,4.02,1.96,4.34,0.329,0,3.86,2.26,19.37,6.45,10.6,10.72,66.4,421.39,574.66,45.17,4.4,6.2,3.2,5.6,4.85,0,1,61.9,57.8,89.8,HACCP,33.5,0.393,0.43,1,1,49.3,35.4,3.81,7.49,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_195,SME,25,43,Sugar and Confectionery,Government-owned,0,0.0,None,None,0,2.57,2.2,2.9,1.82,0.071,1,2.03,1.03,9.67,9.8,8.0,11.45,82.2,328.26,442.18,37.59,4.2,3.7,1.9,6.0,3.95,0,13,56.2,57.5,78.8,None,10.6,0.286,0.33,0,1,28.5,66.9,4.49,9.62,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_196,SME,86,25,Bakery Products,Mixed Ownership,0,0.0,None,None,0,1.7,3.41,3.38,2.53,0.197,0,2.12,2.24,12.13,15.49,12.84,6.36,40.0,498.71,1099.22,31.72,4.9,3.6,4.5,4.6,4.4,0,3,54.0,55.3,78.0,ISO 9001,9.6,0.274,0.247,0,1,20.9,62.3,3.23,4.51,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_197,SME,177,32,Fruit and Vegetable Processing,Private Foreign,1,40.04334205383137,Germany,M&A,15,3.57,3.19,3.25,3.01,0.306,1,1.68,2.47,14.55,8.62,4.54,46.62,91.3,463.1,1104.69,215.9,5.5,3.0,4.4,3.2,4.03,0,12,89.6,57.2,89.7,None,79.7,0.251,0.375,0,1,33.3,39.4,2.12,10.99,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_198,SME,102,30,Other Food Products,Private Foreign,1,24.00831934854317,India,Greenfield,13,3.36,2.74,3.15,3.38,0.232,0,0.58,2.39,8.75,19.49,13.53,48.94,70.1,199.89,350.71,97.83,5.3,4.2,5.0,4.8,4.82,0,10,80.3,45.0,86.8,None,74.1,0.265,0.274,0,0,23.2,43.9,4.43,11.65,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_199,SME,91,35,Sugar and Confectionery,Private Nigerian,1,29.07622723692038,Germany,Greenfield,6,3.48,2.71,3.43,4.54,0.385,0,4.86,0.96,16.64,11.83,8.87,7.91,68.3,480.14,1034.39,37.98,3.5,5.4,4.2,1.2,3.58,0,14,60.6,62.5,94.8,ISO 9001,74.0,0.186,0.459,0,0,33.0,62.7,3.66,10.18,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_200,SME,102,41,Beverages,Private Foreign,0,0.0,None,None,0,3.72,3.19,2.34,2.77,0.245,0,0.51,2.42,13.88,5.62,3.38,4.21,79.3,182.28,269.87,7.67,3.0,3.4,2.3,3.3,3.0,0,8,68.2,75.2,88.0,None,5.3,0.311,0.563,0,0,0.0,58.6,3.83,9.24,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_201,Large,1966,31,Other Food Products,Government-owned,1,27.610333889879552,Netherlands,M&A,9,2.65,3.27,2.03,2.73,0.404,1,4.56,1.47,32.01,18.7,11.87,33.49,77.8,6546.07,14953.48,2192.28,4.5,3.3,5.1,3.1,4.0,1,9,52.2,46.6,69.0,HACCP,30.2,0.474,0.52,1,0,57.5,53.4,3.8,6.2,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_202,Large,1286,9,Oils and Fats,Private Foreign,1,93.44858183117479,China,Joint Venture,9,4.35,3.71,3.2,3.74,0.217,1,2.66,2.32,16.76,22.49,11.3,50.64,73.9,1104.29,1642.52,559.21,4.5,7.0,4.6,7.0,5.78,1,2,47.9,45.4,84.9,None,22.3,0.392,0.335,1,1,38.8,40.3,3.4,7.42,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,1
FIRM_203,Large,545,33,Grain Mill Products,Private Nigerian,1,33.62462008499991,UK,Greenfield,8,5.0,2.7,2.3,2.95,0.308,1,3.85,1.66,8.26,18.01,18.28,15.05,65.1,8946.63,20566.45,1346.47,6.7,6.5,3.9,3.8,5.22,1,4,78.5,77.7,95.3,None,68.3,0.399,0.466,1,0,22.9,74.4,3.3,8.08,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_204,Large,1090,7,Grain Mill Products,Private Nigerian,1,33.03939513276953,South Africa,Greenfield,7,3.06,3.24,4.01,5.0,0.24,1,1.06,0.97,22.35,7.73,6.22,9.03,66.4,2493.98,4587.52,225.21,3.1,5.2,3.6,4.4,4.08,0,12,54.4,69.2,80.3,None,69.3,0.346,0.215,1,0,28.5,45.3,3.25,10.17,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,1
FIRM_205,Large,1720,42,Sugar and Confectionery,Private Nigerian,1,26.998086021030723,Germany,M&A,10,3.21,3.44,3.77,3.58,0.185,1,3.72,1.54,16.99,6.57,11.77,6.58,94.1,2953.51,5390.22,194.34,4.3,3.6,5.1,3.4,4.1,1,10,42.0,72.9,81.8,ISO 9001,16.1,0.454,0.326,1,1,18.1,83.2,4.25,9.62,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
