firm_id,firm_size,survey_date,years_operation,employees_cat,revenue_cat,ownership_type,has_fdi,fdi_type,years_fdi,ka1_technical_manuals,ka2_staff_training,ka3_adapt_technology,ka4_commercialize_knowledge,tp1_production_efficiency,tp2_quality_control,tp3_order_fulfillment,tp4_employee_productivity,rd_spending_pct,new_products_3yr,innovation_iot,innovation_automation,innovation_quality_mgmt,innovation_other,skilled_workforce_pct,training_hours_annual,modern_equipment,machinery_age_years,credit_access,reinvestment_rate_pct,gp1_tax_incentives,gp2_regulatory_stability,gp3_infrastructure_support,gp4_permit_ease,avg_roi_pct,avg_roa_pct,export_intensity_pct,capacity_utilization_pct,market_share_lagos_pct,knowledge_absorption,task_performance,innovation_score,government_policy,firm_resources,overall_performance
LRG060,Large,2024-03-26,9,251-500,50M-500M,Local,1,Technology transfer,8.0,4,4,4,3,3,4,3,4,3.4,3,0,1,1,0,73.5,40,1,4,Moderate,33.5,4,4,4,5,17.0,15.8,32.3,67.2,2.6,3.75,3.5,0.42360590103397155,4.25,0.4241167974898927,0.4574624575047367
LRG061,Large,2024-05-12,22,500+,500M-5B,Joint venture,1,Joint venture,5.0,4,4,3,4,4,4,4,5,4.7,6,1,1,0,1,79.9,58,1,2,Easy,20.8,6,6,6,5,29.9,18.2,21.3,68.9,8.0,3.75,4.25,1.5546092925892794,5.75,1.0395428993385114,1.2295782270893656
LRG062,Large,2024-03-18,44,251-500,500M-5B,Local,1,Equity,4.0,4,4,4,5,5,5,5,5,2.8,7,0,1,1,1,89.3,52,1,1,Easy,17.6,4,3,3,3,10.9,10.3,16.6,75.9,5.0,4.25,5.0,1.1756442999188494,3.25,1.1490828987031312,0.003063919845099322
LRG063,Large,2024-02-03,10,251-500,500M-5B,Local,0,,,3,3,3,2,3,3,3,4,1.2,5,1,0,0,1,52.8,49,1,5,Easy,8.0,3,3,3,2,25.9,3.7,21.5,63.3,2.1,2.75,3.25,0.13712336628004934,2.75,0.4013564088521858,-0.045446991646461835
LRG064,Large,2024-05-07,19,251-500,500M-5B,Foreign-owned,1,Equity,7.0,5,4,4,4,5,5,5,5,5.0,7,0,0,1,0,80.5,55,1,6,Easy,18.6,7,6,7,6,23.3,15.9,28.2,92.4,8.6,4.25,5.0,1.4132529979783952,6.5,0.8833009192874328,1.3092605379228472
LRG065,Large,2024-06-03,35,251-500,500M-5B,Local,1,Joint venture,6.0,5,5,5,4,4,4,3,5,3.2,6,1,1,0,1,63.9,38,1,1,Moderate,11.8,5,4,5,3,20.9,15.5,37.4,74.5,2.0,4.75,4.0,1.1126273076640256,4.25,0.3439314711901227,0.7080361458138
LRG066,Large,2024-02-09,27,251-500,500M-5B,Joint venture,1,Equity,1.0,3,4,4,4,3,3,3,4,3.6,4,1,1,0,0,88.0,40,1,7,Easy,39.7,5,5,6,4,11.7,10.3,46.9,98.0,2.2,3.75,3.25,0.663415687258897,5.0,0.7887832174393666,0.5679673925818632
LRG067,Large,2024-01-27,25,251-500,50M-500M,Joint venture,0,,,3,3,3,2,3,2,3,3,4.0,6,0,0,1,0,67.3,36,0,9,Easy,17.8,6,6,6,6,17.8,10.2,13.4,84.3,3.3,2.75,2.75,0.9377194864600011,6.0,-0.1426361274962931,0.19490228951966934
LRG068,Large,2024-06-29,26,251-500,50M-500M,Local,0,,,3,3,3,3,4,4,4,4,1.3,1,0,1,1,1,69.5,7,1,4,Moderate,17.5,5,5,5,4,8.1,7.2,0.0,85.7,4.9,3.0,4.0,-0.35161081441575337,4.75,-0.03944861271297996,-0.37289818732054614
LRG069,Large,2024-06-01,15,500+,>5B,Local,1,Technology transfer,1.0,4,4,4,3,4,3,4,3,4.0,4,1,1,1,0,63.3,70,1,6,Easy,27.7,7,4,4,3,25.2,3.5,21.4,82.6,6.4,3.75,3.5,0.9865933231543778,4.5,0.7908060017243373,0.4226050913104249
LRG070,Large,2024-01-18,13,251-500,>5B,Local,1,Equity,1.0,5,4,4,5,4,4,4,4,2.6,4,1,0,0,0,85.6,55,1,1,Easy,30.7,3,5,5,3,11.8,11.3,8.8,98.0,5.2,4.5,4.0,0.16344525739331475,4.0,1.1264387407283027,0.2539364041124492
LRG071,Large,2024-02-07,31,251-500,500M-5B,Foreign-owned,1,Management contract,7.0,4,5,5,5,4,4,4,3,3.1,8,0,1,1,0,95.0,65,1,4,Easy,30.6,3,6,5,5,18.5,12.8,19.1,81.4,10.7,4.75,3.75,1.2396037785567122,4.75,1.3003551065363121,0.8523146355930535
LRG072,Large,2024-03-15,31,500+,50M-500M,Joint venture,1,Joint venture,2.0,4,4,4,4,4,4,3,4,3.4,7,0,1,0,0,59.9,31,1,3,Easy,31.6,5,4,4,4,15.5,11.4,38.4,83.6,5.1,4.0,3.75,0.9418055473914579,4.25,0.36121383034570576,0.6366637323278271
LRG073,Large,2024-02-26,34,251-500,500M-5B,Foreign-owned,1,Equity,7.0,3,3,4,4,2,2,3,2,1.5,6,1,1,1,1,69.9,65,1,5,Moderate,18.0,3,6,6,6,12.5,4.9,47.6,78.0,3.9,3.5,2.25,0.8170301646641511,5.25,0.6372302083048939,0.20608845187293823
LRG074,Large,2024-04-28,37,251-500,500M-5B,Local,0,,,3,3,2,1,3,2,4,2,1.6,6,0,0,0,0,68.5,62,0,2,Difficult,15.6,4,5,6,5,18.8,0.2,6.9,80.4,1.7,2.25,2.75,0.025232537330848848,5.0,-0.04313647006027399,-0.4938703768883891
LRG075,Large,2024-05-18,19,500+,<50M,Foreign-owned,1,Technology transfer,1.0,4,4,3,4,4,4,5,5,4.9,4,0,1,1,1,86.8,34,1,1,Easy,29.2,5,5,4,5,20.8,11.9,17.8,91.6,6.4,3.75,4.5,1.25178251410953,4.75,0.891156272642217,0.7298125165142826
LRG076,Large,2024-05-17,19,500+,50M-500M,Local,1,Equity,1.0,2,2,2,3,5,5,4,5,4.4,6,0,1,1,0,66.6,59,1,6,Moderate,18.8,4,4,4,4,25.7,18.1,0.0,82.3,7.6,2.25,4.75,1.2608971223554821,4.0,0.4795629261425838,0.9060280567683947
LRG077,Large,2024-03-09,30,251-500,500M-5B,Foreign-owned,1,Technology transfer,7.0,4,4,4,4,5,5,5,5,3.2,5,0,1,1,0,32.5,50,1,8,Easy,23.0,3,3,4,4,7.3,20.0,34.3,81.6,9.0,4.0,5.0,0.726432679513721,3.5,-0.0072682824081647945,0.9184046613987591
LRG078,Large,2024-04-26,24,500+,500M-5B,Local,1,Equity,1.0,3,3,3,3,5,4,4,4,3.6,7,1,1,1,0,95.0,31,1,1,Easy,26.2,5,4,5,5,25.2,18.3,7.0,95.7,3.0,3.0,4.25,1.4113680252123182,4.75,0.9855438347706682,0.8779074162660504
LRG079,Large,2024-01-30,26,251-500,<50M,Foreign-owned,1,Equity,13.0,4,4,5,5,4,4,5,5,2.9,5,0,1,1,0,86.4,56,1,3,Easy,29.3,5,6,7,6,33.0,10.7,28.9,92.6,5.7,4.5,4.5,0.6380362825286702,6.0,1.0865766260682912,1.235858440174821
LRG080,Large,2024-02-26,30,251-500,50M-500M,Local,0,,,1,1,1,1,4,5,4,3,4.1,3,1,1,0,0,38.9,45,0,13,Easy,3.8,5,6,6,5,10.5,5.4,17.3,71.3,5.2,1.0,4.0,0.6298641606657566,5.5,-0.6158450369981167,-0.2816398886013842
LRG081,Large,2024-04-21,36,251-500,50M-500M,Joint venture,1,Equity,7.0,4,3,3,2,3,4,3,3,3.1,7,0,1,1,1,65.9,43,1,7,Easy,28.7,6,6,5,6,30.2,13.5,31.8,61.0,6.4,3.0,3.25,1.2640406969039004,5.75,0.4727882513697257,0.9691538964975763
LRG082,Large,2024-01-15,14,500+,500M-5B,Local,0,,,1,1,1,1,3,3,3,2,2.8,6,0,1,0,1,88.5,49,1,1,Easy,16.1,5,4,3,2,12.8,10.0,21.5,69.5,3.3,1.0,2.75,0.7894496717685447,3.5,1.099983652524337,-0.05693971383247789
LRG083,Large,2024-04-23,15,251-500,<50M,Foreign-owned,1,Joint venture,3.0,5,5,5,5,4,3,5,4,4.7,4,1,0,0,1,95.0,30,1,1,Easy,28.7,3,5,4,4,9.4,14.6,21.1,91.5,6.9,5.0,4.0,0.9875358095374165,4.0,0.973428880364618,0.5320394258723036
LRG084,Large,2024-03-22,9,251-500,50M-500M,Joint venture,1,Equity,1.0,4,5,5,4,4,4,4,4,2.4,5,1,1,1,1,89.1,32,1,3,Moderate,29.2,3,4,3,4,16.2,4.9,18.9,98.0,4.2,4.5,4.0,0.9013405007177451,3.5,0.6082733559874034,0.18581767406696
LRG085,Large,2024-05-10,21,251-500,500M-5B,Local,0,,,3,3,3,3,3,4,4,3,4.4,2,1,0,0,1,62.4,37,0,15,Moderate,30.9,3,3,4,4,19.1,5.5,14.1,57.6,7.0,3.0,3.5,0.5373817027492492,3.5,-0.633426531632164,-0.07329536263767378
LRG086,Large,2024-03-28,8,251-500,50M-500M,Joint venture,1,Joint venture,7.0,4,3,4,4,4,4,3,4,1.5,1,0,1,1,0,76.2,50,1,14,Easy,33.8,3,2,6,3,11.4,12.4,28.4,78.9,7.6,3.75,3.75,-0.49799565634113274,3.5,0.49524553073689825,0.4917252151016411
LRG087,Large,2024-05-02,18,251-500,500M-5B,Foreign-owned,1,Joint venture,4.0,5,4,4,5,5,5,4,4,5.3,6,1,0,1,1,73.0,41,1,3,Moderate,33.8,3,3,3,2,14.8,15.9,51.4,83.3,3.5,4.5,4.5,1.7314020865593807,2.75,0.46062598855889314,0.9143613058792686
LRG088,Large,2024-06-05,20,251-500,50M-500M,Local,1,Equity,13.0,3,3,2,3,5,5,5,5,2.9,7,1,0,1,0,91.9,60,1,1,Easy,34.5,6,5,5,4,22.4,18.1,18.0,98.0,4.4,2.75,5.0,0.9997939923317866,5.0,1.287454278573625,1.043270627452959
LRG089,Large,2024-05-18,13,251-500,50M-500M,Local,0,,,2,2,2,2,4,4,4,3,2.2,5,0,1,0,0,51.9,41,1,8,Moderate,20.3,6,4,4,5,14.0,10.1,27.2,75.6,2.0,2.0,3.75,0.22646224964813869,4.75,-0.037599492094857245,0.06729831977177823
LRG090,Large,2024-02-23,21,251-500,50M-500M,Foreign-owned,1,Technology transfer,2.0,3,4,4,4,4,4,4,4,1.0,2,0,0,1,0,62.9,60,1,9,Moderate,23.3,2,4,6,3,20.3,14.3,39.5,73.1,7.2,3.75,4.0,-0.6697599029967389,3.75,0.3355916813155968,0.9651775437929868
LRG091,Large,2024-03-03,8,251-500,500M-5B,Local,0,,,3,3,3,3,3,3,4,4,2.0,3,0,1,1,0,80.2,34,1,6,Moderate,25.0,4,5,4,4,14.6,9.3,17.7,78.7,1.3,3.0,3.5,0.011089381770401557,4.25,0.39351357632228035,-0.09315289352377816
LRG092,Large,2024-03-30,8,251-500,>5B,Foreign-owned,1,Management contract,5.0,4,3,4,4,4,4,4,4,2.1,1,0,1,1,0,74.3,57,1,1,Easy,28.9,5,3,4,4,19.3,15.7,29.1,79.1,5.1,3.75,4.0,-0.32120286237103124,4.0,0.9705129902213059,0.7895237393343271
LRG093,Large,2024-03-10,32,251-500,500M-5B,Local,0,,,3,3,3,3,4,4,4,3,1.8,7,1,0,0,1,85.7,30,0,16,Easy,15.5,3,3,3,4,12.2,10.8,5.2,61.3,5.0,3.0,3.75,0.6756738700532673,3.25,-0.1485351279312507,-0.2709369911013447
LRG094,Large,2024-01-29,15,251-500,500M-5B,Foreign-owned,1,Joint venture,7.0,5,5,5,5,5,5,4,5,3.1,3,0,0,1,0,64.9,75,1,7,Moderate,26.2,5,3,5,4,18.6,14.8,43.9,77.3,6.3,5.0,4.75,0.12989373080017447,4.25,0.6139334068346637,0.9881912938605163
LRG095,Large,2024-06-11,10,500+,500M-5B,Local,0,,,3,3,3,3,5,4,4,4,3.6,7,1,0,0,0,64.2,25,1,2,Easy,17.7,1,2,4,1,9.2,9.4,24.4,98.0,5.0,3.0,4.25,1.0007364787148252,2.0,0.3894446383362199,0.28335714584051575
LRG096,Large,2024-06-01,19,251-500,50M-500M,Joint venture,1,Technology transfer,5.0,4,4,3,3,4,4,4,3,3.5,7,1,1,0,0,61.2,75,1,6,Moderate,16.2,4,5,5,5,26.5,12.8,31.8,88.6,3.5,3.5,3.75,1.1765867863018882,4.75,0.5873101116550379,0.9620888913161203
LRG097,Large,2024-01-30,29,251-500,50M-500M,Joint venture,1,Equity,2.0,4,4,4,4,5,5,5,4,3.7,4,1,0,1,0,75.1,50,1,8,Easy,33.3,2,4,5,4,13.8,16.4,22.0,89.3,7.6,4.0,4.75,0.6928811529205807,3.75,0.6719026102461296,0.8051424402271972
LRG098,Large,2024-04-04,12,251-500,>5B,Joint venture,1,Management contract,2.0,4,4,4,4,5,4,4,4,2.0,3,1,1,1,0,52.8,33,1,9,Easy,23.4,4,4,4,3,24.0,14.6,39.5,85.0,4.8,4.0,4.25,0.21640515501914806,3.75,0.07805423430197322,1.1082468051257637
LRG099,Large,2024-01-29,23,251-500,<50M,Foreign-owned,1,Joint venture,3.0,4,4,4,4,4,4,4,4,2.2,6,0,0,1,0,67.7,66,1,4,Moderate,39.4,5,6,3,5,17.0,14.5,6.7,87.5,5.2,4.0,4.0,0.40734110454969685,4.75,0.6466363355825258,0.4342711652528801
LRG100,Large,2024-01-27,9,251-500,50M-500M,Local,1,Joint venture,5.0,4,4,4,5,4,4,5,4,5.5,4,0,0,1,0,53.5,52,1,3,Easy,10.0,3,4,6,5,18.8,18.9,0.0,87.4,6.5,4.25,4.25,1.0179437615821385,4.5,0.5135928091876052,0.6932410602311395
