longitude,latitude,factor_of_safety,landslide_hazard_level
-122.42000000000034,47.34500000000018,5.0,Low
-122.41500000000035,47.34500000000018,3.007872025269742,Low
-122.41000000000035,47.34500000000018,5.0,Low
-122.40500000000036,47.34500000000018,3.9248396896292324,Low
-122.40000000000036,47.34500000000018,3.0,Low
-122.39500000000037,47.34500000000018,5.0,Low
-122.39000000000037,47.34500000000018,3.453770849609181,Low
-122.38500000000037,47.34500000000018,0.9847972580234592,Very High
-122.38000000000038,47.34500000000018,3.004211824891641,Low
-122.37500000000038,47.34500000000018,3.0,Low
-122.37000000000039,47.34500000000018,4.450130291779905,Low
-122.36500000000039,47.34500000000018,1.340381042610297,High
-122.3600000000004,47.34500000000018,3.0,Low
-122.3550000000004,47.34500000000018,0.8818260319764538,Very High
-122.3500000000004,47.34500000000018,3.0,Low
-122.34500000000041,47.34500000000018,1.416268018401991,High
-122.34000000000042,47.34500000000018,3.0,Low
-122.33500000000042,47.34500000000018,3.0,Low
-122.33000000000042,47.34500000000018,3.0,Low
-122.32500000000043,47.34500000000018,3.0,Low
-122.32000000000043,47.34500000000018,0.8415634234260402,Very High
-122.31500000000044,47.34500000000018,3.0,Low
-122.31000000000044,47.34500000000018,3.0,Low
-122.30500000000045,47.34500000000018,3.0,Low
-122.30000000000045,47.34500000000018,3.0,Low
-122.29500000000046,47.34500000000018,3.0,Low
-122.29000000000046,47.34500000000018,3.0,Low
-122.28500000000047,47.34500000000018,3.0,Low
-122.28000000000047,47.34500000000018,3.0,Low
-122.27500000000047,47.34500000000018,3.0,Low
-122.27000000000048,47.34500000000018,3.0,Low
-122.26500000000048,47.34500000000018,3.0,Low
-122.26000000000049,47.34500000000018,3.0,Low
-122.25500000000049,47.34500000000018,3.0,Low
-122.2500000000005,47.34500000000018,3.0,Low
-122.2450000000005,47.34500000000018,3.0,Low
-122.2400000000005,47.34500000000018,3.0,Low
-122.23500000000051,47.34500000000018,3.0,Low
-122.23000000000052,47.34500000000018,3.0,Low
-122.22500000000052,47.34500000000018,3.0,Low
-122.22000000000052,47.34500000000018,3.0,Low
-122.21500000000053,47.34500000000018,3.0,Low
-122.21000000000053,47.34500000000018,3.0,Low
-122.20500000000054,47.34500000000018,3.0,Low
-122.20000000000054,47.34500000000018,3.0,Low
-122.19500000000055,47.34500000000018,3.0,Low
-122.19000000000055,47.34500000000018,3.0,Low
-122.18500000000056,47.34500000000018,3.0,Low
-122.18000000000056,47.34500000000018,3.0,Low
-122.17500000000057,47.34500000000018,3.0,Low
-122.17000000000057,47.34500000000018,1.127919822077267,Very High
-122.16500000000057,47.34500000000018,3.0,Low
-122.16000000000058,47.34500000000018,3.0,Low
-122.15500000000058,47.34500000000018,3.0,Low
-122.15000000000059,47.34500000000018,3.0,Low
-122.14500000000059,47.34500000000018,3.0,Low
-122.1400000000006,47.34500000000018,0.5,Very High
-122.1350000000006,47.34500000000018,3.0,Low
-122.1300000000006,47.34500000000018,0.5510249236610193,Very High
-122.12500000000061,47.34500000000018,3.0,Low
-122.12000000000062,47.34500000000018,0.8017908376032806,Very High
-122.11500000000062,47.34500000000018,0.5032509892796864,Very High
-122.11000000000062,47.34500000000018,0.6120035010709637,Very High
-122.10500000000063,47.34500000000018,0.731674686644522,Very High
-122.10000000000063,47.34500000000018,0.6140120028890091,Very High
-122.09500000000064,47.34500000000018,0.5,Very High
-122.09000000000064,47.34500000000018,0.8220834780249355,Very High
-122.08500000000065,47.34500000000018,0.7778190923399865,Very High
-122.08000000000065,47.34500000000018,0.5,Very High
-122.07500000000066,47.34500000000018,0.5410078999378444,Very High
-122.07000000000066,47.34500000000018,0.632161758327096,Very High
-122.06500000000067,47.34500000000018,0.6506316792613317,Very High
-122.06000000000067,47.34500000000018,0.6753613713156146,Very High
-122.05500000000067,47.34500000000018,0.5676479281304486,Very High
-122.05000000000068,47.34500000000018,0.7798638193483125,Very High
-122.04500000000068,47.34500000000018,0.5273248143330327,Very High
-122.04000000000069,47.34500000000018,0.6260974424240587,Very High
-122.0350000000007,47.34500000000018,0.807195886316247,Very High
-122.0300000000007,47.34500000000018,0.6238883647845567,Very High
-122.0250000000007,47.34500000000018,0.5466091021484202,Very High
-122.0200000000007,47.34500000000018,0.6748887326553826,Very High
-122.01500000000071,47.34500000000018,0.578726611024568,Very High
-122.01000000000072,47.34500000000018,0.8533175389801003,Very High
-122.00500000000072,47.34500000000018,0.5,Very High
-122.00000000000072,47.34500000000018,0.7663562267545855,Very High
-121.99500000000073,47.34500000000018,0.5037317472787505,Very High
-121.99000000000073,47.34500000000018,0.8595692352116517,Very High
-121.98500000000074,47.34500000000018,0.6733621562849528,Very High
-121.98000000000074,47.34500000000018,3.0,Low
-121.97500000000075,47.34500000000018,0.786771763118575,Very High
-121.97000000000075,47.34500000000018,0.5320117906032191,Very High
-121.96500000000076,47.34500000000018,1.1632780836297596,Very High
-121.96000000000076,47.34500000000018,1.0227872732754575,Very High
-121.95500000000077,47.34500000000018,1.0302081215440755,Very High
-121.95000000000077,47.34500000000018,1.1264971714970056,Very High
-121.94500000000077,47.34500000000018,0.6862109915246623,Very High
-121.94000000000078,47.34500000000018,1.3863346914072252,High
-121.93500000000078,47.34500000000018,3.0,Low
-121.93000000000079,47.34500000000018,0.7001146192610004,Very High
-121.9250000000008,47.34500000000018,0.8980054055929,Very High
-121.9200000000008,47.34500000000018,1.1204892451175341,Very High
-121.9150000000008,47.34500000000018,1.1198111387157188,Very High
-121.9100000000008,47.34500000000018,0.5,Very High
-121.90500000000081,47.34500000000018,0.7012696427711986,Very High
-121.90000000000082,47.34500000000018,1.421538114116524,High
-121.89500000000082,47.34500000000018,1.2130632710474907,High
-121.89000000000082,47.34500000000018,3.0,Low
-121.88500000000083,47.34500000000018,3.0,Low
-121.88000000000083,47.34500000000018,3.0,Low
-121.87500000000084,47.34500000000018,3.0,Low
-121.87000000000084,47.34500000000018,3.0,Low
-121.86500000000085,47.34500000000018,3.0,Low
-121.86000000000085,47.34500000000018,1.3737554860141672,High
-121.85500000000086,47.34500000000018,1.5337447234516768,Moderate
-121.85000000000086,47.34500000000018,0.7577796841986043,Very High
-121.84500000000087,47.34500000000018,3.0,Low
-121.84000000000087,47.34500000000018,3.0,Low
-121.83500000000087,47.34500000000018,3.0,Low
-121.83000000000088,47.34500000000018,5.0,Low
-121.82500000000088,47.34500000000018,3.0,Low
-121.82000000000089,47.34500000000018,3.979879650924793,Low
-121.8150000000009,47.34500000000018,3.0,Low
-121.8100000000009,47.34500000000018,5.0,Low
-121.8050000000009,47.34500000000018,3.0,Low
-121.8000000000009,47.34500000000018,5.0,Low
-121.79500000000091,47.34500000000018,1.0105309532311142,Very High
-121.79000000000092,47.34500000000018,1.758329462887192,Moderate
-121.78500000000092,47.34500000000018,5.0,Low
-121.78000000000092,47.34500000000018,5.0,Low
-121.77500000000093,47.34500000000018,5.0,Low
-121.77000000000093,47.34500000000018,5.0,Low
-121.76500000000094,47.34500000000018,5.0,Low
-121.76000000000094,47.34500000000018,5.0,Low
-121.75500000000095,47.34500000000018,5.0,Low
-121.75000000000095,47.34500000000018,5.0,Low
-121.74500000000096,47.34500000000018,3.0,Low
-121.74000000000096,47.34500000000018,3.0,Low
-121.73500000000097,47.34500000000018,5.0,Low
-121.73000000000097,47.34500000000018,5.0,Low
-121.72500000000097,47.34500000000018,5.0,Low
-121.72000000000098,47.34500000000018,5.0,Low
-121.71500000000098,47.34500000000018,5.0,Low
-121.71000000000099,47.34500000000018,5.0,Low
-121.705000000001,47.34500000000018,5.0,Low
-121.700000000001,47.34500000000018,5.0,Low
-121.695000000001,47.34500000000018,4.247405963318944,Low
-121.690000000001,47.34500000000018,5.0,Low
-121.68500000000101,47.34500000000018,5.0,Low
-121.68000000000102,47.34500000000018,5.0,Low
-121.67500000000102,47.34500000000018,5.0,Low
-121.67000000000102,47.34500000000018,5.0,Low
-121.66500000000103,47.34500000000018,5.0,Low
-121.66000000000103,47.34500000000018,5.0,Low
-121.65500000000104,47.34500000000018,5.0,Low
-121.65000000000104,47.34500000000018,5.0,Low
-121.64500000000105,47.34500000000018,5.0,Low
-121.64000000000105,47.34500000000018,5.0,Low
-121.63500000000106,47.34500000000018,5.0,Low
-121.63000000000106,47.34500000000018,5.0,Low
-121.62500000000107,47.34500000000018,5.0,Low
-121.62000000000107,47.34500000000018,5.0,Low
-121.61500000000107,47.34500000000018,5.0,Low
-121.61000000000108,47.34500000000018,5.0,Low
-121.60500000000108,47.34500000000018,5.0,Low
-121.60000000000109,47.34500000000018,5.0,Low
-121.5950000000011,47.34500000000018,5.0,Low
-121.5900000000011,47.34500000000018,5.0,Low
-121.5850000000011,47.34500000000018,5.0,Low
-121.5800000000011,47.34500000000018,5.0,Low
-121.57500000000111,47.34500000000018,5.0,Low
-121.57000000000112,47.34500000000018,4.783421830717278,Low
-121.56500000000112,47.34500000000018,5.0,Low
-121.56000000000112,47.34500000000018,5.0,Low
-121.55500000000113,47.34500000000018,5.0,Low
-121.55000000000113,47.34500000000018,5.0,Low
-121.54500000000114,47.34500000000018,5.0,Low
-121.54000000000114,47.34500000000018,5.0,Low
-121.53500000000115,47.34500000000018,5.0,Low
-121.53000000000115,47.34500000000018,5.0,Low
-121.52500000000116,47.34500000000018,5.0,Low
-121.52000000000116,47.34500000000018,3.0,Low
-121.51500000000117,47.34500000000018,5.0,Low
-121.51000000000117,47.34500000000018,3.0,Low
-121.50500000000117,47.34500000000018,3.0,Low
-122.8,47.35000000000018,3.0,Low
-122.795,47.35000000000018,3.0,Low
-122.79,47.35000000000018,3.0,Low
-122.78500000000001,47.35000000000018,3.0,Low
-122.78000000000002,47.35000000000018,3.0,Low
-122.77500000000002,47.35000000000018,3.0,Low
-122.77000000000002,47.35000000000018,3.0,Low
-122.76500000000003,47.35000000000018,3.0,Low
-122.76000000000003,47.35000000000018,3.0,Low
-122.75500000000004,47.35000000000018,3.0,Low
-122.75000000000004,47.35000000000018,3.0,Low
-122.74500000000005,47.35000000000018,3.0,Low
-122.74000000000005,47.35000000000018,3.0,Low
-122.73500000000006,47.35000000000018,3.0,Low
-122.73000000000006,47.35000000000018,3.0,Low
-122.72500000000007,47.35000000000018,3.0,Low
-122.72000000000007,47.35000000000018,3.0,Low
-122.71500000000007,47.35000000000018,3.0,Low
-122.71000000000008,47.35000000000018,3.0,Low
-122.70500000000008,47.35000000000018,3.0,Low
-122.70000000000009,47.35000000000018,3.0,Low
-122.69500000000009,47.35000000000018,3.0,Low
-122.6900000000001,47.35000000000018,3.0,Low
-122.6850000000001,47.35000000000018,3.0,Low
-122.6800000000001,47.35000000000018,3.0,Low
-122.67500000000011,47.35000000000018,3.0,Low
-122.67000000000012,47.35000000000018,3.0,Low
-122.66500000000012,47.35000000000018,5.0,Low
-122.66000000000012,47.35000000000018,3.0,Low
-122.65500000000013,47.35000000000018,3.0,Low
-122.65000000000013,47.35000000000018,3.0,Low
-122.64500000000014,47.35000000000018,3.0,Low
-122.64000000000014,47.35000000000018,3.0,Low
-122.63500000000015,47.35000000000018,3.0,Low
-122.63000000000015,47.35000000000018,5.0,Low
-122.62500000000016,47.35000000000018,3.0,Low
-122.62000000000016,47.35000000000018,5.0,Low
-122.61500000000017,47.35000000000018,5.0,Low
-122.61000000000017,47.35000000000018,3.0,Low
-122.60500000000017,47.35000000000018,5.0,Low
-122.60000000000018,47.35000000000018,5.0,Low
-122.59500000000018,47.35000000000018,5.0,Low
-122.59000000000019,47.35000000000018,3.0,Low
-122.58500000000019,47.35000000000018,3.0,Low
-122.5800000000002,47.35000000000018,5.0,Low
-122.5750000000002,47.35000000000018,5.0,Low
-122.5700000000002,47.35000000000018,5.0,Low
-122.56500000000021,47.35000000000018,5.0,Low
-122.56000000000022,47.35000000000018,5.0,Low
-122.55500000000022,47.35000000000018,5.0,Low
-122.55000000000022,47.35000000000018,5.0,Low
-122.54500000000023,47.35000000000018,5.0,Low
-122.54000000000023,47.35000000000018,5.0,Low
-122.53500000000024,47.35000000000018,5.0,Low
-122.53000000000024,47.35000000000018,5.0,Low
-122.52500000000025,47.35000000000018,5.0,Low
-122.52000000000025,47.35000000000018,5.0,Low
-122.51500000000026,47.35000000000018,5.0,Low
-122.51000000000026,47.35000000000018,5.0,Low
-122.50500000000027,47.35000000000018,5.0,Low
-122.50000000000027,47.35000000000018,5.0,Low
-122.49500000000027,47.35000000000018,5.0,Low
-122.49000000000028,47.35000000000018,5.0,Low
-122.48500000000028,47.35000000000018,5.0,Low
-122.48000000000029,47.35000000000018,5.0,Low
-122.47500000000029,47.35000000000018,5.0,Low
-122.4700000000003,47.35000000000018,5.0,Low
-122.4650000000003,47.35000000000018,5.0,Low
-122.4600000000003,47.35000000000018,5.0,Low
-122.45500000000031,47.35000000000018,5.0,Low
-122.45000000000032,47.35000000000018,5.0,Low
-122.44500000000032,47.35000000000018,5.0,Low
-122.44000000000032,47.35000000000018,5.0,Low
-122.43500000000033,47.35000000000018,5.0,Low
-122.43000000000033,47.35000000000018,5.0,Low
-122.42500000000034,47.35000000000018,5.0,Low
-122.42000000000034,47.35000000000018,4.5564064455524385,Low
-122.41500000000035,47.35000000000018,5.0,Low
-122.41000000000035,47.35000000000018,5.0,Low
-122.40500000000036,47.35000000000018,5.0,Low
-122.40000000000036,47.35000000000018,5.0,Low
-122.39500000000037,47.35000000000018,5.0,Low
-122.39000000000037,47.35000000000018,3.0,Low
-122.38500000000037,47.35000000000018,2.997356478929374,Low
-122.38000000000038,47.35000000000018,5.0,Low
-122.37500000000038,47.35000000000018,2.6610924715230118,Low
-122.37000000000039,47.35000000000018,3.0,Low
-122.36500000000039,47.35000000000018,3.0,Low
-122.3600000000004,47.35000000000018,3.0,Low
-122.3550000000004,47.35000000000018,1.1194542315944649,Very High
-122.3500000000004,47.35000000000018,3.0,Low
-122.34500000000041,47.35000000000018,3.0,Low
-122.34000000000042,47.35000000000018,3.0,Low
-122.33500000000042,47.35000000000018,1.8757952495836905,Moderate
-122.33000000000042,47.35000000000018,2.28999987971503,Low
-122.32500000000043,47.35000000000018,3.0,Low
-122.32000000000043,47.35000000000018,3.0,Low
-122.31500000000044,47.35000000000018,0.7861832296625739,Very High
-122.31000000000044,47.35000000000018,3.0,Low
-122.30500000000045,47.35000000000018,3.0,Low
-122.30000000000045,47.35000000000018,3.0,Low
-122.29500000000046,47.35000000000018,3.0,Low
-122.29000000000046,47.35000000000018,3.0,Low
-122.28500000000047,47.35000000000018,0.9276151749750402,Very High
-122.28000000000047,47.35000000000018,3.0,Low
-122.27500000000047,47.35000000000018,3.0,Low
-122.27000000000048,47.35000000000018,3.0,Low
-122.26500000000048,47.35000000000018,3.0,Low
-122.26000000000049,47.35000000000018,3.0,Low
-122.25500000000049,47.35000000000018,3.0,Low
-122.2500000000005,47.35000000000018,3.0,Low
-122.2450000000005,47.35000000000018,3.0,Low
-122.2400000000005,47.35000000000018,3.0,Low
-122.23500000000051,47.35000000000018,3.0,Low
-122.23000000000052,47.35000000000018,3.0,Low
-122.22500000000052,47.35000000000018,3.0,Low
-122.22000000000052,47.35000000000018,3.0,Low
-122.21500000000053,47.35000000000018,3.0,Low
-122.21000000000053,47.35000000000018,3.0,Low
-122.20500000000054,47.35000000000018,3.0,Low
-122.20000000000054,47.35000000000018,3.0,Low
-122.19500000000055,47.35000000000018,3.0,Low
-122.19000000000055,47.35000000000018,3.0,Low
-122.18500000000056,47.35000000000018,3.0,Low
-122.18000000000056,47.35000000000018,3.0,Low
-122.17500000000057,47.35000000000018,3.0,Low
-122.17000000000057,47.35000000000018,3.0,Low
-122.16500000000057,47.35000000000018,3.0,Low
-122.16000000000058,47.35000000000018,3.0,Low
-122.15500000000058,47.35000000000018,3.0,Low
-122.15000000000059,47.35000000000018,3.0,Low
-122.14500000000059,47.35000000000018,0.5049514868052466,Very High
-122.1400000000006,47.35000000000018,3.0,Low
-122.1350000000006,47.35000000000018,0.6217149519195821,Very High
-122.1300000000006,47.35000000000018,0.8268776251362487,Very High
-122.12500000000061,47.35000000000018,0.5,Very High
-122.12000000000062,47.35000000000018,0.6935852725857231,Very High
-122.11500000000062,47.35000000000018,3.0,Low
-122.11000000000062,47.35000000000018,0.6257821036789768,Very High
-122.10500000000063,47.35000000000018,0.5,Very High
-122.10000000000063,47.35000000000018,0.8223265795201092,Very High
-122.09500000000064,47.35000000000018,3.0,Low
-122.09000000000064,47.35000000000018,0.6194439348888753,Very High
-122.08500000000065,47.35000000000018,0.6424472321997311,Very High
-122.08000000000065,47.35000000000018,0.5198699206505702,Very High
-122.07500000000066,47.35000000000018,0.8477190293349699,Very High
-122.07000000000066,47.35000000000018,0.8760924795841134,Very High
-122.06500000000067,47.35000000000018,0.7480616632769731,Very High
-122.06000000000067,47.35000000000018,0.6760085589721372,Very High
-122.05500000000067,47.35000000000018,0.9701239834994468,Very High
-122.05000000000068,47.35000000000018,0.7167130429666584,Very High
-122.04500000000068,47.35000000000018,0.6103657946908864,Very High
-122.04000000000069,47.35000000000018,0.5002522418028228,Very High
-122.0350000000007,47.35000000000018,3.0,Low
-122.0300000000007,47.35000000000018,0.634284478941954,Very High
-122.0250000000007,47.35000000000018,0.8476452875608649,Very High
-122.0200000000007,47.35000000000018,0.5538689268067486,Very High
-122.01500000000071,47.35000000000018,0.6821530766846424,Very High
-122.01000000000072,47.35000000000018,0.5766223357673462,Very High
-122.00500000000072,47.35000000000018,1.1121512475812394,Very High
-122.00000000000072,47.35000000000018,0.5,Very High
-121.99500000000073,47.35000000000018,0.7380700358309004,Very High
-121.99000000000073,47.35000000000018,0.5,Very High
-121.98500000000074,47.35000000000018,0.6101099387277531,Very High
-121.98000000000074,47.35000000000018,0.7270110465491926,Very High
-121.97500000000075,47.35000000000018,0.8095505890991956,Very High
-121.97000000000075,47.35000000000018,0.7617848984738055,Very High
-121.96500000000076,47.35000000000018,0.867284258100501,Very High
-121.96000000000076,47.35000000000018,0.8500976979974688,Very High
-121.95500000000077,47.35000000000018,0.889093746101585,Very High
-121.95000000000077,47.35000000000018,0.7156334354985026,Very High
-121.94500000000077,47.35000000000018,0.8881846182887285,Very High
-121.94000000000078,47.35000000000018,0.9450932129579398,Very High
-121.93500000000078,47.35000000000018,1.212593284474908,High
-121.93000000000079,47.35000000000018,3.0,Low
-121.9250000000008,47.35000000000018,1.4117056370759344,High
-121.9200000000008,47.35000000000018,0.8038784924793335,Very High
-121.9150000000008,47.35000000000018,3.0708473057190684,Low
-121.9100000000008,47.35000000000018,0.9007024487732471,Very High
-121.90500000000081,47.35000000000018,0.7984607571729504,Very High
-121.90000000000082,47.35000000000018,1.6700064045196215,Moderate
-121.89500000000082,47.35000000000018,1.4641113092030826,High
-121.89000000000082,47.35000000000018,3.0,Low
-121.88500000000083,47.35000000000018,3.0,Low
-121.88000000000083,47.35000000000018,0.9476667660449027,Very High
-121.87500000000084,47.35000000000018,1.4170474277560612,High
-121.87000000000084,47.35000000000018,3.0,Low
-121.86500000000085,47.35000000000018,3.0,Low
-121.86000000000085,47.35000000000018,1.382334415327528,High
-121.85500000000086,47.35000000000018,3.0,Low
-121.85000000000086,47.35000000000018,5.0,Low
-121.84500000000087,47.35000000000018,3.0,Low
-121.84000000000087,47.35000000000018,5.0,Low
-121.83500000000087,47.35000000000018,3.0,Low
-121.83000000000088,47.35000000000018,1.695770757299766,Moderate
-121.82500000000088,47.35000000000018,5.0,Low
-121.82000000000089,47.35000000000018,3.0,Low
-121.8150000000009,47.35000000000018,2.4121266282472478,Low
-121.8100000000009,47.35000000000018,5.0,Low
-121.8050000000009,47.35000000000018,3.0,Low
-121.8000000000009,47.35000000000018,3.0,Low
-121.79500000000091,47.35000000000018,3.783049568331583,Low
-121.79000000000092,47.35000000000018,3.0,Low
-121.78500000000092,47.35000000000018,3.492245286373417,Low
-121.78000000000092,47.35000000000018,5.0,Low
-121.77500000000093,47.35000000000018,3.091226289493809,Low
-121.77000000000093,47.35000000000018,2.364853733966685,Low
-121.76500000000094,47.35000000000018,3.0,Low
-121.76000000000094,47.35000000000018,3.0,Low
-121.75500000000095,47.35000000000018,4.231882984511898,Low
-121.75000000000095,47.35000000000018,5.0,Low
-121.74500000000096,47.35000000000018,5.0,Low
-121.74000000000096,47.35000000000018,5.0,Low
-121.73500000000097,47.35000000000018,5.0,Low
-121.73000000000097,47.35000000000018,5.0,Low
-121.72500000000097,47.35000000000018,5.0,Low
-121.72000000000098,47.35000000000018,5.0,Low
-121.71500000000098,47.35000000000018,5.0,Low
-121.71000000000099,47.35000000000018,5.0,Low
-121.705000000001,47.35000000000018,5.0,Low
-121.700000000001,47.35000000000018,5.0,Low
-121.695000000001,47.35000000000018,5.0,Low
-121.690000000001,47.35000000000018,5.0,Low
-121.68500000000101,47.35000000000018,5.0,Low
-121.68000000000102,47.35000000000018,5.0,Low
-121.67500000000102,47.35000000000018,5.0,Low
-121.67000000000102,47.35000000000018,5.0,Low
-121.66500000000103,47.35000000000018,5.0,Low
-121.66000000000103,47.35000000000018,5.0,Low
-121.65500000000104,47.35000000000018,5.0,Low
-121.65000000000104,47.35000000000018,5.0,Low
-121.64500000000105,47.35000000000018,5.0,Low
-121.64000000000105,47.35000000000018,5.0,Low
-121.63500000000106,47.35000000000018,5.0,Low
-121.63000000000106,47.35000000000018,5.0,Low
-121.62500000000107,47.35000000000018,5.0,Low
-121.62000000000107,47.35000000000018,5.0,Low
-121.61500000000107,47.35000000000018,5.0,Low
-121.61000000000108,47.35000000000018,5.0,Low
-121.60500000000108,47.35000000000018,5.0,Low
-121.60000000000109,47.35000000000018,2.6258268511029716,Low
-121.5950000000011,47.35000000000018,5.0,Low
-121.5900000000011,47.35000000000018,5.0,Low
-121.5850000000011,47.35000000000018,5.0,Low
-121.5800000000011,47.35000000000018,5.0,Low
-121.57500000000111,47.35000000000018,5.0,Low
-121.57000000000112,47.35000000000018,5.0,Low
-121.56500000000112,47.35000000000018,5.0,Low
-121.56000000000112,47.35000000000018,5.0,Low
-121.55500000000113,47.35000000000018,2.0311873246195766,Low
-121.55000000000113,47.35000000000018,4.475144897645114,Low
-121.54500000000114,47.35000000000018,2.161083512027403,Low
-121.54000000000114,47.35000000000018,3.36002065999869,Low
-121.53500000000115,47.35000000000018,5.0,Low
-121.53000000000115,47.35000000000018,5.0,Low
-121.52500000000116,47.35000000000018,5.0,Low
-121.52000000000116,47.35000000000018,5.0,Low
-121.51500000000117,47.35000000000018,5.0,Low
-121.51000000000117,47.35000000000018,2.666134784810171,Low
-121.50500000000117,47.35000000000018,1.4906770868446582,High
-122.8,47.35500000000018,3.0,Low
-122.795,47.35500000000018,3.0,Low
-122.79,47.35500000000018,3.0,Low
-122.78500000000001,47.35500000000018,5.0,Low
-122.78000000000002,47.35500000000018,3.0,Low
-122.77500000000002,47.35500000000018,3.0,Low
-122.77000000000002,47.35500000000018,3.0,Low
-122.76500000000003,47.35500000000018,3.0,Low
-122.76000000000003,47.35500000000018,3.0,Low
-122.75500000000004,47.35500000000018,3.0,Low
-122.75000000000004,47.35500000000018,3.0,Low
-122.74500000000005,47.35500000000018,3.0,Low
-122.74000000000005,47.35500000000018,3.0,Low
-122.73500000000006,47.35500000000018,3.0,Low
-122.73000000000006,47.35500000000018,3.0,Low
-122.72500000000007,47.35500000000018,3.0,Low
-122.72000000000007,47.35500000000018,3.0,Low
-122.71500000000007,47.35500000000018,3.0,Low
-122.71000000000008,47.35500000000018,3.0,Low
-122.70500000000008,47.35500000000018,3.0,Low
-122.70000000000009,47.35500000000018,3.0,Low
-122.69500000000009,47.35500000000018,3.0,Low
-122.6900000000001,47.35500000000018,3.0,Low
-122.6850000000001,47.35500000000018,3.0,Low
-122.6800000000001,47.35500000000018,3.0,Low
-122.67500000000011,47.35500000000018,3.0,Low
-122.67000000000012,47.35500000000018,3.0,Low
-122.66500000000012,47.35500000000018,3.0,Low
-122.66000000000012,47.35500000000018,3.0,Low
-122.65500000000013,47.35500000000018,3.0,Low
-122.65000000000013,47.35500000000018,3.0,Low
-122.64500000000014,47.35500000000018,3.0,Low
-122.64000000000014,47.35500000000018,3.0,Low
-122.63500000000015,47.35500000000018,3.0,Low
-122.63000000000015,47.35500000000018,5.0,Low
-122.62500000000016,47.35500000000018,3.0,Low
-122.62000000000016,47.35500000000018,3.0,Low
-122.61500000000017,47.35500000000018,3.0,Low
-122.61000000000017,47.35500000000018,3.0,Low
-122.60500000000017,47.35500000000018,5.0,Low
-122.60000000000018,47.35500000000018,3.0,Low
-122.59500000000018,47.35500000000018,3.0,Low
-122.59000000000019,47.35500000000018,5.0,Low
-122.58500000000019,47.35500000000018,5.0,Low
-122.5800000000002,47.35500000000018,5.0,Low
-122.5750000000002,47.35500000000018,5.0,Low
-122.5700000000002,47.35500000000018,5.0,Low
-122.56500000000021,47.35500000000018,5.0,Low
-122.56000000000022,47.35500000000018,5.0,Low
-122.55500000000022,47.35500000000018,3.0,Low
-122.55000000000022,47.35500000000018,5.0,Low
-122.54500000000023,47.35500000000018,5.0,Low
-122.54000000000023,47.35500000000018,5.0,Low
-122.53500000000024,47.35500000000018,5.0,Low
-122.53000000000024,47.35500000000018,5.0,Low
-122.52500000000025,47.35500000000018,5.0,Low
-122.52000000000025,47.35500000000018,5.0,Low
-122.51500000000026,47.35500000000018,4.180816105155619,Low
-122.51000000000026,47.35500000000018,5.0,Low
-122.50500000000027,47.35500000000018,5.0,Low
-122.50000000000027,47.35500000000018,5.0,Low
-122.49500000000027,47.35500000000018,5.0,Low
-122.49000000000028,47.35500000000018,5.0,Low
-122.48500000000028,47.35500000000018,5.0,Low
-122.48000000000029,47.35500000000018,5.0,Low
-122.47500000000029,47.35500000000018,5.0,Low
-122.4700000000003,47.35500000000018,5.0,Low
-122.4650000000003,47.35500000000018,5.0,Low
-122.4600000000003,47.35500000000018,5.0,Low
-122.45500000000031,47.35500000000018,5.0,Low
-122.45000000000032,47.35500000000018,5.0,Low
-122.44500000000032,47.35500000000018,5.0,Low
-122.44000000000032,47.35500000000018,5.0,Low
-122.43500000000033,47.35500000000018,5.0,Low
-122.43000000000033,47.35500000000018,5.0,Low
-122.42500000000034,47.35500000000018,2.0406762275063928,Low
-122.42000000000034,47.35500000000018,5.0,Low
-122.41500000000035,47.35500000000018,5.0,Low
-122.41000000000035,47.35500000000018,5.0,Low
-122.40500000000036,47.35500000000018,3.043595013185543,Low
-122.40000000000036,47.35500000000018,5.0,Low
-122.39500000000037,47.35500000000018,1.8807470746399417,Moderate
-122.39000000000037,47.35500000000018,1.5599462854975172,Moderate
-122.38500000000037,47.35500000000018,3.3623349142706886,Low
-122.38000000000038,47.35500000000018,5.0,Low
-122.37500000000038,47.35500000000018,2.51491888331899,Low
-122.37000000000039,47.35500000000018,3.3596261555267657,Low
-122.36500000000039,47.35500000000018,1.2253599814144092,High
-122.3600000000004,47.35500000000018,2.9222554800293477,Low
-122.3550000000004,47.35500000000018,3.8717509615971415,Low
-122.3500000000004,47.35500000000018,3.0,Low
-122.34500000000041,47.35500000000018,2.426317427652968,Low
-122.34000000000042,47.35500000000018,3.0,Low
-122.33500000000042,47.35500000000018,3.0,Low
-122.33000000000042,47.35500000000018,3.0,Low
-122.32500000000043,47.35500000000018,3.0,Low
-122.32000000000043,47.35500000000018,1.5690081026995941,Moderate
-122.31500000000044,47.35500000000018,3.0,Low
-122.31000000000044,47.35500000000018,3.0,Low
-122.30500000000045,47.35500000000018,3.0,Low
-122.30000000000045,47.35500000000018,3.0,Low
-122.29500000000046,47.35500000000018,3.0,Low
-122.29000000000046,47.35500000000018,3.0,Low
-122.28500000000047,47.35500000000018,3.0,Low
-122.28000000000047,47.35500000000018,3.0,Low
-122.27500000000047,47.35500000000018,3.0,Low
-122.27000000000048,47.35500000000018,3.0,Low
-122.26500000000048,47.35500000000018,3.0,Low
