cell,temperature_C,mode,current_density_A_cm2,voltage_V
10,600,SOEC,0.05,1.4659
10,600,SOEC,0.1,1.6801
10,600,SOEC,0.15,1.8416
10,600,SOEC,0.2,1.9718
10,600,SOEC,0.25,2.0939
10,600,SOEC,0.3,2.1951
10,600,SOEC,0.35,2.2923
10,600,SOEC,0.4,2.3853
10,600,SOEC,0.45,2.4719
10,600,SOEC,0.5,2.5627
10,600,SOEC,0.55,2.6413
10,600,SOEC,0.6,2.7274
10,600,SOEC,0.65,2.7986
10,600,SOEC,0.7,2.8796
10,600,SOEC,0.75,2.9579
10,600,SOEC,0.8,3.022
10,600,SOEC,0.85,3.1074
10,600,SOEC,0.9,3.172
10,600,SOEC,0.95,3.2447
10,600,SOEC,1.0,3.3162
10,650,SOFC,0.0,1.0034
10,650,SOFC,0.05,0.5809
10,650,SOFC,0.1,0.3799
10,650,SOFC,0.15,0.2348
10,650,SOFC,0.2,0.1234
10,650,SOFC,0.25,0.0212
10,650,SOFC,0.3,-0.0618
10,650,SOFC,0.35,-0.1446
10,650,SOFC,0.4,-0.2265
10,650,SOFC,0.45,-0.2825
10,650,SOFC,0.5,-0.3577
10,650,SOFC,0.55,-0.4142
10,650,SOFC,0.6,-0.4789
10,650,SOFC,0.65,-0.534
10,650,SOFC,0.7,-0.5956
10,650,SOFC,0.75,-0.6466
10,650,SOFC,0.8,-0.7027
10,650,SOFC,0.85,-0.7496
10,650,SOFC,0.9,-0.8043
10,650,SOFC,0.95,-0.8532
10,650,SOFC,1.0,-0.912
10,650,SOEC,0.0,1.032
10,650,SOEC,0.05,1.4546
10,650,SOEC,0.1,1.6572
10,650,SOEC,0.15,1.803
10,650,SOEC,0.2,1.9142
10,650,SOEC,0.25,2.0139
10,650,SOEC,0.3,2.1047
10,650,SOEC,0.35,2.1739
10,650,SOEC,0.4,2.2563
10,650,SOEC,0.45,2.3228
10,650,SOEC,0.5,2.3867
10,650,SOEC,0.55,2.4532
10,650,SOEC,0.6,2.5161
10,650,SOEC,0.65,2.5737
10,650,SOEC,0.7,2.6266
10,650,SOEC,0.75,2.6845
10,650,SOEC,0.8,2.738
10,650,SOEC,0.85,2.7875
10,650,SOEC,0.9,2.837
10,650,SOEC,0.95,2.8875
10,650,SOEC,1.0,2.9415
10,700,SOFC,0.0,0.988
10,700,SOFC,0.05,0.5549
10,700,SOFC,0.1,0.3527
10,700,SOFC,0.15,0.2227
10,700,SOFC,0.2,0.111
10,700,SOFC,0.25,0.0238
10,700,SOFC,0.3,-0.0518
10,700,SOFC,0.35,-0.1295
10,700,SOFC,0.4,-0.1896
10,700,SOFC,0.45,-0.2491
10,700,SOFC,0.5,-0.3028
10,700,SOFC,0.55,-0.3524
10,700,SOFC,0.6,-0.4098
10,700,SOFC,0.65,-0.4515
10,700,SOFC,0.7,-0.4958
10,700,SOFC,0.75,-0.5434
10,700,SOFC,0.8,-0.5858
10,700,SOFC,0.85,-0.6255
10,700,SOFC,0.9,-0.6659
10,700,SOFC,0.95,-0.7044
10,700,SOFC,1.0,-0.7428
10,700,SOEC,0.0,1.0179
10,700,SOEC,0.05,1.4539
10,700,SOEC,0.1,1.6547
10,700,SOEC,0.15,1.7893
10,700,SOEC,0.2,1.8918
10,700,SOEC,0.25,1.9858
10,700,SOEC,0.3,2.065
10,700,SOEC,0.35,2.131
10,700,SOEC,0.4,2.1973
10,700,SOEC,0.45,2.2533
10,700,SOEC,0.5,2.3147
10,700,SOEC,0.55,2.3656
10,700,SOEC,0.6,2.4098
10,700,SOEC,0.65,2.4632
10,700,SOEC,0.7,2.5076
10,700,SOEC,0.75,2.5533
10,700,SOEC,0.8,2.5931
10,700,SOEC,0.85,2.6332
10,700,SOEC,0.9,2.6735
10,700,SOEC,0.95,2.7135
10,700,SOEC,1.0,2.7535
10,750,SOFC,0.0,0.9755
10,750,SOFC,0.05,0.5305
10,750,SOFC,0.1,0.3274
10,750,SOFC,0.15,0.1912
10,750,SOFC,0.2,0.095
10,750,SOFC,0.25,-0.0012
10,750,SOFC,0.3,-0.0746
10,750,SOFC,0.35,-0.1285
10,750,SOFC,0.4,-0.1961
10,750,SOFC,0.45,-0.2554
10,750,SOFC,0.5,-0.2987
10,750,SOFC,0.55,-0.3507
10,750,SOFC,0.6,-0.3892
10,750,SOFC,0.65,-0.4342
10,750,SOFC,0.7,-0.4747
10,750,SOFC,0.75,-0.5065
10,750,SOFC,0.8,-0.5462
10,750,SOFC,0.85,-0.5802
10,750,SOFC,0.9,-0.6159
10,750,SOFC,0.95,-0.6516
10,750,SOFC,1.0,-0.6805
10,750,SOEC,0.0,1.013
10,750,SOEC,0.05,1.4538
10,750,SOEC,0.1,1.6612
10,750,SOEC,0.15,1.7947
10,750,SOEC,0.2,1.8976
10,750,SOEC,0.25,1.984
10,750,SOEC,0.3,2.0578
10,750,SOEC,0.35,2.119
10,750,SOEC,0.4,2.1815
10,750,SOEC,0.45,2.2364
10,750,SOEC,0.5,2.2844
10,750,SOEC,0.55,2.3334
10,750,SOEC,0.6,2.3764
10,750,SOEC,0.65,2.4204
10,750,SOEC,0.7,2.4598
10,750,SOEC,0.75,2.4963
10,750,SOEC,0.8,2.5282
10,750,SOEC,0.85,2.5729
10,750,SOEC,0.9,2.6012
10,750,SOEC,0.95,2.6344
10,750,SOEC,1.0,2.6657
10,800,SOFC,0.0,0.9605
10,800,SOFC,0.05,0.506
10,800,SOFC,0.1,0.2983
10,800,SOFC,0.15,0.1576
10,800,SOFC,0.2,0.0511
10,800,SOFC,0.25,-0.0322
10,800,SOFC,0.3,-0.1065
10,800,SOFC,0.35,-0.1708
10,800,SOFC,0.4,-0.226
10,800,SOFC,0.45,-0.2798
10,800,SOFC,0.5,-0.325
10,800,SOFC,0.55,-0.369
10,800,SOFC,0.6,-0.4089
10,800,SOFC,0.65,-0.4512
10,800,SOFC,0.7,-0.4838
10,800,SOFC,0.75,-0.5234
10,800,SOFC,0.8,-0.5556
10,800,SOFC,0.85,-0.5874
10,800,SOFC,0.9,-0.6196
10,800,SOFC,0.95,-0.6429
10,800,SOFC,1.0,-0.6774
10,800,SOEC,0.0,0.9959
10,800,SOEC,0.05,1.4623
10,800,SOEC,0.1,1.6641
10,800,SOEC,0.15,1.8031
10,800,SOEC,0.2,1.9055
10,800,SOEC,0.25,1.9965
10,800,SOEC,0.3,2.0691
10,800,SOEC,0.35,2.1324
10,800,SOEC,0.4,2.1885
10,800,SOEC,0.45,2.2386
10,800,SOEC,0.5,2.2841
10,800,SOEC,0.55,2.3271
10,800,SOEC,0.6,2.3745
10,800,SOEC,0.65,2.4116
10,800,SOEC,0.7,2.4438
10,800,SOEC,0.75,2.4807
10,800,SOEC,0.8,2.513
10,800,SOEC,0.85,2.5423
10,800,SOEC,0.9,2.5769
10,800,SOEC,0.95,2.6046
10,800,SOEC,1.0,2.6316
10,850,SOFC,0.0,0.9444
10,850,SOFC,0.05,0.4654
10,850,SOFC,0.1,0.2554
10,850,SOFC,0.15,0.1152
10,850,SOFC,0.2,0.0064
10,850,SOFC,0.25,-0.0752
10,850,SOFC,0.3,-0.15
10,850,SOFC,0.35,-0.2113
10,850,SOFC,0.4,-0.2697
10,850,SOFC,0.45,-0.3221
10,850,SOFC,0.5,-0.3657
10,850,SOFC,0.55,-0.4124
10,850,SOFC,0.6,-0.4467
10,850,SOFC,0.65,-0.4883
10,850,SOFC,0.7,-0.5177
10,850,SOFC,0.75,-0.5546
10,850,SOFC,0.8,-0.5819
10,850,SOFC,0.85,-0.6185
10,850,SOFC,0.9,-0.6459
10,850,SOFC,0.95,-0.6704
10,850,SOFC,1.0,-0.6946
10,850,SOEC,0.0,0.9916
10,850,SOEC,0.05,1.4655
10,850,SOEC,0.1,1.6844
10,850,SOEC,0.15,1.8191
10,850,SOEC,0.2,1.9297
10,850,SOEC,0.25,2.0097
10,850,SOEC,0.3,2.0865
10,850,SOEC,0.35,2.1414
10,850,SOEC,0.4,2.2012
10,850,SOEC,0.45,2.2566
10,850,SOEC,0.5,2.2975
10,850,SOEC,0.55,2.3453
10,850,SOEC,0.6,2.3864
10,850,SOEC,0.65,2.4194
10,850,SOEC,0.7,2.453
10,850,SOEC,0.75,2.4876
10,850,SOEC,0.8,2.5176
10,850,SOEC,0.85,2.5502
10,850,SOEC,0.9,2.5796
10,850,SOEC,0.95,2.606
10,850,SOEC,1.0,2.6386
11,600,SOFC,0.0,1.0121
11,600,SOFC,0.05,0.5967
11,600,SOFC,0.1,0.3739
11,600,SOFC,0.15,0.2181
11,600,SOFC,0.2,0.0891
11,600,SOFC,0.25,-0.0275
11,600,SOFC,0.3,-0.1382
11,600,SOFC,0.35,-0.234
11,600,SOFC,0.4,-0.3275
11,600,SOFC,0.45,-0.4193
11,600,SOFC,0.5,-0.5013
11,600,SOFC,0.55,-0.5802
11,600,SOFC,0.6,-0.6647
11,600,SOFC,0.65,-0.7428
11,600,SOFC,0.7,-0.8193
11,600,SOFC,0.75,-0.9009
11,600,SOFC,0.8,-0.9692
11,600,SOFC,0.85,-1.0465
11,600,SOFC,0.9,-1.1171
11,600,SOFC,0.95,-1.1799
11,600,SOFC,1.0,-1.2573
11,600,SOEC,0.0,1.0414
11,600,SOEC,0.05,1.4688
11,600,SOEC,0.1,1.678
11,600,SOEC,0.15,1.8387
11,600,SOEC,0.2,1.9761
11,600,SOEC,0.25,2.089
11,600,SOEC,0.3,2.1902
11,600,SOEC,0.35,2.2952
11,600,SOEC,0.4,2.3855
11,600,SOEC,0.45,2.4802
11,600,SOEC,0.5,2.5592
11,600,SOEC,0.55,2.6469
11,600,SOEC,0.6,2.7294
11,600,SOEC,0.65,2.7999
11,600,SOEC,0.7,2.8786
11,600,SOEC,0.75,2.9556
11,600,SOEC,0.8,3.0259
11,600,SOEC,0.85,3.1022
11,600,SOEC,0.9,3.1726
11,600,SOEC,0.95,3.2435
11,600,SOEC,1.0,3.3146
11,650,SOFC,0.0,1.0014
11,650,SOFC,0.05,0.5805
11,650,SOFC,0.1,0.3751
11,650,SOFC,0.15,0.2316
11,650,SOFC,0.2,0.1178
11,650,SOFC,0.25,0.0195
11,650,SOFC,0.3,-0.0691
11,650,SOFC,0.35,-0.1464
11,650,SOFC,0.4,-0.2266
11,650,SOFC,0.45,-0.2926
11,650,SOFC,0.5,-0.3569
11,650,SOFC,0.55,-0.4213
11,650,SOFC,0.6,-0.4741
11,650,SOFC,0.65,-0.5371
11,650,SOFC,0.7,-0.593
11,650,SOFC,0.75,-0.6499
11,650,SOFC,0.8,-0.702
11,650,SOFC,0.85,-0.758
11,650,SOFC,0.9,-0.8061
11,650,SOFC,0.95,-0.8588
11,650,SOFC,1.0,-0.9064
11,650,SOEC,0.0,1.0246
11,650,SOEC,0.05,1.45
11,650,SOEC,0.1,1.6609
11,650,SOEC,0.15,1.8026
11,650,SOEC,0.2,1.9193
11,650,SOEC,0.25,2.0179
11,650,SOEC,0.3,2.1032
11,650,SOEC,0.35,2.1794
11,650,SOEC,0.4,2.2514
11,650,SOEC,0.45,2.3272
11,650,SOEC,0.5,2.3896
11,650,SOEC,0.55,2.4596
11,650,SOEC,0.6,2.5113
11,650,SOEC,0.65,2.5765
11,650,SOEC,0.7,2.6265
11,650,SOEC,0.75,2.6859
11,650,SOEC,0.8,2.7405
11,650,SOEC,0.85,2.7847
11,650,SOEC,0.9,2.8376
11,650,SOEC,0.95,2.8863
11,650,SOEC,1.0,2.9353
11,700,SOFC,0.0,0.9901
11,700,SOFC,0.05,0.5574
11,700,SOFC,0.1,0.3579
11,700,SOFC,0.15,0.2219
11,700,SOFC,0.2,0.1071
11,700,SOFC,0.25,0.0266
11,700,SOFC,0.3,-0.0566
11,700,SOFC,0.35,-0.124
11,700,SOFC,0.4,-0.1876
11,700,SOFC,0.45,-0.2445
11,700,SOFC,0.5,-0.3042
11,700,SOFC,0.55,-0.3625
11,700,SOFC,0.6,-0.4056
11,700,SOFC,0.65,-0.4526
11,700,SOFC,0.7,-0.5019
11,700,SOFC,0.75,-0.5424
11,700,SOFC,0.8,-0.5865
11,700,SOFC,0.85,-0.6307
11,700,SOFC,0.9,-0.6649
11,700,SOFC,0.95,-0.7078
11,700,SOFC,1.0,-0.7457
11,700,SOEC,0.0,1.0194
11,700,SOEC,0.05,1.4546
11,700,SOEC,0.1,1.6511
11,700,SOEC,0.15,1.789
11,700,SOEC,0.2,1.8949
11,700,SOEC,0.25,1.9875
11,700,SOEC,0.3,2.0685
11,700,SOEC,0.35,2.1364
11,700,SOEC,0.4,2.2004
11,700,SOEC,0.45,2.2593
11,700,SOEC,0.5,2.3087
11,700,SOEC,0.55,2.3624
11,700,SOEC,0.6,2.4141
11,700,SOEC,0.65,2.46
11,700,SOEC,0.7,2.5046
11,700,SOEC,0.75,2.5461
11,700,SOEC,0.8,2.5903
11,700,SOEC,0.85,2.6349
11,700,SOEC,0.9,2.6756
11,700,SOEC,0.95,2.7127
11,700,SOEC,1.0,2.7536
11,750,SOFC,0.0,0.9737
11,750,SOFC,0.05,0.5343
11,750,SOFC,0.1,0.3282
11,750,SOFC,0.15,0.1944
11,750,SOFC,0.2,0.0881
11,750,SOFC,0.25,-0.003
11,750,SOFC,0.3,-0.0732
11,750,SOFC,0.35,-0.1421
11,750,SOFC,0.4,-0.1977
11,750,SOFC,0.45,-0.2535
11,750,SOFC,0.5,-0.3001
11,750,SOFC,0.55,-0.352
11,750,SOFC,0.6,-0.3919
11,750,SOFC,0.65,-0.4319
11,750,SOFC,0.7,-0.4706
11,750,SOFC,0.75,-0.5137
11,750,SOFC,0.8,-0.5479
11,750,SOFC,0.85,-0.5826
11,750,SOFC,0.9,-0.6126
11,750,SOFC,0.95,-0.6547
11,750,SOFC,1.0,-0.685
11,750,SOEC,0.0,1.0178
11,750,SOEC,0.05,1.4526
11,750,SOEC,0.1,1.6501
11,750,SOEC,0.15,1.7904
11,750,SOEC,0.2,1.8887
11,750,SOEC,0.25,1.984
11,750,SOEC,0.3,2.0598
11,750,SOEC,0.35,2.1201
11,750,SOEC,0.4,2.1803
11,750,SOEC,0.45,2.2385
11,750,SOEC,0.5,2.2804
11,750,SOEC,0.55,2.3284
11,750,SOEC,0.6,2.3757
11,750,SOEC,0.65,2.4158
11,750,SOEC,0.7,2.4569
11,750,SOEC,0.75,2.492
11,750,SOEC,0.8,2.533
11,750,SOEC,0.85,2.5671
11,750,SOEC,0.9,2.6033
11,750,SOEC,0.95,2.6353
11,750,SOEC,1.0,2.6674
11,800,SOFC,0.0,0.9576
11,800,SOFC,0.05,0.5028
11,800,SOFC,0.1,0.2932
11,800,SOFC,0.15,0.1557
11,800,SOFC,0.2,0.0545
11,800,SOFC,0.25,-0.0362
11,800,SOFC,0.3,-0.1026
11,800,SOFC,0.35,-0.1659
11,800,SOFC,0.4,-0.2247
11,800,SOFC,0.45,-0.2814
11,800,SOFC,0.5,-0.3323
11,800,SOFC,0.55,-0.3664
11,800,SOFC,0.6,-0.4104
11,800,SOFC,0.65,-0.4516
11,800,SOFC,0.7,-0.4824
11,800,SOFC,0.75,-0.5233
11,800,SOFC,0.8,-0.5552
11,800,SOFC,0.85,-0.5842
11,800,SOFC,0.9,-0.6198
11,800,SOFC,0.95,-0.6463
11,800,SOFC,1.0,-0.6713
11,800,SOEC,0.0,0.9986
11,800,SOEC,0.05,1.4623
11,800,SOEC,0.1,1.6692
11,800,SOEC,0.15,1.8037
11,800,SOEC,0.2,1.9015
11,800,SOEC,0.25,1.9907
11,800,SOEC,0.3,2.0689
11,800,SOEC,0.35,2.1255
11,800,SOEC,0.4,2.1859
11,800,SOEC,0.45,2.2394
11,800,SOEC,0.5,2.2901
11,800,SOEC,0.55,2.3279
11,800,SOEC,0.6,2.3687
11,800,SOEC,0.65,2.4091
11,800,SOEC,0.7,2.4469
11,800,SOEC,0.75,2.4802
11,800,SOEC,0.8,2.517
11,800,SOEC,0.85,2.5433
11,800,SOEC,0.9,2.5767
11,800,SOEC,0.95,2.6072
11,800,SOEC,1.0,2.6333
11,850,SOFC,0.0,0.9513
11,850,SOFC,0.05,0.4705
11,850,SOFC,0.1,0.2589
11,850,SOFC,0.15,0.1161
11,850,SOFC,0.2,0.0101
11,850,SOFC,0.25,-0.079
11,850,SOFC,0.3,-0.1517
11,850,SOFC,0.35,-0.2094
11,850,SOFC,0.4,-0.2672
11,850,SOFC,0.45,-0.3228
11,850,SOFC,0.5,-0.3655
11,850,SOFC,0.55,-0.4158
11,850,SOFC,0.6,-0.45
11,850,SOFC,0.65,-0.4826
11,850,SOFC,0.7,-0.5208
11,850,SOFC,0.75,-0.5532
11,850,SOFC,0.8,-0.5941
11,850,SOFC,0.85,-0.6163
11,850,SOFC,0.9,-0.6429
11,850,SOFC,0.95,-0.6701
11,850,SOFC,1.0,-0.6952
11,850,SOEC,0.0,0.986
11,850,SOEC,0.05,1.4648
11,850,SOEC,0.1,1.6749
11,850,SOEC,0.15,1.8193
11,850,SOEC,0.2,1.9226
11,850,SOEC,0.25,2.007
11,850,SOEC,0.3,2.082
11,850,SOEC,0.35,2.153
11,850,SOEC,0.4,2.2038
11,850,SOEC,0.45,2.2559
11,850,SOEC,0.5,2.2999
11,850,SOEC,0.55,2.3387
11,850,SOEC,0.6,2.3865
11,850,SOEC,0.65,2.4144
11,850,SOEC,0.7,2.4542
11,850,SOEC,0.75,2.4888
11,850,SOEC,0.8,2.5212
11,850,SOEC,0.85,2.5484
11,850,SOEC,0.9,2.5738
11,850,SOEC,0.95,2.6045
11,850,SOEC,1.0,2.6313
12,600,SOFC,0.0,1.012
12,600,SOFC,0.05,0.5955
12,600,SOFC,0.1,0.3734
12,600,SOFC,0.15,0.2188
12,600,SOFC,0.2,0.086
12,600,SOFC,0.25,-0.028
12,600,SOFC,0.3,-0.1374
12,600,SOFC,0.35,-0.2333
12,600,SOFC,0.4,-0.3293
12,600,SOFC,0.45,-0.4163
12,600,SOFC,0.5,-0.5076
12,600,SOFC,0.55,-0.5937
12,600,SOFC,0.6,-0.665
12,600,SOFC,0.65,-0.7433
12,600,SOFC,0.7,-0.8198
12,600,SOFC,0.75,-0.8981
12,600,SOFC,0.8,-0.9661
12,600,SOFC,0.85,-1.0448
12,600,SOFC,0.9,-1.1141
12,600,SOFC,0.95,-1.1846
12,600,SOFC,1.0,-1.2514
12,600,SOEC,0.0,1.0427
12,600,SOEC,0.05,1.4634
12,600,SOEC,0.1,1.6764
12,600,SOEC,0.15,1.8447
12,600,SOEC,0.2,1.9736
12,600,SOEC,0.25,2.0902
12,600,SOEC,0.3,2.2042
12,600,SOEC,0.35,2.2945
12,600,SOEC,0.4,2.3828
12,600,SOEC,0.45,2.475
12,600,SOEC,0.5,2.5581
12,600,SOEC,0.55,2.6425
12,600,SOEC,0.6,2.7229
12,600,SOEC,0.65,2.8007
12,600,SOEC,0.7,2.875
12,600,SOEC,0.75,2.9593
12,600,SOEC,0.8,3.0294
12,600,SOEC,0.85,3.1007
12,600,SOEC,0.9,3.1755
12,600,SOEC,0.95,3.2457
12,600,SOEC,1.0,3.3153
12,650,SOFC,0.0,1.0032
12,650,SOFC,0.05,0.5804
12,650,SOFC,0.1,0.3789
12,650,SOFC,0.15,0.2355
12,650,SOFC,0.2,0.1186
12,650,SOFC,0.25,0.019
12,650,SOFC,0.3,-0.0631
12,650,SOFC,0.35,-0.1488
12,650,SOFC,0.4,-0.2199
12,650,SOFC,0.45,-0.2891
12,650,SOFC,0.5,-0.3578
12,650,SOFC,0.55,-0.4211
12,650,SOFC,0.6,-0.48
12,650,SOFC,0.65,-0.5386
12,650,SOFC,0.7,-0.5979
12,650,SOFC,0.75,-0.6504
12,650,SOFC,0.8,-0.7012
12,650,SOFC,0.85,-0.7505
12,650,SOFC,0.9,-0.804
12,650,SOFC,0.95,-0.8638
12,650,SOFC,1.0,-0.9036
12,650,SOEC,0.0,1.0306
12,650,SOEC,0.05,1.4547
12,650,SOEC,0.1,1.6565
12,650,SOEC,0.15,1.7996
12,650,SOEC,0.2,1.915
12,650,SOEC,0.25,2.0137
12,650,SOEC,0.3,2.1052
12,650,SOEC,0.35,2.1807
12,650,SOEC,0.4,2.2578
12,650,SOEC,0.45,2.3266
12,650,SOEC,0.5,2.3914
12,650,SOEC,0.55,2.4468
12,650,SOEC,0.6,2.5157
12,650,SOEC,0.65,2.5692
12,650,SOEC,0.7,2.6291
12,650,SOEC,0.75,2.6789
12,650,SOEC,0.8,2.7318
12,650,SOEC,0.85,2.7937
12,650,SOEC,0.9,2.8362
12,650,SOEC,0.95,2.8929
12,650,SOEC,1.0,2.9393
12,700,SOFC,0.0,0.9868
12,700,SOFC,0.05,0.5579
12,700,SOFC,0.1,0.3538
12,700,SOFC,0.15,0.2202
12,700,SOFC,0.2,0.1094
12,700,SOFC,0.25,0.0216
12,700,SOFC,0.3,-0.0527
12,700,SOFC,0.35,-0.1248
12,700,SOFC,0.4,-0.1939
12,700,SOFC,0.45,-0.246
12,700,SOFC,0.5,-0.3039
12,700,SOFC,0.55,-0.3578
12,700,SOFC,0.6,-0.4035
12,700,SOFC,0.65,-0.4538
12,700,SOFC,0.7,-0.5023
12,700,SOFC,0.75,-0.5373
12,700,SOFC,0.8,-0.5854
12,700,SOFC,0.85,-0.627
12,700,SOFC,0.9,-0.6681
12,700,SOFC,0.95,-0.7026
12,700,SOFC,1.0,-0.7461
12,700,SOEC,0.0,1.0162
12,700,SOEC,0.05,1.4489
12,700,SOEC,0.1,1.6552
12,700,SOEC,0.15,1.7912
12,700,SOEC,0.2,1.8955
12,700,SOEC,0.25,1.9903
12,700,SOEC,0.3,2.0667
12,700,SOEC,0.35,2.1337
12,700,SOEC,0.4,2.1979
12,700,SOEC,0.45,2.2585
12,700,SOEC,0.5,2.3103
12,700,SOEC,0.55,2.3651
12,700,SOEC,0.6,2.4156
12,700,SOEC,0.65,2.4571
12,700,SOEC,0.7,2.5072
12,700,SOEC,0.75,2.5508
12,700,SOEC,0.8,2.5974
12,700,SOEC,0.85,2.6301
12,700,SOEC,0.9,2.6747
12,700,SOEC,0.95,2.7136
12,700,SOEC,1.0,2.7563
12,750,SOFC,0.0,0.9749
12,750,SOFC,0.05,0.5364
12,750,SOFC,0.1,0.3306
12,750,SOFC,0.15,0.1911
12,750,SOFC,0.2,0.0882
12,750,SOFC,0.25,0.0001
12,750,SOFC,0.3,-0.0704
12,750,SOFC,0.35,-0.1424
12,750,SOFC,0.4,-0.1998
12,750,SOFC,0.45,-0.2499
12,750,SOFC,0.5,-0.2976
12,750,SOFC,0.55,-0.3546
12,750,SOFC,0.6,-0.3878
12,750,SOFC,0.65,-0.434
12,750,SOFC,0.7,-0.479
12,750,SOFC,0.75,-0.5204
12,750,SOFC,0.8,-0.5525
12,750,SOFC,0.85,-0.5832
12,750,SOFC,0.9,-0.6174
12,750,SOFC,0.95,-0.6483
12,750,SOFC,1.0,-0.684
12,750,SOEC,0.0,1.0061
12,750,SOEC,0.05,1.4521
12,750,SOEC,0.1,1.6559
12,750,SOEC,0.15,1.7928
12,750,SOEC,0.2,1.8946
12,750,SOEC,0.25,1.986
12,750,SOEC,0.3,2.0555
12,750,SOEC,0.35,2.1202
12,750,SOEC,0.4,2.1801
12,750,SOEC,0.45,2.2389
12,750,SOEC,0.5,2.2853
12,750,SOEC,0.55,2.3303
12,750,SOEC,0.6,2.3791
12,750,SOEC,0.65,2.4245
12,750,SOEC,0.7,2.4584
12,750,SOEC,0.75,2.4995
12,750,SOEC,0.8,2.5354
12,750,SOEC,0.85,2.5657
12,750,SOEC,0.9,2.6017
12,750,SOEC,0.95,2.6308
12,750,SOEC,1.0,2.6661
12,800,SOFC,0.0,0.96
12,800,SOFC,0.05,0.5001
12,800,SOFC,0.1,0.2919
12,800,SOFC,0.15,0.1554
12,800,SOFC,0.2,0.053
12,800,SOFC,0.25,-0.0344
12,800,SOFC,0.3,-0.1123
12,800,SOFC,0.35,-0.1724
12,800,SOFC,0.4,-0.2315
12,800,SOFC,0.45,-0.2777
12,800,SOFC,0.5,-0.3243
12,800,SOFC,0.55,-0.3689
12,800,SOFC,0.6,-0.4131
12,800,SOFC,0.65,-0.4486
12,800,SOFC,0.7,-0.4873
12,800,SOFC,0.75,-0.5241
12,800,SOFC,0.8,-0.5517
12,800,SOFC,0.85,-0.5833
12,800,SOFC,0.9,-0.6136
12,800,SOFC,0.95,-0.6478
12,800,SOFC,1.0,-0.671
12,800,SOEC,0.0,0.9965
12,800,SOEC,0.05,1.4605
12,800,SOEC,0.1,1.6642
12,800,SOEC,0.15,1.803
12,800,SOEC,0.2,1.9013
12,800,SOEC,0.25,1.9931
12,800,SOEC,0.3,2.0669
12,800,SOEC,0.35,2.1289
12,800,SOEC,0.4,2.1922
12,800,SOEC,0.45,2.2349
12,800,SOEC,0.5,2.284
12,800,SOEC,0.55,2.3269
12,800,SOEC,0.6,2.3689
12,800,SOEC,0.65,2.4124
12,800,SOEC,0.7,2.4503
12,800,SOEC,0.75,2.4785
12,800,SOEC,0.8,2.5117
12,800,SOEC,0.85,2.5422
12,800,SOEC,0.9,2.5803
12,800,SOEC,0.95,2.6093
12,800,SOEC,1.0,2.6341
12,850,SOFC,0.0,0.9446
12,850,SOFC,0.05,0.4662
12,850,SOFC,0.1,0.257
12,850,SOFC,0.15,0.1171
12,850,SOFC,0.2,0.0028
12,850,SOFC,0.25,-0.0781
12,850,SOFC,0.3,-0.145
12,850,SOFC,0.35,-0.2137
12,850,SOFC,0.4,-0.2647
12,850,SOFC,0.45,-0.3178
12,850,SOFC,0.5,-0.3692
12,850,SOFC,0.55,-0.4095
12,850,SOFC,0.6,-0.4487
12,850,SOFC,0.65,-0.4883
12,850,SOFC,0.7,-0.5234
12,850,SOFC,0.75,-0.549
12,850,SOFC,0.8,-0.588
12,850,SOFC,0.85,-0.6119
12,850,SOFC,0.9,-0.6452
12,850,SOFC,0.95,-0.6716
12,850,SOFC,1.0,-0.6964
12,850,SOEC,0.0,0.9848
12,850,SOEC,0.05,1.467
12,850,SOEC,0.1,1.6728
12,850,SOEC,0.15,1.8213
12,850,SOEC,0.2,1.919
12,850,SOEC,0.25,2.0119
12,850,SOEC,0.3,2.0878
12,850,SOEC,0.35,2.1503
12,850,SOEC,0.4,2.2007
12,850,SOEC,0.45,2.2517
12,850,SOEC,0.5,2.2994
12,850,SOEC,0.55,2.3446
12,850,SOEC,0.6,2.3776
12,850,SOEC,0.65,2.4208
12,850,SOEC,0.7,2.4568
12,850,SOEC,0.75,2.4881
12,850,SOEC,0.8,2.5221
12,850,SOEC,0.85,2.5512
12,850,SOEC,0.9,2.5777
12,850,SOEC,0.95,2.6011
12,850,SOEC,1.0,2.634
