time_s,phase,current_density_A_cm2,voltage_V,temperature_C,degradation_factor
564540,OCV,0.0,0.919,756.59,0.94355
564570,OCV,0.0,0.9191,756.75,0.94354
564600,OCV,0.0,0.9201,756.9,0.94354
564630,OCV,0.0,0.92,757.06,0.94354
564660,OCV,0.0,0.9192,757.22,0.94353
564690,OCV,0.0,0.9211,757.38,0.94353
564720,OCV,0.0,0.9181,757.53,0.94353
564750,OCV,0.0,0.9168,757.69,0.94352
564780,OCV,0.0,0.9171,757.85,0.94352
564810,OCV,0.0,0.9177,758.0,0.94352
564840,OCV,0.0,0.9158,758.16,0.94352
564870,OCV,0.0,0.9167,758.31,0.94351
564900,OCV,0.0,0.9156,758.47,0.94351
564930,OCV,0.0,0.9185,758.62,0.94351
564960,OCV,0.0,0.9185,758.78,0.9435
564990,OCV,0.0,0.9142,758.93,0.9435
565020,OCV,0.0,0.9164,759.09,0.9435
565050,OCV,0.0,0.9213,759.24,0.94349
565080,OCV,0.0,0.9189,759.39,0.94349
565110,OCV,0.0,0.9185,759.54,0.94349
565140,OCV,0.0,0.9162,759.7,0.94349
565170,OCV,0.0,0.918,759.85,0.94348
565200,SOEC,-0.5,2.1549,760.0,0.94348
565230,SOEC,-0.5,2.1533,760.15,0.94348
565260,SOEC,-0.5,2.1539,760.3,0.94347
565290,SOEC,-0.5,2.1539,760.45,0.94347
565320,SOEC,-0.5,2.1518,760.6,0.94347
565350,SOEC,-0.5,2.1521,760.75,0.94346
565380,SOEC,-0.5,2.1543,760.9,0.94346
565410,SOEC,-0.5,2.153,761.05,0.94346
565440,SOEC,-0.5,2.1541,761.2,0.94346
565470,SOEC,-0.5,2.1515,761.34,0.94345
565500,SOEC,-0.5,2.1563,761.49,0.94345
565530,SOEC,-0.5,2.1588,761.64,0.94345
565560,SOEC,-0.5,2.1567,761.79,0.94344
565590,SOEC,-0.5,2.1569,761.93,0.94344
565620,SOEC,-0.5,2.1558,762.08,0.94344
565650,SOEC,-0.5,2.1551,762.22,0.94344
565680,SOEC,-0.5,2.1547,762.37,0.94343
565710,SOEC,-0.5,2.1527,762.51,0.94343
565740,SOEC,-0.5,2.1559,762.66,0.94343
565770,SOEC,-0.5,2.1557,762.8,0.94342
565800,SOEC,-0.5,2.1535,762.94,0.94342
565830,SOEC,-0.5,2.1555,763.09,0.94342
565860,SOEC,-0.5,2.153,763.23,0.94341
565890,SOEC,-0.5,2.1531,763.37,0.94341
565920,SOEC,-0.5,2.1559,763.51,0.94341
565950,SOEC,-0.5,2.1552,763.65,0.94341
565980,SOEC,-0.5,2.1539,763.79,0.9434
566010,SOEC,-0.5,2.1536,763.93,0.9434
566040,SOEC,-0.5,2.1547,764.07,0.9434
566070,SOEC,-0.5,2.1506,764.21,0.94339
566100,SOEC,-0.5,2.1528,764.35,0.94339
566130,SOEC,-0.5,2.1517,764.49,0.94339
566160,SOEC,-0.5,2.1543,764.63,0.94338
566190,SOEC,-0.5,2.1564,764.76,0.94338
566220,SOEC,-0.5,2.1552,764.9,0.94338
566250,SOEC,-0.5,2.1532,765.04,0.94337
566280,SOEC,-0.5,2.1528,765.17,0.94337
566310,SOEC,-0.5,2.1526,765.31,0.94337
566340,SOEC,-0.5,2.1581,765.44,0.94337
566370,SOEC,-0.5,2.1543,765.58,0.94336
566400,SOEC,-0.5,2.1545,765.71,0.94336
566430,SOEC,-0.5,2.1499,765.84,0.94336
566460,SOEC,-0.5,2.1517,765.98,0.94335
566490,SOEC,-0.5,2.154,766.11,0.94335
566520,SOEC,-0.5,2.1531,766.24,0.94335
566550,SOEC,-0.5,2.1543,766.37,0.94334
566580,SOEC,-0.5,2.1543,766.5,0.94334
566610,SOEC,-0.5,2.1552,766.64,0.94334
566640,SOEC,-0.5,2.1503,766.77,0.94334
566670,SOEC,-0.5,2.1518,766.89,0.94333
566700,SOEC,-0.5,2.1538,767.02,0.94333
566730,SOEC,-0.5,2.1527,767.15,0.94333
566760,SOEC,-0.5,2.1533,767.28,0.94332
566790,SOEC,-0.5,2.1541,767.41,0.94332
566820,SOEC,-0.5,2.1524,767.53,0.94332
566850,SOEC,-0.5,2.1543,767.66,0.94332
566880,SOEC,-0.5,2.155,767.79,0.94331
566910,SOEC,-0.5,2.154,767.91,0.94331
566940,SOEC,-0.5,2.1553,768.04,0.94331
566970,SOEC,-0.5,2.1495,768.16,0.9433
567000,SOFC,0.5,-0.2915,768.28,0.9433
567030,SOFC,0.5,-0.2886,768.41,0.9433
567060,SOFC,0.5,-0.2922,768.53,0.94329
567090,SOFC,0.5,-0.2925,768.65,0.94329
567120,SOFC,0.5,-0.2908,768.77,0.94329
567150,SOFC,0.5,-0.2907,768.89,0.94329
567180,SOFC,0.5,-0.2917,769.01,0.94328
567210,SOFC,0.5,-0.287,769.13,0.94328
567240,SOFC,0.5,-0.2902,769.25,0.94328
567270,SOFC,0.5,-0.2926,769.37,0.94327
567300,SOFC,0.5,-0.2938,769.49,0.94327
567330,SOFC,0.5,-0.2901,769.61,0.94327
567360,SOFC,0.5,-0.2928,769.73,0.94326
567390,SOFC,0.5,-0.2867,769.84,0.94326
567420,SOFC,0.5,-0.2902,769.96,0.94326
567450,SOFC,0.5,-0.29,770.07,0.94325
567480,SOFC,0.5,-0.2907,770.19,0.94325
567510,SOFC,0.5,-0.289,770.3,0.94325
567540,SOFC,0.5,-0.2961,770.42,0.94325
567570,SOFC,0.5,-0.2937,770.53,0.94324
567600,SOFC,0.5,-0.2893,770.64,0.94324
567630,SOFC,0.5,-0.2884,770.75,0.94324
567660,SOFC,0.5,-0.2939,770.86,0.94323
567690,SOFC,0.5,-0.2951,770.98,0.94323
567720,SOFC,0.5,-0.2912,771.09,0.94323
567750,SOFC,0.5,-0.2906,771.2,0.94322
567780,SOFC,0.5,-0.2914,771.3,0.94322
567810,SOFC,0.5,-0.2918,771.41,0.94322
567840,SOFC,0.5,-0.2954,771.52,0.94322
567870,SOFC,0.5,-0.2925,771.63,0.94321
567900,SOFC,0.5,-0.2923,771.73,0.94321
567930,SOFC,0.5,-0.293,771.84,0.94321
567960,SOFC,0.5,-0.2958,771.95,0.9432
567990,SOFC,0.5,-0.2908,772.05,0.9432
568020,SOFC,0.5,-0.2903,772.15,0.9432
568050,SOFC,0.5,-0.2937,772.26,0.9432
568080,SOFC,0.5,-0.2925,772.36,0.94319
568110,SOFC,0.5,-0.2932,772.46,0.94319
568140,SOFC,0.5,-0.2932,772.56,0.94319
568170,SOFC,0.5,-0.2913,772.67,0.94318
568200,SOFC,0.5,-0.2913,772.77,0.94318
568230,SOFC,0.5,-0.2902,772.87,0.94318
568260,SOFC,0.5,-0.2903,772.97,0.94317
568290,SOFC,0.5,-0.2928,773.06,0.94317
568320,SOFC,0.5,-0.2868,773.16,0.94317
568350,SOFC,0.5,-0.2894,773.26,0.94317
568380,SOFC,0.5,-0.2939,773.36,0.94316
568410,SOFC,0.5,-0.2923,773.45,0.94316
568440,SOFC,0.5,-0.2966,773.55,0.94316
568470,SOFC,0.5,-0.2926,773.64,0.94315
568500,SOFC,0.5,-0.2894,773.74,0.94315
568530,SOFC,0.5,-0.2872,773.83,0.94315
568560,SOFC,0.5,-0.2931,773.92,0.94314
568590,SOFC,0.5,-0.2922,774.01,0.94314
568620,SOFC,0.5,-0.2917,774.11,0.94314
568650,SOFC,0.5,-0.289,774.2,0.94314
568680,SOFC,0.5,-0.2949,774.29,0.94313
568710,SOFC,0.5,-0.2877,774.38,0.94313
568740,SOFC,0.5,-0.2937,774.47,0.94313
568770,SOFC,0.5,-0.2954,774.55,0.94312
568800,OCV,0.0,0.9128,774.64,0.94312
568830,OCV,0.0,0.9118,774.73,0.94312
568860,OCV,0.0,0.9143,774.81,0.94311
568890,OCV,0.0,0.9101,774.9,0.94311
568920,OCV,0.0,0.9137,774.98,0.94311
568950,OCV,0.0,0.9147,775.07,0.9431
568980,OCV,0.0,0.9163,775.15,0.9431
569010,OCV,0.0,0.9147,775.24,0.9431
569040,OCV,0.0,0.9161,775.32,0.9431
569070,OCV,0.0,0.912,775.4,0.94309
569100,OCV,0.0,0.914,775.48,0.94309
569130,OCV,0.0,0.9087,775.56,0.94309
569160,OCV,0.0,0.913,775.64,0.94308
569190,OCV,0.0,0.9139,775.72,0.94308
569220,OCV,0.0,0.9141,775.8,0.94308
569250,OCV,0.0,0.91,775.87,0.94307
569280,OCV,0.0,0.9123,775.95,0.94307
569310,OCV,0.0,0.9126,776.03,0.94307
569340,OCV,0.0,0.9122,776.1,0.94307
569370,OCV,0.0,0.9145,776.18,0.94306
569400,OCV,0.0,0.9126,776.25,0.94306
569430,OCV,0.0,0.9132,776.33,0.94306
569460,OCV,0.0,0.912,776.4,0.94305
569490,OCV,0.0,0.9151,776.47,0.94305
569520,OCV,0.0,0.9152,776.54,0.94305
569550,OCV,0.0,0.9123,776.61,0.94305
569580,OCV,0.0,0.9186,776.68,0.94304
569610,OCV,0.0,0.9113,776.75,0.94304
569640,OCV,0.0,0.9149,776.82,0.94304
569670,OCV,0.0,0.9109,776.89,0.94303
569700,SOEC,-0.5,2.1547,776.96,0.94303
569730,SOEC,-0.5,2.1545,777.02,0.94303
569760,SOEC,-0.5,2.1511,777.09,0.94302
569790,SOEC,-0.5,2.1529,777.15,0.94302
569820,SOEC,-0.5,2.1568,777.22,0.94302
569850,SOEC,-0.5,2.1515,777.28,0.94302
569880,SOEC,-0.5,2.1539,777.34,0.94301
569910,SOEC,-0.5,2.1538,777.41,0.94301
569940,SOEC,-0.5,2.153,777.47,0.94301
569970,SOEC,-0.5,2.1496,777.53,0.943
570000,SOEC,-0.5,2.1547,777.59,0.943
570030,SOEC,-0.5,2.1531,777.65,0.943
570060,SOEC,-0.5,2.1553,777.71,0.94299
570090,SOEC,-0.5,2.1535,777.76,0.94299
570120,SOEC,-0.5,2.1532,777.82,0.94299
570150,SOEC,-0.5,2.1538,777.88,0.94298
570180,SOEC,-0.5,2.1511,777.93,0.94298
570210,SOEC,-0.5,2.1562,777.99,0.94298
570240,SOEC,-0.5,2.1523,778.04,0.94298
570270,SOEC,-0.5,2.1523,778.1,0.94297
570300,SOEC,-0.5,2.1556,778.15,0.94297
570330,SOEC,-0.5,2.1535,778.2,0.94297
570360,SOEC,-0.5,2.1525,778.25,0.94296
570390,SOEC,-0.5,2.1538,778.3,0.94296
570420,SOEC,-0.5,2.1543,778.35,0.94296
570450,SOEC,-0.5,2.1528,778.4,0.94295
570480,SOEC,-0.5,2.1548,778.45,0.94295
570510,SOEC,-0.5,2.1505,778.5,0.94295
570540,SOEC,-0.5,2.1535,778.55,0.94295
570570,SOEC,-0.5,2.1546,778.59,0.94294
570600,SOEC,-0.5,2.1542,778.64,0.94294
570630,SOEC,-0.5,2.1485,778.68,0.94294
570660,SOEC,-0.5,2.1527,778.73,0.94293
570690,SOEC,-0.5,2.1505,778.77,0.94293
570720,SOEC,-0.5,2.1555,778.81,0.94293
570750,SOEC,-0.5,2.1522,778.85,0.94293
570780,SOEC,-0.5,2.1553,778.89,0.94292
570810,SOEC,-0.5,2.1505,778.94,0.94292
570840,SOEC,-0.5,2.1537,778.97,0.94292
570870,SOEC,-0.5,2.1529,779.01,0.94291
570900,SOEC,-0.5,2.1585,779.05,0.94291
570930,SOEC,-0.5,2.1553,779.09,0.94291
570960,SOEC,-0.5,2.1551,779.13,0.9429
570990,SOEC,-0.5,2.157,779.16,0.9429
571020,SOEC,-0.5,2.1535,779.2,0.9429
571050,SOEC,-0.5,2.1527,779.23,0.9429
571080,SOEC,-0.5,2.1525,779.27,0.94289
571110,SOEC,-0.5,2.1535,779.3,0.94289
571140,SOEC,-0.5,2.1473,779.33,0.94289
571170,SOEC,-0.5,2.1529,779.36,0.94288
571200,SOEC,-0.5,2.1533,779.39,0.94288
571230,SOEC,-0.5,2.1526,779.42,0.94288
571260,SOEC,-0.5,2.1498,779.45,0.94287
571290,SOEC,-0.5,2.1526,779.48,0.94287
571320,SOEC,-0.5,2.1498,779.51,0.94287
571350,SOEC,-0.5,2.1564,779.53,0.94286
571380,SOEC,-0.5,2.1523,779.56,0.94286
571410,SOEC,-0.5,2.1487,779.59,0.94286
571440,SOEC,-0.5,2.1524,779.61,0.94286
571470,SOEC,-0.5,2.1546,779.63,0.94285
571500,SOFC,0.5,-0.2951,779.66,0.94285
571530,SOFC,0.5,-0.2973,779.68,0.94285
571560,SOFC,0.5,-0.2969,779.7,0.94284
571590,SOFC,0.5,-0.2961,779.72,0.94284
571620,SOFC,0.5,-0.2964,779.74,0.94284
571650,SOFC,0.5,-0.2981,779.76,0.94283
571680,SOFC,0.5,-0.2957,779.78,0.94283
571710,SOFC,0.5,-0.2982,779.8,0.94283
571740,SOFC,0.5,-0.2937,779.82,0.94283
571770,SOFC,0.5,-0.2934,779.83,0.94282
571800,SOFC,0.5,-0.2976,779.85,0.94282
571830,SOFC,0.5,-0.297,779.86,0.94282
571860,SOFC,0.5,-0.2964,779.88,0.94281
571890,SOFC,0.5,-0.2957,779.89,0.94281
571920,SOFC,0.5,-0.2951,779.9,0.94281
571950,SOFC,0.5,-0.2947,779.91,0.94281
571980,SOFC,0.5,-0.2947,779.93,0.9428
572010,SOFC,0.5,-0.2925,779.94,0.9428
572040,SOFC,0.5,-0.2955,779.95,0.9428
572070,SOFC,0.5,-0.2982,779.95,0.94279
572100,SOFC,0.5,-0.2989,779.96,0.94279
572130,SOFC,0.5,-0.2924,779.97,0.94279
572160,SOFC,0.5,-0.2946,779.98,0.94278
572190,SOFC,0.5,-0.2952,779.98,0.94278
572220,SOFC,0.5,-0.2947,779.99,0.94278
572250,SOFC,0.5,-0.2953,779.99,0.94278
572280,SOFC,0.5,-0.2948,779.99,0.94277
572310,SOFC,0.5,-0.2964,780.0,0.94277
572340,SOFC,0.5,-0.2935,780.0,0.94277
572370,SOFC,0.5,-0.2967,780.0,0.94276
572400,SOFC,0.5,-0.2975,780.0,0.94276
572430,SOFC,0.5,-0.299,780.0,0.94276
572460,SOFC,0.5,-0.2961,780.0,0.94275
572490,SOFC,0.5,-0.2931,780.0,0.94275
572520,SOFC,0.5,-0.2966,779.99,0.94275
572550,SOFC,0.5,-0.2984,779.99,0.94275
572580,SOFC,0.5,-0.2951,779.99,0.94274
572610,SOFC,0.5,-0.2969,779.98,0.94274
572640,SOFC,0.5,-0.2925,779.98,0.94274
572670,SOFC,0.5,-0.2935,779.97,0.94273
572700,SOFC,0.5,-0.2982,779.96,0.94273
572730,SOFC,0.5,-0.296,779.95,0.94273
572760,SOFC,0.5,-0.2971,779.95,0.94272
572790,SOFC,0.5,-0.2979,779.94,0.94272
572820,SOFC,0.5,-0.2957,779.93,0.94272
572850,SOFC,0.5,-0.294,779.91,0.94271
572880,SOFC,0.5,-0.2957,779.9,0.94271
572910,SOFC,0.5,-0.2966,779.89,0.94271
572940,SOFC,0.5,-0.3,779.88,0.94271
572970,SOFC,0.5,-0.2969,779.86,0.9427
573000,SOFC,0.5,-0.2944,779.85,0.9427
573030,SOFC,0.5,-0.2982,779.83,0.9427
573060,SOFC,0.5,-0.293,779.82,0.94269
573090,SOFC,0.5,-0.2967,779.8,0.94269
573120,SOFC,0.5,-0.2951,779.78,0.94269
573150,SOFC,0.5,-0.2963,779.76,0.94268
573180,SOFC,0.5,-0.2978,779.74,0.94268
573210,SOFC,0.5,-0.2946,779.72,0.94268
573240,SOFC,0.5,-0.2967,779.7,0.94268
573270,SOFC,0.5,-0.2971,779.68,0.94267
573300,OCV,0.0,0.907,779.66,0.94267
573330,OCV,0.0,0.9144,779.63,0.94267
573360,OCV,0.0,0.9118,779.61,0.94266
573390,OCV,0.0,0.914,779.59,0.94266
573420,OCV,0.0,0.913,779.56,0.94266
573450,OCV,0.0,0.914,779.53,0.94266
573480,OCV,0.0,0.9107,779.51,0.94265
573510,OCV,0.0,0.9091,779.48,0.94265
573540,OCV,0.0,0.9133,779.45,0.94265
573570,OCV,0.0,0.9121,779.42,0.94264
573600,OCV,0.0,0.9109,779.39,0.94264
573630,OCV,0.0,0.9133,779.36,0.94264
573660,OCV,0.0,0.9125,779.33,0.94263
573690,OCV,0.0,0.9131,779.3,0.94263
573720,OCV,0.0,0.9098,779.27,0.94263
573750,OCV,0.0,0.9138,779.23,0.94263
573780,OCV,0.0,0.9118,779.2,0.94262
573810,OCV,0.0,0.914,779.16,0.94262
573840,OCV,0.0,0.9138,779.13,0.94262
573870,OCV,0.0,0.9132,779.09,0.94261
573900,OCV,0.0,0.9117,779.05,0.94261
573930,OCV,0.0,0.9133,779.01,0.94261
573960,OCV,0.0,0.9141,778.97,0.9426
573990,OCV,0.0,0.9131,778.94,0.9426
574020,OCV,0.0,0.9123,778.89,0.9426
574050,OCV,0.0,0.9133,778.85,0.94259
574080,OCV,0.0,0.9109,778.81,0.94259
574110,OCV,0.0,0.915,778.77,0.94259
574140,OCV,0.0,0.9086,778.73,0.94259
574170,OCV,0.0,0.912,778.68,0.94258
574200,SOEC,-0.5,2.1513,778.64,0.94258
574230,SOEC,-0.5,2.1509,778.59,0.94258
574260,SOEC,-0.5,2.1528,778.55,0.94257
574290,SOEC,-0.5,2.1499,778.5,0.94257
574320,SOEC,-0.5,2.1564,778.45,0.94257
574350,SOEC,-0.5,2.1494,778.4,0.94256
574380,SOEC,-0.5,2.1502,778.35,0.94256
574410,SOEC,-0.5,2.15,778.3,0.94256
574440,SOEC,-0.5,2.1525,778.25,0.94256
574470,SOEC,-0.5,2.1541,778.2,0.94255
574500,SOEC,-0.5,2.1531,778.15,0.94255
574530,SOEC,-0.5,2.155,778.1,0.94255
574560,SOEC,-0.5,2.1504,778.04,0.94254
574590,SOEC,-0.5,2.1534,777.99,0.94254
574620,SOEC,-0.5,2.1514,777.93,0.94254
574650,SOEC,-0.5,2.1525,777.88,0.94254
574680,SOEC,-0.5,2.1542,777.82,0.94253
574710,SOEC,-0.5,2.1486,777.76,0.94253
574740,SOEC,-0.5,2.156,777.71,0.94253
574770,SOEC,-0.5,2.1517,777.65,0.94252
574800,SOEC,-0.5,2.1488,777.59,0.94252
574830,SOEC,-0.5,2.1506,777.53,0.94252
574860,SOEC,-0.5,2.1522,777.47,0.94251
574890,SOEC,-0.5,2.1506,777.41,0.94251
574920,SOEC,-0.5,2.1479,777.34,0.94251
574950,SOEC,-0.5,2.1521,777.28,0.94251
574980,SOEC,-0.5,2.1505,777.22,0.9425
575010,SOEC,-0.5,2.1532,777.15,0.9425
575040,SOEC,-0.5,2.1498,777.09,0.9425
575070,SOEC,-0.5,2.1564,777.02,0.94249
575100,SOEC,-0.5,2.1529,776.96,0.94249
575130,SOEC,-0.5,2.1523,776.89,0.94249
575160,SOEC,-0.5,2.1531,776.82,0.94248
575190,SOEC,-0.5,2.1482,776.75,0.94248
575220,SOEC,-0.5,2.1509,776.68,0.94248
575250,SOEC,-0.5,2.1554,776.61,0.94247
575280,SOEC,-0.5,2.1512,776.54,0.94247
575310,SOEC,-0.5,2.1517,776.47,0.94247
575340,SOEC,-0.5,2.1509,776.4,0.94247
575370,SOEC,-0.5,2.1548,776.33,0.94246
575400,SOEC,-0.5,2.1513,776.25,0.94246
575430,SOEC,-0.5,2.1493,776.18,0.94246
575460,SOEC,-0.5,2.157,776.1,0.94245
575490,SOEC,-0.5,2.149,776.03,0.94245
575520,SOEC,-0.5,2.1516,775.95,0.94245
575550,SOEC,-0.5,2.1501,775.87,0.94244
575580,SOEC,-0.5,2.1504,775.8,0.94244
575610,SOEC,-0.5,2.1496,775.72,0.94244
575640,SOEC,-0.5,2.1507,775.64,0.94244
575670,SOEC,-0.5,2.1537,775.56,0.94243
575700,SOEC,-0.5,2.1479,775.48,0.94243
575730,SOEC,-0.5,2.1543,775.4,0.94243
575760,SOEC,-0.5,2.1539,775.32,0.94242
575790,SOEC,-0.5,2.1527,775.24,0.94242
575820,SOEC,-0.5,2.152,775.15,0.94242
575850,SOEC,-0.5,2.1523,775.07,0.94242
575880,SOEC,-0.5,2.1545,774.98,0.94241
575910,SOEC,-0.5,2.1482,774.9,0.94241
575940,SOEC,-0.5,2.1531,774.81,0.94241
575970,SOEC,-0.5,2.1502,774.73,0.9424
576000,SOFC,0.5,-0.2913,774.64,0.9424
576030,SOFC,0.5,-0.2941,774.55,0.9424
576060,SOFC,0.5,-0.2914,774.47,0.94239
576090,SOFC,0.5,-0.2959,774.38,0.94239
576120,SOFC,0.5,-0.2961,774.29,0.94239
576150,SOFC,0.5,-0.2929,774.2,0.94239
576180,SOFC,0.5,-0.2898,774.11,0.94238
576210,SOFC,0.5,-0.2915,774.01,0.94238
576240,SOFC,0.5,-0.2915,773.92,0.94238
576270,SOFC,0.5,-0.2908,773.83,0.94237
576300,SOFC,0.5,-0.2933,773.74,0.94237
576330,SOFC,0.5,-0.2912,773.64,0.94237
576360,SOFC,0.5,-0.2936,773.55,0.94236
576390,SOFC,0.5,-0.293,773.45,0.94236
576420,SOFC,0.5,-0.2927,773.36,0.94236
576450,SOFC,0.5,-0.2934,773.26,0.94236
576480,SOFC,0.5,-0.2923,773.16,0.94235
576510,SOFC,0.5,-0.2927,773.06,0.94235
576540,SOFC,0.5,-0.2935,772.97,0.94235
576570,SOFC,0.5,-0.2924,772.87,0.94234
576600,SOFC,0.5,-0.2917,772.77,0.94234
576630,SOFC,0.5,-0.2942,772.67,0.94234
576660,SOFC,0.5,-0.2911,772.56,0.94233
576690,SOFC,0.5,-0.2929,772.46,0.94233
576720,SOFC,0.5,-0.2914,772.36,0.94233
576750,SOFC,0.5,-0.2931,772.26,0.94232
576780,SOFC,0.5,-0.2897,772.15,0.94232
576810,SOFC,0.5,-0.2898,772.05,0.94232
576840,SOFC,0.5,-0.2938,771.95,0.94232
576870,SOFC,0.5,-0.2906,771.84,0.94231
576900,SOFC,0.5,-0.2887,771.73,0.94231
576930,SOFC,0.5,-0.2934,771.63,0.94231
576960,SOFC,0.5,-0.2932,771.52,0.9423
576990,SOFC,0.5,-0.2899,771.41,0.9423
577020,SOFC,0.5,-0.294,771.3,0.9423
577050,SOFC,0.5,-0.2929,771.2,0.94229
577080,SOFC,0.5,-0.2933,771.09,0.94229
577110,SOFC,0.5,-0.2897,770.98,0.94229
577140,SOFC,0.5,-0.2926,770.86,0.94229
577170,SOFC,0.5,-0.2917,770.75,0.94228
577200,SOFC,0.5,-0.2926,770.64,0.94228
577230,SOFC,0.5,-0.2887,770.53,0.94228
577260,SOFC,0.5,-0.2927,770.42,0.94227
577290,SOFC,0.5,-0.2937,770.3,0.94227
577320,SOFC,0.5,-0.2938,770.19,0.94227
577350,SOFC,0.5,-0.2894,770.07,0.94227
577380,SOFC,0.5,-0.2892,769.96,0.94226
577410,SOFC,0.5,-0.2882,769.84,0.94226
577440,SOFC,0.5,-0.2932,769.73,0.94226
577470,SOFC,0.5,-0.2911,769.61,0.94225
577500,SOFC,0.5,-0.2857,769.49,0.94225
577530,SOFC,0.5,-0.2911,769.37,0.94225
577560,SOFC,0.5,-0.2916,769.25,0.94224
577590,SOFC,0.5,-0.2904,769.13,0.94224
577620,SOFC,0.5,-0.2893,769.01,0.94224
577650,SOFC,0.5,-0.2893,768.89,0.94224
577680,SOFC,0.5,-0.2915,768.77,0.94223
577710,SOFC,0.5,-0.2914,768.65,0.94223
577740,SOFC,0.5,-0.2907,768.53,0.94223
577770,SOFC,0.5,-0.2916,768.41,0.94222
577800,OCV,0.0,0.9117,768.28,0.94222
577830,OCV,0.0,0.9178,768.16,0.94222
577860,OCV,0.0,0.9134,768.04,0.94221
577890,OCV,0.0,0.9135,767.91,0.94221
577920,OCV,0.0,0.9136,767.79,0.94221
577950,OCV,0.0,0.9141,767.66,0.9422
577980,OCV,0.0,0.9152,767.53,0.9422
578010,OCV,0.0,0.9134,767.41,0.9422
578040,OCV,0.0,0.9167,767.28,0.9422
578070,OCV,0.0,0.9156,767.15,0.94219
578100,OCV,0.0,0.9141,767.02,0.94219
578130,OCV,0.0,0.9131,766.89,0.94219
578160,OCV,0.0,0.9167,766.77,0.94218
578190,OCV,0.0,0.9142,766.64,0.94218
578220,OCV,0.0,0.9121,766.5,0.94218
578250,OCV,0.0,0.9166,766.37,0.94217
578280,OCV,0.0,0.9132,766.24,0.94217
578310,OCV,0.0,0.9164,766.11,0.94217
578340,OCV,0.0,0.9096,765.98,0.94217
578370,OCV,0.0,0.914,765.84,0.94216
578400,OCV,0.0,0.9171,765.71,0.94216
578430,OCV,0.0,0.9148,765.58,0.94216
578460,OCV,0.0,0.916,765.44,0.94215
578490,OCV,0.0,0.913,765.31,0.94215
578520,OCV,0.0,0.9156,765.17,0.94215
578550,OCV,0.0,0.9149,765.04,0.94215
578580,OCV,0.0,0.9154,764.9,0.94214
578610,OCV,0.0,0.919,764.76,0.94214
578640,OCV,0.0,0.9176,764.63,0.94214
578670,OCV,0.0,0.9166,764.49,0.94213
578700,SOEC,-0.5,2.153,764.35,0.94213
578730,SOEC,-0.5,2.1496,764.21,0.94213
578760,SOEC,-0.5,2.1505,764.07,0.94212
578790,SOEC,-0.5,2.1483,763.93,0.94212
578820,SOEC,-0.5,2.1489,763.79,0.94212
578850,SOEC,-0.5,2.1496,763.65,0.94212
578880,SOEC,-0.5,2.1514,763.51,0.94211
578910,SOEC,-0.5,2.149,763.37,0.94211
578940,SOEC,-0.5,2.1514,763.23,0.94211
578970,SOEC,-0.5,2.1511,763.09,0.9421
579000,SOEC,-0.5,2.1492,762.94,0.9421
579030,SOEC,-0.5,2.1545,762.8,0.9421
579060,SOEC,-0.5,2.1488,762.66,0.94209
579090,SOEC,-0.5,2.1537,762.51,0.94209
579120,SOEC,-0.5,2.147,762.37,0.94209
579150,SOEC,-0.5,2.1512,762.22,0.94209
579180,SOEC,-0.5,2.1491,762.08,0.94208
579210,SOEC,-0.5,2.1502,761.93,0.94208
579240,SOEC,-0.5,2.1551,761.79,0.94208
579270,SOEC,-0.5,2.1508,761.64,0.94207
579300,SOEC,-0.5,2.1493,761.49,0.94207
579330,SOEC,-0.5,2.1525,761.34,0.94207
579360,SOEC,-0.5,2.1508,761.2,0.94206
579390,SOEC,-0.5,2.1518,761.05,0.94206
579420,SOEC,-0.5,2.1497,760.9,0.94206
579450,SOEC,-0.5,2.1498,760.75,0.94205
579480,SOEC,-0.5,2.15,760.6,0.94205
579510,SOEC,-0.5,2.1532,760.45,0.94205
579540,SOEC,-0.5,2.1511,760.3,0.94205
579570,SOEC,-0.5,2.1495,760.15,0.94204
579600,SOEC,-0.5,2.1519,760.0,0.94204
579630,SOEC,-0.5,2.1518,759.85,0.94204
579660,SOEC,-0.5,2.1528,759.7,0.94203
579690,SOEC,-0.5,2.1507,759.54,0.94203
579720,SOEC,-0.5,2.1515,759.39,0.94203
579750,SOEC,-0.5,2.1525,759.24,0.94203
579780,SOEC,-0.5,2.1496,759.09,0.94202
579810,SOEC,-0.5,2.1535,758.93,0.94202
579840,SOEC,-0.5,2.1517,758.78,0.94202
579870,SOEC,-0.5,2.1495,758.62,0.94201
579900,SOEC,-0.5,2.1495,758.47,0.94201
579930,SOEC,-0.5,2.1515,758.31,0.94201
579960,SOEC,-0.5,2.1506,758.16,0.942
579990,SOEC,-0.5,2.1533,758.0,0.942
580020,SOEC,-0.5,2.1512,757.85,0.942
580050,SOEC,-0.5,2.1524,757.69,0.942
580080,SOEC,-0.5,2.1501,757.53,0.94199
580110,SOEC,-0.5,2.1518,757.38,0.94199
580140,SOEC,-0.5,2.1545,757.22,0.94199
580170,SOEC,-0.5,2.1515,757.06,0.94198
580200,SOEC,-0.5,2.1508,756.9,0.94198
580230,SOEC,-0.5,2.1501,756.75,0.94198
580260,SOEC,-0.5,2.1519,756.59,0.94197
580290,SOEC,-0.5,2.1547,756.43,0.94197
580320,SOEC,-0.5,2.1492,756.27,0.94197
