sample_id,sand_content_percent,fines_content_percent,d10_mm,d30_mm,d50_mm,d60_mm,d90_mm,cu,cc,relative_density_percent,void_ratio,porosity,friction_angle_deg,dilation_angle_deg,critical_state_phi_deg,mean_effective_stress_kpa,cyclic_stress_ratio,n1_60,qc1n,b_pt,ru_peak,liquefaction_triggered,k0,material,dataset,liquid_limit,plastic_limit,plasticity_index,preconsolidation_stress_kpa,vertical_effective_stress_kpa,ocr,natural_water_content_percent,su_kpa,sensitivity,pore_pressure_ratio,clay_mineral,log10_k_m_per_s,case_id,case_type,magnitude_mw,peak_ground_acc_g,groundwater_depth_m,pore_pressure_ratio_peak,uplift_displacement_m,structural_damage_index,notes,groundwater_level_m,rainfall_event_mm,slope_angle_deg,depth_to_slip_surface_m,factor_of_safety,slip_surface_formed
CLAY_00598,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,30.9,25.9,7.0,355.9,113.5,3.14,39.2,8.0,10.75,0.206,kaolinite-dominant,-10.143,,,,,,,,,,,,,,,
CLAY_00599,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,72.1,22.0,50.0,152.7,57.7,2.64,56.3,16.4,5.7,0.538,smectite-rich,-10.181,,,,,,,,,,,,,,,
CLAY_00600,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,64.1,34.1,30.0,347.2,150.6,2.31,41.1,8.0,6.17,0.409,illite-mixed,-9.595,,,,,,,,,,,,,,,
,,3.3,,,,,,,,45.2,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0001,liquefaction_uplift,6.51,0.281,4.22,0.679,0.068,0.421,Liquefaction-induced uplift scenario,,,,,,
,,15.6,,,,,,,,100.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0002,liquefaction_uplift,6.62,0.499,2.62,0.522,0.088,0.348,Liquefaction-induced uplift scenario,,,,,,
,,8.6,,,,,,,,80.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0003,liquefaction_uplift,6.42,0.421,1.35,0.614,0.048,0.332,Liquefaction-induced uplift scenario,,,,,,
,,16.4,,,,,,,,28.2,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0004,liquefaction_uplift,7.51,0.463,1.37,0.779,0.074,0.499,Liquefaction-induced uplift scenario,,,,,,
,,6.6,,,,,,,,55.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0005,liquefaction_uplift,6.19,0.421,3.12,0.669,0.098,0.404,Liquefaction-induced uplift scenario,,,,,,
,,12.9,,,,,,,,59.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0006,liquefaction_uplift,7.44,0.329,2.15,0.661,0.09,0.472,Liquefaction-induced uplift scenario,,,,,,
,,0.0,,,,,,,,36.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0007,liquefaction_uplift,6.74,0.207,1.35,0.633,0.042,0.461,Liquefaction-induced uplift scenario,,,,,,
,,17.4,,,,,,,,55.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0008,liquefaction_uplift,6.53,0.15,2.42,0.582,0.106,0.279,Liquefaction-induced uplift scenario,,,,,,
,,15.9,,,,,,,,21.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0009,liquefaction_uplift,6.93,0.269,1.53,0.578,0.074,0.34,Liquefaction-induced uplift scenario,,,,,,
,,14.5,,,,,,,,41.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0010,liquefaction_uplift,7.02,0.131,2.85,0.548,0.101,0.261,Liquefaction-induced uplift scenario,,,,,,
,,10.8,,,,,,,,45.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0011,liquefaction_uplift,6.7,0.358,0.54,0.716,0.069,0.541,Liquefaction-induced uplift scenario,,,,,,
,,24.9,,,,,,,,68.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0012,liquefaction_uplift,7.79,0.472,2.0,0.795,0.115,0.449,Liquefaction-induced uplift scenario,,,,,,
,,4.1,,,,,,,,53.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0013,liquefaction_uplift,7.4,0.419,2.12,0.58,0.031,0.29,Liquefaction-induced uplift scenario,,,,,,
,,5.0,,,,,,,,84.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0014,liquefaction_uplift,6.92,0.237,1.79,0.506,0.026,0.369,Liquefaction-induced uplift scenario,,,,,,
,,16.0,,,,,,,,42.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0015,liquefaction_uplift,6.62,0.496,2.8,0.804,0.102,0.503,Liquefaction-induced uplift scenario,,,,,,
,,7.4,,,,,,,,70.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0016,liquefaction_uplift,7.13,0.395,1.25,0.512,0.044,0.158,Liquefaction-induced uplift scenario,,,,,,
,,8.2,,,,,,,,73.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0017,liquefaction_uplift,6.47,0.191,2.87,0.661,0.066,0.293,Liquefaction-induced uplift scenario,,,,,,
,,29.9,,,,,,,,60.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0018,liquefaction_uplift,6.29,0.372,1.92,0.724,0.096,0.338,Liquefaction-induced uplift scenario,,,,,,
,,13.0,,,,,,,,15.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0019,liquefaction_uplift,6.6,0.238,1.4,0.614,0.112,0.342,Liquefaction-induced uplift scenario,,,,,,
,,9.5,,,,,,,,59.7,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0020,liquefaction_uplift,7.28,0.364,1.24,0.617,0.064,0.161,Liquefaction-induced uplift scenario,,,,,,
,,6.1,,,,,,,,83.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0021,liquefaction_uplift,7.51,0.39,1.86,0.36,0.041,0.05,Liquefaction-induced uplift scenario,,,,,,
,,11.6,,,,,,,,34.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0022,liquefaction_uplift,6.76,0.253,1.76,0.724,0.085,0.553,Liquefaction-induced uplift scenario,,,,,,
,,11.0,,,,,,,,66.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0023,liquefaction_uplift,7.1,0.37,2.21,0.52,0.033,0.077,Liquefaction-induced uplift scenario,,,,,,
,,9.1,,,,,,,,77.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0024,liquefaction_uplift,6.67,0.331,2.45,0.4,0.027,0.13,Liquefaction-induced uplift scenario,,,,,,
,,18.5,,,,,,,,95.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0025,liquefaction_uplift,5.82,0.166,0.85,0.448,0.042,0.187,Liquefaction-induced uplift scenario,,,,,,
,,20.1,,,,,,,,34.7,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0026,liquefaction_uplift,6.91,0.342,0.79,0.719,0.107,0.426,Liquefaction-induced uplift scenario,,,,,,
,,17.0,,,,,,,,78.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0027,liquefaction_uplift,6.92,0.351,1.71,0.568,0.069,0.417,Liquefaction-induced uplift scenario,,,,,,
,,20.8,,,,,,,,86.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0028,liquefaction_uplift,6.31,0.419,3.14,0.49,0.076,0.213,Liquefaction-induced uplift scenario,,,,,,
,,13.1,,,,,,,,41.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0029,liquefaction_uplift,7.22,0.341,2.9,0.743,0.092,0.507,Liquefaction-induced uplift scenario,,,,,,
,,15.8,,,,,,,,21.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0030,liquefaction_uplift,7.73,0.208,2.08,0.793,0.094,0.566,Liquefaction-induced uplift scenario,,,,,,
,,7.5,,,,,,,,74.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0031,liquefaction_uplift,7.83,0.373,2.93,0.498,0.042,0.147,Liquefaction-induced uplift scenario,,,,,,
,,13.2,,,,,,,,17.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0032,liquefaction_uplift,7.11,0.1,0.0,0.561,0.057,0.243,Liquefaction-induced uplift scenario,,,,,,
,,13.7,,,,,,,,50.2,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0033,liquefaction_uplift,6.55,0.222,2.18,0.603,0.068,0.315,Liquefaction-induced uplift scenario,,,,,,
,,15.6,,,,,,,,16.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0034,liquefaction_uplift,7.83,0.569,3.14,0.98,0.12,0.5,Liquefaction-induced uplift scenario,,,,,,
,,10.7,,,,,,,,24.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0035,liquefaction_uplift,6.64,0.637,1.79,0.98,0.105,0.514,Liquefaction-induced uplift scenario,,,,,,
,,19.1,,,,,,,,74.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0036,liquefaction_uplift,5.68,0.34,0.26,0.617,0.073,0.316,Liquefaction-induced uplift scenario,,,,,,
,,21.4,,,,,,,,35.2,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0037,liquefaction_uplift,6.66,0.227,1.02,0.792,0.097,0.515,Liquefaction-induced uplift scenario,,,,,,
,,18.1,,,,,,,,75.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0038,liquefaction_uplift,6.63,0.335,3.36,0.641,0.092,0.303,Liquefaction-induced uplift scenario,,,,,,
,,14.6,,,,,,,,61.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0039,liquefaction_uplift,7.17,0.112,2.2,0.386,0.062,0.055,Liquefaction-induced uplift scenario,,,,,,
,,13.7,,,,,,,,21.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0040,liquefaction_uplift,5.54,0.301,1.89,0.723,0.079,0.301,Liquefaction-induced uplift scenario,,,,,,
,,7.4,,,,,,,,31.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0041,liquefaction_uplift,7.18,0.327,1.74,0.701,0.033,0.283,Liquefaction-induced uplift scenario,,,,,,
,,16.9,,,,,,,,46.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0042,liquefaction_uplift,7.43,0.301,1.95,0.74,0.09,0.393,Liquefaction-induced uplift scenario,,,,,,
,,15.4,,,,,,,,65.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0043,liquefaction_uplift,7.15,0.433,1.81,0.721,0.085,0.363,Liquefaction-induced uplift scenario,,,,,,
,,17.3,,,,,,,,84.7,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0044,liquefaction_uplift,6.87,0.276,1.99,0.545,0.071,0.324,Liquefaction-induced uplift scenario,,,,,,
,,12.3,,,,,,,,15.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0045,liquefaction_uplift,7.02,0.274,1.59,0.892,0.082,0.653,Liquefaction-induced uplift scenario,,,,,,
,,8.7,,,,,,,,34.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0046,liquefaction_uplift,6.39,0.266,3.16,0.768,0.075,0.498,Liquefaction-induced uplift scenario,,,,,,
,,11.8,,,,,,,,92.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0047,liquefaction_uplift,8.06,0.197,3.22,0.503,0.071,0.3,Liquefaction-induced uplift scenario,,,,,,
,,15.7,,,,,,,,76.7,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0048,liquefaction_uplift,7.57,0.161,1.99,0.513,0.075,0.307,Liquefaction-induced uplift scenario,,,,,,
,,13.4,,,,,,,,52.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0049,liquefaction_uplift,6.37,0.1,2.11,0.585,0.048,0.236,Liquefaction-induced uplift scenario,,,,,,
,,15.6,,,,,,,,34.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0050,liquefaction_uplift,7.41,0.242,0.86,0.821,0.117,0.396,Liquefaction-induced uplift scenario,,,,,,
,,11.2,,,,,,,,61.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0051,liquefaction_uplift,6.86,0.248,2.9,0.544,0.085,0.171,Liquefaction-induced uplift scenario,,,,,,
,,15.3,,,,,,,,84.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0052,liquefaction_uplift,6.61,0.19,3.07,0.612,0.071,0.209,Liquefaction-induced uplift scenario,,,,,,
,,3.4,,,,,,,,73.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0053,liquefaction_uplift,6.89,0.566,1.55,0.695,0.094,0.428,Liquefaction-induced uplift scenario,,,,,,
,,14.0,,,,,,,,74.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0054,liquefaction_uplift,5.9,0.337,1.13,0.58,0.07,0.213,Liquefaction-induced uplift scenario,,,,,,
,,16.5,,,,,,,,92.7,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0055,liquefaction_uplift,6.68,0.411,2.39,0.726,0.067,0.392,Liquefaction-induced uplift scenario,,,,,,
,,11.5,,,,,,,,47.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0056,liquefaction_uplift,6.94,0.165,2.42,0.569,0.069,0.366,Liquefaction-induced uplift scenario,,,,,,
,,5.8,,,,,,,,41.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0057,liquefaction_uplift,6.64,0.41,0.5,0.79,0.081,0.4,Liquefaction-induced uplift scenario,,,,,,
,,12.5,,,,,,,,82.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0058,liquefaction_uplift,6.91,0.32,0.71,0.629,0.094,0.545,Liquefaction-induced uplift scenario,,,,,,
,,16.2,,,,,,,,52.2,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0059,liquefaction_uplift,6.95,0.285,1.44,0.643,0.066,0.246,Liquefaction-induced uplift scenario,,,,,,
,,21.1,,,,,,,,64.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0060,liquefaction_uplift,6.65,0.474,2.8,0.756,0.069,0.506,Liquefaction-induced uplift scenario,,,,,,
,,2.1,,,,,,,,47.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0061,liquefaction_uplift,6.53,0.427,1.31,0.682,0.075,0.399,Liquefaction-induced uplift scenario,,,,,,
,,15.9,,,,,,,,70.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0062,liquefaction_uplift,7.37,0.338,2.93,0.683,0.071,0.502,Liquefaction-induced uplift scenario,,,,,,
,,15.5,,,,,,,,64.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0063,liquefaction_uplift,7.31,0.1,0.0,0.48,0.104,0.235,Liquefaction-induced uplift scenario,,,,,,
,,10.8,,,,,,,,29.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0064,liquefaction_uplift,7.26,0.487,1.47,0.781,0.099,0.356,Liquefaction-induced uplift scenario,,,,,,
,,15.6,,,,,,,,48.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0065,liquefaction_uplift,7.33,0.605,1.96,0.823,0.076,0.366,Liquefaction-induced uplift scenario,,,,,,
,,17.1,,,,,,,,67.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0066,liquefaction_uplift,7.74,0.216,2.19,0.61,0.053,0.341,Liquefaction-induced uplift scenario,,,,,,
,,12.7,,,,,,,,17.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0067,liquefaction_uplift,7.1,0.171,2.66,0.545,0.039,0.3,Liquefaction-induced uplift scenario,,,,,,
,,11.8,,,,,,,,30.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0068,liquefaction_uplift,6.08,0.364,2.9,0.855,0.082,0.514,Liquefaction-induced uplift scenario,,,,,,
,,24.6,,,,,,,,43.7,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0069,liquefaction_uplift,7.23,0.401,3.45,0.787,0.096,0.359,Liquefaction-induced uplift scenario,,,,,,
,,18.1,,,,,,,,74.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0070,liquefaction_uplift,7.23,0.324,1.42,0.66,0.055,0.268,Liquefaction-induced uplift scenario,,,,,,
,,19.9,,,,,,,,79.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0071,liquefaction_uplift,6.16,0.325,3.42,0.452,0.056,0.137,Liquefaction-induced uplift scenario,,,,,,
,,19.5,,,,,,,,16.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0072,liquefaction_uplift,6.76,0.357,2.44,0.757,0.102,0.304,Liquefaction-induced uplift scenario,,,,,,
,,10.2,,,,,,,,17.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0073,liquefaction_uplift,6.94,0.351,3.89,0.68,0.04,0.438,Liquefaction-induced uplift scenario,,,,,,
,,10.2,,,,,,,,48.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0074,liquefaction_uplift,6.76,0.359,2.12,0.572,0.077,0.354,Liquefaction-induced uplift scenario,,,,,,
,,15.1,,,,,,,,37.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0075,liquefaction_uplift,6.67,0.536,2.15,0.896,0.076,0.565,Liquefaction-induced uplift scenario,,,,,,
,,3.2,,,,,,,,77.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0076,liquefaction_uplift,7.22,0.286,2.84,0.624,0.046,0.222,Liquefaction-induced uplift scenario,,,,,,
,,4.4,,,,,,,,42.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0077,liquefaction_uplift,6.93,0.247,2.13,0.655,0.054,0.327,Liquefaction-induced uplift scenario,,,,,,
,,8.5,,,,,,,,75.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0078,liquefaction_uplift,6.41,0.345,1.83,0.612,0.045,0.129,Liquefaction-induced uplift scenario,,,,,,
,,4.4,,,,,,,,75.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0079,liquefaction_uplift,7.1,0.296,2.12,0.504,0.029,0.159,Liquefaction-induced uplift scenario,,,,,,
,,12.2,,,,,,,,40.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0080,liquefaction_uplift,8.07,0.317,2.25,0.667,0.102,0.348,Liquefaction-induced uplift scenario,,,,,,
,,15.4,,,,,,,,40.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0081,liquefaction_uplift,7.27,0.263,1.82,0.634,0.088,0.357,Liquefaction-induced uplift scenario,,,,,,
,,14.7,,,,,,,,26.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0082,liquefaction_uplift,6.48,0.192,2.53,0.453,0.059,0.216,Liquefaction-induced uplift scenario,,,,,,
,,14.9,,,,,,,,44.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0083,liquefaction_uplift,6.74,0.382,0.49,0.796,0.09,0.483,Liquefaction-induced uplift scenario,,,,,,
,,18.3,,,,,,,,15.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0084,liquefaction_uplift,6.76,0.414,1.0,0.89,0.077,0.547,Liquefaction-induced uplift scenario,,,,,,
,,5.5,,,,,,,,81.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0085,liquefaction_uplift,7.55,0.561,1.79,0.663,0.085,0.295,Liquefaction-induced uplift scenario,,,,,,
,,9.9,,,,,,,,100.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0086,liquefaction_uplift,6.13,0.569,3.14,0.447,0.087,0.207,Liquefaction-induced uplift scenario,,,,,,
,,0.0,,,,,,,,63.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0087,liquefaction_uplift,5.89,0.308,2.67,0.637,0.015,0.471,Liquefaction-induced uplift scenario,,,,,,
,,19.0,,,,,,,,44.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0088,liquefaction_uplift,6.1,0.228,2.11,0.574,0.076,0.332,Liquefaction-induced uplift scenario,,,,,,
,,6.0,,,,,,,,37.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0089,liquefaction_uplift,7.0,0.173,3.78,0.583,0.062,0.074,Liquefaction-induced uplift scenario,,,,,,
,,17.4,,,,,,,,59.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0090,liquefaction_uplift,6.59,0.456,2.22,0.716,0.054,0.272,Liquefaction-induced uplift scenario,,,,,,
,,9.5,,,,,,,,94.2,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0091,liquefaction_uplift,6.8,0.1,1.94,0.576,0.0,0.16,Liquefaction-induced uplift scenario,,,,,,
,,10.6,,,,,,,,74.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0092,liquefaction_uplift,6.63,0.329,1.14,0.543,0.055,0.306,Liquefaction-induced uplift scenario,,,,,,
,,12.2,,,,,,,,76.6,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0093,liquefaction_uplift,6.3,0.31,1.5,0.462,0.048,0.116,Liquefaction-induced uplift scenario,,,,,,
,,6.7,,,,,,,,58.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0094,liquefaction_uplift,7.02,0.293,2.41,0.629,0.064,0.337,Liquefaction-induced uplift scenario,,,,,,
,,11.9,,,,,,,,16.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0095,liquefaction_uplift,6.84,0.28,0.24,0.839,0.107,0.456,Liquefaction-induced uplift scenario,,,,,,
,,0.7,,,,,,,,39.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0096,liquefaction_uplift,6.92,0.305,0.44,0.689,0.101,0.385,Liquefaction-induced uplift scenario,,,,,,
,,15.9,,,,,,,,34.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0097,liquefaction_uplift,6.04,0.345,2.96,0.74,0.077,0.392,Liquefaction-induced uplift scenario,,,,,,
,,17.5,,,,,,,,54.3,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0098,liquefaction_uplift,7.52,0.59,0.0,0.651,0.063,0.37,Liquefaction-induced uplift scenario,,,,,,
,,15.9,,,,,,,,55.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0099,liquefaction_uplift,7.12,0.354,0.63,0.729,0.055,0.511,Liquefaction-induced uplift scenario,,,,,,
,,11.1,,,,,,,,18.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0100,liquefaction_uplift,6.51,0.538,0.55,0.98,0.089,0.601,Liquefaction-induced uplift scenario,,,,,,
,,20.0,,,,,,,,52.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0101,liquefaction_uplift,5.81,0.143,1.36,0.605,0.07,0.32,Liquefaction-induced uplift scenario,,,,,,
,,28.4,,,,,,,,42.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0102,liquefaction_uplift,6.2,0.478,1.37,0.721,0.11,0.443,Liquefaction-induced uplift scenario,,,,,,
,,17.7,,,,,,,,90.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0103,liquefaction_uplift,6.45,0.25,2.42,0.472,0.081,0.209,Liquefaction-induced uplift scenario,,,,,,
,,5.2,,,,,,,,15.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0104,liquefaction_uplift,6.39,0.215,2.61,0.682,0.077,0.229,Liquefaction-induced uplift scenario,,,,,,
,,17.4,,,,,,,,68.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0105,liquefaction_uplift,6.64,0.261,2.66,0.602,0.063,0.34,Liquefaction-induced uplift scenario,,,,,,
,,10.9,,,,,,,,46.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0106,liquefaction_uplift,7.24,0.454,2.55,0.664,0.117,0.412,Liquefaction-induced uplift scenario,,,,,,
,,8.5,,,,,,,,56.8,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0107,liquefaction_uplift,7.24,0.408,2.81,0.739,0.024,0.341,Liquefaction-induced uplift scenario,,,,,,
,,10.0,,,,,,,,35.9,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0108,liquefaction_uplift,6.38,0.234,2.55,0.568,0.059,0.245,Liquefaction-induced uplift scenario,,,,,,
,,20.0,,,,,,,,36.1,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0109,liquefaction_uplift,7.16,0.484,1.94,0.838,0.116,0.569,Liquefaction-induced uplift scenario,,,,,,
,,11.8,,,,,,,,46.5,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0110,liquefaction_uplift,7.12,0.119,2.21,0.544,0.091,0.279,Liquefaction-induced uplift scenario,,,,,,
,,14.0,,,,,,,,24.4,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0111,liquefaction_uplift,6.94,0.1,2.73,0.563,0.09,0.365,Liquefaction-induced uplift scenario,,,,,,
,,18.0,,,,,,,,72.0,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0112,liquefaction_uplift,7.46,0.466,0.56,0.693,0.075,0.254,Liquefaction-induced uplift scenario,,,,,,
,,10.8,,,,,,,,26.2,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0113,liquefaction_uplift,6.96,0.401,3.02,0.795,0.078,0.325,Liquefaction-induced uplift scenario,,,,,,
,,12.1,,,,,,,,27.7,,,,,,,,,,,,,,sand,case_study,,,,,,,,,,,,,CASE_LQ_0114,liquefaction_uplift,6.0,0.1,0.77,0.638,0.143,0.368,Liquefaction-induced uplift scenario,,,,,,
