sample_id,sand_content_percent,fines_content_percent,d10_mm,d30_mm,d50_mm,d60_mm,d90_mm,cu,cc,relative_density_percent,void_ratio,porosity,friction_angle_deg,dilation_angle_deg,critical_state_phi_deg,mean_effective_stress_kpa,cyclic_stress_ratio,n1_60,qc1n,b_pt,ru_peak,liquefaction_triggered,k0,material,dataset
SAND_00371,83.91,15.47,0.1249,0.2764,0.3254,0.4,0.5553,3.204,1.53,48.5,0.791,0.442,33.69,3.21,30.48,119.1,0.201,17.1,72.6,0.638,0.578,0,0.445,sand,sandy_soils
SAND_00372,87.93,8.75,0.1532,0.3587,0.3407,0.4212,0.6081,2.748,1.994,69.1,0.724,0.42,37.75,4.53,33.22,30.0,0.109,23.1,113.9,0.508,0.309,0,0.388,sand,sandy_soils
SAND_00373,98.36,2.66,0.3157,0.7488,0.732,0.9585,1.5063,3.036,1.853,51.0,0.858,0.462,33.36,1.45,31.9,200.2,0.319,24.9,108.4,0.505,0.751,0,0.45,sand,sandy_soils
SAND_00374,96.01,4.73,0.1439,0.367,0.3566,0.5438,0.7086,3.78,1.722,65.8,0.681,0.405,35.8,2.62,33.18,181.7,0.252,24.5,125.4,0.534,0.573,0,0.415,sand,sandy_soils
SAND_00375,78.61,22.36,0.1697,0.2583,0.2538,0.3556,0.4755,2.095,1.106,53.9,0.784,0.439,34.17,2.07,32.1,225.8,0.131,17.3,78.5,0.375,0.346,0,0.438,sand,sandy_soils
SAND_00376,92.96,10.51,0.1722,0.3405,0.4138,0.5333,0.8162,3.097,1.262,45.4,0.861,0.463,31.29,0.0,32.85,174.2,0.101,16.7,62.2,0.609,0.363,0,0.481,sand,sandy_soils
SAND_00377,94.12,4.07,0.2215,0.4016,0.3953,0.5961,0.7201,2.691,1.221,44.9,0.857,0.461,31.97,0.0,32.2,180.9,0.16,20.8,81.4,0.603,0.515,0,0.471,sand,sandy_soils
SAND_00378,86.16,14.19,0.203,0.3086,0.3114,0.3741,0.3802,1.843,1.254,75.5,0.691,0.408,37.41,4.02,33.38,180.5,0.287,25.0,111.5,0.462,0.642,0,0.393,sand,sandy_soils
SAND_00379,100.0,0.29,0.352,0.6271,0.6617,0.9231,0.888,2.622,1.21,25.7,0.774,0.436,30.12,0.0,33.3,105.3,0.275,9.5,50.4,0.51,0.812,1,0.498,sand,sandy_soils
SAND_00380,84.28,18.71,0.2148,0.4078,0.4109,0.4856,0.7197,2.26,1.594,48.7,0.748,0.428,34.12,0.37,33.75,30.0,0.309,21.7,126.0,0.564,0.71,0,0.439,sand,sandy_soils
SAND_00381,84.07,16.17,0.3671,0.46,0.5371,0.6536,0.7817,1.78,0.882,76.9,0.652,0.395,35.72,3.52,32.2,57.7,0.115,31.3,138.8,0.432,0.312,0,0.416,sand,sandy_soils
SAND_00382,87.8,11.07,0.211,0.3745,0.3578,0.4221,0.5959,2.0,1.574,88.9,0.595,0.373,37.73,6.53,31.2,245.4,0.157,37.5,173.6,0.78,0.331,0,0.388,sand,sandy_soils
SAND_00383,93.73,7.8,0.2629,0.3291,0.3765,0.435,0.4676,1.655,0.947,32.8,0.762,0.433,31.59,0.0,32.79,148.6,0.28,12.5,50.0,0.698,0.764,0,0.476,sand,sandy_soils
SAND_00384,92.19,6.15,0.2274,0.3308,0.393,0.6064,0.5931,2.667,0.794,87.2,0.712,0.416,37.78,6.09,31.68,187.1,0.134,34.5,155.6,0.407,0.252,0,0.387,sand,sandy_soils
SAND_00385,83.88,14.27,0.1522,0.2226,0.2604,0.3375,0.3643,2.218,0.965,42.4,0.799,0.444,31.54,0.0,33.11,116.9,0.199,20.5,91.2,0.68,0.585,0,0.477,sand,sandy_soils
SAND_00386,93.43,8.75,0.1744,0.3297,0.3694,0.5645,0.5914,3.237,1.104,89.6,0.667,0.4,39.43,7.43,32.0,143.0,0.204,36.7,176.1,0.41,0.436,0,0.365,sand,sandy_soils
SAND_00387,80.72,18.26,0.221,0.4946,0.5152,0.8239,0.8719,3.728,1.344,40.2,0.829,0.453,32.03,0.06,31.97,155.8,0.091,18.6,64.1,0.387,0.507,0,0.47,sand,sandy_soils
SAND_00388,93.93,8.29,0.2339,0.3337,0.3141,0.4401,0.4611,1.882,1.082,95.1,0.593,0.372,38.0,4.8,33.2,173.4,0.249,33.2,133.8,0.393,0.373,0,0.384,sand,sandy_soils
SAND_00389,87.84,8.95,0.3523,0.5665,0.5538,0.6206,1.0712,1.762,1.468,75.3,0.794,0.442,35.61,2.96,32.65,128.7,0.368,31.4,131.7,0.741,0.718,0,0.418,sand,sandy_soils
SAND_00390,84.62,10.39,0.2996,0.3353,0.3998,0.6104,0.5037,2.037,0.615,75.6,0.712,0.416,37.57,6.52,31.05,125.7,0.195,33.4,149.3,0.492,0.385,0,0.39,sand,sandy_soils
SAND_00391,88.48,11.44,0.3439,0.5751,0.5308,0.684,1.0949,1.989,1.406,52.9,0.807,0.447,32.11,0.0,32.62,203.8,0.317,19.4,94.2,0.532,0.743,0,0.468,sand,sandy_soils
SAND_00392,97.19,2.11,0.275,0.3684,0.4241,0.4977,0.8786,1.81,0.992,55.2,0.761,0.432,33.88,1.04,32.84,141.8,0.281,19.0,91.6,0.45,0.698,0,0.443,sand,sandy_soils
SAND_00393,89.81,9.07,0.1293,0.2769,0.3142,0.3961,0.4967,3.062,1.496,68.9,0.655,0.396,34.25,0.0,34.92,163.5,0.262,26.6,125.3,0.253,0.685,0,0.437,sand,sandy_soils
SAND_00394,91.97,6.43,0.2652,0.6405,0.6673,0.888,1.3547,3.348,1.742,58.2,0.664,0.399,34.1,1.1,33.01,80.5,0.05,24.3,134.3,0.27,0.254,0,0.439,sand,sandy_soils
SAND_00395,86.38,16.07,0.2282,0.3503,0.373,0.5447,0.6179,2.386,0.987,61.0,0.688,0.408,34.96,1.35,33.61,162.6,0.113,25.8,111.2,0.552,0.354,0,0.427,sand,sandy_soils
SAND_00396,94.27,3.4,0.1534,0.3625,0.342,0.4725,0.7318,3.08,1.813,47.1,0.778,0.437,32.51,0.0,33.11,154.0,0.294,21.0,97.6,0.705,0.775,0,0.462,sand,sandy_soils
SAND_00397,87.35,10.0,0.2111,0.3315,0.3977,0.4767,0.6096,2.258,1.092,56.3,0.73,0.422,36.39,4.08,32.31,125.6,0.255,18.5,96.7,0.722,0.672,0,0.407,sand,sandy_soils
SAND_00398,92.71,9.27,0.1993,0.4728,0.4513,0.5425,0.8346,2.722,2.068,80.5,0.564,0.361,36.87,4.42,32.45,99.3,0.213,22.9,103.1,0.304,0.612,0,0.4,sand,sandy_soils
SAND_00399,91.48,10.82,0.1892,0.2951,0.2963,0.4698,0.3848,2.483,0.98,40.8,0.766,0.434,31.75,0.0,32.84,217.2,0.219,16.9,101.6,0.595,0.607,0,0.474,sand,sandy_soils
SAND_00400,97.02,1.41,0.1339,0.2061,0.1976,0.2323,0.4306,1.735,1.366,71.6,0.706,0.414,37.96,5.39,32.56,175.4,0.376,32.9,149.8,0.798,0.81,0,0.385,sand,sandy_soils
SAND_00401,94.92,8.55,0.2054,0.3078,0.3307,0.4904,0.6532,2.388,0.941,70.1,0.688,0.408,35.27,1.58,33.69,111.1,0.257,29.9,134.1,0.829,0.668,0,0.423,sand,sandy_soils
SAND_00402,90.98,6.87,0.2159,0.4322,0.4438,0.6449,0.6736,2.987,1.342,38.8,0.763,0.433,31.14,0.0,32.77,267.2,0.299,10.0,50.0,0.613,0.813,1,0.483,sand,sandy_soils
SAND_00403,83.1,17.02,0.3733,0.5298,0.5537,0.7017,0.7424,1.879,1.072,58.7,0.717,0.418,34.24,0.21,34.03,169.6,0.224,26.0,96.3,0.516,0.578,0,0.437,sand,sandy_soils
SAND_00404,93.0,7.61,0.2449,0.365,0.3916,0.5962,0.6712,2.435,0.913,33.6,0.801,0.445,30.49,0.0,33.74,134.1,0.201,12.6,66.2,0.404,0.591,0,0.493,sand,sandy_soils
SAND_00405,97.8,0.0,0.1062,0.2192,0.2367,0.378,0.3819,3.558,1.196,74.0,0.686,0.407,37.57,4.21,33.36,179.0,0.374,26.2,138.1,0.43,0.716,0,0.39,sand,sandy_soils
SAND_00406,80.36,21.54,0.2022,0.2949,0.3171,0.4313,0.5212,2.133,0.997,62.1,0.72,0.419,35.41,3.48,31.94,90.8,0.074,23.3,113.7,0.445,0.219,0,0.421,sand,sandy_soils
SAND_00407,80.28,20.54,0.2134,0.3284,0.3775,0.4928,0.5573,2.309,1.025,58.4,0.76,0.432,33.96,1.87,32.09,176.3,0.136,21.7,91.8,0.335,0.392,0,0.441,sand,sandy_soils
SAND_00408,90.11,9.59,0.113,0.2797,0.2545,0.3472,0.3408,3.073,1.995,74.2,0.727,0.421,38.16,4.93,33.23,150.4,0.167,31.8,137.0,0.397,0.486,0,0.382,sand,sandy_soils
SAND_00409,92.02,7.65,0.2188,0.3416,0.4232,0.5221,0.7588,2.386,1.021,36.6,0.816,0.449,34.03,2.3,31.74,77.8,0.206,19.7,93.8,0.658,0.638,0,0.44,sand,sandy_soils
SAND_00410,89.11,10.41,0.1613,0.2696,0.3177,0.4215,0.6125,2.614,1.069,75.5,0.779,0.438,35.66,2.25,33.41,194.7,0.289,30.3,119.9,0.365,0.576,0,0.417,sand,sandy_soils
SAND_00411,86.87,11.39,0.225,0.4876,0.5532,0.6269,0.9814,2.786,1.686,60.6,0.73,0.422,33.84,1.36,32.48,169.7,0.239,22.3,85.9,0.2,0.63,0,0.443,sand,sandy_soils
SAND_00412,94.37,7.36,0.2056,0.3972,0.4351,0.6687,0.5846,3.252,1.147,60.7,0.768,0.434,34.3,0.7,33.59,178.4,0.272,22.1,113.7,0.458,0.637,0,0.437,sand,sandy_soils
SAND_00413,91.13,10.22,0.2029,0.3612,0.3602,0.5462,0.5602,2.692,1.177,37.0,0.834,0.455,32.95,1.33,31.61,194.7,0.24,10.5,50.0,0.594,0.713,0,0.456,sand,sandy_soils
SAND_00414,95.47,5.58,0.2182,0.2831,0.3417,0.4471,0.4461,2.049,0.822,57.0,0.881,0.468,37.6,3.05,34.55,144.7,0.198,22.5,107.4,0.617,0.465,0,0.39,sand,sandy_soils
SAND_00415,88.79,9.49,0.1654,0.2644,0.2939,0.3258,0.4392,1.969,1.297,85.2,0.562,0.36,34.69,4.15,30.54,30.0,0.289,30.3,148.2,0.696,0.622,0,0.431,sand,sandy_soils
SAND_00416,97.63,5.84,0.2012,0.3523,0.3598,0.3962,0.5125,1.969,1.557,93.0,0.626,0.385,37.36,2.47,34.89,181.3,0.163,33.1,183.2,0.343,0.318,0,0.393,sand,sandy_soils
SAND_00417,86.09,15.36,0.2087,0.5262,0.556,0.7555,0.7428,3.62,1.756,36.6,0.799,0.444,31.64,0.0,33.18,176.1,0.267,15.5,64.9,0.475,0.717,0,0.475,sand,sandy_soils
SAND_00418,87.6,10.72,0.2241,0.4774,0.585,0.9172,0.7807,4.093,1.109,37.1,0.84,0.457,31.61,0.0,32.91,184.6,0.25,14.7,63.8,0.246,0.805,1,0.476,sand,sandy_soils
SAND_00419,82.97,14.89,0.1219,0.266,0.301,0.4199,0.3747,3.445,1.382,68.4,0.748,0.428,34.95,2.42,32.54,220.5,0.179,24.3,120.3,0.442,0.497,0,0.427,sand,sandy_soils
SAND_00420,99.06,1.16,0.1271,0.2563,0.2574,0.3467,0.5448,2.727,1.49,77.5,0.664,0.399,36.97,4.35,32.61,33.8,0.276,30.4,148.2,0.287,0.576,0,0.399,sand,sandy_soils
SAND_00421,87.73,12.32,0.0647,0.1684,0.1678,0.1969,0.2192,3.043,2.227,35.5,0.697,0.411,32.16,1.46,30.69,221.1,0.16,8.2,50.0,0.517,0.495,0,0.468,sand,sandy_soils
SAND_00422,91.55,4.99,0.1323,0.3482,0.3621,0.4405,0.4898,3.33,2.081,38.9,0.84,0.456,33.75,1.15,32.6,142.6,0.37,12.9,61.4,0.798,0.964,1,0.444,sand,sandy_soils
SAND_00423,91.69,8.92,0.4291,0.6267,0.5973,0.7371,1.2658,1.718,1.242,70.7,0.714,0.416,33.41,0.0,34.43,140.9,0.252,28.2,99.6,0.49,0.609,0,0.449,sand,sandy_soils
SAND_00424,87.12,11.9,0.0981,0.2506,0.2298,0.3344,0.4017,3.408,1.914,88.0,0.632,0.387,38.08,5.05,33.03,218.1,0.17,35.6,173.7,0.327,0.392,0,0.383,sand,sandy_soils
SAND_00425,84.0,15.98,0.2966,0.5648,0.6066,0.7793,0.7721,2.627,1.38,60.4,0.722,0.419,34.09,2.35,31.74,70.4,0.283,21.6,128.4,0.414,0.722,0,0.44,sand,sandy_soils
SAND_00426,91.2,7.52,0.2334,0.3647,0.4228,0.5597,0.8607,2.398,1.018,38.6,0.926,0.481,33.58,1.51,32.07,186.6,0.173,18.7,87.5,0.57,0.464,0,0.447,sand,sandy_soils
SAND_00427,90.71,9.92,0.3008,0.443,0.4125,0.6048,0.8165,2.011,1.079,43.6,0.79,0.441,32.96,1.38,31.58,75.7,0.264,14.9,50.0,0.681,0.744,0,0.456,sand,sandy_soils
SAND_00428,90.96,10.87,0.113,0.173,0.1915,0.2882,0.382,2.55,0.918,53.6,0.713,0.416,32.47,0.0,34.26,184.2,0.264,29.4,123.0,0.634,0.733,0,0.463,sand,sandy_soils
SAND_00429,84.87,12.57,0.2845,0.372,0.4649,0.6398,0.8686,2.249,0.76,48.8,0.735,0.424,33.71,0.9,32.81,207.9,0.28,17.2,76.2,0.399,0.767,0,0.445,sand,sandy_soils
SAND_00430,88.21,10.7,0.1606,0.367,0.3643,0.4876,0.6021,3.037,1.72,32.4,0.912,0.477,31.55,0.0,31.61,39.1,0.214,7.3,50.0,0.531,0.671,0,0.477,sand,sandy_soils
SAND_00431,96.08,2.4,0.0852,0.1985,0.2324,0.2763,0.4022,3.245,1.674,59.0,0.706,0.414,35.22,1.89,33.34,244.6,0.083,20.5,66.1,0.358,0.315,0,0.423,sand,sandy_soils
SAND_00432,91.44,7.47,0.2172,0.3298,0.3846,0.4539,0.7111,2.09,1.103,43.7,0.849,0.459,32.08,0.45,31.64,134.7,0.265,18.0,102.7,0.554,0.717,0,0.469,sand,sandy_soils
SAND_00433,88.51,13.52,0.1394,0.356,0.3324,0.4351,0.5079,3.121,2.089,100.0,0.631,0.387,38.7,3.46,35.24,67.5,0.183,38.3,192.0,0.503,0.284,0,0.375,sand,sandy_soils
SAND_00434,83.56,16.08,0.1705,0.2772,0.3025,0.3663,0.3755,2.148,1.23,74.3,0.643,0.391,38.34,4.78,33.56,120.9,0.072,26.2,114.0,0.734,0.275,0,0.38,sand,sandy_soils
SAND_00435,94.54,6.68,0.2707,0.5906,0.6544,0.9546,0.8114,3.526,1.35,68.1,0.753,0.43,38.09,6.28,31.81,158.2,0.094,22.2,108.3,0.61,0.324,0,0.383,sand,sandy_soils
SAND_00436,97.94,2.79,0.2158,0.3507,0.4368,0.5635,0.583,2.612,1.011,75.1,0.697,0.411,36.44,3.07,33.37,230.5,0.214,33.1,149.4,0.459,0.447,0,0.406,sand,sandy_soils
SAND_00437,96.72,2.65,0.1645,0.2511,0.3054,0.397,0.6298,2.413,0.966,58.0,0.818,0.45,34.6,2.06,32.54,229.5,0.268,20.9,101.9,0.676,0.623,0,0.432,sand,sandy_soils
SAND_00438,86.27,12.7,0.2188,0.2633,0.3037,0.4422,0.5245,2.021,0.717,51.2,0.725,0.42,33.46,0.22,33.24,303.6,0.189,21.3,88.7,0.674,0.6,0,0.449,sand,sandy_soils
SAND_00439,93.01,7.29,0.1706,0.2621,0.2786,0.311,0.4879,1.823,1.295,47.6,0.798,0.444,33.97,1.55,32.42,69.5,0.176,20.3,91.6,0.544,0.516,0,0.441,sand,sandy_soils
SAND_00440,100.0,0.0,0.3258,0.5124,0.5022,0.7863,0.6535,2.413,1.025,63.6,0.711,0.416,36.66,3.74,32.92,150.9,0.132,29.6,130.5,0.547,0.386,0,0.403,sand,sandy_soils
SAND_00441,89.22,7.83,0.1382,0.281,0.2877,0.333,0.407,2.409,1.715,49.2,0.801,0.445,33.89,0.01,33.87,126.1,0.418,21.4,111.9,0.487,0.914,0,0.442,sand,sandy_soils
SAND_00442,81.17,19.87,0.27,0.3523,0.3942,0.5146,0.6565,1.906,0.893,49.5,0.751,0.429,33.82,0.51,33.31,216.8,0.333,18.9,79.5,0.74,0.772,0,0.443,sand,sandy_soils
SAND_00443,86.42,13.42,0.1797,0.4423,0.4183,0.669,0.8946,3.723,1.627,39.2,0.84,0.457,33.14,1.25,31.89,145.3,0.29,17.1,66.8,0.642,0.687,0,0.453,sand,sandy_soils
SAND_00444,90.92,7.75,0.4701,0.8561,0.9131,1.4177,1.4252,3.016,1.1,74.0,0.628,0.386,37.28,3.17,34.11,129.6,0.224,28.0,122.2,0.297,0.48,0,0.394,sand,sandy_soils
SAND_00445,88.12,10.0,0.2085,0.2988,0.3503,0.4288,0.7378,2.057,0.998,70.3,0.632,0.387,37.53,5.5,32.03,145.2,0.243,31.0,122.9,0.624,0.691,0,0.391,sand,sandy_soils
SAND_00446,88.31,13.46,0.1814,0.2204,0.2446,0.3895,0.3157,2.147,0.687,46.8,0.799,0.444,33.4,1.13,32.26,108.5,0.268,19.6,67.1,0.95,0.678,0,0.45,sand,sandy_soils
SAND_00447,86.77,14.95,0.071,0.1831,0.1751,0.2493,0.35,3.511,1.894,88.2,0.696,0.41,37.65,4.56,33.09,83.5,0.26,29.4,139.5,0.428,0.5,0,0.389,sand,sandy_soils
SAND_00448,94.67,7.17,0.1625,0.2654,0.2801,0.4055,0.3651,2.496,1.069,67.9,0.735,0.424,34.98,2.35,32.63,333.5,0.284,22.8,77.6,0.451,0.653,0,0.427,sand,sandy_soils
SAND_00449,88.49,14.4,0.1654,0.3018,0.2777,0.4166,0.5161,2.519,1.322,45.0,0.823,0.451,31.68,0.0,31.94,101.5,0.11,14.0,55.8,0.68,0.468,0,0.475,sand,sandy_soils
SAND_00450,85.25,14.58,0.1863,0.3567,0.3304,0.4441,0.402,2.383,1.538,50.0,0.776,0.437,33.06,0.47,32.59,128.6,0.29,16.3,84.1,0.523,0.767,0,0.455,sand,sandy_soils
SAND_00451,91.29,7.39,0.3116,0.5618,0.5346,0.6156,0.6898,1.975,1.645,61.7,0.717,0.418,38.04,5.03,33.01,176.0,0.454,19.3,98.2,0.249,0.948,0,0.384,sand,sandy_soils
SAND_00452,93.48,7.42,0.2169,0.3069,0.3456,0.4365,0.5562,2.013,0.995,71.7,0.7,0.412,36.28,3.05,33.24,111.5,0.244,30.1,135.9,0.713,0.649,0,0.408,sand,sandy_soils
SAND_00453,89.86,8.88,0.2647,0.3346,0.4096,0.6312,0.6498,2.385,0.67,61.7,0.766,0.434,36.01,1.67,34.34,148.1,0.11,24.0,98.6,0.604,0.3,0,0.412,sand,sandy_soils
SAND_00454,95.23,5.57,0.1775,0.354,0.3323,0.3802,0.6932,2.141,1.856,91.9,0.665,0.399,41.57,9.0,32.57,80.2,0.325,31.6,142.2,0.752,0.592,0,0.35,sand,sandy_soils
SAND_00455,98.99,1.16,0.138,0.3235,0.3499,0.4007,0.6893,2.904,1.893,75.1,0.789,0.441,36.98,3.58,33.4,249.0,0.275,28.7,98.8,0.525,0.673,0,0.398,sand,sandy_soils
SAND_00456,93.97,6.29,0.0933,0.2166,0.2321,0.3159,0.3064,3.386,1.591,88.8,0.581,0.367,38.81,5.64,33.17,159.4,0.335,32.5,137.1,0.501,0.622,0,0.373,sand,sandy_soils
SAND_00457,79.08,21.44,0.3339,0.5054,0.5671,0.6608,0.6818,1.979,1.158,78.9,0.687,0.407,37.35,4.46,32.89,50.0,0.158,29.0,161.4,0.58,0.442,0,0.393,sand,sandy_soils
SAND_00458,82.88,16.7,0.1482,0.2436,0.2633,0.2941,0.3608,1.984,1.361,64.2,0.771,0.435,33.82,1.01,32.8,106.1,0.322,27.1,106.4,0.504,0.756,0,0.443,sand,sandy_soils
SAND_00459,81.69,16.92,0.1291,0.2674,0.2626,0.354,0.5441,2.743,1.565,56.0,0.734,0.423,33.71,0.25,33.46,186.4,0.171,15.0,72.5,0.524,0.535,0,0.445,sand,sandy_soils
SAND_00460,88.53,10.5,0.1561,0.3763,0.4389,0.6258,0.5603,4.009,1.45,62.6,0.716,0.417,34.32,1.31,33.01,67.4,0.319,18.2,76.3,0.303,0.794,0,0.436,sand,sandy_soils
SAND_00461,90.88,10.83,0.2808,0.3555,0.4007,0.4561,0.7989,1.624,0.987,34.1,0.85,0.46,31.81,0.7,31.11,119.2,0.292,14.1,63.1,0.541,0.738,0,0.473,sand,sandy_soils
SAND_00462,91.03,9.83,0.3073,0.4197,0.4252,0.641,0.5929,2.086,0.894,73.5,0.719,0.418,34.88,1.84,33.04,58.4,0.222,28.2,135.3,0.855,0.513,0,0.428,sand,sandy_soils
SAND_00463,85.17,11.62,0.2449,0.3186,0.3363,0.535,0.618,2.185,0.775,58.4,0.768,0.434,32.63,0.0,33.14,129.1,0.124,22.1,123.5,0.479,0.416,0,0.461,sand,sandy_soils
SAND_00464,94.9,4.0,0.1498,0.2956,0.3261,0.4106,0.4458,2.742,1.421,50.2,0.738,0.425,34.4,1.01,33.39,119.2,0.179,22.0,72.8,0.625,0.629,0,0.435,sand,sandy_soils
SAND_00465,93.37,6.98,0.1589,0.2907,0.2681,0.3664,0.5448,2.307,1.452,64.4,0.609,0.379,35.68,1.83,33.85,145.0,0.332,24.9,99.0,0.497,0.703,0,0.417,sand,sandy_soils
SAND_00466,92.21,7.85,0.0875,0.252,0.2407,0.3558,0.4388,4.065,2.038,84.1,0.614,0.38,38.07,4.52,33.55,200.2,0.287,36.3,168.8,0.458,0.633,0,0.383,sand,sandy_soils
SAND_00467,100.0,0.0,0.0928,0.2608,0.2441,0.3003,0.3551,3.238,2.441,37.3,0.89,0.471,32.39,0.5,31.89,48.0,0.159,13.5,50.0,0.527,0.493,0,0.464,sand,sandy_soils
SAND_00468,96.24,2.94,0.1907,0.4004,0.3795,0.4837,0.5887,2.536,1.738,68.9,0.693,0.409,34.67,1.41,33.26,207.8,0.267,29.3,129.8,0.2,0.634,0,0.431,sand,sandy_soils
SAND_00469,88.21,15.97,0.18,0.2513,0.2427,0.2955,0.4872,1.642,1.187,52.6,0.77,0.435,32.47,0.0,33.84,150.2,0.241,20.2,85.4,0.691,0.666,0,0.463,sand,sandy_soils
SAND_00470,82.36,16.78,0.0778,0.205,0.2209,0.3234,0.3008,4.155,1.67,100.0,0.55,0.355,38.43,5.64,32.79,179.6,0.142,39.1,174.3,0.555,0.252,0,0.379,sand,sandy_soils
SAND_00471,92.43,6.94,0.1367,0.343,0.3541,0.5188,0.5541,3.796,1.659,65.4,0.713,0.416,36.41,3.73,32.68,130.9,0.313,23.0,84.9,0.399,0.656,0,0.407,sand,sandy_soils
SAND_00472,100.0,0.61,0.1489,0.2454,0.2469,0.353,0.5114,2.371,1.146,36.0,0.765,0.433,32.4,0.26,32.13,73.6,0.297,10.9,56.9,0.401,0.844,1,0.464,sand,sandy_soils
SAND_00473,87.15,15.2,0.1718,0.2917,0.3254,0.4787,0.4333,2.786,1.034,54.2,0.667,0.4,33.56,1.05,32.52,139.5,0.193,25.0,88.7,0.734,0.452,0,0.447,sand,sandy_soils
SAND_00474,100.0,0.0,0.1515,0.3142,0.3231,0.4409,0.4544,2.91,1.478,88.3,0.68,0.405,38.8,6.45,32.35,97.9,0.263,34.6,155.3,0.634,0.476,0,0.373,sand,sandy_soils
SAND_00475,91.54,8.85,0.2438,0.3003,0.3455,0.5207,0.5024,2.136,0.71,82.2,0.541,0.351,37.28,3.47,33.81,52.9,0.258,34.0,149.3,0.469,0.507,0,0.394,sand,sandy_soils
SAND_00476,94.12,6.54,0.2049,0.4946,0.4804,0.6802,0.7369,3.32,1.756,66.6,0.748,0.428,37.33,5.59,31.73,181.2,0.069,24.7,118.2,0.364,0.252,0,0.394,sand,sandy_soils
SAND_00477,86.13,14.36,0.2036,0.3173,0.3296,0.4039,0.6465,1.984,1.224,73.0,0.738,0.425,35.22,1.76,33.47,139.8,0.246,28.3,137.3,0.752,0.58,0,0.423,sand,sandy_soils
SAND_00478,96.93,0.93,0.1243,0.3538,0.3278,0.3618,0.568,2.911,2.783,59.6,0.727,0.421,36.39,2.04,34.35,146.4,0.288,26.2,101.7,0.439,0.678,0,0.407,sand,sandy_soils
SAND_00479,83.94,18.68,0.1607,0.3573,0.3452,0.4417,0.5484,2.748,1.798,75.0,0.673,0.402,34.34,3.37,30.97,30.0,0.217,28.5,142.6,0.793,0.517,0,0.436,sand,sandy_soils
SAND_00480,95.48,2.74,0.249,0.2978,0.3536,0.5194,0.494,2.086,0.686,93.2,0.682,0.405,39.24,4.73,34.51,197.6,0.255,40.7,173.5,0.451,0.493,0,0.367,sand,sandy_soils
SAND_00481,84.54,16.02,0.2279,0.5072,0.4737,0.7449,0.9685,3.268,1.515,54.3,0.761,0.432,33.63,1.24,32.39,151.1,0.137,18.4,94.9,0.582,0.497,0,0.446,sand,sandy_soils
SAND_00482,90.93,7.91,0.1277,0.2547,0.2353,0.3195,0.4569,2.503,1.59,77.9,0.651,0.394,39.11,6.09,33.02,115.9,0.259,33.5,135.1,0.419,0.537,0,0.369,sand,sandy_soils
SAND_00483,86.35,14.58,0.1143,0.3223,0.3208,0.3877,0.4492,3.392,2.344,38.9,0.757,0.431,32.74,0.0,33.2,46.8,0.238,16.3,69.8,0.464,0.649,0,0.459,sand,sandy_soils
SAND_00484,83.62,14.9,0.2567,0.3542,0.3902,0.5229,0.693,2.037,0.935,81.5,0.659,0.397,37.25,5.61,31.64,130.4,0.421,31.0,148.4,0.372,0.874,0,0.395,sand,sandy_soils
SAND_00485,89.7,11.69,0.1858,0.3819,0.4202,0.4729,0.856,2.545,1.66,38.5,0.816,0.449,30.63,0.0,33.79,83.5,0.259,17.5,79.6,0.455,0.702,0,0.491,sand,sandy_soils
SAND_00486,97.02,3.23,0.2295,0.4851,0.4697,0.7002,0.5701,3.051,1.465,36.9,0.9,0.474,32.71,0.0,34.0,123.9,0.309,13.2,50.0,0.713,0.872,1,0.46,sand,sandy_soils
SAND_00487,100.0,1.14,0.3348,0.6008,0.6937,0.9741,0.9467,2.909,1.107,75.1,0.624,0.384,35.45,2.12,33.33,91.6,0.143,30.8,119.5,0.437,0.367,0,0.42,sand,sandy_soils
SAND_00488,100.0,0.0,0.2119,0.2882,0.3154,0.4342,0.4968,2.049,0.903,53.8,0.724,0.42,32.88,1.03,31.85,134.7,0.083,17.7,92.5,0.627,0.384,0,0.457,sand,sandy_soils
SAND_00489,89.53,7.34,0.1647,0.3723,0.4021,0.6189,0.7637,3.758,1.36,50.5,0.645,0.392,34.51,0.0,34.56,178.3,0.257,22.3,79.8,0.631,0.663,0,0.433,sand,sandy_soils
SAND_00490,89.07,12.49,0.105,0.2001,0.2257,0.3574,0.3477,3.403,1.067,72.1,0.749,0.428,35.49,3.89,31.6,207.6,0.378,24.8,118.4,0.598,0.742,0,0.419,sand,sandy_soils
SAND_00491,84.8,14.28,0.4147,0.5301,0.6244,0.721,0.849,1.739,0.94,47.1,0.802,0.445,31.3,0.0,31.88,110.1,0.29,18.2,50.2,0.421,0.686,0,0.48,sand,sandy_soils
SAND_00492,93.96,9.16,0.1494,0.3018,0.3713,0.511,0.6545,3.42,1.193,65.8,0.69,0.408,35.17,2.52,32.66,50.4,0.303,28.3,131.0,0.556,0.678,0,0.424,sand,sandy_soils
SAND_00493,97.0,3.44,0.1476,0.2657,0.3125,0.4951,0.4701,3.354,0.966,72.2,0.755,0.43,37.43,3.0,34.43,152.3,0.289,23.9,131.6,0.454,0.706,0,0.392,sand,sandy_soils
SAND_00494,96.73,7.44,0.4388,0.5624,0.6353,0.7572,0.9034,1.725,0.952,67.4,0.747,0.428,35.27,1.8,33.47,83.8,0.182,27.7,125.1,0.336,0.491,0,0.423,sand,sandy_soils
