as_of,country,firm,vertical,revenue_usd,revenue_growth_pct,net_income_usd,burn_rate_usd,funding_stage,funding_total_usd,active_users,tx_volume_usd,tx_count,agents,cac_usd,churn_rate_pct,regulatory_sanction,distress_label
2019-04-01,Senegal,Wave,Remittances,3122163.77,4.56,-1721448.6,1721448.6,Series C,493346262.0,160470,152532587.1,531209,2,2.6,2.383,0,0
2019-05-01,Senegal,Wave,Remittances,2965265.44,-5.03,-563963.72,563963.72,Series C,493346262.0,161770,167022006.6,528210,2,2.12,2.161,0,0
2019-06-01,Senegal,Wave,Remittances,3535264.39,19.22,-1181843.57,1181843.57,Series C,493346262.0,166056,168669246.2,532129,2,1.94,0.581,0,0
2019-07-01,Senegal,Wave,Remittances,2499936.03,-29.29,-1410030.25,1410030.25,Series C,493346262.0,164460,159731256.82,527767,2,2.9,1.871,0,1
2019-08-01,Senegal,Wave,Remittances,2962821.62,18.52,105765.16,-0.0,Series C,493346262.0,165487,146560949.01,524450,2,4.64,1.38,0,0
2019-09-01,Senegal,Wave,Remittances,3207935.89,8.27,-1066667.38,1066667.38,Series C,493346262.0,176331,142174200.16,532852,2,1.84,1.088,0,0
2019-10-01,Senegal,Wave,Remittances,3480111.08,8.48,-538025.99,538025.99,Series C,493346262.0,174194,133433659.54,519472,1,1.59,1.203,0,0
2019-11-01,Senegal,Wave,Remittances,2866063.62,-17.64,-278919.47,278919.47,Series C,493346262.0,173020,124682786.61,512262,0,2.97,1.838,0,0
2019-12-01,Senegal,Wave,Remittances,2334544.36,-18.55,-432351.69,432351.69,Series C,493346262.0,167821,120241715.96,508176,0,2.21,1.978,0,0
2020-01-01,Senegal,Wave,Remittances,3013248.95,29.07,-844619.99,844619.99,Series C,493346262.0,173005,126763084.15,533418,0,2.15,0.73,0,1
2020-02-01,Senegal,Wave,Remittances,3456125.41,14.7,112162.26,-0.0,Series C,493346262.0,176762,144196276.99,548516,0,2.51,2.812,0,0
2020-03-01,Senegal,Wave,Remittances,3982847.06,15.24,-455437.48,455437.48,Series C,493346262.0,186176,158857115.0,564364,0,3.28,1.115,0,0
2020-04-01,Senegal,Wave,Remittances,4454236.64,11.84,-362685.18,362685.18,Series C,493346262.0,196081,170061027.86,574323,0,2.44,2.374,0,0
2020-05-01,Senegal,Wave,Remittances,3892244.83,-12.62,-340188.41,340188.41,Series C,493346262.0,207484,179890286.96,592960,0,3.16,0.838,0,0
2020-06-01,Senegal,Wave,Remittances,3305076.62,-15.09,-1233662.57,1233662.57,Series C,493346262.0,219022,189363356.98,614365,0,4.01,0.2,0,1
2020-07-01,Senegal,Wave,Remittances,3640873.83,10.16,-494996.89,494996.89,Series C,493346262.0,206593,174730042.34,580236,0,3.04,1.17,0,0
2020-08-01,Senegal,Wave,Remittances,3980829.76,9.34,-910045.14,910045.14,Series C,493346262.0,212876,165882688.36,592925,0,3.16,1.275,0,1
2020-09-01,Senegal,Wave,Remittances,4311800.88,8.31,167418.0,-0.0,Series C,493346262.0,220517,164443837.03,627284,0,4.46,1.341,0,0
2020-10-01,Senegal,Wave,Remittances,3342914.36,-22.47,-1009659.86,1009659.86,Series C,493346262.0,205368,147129865.28,577342,0,3.06,0.765,0,1
2020-11-01,Senegal,Wave,Remittances,2685766.89,-19.66,-1614420.71,1614420.71,Series C,493346262.0,220784,147866703.62,605479,0,3.34,1.189,0,1
2020-12-01,Senegal,Wave,Remittances,2606959.13,-2.93,-673711.75,673711.75,Series C,493346262.0,227838,149646851.51,614259,0,3.02,1.041,0,1
2021-01-01,Senegal,Wave,Remittances,2690934.22,3.22,-1415756.79,1415756.79,Series C,493346262.0,235800,161895097.16,627124,0,4.91,0.688,0,1
2021-02-01,Senegal,Wave,Remittances,3242640.88,20.5,-129406.18,129406.18,Series C,493346262.0,241722,173035909.99,642855,0,4.5,1.364,0,0
2021-03-01,Senegal,Wave,Remittances,4234314.49,30.58,-162571.55,162571.55,Series C,493346262.0,250918,200911711.97,682621,0,3.82,0.2,0,0
2021-04-01,Senegal,Wave,Remittances,4705209.27,11.12,-259281.44,259281.44,Series C,493346262.0,252858,222619395.58,673628,0,4.64,1.349,0,0
2021-05-01,Senegal,Wave,Remittances,5261295.63,11.82,985529.14,-0.0,Series C,493346262.0,266692,250241191.08,704783,0,3.35,1.495,0,0
2021-06-01,Senegal,Wave,Remittances,4955068.7,-5.82,-1004399.85,1004399.85,Series C,493346262.0,277746,252627374.15,714625,0,3.72,0.2,0,1
2021-07-01,Senegal,Wave,Remittances,3772836.0,-23.86,-422628.82,422628.82,Series C,493346262.0,280024,240535018.75,705674,0,2.53,1.689,0,0
2021-08-01,Senegal,Wave,Remittances,3915634.69,3.78,-1240814.68,1240814.68,Series C,493346262.0,264417,222866914.26,669353,0,2.52,0.973,0,1
2021-09-01,Senegal,Wave,Remittances,3863619.93,-1.33,22342.99,-0.0,Series C,493346262.0,266256,203913887.05,663338,0,2.15,0.842,0,0
2021-10-01,Senegal,Wave,Remittances,3421411.28,-11.45,-447396.69,447396.69,Series C,493346262.0,267558,193220310.75,670802,0,3.95,1.851,0,0
2021-11-01,Senegal,Wave,Remittances,4033519.76,17.89,-316900.35,316900.35,Series C,493346262.0,275580,197701794.76,682145,0,4.48,1.775,0,0
2021-12-01,Senegal,Wave,Remittances,4379699.08,8.58,-1388500.3,1388500.3,Series C,493346262.0,260095,184675507.25,656813,0,1.88,0.551,0,1
2022-01-01,Senegal,Wave,Remittances,4269749.77,-2.51,126859.92,-0.0,Series C,493346262.0,256190,191176209.98,656864,0,2.12,0.987,0,0
2022-02-01,Senegal,Wave,Remittances,3604596.73,-15.58,-195173.99,195173.99,Series C,493346262.0,252728,200832451.88,637708,0,1.08,0.2,0,0
2022-03-01,Senegal,Wave,Remittances,3066797.25,-14.92,-1245115.39,1245115.39,Series C,493346262.0,245499,217704842.49,628269,0,3.99,0.828,0,1
2022-04-01,Senegal,Wave,Remittances,3876691.64,26.41,275798.01,-0.0,Series C,493346262.0,249888,249687871.09,661356,0,2.51,1.937,0,0
2022-05-01,Senegal,Wave,Remittances,3903247.56,0.69,-209351.56,209351.56,Series C,493346262.0,243110,262757581.52,652606,0,2.58,1.315,0,0
2022-06-01,Senegal,Wave,Remittances,4941249.02,26.59,533333.82,-0.0,Series C,493346262.0,244061,262350085.81,629118,0,2.26,1.317,0,0
2022-07-01,Senegal,Wave,Remittances,5755357.58,16.48,-482702.04,482702.04,Series C,493346262.0,246307,263121393.49,629664,0,2.55,0.2,0,0
2022-08-01,Senegal,Wave,Remittances,6083814.86,5.71,-932363.6,932363.6,Series C,493346262.0,254371,246109472.32,636802,0,1.42,1.185,0,1
2022-09-01,Senegal,Wave,Remittances,4678631.0,-23.1,-506484.52,506484.52,Series C,493346262.0,266467,227692200.86,652868,0,4.08,1.445,0,1
2022-10-01,Senegal,Wave,Remittances,4057166.83,-13.28,146933.41,-0.0,Series C,493346262.0,270105,216607012.7,644223,0,3.19,2.052,0,0
2022-11-01,Senegal,Wave,Remittances,3586540.26,-11.6,-843519.25,843519.25,Series C,525300126.66,278515,208874695.17,651607,0,1.54,2.031,0,0
2022-12-01,Senegal,Wave,Remittances,3409348.97,-4.94,-942971.15,942971.15,Series C,525300126.66,281729,216760402.14,642265,0,3.4,0.814,0,0
2023-01-01,Senegal,Wave,Remittances,4848457.07,42.21,-1437931.3,1437931.3,Series C,525300126.66,287566,231251078.18,642409,0,1.4,0.776,0,0
2023-02-01,Senegal,Wave,Remittances,4856379.1,0.16,-1132061.85,1132061.85,Series C,525300126.66,289289,248850488.19,628219,0,2.76,2.962,0,0
2023-03-01,Senegal,Wave,Remittances,6767371.44,39.35,-893171.33,893171.33,Series C,525300126.66,295335,282057056.42,649443,0,2.21,1.63,0,0
2023-04-01,Senegal,Wave,Remittances,6231018.69,-7.93,-309237.85,309237.85,Series C,525300126.66,250863,256650890.86,559535,0,2.75,1.738,1,1
2023-05-01,Senegal,Wave,Remittances,5512644.0,-11.53,-927747.43,927747.43,Series C,525300126.66,245904,265997936.29,545829,0,1.66,2.724,0,0
2023-06-01,Senegal,Wave,Remittances,4806399.17,-12.81,-1388900.04,1388900.04,Series C,525300126.66,251099,273478285.55,552965,0,4.08,2.066,0,0
2023-07-01,Senegal,Wave,Remittances,4322155.51,-10.07,-1209311.29,1209311.29,Series C,525300126.66,262127,263740319.3,558844,0,3.27,0.552,0,0
2023-08-01,Senegal,Wave,Remittances,4056884.69,-6.14,-1124169.65,1124169.65,Series C,525300126.66,282621,259757746.27,586398,0,2.55,1.747,0,0
2023-09-01,Senegal,Wave,Remittances,3402329.27,-16.13,-1132458.03,1132458.03,Series C,525300126.66,283671,249710553.5,595564,0,1.23,0.446,0,0
2023-10-01,Senegal,Wave,Remittances,3653226.75,7.37,-1426627.89,1426627.89,Series C,525300126.66,288771,235092035.08,599491,0,1.53,1.675,0,0
2023-11-01,Senegal,Wave,Remittances,3327081.96,-8.93,-929311.99,929311.99,Series C,525300126.66,294785,230628207.19,609811,0,4.03,2.384,0,0
2023-12-01,Senegal,Wave,Remittances,3280943.8,-1.39,-411783.64,411783.64,Series C,525300126.66,305961,235685024.31,614111,0,4.17,0.309,0,0
2024-01-01,Senegal,Wave,Remittances,3215307.17,-2.0,-607791.56,607791.56,Series C,525300126.66,314805,239966911.49,602121,0,1.56,1.721,0,0
2024-02-01,Senegal,Wave,Remittances,4112743.62,27.91,432837.21,-0.0,Series C,525300126.66,314164,264766740.02,586650,0,2.59,0.655,0,0
2024-03-01,Senegal,Wave,Remittances,4591549.9,11.64,-395538.18,395538.18,Series C,525300126.66,329721,299367905.73,612000,0,1.64,0.2,0,0
2024-04-01,Senegal,Wave,Remittances,5504572.71,19.88,-813382.8,813382.8,Series C,525300126.66,306423,296768252.83,570493,0,3.74,1.111,1,0
2024-05-01,Senegal,Wave,Remittances,5547270.01,0.78,-548413.47,548413.47,Series C,525300126.66,306330,310554427.96,571917,0,4.63,0.251,0,0
2024-06-01,Senegal,Wave,Remittances,6610665.59,19.17,433474.0,-0.0,Series C,525300126.66,328757,324906498.7,593494,0,1.32,1.279,0,0
2024-07-01,Senegal,Wave,Remittances,6693115.06,1.25,869599.33,-0.0,Series C,525300126.66,326030,300512115.55,561499,0,4.0,1.26,0,0
2024-08-01,Senegal,Wave,Remittances,4872422.64,-27.2,153455.53,-0.0,Series C,525300126.66,329072,292881193.29,567810,0,1.7,1.336,0,1
2024-09-01,Senegal,Wave,Remittances,4676583.94,-4.02,216351.89,-0.0,Series C,525300126.66,337504,282823525.28,582658,0,4.56,0.2,0,0
2024-10-01,Senegal,Wave,Remittances,4696793.86,0.43,-915534.23,915534.23,Series C,525300126.66,356084,281942575.39,609282,0,4.58,1.038,0,0
2024-11-01,Senegal,Wave,Remittances,5454276.69,16.13,-524973.43,524973.43,Series C,525300126.66,347845,260510463.06,582041,0,2.95,1.978,0,0
2024-12-01,Senegal,Wave,Remittances,6297540.41,15.46,79407.36,-0.0,Series C,525300126.66,348280,267702218.41,581006,0,2.35,1.806,0,0
2019-01-01,Senegal,Orange Money,Insurtech,527044.67,-16.07,-1297424.79,1297424.79,Private/Strategic,301339683.52,75067,10946935.37,100453,1372,1.33,0.728,0,0
2019-02-01,Senegal,Orange Money,Insurtech,446059.13,-15.37,-294944.87,294944.87,Private/Strategic,301339683.52,79515,12653032.98,106822,1378,1.03,0.624,0,0
2019-03-01,Senegal,Orange Money,Insurtech,383035.67,-14.13,-417846.94,417846.94,Private/Strategic,301339683.52,80076,13628090.76,106854,1402,1.59,1.132,0,0
2019-04-01,Senegal,Orange Money,Insurtech,390187.19,1.87,-810101.24,810101.24,Private/Strategic,301339683.52,81736,14350363.64,106492,1416,2.74,1.471,0,0
2019-05-01,Senegal,Orange Money,Insurtech,447353.37,14.65,-443662.66,443662.66,Private/Strategic,301339683.52,82936,15396975.11,108716,1427,3.23,0.581,0,0
2019-06-01,Senegal,Orange Money,Insurtech,396762.32,-11.31,-336504.87,336504.87,Private/Strategic,301339683.52,87803,16539446.28,118066,1410,1.92,1.095,0,0
2019-07-01,Senegal,Orange Money,Insurtech,284545.6,-28.28,-905606.34,905606.34,Private/Strategic,301339683.52,86948,15716396.39,118901,1437,0.93,0.706,0,1
2019-08-01,Senegal,Orange Money,Insurtech,321379.92,12.94,-1859754.1,1859754.1,Private/Strategic,301339683.52,88189,14910532.22,120238,1458,2.52,1.255,0,1
2019-09-01,Senegal,Orange Money,Insurtech,280906.28,-12.59,-599252.44,599252.44,Private/Strategic,301339683.52,93980,15162313.58,127561,1485,0.89,1.226,0,1
2019-10-01,Senegal,Orange Money,Insurtech,284148.02,1.15,-181669.66,181669.66,Private/Strategic,310687657.16,97805,14671420.44,129585,1506,1.7,0.719,0,0
2019-11-01,Senegal,Orange Money,Insurtech,327462.73,15.24,-792307.29,792307.29,Private/Strategic,310687657.16,98887,14077770.9,131364,1524,2.38,1.703,0,0
2019-12-01,Senegal,Orange Money,Insurtech,235463.55,-28.09,-194898.35,194898.35,Private/Strategic,310687657.16,94670,13971814.38,127225,1515,3.17,0.505,0,1
2020-01-01,Senegal,Orange Money,Insurtech,308339.96,30.95,-1479816.87,1479816.87,Private/Strategic,310687657.16,95765,14060044.01,126746,1493,2.28,0.2,0,0
2020-02-01,Senegal,Orange Money,Insurtech,309420.87,0.35,-959340.82,959340.82,Private/Strategic,310687657.16,96307,15681848.43,129974,1497,2.86,0.434,0,0
2020-03-01,Senegal,Orange Money,Insurtech,259839.79,-16.02,-1134899.96,1134899.96,Private/Strategic,310687657.16,94952,17416213.6,129350,1505,1.89,0.774,0,0
2020-04-01,Senegal,Orange Money,Insurtech,290239.61,11.7,-597805.89,597805.89,Private/Strategic,310687657.16,95637,18538702.03,130094,1511,1.45,1.369,0,0
2020-05-01,Senegal,Orange Money,Insurtech,353777.27,21.89,-1445047.55,1445047.55,Private/Strategic,310687657.16,97646,19703685.85,131150,1516,2.01,0.862,0,0
2020-06-01,Senegal,Orange Money,Insurtech,404241.1,14.26,-357760.57,357760.57,Private/Strategic,310687657.16,100795,20107751.42,136905,1531,1.12,1.014,0,0
2020-07-01,Senegal,Orange Money,Insurtech,410408.79,1.53,-1599008.38,1599008.38,Private/Strategic,329075814.45,104336,20528153.72,138012,1520,2.64,0.716,0,0
2020-08-01,Senegal,Orange Money,Insurtech,449169.69,9.44,-979469.99,979469.99,Private/Strategic,329075814.45,110773,20349612.76,140542,1541,2.12,0.928,0,0
2020-09-01,Senegal,Orange Money,Insurtech,454830.41,1.26,-1375133.23,1375133.23,Private/Strategic,329075814.45,113933,20337695.14,144455,1547,1.42,0.934,0,0
2020-10-01,Senegal,Orange Money,Insurtech,386243.87,-15.08,-1267825.16,1267825.16,Private/Strategic,329075814.45,119782,19682776.47,147192,1559,2.7,1.627,0,0
2020-11-01,Senegal,Orange Money,Insurtech,384968.15,-0.33,-663662.52,663662.52,Private/Strategic,329075814.45,117257,18543053.49,143209,1590,1.53,0.788,0,0
2020-12-01,Senegal,Orange Money,Insurtech,392928.97,2.07,-924276.18,924276.18,Private/Strategic,329075814.45,119370,18963263.59,144473,1597,2.28,0.515,0,0
2021-01-01,Senegal,Orange Money,Insurtech,455777.24,15.99,-998431.75,998431.75,Private/Strategic,329075814.45,121098,19914166.54,141409,1629,1.32,0.491,0,0
2021-02-01,Senegal,Orange Money,Insurtech,523849.8,14.94,-585500.38,585500.38,Private/Strategic,329075814.45,131842,23477100.6,147897,1664,2.34,1.036,0,0
2021-03-01,Senegal,Orange Money,Insurtech,604528.97,15.4,-439677.66,439677.66,Private/Strategic,329075814.45,141156,27852756.52,157078,1680,1.2,0.912,0,0
2021-04-01,Senegal,Orange Money,Insurtech,816276.83,35.03,-1289569.21,1289569.21,Private/Strategic,329075814.45,148197,31749935.18,162398,1688,2.3,0.955,0,0
2021-05-01,Senegal,Orange Money,Insurtech,867179.44,6.24,-1547574.43,1547574.43,Private/Strategic,329075814.45,156263,35795379.25,173787,1693,1.06,0.221,0,0
2021-06-01,Senegal,Orange Money,Insurtech,677637.86,-21.86,-1063188.86,1063188.86,Private/Strategic,329075814.45,156859,35646289.96,170315,1724,1.49,1.424,0,0
2021-07-01,Senegal,Orange Money,Insurtech,606857.34,-10.45,-1417626.41,1417626.41,Private/Strategic,329075814.45,147485,32929970.67,154231,1726,2.38,1.48,0,0
2021-08-01,Senegal,Orange Money,Insurtech,606695.72,-0.03,-671973.4,671973.4,Private/Strategic,329075814.45,160014,31585178.14,159292,1751,2.62,1.123,0,0
2021-09-01,Senegal,Orange Money,Insurtech,515858.04,-14.97,-1270988.26,1270988.26,Private/Strategic,329075814.45,157201,28779190.18,158211,1758,0.89,0.885,0,0
2021-10-01,Senegal,Orange Money,Insurtech,572279.46,10.94,-690712.52,690712.52,Private/Strategic,329075814.45,162714,29211926.19,166257,1764,1.78,0.589,0,0
2021-11-01,Senegal,Orange Money,Insurtech,542172.53,-5.26,-302587.75,302587.75,Private/Strategic,329075814.45,164742,28878286.28,165179,1755,1.16,0.87,0,0
2021-12-01,Senegal,Orange Money,Insurtech,758902.76,39.97,-1072017.51,1072017.51,Private/Strategic,329075814.45,172237,29754781.06,167124,1769,1.73,1.718,0,0
2022-01-01,Senegal,Orange Money,Insurtech,769572.2,1.41,-572200.71,572200.71,Private/Strategic,329075814.45,174997,31417801.36,170931,1785,2.23,0.556,0,0
2022-02-01,Senegal,Orange Money,Insurtech,772772.64,0.42,-172758.26,172758.26,Private/Strategic,329075814.45,181767,35601523.85,180031,1763,1.6,0.753,0,0
2022-03-01,Senegal,Orange Money,Insurtech,737382.75,-4.58,-148448.23,148448.23,Private/Strategic,329075814.45,178743,39277202.36,179603,1791,1.11,0.215,0,0
2022-04-01,Senegal,Orange Money,Insurtech,1008639.92,36.79,-1526826.36,1526826.36,Private/Strategic,329075814.45,186276,45584018.91,186751,1808,1.91,0.2,0,1
2022-05-01,Senegal,Orange Money,Insurtech,909268.22,-9.85,-1590720.42,1590720.42,Private/Strategic,329075814.45,177439,47588841.93,175745,1798,1.29,1.9,0,1
2022-06-01,Senegal,Orange Money,Insurtech,745168.97,-18.05,-1435011.56,1435011.56,Private/Strategic,329075814.45,180720,47996919.64,180825,1815,2.37,0.939,0,1
2022-07-01,Senegal,Orange Money,Insurtech,550016.97,-26.19,-1110524.55,1110524.55,Private/Strategic,329075814.45,178049,43754722.46,170589,1836,3.01,0.504,0,1
2022-08-01,Senegal,Orange Money,Insurtech,642667.99,16.85,-614363.77,614363.77,Private/Strategic,329075814.45,173617,41533964.53,168012,1830,1.68,1.263,0,1
2022-09-01,Senegal,Orange Money,Insurtech,627327.04,-2.39,-571015.22,571015.22,Private/Strategic,329075814.45,185204,40709127.5,182666,1844,1.74,0.959,0,1
2022-10-01,Senegal,Orange Money,Insurtech,678992.25,8.24,-1649150.81,1649150.81,Private/Strategic,329075814.45,182831,37669287.62,177888,1797,2.85,0.387,0,1
2022-11-01,Senegal,Orange Money,Insurtech,739865.65,8.97,-97477.75,97477.75,Private/Strategic,329075814.45,190163,37159804.86,182228,1771,0.52,0.249,0,0
2022-12-01,Senegal,Orange Money,Insurtech,701809.52,-5.14,-740330.4,740330.4,Private/Strategic,329075814.45,189571,35436826.87,180276,1804,1.95,1.322,0,1
2023-01-01,Senegal,Orange Money,Insurtech,766041.6,9.15,-791478.04,791478.04,Private/Strategic,329075814.45,196380,36149604.41,184266,1823,1.96,0.406,0,1
2023-02-01,Senegal,Orange Money,Insurtech,763419.56,-0.34,-1060996.64,1060996.64,Private/Strategic,329075814.45,197837,37492416.05,183549,1809,0.73,0.2,0,1
2023-03-01,Senegal,Orange Money,Insurtech,822842.32,7.78,-1181530.09,1181530.09,Private/Strategic,329075814.45,199710,41838418.03,189785,1828,1.33,0.924,0,1
2023-04-01,Senegal,Orange Money,Insurtech,905887.25,10.09,-601645.82,601645.82,Private/Strategic,329075814.45,202739,46199837.23,190052,1836,2.79,1.108,0,1
2023-05-01,Senegal,Orange Money,Insurtech,936117.74,3.34,-1297721.6,1297721.6,Private/Strategic,329075814.45,206859,48509019.95,193745,1853,1.94,0.816,0,1
2023-06-01,Senegal,Orange Money,Insurtech,921017.31,-1.61,-315100.4,315100.4,Private/Strategic,329075814.45,221291,51953791.52,208639,1851,3.0,0.821,0,0
2023-07-01,Senegal,Orange Money,Insurtech,727451.76,-21.02,-946246.45,946246.45,Private/Strategic,329075814.45,226554,50682233.96,214033,1882,1.97,0.51,0,1
2023-08-01,Senegal,Orange Money,Insurtech,610753.75,-16.04,-376240.28,376240.28,Private/Strategic,329075814.45,223599,45915007.54,212486,1896,1.05,0.2,0,0
2023-09-01,Senegal,Orange Money,Insurtech,677799.56,10.98,-775125.9,775125.9,Private/Strategic,329075814.45,230475,44134785.24,218241,1883,0.98,0.61,0,1
2023-10-01,Senegal,Orange Money,Insurtech,578466.88,-14.66,-1024167.46,1024167.46,Private/Strategic,329075814.45,231470,40546858.2,222477,1868,1.59,0.2,0,1
2023-11-01,Senegal,Orange Money,Insurtech,583684.67,0.9,-1787198.24,1787198.24,Private/Strategic,329075814.45,240280,42204887.73,230634,1893,2.58,1.679,0,1
2023-12-01,Senegal,Orange Money,Insurtech,697050.47,19.42,-756036.35,756036.35,Private/Strategic,329075814.45,236184,40900156.68,223162,1905,2.17,1.612,0,1
2024-01-01,Senegal,Orange Money,Insurtech,703359.32,0.91,-1055590.8,1055590.8,Private/Strategic,329075814.45,234086,42419200.75,215381,1925,1.88,1.296,0,1
2024-02-01,Senegal,Orange Money,Insurtech,880523.09,25.19,-372489.68,372489.68,Private/Strategic,329075814.45,238129,45139344.78,216331,1942,2.09,1.556,0,0
2024-03-01,Senegal,Orange Money,Insurtech,848269.64,-3.66,-284432.25,284432.25,Private/Strategic,329075814.45,239018,47094412.95,212331,1951,1.83,0.806,0,0
2024-04-01,Senegal,Orange Money,Insurtech,1093654.23,28.93,90219.57,-0.0,Private/Strategic,329075814.45,246924,53137927.48,220263,1972,1.4,1.47,0,0
2024-05-01,Senegal,Orange Money,Insurtech,1036029.99,-5.27,-879453.59,879453.59,Private/Strategic,329075814.45,260263,58800412.7,222511,1962,1.04,1.11,0,1
2024-06-01,Senegal,Orange Money,Insurtech,1162584.44,12.22,-577080.31,577080.31,Private/Strategic,329075814.45,267369,59929795.11,224746,1985,2.08,0.961,0,1
2024-07-01,Senegal,Orange Money,Insurtech,968836.14,-16.67,-703530.32,703530.32,Private/Strategic,329075814.45,277072,59755194.89,226171,2032,1.79,0.303,0,1
2024-08-01,Senegal,Orange Money,Insurtech,858625.02,-11.38,52243.59,-0.0,Private/Strategic,329075814.45,280705,55022913.63,224313,2042,3.53,0.619,0,0
2024-09-01,Senegal,Orange Money,Insurtech,1013355.39,18.02,-957631.37,957631.37,Private/Strategic,329075814.45,290769,53392330.01,225609,2011,2.56,0.338,0,1
2024-10-01,Senegal,Orange Money,Insurtech,932590.74,-7.97,122864.22,-0.0,Private/Strategic,350879222.85,295407,48677405.47,229778,1980,3.29,0.822,0,0
2024-11-01,Senegal,Orange Money,Insurtech,786331.48,-15.68,-1563760.79,1563760.79,Private/Strategic,350879222.85,304933,48784339.06,227374,1984,2.28,0.606,0,0
2024-12-01,Senegal,Orange Money,Insurtech,937873.39,19.27,-1040621.39,1040621.39,Private/Strategic,350879222.85,322597,51267634.78,236448,1992,1.17,0.33,0,0
2019-01-01,Senegal,Free Money,Lending,1811580.37,-8.96,-652631.39,652631.39,Seed,61140120.15,320845,79851824.0,595138,7807,0.82,0.2,0,0
2019-02-01,Senegal,Free Money,Lending,1728472.93,-4.59,223912.05,-0.0,Seed,61140120.15,332707,90299610.23,605857,7751,0.6,0.6,0,0
2019-03-01,Senegal,Free Money,Lending,2202691.86,27.44,-59846.25,59846.25,Seed,61140120.15,319759,96253898.02,597499,7775,0.85,0.483,0,0
2019-04-01,Senegal,Free Money,Lending,2444086.65,10.96,-775391.23,775391.23,Seed,61140120.15,329909,105734446.0,594714,7761,0.5,0.262,0,0
2019-05-01,Senegal,Free Money,Lending,2522250.94,3.2,366519.2,-0.0,Seed,61140120.15,325986,106517956.49,589408,7767,1.1,0.6,0,0
2019-06-01,Senegal,Free Money,Lending,2540435.23,0.72,-510164.41,510164.41,Seed,61140120.15,324562,104871183.47,580124,7765,1.19,0.643,0,0
2019-07-01,Senegal,Free Money,Lending,2306630.27,-9.2,-575358.75,575358.75,Seed,61140120.15,292982,89810014.61,520129,7653,0.64,0.2,0,0
2019-08-01,Senegal,Free Money,Lending,2102573.87,-8.85,42372.53,-0.0,Seed,61140120.15,306770,88264332.82,520225,7680,0.71,0.25,0,0
2019-09-01,Senegal,Free Money,Lending,1625227.14,-22.7,362224.41,-0.0,Seed,61140120.15,293598,76716422.89,501214,7652,0.5,0.32,0,0
2019-10-01,Senegal,Free Money,Lending,1314002.98,-19.15,-1047643.46,1047643.46,Seed,61140120.15,292747,73288192.79,491005,7747,0.77,0.429,0,0
2019-11-01,Senegal,Free Money,Lending,1503298.28,14.41,-144242.95,144242.95,Seed,61140120.15,296033,70705888.8,504868,7747,0.64,0.298,0,0
2019-12-01,Senegal,Free Money,Lending,1494316.37,-0.6,384165.21,-0.0,Seed,61140120.15,315881,73039918.54,526623,7841,0.72,0.2,0,0
2020-01-01,Senegal,Free Money,Lending,1663228.46,11.3,-208860.36,208860.36,Seed,61140120.15,319382,77952905.85,538681,7953,0.97,0.275,0,0
2020-02-01,Senegal,Free Money,Lending,1715763.98,3.16,474238.8,-0.0,Seed,61140120.15,324138,84091641.07,551014,7882,0.54,0.626,0,0
2020-03-01,Senegal,Free Money,Lending,2238186.65,30.45,714758.27,-0.0,Seed,61140120.15,350501,100888535.1,590580,7811,0.5,0.2,0,0
2020-04-01,Senegal,Free Money,Lending,2396487.82,7.07,-280923.48,280923.48,Seed,61140120.15,372804,115056905.7,618667,8005,0.96,0.86,0,0
2020-05-01,Senegal,Free Money,Lending,3026162.66,26.27,-300294.36,300294.36,Seed,61140120.15,375568,118548463.61,611993,8124,0.61,0.502,0,0
2020-06-01,Senegal,Free Money,Lending,2710317.29,-10.44,631736.93,-0.0,Seed,61140120.15,393444,121231378.91,639144,8140,0.6,0.2,0,0
2020-07-01,Senegal,Free Money,Lending,2933662.96,8.24,1111913.96,-0.0,Seed,61140120.15,424083,121648201.83,680541,8213,0.55,0.516,0,0
2020-08-01,Senegal,Free Money,Lending,2670807.4,-8.96,415210.42,-0.0,Seed,61140120.15,415455,109235690.71,664367,8145,0.7,0.466,0,0
2020-09-01,Senegal,Free Money,Lending,2539305.79,-4.92,580364.03,-0.0,Seed,61140120.15,412047,99143724.62,663806,8160,0.8,0.615,0,0
2020-10-01,Senegal,Free Money,Lending,2196110.24,-13.52,-175481.47,175481.47,Seed,61140120.15,423451,96382208.03,673189,8119,0.5,0.512,0,0
2020-11-01,Senegal,Free Money,Lending,1942988.54,-11.53,-565863.12,565863.12,Seed,77495330.84,410268,89018354.21,645714,8323,0.68,0.442,0,0
2020-12-01,Senegal,Free Money,Lending,2057536.0,5.9,644868.79,-0.0,Seed,77495330.84,414320,91878449.13,656326,8259,0.65,0.731,0,0
2021-01-01,Senegal,Free Money,Lending,1938112.18,-5.8,14244.75,-0.0,Seed,111230554.37,416408,94258607.32,669151,8329,1.14,0.844,0,0
2021-02-01,Senegal,Free Money,Lending,2092355.55,7.96,384975.12,-0.0,Seed,111230554.37,448841,107977151.02,697428,8336,0.88,0.364,0,0
2021-03-01,Senegal,Free Money,Lending,2302989.68,10.07,-541875.44,541875.44,Series A,133279685.52,478364,118637486.89,725704,8420,0.76,0.688,0,0
2021-04-01,Senegal,Free Money,Lending,2338167.73,1.53,-258635.15,258635.15,Series A,133279685.52,466836,127930864.21,716275,8374,1.08,0.674,0,0
