layer,x_index,y_index,thickness_um
electrolyte,38,56,27.5
electrolyte,38,58,30.0
electrolyte,38,60,35.0
electrolyte,38,62,35.0
electrolyte,38,63,35.0
electrolyte,38,65,35.0
electrolyte,38,67,35.0
electrolyte,38,69,35.0
electrolyte,38,71,35.0
electrolyte,38,73,25.0
electrolyte,38,75,25.0
electrolyte,38,77,25.0
electrolyte,38,79,25.0
electrolyte,38,81,22.5
electrolyte,38,83,22.5
electrolyte,38,85,25.0
electrolyte,38,87,35.0
electrolyte,38,89,35.0
electrolyte,38,91,35.0
electrolyte,38,93,35.0
electrolyte,38,95,0.0
electrolyte,40,0,0.0
electrolyte,40,1,32.5
electrolyte,40,3,25.0
electrolyte,40,5,22.5
electrolyte,40,7,15.0
electrolyte,40,9,15.0
electrolyte,40,11,15.0
electrolyte,40,13,15.0
electrolyte,40,15,22.5
electrolyte,40,17,25.0
electrolyte,40,19,30.0
electrolyte,40,21,32.5
electrolyte,40,23,35.0
electrolyte,40,25,35.0
electrolyte,40,27,35.0
electrolyte,40,29,25.0
electrolyte,40,31,25.0
electrolyte,40,32,25.0
electrolyte,40,34,35.0
electrolyte,40,36,35.0
electrolyte,40,38,35.0
electrolyte,40,40,35.0
electrolyte,40,42,35.0
electrolyte,40,44,35.0
electrolyte,40,46,35.0
electrolyte,40,48,35.0
electrolyte,40,50,35.0
electrolyte,40,52,35.0
electrolyte,40,54,27.5
electrolyte,40,56,27.5
electrolyte,40,58,35.0
electrolyte,40,60,35.0
electrolyte,40,62,35.0
electrolyte,40,63,35.0
electrolyte,40,65,35.0
electrolyte,40,67,30.0
electrolyte,40,69,30.0
electrolyte,40,71,30.0
electrolyte,40,73,35.0
electrolyte,40,75,35.0
electrolyte,40,77,35.0
electrolyte,40,79,35.0
electrolyte,40,81,35.0
electrolyte,40,83,35.0
electrolyte,40,85,35.0
electrolyte,40,87,35.0
electrolyte,40,89,35.0
electrolyte,40,91,35.0
electrolyte,40,93,35.0
electrolyte,40,95,0.0
electrolyte,42,0,0.0
electrolyte,42,1,20.0
electrolyte,42,3,20.0
electrolyte,42,5,17.5
electrolyte,42,7,10.0
electrolyte,42,9,15.0
electrolyte,42,11,25.0
electrolyte,42,13,25.0
electrolyte,42,15,25.0
electrolyte,42,17,27.5
electrolyte,42,19,30.0
electrolyte,42,21,35.0
electrolyte,42,23,35.0
electrolyte,42,25,35.0
electrolyte,42,27,35.0
electrolyte,42,29,35.0
electrolyte,42,31,35.0
electrolyte,42,32,35.0
electrolyte,42,34,35.0
electrolyte,42,36,35.0
electrolyte,42,38,35.0
electrolyte,42,40,35.0
electrolyte,42,42,35.0
electrolyte,42,44,35.0
electrolyte,42,46,35.0
electrolyte,42,48,35.0
electrolyte,42,50,35.0
electrolyte,42,52,35.0
electrolyte,42,54,35.0
electrolyte,42,56,35.0
electrolyte,42,58,35.0
electrolyte,42,60,35.0
electrolyte,42,62,35.0
electrolyte,42,63,35.0
electrolyte,42,65,35.0
electrolyte,42,67,27.5
electrolyte,42,69,17.5
electrolyte,42,71,17.5
electrolyte,42,73,30.0
electrolyte,42,75,35.0
electrolyte,42,77,35.0
electrolyte,42,79,35.0
electrolyte,42,81,35.0
electrolyte,42,83,35.0
electrolyte,42,85,35.0
electrolyte,42,87,35.0
electrolyte,42,89,27.5
electrolyte,42,91,27.5
electrolyte,42,93,20.0
electrolyte,42,95,0.0
electrolyte,44,0,0.0
electrolyte,44,1,22.5
electrolyte,44,3,22.5
electrolyte,44,5,22.5
electrolyte,44,7,35.0
electrolyte,44,9,35.0
electrolyte,44,11,35.0
electrolyte,44,13,35.0
electrolyte,44,15,35.0
electrolyte,44,17,35.0
electrolyte,44,19,35.0
electrolyte,44,21,35.0
electrolyte,44,23,35.0
electrolyte,44,25,35.0
electrolyte,44,27,35.0
electrolyte,44,29,35.0
electrolyte,44,31,35.0
electrolyte,44,32,35.0
electrolyte,44,34,35.0
electrolyte,44,36,35.0
electrolyte,44,38,35.0
electrolyte,44,40,35.0
electrolyte,44,42,35.0
electrolyte,44,44,35.0
electrolyte,44,46,35.0
electrolyte,44,48,35.0
electrolyte,44,50,35.0
electrolyte,44,52,35.0
electrolyte,44,54,35.0
electrolyte,44,56,35.0
electrolyte,44,58,35.0
electrolyte,44,60,35.0
electrolyte,44,62,35.0
electrolyte,44,63,35.0
electrolyte,44,65,27.5
electrolyte,44,67,25.0
electrolyte,44,69,17.5
electrolyte,44,71,17.5
electrolyte,44,73,27.5
electrolyte,44,75,35.0
electrolyte,44,77,35.0
electrolyte,44,79,35.0
electrolyte,44,81,35.0
electrolyte,44,83,25.0
electrolyte,44,85,25.0
electrolyte,44,87,25.0
electrolyte,44,89,27.5
electrolyte,44,91,27.5
electrolyte,44,93,20.0
electrolyte,44,95,0.0
electrolyte,46,0,0.0
electrolyte,46,1,35.0
electrolyte,46,3,35.0
electrolyte,46,5,35.0
electrolyte,46,7,35.0
electrolyte,46,9,35.0
electrolyte,46,11,35.0
electrolyte,46,13,35.0
electrolyte,46,15,35.0
electrolyte,46,17,35.0
electrolyte,46,19,35.0
electrolyte,46,21,35.0
electrolyte,46,23,35.0
electrolyte,46,25,35.0
electrolyte,46,27,35.0
electrolyte,46,29,35.0
electrolyte,46,31,35.0
electrolyte,46,32,35.0
electrolyte,46,34,35.0
electrolyte,46,36,35.0
electrolyte,46,38,35.0
electrolyte,46,40,35.0
electrolyte,46,42,35.0
electrolyte,46,44,35.0
electrolyte,46,46,35.0
electrolyte,46,48,35.0
electrolyte,46,50,35.0
electrolyte,46,52,35.0
electrolyte,46,54,35.0
electrolyte,46,56,35.0
electrolyte,46,58,35.0
electrolyte,46,60,35.0
electrolyte,46,62,35.0
electrolyte,46,63,27.5
electrolyte,46,65,27.5
electrolyte,46,67,25.0
electrolyte,46,69,25.0
electrolyte,46,71,25.0
electrolyte,46,73,27.5
electrolyte,46,75,35.0
electrolyte,46,77,25.0
electrolyte,46,79,25.0
electrolyte,46,81,25.0
electrolyte,46,83,25.0
electrolyte,46,85,25.0
electrolyte,46,87,25.0
electrolyte,46,89,27.5
electrolyte,46,91,27.5
electrolyte,46,93,27.5
electrolyte,46,95,0.0
electrolyte,48,0,0.0
electrolyte,48,1,35.0
electrolyte,48,3,35.0
electrolyte,48,5,35.0
electrolyte,48,7,35.0
electrolyte,48,9,35.0
electrolyte,48,11,35.0
electrolyte,48,13,35.0
electrolyte,48,15,35.0
electrolyte,48,17,35.0
electrolyte,48,19,35.0
electrolyte,48,21,35.0
electrolyte,48,23,35.0
electrolyte,48,25,35.0
electrolyte,48,27,35.0
electrolyte,48,29,35.0
electrolyte,48,31,35.0
electrolyte,48,32,35.0
electrolyte,48,34,35.0
electrolyte,48,36,35.0
electrolyte,48,38,35.0
electrolyte,48,40,35.0
electrolyte,48,42,35.0
electrolyte,48,44,35.0
electrolyte,48,46,35.0
electrolyte,48,48,35.0
electrolyte,48,50,35.0
electrolyte,48,52,35.0
electrolyte,48,54,35.0
electrolyte,48,56,35.0
electrolyte,48,58,27.5
electrolyte,48,60,27.5
electrolyte,48,62,27.5
electrolyte,48,63,27.5
electrolyte,48,65,27.5
electrolyte,48,67,27.5
electrolyte,48,69,27.5
electrolyte,48,71,27.5
electrolyte,48,73,27.5
electrolyte,48,75,27.5
electrolyte,48,77,25.0
electrolyte,48,79,25.0
electrolyte,48,81,25.0
electrolyte,48,83,25.0
electrolyte,48,85,27.5
electrolyte,48,87,27.5
electrolyte,48,89,35.0
electrolyte,48,91,35.0
electrolyte,48,93,35.0
electrolyte,48,95,0.0
electrolyte,50,0,0.0
electrolyte,50,1,35.0
electrolyte,50,3,35.0
electrolyte,50,5,35.0
electrolyte,50,7,35.0
electrolyte,50,9,35.0
electrolyte,50,11,35.0
electrolyte,50,13,27.5
electrolyte,50,15,25.0
electrolyte,50,17,17.5
electrolyte,50,19,12.5
electrolyte,50,21,15.0
electrolyte,50,23,27.5
electrolyte,50,25,35.0
electrolyte,50,27,35.0
electrolyte,50,29,35.0
electrolyte,50,31,35.0
electrolyte,50,32,35.0
electrolyte,50,34,35.0
electrolyte,50,36,35.0
electrolyte,50,38,35.0
electrolyte,50,40,35.0
electrolyte,50,42,27.5
electrolyte,50,44,27.5
electrolyte,50,46,27.5
electrolyte,50,48,35.0
electrolyte,50,50,35.0
electrolyte,50,52,35.0
electrolyte,50,54,35.0
electrolyte,50,56,27.5
electrolyte,50,58,27.5
electrolyte,50,60,27.5
electrolyte,50,62,27.5
electrolyte,50,63,27.5
electrolyte,50,65,35.0
electrolyte,50,67,35.0
electrolyte,50,69,35.0
electrolyte,50,71,35.0
electrolyte,50,73,35.0
electrolyte,50,75,25.0
electrolyte,50,77,22.5
electrolyte,50,79,22.5
electrolyte,50,81,22.5
electrolyte,50,83,25.0
electrolyte,50,85,27.5
electrolyte,50,87,27.5
electrolyte,50,89,35.0
electrolyte,50,91,35.0
electrolyte,50,93,35.0
electrolyte,50,95,0.0
electrolyte,52,0,0.0
electrolyte,52,1,25.0
electrolyte,52,3,35.0
electrolyte,52,5,35.0
electrolyte,52,7,35.0
electrolyte,52,9,35.0
electrolyte,52,11,25.0
electrolyte,52,13,22.5
electrolyte,52,15,15.0
electrolyte,52,17,10.0
electrolyte,52,19,12.5
electrolyte,52,21,12.5
electrolyte,52,23,15.0
electrolyte,52,25,35.0
electrolyte,52,27,35.0
electrolyte,52,29,35.0
electrolyte,52,31,35.0
electrolyte,52,32,35.0
electrolyte,52,34,35.0
electrolyte,52,36,35.0
electrolyte,52,38,35.0
electrolyte,52,40,35.0
electrolyte,52,42,35.0
electrolyte,52,44,17.5
electrolyte,52,46,17.5
electrolyte,52,48,17.5
electrolyte,52,50,27.5
electrolyte,52,52,27.5
electrolyte,52,54,30.0
electrolyte,52,56,25.0
electrolyte,52,58,25.0
electrolyte,52,60,25.0
electrolyte,52,62,27.5
electrolyte,52,63,27.5
electrolyte,52,65,35.0
electrolyte,52,67,35.0
electrolyte,52,69,35.0
electrolyte,52,71,35.0
electrolyte,52,73,35.0
electrolyte,52,75,25.0
electrolyte,52,77,20.0
electrolyte,52,79,17.5
electrolyte,52,81,17.5
electrolyte,52,83,15.0
electrolyte,52,85,12.5
electrolyte,52,87,15.0
electrolyte,52,89,27.5
electrolyte,52,91,35.0
electrolyte,52,93,35.0
electrolyte,52,95,0.0
electrolyte,54,0,0.0
electrolyte,54,1,17.5
electrolyte,54,3,20.0
electrolyte,54,5,22.5
electrolyte,54,7,22.5
electrolyte,54,9,25.0
electrolyte,54,11,22.5
electrolyte,54,13,22.5
electrolyte,54,15,22.5
electrolyte,54,17,17.5
electrolyte,54,19,12.5
electrolyte,54,21,12.5
electrolyte,54,23,15.0
electrolyte,54,25,35.0
electrolyte,54,27,35.0
electrolyte,54,29,35.0
electrolyte,54,31,35.0
electrolyte,54,32,35.0
electrolyte,54,34,35.0
electrolyte,54,36,35.0
electrolyte,54,38,35.0
electrolyte,54,40,35.0
electrolyte,54,42,35.0
electrolyte,54,44,15.0
electrolyte,54,46,15.0
electrolyte,54,48,15.0
electrolyte,54,50,22.5
electrolyte,54,52,20.0
electrolyte,54,54,15.0
electrolyte,54,56,20.0
electrolyte,54,58,22.5
electrolyte,54,60,25.0
electrolyte,54,62,27.5
electrolyte,54,63,35.0
electrolyte,54,65,35.0
electrolyte,54,67,35.0
electrolyte,54,69,35.0
electrolyte,54,71,35.0
electrolyte,54,73,35.0
electrolyte,54,75,20.0
electrolyte,54,77,15.0
electrolyte,54,79,15.0
electrolyte,54,81,12.5
electrolyte,54,83,12.5
electrolyte,54,85,12.5
electrolyte,54,87,12.5
electrolyte,54,89,20.0
electrolyte,54,91,35.0
electrolyte,54,93,35.0
electrolyte,54,95,0.0
electrolyte,56,0,0.0
electrolyte,56,1,17.5
electrolyte,56,3,17.5
electrolyte,56,5,20.0
electrolyte,56,7,20.0
electrolyte,56,9,25.0
electrolyte,56,11,27.5
electrolyte,56,13,27.5
electrolyte,56,15,35.0
electrolyte,56,17,35.0
electrolyte,56,19,35.0
electrolyte,56,21,25.0
electrolyte,56,23,27.5
electrolyte,56,25,35.0
electrolyte,56,27,35.0
electrolyte,56,29,35.0
electrolyte,56,31,35.0
electrolyte,56,32,35.0
electrolyte,56,34,35.0
electrolyte,56,36,35.0
electrolyte,56,38,35.0
electrolyte,56,40,35.0
electrolyte,56,42,17.5
electrolyte,56,44,12.5
electrolyte,56,46,10.0
electrolyte,56,48,15.0
electrolyte,56,50,17.5
electrolyte,56,52,12.5
electrolyte,56,54,15.0
electrolyte,56,56,20.0
electrolyte,56,58,25.0
electrolyte,56,60,27.5
electrolyte,56,62,35.0
electrolyte,56,63,35.0
electrolyte,56,65,35.0
electrolyte,56,67,35.0
electrolyte,56,69,35.0
electrolyte,56,71,35.0
electrolyte,56,73,35.0
electrolyte,56,75,15.0
electrolyte,56,77,12.5
electrolyte,56,79,12.5
electrolyte,56,81,12.5
electrolyte,56,83,12.5
electrolyte,56,85,15.0
electrolyte,56,87,15.0
electrolyte,56,89,20.0
electrolyte,56,91,35.0
electrolyte,56,93,35.0
electrolyte,56,95,0.0
electrolyte,58,0,0.0
electrolyte,58,1,17.5
electrolyte,58,3,17.5
electrolyte,58,5,17.5
electrolyte,58,7,25.0
electrolyte,58,9,35.0
electrolyte,58,11,35.0
electrolyte,58,13,35.0
electrolyte,58,15,35.0
electrolyte,58,17,35.0
electrolyte,58,19,35.0
electrolyte,58,21,35.0
electrolyte,58,23,35.0
electrolyte,58,25,35.0
electrolyte,58,27,35.0
electrolyte,58,29,35.0
electrolyte,58,31,35.0
electrolyte,58,32,35.0
electrolyte,58,34,35.0
electrolyte,58,36,35.0
electrolyte,58,38,35.0
electrolyte,58,40,27.5
electrolyte,58,42,12.5
electrolyte,58,44,10.0
electrolyte,58,46,15.0
electrolyte,58,48,17.5
electrolyte,58,50,12.5
electrolyte,58,52,15.0
electrolyte,58,54,15.0
electrolyte,58,56,35.0
electrolyte,58,58,35.0
electrolyte,58,60,35.0
electrolyte,58,62,35.0
electrolyte,58,63,35.0
electrolyte,58,65,35.0
electrolyte,58,67,35.0
electrolyte,58,69,35.0
electrolyte,58,71,35.0
electrolyte,58,73,35.0
electrolyte,58,75,17.5
electrolyte,58,77,12.5
electrolyte,58,79,12.5
electrolyte,58,81,15.0
electrolyte,58,83,15.0
electrolyte,58,85,17.5
electrolyte,58,87,20.0
electrolyte,58,89,22.5
electrolyte,58,91,27.5
electrolyte,58,93,30.0
electrolyte,58,95,0.0
electrolyte,60,0,0.0
electrolyte,60,1,17.5
electrolyte,60,3,20.0
electrolyte,60,5,20.0
electrolyte,60,7,20.0
electrolyte,60,9,20.0
electrolyte,60,11,35.0
electrolyte,60,13,35.0
electrolyte,60,15,35.0
electrolyte,60,17,35.0
electrolyte,60,19,35.0
electrolyte,60,21,35.0
electrolyte,60,23,35.0
electrolyte,60,25,35.0
electrolyte,60,27,35.0
electrolyte,60,29,35.0
electrolyte,60,31,35.0
electrolyte,60,32,35.0
electrolyte,60,34,35.0
electrolyte,60,36,35.0
electrolyte,60,38,35.0
electrolyte,60,40,25.0
electrolyte,60,42,22.5
electrolyte,60,44,22.5
electrolyte,60,46,22.5
electrolyte,60,48,20.0
electrolyte,60,50,22.5
electrolyte,60,52,12.5
electrolyte,60,54,35.0
electrolyte,60,56,35.0
electrolyte,60,58,35.0
electrolyte,60,60,35.0
electrolyte,60,62,35.0
electrolyte,60,63,35.0
electrolyte,60,65,35.0
electrolyte,60,67,35.0
electrolyte,60,69,35.0
electrolyte,60,71,35.0
electrolyte,60,73,35.0
electrolyte,60,75,35.0
electrolyte,60,77,22.5
electrolyte,60,79,20.0
electrolyte,60,81,20.0
electrolyte,60,83,20.0
electrolyte,60,85,20.0
electrolyte,60,87,22.5
electrolyte,60,89,25.0
electrolyte,60,91,27.5
electrolyte,60,93,27.5
electrolyte,60,95,0.0
electrolyte,62,0,0.0
electrolyte,62,1,22.5
electrolyte,62,3,25.0
electrolyte,62,5,25.0
electrolyte,62,7,20.0
electrolyte,62,9,20.0
electrolyte,62,11,20.0
electrolyte,62,13,25.0
electrolyte,62,15,35.0
electrolyte,62,17,35.0
electrolyte,62,19,35.0
electrolyte,62,21,35.0
electrolyte,62,23,35.0
electrolyte,62,25,35.0
electrolyte,62,27,35.0
electrolyte,62,29,35.0
electrolyte,62,31,35.0
electrolyte,62,32,35.0
electrolyte,62,34,35.0
electrolyte,62,36,35.0
electrolyte,62,38,35.0
electrolyte,62,40,25.0
electrolyte,62,42,22.5
electrolyte,62,44,22.5
electrolyte,62,46,22.5
electrolyte,62,48,22.5
electrolyte,62,50,22.5
electrolyte,62,52,25.0
electrolyte,62,54,35.0
electrolyte,62,56,35.0
electrolyte,62,58,35.0
electrolyte,62,60,35.0
electrolyte,62,62,35.0
electrolyte,62,63,35.0
electrolyte,62,65,35.0
electrolyte,62,67,35.0
electrolyte,62,69,35.0
electrolyte,62,71,35.0
electrolyte,62,73,35.0
electrolyte,62,75,35.0
electrolyte,62,77,35.0
electrolyte,62,79,22.5
electrolyte,62,81,22.5
electrolyte,62,83,22.5
electrolyte,62,85,22.5
electrolyte,62,87,25.0
electrolyte,62,89,25.0
electrolyte,62,91,27.5
electrolyte,62,93,27.5
electrolyte,62,95,0.0
electrolyte,63,0,0.0
electrolyte,63,1,35.0
electrolyte,63,3,27.5
electrolyte,63,5,25.0
electrolyte,63,7,22.5
electrolyte,63,9,20.0
electrolyte,63,11,17.5
electrolyte,63,13,22.5
electrolyte,63,15,35.0
electrolyte,63,17,35.0
electrolyte,63,19,35.0
electrolyte,63,21,35.0
electrolyte,63,23,35.0
electrolyte,63,25,35.0
electrolyte,63,27,27.5
electrolyte,63,29,35.0
electrolyte,63,31,35.0
electrolyte,63,32,35.0
electrolyte,63,34,35.0
electrolyte,63,36,35.0
electrolyte,63,38,27.5
electrolyte,63,40,25.0
electrolyte,63,42,22.5
electrolyte,63,44,22.5
electrolyte,63,46,22.5
electrolyte,63,48,22.5
electrolyte,63,50,22.5
electrolyte,63,52,25.0
electrolyte,63,54,35.0
electrolyte,63,56,35.0
electrolyte,63,58,35.0
electrolyte,63,60,35.0
electrolyte,63,62,35.0
electrolyte,63,63,35.0
electrolyte,63,65,35.0
electrolyte,63,67,35.0
electrolyte,63,69,35.0
electrolyte,63,71,35.0
electrolyte,63,73,35.0
electrolyte,63,75,35.0
electrolyte,63,77,35.0
electrolyte,63,79,22.5
electrolyte,63,81,22.5
electrolyte,63,83,22.5
electrolyte,63,85,25.0
electrolyte,63,87,25.0
electrolyte,63,89,25.0
electrolyte,63,91,25.0
electrolyte,63,93,27.5
electrolyte,63,95,0.0
electrolyte,65,0,0.0
electrolyte,65,1,35.0
electrolyte,65,3,35.0
electrolyte,65,5,25.0
electrolyte,65,7,22.5
electrolyte,65,9,20.0
electrolyte,65,11,17.5
electrolyte,65,13,17.5
electrolyte,65,15,20.0
electrolyte,65,17,22.5
electrolyte,65,19,27.5
electrolyte,65,21,35.0
electrolyte,65,23,35.0
electrolyte,65,25,27.5
electrolyte,65,27,27.5
electrolyte,65,29,30.0
electrolyte,65,31,35.0
electrolyte,65,32,35.0
electrolyte,65,34,35.0
electrolyte,65,36,35.0
electrolyte,65,38,25.0
electrolyte,65,40,25.0
electrolyte,65,42,25.0
electrolyte,65,44,25.0
electrolyte,65,46,25.0
electrolyte,65,48,22.5
electrolyte,65,50,22.5
electrolyte,65,52,25.0
electrolyte,65,54,32.5
electrolyte,65,56,35.0
electrolyte,65,58,35.0
electrolyte,65,60,35.0
electrolyte,65,62,35.0
electrolyte,65,63,35.0
electrolyte,65,65,35.0
electrolyte,65,67,35.0
electrolyte,65,69,35.0
electrolyte,65,71,35.0
electrolyte,65,73,35.0
electrolyte,65,75,35.0
electrolyte,65,77,35.0
electrolyte,65,79,35.0
electrolyte,65,81,25.0
electrolyte,65,83,25.0
electrolyte,65,85,25.0
electrolyte,65,87,25.0
electrolyte,65,89,22.5
electrolyte,65,91,20.0
electrolyte,65,93,7.5
electrolyte,65,95,0.0
electrolyte,67,0,0.0
electrolyte,67,1,35.0
electrolyte,67,3,35.0
electrolyte,67,5,27.5
electrolyte,67,7,22.5
electrolyte,67,9,20.0
electrolyte,67,11,17.5
electrolyte,67,13,17.5
electrolyte,67,15,15.0
electrolyte,67,17,15.0
electrolyte,67,19,17.5
electrolyte,67,21,12.5
electrolyte,67,23,12.5
electrolyte,67,25,15.0
electrolyte,67,27,15.0
electrolyte,67,29,20.0
electrolyte,67,31,22.5
electrolyte,67,32,25.0
electrolyte,67,34,27.5
electrolyte,67,36,27.5
electrolyte,67,38,27.5
electrolyte,67,40,25.0
electrolyte,67,42,25.0
electrolyte,67,44,25.0
electrolyte,67,46,25.0
electrolyte,67,48,25.0
electrolyte,67,50,22.5
electrolyte,67,52,25.0
electrolyte,67,54,32.5
electrolyte,67,56,35.0
electrolyte,67,58,35.0
electrolyte,67,60,35.0
electrolyte,67,62,35.0
electrolyte,67,63,35.0
electrolyte,67,65,35.0
electrolyte,67,67,35.0
electrolyte,67,69,35.0
electrolyte,67,71,27.5
electrolyte,67,73,22.5
electrolyte,67,75,20.0
electrolyte,67,77,22.5
electrolyte,67,79,35.0
electrolyte,67,81,35.0
electrolyte,67,83,27.5
electrolyte,67,85,25.0
electrolyte,67,87,22.5
electrolyte,67,89,20.0
electrolyte,67,91,7.5
electrolyte,67,93,5.0
electrolyte,67,95,0.0
electrolyte,69,0,0.0
electrolyte,69,1,35.0
electrolyte,69,3,35.0
electrolyte,69,5,35.0
electrolyte,69,7,25.0
electrolyte,69,9,20.0
electrolyte,69,11,20.0
electrolyte,69,13,15.0
electrolyte,69,15,15.0
electrolyte,69,17,12.5
electrolyte,69,19,10.0
electrolyte,69,21,10.0
electrolyte,69,23,10.0
electrolyte,69,25,7.5
electrolyte,69,27,15.0
electrolyte,69,29,15.0
electrolyte,69,31,17.5
electrolyte,69,32,22.5
electrolyte,69,34,25.0
electrolyte,69,36,27.5
electrolyte,69,38,27.5
electrolyte,69,40,25.0
electrolyte,69,42,25.0
electrolyte,69,44,25.0
electrolyte,69,46,27.5
electrolyte,69,48,27.5
electrolyte,69,50,20.0
electrolyte,69,52,25.0
electrolyte,69,54,25.0
electrolyte,69,56,30.0
electrolyte,69,58,35.0
electrolyte,69,60,35.0
electrolyte,69,62,35.0
electrolyte,69,63,35.0
electrolyte,69,65,35.0
electrolyte,69,67,35.0
electrolyte,69,69,35.0
electrolyte,69,71,22.5
electrolyte,69,73,20.0
electrolyte,69,75,17.5
electrolyte,69,77,17.5
electrolyte,69,79,17.5
electrolyte,69,81,30.0
electrolyte,69,83,30.0
electrolyte,69,85,22.5
electrolyte,69,87,20.0
electrolyte,69,89,17.5
electrolyte,69,91,0.0
electrolyte,69,93,0.0
electrolyte,69,95,0.0
electrolyte,71,0,0.0
electrolyte,71,1,35.0
electrolyte,71,3,35.0
electrolyte,71,5,35.0
electrolyte,71,7,35.0
electrolyte,71,9,22.5
electrolyte,71,11,17.5
electrolyte,71,13,15.0
electrolyte,71,15,12.5
electrolyte,71,17,10.0
electrolyte,71,19,10.0
electrolyte,71,21,10.0
electrolyte,71,23,10.0
electrolyte,71,25,10.0
electrolyte,71,27,7.5
electrolyte,71,29,7.5
electrolyte,71,31,7.5
electrolyte,71,32,17.5
electrolyte,71,34,25.0
electrolyte,71,36,35.0
electrolyte,71,38,35.0
electrolyte,71,40,27.5
electrolyte,71,42,25.0
electrolyte,71,44,25.0
electrolyte,71,46,20.0
electrolyte,71,48,27.5
electrolyte,71,50,27.5
electrolyte,71,52,25.0
electrolyte,71,54,25.0
electrolyte,71,56,27.5
electrolyte,71,58,27.5
electrolyte,71,60,30.0
electrolyte,71,62,35.0
electrolyte,71,63,35.0
electrolyte,71,65,35.0
electrolyte,71,67,35.0
electrolyte,71,69,27.5
electrolyte,71,71,22.5
electrolyte,71,73,17.5
electrolyte,71,75,17.5
electrolyte,71,77,15.0
electrolyte,71,79,15.0
electrolyte,71,81,12.5
electrolyte,71,83,17.5
electrolyte,71,85,20.0
electrolyte,71,87,15.0
electrolyte,71,89,15.0
electrolyte,71,91,2.5
electrolyte,71,93,5.0
electrolyte,71,95,0.0
electrolyte,73,0,0.0
electrolyte,73,1,35.0
electrolyte,73,3,35.0
electrolyte,73,5,35.0
electrolyte,73,7,35.0
electrolyte,73,9,22.5
electrolyte,73,11,17.5
electrolyte,73,13,15.0
electrolyte,73,15,12.5
electrolyte,73,17,10.0
electrolyte,73,19,10.0
electrolyte,73,21,17.5
electrolyte,73,23,20.0
electrolyte,73,25,12.5
electrolyte,73,27,10.0
electrolyte,73,29,10.0
electrolyte,73,31,10.0
electrolyte,73,32,10.0
electrolyte,73,34,30.0
electrolyte,73,36,35.0
electrolyte,73,38,35.0
electrolyte,73,40,35.0
electrolyte,73,42,27.5
electrolyte,73,44,27.5
electrolyte,73,46,27.5
electrolyte,73,48,27.5
electrolyte,73,50,27.5
electrolyte,73,52,25.0
electrolyte,73,54,25.0
electrolyte,73,56,25.0
electrolyte,73,58,25.0
electrolyte,73,60,30.0
electrolyte,73,62,35.0
electrolyte,73,63,27.5
electrolyte,73,65,25.0
electrolyte,73,67,25.0
electrolyte,73,69,25.0
electrolyte,73,71,27.5
electrolyte,73,73,35.0
electrolyte,73,75,27.5
electrolyte,73,77,25.0
electrolyte,73,79,25.0
electrolyte,73,81,22.5
electrolyte,73,83,22.5
electrolyte,73,85,20.0
electrolyte,73,87,20.0
electrolyte,73,89,20.0
electrolyte,73,91,20.0
electrolyte,73,93,17.5
electrolyte,73,95,0.0
electrolyte,75,0,0.0
electrolyte,75,1,27.5
electrolyte,75,3,35.0
electrolyte,75,5,35.0
electrolyte,75,7,35.0
electrolyte,75,9,35.0
electrolyte,75,11,27.5
electrolyte,75,13,17.5
electrolyte,75,15,17.5
electrolyte,75,17,17.5
electrolyte,75,19,17.5
electrolyte,75,21,25.0
electrolyte,75,23,27.5
electrolyte,75,25,27.5
electrolyte,75,27,27.5
electrolyte,75,29,20.0
electrolyte,75,31,20.0
electrolyte,75,32,27.5
electrolyte,75,34,30.0
electrolyte,75,36,32.5
electrolyte,75,38,35.0
electrolyte,75,40,25.0
electrolyte,75,42,25.0
electrolyte,75,44,22.5
electrolyte,75,46,22.5
electrolyte,75,48,20.0
electrolyte,75,50,20.0
electrolyte,75,52,27.5
electrolyte,75,54,25.0
electrolyte,75,56,25.0
electrolyte,75,58,27.5
electrolyte,75,60,35.0
electrolyte,75,62,17.5
electrolyte,75,63,17.5
electrolyte,75,65,17.5
electrolyte,75,67,17.5
electrolyte,75,69,17.5
electrolyte,75,71,20.0
electrolyte,75,73,25.0
electrolyte,75,75,27.5
electrolyte,75,77,25.0
electrolyte,75,79,22.5
electrolyte,75,81,22.5
electrolyte,75,83,22.5
electrolyte,75,85,20.0
electrolyte,75,87,20.0
electrolyte,75,89,22.5
electrolyte,75,91,27.5
electrolyte,75,93,35.0
electrolyte,75,95,0.0
electrolyte,77,0,0.0
electrolyte,77,1,27.5
electrolyte,77,3,35.0
electrolyte,77,5,35.0
electrolyte,77,7,35.0
electrolyte,77,9,35.0
electrolyte,77,11,35.0
electrolyte,77,13,35.0
electrolyte,77,15,17.5
electrolyte,77,17,17.5
electrolyte,77,19,20.0
electrolyte,77,21,35.0
electrolyte,77,23,35.0
electrolyte,77,25,35.0
electrolyte,77,27,35.0
electrolyte,77,29,35.0
electrolyte,77,31,32.5
electrolyte,77,32,32.5
electrolyte,77,34,32.5
electrolyte,77,36,35.0
electrolyte,77,38,35.0
electrolyte,77,40,32.5
electrolyte,77,42,32.5
electrolyte,77,44,30.0
electrolyte,77,46,30.0
electrolyte,77,48,27.5
electrolyte,77,50,27.5
