material,specimen,temperature_C,cte_ppm_K,cte_mean,cte_std
Crofer22APU,8,775,11.522,11.575,0.08
Crofer22APU,8,800,11.7313,11.5775,0.08
Crofer22APU,8,825,11.6702,11.58,0.08
Crofer22APU,8,850,11.5903,11.5825,0.08
Crofer22APU,8,875,11.5098,11.585,0.08
Crofer22APU,8,900,11.5452,11.5875,0.08
Crofer22APU,9,25,11.5059,11.5,0.08
Crofer22APU,9,50,11.5055,11.5025,0.08
Crofer22APU,9,75,11.4977,11.505,0.08
Crofer22APU,9,100,11.505,11.5075,0.08
Crofer22APU,9,125,11.4928,11.51,0.08
Crofer22APU,9,150,11.3971,11.5125,0.08
Crofer22APU,9,175,11.4737,11.515,0.08
Crofer22APU,9,200,11.5907,11.5175,0.08
Crofer22APU,9,225,11.4105,11.52,0.08
Crofer22APU,9,250,11.5073,11.5225,0.08
Crofer22APU,9,275,11.4594,11.525,0.08
Crofer22APU,9,300,11.5364,11.5275,0.08
Crofer22APU,9,325,11.4989,11.53,0.08
Crofer22APU,9,350,11.6507,11.5325,0.08
Crofer22APU,9,375,11.5755,11.535,0.08
Crofer22APU,9,400,11.4326,11.5375,0.08
Crofer22APU,9,425,11.5937,11.54,0.08
Crofer22APU,9,450,11.4805,11.5425,0.08
Crofer22APU,9,475,11.4988,11.545,0.08
Crofer22APU,9,500,11.5726,11.5475,0.08
Crofer22APU,9,525,11.5107,11.55,0.08
Crofer22APU,9,550,11.6239,11.5525,0.08
Crofer22APU,9,575,11.493,11.555,0.08
Crofer22APU,9,600,11.508,11.5575,0.08
Crofer22APU,9,625,11.5075,11.56,0.08
Crofer22APU,9,650,11.5172,11.5625,0.08
Crofer22APU,9,675,11.6529,11.565,0.08
Crofer22APU,9,700,11.6178,11.5675,0.08
Crofer22APU,9,725,11.7068,11.57,0.08
Crofer22APU,9,750,11.7539,11.5725,0.08
Crofer22APU,9,775,11.4925,11.575,0.08
Crofer22APU,9,800,11.5831,11.5775,0.08
Crofer22APU,9,825,11.4859,11.58,0.08
Crofer22APU,9,850,11.5203,11.5825,0.08
Crofer22APU,9,875,11.5346,11.585,0.08
Crofer22APU,9,900,11.5029,11.5875,0.08
Crofer22APU,10,25,11.4158,11.5,0.08
Crofer22APU,10,50,11.491,11.5025,0.08
Crofer22APU,10,75,11.4077,11.505,0.08
Crofer22APU,10,100,11.5749,11.5075,0.08
Crofer22APU,10,125,11.4366,11.51,0.08
Crofer22APU,10,150,11.7373,11.5125,0.08
Crofer22APU,10,175,11.4789,11.515,0.08
Crofer22APU,10,200,11.5233,11.5175,0.08
Crofer22APU,10,225,11.4164,11.52,0.08
Crofer22APU,10,250,11.659,11.5225,0.08
Crofer22APU,10,275,11.6146,11.525,0.08
Crofer22APU,10,300,11.5513,11.5275,0.08
Crofer22APU,10,325,11.4223,11.53,0.08
Crofer22APU,10,350,11.5494,11.5325,0.08
Crofer22APU,10,375,11.4453,11.535,0.08
Crofer22APU,10,400,11.6545,11.5375,0.08
Crofer22APU,10,425,11.6047,11.54,0.08
Crofer22APU,10,450,11.5501,11.5425,0.08
Crofer22APU,10,475,11.3501,11.545,0.08
Crofer22APU,10,500,11.4688,11.5475,0.08
Crofer22APU,10,525,11.605,11.55,0.08
Crofer22APU,10,550,11.6495,11.5525,0.08
Crofer22APU,10,575,11.6437,11.555,0.08
Crofer22APU,10,600,11.4301,11.5575,0.08
Crofer22APU,10,625,11.5841,11.56,0.08
Crofer22APU,10,650,11.6437,11.5625,0.08
Crofer22APU,10,675,11.4323,11.565,0.08
Crofer22APU,10,700,11.5669,11.5675,0.08
Crofer22APU,10,725,11.5919,11.57,0.08
Crofer22APU,10,750,11.5484,11.5725,0.08
Crofer22APU,10,775,11.4268,11.575,0.08
Crofer22APU,10,800,11.5514,11.5775,0.08
Crofer22APU,10,825,11.5538,11.58,0.08
Crofer22APU,10,850,11.5707,11.5825,0.08
Crofer22APU,10,875,11.5399,11.585,0.08
Crofer22APU,10,900,11.5521,11.5875,0.08
glass-ceramic,1,25,9.4968,9.5,0.08
glass-ceramic,1,50,9.5416,9.5062,0.08
glass-ceramic,1,75,9.4881,9.5125,0.08
glass-ceramic,1,100,9.486,9.5188,0.08
glass-ceramic,1,125,9.5324,9.525,0.08
glass-ceramic,1,150,9.3776,9.5312,0.08
glass-ceramic,1,175,9.5757,9.5375,0.08
glass-ceramic,1,200,9.5437,9.5437,0.08
glass-ceramic,1,225,9.5532,9.55,0.08
glass-ceramic,1,250,9.6331,9.5563,0.08
glass-ceramic,1,275,9.4063,9.5625,0.08
glass-ceramic,1,300,9.4108,9.5687,0.08
glass-ceramic,1,325,9.5969,9.575,0.08
glass-ceramic,1,350,9.5807,9.5813,0.08
glass-ceramic,1,375,9.6011,9.5875,0.08
glass-ceramic,1,400,9.5568,9.5938,0.08
glass-ceramic,1,425,9.6531,9.6,0.08
glass-ceramic,1,450,9.6809,9.6062,0.08
glass-ceramic,1,475,9.6512,9.6125,0.08
glass-ceramic,1,500,9.5979,9.6188,0.08
glass-ceramic,1,525,9.4564,9.625,0.08
glass-ceramic,1,550,9.6928,9.6312,0.08
glass-ceramic,1,575,9.7352,9.6375,0.08
glass-ceramic,1,600,9.6953,9.6438,0.08
glass-ceramic,1,625,9.5796,9.65,0.08
glass-ceramic,1,650,9.7102,9.6562,0.08
glass-ceramic,1,675,9.7313,9.6625,0.08
glass-ceramic,1,700,9.7935,9.6687,0.08
glass-ceramic,1,725,9.6049,9.675,0.08
glass-ceramic,1,750,9.6631,9.6813,0.08
glass-ceramic,1,775,9.7473,9.6875,0.08
glass-ceramic,1,800,9.6983,9.6937,0.08
glass-ceramic,1,825,9.6106,9.7,0.08
glass-ceramic,1,850,9.7394,9.7063,0.08
glass-ceramic,1,875,9.7588,9.7125,0.08
glass-ceramic,1,900,9.7258,9.7188,0.08
glass-ceramic,2,25,9.5176,9.5,0.08
glass-ceramic,2,50,9.4856,9.5062,0.08
glass-ceramic,2,75,9.6308,9.5125,0.08
glass-ceramic,2,100,9.4467,9.5188,0.08
glass-ceramic,2,125,9.478,9.525,0.08
glass-ceramic,2,150,9.5321,9.5312,0.08
glass-ceramic,2,175,9.6078,9.5375,0.08
glass-ceramic,2,200,9.424,9.5437,0.08
glass-ceramic,2,225,9.4452,9.55,0.08
glass-ceramic,2,250,9.3932,9.5563,0.08
glass-ceramic,2,275,9.5651,9.5625,0.08
glass-ceramic,2,300,9.4793,9.5687,0.08
glass-ceramic,2,325,9.5442,9.575,0.08
glass-ceramic,2,350,9.6342,9.5813,0.08
glass-ceramic,2,375,9.5362,9.5875,0.08
glass-ceramic,2,400,9.6123,9.5938,0.08
glass-ceramic,2,425,9.5761,9.6,0.08
glass-ceramic,2,450,9.66,9.6062,0.08
glass-ceramic,2,475,9.6505,9.6125,0.08
glass-ceramic,2,500,9.5634,9.6188,0.08
glass-ceramic,2,525,9.6115,9.625,0.08
glass-ceramic,2,550,9.7147,9.6312,0.08
glass-ceramic,2,575,9.669,9.6375,0.08
glass-ceramic,2,600,9.532,9.6438,0.08
glass-ceramic,2,625,9.7024,9.65,0.08
glass-ceramic,2,650,9.5695,9.6562,0.08
glass-ceramic,2,675,9.7755,9.6625,0.08
glass-ceramic,2,700,9.7507,9.6687,0.08
glass-ceramic,2,725,9.6982,9.675,0.08
glass-ceramic,2,750,9.6938,9.6813,0.08
glass-ceramic,2,775,9.6708,9.6875,0.08
glass-ceramic,2,800,9.748,9.6937,0.08
glass-ceramic,2,825,9.6703,9.7,0.08
glass-ceramic,2,850,9.7251,9.7063,0.08
glass-ceramic,2,875,9.7823,9.7125,0.08
glass-ceramic,2,900,9.6738,9.7188,0.08
glass-ceramic,3,25,9.4507,9.5,0.08
glass-ceramic,3,50,9.4107,9.5062,0.08
glass-ceramic,3,75,9.4273,9.5125,0.08
glass-ceramic,3,100,9.3725,9.5188,0.08
glass-ceramic,3,125,9.5834,9.525,0.08
glass-ceramic,3,150,9.676,9.5312,0.08
glass-ceramic,3,175,9.6515,9.5375,0.08
glass-ceramic,3,200,9.4137,9.5437,0.08
glass-ceramic,3,225,9.608,9.55,0.08
glass-ceramic,3,250,9.67,9.5563,0.08
glass-ceramic,3,275,9.526,9.5625,0.08
glass-ceramic,3,300,9.5769,9.5687,0.08
glass-ceramic,3,325,9.4144,9.575,0.08
glass-ceramic,3,350,9.6026,9.5813,0.08
glass-ceramic,3,375,9.5024,9.5875,0.08
glass-ceramic,3,400,9.6097,9.5938,0.08
glass-ceramic,3,425,9.4751,9.6,0.08
glass-ceramic,3,450,9.6497,9.6062,0.08
glass-ceramic,3,475,9.6945,9.6125,0.08
glass-ceramic,3,500,9.5561,9.6188,0.08
glass-ceramic,3,525,9.534,9.625,0.08
glass-ceramic,3,550,9.4588,9.6312,0.08
glass-ceramic,3,575,9.6162,9.6375,0.08
glass-ceramic,3,600,9.5972,9.6438,0.08
glass-ceramic,3,625,9.5259,9.65,0.08
glass-ceramic,3,650,9.6925,9.6562,0.08
glass-ceramic,3,675,9.6265,9.6625,0.08
glass-ceramic,3,700,9.5827,9.6687,0.08
glass-ceramic,3,725,9.6306,9.675,0.08
glass-ceramic,3,750,9.767,9.6813,0.08
glass-ceramic,3,775,9.7357,9.6875,0.08
glass-ceramic,3,800,9.6833,9.6937,0.08
glass-ceramic,3,825,9.7495,9.7,0.08
glass-ceramic,3,850,9.6134,9.7063,0.08
glass-ceramic,3,875,9.7151,9.7125,0.08
glass-ceramic,3,900,9.7305,9.7188,0.08
glass-ceramic,4,25,9.4624,9.5,0.08
glass-ceramic,4,50,9.5411,9.5062,0.08
glass-ceramic,4,75,9.4501,9.5125,0.08
glass-ceramic,4,100,9.5595,9.5188,0.08
glass-ceramic,4,125,9.5691,9.525,0.08
glass-ceramic,4,150,9.2979,9.5312,0.08
glass-ceramic,4,175,9.6327,9.5375,0.08
glass-ceramic,4,200,9.2999,9.5437,0.08
glass-ceramic,4,225,9.5007,9.55,0.08
glass-ceramic,4,250,9.6383,9.5563,0.08
glass-ceramic,4,275,9.5371,9.5625,0.08
glass-ceramic,4,300,9.4515,9.5687,0.08
glass-ceramic,4,325,9.4875,9.575,0.08
glass-ceramic,4,350,9.6634,9.5813,0.08
glass-ceramic,4,375,9.4338,9.5875,0.08
glass-ceramic,4,400,9.6841,9.5938,0.08
glass-ceramic,4,425,9.5956,9.6,0.08
glass-ceramic,4,450,9.5109,9.6062,0.08
glass-ceramic,4,475,9.5659,9.6125,0.08
glass-ceramic,4,500,9.5374,9.6188,0.08
glass-ceramic,4,525,9.6943,9.625,0.08
glass-ceramic,4,550,9.6898,9.6312,0.08
glass-ceramic,4,575,9.5,9.6375,0.08
glass-ceramic,4,600,9.6115,9.6438,0.08
glass-ceramic,4,625,9.5809,9.65,0.08
glass-ceramic,4,650,9.7597,9.6562,0.08
glass-ceramic,4,675,9.5545,9.6625,0.08
glass-ceramic,4,700,9.7971,9.6687,0.08
glass-ceramic,4,725,9.6723,9.675,0.08
glass-ceramic,4,750,9.5883,9.6813,0.08
glass-ceramic,4,775,9.6333,9.6875,0.08
glass-ceramic,4,800,9.6296,9.6937,0.08
glass-ceramic,4,825,9.598,9.7,0.08
glass-ceramic,4,850,9.7138,9.7063,0.08
glass-ceramic,4,875,9.6143,9.7125,0.08
glass-ceramic,4,900,9.5443,9.7188,0.08
glass-ceramic,5,25,9.4696,9.5,0.08
glass-ceramic,5,50,9.362,9.5062,0.08
glass-ceramic,5,75,9.4523,9.5125,0.08
glass-ceramic,5,100,9.446,9.5188,0.08
glass-ceramic,5,125,9.4553,9.525,0.08
glass-ceramic,5,150,9.6913,9.5312,0.08
glass-ceramic,5,175,9.542,9.5375,0.08
glass-ceramic,5,200,9.5634,9.5437,0.08
glass-ceramic,5,225,9.4079,9.55,0.08
glass-ceramic,5,250,9.5039,9.5563,0.08
glass-ceramic,5,275,9.5797,9.5625,0.08
glass-ceramic,5,300,9.4868,9.5687,0.08
glass-ceramic,5,325,9.6476,9.575,0.08
glass-ceramic,5,350,9.485,9.5813,0.08
glass-ceramic,5,375,9.5646,9.5875,0.08
glass-ceramic,5,400,9.5469,9.5938,0.08
glass-ceramic,5,425,9.6131,9.6,0.08
glass-ceramic,5,450,9.555,9.6062,0.08
glass-ceramic,5,475,9.5908,9.6125,0.08
glass-ceramic,5,500,9.5999,9.6188,0.08
glass-ceramic,5,525,9.5662,9.625,0.08
glass-ceramic,5,550,9.6701,9.6312,0.08
glass-ceramic,5,575,9.6566,9.6375,0.08
glass-ceramic,5,600,9.6367,9.6438,0.08
glass-ceramic,5,625,9.6156,9.65,0.08
glass-ceramic,5,650,9.72,9.6562,0.08
glass-ceramic,5,675,9.6436,9.6625,0.08
glass-ceramic,5,700,9.6442,9.6687,0.08
glass-ceramic,5,725,9.6834,9.675,0.08
glass-ceramic,5,750,9.817,9.6813,0.08
glass-ceramic,5,775,9.5803,9.6875,0.08
glass-ceramic,5,800,9.7553,9.6937,0.08
glass-ceramic,5,825,9.5485,9.7,0.08
glass-ceramic,5,850,9.7236,9.7063,0.08
glass-ceramic,5,875,9.8385,9.7125,0.08
glass-ceramic,5,900,9.7578,9.7188,0.08
glass-ceramic,6,25,9.5137,9.5,0.08
glass-ceramic,6,50,9.4614,9.5062,0.08
glass-ceramic,6,75,9.515,9.5125,0.08
glass-ceramic,6,100,9.4986,9.5188,0.08
glass-ceramic,6,125,9.4621,9.525,0.08
glass-ceramic,6,150,9.5081,9.5312,0.08
glass-ceramic,6,175,9.5534,9.5375,0.08
glass-ceramic,6,200,9.4824,9.5437,0.08
glass-ceramic,6,225,9.4855,9.55,0.08
glass-ceramic,6,250,9.4474,9.5563,0.08
glass-ceramic,6,275,9.5938,9.5625,0.08
glass-ceramic,6,300,9.6124,9.5687,0.08
glass-ceramic,6,325,9.5935,9.575,0.08
glass-ceramic,6,350,9.6585,9.5813,0.08
glass-ceramic,6,375,9.5945,9.5875,0.08
glass-ceramic,6,400,9.6251,9.5938,0.08
glass-ceramic,6,425,9.6243,9.6,0.08
glass-ceramic,6,450,9.5989,9.6062,0.08
glass-ceramic,6,475,9.57,9.6125,0.08
glass-ceramic,6,500,9.7959,9.6188,0.08
glass-ceramic,6,525,9.5888,9.625,0.08
glass-ceramic,6,550,9.578,9.6312,0.08
glass-ceramic,6,575,9.6722,9.6375,0.08
glass-ceramic,6,600,9.6639,9.6438,0.08
glass-ceramic,6,625,9.5376,9.65,0.08
glass-ceramic,6,650,9.7461,9.6562,0.08
glass-ceramic,6,675,9.655,9.6625,0.08
glass-ceramic,6,700,9.5799,9.6687,0.08
glass-ceramic,6,725,9.7701,9.675,0.08
glass-ceramic,6,750,9.7313,9.6813,0.08
glass-ceramic,6,775,9.5863,9.6875,0.08
glass-ceramic,6,800,9.8359,9.6937,0.08
glass-ceramic,6,825,9.7527,9.7,0.08
glass-ceramic,6,850,9.7054,9.7063,0.08
glass-ceramic,6,875,9.8397,9.7125,0.08
glass-ceramic,6,900,9.7315,9.7188,0.08
glass-ceramic,7,25,9.4978,9.5,0.08
glass-ceramic,7,50,9.4534,9.5062,0.08
glass-ceramic,7,75,9.559,9.5125,0.08
glass-ceramic,7,100,9.5569,9.5188,0.08
glass-ceramic,7,125,9.5262,9.525,0.08
glass-ceramic,7,150,9.4681,9.5312,0.08
glass-ceramic,7,175,9.5479,9.5375,0.08
glass-ceramic,7,200,9.5382,9.5437,0.08
glass-ceramic,7,225,9.4433,9.55,0.08
glass-ceramic,7,250,9.4385,9.5563,0.08
glass-ceramic,7,275,9.6077,9.5625,0.08
glass-ceramic,7,300,9.3606,9.5687,0.08
glass-ceramic,7,325,9.5914,9.575,0.08
glass-ceramic,7,350,9.543,9.5813,0.08
glass-ceramic,7,375,9.6922,9.5875,0.08
glass-ceramic,7,400,9.5543,9.5938,0.08
glass-ceramic,7,425,9.6528,9.6,0.08
glass-ceramic,7,450,9.5745,9.6062,0.08
glass-ceramic,7,475,9.6216,9.6125,0.08
glass-ceramic,7,500,9.6777,9.6188,0.08
glass-ceramic,7,525,9.588,9.625,0.08
glass-ceramic,7,550,9.711,9.6312,0.08
glass-ceramic,7,575,9.558,9.6375,0.08
glass-ceramic,7,600,9.6673,9.6438,0.08
glass-ceramic,7,625,9.7238,9.65,0.08
glass-ceramic,7,650,9.7091,9.6562,0.08
glass-ceramic,7,675,9.8158,9.6625,0.08
glass-ceramic,7,700,9.6077,9.6687,0.08
glass-ceramic,7,725,9.5647,9.675,0.08
glass-ceramic,7,750,9.6017,9.6813,0.08
glass-ceramic,7,775,9.7403,9.6875,0.08
glass-ceramic,7,800,9.7336,9.6937,0.08
glass-ceramic,7,825,9.7082,9.7,0.08
glass-ceramic,7,850,9.6164,9.7063,0.08
glass-ceramic,7,875,9.7738,9.7125,0.08
glass-ceramic,7,900,9.6208,9.7188,0.08
glass-ceramic,8,25,9.5927,9.5,0.08
glass-ceramic,8,50,9.7348,9.5062,0.08
glass-ceramic,8,75,9.5418,9.5125,0.08
glass-ceramic,8,100,9.5654,9.5188,0.08
glass-ceramic,8,125,9.4856,9.525,0.08
glass-ceramic,8,150,9.3864,9.5312,0.08
glass-ceramic,8,175,9.4893,9.5375,0.08
glass-ceramic,8,200,9.4563,9.5437,0.08
glass-ceramic,8,225,9.4342,9.55,0.08
glass-ceramic,8,250,9.694,9.5563,0.08
glass-ceramic,8,275,9.5843,9.5625,0.08
glass-ceramic,8,300,9.5991,9.5687,0.08
glass-ceramic,8,325,9.5503,9.575,0.08
glass-ceramic,8,350,9.5674,9.5813,0.08
glass-ceramic,8,375,9.6647,9.5875,0.08
glass-ceramic,8,400,9.5912,9.5938,0.08
glass-ceramic,8,425,9.6425,9.6,0.08
glass-ceramic,8,450,9.5906,9.6062,0.08
glass-ceramic,8,475,9.5851,9.6125,0.08
glass-ceramic,8,500,9.5062,9.6188,0.08
glass-ceramic,8,525,9.4668,9.625,0.08
glass-ceramic,8,550,9.6103,9.6312,0.08
glass-ceramic,8,575,9.642,9.6375,0.08
glass-ceramic,8,600,9.5409,9.6438,0.08
glass-ceramic,8,625,9.6472,9.65,0.08
glass-ceramic,8,650,9.6606,9.6562,0.08
glass-ceramic,8,675,9.49,9.6625,0.08
glass-ceramic,8,700,9.5955,9.6687,0.08
glass-ceramic,8,725,9.7076,9.675,0.08
glass-ceramic,8,750,9.7122,9.6813,0.08
glass-ceramic,8,775,9.5952,9.6875,0.08
glass-ceramic,8,800,9.7064,9.6937,0.08
glass-ceramic,8,825,9.7818,9.7,0.08
glass-ceramic,8,850,9.7684,9.7063,0.08
glass-ceramic,8,875,9.7049,9.7125,0.08
glass-ceramic,8,900,9.6813,9.7188,0.08
glass-ceramic,9,25,9.4497,9.5,0.08
glass-ceramic,9,50,9.5437,9.5062,0.08
glass-ceramic,9,75,9.5281,9.5125,0.08
glass-ceramic,9,100,9.5691,9.5188,0.08
glass-ceramic,9,125,9.5355,9.525,0.08
glass-ceramic,9,150,9.5968,9.5312,0.08
glass-ceramic,9,175,9.5451,9.5375,0.08
glass-ceramic,9,200,9.6065,9.5437,0.08
glass-ceramic,9,225,9.6197,9.55,0.08
glass-ceramic,9,250,9.4919,9.5563,0.08
glass-ceramic,9,275,9.4178,9.5625,0.08
glass-ceramic,9,300,9.6922,9.5687,0.08
glass-ceramic,9,325,9.5955,9.575,0.08
glass-ceramic,9,350,9.4441,9.5813,0.08
glass-ceramic,9,375,9.5304,9.5875,0.08
glass-ceramic,9,400,9.6555,9.5938,0.08
glass-ceramic,9,425,9.5776,9.6,0.08
glass-ceramic,9,450,9.5653,9.6062,0.08
glass-ceramic,9,475,9.7246,9.6125,0.08
glass-ceramic,9,500,9.535,9.6188,0.08
glass-ceramic,9,525,9.5611,9.625,0.08
glass-ceramic,9,550,9.6482,9.6312,0.08
glass-ceramic,9,575,9.6687,9.6375,0.08
glass-ceramic,9,600,9.6835,9.6438,0.08
glass-ceramic,9,625,9.7229,9.65,0.08
glass-ceramic,9,650,9.6721,9.6562,0.08
glass-ceramic,9,675,9.7017,9.6625,0.08
glass-ceramic,9,700,9.648,9.6687,0.08
glass-ceramic,9,725,9.68,9.675,0.08
glass-ceramic,9,750,9.6899,9.6813,0.08
glass-ceramic,9,775,9.7047,9.6875,0.08
glass-ceramic,9,800,9.7556,9.6937,0.08
glass-ceramic,9,825,9.7444,9.7,0.08
glass-ceramic,9,850,9.7098,9.7063,0.08
glass-ceramic,9,875,9.6478,9.7125,0.08
glass-ceramic,9,900,9.7242,9.7188,0.08
glass-ceramic,10,25,9.4978,9.5,0.08
glass-ceramic,10,50,9.5217,9.5062,0.08
glass-ceramic,10,75,9.689,9.5125,0.08
glass-ceramic,10,100,9.4768,9.5188,0.08
glass-ceramic,10,125,9.5588,9.525,0.08
glass-ceramic,10,150,9.6167,9.5312,0.08
glass-ceramic,10,175,9.5453,9.5375,0.08
glass-ceramic,10,200,9.7308,9.5437,0.08
glass-ceramic,10,225,9.5198,9.55,0.08
glass-ceramic,10,250,9.5822,9.5563,0.08
glass-ceramic,10,275,9.4986,9.5625,0.08
glass-ceramic,10,300,9.5406,9.5687,0.08
glass-ceramic,10,325,9.5949,9.575,0.08
glass-ceramic,10,350,9.649,9.5813,0.08
glass-ceramic,10,375,9.613,9.5875,0.08
glass-ceramic,10,400,9.6945,9.5938,0.08
glass-ceramic,10,425,9.5924,9.6,0.08
glass-ceramic,10,450,9.5797,9.6062,0.08
glass-ceramic,10,475,9.8288,9.6125,0.08
glass-ceramic,10,500,9.6503,9.6188,0.08
glass-ceramic,10,525,9.5674,9.625,0.08
glass-ceramic,10,550,9.5757,9.6312,0.08
glass-ceramic,10,575,9.5621,9.6375,0.08
glass-ceramic,10,600,9.7187,9.6438,0.08
glass-ceramic,10,625,9.6208,9.65,0.08
glass-ceramic,10,650,9.6664,9.6562,0.08
glass-ceramic,10,675,9.6574,9.6625,0.08
glass-ceramic,10,700,9.7273,9.6687,0.08
glass-ceramic,10,725,9.6073,9.675,0.08
glass-ceramic,10,750,9.5952,9.6813,0.08
glass-ceramic,10,775,9.7054,9.6875,0.08
glass-ceramic,10,800,9.7418,9.6937,0.08
glass-ceramic,10,825,9.7266,9.7,0.08
glass-ceramic,10,850,9.6415,9.7063,0.08
glass-ceramic,10,875,9.7667,9.7125,0.08
glass-ceramic,10,900,9.6592,9.7188,0.08
