Analysis_Type,FOV_ID,Measurement_Scale,Mix_ID,Sample_ID,Temperature_C,crack_density_mm_per_mm2,crack_fraction_est,itz_damage_index,mass_fraction_800C,melt_phase_fraction,percolates_x,percolates_y,percolates_z,phase,pore_components,pore_diam_um_p10,pore_diam_um_p50,pore_diam_um_p90,pore_eq_diam_p50_um,pore_eq_diam_p90_um,porosity,rubber_vol_frac,tga_total_loss_800,wt_percent
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.31056557843941
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.6395342882403243
TGA,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,0.8090124696684835,,,,,,,,,,,,,,0.19110263430160768,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,0.12262410107373692,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,0.05296043113425926,,,,1.0,1.0,1.0,,711.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,0.14963940806262738,,0.9412980893953844,,,,,,,,5.641895835477563,5.641895835477563,10.527920954506762,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,0.14963940806262738,,0.9705005029077999,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,0.0,,0.9433167687122822,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,0.14963940806262738,,0.9813455501311251,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,0.0,,0.9183259431058431,,,,,,,,5.641895835477563,5.641895835477563,14.927053303604616,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,,,,,C-S-H (amorphous),,,,,,,,,,70.80173352202195
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,,,,,Portlandite (CH),,,,,,,,,,0.34506689379603883
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,,,,,Calcite (CaCO3),,,,,,,,,,7.6262592730825665
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,,,,,Quartz (SiO2),,,,,,,,,,11.042691403189034
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,,,,,Ettringite,,,,,,,,,,1.946951574354162
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,,,,,Other crystalline,,,,,,,,,,5.322577075696113
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.1334478957178993
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.781272362142239
TGA,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,0.8036077299983502,,,,,,,,,,,,,,0.19651191113974964,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-600C-Furnace-Rep1,600,,,,,0.14535069461394676,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,0.039774576822916664,,,,1.0,1.0,1.0,,528.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,0.0,,0.9957370342868815,,,,,,,,5.641895835477563,5.641895835477563,14.927053303604616,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,0.07372683333841541,,0.9964198894463162,,,,,,,,5.641895835477563,5.641895835477563,10.981443384375776,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,0.09830244445122055,,0.9605018036752806,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,0.0,,0.9814318257238063,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,0.14745366667683082,,1.0,,,,,,,,5.641895835477563,5.641895835477563,14.033558502573811,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,,,,,C-S-H (amorphous),,,,,,,,,,71.73008374073011
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,,,,,Portlandite (CH),,,,,,,,,,0.02788278112359324
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,,,,,Calcite (CaCO3),,,,,,,,,,8.558528276406904
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,,,,,Quartz (SiO2),,,,,,,,,,10.990116406475083
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,,,,,Ettringite,,,,,,,,,,1.9397563709894314
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,,,,,Other crystalline,,,,,,,,,,3.7840859279143384
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.7033710727636107
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.2661754235969316
TGA,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,0.7998422114639098,,,,,,,,,,,,,,0.2002914540971682,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-600C-Furnace-Rep2,600,,,,,0.09680421836216166,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,0.0518798828125,,,,1.0,1.0,1.0,,407.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,0.0,,0.9997281319293769,,,,,,,,5.641895835477563,5.641895835477563,8.309340214321306,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,0.0,,0.974513181075488,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,0.07174286828980955,,0.976811787076643,,,,,,,,5.641895835477563,5.641895835477563,11.816540046613394,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,0.07174286828980955,,1.0,,,,,,,,5.641895835477563,5.641895835477563,11.816540046613394,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,0.07174286828980955,,0.9810183444500399,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,,,,,C-S-H (amorphous),,,,,,,,,,73.53180189399214
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,,,,,Portlandite (CH),,,,,,,,,,0.0
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,,,,,Calcite (CaCO3),,,,,,,,,,7.035163751555318
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,,,,,Quartz (SiO2),,,,,,,,,,9.056391487931057
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,,,,,Ettringite,,,,,,,,,,2.8101751700369086
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,,,,,Other crystalline,,,,,,,,,,4.006457492577656
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.473662974569442
XRD,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.086347229337482
TGA,,Bulk,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,0.7971860329589254,,,,,,,,,,,,,,0.2029440175148332,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-600C-Furnace-Rep3,600,,,,,0.14190119791218256,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,0.04646244755497685,,,,1.0,1.0,1.0,,708.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,0.0752830456491928,,0.9788506611846323,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,0.0752830456491928,,0.9813372125115989,,,,,,,,5.641895835477563,5.641895835477563,13.81976597885342,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,0.0752830456491928,,1.0,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,0.0,,0.98567052124467,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,0.0752830456491928,,0.9551120142546492,,,,,,,,5.641895835477563,5.641895835477563,12.976893620726583,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,,,,,C-S-H (amorphous),,,,,,,,,,73.54332597534314
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,,,,,Portlandite (CH),,,,,,,,,,0.021094566930460492
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,,,,,Calcite (CaCO3),,,,,,,,,,2.4604364483070373
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,,,,,Quartz (SiO2),,,,,,,,,,12.104240885867375
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,,,,,Ettringite,,,,,,,,,,4.046911551612237
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,,,,,Other crystalline,,,,,,,,,,4.628412251601813
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.83300287723111
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.3625754431068213
TGA,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,0.7541519319528744,,,,,,,,,,,,,,0.24609575430524883,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-800C-Furnace-Rep1,800,,,,,0.15490083039423067,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,0.08749841760706019,,,,1.0,1.0,1.0,,790.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,0.07575765348964292,,1.0,,,,,,,,5.641895835477563,5.641895835477563,14.041223443803663,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,0.07575765348964292,,0.9995833321754127,,,,,,,,5.641895835477563,5.641895835477563,12.216101328357102,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,0.37878826744821453,,0.9890043852793653,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,0.32828316512178596,,0.9994882923826343,,,,,,,,5.641895835477563,5.641895835477563,10.830269241086132,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,0.0,,1.0,,,,,,,,5.641895835477563,5.641895835477563,11.816540046613403,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,,,,,C-S-H (amorphous),,,,,,,,,,73.00815301079095
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,,,,,Portlandite (CH),,,,,,,,,,0.1495524130341761
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,,,,,Calcite (CaCO3),,,,,,,,,,3.433802953115973
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,,,,,Quartz (SiO2),,,,,,,,,,12.520960695505087
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,,,,,Ettringite,,,,,,,,,,3.4269639810888184
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,,,,,Other crystalline,,,,,,,,,,3.8222412746716947
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,3.0453523254282393
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.592973346365062
TGA,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,0.7577259775337567,,,,,,,,,,,,,,0.2425191173264974,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-800C-Furnace-Rep2,800,,,,,0.0927402678309994,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,0.09450502748842593,,,,1.0,1.0,1.0,,893.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,0.0,,0.9754881340355706,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,0.07461016436969028,,0.9945163541178126,,,,,,,,5.641895835477563,5.641895835477563,11.550165858784265,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,0.14922032873938057,,0.9611149708776682,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,0.22383049310907085,,1.0,,,,,,,,5.641895835477563,5.641895835477563,13.21771429447711,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,0.14922032873938057,,1.0,,,,,,,,5.641895835477563,5.641895835477563,12.044583963324607,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,,,,,C-S-H (amorphous),,,,,,,,,,71.67534971245033
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,,,,,Portlandite (CH),,,,,,,,,,0.5699819495110962
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,,,,,Calcite (CaCO3),,,,,,,,,,3.0960364742536166
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,,,,,Quartz (SiO2),,,,,,,,,,13.52610155867438
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,,,,,Ettringite,,,,,,,,,,4.589568952197649
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,,,,,Other crystalline,,,,,,,,,,3.860425156135458
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.6825361967774795
XRD,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.0
TGA,,Bulk,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,0.7501498040961299,,,,,,,,,,,,,,0.25010038252451394,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-800C-Furnace-Rep3,800,,,,,0.10958824855264807,,,,,,,,,,,,0.2,,
