measure_id,building_type,climate_zone,applicability_score
ME_HV_ATW_HP,Warehouse,2A,0.85
ME_HV_ATW_HP,Warehouse,2B,0.84
ME_HV_ATW_HP,Warehouse,2C,0.76
ME_HV_ATW_HP,Warehouse,3A,0.81
ME_HV_ATW_HP,Warehouse,3B,0.79
ME_HV_ATW_HP,Warehouse,3C,0.83
ME_HV_ATW_HP,Warehouse,4A,0.82
ME_HV_ATW_HP,Warehouse,4B,0.85
ME_HV_ATW_HP,Warehouse,4C,0.76
ME_HV_ATW_HP,Warehouse,5A,0.81
ME_HV_ATW_HP,Warehouse,5B,0.83
ME_HV_ATW_HP,Warehouse,5C,0.75
ME_HV_ATW_HP,Warehouse,6A,0.76
ME_HV_ATW_HP,Warehouse,6B,0.83
ME_HV_ATW_HP,Warehouse,6C,0.79
ME_HV_ATW_HP,Warehouse,7A,0.79
ME_HV_ATW_HP,Warehouse,7B,0.81
ME_HV_ATW_HP,Warehouse,7C,0.81
ME_HV_CHILLER_HIGH_EFF,Office,1A,0.92
ME_HV_CHILLER_HIGH_EFF,Office,1B,0.94
ME_HV_CHILLER_HIGH_EFF,Office,1C,0.89
ME_HV_CHILLER_HIGH_EFF,Office,2A,0.93
ME_HV_CHILLER_HIGH_EFF,Office,2B,0.91
ME_HV_CHILLER_HIGH_EFF,Office,2C,0.9
ME_HV_CHILLER_HIGH_EFF,Office,3A,0.89
ME_HV_CHILLER_HIGH_EFF,Office,3B,0.91
ME_HV_CHILLER_HIGH_EFF,Office,3C,0.87
ME_HV_CHILLER_HIGH_EFF,Office,4A,0.86
ME_HV_CHILLER_HIGH_EFF,Office,4B,0.92
ME_HV_CHILLER_HIGH_EFF,Office,4C,0.9
ME_HV_CHILLER_HIGH_EFF,Office,5A,0.89
ME_HV_CHILLER_HIGH_EFF,Office,5B,0.91
ME_HV_CHILLER_HIGH_EFF,Office,5C,0.88
ME_HV_CHILLER_HIGH_EFF,Office,6A,0.88
ME_HV_CHILLER_HIGH_EFF,Office,6B,0.89
ME_HV_CHILLER_HIGH_EFF,Office,6C,0.95
ME_HV_CHILLER_HIGH_EFF,Office,7A,0.88
ME_HV_CHILLER_HIGH_EFF,Office,7B,0.94
ME_HV_CHILLER_HIGH_EFF,Office,7C,0.9
ME_HV_CHILLER_HIGH_EFF,School,1A,0.86
ME_HV_CHILLER_HIGH_EFF,School,1B,0.94
ME_HV_CHILLER_HIGH_EFF,School,1C,0.9
ME_HV_CHILLER_HIGH_EFF,School,2A,0.94
ME_HV_CHILLER_HIGH_EFF,School,2B,0.89
ME_HV_CHILLER_HIGH_EFF,School,2C,0.86
ME_HV_CHILLER_HIGH_EFF,School,3A,0.92
ME_HV_CHILLER_HIGH_EFF,School,3B,0.93
ME_HV_CHILLER_HIGH_EFF,School,3C,0.88
ME_HV_CHILLER_HIGH_EFF,School,4A,0.88
ME_HV_CHILLER_HIGH_EFF,School,4B,0.86
ME_HV_CHILLER_HIGH_EFF,School,4C,0.9
ME_HV_CHILLER_HIGH_EFF,School,5A,0.94
ME_HV_CHILLER_HIGH_EFF,School,5B,0.94
ME_HV_CHILLER_HIGH_EFF,School,5C,0.92
ME_HV_CHILLER_HIGH_EFF,School,6A,0.94
ME_HV_CHILLER_HIGH_EFF,School,6B,0.91
ME_HV_CHILLER_HIGH_EFF,School,6C,0.93
ME_HV_CHILLER_HIGH_EFF,School,7A,0.9
ME_HV_CHILLER_HIGH_EFF,School,7B,0.86
ME_HV_CHILLER_HIGH_EFF,School,7C,0.87
ME_HV_CHILLER_HIGH_EFF,Residential,1A,0.86
ME_HV_CHILLER_HIGH_EFF,Residential,1B,0.93
ME_HV_CHILLER_HIGH_EFF,Residential,1C,0.85
ME_HV_CHILLER_HIGH_EFF,Residential,2A,0.91
ME_HV_CHILLER_HIGH_EFF,Residential,2B,0.89
ME_HV_CHILLER_HIGH_EFF,Residential,2C,0.93
ME_HV_CHILLER_HIGH_EFF,Residential,3A,0.91
ME_HV_CHILLER_HIGH_EFF,Residential,3B,0.91
ME_HV_CHILLER_HIGH_EFF,Residential,3C,0.86
ME_HV_CHILLER_HIGH_EFF,Residential,4A,0.88
ME_HV_CHILLER_HIGH_EFF,Residential,4B,0.95
ME_HV_CHILLER_HIGH_EFF,Residential,4C,0.92
ME_HV_CHILLER_HIGH_EFF,Residential,5A,0.9
ME_HV_CHILLER_HIGH_EFF,Residential,5B,0.93
ME_HV_CHILLER_HIGH_EFF,Residential,5C,0.93
ME_HV_CHILLER_HIGH_EFF,Residential,6A,0.86
ME_HV_CHILLER_HIGH_EFF,Residential,6B,0.95
ME_HV_CHILLER_HIGH_EFF,Residential,6C,0.91
ME_HV_CHILLER_HIGH_EFF,Residential,7A,0.89
ME_HV_CHILLER_HIGH_EFF,Residential,7B,0.92
ME_HV_CHILLER_HIGH_EFF,Residential,7C,0.88
ME_HV_CHILLER_HIGH_EFF,Hospital,1A,0.94
ME_HV_CHILLER_HIGH_EFF,Hospital,1B,0.93
ME_HV_CHILLER_HIGH_EFF,Hospital,1C,0.91
ME_HV_CHILLER_HIGH_EFF,Hospital,2A,0.87
ME_HV_CHILLER_HIGH_EFF,Hospital,2B,0.95
ME_HV_CHILLER_HIGH_EFF,Hospital,2C,0.89
ME_HV_CHILLER_HIGH_EFF,Hospital,3A,0.94
ME_HV_CHILLER_HIGH_EFF,Hospital,3B,0.86
ME_HV_CHILLER_HIGH_EFF,Hospital,3C,0.86
ME_HV_CHILLER_HIGH_EFF,Hospital,4A,0.87
ME_HV_CHILLER_HIGH_EFF,Hospital,4B,0.87
ME_HV_CHILLER_HIGH_EFF,Hospital,4C,0.88
ME_HV_CHILLER_HIGH_EFF,Hospital,5A,0.92
ME_HV_CHILLER_HIGH_EFF,Hospital,5B,0.88
ME_HV_CHILLER_HIGH_EFF,Hospital,5C,0.94
ME_HV_CHILLER_HIGH_EFF,Hospital,6A,0.94
ME_HV_CHILLER_HIGH_EFF,Hospital,6B,0.93
ME_HV_CHILLER_HIGH_EFF,Hospital,6C,0.88
ME_HV_CHILLER_HIGH_EFF,Hospital,7A,0.91
ME_HV_CHILLER_HIGH_EFF,Hospital,7B,0.91
ME_HV_CHILLER_HIGH_EFF,Hospital,7C,0.86
ME_HV_CHILLER_HIGH_EFF,Retail,1A,0.88
ME_HV_CHILLER_HIGH_EFF,Retail,1B,0.9
ME_HV_CHILLER_HIGH_EFF,Retail,1C,0.9
ME_HV_CHILLER_HIGH_EFF,Retail,2A,0.87
ME_HV_CHILLER_HIGH_EFF,Retail,2B,0.94
ME_HV_CHILLER_HIGH_EFF,Retail,2C,0.87
ME_HV_CHILLER_HIGH_EFF,Retail,3A,0.92
ME_HV_CHILLER_HIGH_EFF,Retail,3B,0.92
ME_HV_CHILLER_HIGH_EFF,Retail,3C,0.91
ME_HV_CHILLER_HIGH_EFF,Retail,4A,0.93
ME_HV_CHILLER_HIGH_EFF,Retail,4B,0.91
ME_HV_CHILLER_HIGH_EFF,Retail,4C,0.93
ME_HV_CHILLER_HIGH_EFF,Retail,5A,0.85
ME_HV_CHILLER_HIGH_EFF,Retail,5B,0.85
ME_HV_CHILLER_HIGH_EFF,Retail,5C,0.91
ME_HV_CHILLER_HIGH_EFF,Retail,6A,0.91
ME_HV_CHILLER_HIGH_EFF,Retail,6B,0.92
ME_HV_CHILLER_HIGH_EFF,Retail,6C,0.93
ME_HV_CHILLER_HIGH_EFF,Retail,7A,0.89
ME_HV_CHILLER_HIGH_EFF,Retail,7B,0.91
ME_HV_CHILLER_HIGH_EFF,Retail,7C,0.9
ME_HV_CHILLER_HIGH_EFF,Warehouse,1A,0.81
ME_HV_CHILLER_HIGH_EFF,Warehouse,1B,0.78
ME_HV_CHILLER_HIGH_EFF,Warehouse,1C,0.85
ME_HV_CHILLER_HIGH_EFF,Warehouse,2A,0.8
ME_HV_CHILLER_HIGH_EFF,Warehouse,2B,0.83
ME_HV_CHILLER_HIGH_EFF,Warehouse,2C,0.82
ME_HV_CHILLER_HIGH_EFF,Warehouse,3A,0.78
ME_HV_CHILLER_HIGH_EFF,Warehouse,3B,0.76
ME_HV_CHILLER_HIGH_EFF,Warehouse,3C,0.76
ME_HV_CHILLER_HIGH_EFF,Warehouse,4A,0.79
ME_HV_CHILLER_HIGH_EFF,Warehouse,4B,0.8
ME_HV_CHILLER_HIGH_EFF,Warehouse,4C,0.77
ME_HV_CHILLER_HIGH_EFF,Warehouse,5A,0.81
ME_HV_CHILLER_HIGH_EFF,Warehouse,5B,0.78
ME_HV_CHILLER_HIGH_EFF,Warehouse,5C,0.82
ME_HV_CHILLER_HIGH_EFF,Warehouse,6A,0.82
ME_HV_CHILLER_HIGH_EFF,Warehouse,6B,0.84
ME_HV_CHILLER_HIGH_EFF,Warehouse,6C,0.85
ME_HV_CHILLER_HIGH_EFF,Warehouse,7A,0.76
ME_HV_CHILLER_HIGH_EFF,Warehouse,7B,0.79
ME_HV_CHILLER_HIGH_EFF,Warehouse,7C,0.81
ME_HV_ADD_ERV,Office,1A,0.88
ME_HV_ADD_ERV,Office,1B,0.9
ME_HV_ADD_ERV,Office,1C,0.88
ME_HV_ADD_ERV,Office,2A,0.87
ME_HV_ADD_ERV,Office,2B,0.86
ME_HV_ADD_ERV,Office,2C,0.88
ME_HV_ADD_ERV,Office,3A,0.89
ME_HV_ADD_ERV,Office,3B,0.91
ME_HV_ADD_ERV,Office,3C,0.87
ME_HV_ADD_ERV,Office,4A,0.94
ME_HV_ADD_ERV,Office,4B,0.87
ME_HV_ADD_ERV,Office,4C,0.88
ME_HV_ADD_ERV,Office,5A,0.91
ME_HV_ADD_ERV,Office,5B,0.88
ME_HV_ADD_ERV,Office,5C,0.93
ME_HV_ADD_ERV,Office,6A,0.9
ME_HV_ADD_ERV,Office,6B,0.9
ME_HV_ADD_ERV,Office,6C,0.9
ME_HV_ADD_ERV,Office,7A,0.88
ME_HV_ADD_ERV,Office,7B,0.85
ME_HV_ADD_ERV,Office,7C,0.94
ME_HV_ADD_ERV,School,1A,0.9
ME_HV_ADD_ERV,School,1B,0.95
ME_HV_ADD_ERV,School,1C,0.87
ME_HV_ADD_ERV,School,2A,0.89
ME_HV_ADD_ERV,School,2B,0.86
ME_HV_ADD_ERV,School,2C,0.9
ME_HV_ADD_ERV,School,3A,0.94
ME_HV_ADD_ERV,School,3B,0.92
ME_HV_ADD_ERV,School,3C,0.9
ME_HV_ADD_ERV,School,4A,0.9
ME_HV_ADD_ERV,School,4B,0.93
ME_HV_ADD_ERV,School,4C,0.89
ME_HV_ADD_ERV,School,5A,0.94
ME_HV_ADD_ERV,School,5B,0.92
ME_HV_ADD_ERV,School,5C,0.93
ME_HV_ADD_ERV,School,6A,0.89
ME_HV_ADD_ERV,School,6B,0.89
ME_HV_ADD_ERV,School,6C,0.91
ME_HV_ADD_ERV,School,7A,0.87
ME_HV_ADD_ERV,School,7B,0.91
ME_HV_ADD_ERV,School,7C,0.86
ME_HV_ADD_ERV,Residential,1A,0.9
ME_HV_ADD_ERV,Residential,1B,0.93
ME_HV_ADD_ERV,Residential,1C,0.88
ME_HV_ADD_ERV,Residential,2A,0.95
ME_HV_ADD_ERV,Residential,2B,0.92
ME_HV_ADD_ERV,Residential,2C,0.86
ME_HV_ADD_ERV,Residential,3A,0.95
ME_HV_ADD_ERV,Residential,3B,0.89
ME_HV_ADD_ERV,Residential,3C,0.93
ME_HV_ADD_ERV,Residential,4A,0.88
ME_HV_ADD_ERV,Residential,4B,0.94
ME_HV_ADD_ERV,Residential,4C,0.93
ME_HV_ADD_ERV,Residential,5A,0.87
ME_HV_ADD_ERV,Residential,5B,0.9
ME_HV_ADD_ERV,Residential,5C,0.9
ME_HV_ADD_ERV,Residential,6A,0.85
ME_HV_ADD_ERV,Residential,6B,0.86
ME_HV_ADD_ERV,Residential,6C,0.88
ME_HV_ADD_ERV,Residential,7A,0.9
ME_HV_ADD_ERV,Residential,7B,0.9
ME_HV_ADD_ERV,Residential,7C,0.91
ME_HV_ADD_ERV,Hospital,1A,0.9
ME_HV_ADD_ERV,Hospital,1B,0.88
ME_HV_ADD_ERV,Hospital,1C,0.91
ME_HV_ADD_ERV,Hospital,2A,0.87
ME_HV_ADD_ERV,Hospital,2B,0.95
ME_HV_ADD_ERV,Hospital,2C,0.92
ME_HV_ADD_ERV,Hospital,3A,0.88
ME_HV_ADD_ERV,Hospital,3B,0.88
ME_HV_ADD_ERV,Hospital,3C,0.93
ME_HV_ADD_ERV,Hospital,4A,0.9
ME_HV_ADD_ERV,Hospital,4B,0.92
ME_HV_ADD_ERV,Hospital,4C,0.88
ME_HV_ADD_ERV,Hospital,5A,0.93
ME_HV_ADD_ERV,Hospital,5B,0.89
ME_HV_ADD_ERV,Hospital,5C,0.92
ME_HV_ADD_ERV,Hospital,6A,0.95
ME_HV_ADD_ERV,Hospital,6B,0.91
ME_HV_ADD_ERV,Hospital,6C,0.93
ME_HV_ADD_ERV,Hospital,7A,0.92
ME_HV_ADD_ERV,Hospital,7B,0.92
ME_HV_ADD_ERV,Hospital,7C,0.85
ME_HV_ADD_ERV,Retail,1A,0.9
ME_HV_ADD_ERV,Retail,1B,0.95
ME_HV_ADD_ERV,Retail,1C,0.93
ME_HV_ADD_ERV,Retail,2A,0.93
ME_HV_ADD_ERV,Retail,2B,0.91
ME_HV_ADD_ERV,Retail,2C,0.92
ME_HV_ADD_ERV,Retail,3A,0.91
ME_HV_ADD_ERV,Retail,3B,0.87
ME_HV_ADD_ERV,Retail,3C,0.91
ME_HV_ADD_ERV,Retail,4A,0.91
ME_HV_ADD_ERV,Retail,4B,0.93
ME_HV_ADD_ERV,Retail,4C,0.86
ME_HV_ADD_ERV,Retail,5A,0.92
ME_HV_ADD_ERV,Retail,5B,0.85
ME_HV_ADD_ERV,Retail,5C,0.94
ME_HV_ADD_ERV,Retail,6A,0.86
ME_HV_ADD_ERV,Retail,6B,0.85
ME_HV_ADD_ERV,Retail,6C,0.88
ME_HV_ADD_ERV,Retail,7A,0.87
ME_HV_ADD_ERV,Retail,7B,0.92
ME_HV_ADD_ERV,Retail,7C,0.89
ME_HV_ADD_ERV,Warehouse,1A,0.83
ME_HV_ADD_ERV,Warehouse,1B,0.84
ME_HV_ADD_ERV,Warehouse,1C,0.84
ME_HV_ADD_ERV,Warehouse,2A,0.82
ME_HV_ADD_ERV,Warehouse,2B,0.76
ME_HV_ADD_ERV,Warehouse,2C,0.76
ME_HV_ADD_ERV,Warehouse,3A,0.77
ME_HV_ADD_ERV,Warehouse,3B,0.78
ME_HV_ADD_ERV,Warehouse,3C,0.82
ME_HV_ADD_ERV,Warehouse,4A,0.8
ME_HV_ADD_ERV,Warehouse,4B,0.78
ME_HV_ADD_ERV,Warehouse,4C,0.77
ME_HV_ADD_ERV,Warehouse,5A,0.84
ME_HV_ADD_ERV,Warehouse,5B,0.78
ME_HV_ADD_ERV,Warehouse,5C,0.79
ME_HV_ADD_ERV,Warehouse,6A,0.83
ME_HV_ADD_ERV,Warehouse,6B,0.82
ME_HV_ADD_ERV,Warehouse,6C,0.81
ME_HV_ADD_ERV,Warehouse,7A,0.82
ME_HV_ADD_ERV,Warehouse,7B,0.81
ME_HV_ADD_ERV,Warehouse,7C,0.77
ME_HV_VFD,Office,1A,0.87
ME_HV_VFD,Office,1B,0.91
ME_HV_VFD,Office,1C,0.87
ME_HV_VFD,Office,2A,0.95
ME_HV_VFD,Office,2B,0.88
ME_HV_VFD,Office,2C,0.88
ME_HV_VFD,Office,3A,0.87
ME_HV_VFD,Office,3B,0.92
ME_HV_VFD,Office,3C,0.88
ME_HV_VFD,Office,4A,0.88
ME_HV_VFD,Office,4B,0.94
ME_HV_VFD,Office,4C,0.93
ME_HV_VFD,Office,5A,0.88
ME_HV_VFD,Office,5B,0.86
ME_HV_VFD,Office,5C,0.92
ME_HV_VFD,Office,6A,0.89
ME_HV_VFD,Office,6B,0.95
ME_HV_VFD,Office,6C,0.93
ME_HV_VFD,Office,7A,0.95
ME_HV_VFD,Office,7B,0.93
ME_HV_VFD,Office,7C,0.88
ME_HV_VFD,School,1A,0.88
ME_HV_VFD,School,1B,0.92
ME_HV_VFD,School,1C,0.88
ME_HV_VFD,School,2A,0.89
ME_HV_VFD,School,2B,0.88
ME_HV_VFD,School,2C,0.9
ME_HV_VFD,School,3A,0.87
ME_HV_VFD,School,3B,0.9
ME_HV_VFD,School,3C,0.94
ME_HV_VFD,School,4A,0.92
ME_HV_VFD,School,4B,0.86
ME_HV_VFD,School,4C,0.91
ME_HV_VFD,School,5A,0.91
ME_HV_VFD,School,5B,0.87
ME_HV_VFD,School,5C,0.92
ME_HV_VFD,School,6A,0.9
ME_HV_VFD,School,6B,0.91
ME_HV_VFD,School,6C,0.86
ME_HV_VFD,School,7A,0.89
ME_HV_VFD,School,7B,0.92
ME_HV_VFD,School,7C,0.86
ME_HV_VFD,Residential,1A,0.93
ME_HV_VFD,Residential,1B,0.85
ME_HV_VFD,Residential,1C,0.91
ME_HV_VFD,Residential,2A,0.94
ME_HV_VFD,Residential,2B,0.89
ME_HV_VFD,Residential,2C,0.94
ME_HV_VFD,Residential,3A,0.94
ME_HV_VFD,Residential,3B,0.9
ME_HV_VFD,Residential,3C,0.87
ME_HV_VFD,Residential,4A,0.95
ME_HV_VFD,Residential,4B,0.88
ME_HV_VFD,Residential,4C,0.91
ME_HV_VFD,Residential,5A,0.94
ME_HV_VFD,Residential,5B,0.86
ME_HV_VFD,Residential,5C,0.91
ME_HV_VFD,Residential,6A,0.9
ME_HV_VFD,Residential,6B,0.92
ME_HV_VFD,Residential,6C,0.94
ME_HV_VFD,Residential,7A,0.94
ME_HV_VFD,Residential,7B,0.87
ME_HV_VFD,Residential,7C,0.94
ME_HV_VFD,Hospital,1A,0.87
ME_HV_VFD,Hospital,1B,0.94
ME_HV_VFD,Hospital,1C,0.95
ME_HV_VFD,Hospital,2A,0.89
ME_HV_VFD,Hospital,2B,0.9
ME_HV_VFD,Hospital,2C,0.94
ME_HV_VFD,Hospital,3A,0.95
ME_HV_VFD,Hospital,3B,0.94
ME_HV_VFD,Hospital,3C,0.94
ME_HV_VFD,Hospital,4A,0.85
ME_HV_VFD,Hospital,4B,0.91
ME_HV_VFD,Hospital,4C,0.86
ME_HV_VFD,Hospital,5A,0.95
ME_HV_VFD,Hospital,5B,0.88
ME_HV_VFD,Hospital,5C,0.95
ME_HV_VFD,Hospital,6A,0.9
ME_HV_VFD,Hospital,6B,0.9
ME_HV_VFD,Hospital,6C,0.94
ME_HV_VFD,Hospital,7A,0.94
ME_HV_VFD,Hospital,7B,0.9
ME_HV_VFD,Hospital,7C,0.87
ME_HV_VFD,Retail,1A,0.86
ME_HV_VFD,Retail,1B,0.87
ME_HV_VFD,Retail,1C,0.9
ME_HV_VFD,Retail,2A,0.88
ME_HV_VFD,Retail,2B,0.87
ME_HV_VFD,Retail,2C,0.92
ME_HV_VFD,Retail,3A,0.93
ME_HV_VFD,Retail,3B,0.91
ME_HV_VFD,Retail,3C,0.93
ME_HV_VFD,Retail,4A,0.87
ME_HV_VFD,Retail,4B,0.94
ME_HV_VFD,Retail,4C,0.94
ME_HV_VFD,Retail,5A,0.93
ME_HV_VFD,Retail,5B,0.9
ME_HV_VFD,Retail,5C,0.86
ME_HV_VFD,Retail,6A,0.92
ME_HV_VFD,Retail,6B,0.87
ME_HV_VFD,Retail,6C,0.86
ME_HV_VFD,Retail,7A,0.88
ME_HV_VFD,Retail,7B,0.87
ME_HV_VFD,Retail,7C,0.88
ME_HV_VFD,Warehouse,1A,0.77
ME_HV_VFD,Warehouse,1B,0.83
ME_HV_VFD,Warehouse,1C,0.85
ME_HV_VFD,Warehouse,2A,0.78
ME_HV_VFD,Warehouse,2B,0.82
ME_HV_VFD,Warehouse,2C,0.75
ME_HV_VFD,Warehouse,3A,0.82
ME_HV_VFD,Warehouse,3B,0.82
ME_HV_VFD,Warehouse,3C,0.76
ME_HV_VFD,Warehouse,4A,0.76
ME_HV_VFD,Warehouse,4B,0.78
ME_HV_VFD,Warehouse,4C,0.79
ME_HV_VFD,Warehouse,5A,0.8
ME_HV_VFD,Warehouse,5B,0.84
ME_HV_VFD,Warehouse,5C,0.82
ME_HV_VFD,Warehouse,6A,0.78
ME_HV_VFD,Warehouse,6B,0.76
ME_HV_VFD,Warehouse,6C,0.84
ME_HV_VFD,Warehouse,7A,0.78
ME_HV_VFD,Warehouse,7B,0.81
ME_HV_VFD,Warehouse,7C,0.77
ME_LT_LED,Office,1A,0.86
ME_LT_LED,Office,1B,0.87
ME_LT_LED,Office,1C,0.92
ME_LT_LED,Office,2A,0.91
ME_LT_LED,Office,2B,0.89
ME_LT_LED,Office,2C,0.9
ME_LT_LED,Office,3A,0.9
ME_LT_LED,Office,3B,0.9
ME_LT_LED,Office,3C,0.92
ME_LT_LED,Office,4A,0.87
ME_LT_LED,Office,4B,0.87
ME_LT_LED,Office,4C,0.93
ME_LT_LED,Office,5A,0.94
ME_LT_LED,Office,5B,0.86
ME_LT_LED,Office,5C,0.89
ME_LT_LED,Office,6A,0.92
ME_LT_LED,Office,6B,0.86
ME_LT_LED,Office,6C,0.91
ME_LT_LED,Office,7A,0.86
ME_LT_LED,Office,7B,0.9
ME_LT_LED,Office,7C,0.9
ME_LT_LED,School,1A,0.91
ME_LT_LED,School,1B,0.86
ME_LT_LED,School,1C,0.88
ME_LT_LED,School,2A,0.9
ME_LT_LED,School,2B,0.86
ME_LT_LED,School,2C,0.87
ME_LT_LED,School,3A,0.91
ME_LT_LED,School,3B,0.86
ME_LT_LED,School,3C,0.9
ME_LT_LED,School,4A,0.93
ME_LT_LED,School,4B,0.9
ME_LT_LED,School,4C,0.9
ME_LT_LED,School,5A,0.9
ME_LT_LED,School,5B,0.86
ME_LT_LED,School,5C,0.9
ME_LT_LED,School,6A,0.93
ME_LT_LED,School,6B,0.92
ME_LT_LED,School,6C,0.89
ME_LT_LED,School,7A,0.93
ME_LT_LED,School,7B,0.92
ME_LT_LED,School,7C,0.91
ME_LT_LED,Residential,1A,0.85
ME_LT_LED,Residential,1B,0.88
ME_LT_LED,Residential,1C,0.86
ME_LT_LED,Residential,2A,0.95
ME_LT_LED,Residential,2B,0.94
ME_LT_LED,Residential,2C,0.86
ME_LT_LED,Residential,3A,0.94
ME_LT_LED,Residential,3B,0.85
ME_LT_LED,Residential,3C,0.89
ME_LT_LED,Residential,4A,0.93
ME_LT_LED,Residential,4B,0.93
ME_LT_LED,Residential,4C,0.95
ME_LT_LED,Residential,5A,0.91
ME_LT_LED,Residential,5B,0.89
ME_LT_LED,Residential,5C,0.95
ME_LT_LED,Residential,6A,0.89
ME_LT_LED,Residential,6B,0.94
ME_LT_LED,Residential,6C,0.94
ME_LT_LED,Residential,7A,0.89
ME_LT_LED,Residential,7B,0.92
ME_LT_LED,Residential,7C,0.92
ME_LT_LED,Hospital,1A,0.9
ME_LT_LED,Hospital,1B,0.92
ME_LT_LED,Hospital,1C,0.88
ME_LT_LED,Hospital,2A,0.87
ME_LT_LED,Hospital,2B,0.9
ME_LT_LED,Hospital,2C,0.9
ME_LT_LED,Hospital,3A,0.92
ME_LT_LED,Hospital,3B,0.87
ME_LT_LED,Hospital,3C,0.85
ME_LT_LED,Hospital,4A,0.85
ME_LT_LED,Hospital,4B,0.88
ME_LT_LED,Hospital,4C,0.92
ME_LT_LED,Hospital,5A,0.9
ME_LT_LED,Hospital,5B,0.9
ME_LT_LED,Hospital,5C,0.93
ME_LT_LED,Hospital,6A,0.87
ME_LT_LED,Hospital,6B,0.88
ME_LT_LED,Hospital,6C,0.88
ME_LT_LED,Hospital,7A,0.94
ME_LT_LED,Hospital,7B,0.92
ME_LT_LED,Hospital,7C,0.86
ME_LT_LED,Retail,1A,0.93
ME_LT_LED,Retail,1B,0.89
ME_LT_LED,Retail,1C,0.93
ME_LT_LED,Retail,2A,0.94
ME_LT_LED,Retail,2B,0.85
ME_LT_LED,Retail,2C,0.87
ME_LT_LED,Retail,3A,0.86
ME_LT_LED,Retail,3B,0.85
ME_LT_LED,Retail,3C,0.91
ME_LT_LED,Retail,4A,0.92
ME_LT_LED,Retail,4B,0.85
ME_LT_LED,Retail,4C,0.92
ME_LT_LED,Retail,5A,0.89
ME_LT_LED,Retail,5B,0.87
ME_LT_LED,Retail,5C,0.87
ME_LT_LED,Retail,6A,0.94
ME_LT_LED,Retail,6B,0.86
ME_LT_LED,Retail,6C,0.9
ME_LT_LED,Retail,7A,0.88
ME_LT_LED,Retail,7B,0.93
ME_LT_LED,Retail,7C,0.92
ME_LT_LED,Warehouse,1A,0.88
ME_LT_LED,Warehouse,1B,0.91
ME_LT_LED,Warehouse,1C,0.92
ME_LT_LED,Warehouse,2A,0.88
ME_LT_LED,Warehouse,2B,0.88
ME_LT_LED,Warehouse,2C,0.86
ME_LT_LED,Warehouse,3A,0.92
ME_LT_LED,Warehouse,3B,0.87
ME_LT_LED,Warehouse,3C,0.88
ME_LT_LED,Warehouse,4A,0.86
ME_LT_LED,Warehouse,4B,0.94
ME_LT_LED,Warehouse,4C,0.94
ME_LT_LED,Warehouse,5A,0.94
ME_LT_LED,Warehouse,5B,0.91
ME_LT_LED,Warehouse,5C,0.89
ME_LT_LED,Warehouse,6A,0.9
ME_LT_LED,Warehouse,6B,0.95
ME_LT_LED,Warehouse,6C,0.94
ME_LT_LED,Warehouse,7A,0.92
ME_LT_LED,Warehouse,7B,0.93
ME_LT_LED,Warehouse,7C,0.88
ME_LT_CONTROLS,Office,1A,0.89
ME_LT_CONTROLS,Office,1B,0.86
ME_LT_CONTROLS,Office,1C,0.89
ME_LT_CONTROLS,Office,2A,0.93
ME_LT_CONTROLS,Office,2B,0.9
ME_LT_CONTROLS,Office,2C,0.93
ME_LT_CONTROLS,Office,3A,0.88
ME_LT_CONTROLS,Office,3B,0.92
ME_LT_CONTROLS,Office,3C,0.93
ME_LT_CONTROLS,Office,4A,0.94
ME_LT_CONTROLS,Office,4B,0.91
ME_LT_CONTROLS,Office,4C,0.95
ME_LT_CONTROLS,Office,5A,0.91
ME_LT_CONTROLS,Office,5B,0.86
ME_LT_CONTROLS,Office,5C,0.87
ME_LT_CONTROLS,Office,6A,0.87
ME_LT_CONTROLS,Office,6B,0.91
ME_LT_CONTROLS,Office,6C,0.94
ME_LT_CONTROLS,Office,7A,0.93
ME_LT_CONTROLS,Office,7B,0.86
ME_LT_CONTROLS,Office,7C,0.92
ME_LT_CONTROLS,School,1A,0.87
ME_LT_CONTROLS,School,1B,0.88
ME_LT_CONTROLS,School,1C,0.92
ME_LT_CONTROLS,School,2A,0.91
ME_LT_CONTROLS,School,2B,0.94
ME_LT_CONTROLS,School,2C,0.87
ME_LT_CONTROLS,School,3A,0.93
ME_LT_CONTROLS,School,3B,0.92
ME_LT_CONTROLS,School,3C,0.91
ME_LT_CONTROLS,School,4A,0.9
ME_LT_CONTROLS,School,4B,0.94
ME_LT_CONTROLS,School,4C,0.88
ME_LT_CONTROLS,School,5A,0.95
ME_LT_CONTROLS,School,5B,0.85
ME_LT_CONTROLS,School,5C,0.94
ME_LT_CONTROLS,School,6A,0.95
ME_LT_CONTROLS,School,6B,0.86
ME_LT_CONTROLS,School,6C,0.95
ME_LT_CONTROLS,School,7A,0.9
ME_LT_CONTROLS,School,7B,0.87
ME_LT_CONTROLS,School,7C,0.91
ME_LT_CONTROLS,Residential,1A,0.87
ME_LT_CONTROLS,Residential,1B,0.94
ME_LT_CONTROLS,Residential,1C,0.91
ME_LT_CONTROLS,Residential,2A,0.93
ME_LT_CONTROLS,Residential,2B,0.89
ME_LT_CONTROLS,Residential,2C,0.9
ME_LT_CONTROLS,Residential,3A,0.89
ME_LT_CONTROLS,Residential,3B,0.88
ME_LT_CONTROLS,Residential,3C,0.9
