x_cm,y_cm,z_cm,t_hours,j_density_A_cm2,pH2O_pH2_ratio,T_inlet_C,T_field_C,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_xz_MPa,sigma_yz_MPa,damage_index_D
0.4626,1.4677,0.2314,4553.39,0.727,0.406,600.2,626.74,23.481,21.697,-2.527,0.171,-0.085,0.069,0.02359
1.4979,2.3622,0.28684,6421.63,0.365,0.416,836.8,867.32,32.611,31.845,-7.263,-0.557,0.101,0.193,0.00913
1.158,2.7733,0.09377,578.41,0.894,0.412,752.2,773.31,37.642,34.161,-3.312,-1.718,-0.481,-0.028,0.00584
2.1711,2.3485,0.12961,4697.78,0.67,0.248,752.9,772.84,35.554,26.742,-3.627,-1.518,0.449,-0.112,0.02246
2.6498,3.2161,0.24734,6457.44,0.136,0.717,609.8,634.55,15.455,16.068,-5.254,-1.848,0.468,0.059,0.00142
0.347,3.8295,0.11978,7092.28,0.053,0.26,746.0,760.16,24.669,24.881,-6.03,-1.017,-0.102,0.148,9e-05
1.5807,2.6983,0.2886,5369.46,0.234,0.59,778.9,809.48,29.703,25.709,-6.537,-1.048,0.691,0.015,0.00342
0.3399,2.4802,0.17143,2436.3,0.935,0.809,697.7,731.23,39.046,31.888,-5.5,-1.033,-0.106,-0.012,0.02171
1.1239,3.6631,0.26513,964.45,0.564,0.376,808.8,838.61,37.867,32.708,-5.228,-1.644,0.641,0.015,0.00275
0.7183,3.3577,0.03778,3280.63,0.948,0.496,723.5,741.93,36.829,34.105,-2.386,-1.073,-0.362,-0.874,0.02795
3.9256,0.9718,0.06593,5030.06,0.058,0.757,732.6,738.48,20.073,22.402,-3.445,0.451,0.009,-0.112,0.00065
2.5527,2.6967,0.02883,4963.05,0.78,0.482,765.6,777.44,37.672,33.349,-1.365,-1.506,-0.693,-0.674,0.03113
0.752,2.7924,0.22608,3060.95,0.856,0.289,673.2,710.76,34.768,28.403,-3.401,-0.742,0.195,0.477,0.02191
3.3243,1.6695,0.07516,3647.61,0.215,0.282,837.8,844.05,27.169,28.395,-5.376,0.159,-0.169,-0.304,0.00214
0.0892,0.5342,0.04908,7786.7,0.729,0.4,794.4,804.79,40.902,33.241,-3.477,-0.456,-0.319,-0.198,0.04182
2.018,1.0746,0.08222,1170.22,0.904,0.282,677.3,698.92,35.05,30.45,-3.348,0.636,0.042,-0.311,0.01038
0.0005,0.3625,0.05406,7950.23,0.196,0.465,623.4,630.35,19.016,16.237,-3.713,-0.536,-0.349,0.31,0.00185
1.515,1.3471,0.02418,4376.61,0.529,0.647,835.2,841.16,38.378,31.703,-3.406,1.3,-0.077,-0.793,0.01433
3.9113,3.1335,0.26492,2831.89,0.662,0.776,804.2,834.35,39.657,35.091,-5.336,-0.573,0.056,-0.528,0.01266
3.811,2.8261,0.0319,708.15,0.245,0.613,745.7,748.92,27.392,23.872,-3.039,0.76,0.267,-0.185,0.00152
1.7787,2.7103,0.28991,6664.92,0.883,0.851,748.9,787.56,36.985,35.401,-4.707,-1.403,0.568,-0.104,0.05065
2.7977,1.9866,0.15034,4041.68,0.697,0.152,622.3,643.31,25.378,24.022,-4.487,0.129,0.135,-0.445,0.0188
3.4932,1.4894,0.27399,1629.44,0.775,0.108,669.6,707.23,30.275,27.68,-6.417,0.092,0.862,0.286,0.00946
1.2573,2.4689,0.24216,6023.09,0.141,0.741,744.7,771.65,25.132,24.809,-5.451,-1.158,0.016,0.366,1e-05
2.7329,3.6151,0.06881,3261.09,0.057,0.46,704.9,711.18,21.94,20.823,-6.666,-1.638,0.592,0.202,0.00061
1.6376,3.311,0.05591,1924.74,0.421,0.688,673.3,683.19,24.233,19.19,-3.463,-1.27,0.092,-0.18,0.00259
0.6736,3.9205,0.07349,6365.86,0.642,0.56,806.6,820.58,35.938,31.815,-3.373,-1.035,0.018,0.312,0.02689
3.8023,1.3603,0.25332,7982.95,0.329,0.299,738.5,767.35,30.831,25.302,-5.3,0.64,0.425,-0.112,0.00952
2.4992,3.6076,0.2935,3961.2,0.772,0.779,672.3,712.25,32.855,26.654,-3.995,-1.187,0.347,-0.019,0.02276
1.5326,2.3803,0.14719,1742.32,0.701,0.56,630.3,646.84,29.708,22.842,-4.653,0.417,0.005,0.18,0.0084
0.4863,0.537,0.02403,567.6,0.158,0.576,713.4,717.04,24.122,21.43,-5.296,0.332,0.391,0.115,0.0
3.3595,2.3217,0.2468,6148.04,0.907,0.52,826.9,864.29,42.544,38.259,-3.529,-0.13,0.365,-0.205,0.0522
3.9893,0.1883,0.18538,2588.31,0.237,0.854,774.8,794.93,29.766,28.268,-4.342,-0.069,-0.096,0.082,0.00073
0.039,0.0312,0.28374,5302.52,0.429,0.167,835.9,872.75,41.043,36.799,-4.239,0.89,0.389,-0.262,0.01
2.1546,1.961,0.24488,4597.68,0.493,0.699,688.7,716.77,28.642,24.203,-4.298,-0.034,0.682,0.092,0.01459
3.4923,1.2707,0.12903,4975.37,0.199,0.313,802.8,816.18,30.232,28.428,-3.89,0.688,-0.369,0.132,0.00345
1.073,1.3208,0.20749,3672.26,0.864,0.67,629.9,658.78,27.84,27.383,-4.592,1.065,0.722,0.057,0.02543
2.0062,2.7563,0.28889,308.48,0.455,0.32,821.4,855.38,38.732,30.604,-4.815,-1.17,0.335,0.93,0.00066
1.1243,0.9395,0.14511,1822.8,0.214,0.742,669.1,684.46,21.408,20.536,-3.683,0.618,-0.574,0.873,0.00169
3.464,3.8462,0.08091,936.13,0.875,0.502,751.5,771.12,40.586,28.643,-3.381,-0.91,-0.374,0.711,0.00827
1.424,0.6037,0.19539,714.79,0.569,0.409,713.0,736.53,32.57,26.931,-5.685,1.69,0.317,-0.131,0.00118
0.221,1.0939,0.161,3943.01,0.59,0.251,717.3,735.57,28.283,27.591,-3.777,0.744,-0.247,-0.024,0.01457
2.6161,0.6047,0.19842,1357.82,0.977,0.126,846.3,881.11,47.994,37.529,-4.012,1.335,-0.261,0.448,0.01442
1.1924,0.6465,0.07157,5177.02,0.672,0.669,789.1,805.52,34.255,30.33,-3.044,1.942,-0.722,-0.028,0.02414
2.123,0.3099,0.27379,77.12,0.196,0.602,792.4,824.07,34.764,29.801,-6.85,2.171,0.181,0.222,0.0
2.5077,0.2429,0.01186,2420.9,0.186,0.168,669.9,669.45,21.676,18.419,-4.663,1.12,-0.161,0.368,0.00214
3.8652,2.9281,0.19492,7644.37,0.081,0.193,781.8,799.67,25.9,27.313,-4.836,0.278,-0.074,-0.273,0.00029
2.4215,1.6312,0.14035,1059.03,0.243,0.3,616.1,629.64,16.418,17.931,-5.31,0.905,0.071,0.119,0.00045
3.1964,2.7356,0.22736,5623.88,0.097,0.132,630.0,650.76,18.865,13.732,-6.725,-0.32,-0.12,0.21,0.0
0.1426,2.2814,0.23832,7494.36,0.864,0.506,697.5,730.14,32.351,32.531,-6.048,0.45,0.409,0.703,0.05581
3.116,3.8433,0.23047,6764.02,0.742,0.404,680.9,714.8,33.552,28.459,-3.62,-1.274,0.361,-0.176,0.0379
3.7748,1.7217,0.03851,3109.91,0.035,0.72,784.0,785.81,29.072,24.286,-6.264,0.615,-0.054,-0.195,0.00074
0.1874,1.0751,0.24258,6866.12,0.522,0.162,700.9,724.82,27.757,28.089,-3.811,-0.148,0.312,0.401,0.01846
2.618,3.1517,0.13809,6303.43,0.729,0.273,728.9,753.55,34.62,30.494,-4.855,-0.44,0.071,0.198,0.03482
1.5742,2.4882,0.20246,4438.56,0.326,0.409,617.6,638.69,20.223,16.946,-6.675,-0.87,0.059,-0.218,0.00301
3.0163,1.1165,0.22075,5341.42,0.458,0.172,650.6,671.62,23.492,24.435,-3.288,1.093,0.231,-0.042,0.0108
3.8541,0.6564,0.2521,6558.04,0.695,0.151,729.8,761.81,36.284,27.729,-4.674,0.293,0.388,0.204,0.03075
3.4214,0.4971,0.15017,3247.78,0.662,0.22,704.0,724.59,33.998,27.011,-4.296,-0.131,-0.146,-0.648,0.01533
2.513,3.5602,0.01259,6045.82,0.086,0.395,780.6,779.6,23.355,21.372,-3.772,-1.8,0.379,-0.156,0.00268
3.0446,2.4142,0.00738,6118.23,0.709,0.144,781.0,788.36,37.765,32.617,-2.494,-0.666,-0.664,-0.214,0.03313
3.4578,0.5748,0.04444,6042.71,0.659,0.228,757.2,768.74,37.122,30.846,-5.217,1.539,-0.076,0.334,0.02668
2.6445,2.1125,0.12612,5207.04,0.63,0.828,725.3,745.45,33.376,29.639,-4.326,-0.83,-0.303,-0.048,0.02027
1.9891,1.2219,0.23777,7031.36,0.816,0.433,668.0,705.55,32.009,28.047,-6.945,1.398,0.05,0.13,0.04635
2.8895,1.0116,0.10616,3256.47,0.952,0.54,652.1,675.87,35.037,31.543,-2.943,1.244,-0.144,-0.459,0.02942
1.2368,2.1214,0.11259,2462.62,0.207,0.833,788.1,802.32,32.217,28.502,-4.665,-1.104,-0.206,-0.325,0.00163
3.5969,2.1738,0.04128,6148.98,0.494,0.167,844.6,850.43,36.59,30.246,-4.426,-0.772,-1.037,-0.304,0.01482
1.2209,1.5303,0.26754,3499.38,0.245,0.539,741.9,767.42,29.137,22.862,-6.256,0.591,0.157,-0.394,0.00319
1.5204,2.081,0.11937,6889.17,0.959,0.348,848.6,871.74,47.079,38.779,-3.354,-0.573,-0.929,-0.181,0.06271
3.1777,2.8051,0.02391,3731.24,0.932,0.538,681.1,702.31,34.441,26.175,-1.747,-0.988,-0.831,0.067,0.03289
2.6421,2.6885,0.14343,2560.04,0.693,0.444,603.3,622.51,27.593,21.861,-4.369,-0.89,-0.392,0.305,0.014
3.2988,1.1104,0.08655,628.63,0.968,0.888,668.5,694.8,37.774,28.516,-2.674,0.789,-0.328,-0.506,0.00376
2.6604,2.3481,0.20807,7559.28,0.802,0.8,754.8,788.09,39.44,29.603,-4.952,-0.465,0.573,0.01,0.04789
2.2912,2.2718,0.20985,4475.6,0.409,0.367,744.4,763.99,34.062,23.24,-6.463,-0.951,0.057,0.25,0.00743
2.2923,3.686,0.04604,656.24,0.836,0.306,685.6,698.27,34.667,29.55,-3.409,-1.29,-0.167,-0.203,0.00402
1.0836,3.4228,0.19239,2597.04,0.248,0.311,706.7,728.64,28.662,24.092,-3.915,-1.537,0.429,-0.262,0.00245
2.8837,3.4244,0.14978,5026.97,0.927,0.332,698.5,727.05,30.738,35.608,-1.728,-2.022,-0.104,-0.142,0.04347
1.4512,0.4797,0.15635,641.9,0.319,0.294,733.4,749.31,27.841,22.602,-5.755,2.45,0.387,0.126,0.00026
1.7748,3.3909,0.00472,5268.31,0.919,0.891,685.8,699.08,32.93,26.95,-3.196,-1.785,-0.692,0.441,0.04536
0.3634,3.2615,0.2156,4391.57,0.954,0.722,823.0,860.38,44.586,41.866,-3.236,-0.02,0.75,0.392,0.04067
0.3472,3.9729,0.03675,2884.06,0.108,0.309,626.4,630.85,18.916,18.066,-5.055,-0.53,-0.396,0.08,0.00015
1.3342,3.9697,0.02941,5476.26,0.168,0.801,642.7,641.99,15.385,16.984,-4.644,-1.372,0.217,-0.22,0.00217
2.9929,2.5521,0.23118,7957.86,0.428,0.309,605.9,630.1,23.432,18.882,-3.912,-1.135,0.271,0.145,0.01361
0.8004,0.5988,0.25017,6602.8,0.633,0.584,712.1,742.15,28.152,27.706,-5.42,1.366,0.573,0.437,0.02558
1.6481,3.9996,0.01151,3734.25,0.113,0.857,817.5,823.18,30.269,26.775,-3.94,-1.834,0.485,-0.23,0.0
1.0692,1.5455,0.14164,2743.11,0.346,0.434,701.6,719.55,30.271,26.012,-4.571,1.092,0.063,-0.539,0.00367
0.8407,2.7996,0.00365,2405.31,0.136,0.282,835.6,836.44,33.727,24.105,-3.967,-0.239,-0.508,-0.139,0.0
3.4038,1.8233,0.02284,7181.43,0.839,0.353,742.2,752.71,33.664,31.429,-3.932,0.061,-1.11,-0.827,0.05098
3.0667,1.8514,0.11634,6980.45,0.788,0.427,775.9,792.59,37.044,33.901,-2.223,0.313,-0.629,-0.425,0.04387
3.8216,2.2437,0.08396,6446.26,0.333,0.881,780.2,788.52,30.327,30.129,-1.43,0.726,-0.272,-0.23,0.00829
1.8924,3.0618,0.23546,741.78,0.226,0.626,804.9,827.9,29.104,29.339,-6.757,-1.229,0.441,0.308,0.0
1.0613,0.6542,0.11004,530.01,0.529,0.611,755.3,771.19,38.668,27.146,-5.371,0.699,-0.418,0.142,0.00229
1.2399,0.2815,0.29933,4006.17,0.284,0.203,701.3,730.55,28.221,26.005,-4.359,1.617,0.126,-0.179,0.0019
1.605,1.8778,0.17454,7075.76,0.57,0.421,669.6,691.38,27.416,27.767,-5.436,0.386,0.001,0.318,0.02402
2.6957,2.9489,0.28318,5849.07,0.213,0.269,604.6,632.72,16.013,16.671,-5.169,-1.436,0.092,-0.419,0.00236
0.1574,3.5612,0.23562,5580.95,0.187,0.468,726.0,747.95,27.696,22.718,-4.448,-0.144,0.556,0.193,0.00087
3.2944,0.6412,0.19452,7086.86,0.422,0.312,827.2,847.49,35.587,33.094,-3.876,0.653,0.197,0.237,0.01417
0.5821,2.4314,0.08881,7795.42,0.82,0.333,722.4,743.98,35.118,34.05,-3.137,-0.09,-0.191,-0.275,0.0514
3.8023,1.0165,0.10598,482.94,0.535,0.459,794.7,809.23,36.427,30.254,-4.454,0.739,0.145,-0.088,0.00344
1.5094,3.4738,0.11589,2514.98,0.44,0.282,633.4,648.24,23.454,20.316,-7.223,-1.309,-0.635,0.333,0.00372
0.0453,1.341,0.22499,2707.99,0.762,0.462,785.4,818.45,41.334,32.272,-2.838,-0.509,0.347,0.617,0.01543
2.7349,3.6527,0.21368,5825.85,0.06,0.412,719.9,743.25,21.701,18.495,-4.177,-1.924,-0.214,-0.361,0.00162
0.1279,2.3688,0.22188,227.45,0.58,0.839,840.6,864.25,43.304,35.387,-4.091,-1.125,0.015,0.971,0.00116
0.306,1.0021,0.03504,6013.93,0.59,0.579,652.9,659.56,23.984,22.83,-3.697,-0.223,-0.393,0.388,0.02018
0.3843,1.6534,0.26457,7198.14,0.753,0.52,810.9,846.39,37.69,35.556,-3.676,0.517,0.128,0.118,0.04122
3.2905,3.0528,0.09841,4109.05,0.388,0.394,656.8,671.86,19.58,21.605,-3.94,0.053,0.228,0.23,0.00544
3.661,3.6417,0.15869,7126.51,0.223,0.453,601.9,621.46,18.928,16.082,-4.432,-0.779,-0.221,-0.843,0.00171
3.4761,3.0664,0.24592,2899.51,0.755,0.273,692.5,727.04,36.761,28.347,-4.774,0.417,0.439,0.368,0.0166
0.4198,0.9764,0.02096,797.53,0.007,0.162,847.8,851.76,28.224,26.171,-5.129,0.205,-0.467,-0.307,0.00061
0.4341,2.1572,0.27178,6620.06,0.397,0.226,751.3,781.37,32.493,26.449,-6.458,0.006,0.219,-0.122,0.01103
1.3278,0.8251,0.01776,5716.47,0.089,0.548,776.5,777.6,28.884,25.632,-4.458,2.284,-0.502,0.357,0.00069
2.9532,2.8023,0.23025,6003.75,0.102,0.305,825.9,847.36,28.704,29.531,-4.182,-1.013,-0.281,0.183,0.00102
1.836,1.9673,0.20121,7327.37,0.734,0.317,637.6,664.88,29.302,29.73,-6.107,-0.076,0.293,-0.34,0.04154
1.65,0.1327,0.04007,500.25,0.046,0.321,791.2,798.11,25.011,27.226,-5.869,2.858,-0.121,0.195,0.00011
3.8053,1.2657,0.27214,7411.23,0.924,0.397,651.8,693.21,34.938,28.873,-5.511,0.288,0.37,0.407,0.0625
3.5414,3.6427,0.1755,4407.01,0.683,0.867,788.8,815.31,38.8,31.482,-5.071,-0.209,0.068,0.282,0.02124
0.9902,0.0274,0.17944,3085.49,0.132,0.264,612.3,625.47,16.903,17.784,-4.906,1.549,-0.287,0.409,0.00252
2.6964,0.2939,0.13314,5829.5,0.424,0.897,829.0,845.21,35.364,29.646,-4.067,1.359,-0.158,0.152,0.01101
1.7408,3.307,0.26945,4965.66,0.8,0.165,601.8,639.54,27.214,26.844,-5.625,-1.895,0.144,0.627,0.03107
3.2549,3.5106,0.13975,5952.42,0.093,0.38,745.4,759.15,24.748,25.21,-6.029,-1.877,-0.277,-0.195,0.00096
0.8489,2.6333,0.0497,1284.54,0.067,0.698,843.2,846.8,34.383,25.474,-3.342,-0.431,-0.969,0.592,0.00111
2.6179,1.6347,0.28264,7081.25,0.462,0.628,804.1,835.59,33.146,29.847,-5.142,0.898,0.509,-0.197,0.01384
0.7426,3.0184,0.27219,3767.25,0.337,0.375,835.4,860.61,35.83,29.966,-4.169,-0.204,-0.392,0.067,0.0052
0.9282,2.01,0.03263,779.46,0.764,0.481,836.3,847.33,41.305,35.434,-4.347,-0.489,-0.488,-0.027,0.00481
1.5504,1.9249,0.16059,7463.48,0.131,0.515,762.5,774.73,27.77,20.907,-4.741,0.351,0.286,-0.139,0.0
3.3353,3.5969,0.0289,1722.7,0.336,0.226,634.5,639.29,21.603,17.08,-3.991,-1.866,0.316,-0.056,0.00047
0.5568,0.9571,0.02736,5261.57,0.667,0.399,766.3,779.08,34.355,30.579,-2.946,1.166,-0.339,-0.243,0.02286
1.306,1.1295,0.26694,465.45,0.144,0.434,763.1,793.25,27.399,23.936,-7.462,0.924,0.117,0.111,0.00223
0.4729,3.6552,0.12373,281.84,0.253,0.237,717.4,732.62,23.925,23.327,-4.329,-0.292,-0.212,0.294,0.0
1.5351,1.3296,0.1969,3752.63,0.825,0.457,744.9,777.86,37.268,33.464,-4.942,0.9,-0.365,-0.117,0.02567
2.5628,2.4185,0.01435,1316.89,0.265,0.638,796.4,798.53,34.184,30.612,-4.12,-0.771,-0.665,-0.719,0.0
3.6205,1.4531,0.203,2982.95,0.279,0.855,836.8,859.77,38.191,30.142,-3.578,0.211,0.238,0.253,0.00083
2.2631,1.5964,0.17148,355.45,0.622,0.722,623.3,644.01,26.034,22.123,-3.414,0.762,0.135,0.302,0.00172
3.4769,3.6515,0.1209,2189.2,0.97,0.873,720.5,748.72,39.443,32.697,-1.964,0.347,0.599,-0.221,0.02066
3.8418,3.0115,0.18377,2262.18,0.746,0.821,632.8,657.85,28.978,22.368,-3.052,0.042,0.397,0.171,0.01227
1.2561,1.5849,0.01979,6990.79,0.534,0.313,640.8,642.9,22.601,20.329,-3.112,0.626,-0.617,-0.018,0.02099
1.0168,3.6591,0.14608,1377.21,0.156,0.529,627.9,645.55,18.254,15.404,-6.291,-0.905,-0.288,0.015,0.00027
3.0752,2.4735,0.2189,472.58,0.832,0.815,767.4,796.82,38.522,29.388,-4.965,-1.161,0.495,0.516,0.00408
2.0804,2.6748,0.13371,1529.29,0.613,0.178,825.9,846.34,37.704,34.257,-5.101,-0.652,-0.031,-0.128,0.00613
0.6371,2.5107,0.23551,792.25,0.356,0.324,770.9,797.19,35.707,23.893,-4.509,-1.229,0.013,-0.161,0.00165
1.1273,1.1024,0.01826,6027.17,0.111,0.21,704.5,705.88,22.491,20.295,-5.872,2.169,0.153,0.201,0.0
0.724,0.3898,0.21535,3338.08,0.607,0.375,678.4,706.09,30.537,25.907,-5.404,0.921,-0.226,0.132,0.01217
1.1143,0.2643,0.12987,7562.61,0.66,0.67,680.9,699.39,28.718,22.213,-3.681,1.883,-0.087,-0.151,0.03204
3.4432,3.5699,0.17607,5148.19,0.098,0.319,803.2,819.01,28.67,24.627,-4.609,-1.149,0.734,0.122,0.00099
2.4832,1.4315,0.24132,304.87,0.007,0.174,657.0,683.13,20.286,18.764,-6.15,0.727,-0.051,0.118,0.0
3.876,0.0575,0.21693,3964.82,0.258,0.159,754.3,775.41,29.587,24.472,-6.621,0.653,0.384,-0.295,0.00355
2.8113,3.6355,0.10935,766.61,0.717,0.304,838.1,859.0,40.681,31.191,-4.463,-1.694,-0.581,0.441,0.0032
3.4048,1.2183,0.25592,863.28,0.567,0.201,760.3,792.01,35.33,30.979,-3.828,1.352,0.437,0.102,0.00236
0.1549,2.4251,0.08674,7656.08,0.822,0.361,779.0,794.67,37.936,33.607,-3.085,0.752,-0.511,-0.245,0.0522
3.4144,2.2349,0.14615,220.25,0.215,0.881,629.7,642.29,20.161,19.758,-4.115,-0.211,0.191,0.006,0.00016
2.1136,2.2649,0.20644,6322.55,0.163,0.675,639.9,661.99,18.731,18.69,-4.977,-0.379,0.792,0.407,5e-05
2.3323,2.6923,0.28264,937.84,0.959,0.463,841.9,888.35,47.121,41.085,-6.128,-0.68,0.74,0.432,0.00946
1.9722,2.3137,0.11928,1138.82,0.465,0.756,682.4,698.5,26.914,25.196,-3.087,-1.072,-0.125,-0.053,0.00163
2.6061,1.5942,0.25659,6023.58,0.648,0.346,823.7,858.11,37.787,33.754,-4.194,0.431,0.214,0.587,0.0258
2.3263,1.867,0.06967,7264.41,0.48,0.797,838.1,848.74,36.219,31.036,-3.132,0.016,-1.05,-0.416,0.01735
2.8399,3.8413,0.06159,5230.92,0.78,0.125,807.3,819.51,39.944,33.666,-3.104,-2.371,-0.771,0.005,0.03266
1.9946,2.0342,0.1675,6454.21,0.096,0.846,761.9,777.33,29.457,23.847,-2.719,-0.061,0.364,-0.126,0.00156
0.4454,3.9448,0.0759,4623.74,0.987,0.792,816.6,842.29,46.321,36.4,-3.015,-0.215,-0.04,-0.003,0.04531
2.5162,2.6553,0.06329,6168.47,0.453,0.478,621.6,633.15,21.465,19.099,-4.819,-1.531,0.267,0.064,0.0144
2.1771,3.7021,0.13856,7027.79,0.973,0.56,842.6,871.18,51.402,40.489,-5.902,-2.07,-0.202,-0.037,0.06755
3.1381,3.2948,0.02157,5172.58,0.65,0.311,619.1,626.64,27.055,23.127,-2.699,-1.871,-0.56,-0.445,0.02054
3.9593,2.5914,0.24946,3974.61,0.895,0.605,761.1,799.0,39.848,38.198,-4.0,0.873,0.244,0.526,0.03197
2.922,2.4429,0.15473,1427.2,0.014,0.154,835.2,850.31,34.847,26.4,-6.057,-0.831,0.149,-0.104,0.0
0.6181,2.4028,0.22598,5245.93,0.805,0.83,712.2,744.07,39.185,29.947,-4.251,-1.065,0.034,-0.458,0.03425
1.9264,3.9233,0.14538,6523.07,0.066,0.118,750.1,766.53,25.31,23.261,-5.787,-2.748,-0.019,-0.187,0.0024
1.7518,3.1443,0.04524,5895.48,0.229,0.157,676.6,679.61,25.599,21.157,-5.056,-1.213,-0.251,0.182,0.00201
1.6114,1.3529,0.17316,6477.87,0.568,0.554,774.9,799.05,33.384,30.427,-4.335,0.561,0.15,-0.134,0.02049
3.4084,0.7345,0.18201,837.88,0.454,0.472,834.0,858.86,38.707,28.372,-1.66,0.051,-0.367,0.195,0.00348
2.3861,0.7959,0.07284,6097.32,0.946,0.556,682.8,706.79,36.298,32.587,-2.755,2.163,-0.262,-0.241,0.05393
2.6814,2.7173,0.18845,2036.22,0.177,0.318,651.2,669.96,20.686,16.263,-6.313,-1.092,0.443,-0.721,0.0
2.1615,0.1314,0.06324,4094.91,0.961,0.674,704.7,725.8,32.716,25.559,-2.525,3.559,-0.589,0.255,0.03728
2.8995,1.9935,0.05204,4336.74,0.367,0.352,803.0,808.13,34.306,25.851,-4.544,0.354,-0.127,-0.487,0.00644
0.5834,0.4996,0.12512,2607.5,0.271,0.16,607.9,622.11,19.565,14.881,-5.52,0.652,-0.708,-0.537,0.00103
3.1592,1.6061,0.14302,4355.3,0.79,0.439,674.3,698.82,29.127,25.886,-5.442,-0.555,0.373,0.039,0.02757
3.2426,3.2625,0.18525,2175.73,0.477,0.683,627.4,650.82,22.374,24.01,-3.94,-1.636,0.001,0.343,0.00437
0.7008,1.0988,0.08269,7909.01,0.553,0.741,752.8,762.56,33.181,27.547,-5.405,0.714,-0.176,0.084,0.02363
2.2603,0.5765,0.06235,380.58,0.088,0.577,782.6,784.63,28.949,24.92,-5.26,1.455,0.504,-0.047,0.0
2.2762,1.6035,0.17451,2056.16,0.002,0.717,699.6,718.53,22.424,23.77,-4.654,-0.124,-0.482,0.387,0.0
3.7411,2.8159,0.27798,3716.84,0.364,0.546,780.3,805.21,33.131,25.601,-4.711,-0.286,0.61,0.09,0.00536
0.9958,2.2391,0.25223,2074.52,0.425,0.32,752.2,779.27,29.343,28.757,-5.124,-0.611,0.31,0.735,0.00475
3.3804,2.4824,0.16298,1292.04,0.333,0.339,623.9,644.13,23.902,20.275,-5.179,-0.881,-0.118,-0.112,0.00176
2.2224,2.8145,0.02574,7915.13,0.727,0.256,625.1,634.04,26.305,24.037,-2.317,-1.101,-0.085,-0.418,0.04021
0.8032,0.1289,0.00464,6125.71,0.186,0.138,697.7,702.33,23.535,20.911,-3.664,0.618,0.083,0.845,0.0036
2.6991,0.6552,0.11664,1520.28,0.63,0.331,839.3,858.52,39.341,38.318,-4.941,1.885,-0.476,-0.354,0.00527
1.6458,1.6687,0.1956,6047.04,0.271,0.594,826.1,845.4,34.984,26.064,-4.299,0.237,-0.347,0.194,0.0034
1.7543,3.869,0.13899,2768.56,0.182,0.647,693.0,708.46,23.967,18.68,-3.543,-2.305,-0.723,-0.181,0.00115
2.5844,3.8546,0.15721,603.39,0.277,0.28,778.0,795.61,32.284,28.587,-4.101,-1.838,-0.145,0.318,0.0
3.3099,2.6141,0.21894,4613.07,0.005,0.801,724.4,744.8,22.805,20.1,-6.192,-0.161,-0.075,-0.211,0.0
3.0566,1.5498,0.18708,4350.8,0.451,0.891,837.4,861.32,33.78,33.287,-4.571,-0.118,0.199,-0.022,0.00955
3.0237,0.3587,0.15597,2033.15,0.618,0.217,630.1,652.92,25.874,24.645,-3.301,1.51,0.26,-0.165,0.00914
0.8506,3.4609,0.15831,1343.89,0.428,0.534,727.1,743.89,31.717,22.399,-4.487,-0.495,-0.388,0.097,0.003
0.2918,2.5527,0.17523,3406.12,0.742,0.548,796.8,824.25,43.192,33.032,-3.953,-0.047,-0.374,0.091,0.01954
1.4343,0.6205,0.057,3106.88,0.806,0.841,689.0,705.52,33.596,27.68,-3.659,1.703,0.113,-0.136,0.0214
0.4833,3.8206,0.22564,3488.24,0.124,0.528,755.2,778.82,25.13,27.814,-4.289,0.027,0.298,-0.072,4e-05
0.0549,1.6475,0.21067,7955.46,0.52,0.515,745.1,771.72,33.719,28.24,-2.563,0.516,-0.063,-0.059,0.02152
3.1347,2.7626,0.10299,2937.2,0.24,0.531,789.0,801.62,29.678,24.765,-4.262,-0.134,-0.418,-0.068,0.00174
0.8424,1.5699,0.18757,5005.32,0.838,0.343,668.7,699.71,29.762,31.698,-4.447,0.275,0.431,-0.29,0.03544
0.5152,1.9112,0.08405,4396.56,0.368,0.748,766.9,777.43,29.651,26.411,-3.59,0.728,-0.171,-0.001,0.00476
0.8692,1.0858,0.02788,2183.83,0.179,0.711,698.4,698.46,21.175,18.318,-6.425,-0.111,-0.181,-0.145,0.0019
0.0867,3.6048,0.16735,5698.9,0.777,0.211,733.2,758.47,34.896,33.407,-5.457,0.208,0.031,-0.192,0.0341
3.9815,2.5867,0.05323,524.8,0.984,0.127,672.8,693.07,36.78,32.077,-2.082,0.815,0.12,0.21,0.00418
3.7606,3.0509,0.16453,6480.34,0.564,0.621,654.8,674.63,29.699,27.417,-5.031,-0.76,0.344,0.801,0.02044
2.3005,0.2557,0.01804,1099.39,0.856,0.183,649.3,661.97,28.287,24.874,-2.731,2.094,-0.796,-0.147,0.00661
2.9714,3.6057,0.20958,3306.09,0.239,0.419,762.4,785.05,28.964,27.284,-5.855,-1.94,-0.158,0.112,0.00127
0.0382,0.8716,0.04582,2612.73,0.257,0.77,618.2,625.71,18.275,13.9,-4.372,0.158,0.028,-0.488,0.00316
0.1852,1.5362,0.21077,2693.72,0.392,0.507,831.8,856.29,34.967,29.579,-6.539,0.411,-0.188,0.057,0.0037
1.9275,2.1786,0.25623,4861.63,0.478,0.373,796.9,826.17,34.482,32.351,-3.63,0.388,0.757,-0.172,0.01221
