Tunnel_ID,Soil_Type,Tunnel_Depth_m,Tunnel_Diameter_m,H_D_Ratio,Lining_Thickness_m,Undrained_Shear_Strength_kPa,Friction_Angle_deg,K0,Groundwater_Level_m,Volume_Loss_pct,Surface_Settlement_mm,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,Crown_Convergence_mm,Risk_Score,Failure_Label
TUN-0567,Mixed_Clay_Sand,12.7,9.03,1.41,0.353,53.9,22.0,0.586,3.9,0.617,298.7,137.65,39.6,0.0,0.4615,0
TUN-0568,Sand,19.4,9.35,2.08,0.418,4.5,41.4,0.559,7.9,7.41,2505.75,1306.91,80.0,0.94,0.789,1
TUN-0569,Clay,17.9,11.45,1.57,0.378,48.9,19.5,1.272,7.4,0.846,467.63,259.66,66.9,0.67,0.523,0
TUN-0570,Clay,16.4,11.97,1.37,0.272,28.5,21.3,1.941,5.1,1.493,980.26,287.71,36.2,1.68,0.5805,1
TUN-0571,Sand,9.0,7.5,1.19,0.33,1.8,35.7,0.527,5.3,7.493,3532.14,1884.29,55.1,0.25,0.7117,1
TUN-0572,Clay,13.9,10.06,1.39,0.411,64.0,24.6,1.888,6.7,0.99,542.39,136.02,83.4,0.0,0.4785,0
TUN-0573,Mixed_Clay_Sand,31.5,10.38,3.03,0.346,54.7,31.8,0.903,15.8,1.403,361.54,107.01,162.3,1.61,0.6395,1
TUN-0574,Clay,32.5,10.55,3.08,0.589,71.1,19.1,0.921,18.8,1.246,318.28,91.97,175.2,1.41,0.6125,1
TUN-0575,Sand,9.2,11.36,0.81,0.422,1.0,28.5,0.388,2.3,8.0,8458.63,2612.26,23.1,0.0,0.71,1
TUN-0576,Sand,31.9,3.1,10.29,0.122,6.1,36.4,0.474,12.0,8.0,183.66,62.9,127.9,0.0,0.8439,1
TUN-0577,Mixed_Clay_Sand,10.6,4.36,2.44,0.134,74.4,30.6,0.819,7.0,0.822,109.8,46.71,77.6,0.2,0.4406,0
TUN-0578,Sand,28.8,9.29,3.1,0.204,0.9,39.8,0.357,16.1,8.0,1799.05,766.09,142.8,1.11,0.8577,1
TUN-0579,Clay,23.4,7.02,3.34,0.257,40.1,21.5,1.432,7.9,1.614,254.11,107.87,70.4,0.22,0.6002,1
TUN-0580,Mixed_Clay_Sand,31.1,5.93,5.24,0.203,68.1,34.7,0.724,18.5,1.049,85.52,40.42,179.7,0.05,0.5851,1
TUN-0581,Clay,31.0,10.91,2.84,0.251,127.8,19.6,1.576,23.4,0.898,256.89,133.08,216.6,1.05,0.5328,0
TUN-0582,Mixed_Clay_Sand,32.6,7.07,4.61,0.153,45.7,31.6,0.654,8.1,2.36,270.11,132.21,84.4,1.22,0.6907,1
TUN-0583,Mixed_Clay_Sand,17.3,8.47,2.04,0.491,46.2,32.5,0.712,9.6,1.245,385.53,224.87,85.0,0.06,0.5323,0
TUN-0584,Sand,34.4,9.22,3.73,0.227,6.0,34.0,0.598,14.3,8.0,1487.68,679.31,153.8,1.23,0.8625,1
TUN-0585,Clay,14.0,7.3,1.92,0.237,58.1,27.3,0.839,10.8,1.03,294.56,62.75,111.9,1.04,0.5023,0
TUN-0586,Clay,18.1,5.55,3.25,0.12,36.3,18.2,1.433,11.0,1.546,199.81,110.93,102.6,1.42,0.5828,1
TUN-0587,Sand,19.6,4.37,4.49,0.149,7.7,32.8,0.498,2.5,4.734,345.24,152.48,18.0,0.01,0.7602,1
TUN-0588,Sand,9.2,9.01,1.02,0.525,3.8,30.8,0.56,3.2,4.228,2799.25,1042.01,35.7,0.0,0.669,1
TUN-0589,Clay,22.8,8.31,2.75,0.361,140.2,19.1,0.888,8.5,0.943,212.61,97.57,75.5,0.0,0.459,0
TUN-0590,Sand,25.6,10.07,2.54,0.251,5.7,28.1,0.531,11.0,7.985,2375.42,1201.53,107.0,1.4,0.8356,1
TUN-0591,Mixed_Clay_Sand,7.0,11.91,0.59,0.647,45.6,31.4,1.017,4.3,1.055,1595.63,829.53,28.7,0.2,0.457,0
TUN-0592,Clay,34.1,6.74,5.06,0.341,89.0,21.1,1.569,24.0,1.727,172.63,41.97,245.7,0.36,0.6028,1
TUN-0593,Mixed_Clay_Sand,9.7,9.4,1.04,0.301,28.0,22.7,0.837,3.9,1.495,1020.82,583.68,37.2,0.0,0.5116,0
TUN-0594,Mixed_Clay_Sand,33.9,4.71,7.19,0.194,67.5,32.7,0.979,14.8,1.61,81.71,23.72,140.9,1.69,0.6384,1
TUN-0595,Mixed_Clay_Sand,16.2,7.94,2.04,0.247,68.6,32.2,1.074,3.7,0.406,116.16,54.54,36.0,1.05,0.4755,0
TUN-0596,Clay,20.4,4.11,4.96,0.174,119.1,22.6,1.136,6.4,0.623,40.44,19.96,67.0,1.4,0.4212,0
TUN-0597,Clay,32.6,8.07,4.04,0.404,27.3,23.8,1.69,14.0,2.667,397.77,168.98,118.3,0.6,0.7151,1
TUN-0598,Clay,6.4,4.57,1.41,0.17,78.0,22.2,1.645,4.0,0.75,185.04,100.47,38.9,0.0,0.4024,0
TUN-0599,Sand,24.0,3.57,6.74,0.074,7.6,38.2,0.388,7.8,6.166,247.87,144.17,64.3,0.79,0.8145,1
TUN-0600,Clay,20.6,4.72,4.37,0.252,51.0,20.9,1.493,7.5,1.513,123.78,59.0,74.7,0.26,0.5659,1
TUN-0601,Clay,14.9,8.94,1.66,0.364,98.2,19.0,1.608,9.8,1.195,483.59,266.82,89.4,0.27,0.4646,0
TUN-0602,Mixed_Clay_Sand,19.6,10.34,1.9,0.296,14.5,22.8,1.181,5.5,2.651,1082.29,233.81,62.4,0.7,0.6594,1
TUN-0603,Clay,32.7,11.1,2.94,0.288,139.3,22.6,1.979,10.7,0.479,131.97,64.74,102.6,1.4,0.5057,0
TUN-0604,Mixed_Clay_Sand,18.6,7.09,2.63,0.282,39.1,27.8,0.824,13.0,1.174,236.87,67.35,121.4,0.43,0.5501,1
TUN-0605,Mixed_Clay_Sand,20.9,11.06,1.89,0.374,20.5,24.5,0.83,4.6,2.45,1075.93,517.29,51.6,0.68,0.6517,1
TUN-0606,Sand,20.9,4.64,4.5,0.188,4.3,38.7,0.437,3.1,8.0,620.83,364.94,34.4,0.62,0.7942,1
TUN-0607,Sand,5.5,9.46,0.58,0.199,6.3,38.1,0.522,0.9,1.891,2325.77,923.03,16.2,0.31,0.5293,0
TUN-0608,Clay,22.4,8.33,2.69,0.469,161.8,25.2,1.782,6.8,0.576,133.92,61.8,62.9,0.27,0.4321,0
TUN-0609,Mixed_Clay_Sand,29.4,3.92,7.5,0.148,79.6,27.3,0.77,10.2,1.654,68.41,14.98,99.2,0.73,0.6103,1
TUN-0610,Clay,30.1,11.57,2.6,0.369,108.0,21.0,1.255,16.2,0.784,260.73,68.53,162.8,0.38,0.537,0
TUN-0611,Sand,25.6,7.04,3.63,0.396,6.2,31.8,0.383,14.0,7.804,1131.48,592.9,123.0,0.44,0.8209,1
TUN-0612,Sand,30.5,10.97,2.78,0.424,6.8,28.5,0.426,3.2,8.0,2370.11,478.22,23.7,0.0,0.8432,1
TUN-0613,Clay,25.6,9.24,2.77,0.453,143.6,21.1,1.993,8.6,1.058,265.2,76.84,85.1,0.8,0.4918,0
TUN-0614,Mixed_Clay_Sand,14.9,10.53,1.41,0.312,71.2,25.3,0.932,5.6,0.418,231.57,92.55,41.6,0.73,0.4598,0
TUN-0615,Sand,13.5,10.69,1.26,0.586,3.6,37.7,0.442,2.4,6.501,4139.4,2101.84,11.6,0.0,0.7361,1
TUN-0616,Sand,12.4,8.1,1.53,0.393,6.2,31.8,0.372,2.6,3.92,1558.4,410.71,26.4,0.11,0.6738,1
TUN-0617,Sand,14.8,7.77,1.9,0.319,7.7,31.8,0.493,4.3,3.877,1188.66,565.07,41.0,0.29,0.6888,1
TUN-0618,Sand,19.0,6.38,2.99,0.189,3.6,28.6,0.411,9.4,8.0,1283.36,581.39,99.8,0.51,0.781,1
TUN-0619,Sand,8.5,10.0,0.85,0.408,6.5,39.2,0.467,3.0,2.837,2506.46,1180.51,24.3,0.77,0.6035,1
TUN-0620,Mixed_Clay_Sand,14.1,10.9,1.3,0.592,56.9,28.1,0.933,8.0,1.439,910.15,331.0,71.4,0.0,0.5093,0
TUN-0621,Sand,25.2,8.27,3.05,0.419,7.0,39.6,0.382,11.9,6.89,1398.17,771.6,110.9,0.53,0.819,1
TUN-0622,Mixed_Clay_Sand,21.6,10.72,2.01,0.259,64.3,24.1,0.658,6.3,2.036,814.34,376.33,52.4,0.52,0.5892,1
TUN-0623,Clay,17.4,6.41,2.72,0.166,154.4,26.5,0.931,7.6,0.457,81.87,18.72,78.0,0.59,0.3979,0
TUN-0624,Mixed_Clay_Sand,15.6,8.84,1.77,0.242,32.5,31.7,1.181,10.9,1.446,543.7,319.56,110.2,0.57,0.5525,1
TUN-0625,Mixed_Clay_Sand,22.5,8.0,2.81,0.424,75.0,31.1,1.127,6.5,0.891,185.67,61.83,64.0,0.56,0.5277,0
TUN-0626,Sand,20.9,5.49,3.81,0.321,4.9,28.0,0.417,12.5,7.542,814.55,346.71,127.3,0.5,0.792,1
TUN-0627,Mixed_Clay_Sand,19.4,11.78,1.64,0.49,55.1,23.1,0.928,11.3,1.358,730.35,260.98,82.0,0.45,0.5487,0
TUN-0628,Clay,5.9,9.95,0.59,0.417,25.4,21.8,1.897,4.5,1.094,1385.48,658.51,43.9,0.78,0.4801,0
TUN-0629,Sand,27.4,3.66,7.47,0.16,6.0,35.9,0.353,5.6,8.0,296.21,74.39,68.0,0.62,0.8359,1
TUN-0630,Sand,29.4,4.63,6.33,0.144,0.6,33.6,0.414,6.8,8.0,437.29,143.39,59.0,0.0,0.8451,1
TUN-0631,Clay,17.8,10.62,1.67,0.255,171.4,21.1,0.817,7.6,1.13,537.46,175.5,67.0,1.05,0.4407,0
TUN-0632,Sand,21.8,8.48,2.57,0.261,1.1,33.3,0.374,5.6,8.0,1980.5,491.65,77.7,0.66,0.8042,1
TUN-0633,Clay,12.2,4.94,2.48,0.177,38.4,20.1,1.287,4.3,0.987,148.37,52.41,50.9,0.16,0.495,0
TUN-0634,Clay,9.8,6.8,1.44,0.203,162.1,27.6,1.63,6.9,0.498,177.8,39.69,55.7,0.38,0.3459,0
TUN-0635,Clay,28.2,3.14,8.97,0.11,163.8,20.6,1.601,13.5,0.919,27.04,15.25,126.4,0.54,0.3772,0
TUN-0636,Sand,23.4,7.21,3.25,0.377,6.1,33.7,0.36,4.6,6.82,1137.25,485.64,45.1,1.33,0.8199,1
TUN-0637,Clay,9.4,6.11,1.54,0.365,160.8,24.8,1.269,5.4,0.688,206.86,76.03,41.3,0.02,0.3474,0
TUN-0638,Sand,25.8,3.86,6.69,0.202,6.6,38.1,0.521,5.6,7.195,311.45,85.03,58.3,0.0,0.8157,1
TUN-0639,Mixed_Clay_Sand,18.8,4.47,4.2,0.261,46.1,28.7,0.77,11.6,1.716,138.52,42.84,114.0,0.78,0.5767,1
TUN-0640,Mixed_Clay_Sand,18.1,10.5,1.72,0.282,35.7,27.3,0.719,5.6,1.217,559.58,212.69,66.2,0.33,0.5505,1
TUN-0641,Mixed_Clay_Sand,23.1,9.58,2.41,0.28,16.6,23.1,0.83,12.9,2.566,766.26,433.02,135.8,0.28,0.67,1
TUN-0642,Sand,20.4,6.23,3.27,0.186,3.7,31.3,0.371,10.6,8.0,1141.23,432.15,116.3,0.48,0.7892,1
TUN-0643,Clay,28.0,4.8,5.82,0.223,92.3,23.0,1.744,22.3,1.344,82.5,23.91,221.9,1.4,0.5825,1
TUN-0644,Sand,32.1,3.44,9.32,0.104,1.8,38.4,0.466,3.4,8.0,220.0,66.92,46.3,1.39,0.8692,1
TUN-0645,Sand,17.5,8.12,2.16,0.39,7.6,38.2,0.378,8.0,4.204,1184.98,486.74,71.3,0.54,0.7276,1
TUN-0646,Clay,9.8,3.36,2.92,0.17,51.5,18.5,0.966,5.7,1.12,93.2,53.79,55.5,0.0,0.4698,0
TUN-0647,Sand,20.5,9.81,2.09,0.364,4.4,33.8,0.541,7.8,8.0,2812.89,859.03,78.7,0.37,0.7879,1
TUN-0648,Clay,12.9,4.66,2.76,0.108,114.8,20.4,1.991,7.2,0.3,39.37,17.65,68.1,0.55,0.3412,0
TUN-0649,Sand,28.0,9.24,3.02,0.322,3.8,35.3,0.456,4.3,8.0,1834.68,711.65,48.7,0.1,0.8341,1
TUN-0650,Sand,27.4,7.8,3.51,0.306,3.7,38.7,0.538,13.0,8.0,1335.53,683.21,113.8,1.43,0.8503,1
TUN-0651,Mixed_Clay_Sand,10.2,5.76,1.77,0.254,30.3,34.2,0.636,3.9,1.25,300.49,157.43,32.8,0.0,0.5004,0
TUN-0652,Mixed_Clay_Sand,14.5,9.68,1.5,0.306,22.5,32.4,0.539,5.3,1.587,767.46,365.18,67.3,0.68,0.5639,1
TUN-0653,Sand,27.2,4.92,5.53,0.176,6.4,40.8,0.407,13.5,7.687,512.25,294.8,123.0,0.7,0.8352,1
TUN-0654,Clay,9.5,7.33,1.29,0.174,80.3,18.2,1.111,7.1,0.813,343.79,157.71,68.8,0.38,0.4292,0
TUN-0655,Sand,32.6,6.77,4.81,0.315,3.5,41.5,0.476,17.7,8.0,848.64,300.81,174.4,0.82,0.8587,1
TUN-0656,Clay,5.5,9.09,0.6,0.223,136.0,21.2,1.447,2.1,0.777,879.2,409.88,5.1,0.0,0.3393,0
TUN-0657,Clay,30.9,8.83,3.5,0.342,171.8,25.4,1.919,18.5,0.629,119.96,33.66,173.0,0.86,0.4944,0
TUN-0658,Clay,5.6,5.94,0.95,0.315,27.4,19.1,1.768,2.5,0.3,141.03,73.15,31.0,0.6,0.4341,0
TUN-0659,Clay,27.6,7.25,3.81,0.276,108.7,20.7,1.636,12.4,1.23,173.39,81.5,123.1,0.5,0.5443,0
TUN-0660,Clay,8.7,5.09,1.7,0.147,75.8,18.5,1.922,3.1,0.596,134.58,56.68,49.1,0.17,0.4142,0
TUN-0661,Mixed_Clay_Sand,18.9,7.11,2.66,0.298,40.4,32.5,1.024,6.8,1.291,259.2,116.93,80.2,0.42,0.5565,1
TUN-0662,Mixed_Clay_Sand,23.8,6.84,3.49,0.353,17.4,29.6,0.532,6.6,3.43,501.65,153.0,73.4,0.4,0.7191,1
TUN-0663,Sand,21.0,3.56,5.91,0.167,4.1,33.3,0.367,5.2,8.0,359.94,200.24,44.6,0.79,0.7979,1
TUN-0664,Mixed_Clay_Sand,32.8,7.37,4.45,0.288,68.0,26.3,0.516,12.0,1.559,192.14,98.74,121.6,1.09,0.6262,1
TUN-0665,Sand,30.6,4.28,7.15,0.205,4.4,38.3,0.435,10.3,8.0,358.56,84.01,77.6,0.35,0.8508,1
TUN-0666,Sand,11.5,9.6,1.2,0.359,0.4,31.9,0.457,5.4,8.0,4804.17,1121.37,45.9,0.05,0.7271,1
TUN-0667,Mixed_Clay_Sand,27.2,10.0,2.72,0.266,28.7,28.7,0.509,17.3,3.038,840.2,228.04,168.5,0.7,0.7151,1
TUN-0668,Mixed_Clay_Sand,30.6,9.63,3.18,0.421,27.0,23.6,0.822,12.3,2.856,647.74,275.19,125.5,0.15,0.7181,1
TUN-0669,Mixed_Clay_Sand,18.0,4.46,4.02,0.124,29.5,24.1,0.894,12.1,1.994,165.36,90.26,125.7,0.62,0.5992,1
TUN-0670,Mixed_Clay_Sand,34.9,10.18,3.43,0.362,52.6,26.7,1.197,8.2,1.833,407.2,237.4,89.3,1.23,0.6575,1
TUN-0671,Mixed_Clay_Sand,33.2,5.53,6.0,0.228,70.7,29.5,1.061,22.8,1.457,99.57,24.64,233.6,1.25,0.6208,1
TUN-0672,Clay,10.7,5.94,1.8,0.327,32.9,18.5,1.462,4.2,0.759,186.53,80.7,35.1,0.49,0.4837,0
TUN-0673,Clay,25.1,10.35,2.42,0.438,110.4,19.6,1.297,9.4,1.101,352.75,160.57,86.0,0.73,0.5229,0
TUN-0674,Clay,17.2,8.63,2.0,0.299,84.0,26.4,1.171,10.8,0.701,226.84,49.53,107.9,0.6,0.4749,0
TUN-0675,Mixed_Clay_Sand,11.4,10.49,1.09,0.25,71.8,32.7,0.897,5.7,1.196,864.58,330.42,50.5,0.34,0.4691,0
TUN-0676,Sand,8.2,6.74,1.22,0.249,8.0,33.5,0.371,1.1,2.72,1120.91,613.77,20.9,0.0,0.583,1
TUN-0677,Mixed_Clay_Sand,17.5,9.64,1.82,0.468,60.6,33.1,1.094,9.3,1.007,401.15,144.48,86.2,0.0,0.5065,0
TUN-0678,Clay,8.2,4.77,1.72,0.204,134.5,25.4,1.244,6.2,0.472,96.89,56.01,57.9,0.43,0.35,0
TUN-0679,Clay,27.7,3.99,6.95,0.216,51.5,18.7,0.917,16.0,1.569,68.26,35.76,161.4,0.02,0.6121,1
TUN-0680,Sand,8.7,4.9,1.78,0.25,5.2,37.1,0.588,3.8,3.096,637.5,213.83,31.7,0.53,0.6156,1
TUN-0681,Sand,23.7,11.12,2.13,0.34,4.6,28.4,0.573,7.7,8.0,3135.25,1690.83,68.4,0.09,0.8045,1
TUN-0682,Clay,17.3,7.93,2.18,0.345,94.4,22.5,1.142,8.5,0.654,183.64,46.33,75.3,0.77,0.4651,0
TUN-0683,Clay,18.8,11.52,1.63,0.24,150.8,23.1,1.543,12.1,1.079,569.12,320.89,116.4,1.1,0.4457,0
TUN-0684,Sand,20.0,10.41,1.92,0.213,6.9,28.7,0.504,5.3,6.032,2453.48,1036.58,54.8,0.97,0.7908,1
TUN-0685,Clay,6.1,8.59,0.71,0.196,36.0,22.3,1.051,2.5,1.181,1064.42,306.24,22.6,0.0,0.4638,0
TUN-0686,Clay,25.5,8.27,3.08,0.236,115.2,27.6,1.948,14.4,0.977,196.47,41.42,132.3,1.31,0.5231,0
TUN-0687,Sand,21.5,4.42,4.86,0.091,7.9,32.7,0.42,8.3,5.258,356.75,146.14,89.8,0.93,0.7994,1
TUN-0688,Clay,20.3,3.43,5.93,0.184,122.3,27.4,1.52,7.9,0.3,17.19,6.01,75.9,0.0,0.264,0
TUN-0689,Mixed_Clay_Sand,32.3,5.83,5.53,0.302,16.4,25.2,0.823,12.7,4.26,338.97,79.63,144.8,0.69,0.807,1
TUN-0690,Mixed_Clay_Sand,21.2,4.74,4.48,0.214,45.4,27.3,0.76,11.2,1.544,120.67,63.53,112.9,0.76,0.5848,1
TUN-0691,Sand,9.6,11.28,0.85,0.348,2.1,39.4,0.433,5.0,7.349,7295.74,2132.82,29.2,0.0,0.712,1
TUN-0692,Mixed_Clay_Sand,16.1,7.24,2.23,0.152,78.3,32.6,0.813,10.7,1.064,259.41,76.15,112.2,0.0,0.4826,0
TUN-0693,Sand,32.3,5.54,5.84,0.297,7.5,39.3,0.482,12.4,8.0,569.09,204.22,138.3,0.22,0.8458,1
TUN-0694,Mixed_Clay_Sand,25.7,8.49,3.02,0.348,24.9,30.0,1.007,5.3,2.746,580.97,263.11,47.5,0.0,0.6834,1
TUN-0695,Sand,28.6,6.62,4.32,0.181,0.6,35.1,0.521,5.2,8.0,922.02,241.89,32.0,1.4,0.8609,1
TUN-0696,Sand,24.1,9.42,2.56,0.408,6.7,39.6,0.549,9.3,6.319,1748.58,927.65,86.3,0.66,0.8138,1
TUN-0697,Sand,33.0,4.88,6.75,0.281,4.5,30.3,0.534,8.2,8.0,432.86,91.66,75.2,0.53,0.8535,1
TUN-0698,Mixed_Clay_Sand,18.2,10.59,1.72,0.622,11.6,23.4,0.744,11.5,3.869,1789.53,501.0,123.8,0.52,0.7108,1
TUN-0699,Clay,29.1,11.61,2.51,0.252,69.3,26.2,1.502,23.1,1.714,597.35,145.96,240.2,1.41,0.6318,1
TUN-0700,Sand,21.4,5.15,4.15,0.218,3.1,40.4,0.427,11.4,8.0,747.39,235.09,93.6,0.71,0.8001,1
TUN-0701,Mixed_Clay_Sand,24.2,5.74,4.21,0.261,77.2,30.4,1.169,8.5,1.232,126.87,66.95,91.2,0.45,0.5524,1
TUN-0702,Sand,33.0,6.76,4.88,0.392,0.4,28.2,0.473,17.3,8.0,832.92,348.8,158.8,0.06,0.8504,1
TUN-0703,Clay,21.1,7.05,2.99,0.223,175.4,26.2,1.43,11.8,0.439,78.69,45.76,104.9,0.78,0.4243,0
TUN-0704,Clay,30.3,4.06,7.46,0.186,33.8,19.6,1.415,9.8,1.825,73.81,15.96,93.0,0.64,0.6671,1
TUN-0705,Mixed_Clay_Sand,15.7,3.38,4.65,0.162,12.7,29.2,0.597,8.4,2.936,164.82,35.49,103.0,1.03,0.6545,1
TUN-0706,Mixed_Clay_Sand,28.6,9.83,2.91,0.281,62.6,23.9,0.999,5.8,1.31,330.98,175.42,59.4,1.19,0.6112,1
TUN-0707,Mixed_Clay_Sand,7.8,9.38,0.83,0.384,20.2,30.6,1.06,2.2,1.459,1238.85,320.1,25.6,0.0,0.5047,0
TUN-0708,Sand,17.7,5.26,3.37,0.159,6.9,30.2,0.381,2.6,5.497,642.2,197.73,21.4,1.47,0.7833,1
TUN-0709,Sand,21.7,6.97,3.12,0.316,7.2,36.8,0.365,8.4,5.884,981.17,419.47,95.5,0.37,0.7931,1
TUN-0710,Sand,29.5,7.78,3.8,0.177,6.2,41.2,0.563,8.3,8.0,1234.21,600.22,90.6,0.76,0.852,1
TUN-0711,Mixed_Clay_Sand,30.5,6.64,4.59,0.168,52.6,26.6,1.019,10.9,1.815,198.07,88.41,103.0,1.33,0.6582,1
TUN-0712,Mixed_Clay_Sand,12.1,11.71,1.03,0.409,75.8,25.8,0.926,5.5,0.647,552.4,119.77,50.4,1.19,0.4547,0
TUN-0713,Clay,30.3,8.34,3.64,0.299,75.4,19.1,1.568,14.6,1.465,252.79,78.14,142.2,0.69,0.6081,1
TUN-0714,Clay,34.7,6.64,5.23,0.307,73.2,21.7,1.517,26.9,1.561,146.84,30.91,255.6,0.43,0.6113,1
TUN-0715,Clay,21.9,4.14,5.29,0.167,54.3,27.4,1.169,7.6,1.048,60.85,32.13,85.9,0.54,0.5523,1
TUN-0716,Sand,21.7,6.61,3.29,0.264,5.4,33.8,0.521,9.9,6.662,1005.41,202.61,114.0,0.71,0.8001,1
TUN-0717,Sand,20.7,8.04,2.58,0.367,8.0,28.9,0.355,12.1,5.176,1213.14,608.24,107.5,0.85,0.7929,1
TUN-0718,Sand,22.3,9.57,2.33,0.517,1.0,31.9,0.449,9.6,8.0,2461.66,524.97,89.0,0.28,0.8017,1
TUN-0719,Clay,20.9,4.11,5.1,0.147,141.5,25.4,1.726,11.2,1.14,71.04,19.13,105.3,0.87,0.468,0
TUN-0720,Clay,10.9,7.61,1.44,0.218,160.0,20.4,1.177,8.1,0.735,292.79,83.13,77.7,0.25,0.3634,0
TUN-0721,Clay,19.3,6.32,3.05,0.177,77.4,25.1,1.798,13.7,1.17,179.17,41.1,131.9,1.1,0.5264,0
TUN-0722,Mixed_Clay_Sand,31.7,8.31,3.82,0.498,43.9,33.5,0.579,8.7,2.114,343.33,79.01,87.7,0.82,0.6741,1
TUN-0723,Mixed_Clay_Sand,15.0,11.77,1.27,0.617,25.8,29.6,1.187,9.4,1.435,991.06,522.98,81.9,0.0,0.5459,0
TUN-0724,Clay,24.9,4.38,5.68,0.21,135.0,20.7,1.278,19.1,0.919,54.76,22.26,194.0,0.73,0.4876,0
TUN-0725,Mixed_Clay_Sand,5.1,4.02,1.27,0.157,40.6,34.8,0.565,1.9,0.339,81.24,34.5,30.1,0.01,0.4106,0
TUN-0726,Sand,11.9,3.45,3.46,0.077,2.1,29.9,0.443,2.2,8.0,596.04,296.24,2.0,0.47,0.7346,1
TUN-0727,Mixed_Clay_Sand,34.6,8.02,4.32,0.299,54.2,28.3,0.615,14.9,1.289,179.67,56.3,146.6,0.86,0.6231,1
TUN-0728,Clay,23.5,8.12,2.89,0.257,97.4,21.3,1.685,8.5,1.144,239.45,77.2,88.2,1.44,0.5381,0
TUN-0729,Sand,34.5,4.6,7.5,0.203,6.4,36.8,0.574,13.8,8.0,366.67,111.77,139.6,1.36,0.864,1
TUN-0730,Sand,23.8,6.56,3.63,0.343,1.6,36.3,0.494,7.2,8.0,1083.68,560.49,80.3,0.0,0.8072,1
TUN-0731,Clay,28.9,9.33,3.1,0.336,170.4,22.1,1.221,10.8,0.662,148.98,35.28,99.9,1.37,0.4964,0
TUN-0732,Sand,19.4,5.28,3.68,0.141,1.8,36.0,0.498,4.1,8.0,864.43,435.83,20.4,0.15,0.7799,1
TUN-0733,Sand,20.4,10.71,1.91,0.305,6.2,30.3,0.496,4.9,5.923,2496.9,1005.55,40.2,2.0,0.8099,1
TUN-0734,Clay,25.1,4.18,6.01,0.203,114.9,22.9,0.953,11.0,0.817,40.59,23.61,100.5,0.56,0.4548,0
TUN-0735,Clay,32.3,9.74,3.32,0.21,101.1,24.0,0.88,10.5,1.386,305.07,66.73,103.0,1.36,0.5886,1
TUN-0736,Sand,25.6,7.27,3.52,0.164,5.9,28.8,0.472,13.6,8.0,1240.21,271.02,126.6,1.15,0.8319,1
TUN-0737,Clay,32.8,8.64,3.8,0.372,91.5,20.8,1.436,15.8,1.242,214.62,45.29,156.5,0.71,0.5813,1
TUN-0738,Sand,14.5,11.64,1.25,0.52,4.5,40.8,0.406,5.5,5.765,4035.94,2311.89,55.1,0.65,0.752,1
TUN-0739,Mixed_Clay_Sand,19.4,10.23,1.89,0.441,78.4,25.2,0.51,5.7,1.09,440.98,101.85,45.3,0.34,0.5105,0
TUN-0740,Sand,13.0,7.24,1.8,0.171,4.1,29.8,0.375,3.3,5.519,1668.75,973.98,36.3,0.0,0.7326,1
TUN-0741,Mixed_Clay_Sand,16.5,3.08,5.34,0.163,21.8,31.3,0.511,4.2,1.818,77.21,42.89,40.9,0.0,0.5788,1
TUN-0742,Sand,26.5,9.8,2.7,0.351,7.2,41.2,0.399,14.7,7.312,1990.78,736.39,147.6,0.15,0.8215,1
TUN-0743,Mixed_Clay_Sand,22.5,7.33,3.06,0.35,48.7,31.9,1.101,13.5,1.62,287.97,62.5,143.6,0.48,0.5893,1
TUN-0744,Clay,19.7,6.58,3.0,0.382,101.4,22.8,1.754,9.8,0.922,152.9,86.25,89.0,0.0,0.4763,0
TUN-0745,Clay,11.2,6.0,1.86,0.137,54.3,25.4,1.624,7.6,0.75,177.01,90.4,70.8,0.87,0.4707,0
TUN-0746,Clay,15.9,6.65,2.39,0.166,115.4,18.4,1.655,5.1,0.794,162.96,41.27,48.2,1.1,0.4468,0
TUN-0747,Sand,17.1,11.92,1.44,0.4,2.0,42.0,0.594,6.8,8.0,4975.97,2031.96,59.1,0.18,0.7649,1
TUN-0748,Mixed_Clay_Sand,21.0,11.91,1.76,0.597,44.8,23.8,0.88,5.4,1.508,764.47,417.51,55.6,0.0,0.5703,1
TUN-0749,Clay,26.2,7.73,3.39,0.188,46.2,21.8,1.206,19.0,1.396,235.72,49.82,189.7,1.23,0.6169,1
TUN-0750,Mixed_Clay_Sand,28.5,10.11,2.82,0.308,79.2,23.1,1.075,7.1,1.027,276.45,61.19,51.9,0.12,0.5637,1
TUN-0751,Sand,26.5,3.81,6.96,0.082,6.2,35.4,0.484,15.7,7.519,306.43,144.71,150.9,1.24,0.8393,1
TUN-0752,Sand,20.4,6.67,3.06,0.142,1.4,34.7,0.449,10.6,8.0,1306.36,571.91,98.5,0.44,0.7913,1
TUN-0753,Sand,28.0,9.15,3.06,0.344,0.8,40.2,0.482,15.3,8.0,1790.98,578.43,146.3,1.66,0.861,1
TUN-0754,Mixed_Clay_Sand,12.3,4.69,2.62,0.132,75.4,24.1,0.742,5.4,0.428,59.68,14.63,55.1,0.28,0.432,0
TUN-0755,Sand,16.2,6.53,2.48,0.353,6.7,39.3,0.539,1.9,4.509,889.44,389.52,12.2,0.9,0.7403,1
