Longitude,Latitude,Soil_Type,Shrink_Swell_Potential,Compressibility_Index,Collapse_Potential,Overall_Susceptibility,Risk_Category,Groundwater_Depth_m,Asset_Proximity_m,Pipe_Material,Pipe_Age_years
-1.18741,53.31639,Firm_Clay,0.569,0.159,0.09,0.306,Moderate,5.1,74.7,PVC,118
1.13276,52.50827,Swelling_Clay,0.708,0.442,0.125,0.469,Moderate,6.3,139.4,Cast_Iron,57
-2.11219,51.50788,Running_Sand,0.052,0.302,0.604,0.278,Low,5.2,134.4,Cast_Iron,11
-0.07436,53.29901,Dense_Sand,0.043,0.091,0.236,0.108,Low,14.6,19.2,Steel,12
-0.69402,53.28733,Running_Sand,0.056,0.216,0.564,0.239,Low,13.4,234.0,PVC,49
1.25387,53.47296,Firm_Clay,0.532,0.272,0.111,0.336,Moderate,1.1,8.6,PVC,50
-2.00992,53.18514,Firm_Clay,0.303,0.161,0.071,0.195,Low,4.0,3.3,Steel,95
-1.65189,53.49446,Firm_Clay,0.382,0.259,0.021,0.249,Low,12.7,154.8,PVC,110
-2.38183,51.61172,Dense_Sand,0.039,0.19,0.152,0.12,Low,14.9,74.2,PVC,12
-0.76426,53.10562,Compressible_Ground,0.308,0.791,0.496,0.524,High,9.5,61.0,Steel,97
-1.38867,53.05757,Swelling_Clay,0.707,0.33,0.089,0.421,Moderate,3.0,7.5,Steel,42
0.97962,51.57735,Swelling_Clay,0.748,0.219,0.192,0.424,Moderate,11.6,65.6,Cast_Iron,58
-0.08024,51.24609,Swelling_Clay,0.781,0.359,0.197,0.487,Moderate,11.3,42.9,Steel,103
-0.04364,53.44855,Swelling_Clay,0.647,0.205,0.154,0.369,Moderate,1.9,6.1,Cast_Iron,43
-0.37236,51.74006,Running_Sand,0.034,0.289,0.867,0.331,Moderate,5.1,12.2,Steel,47
-2.1326,53.17723,Swelling_Clay,0.639,0.219,0.063,0.348,Moderate,6.8,19.3,Cast_Iron,16
-0.71993,51.01032,Swelling_Clay,0.861,0.435,0.13,0.529,High,2.0,61.9,Steel,55
1.49802,51.05256,Swelling_Clay,0.626,0.453,0.101,0.434,Moderate,3.7,102.6,Concrete,72
0.84092,52.16468,Firm_Clay,0.402,0.171,0.095,0.244,Low,11.1,3.3,Concrete,8
1.07384,51.59679,Running_Sand,0.034,0.373,0.88,0.364,Moderate,4.4,70.2,Cast_Iron,71
0.79291,52.7246,Compressible_Ground,0.421,0.879,0.374,0.57,High,10.9,83.6,PVC,106
-2.08783,52.41391,Dense_Sand,0.017,0.064,0.244,0.09,Low,14.7,86.6,Steel,116
-1.59021,51.19371,Swelling_Clay,0.761,0.284,0.074,0.422,Moderate,7.5,31.1,Concrete,11
-2.48751,51.40657,Dense_Sand,0.048,0.141,0.251,0.131,Low,2.4,282.6,Concrete,61
-1.28596,51.97012,Firm_Clay,0.563,0.183,0.085,0.311,Moderate,8.1,10.8,Steel,26
-2.06557,51.46401,Swelling_Clay,0.871,0.249,0.063,0.451,Moderate,11.2,16.0,Cast_Iron,48
-0.60883,52.98056,Firm_Clay,0.509,0.164,0.126,0.293,Low,8.5,101.6,Steel,53
0.20851,52.04018,Firm_Clay,0.561,0.104,0.052,0.274,Low,1.8,29.2,PVC,109
0.99802,51.23358,Compressible_Ground,0.34,0.897,0.398,0.55,High,5.4,113.0,Concrete,8
0.49687,52.21086,Dense_Sand,0.042,0.085,0.337,0.131,Low,8.8,71.2,Steel,95
1.25434,51.2271,Swelling_Clay,0.748,0.47,0.182,0.509,High,1.2,18.1,Concrete,19
-2.28441,51.32234,Compressible_Ground,0.252,0.855,0.355,0.489,Moderate,5.5,54.4,PVC,93
-2.45128,51.59902,Swelling_Clay,0.822,0.488,0.067,0.516,High,10.8,13.1,PVC,102
0.14535,53.14882,Swelling_Clay,0.61,0.241,0.098,0.353,Moderate,5.5,114.9,Concrete,15
-1.34259,53.31153,Swelling_Clay,0.892,0.38,0.086,0.511,High,5.3,19.3,PVC,85
-1.486,53.06564,Dense_Sand,0.037,0.13,0.196,0.109,Low,2.7,1.1,Cast_Iron,63
-1.17645,51.83519,Swelling_Clay,0.632,0.436,0.067,0.422,Moderate,11.0,24.4,Steel,109
-1.42082,51.68112,Compressible_Ground,0.444,0.803,0.371,0.551,High,13.5,2.3,Concrete,69
-0.45425,52.37289,Running_Sand,0.078,0.313,0.616,0.294,Low,1.4,97.6,PVC,44
-0.73941,52.80463,Dense_Sand,0.018,0.127,0.328,0.134,Low,1.1,72.6,PVC,95
-0.45029,53.48343,Dense_Sand,0.027,0.162,0.341,0.153,Low,3.8,7.8,Concrete,116
0.19085,51.32893,Firm_Clay,0.501,0.188,0.095,0.29,Low,11.3,74.1,PVC,82
-0.95148,51.12323,Dense_Sand,0.027,0.094,0.26,0.109,Low,6.5,45.1,PVC,79
-1.49477,52.73589,Firm_Clay,0.346,0.194,0.11,0.234,Low,12.1,34.0,Steel,98
-1.8352,53.08056,Dense_Sand,0.027,0.168,0.203,0.12,Low,10.6,35.4,Cast_Iron,75
-1.1021,53.11587,Firm_Clay,0.539,0.117,0.088,0.278,Low,3.5,3.5,Steel,14
0.46723,52.69616,Swelling_Clay,0.75,0.412,0.162,0.485,Moderate,11.1,26.3,PVC,18
0.52682,53.38504,Compressible_Ground,0.373,0.748,0.479,0.531,High,14.2,10.7,PVC,39
0.16762,52.27751,Firm_Clay,0.491,0.199,0.098,0.291,Low,10.3,107.9,Cast_Iron,104
-1.56389,53.28454,Compressible_Ground,0.396,0.76,0.58,0.569,High,12.5,34.6,Concrete,34
-0.14766,53.41953,Compressible_Ground,0.37,0.806,0.399,0.53,High,7.2,4.1,Steel,46
-0.21724,53.11789,Running_Sand,0.073,0.386,0.885,0.385,Moderate,8.6,46.6,Cast_Iron,67
-0.56294,51.7744,Dense_Sand,0.038,0.061,0.171,0.079,Low,10.2,18.6,Steel,77
-0.30008,51.49054,Swelling_Clay,0.85,0.293,0.059,0.457,Moderate,1.6,14.5,Cast_Iron,73
-0.53284,52.3703,Firm_Clay,0.532,0.164,0.125,0.302,Moderate,3.0,34.0,Concrete,39
-0.23817,52.13254,Firm_Clay,0.496,0.22,0.14,0.31,Moderate,3.8,34.0,PVC,113
0.36202,53.1944,Dense_Sand,0.013,0.058,0.158,0.065,Low,9.7,15.0,Steel,15
-2.06149,51.25008,Dense_Sand,0.025,0.154,0.278,0.133,Low,13.7,108.2,Steel,55
0.4985,51.64435,Firm_Clay,0.493,0.179,0.088,0.282,Low,8.5,25.2,Cast_Iron,47
-1.95646,52.8795,Running_Sand,0.029,0.282,0.804,0.311,Moderate,6.7,190.1,PVC,22
-2.23349,51.23747,Swelling_Clay,0.777,0.375,0.055,0.456,Moderate,3.8,118.0,Concrete,6
1.40432,51.80191,Running_Sand,0.049,0.225,0.855,0.312,Moderate,5.8,98.0,Steel,45
1.32797,51.96789,Firm_Clay,0.459,0.129,0.127,0.261,Low,11.2,37.8,Concrete,51
-2.25825,52.55648,Dense_Sand,0.037,0.106,0.301,0.127,Low,8.2,5.6,Cast_Iron,31
-0.72699,51.39533,Firm_Clay,0.571,0.206,0.089,0.323,Moderate,13.6,50.5,Concrete,103
-1.75502,53.15151,Swelling_Clay,0.825,0.271,0.182,0.47,Moderate,8.2,46.3,Cast_Iron,38
-0.55862,52.11886,Running_Sand,0.032,0.204,0.833,0.292,Low,5.8,70.2,Steel,106
0.82071,53.29255,Compressible_Ground,0.435,0.942,0.372,0.597,High,13.0,48.6,PVC,107
1.30245,52.16967,Swelling_Clay,0.795,0.327,0.084,0.454,Moderate,1.5,38.3,Concrete,100
0.03701,51.6876,Swelling_Clay,0.671,0.451,0.179,0.471,Moderate,5.9,18.4,Concrete,15
-1.08438,51.35457,Swelling_Clay,0.864,0.387,0.189,0.528,High,6.1,8.2,PVC,26
-0.0867,51.00936,Firm_Clay,0.501,0.182,0.04,0.274,Low,4.7,37.8,Steel,42
-1.25199,52.33039,Compressible_Ground,0.201,0.921,0.391,0.501,High,3.7,59.9,Cast_Iron,45
1.13929,51.26789,Compressible_Ground,0.276,0.902,0.453,0.539,High,6.0,46.4,PVC,94
0.9816,51.97932,Dense_Sand,0.034,0.188,0.257,0.144,Low,13.2,44.2,PVC,55
-0.26707,52.47318,Compressible_Ground,0.339,0.715,0.421,0.491,Moderate,12.4,45.0,PVC,66
-1.2008,51.68921,Swelling_Clay,0.836,0.282,0.09,0.456,Moderate,5.4,92.7,Steel,116
-1.32644,51.43806,Compressible_Ground,0.269,0.917,0.492,0.551,High,3.8,12.4,Concrete,64
-2.36633,52.9368,Swelling_Clay,0.868,0.277,0.113,0.472,Moderate,12.6,73.7,Steel,15
0.76328,53.36698,Swelling_Clay,0.756,0.473,0.099,0.493,Moderate,2.8,61.7,Concrete,19
-0.69847,51.2511,Swelling_Clay,0.856,0.224,0.177,0.465,Moderate,4.8,53.2,Concrete,48
-1.19947,51.38898,Running_Sand,0.065,0.315,0.648,0.298,Low,3.6,38.6,Concrete,118
-0.61556,53.40003,Swelling_Clay,0.699,0.351,0.108,0.429,Moderate,2.5,22.1,PVC,117
0.77495,51.09446,Compressible_Ground,0.41,0.645,0.595,0.539,High,9.3,34.7,PVC,62
-2.00154,53.44408,Dense_Sand,0.046,0.087,0.171,0.092,Low,2.3,71.2,PVC,53
0.93062,51.01161,Compressible_Ground,0.383,0.676,0.495,0.514,High,11.6,22.1,Steel,102
1.09004,53.18417,Dense_Sand,0.024,0.164,0.108,0.094,Low,8.5,174.5,PVC,60
1.28683,51.76831,Running_Sand,0.035,0.232,0.525,0.227,Low,13.2,42.0,Cast_Iron,115
-0.91005,53.34647,Compressible_Ground,0.234,0.931,0.459,0.534,High,4.6,21.6,PVC,21
-1.63144,51.79236,Firm_Clay,0.481,0.286,0.131,0.325,Moderate,7.2,87.6,PVC,74
-1.00544,52.63577,Swelling_Clay,0.676,0.495,0.096,0.467,Moderate,5.2,228.7,Concrete,47
-1.16835,51.20008,Swelling_Clay,0.828,0.481,0.127,0.531,High,0.5,23.5,PVC,7
-1.79538,51.60582,Firm_Clay,0.425,0.258,0.077,0.28,Low,6.8,40.7,Steel,40
-0.07093,52.9342,Running_Sand,0.016,0.241,0.607,0.242,Low,14.2,22.3,Concrete,56
-0.5935,52.32171,Firm_Clay,0.312,0.153,0.043,0.189,Low,9.9,93.9,Steel,7
0.9628,53.31992,Dense_Sand,0.024,0.053,0.168,0.07,Low,13.0,1.9,Concrete,36
-2.37156,52.07188,Compressible_Ground,0.235,0.746,0.552,0.493,Moderate,9.5,66.7,PVC,21
0.07547,53.17453,Running_Sand,0.096,0.335,0.579,0.3,Moderate,8.6,6.0,Cast_Iron,20
0.5518,52.12239,Running_Sand,0.069,0.199,0.763,0.288,Low,4.0,63.9,PVC,28
0.53795,53.44812,Dense_Sand,0.042,0.071,0.19,0.089,Low,7.2,27.6,PVC,16
1.0443,53.39959,Firm_Clay,0.433,0.298,0.045,0.289,Low,11.6,40.1,Concrete,119
0.41613,51.82284,Dense_Sand,0.035,0.178,0.217,0.131,Low,13.0,4.9,Cast_Iron,76
1.21124,53.21481,Compressible_Ground,0.454,0.813,0.483,0.587,High,4.8,89.8,PVC,119
-1.16937,53.11903,Firm_Clay,0.316,0.138,0.055,0.188,Low,4.6,55.5,Concrete,28
-0.48716,51.5267,Compressible_Ground,0.403,0.632,0.344,0.468,Moderate,7.9,127.5,Concrete,102
-2.44368,52.56073,Swelling_Clay,0.891,0.395,0.151,0.532,High,9.6,48.8,Cast_Iron,55
-2.47217,51.18171,Dense_Sand,0.032,0.108,0.211,0.103,Low,8.1,6.9,Cast_Iron,57
-1.53949,53.09178,Swelling_Clay,0.619,0.494,0.068,0.437,Moderate,4.2,111.0,PVC,41
-2.09677,51.43636,Dense_Sand,0.015,0.108,0.129,0.076,Low,3.4,2.7,PVC,81
-1.45915,51.17704,Swelling_Clay,0.842,0.376,0.141,0.504,High,3.4,21.1,Cast_Iron,27
-1.79183,52.00055,Firm_Clay,0.326,0.272,0.083,0.246,Low,12.6,19.1,Concrete,112
-2.38592,52.44231,Compressible_Ground,0.425,0.875,0.369,0.569,High,14.6,4.4,Steel,97
1.13722,53.13729,Compressible_Ground,0.437,0.874,0.339,0.566,High,10.1,30.1,PVC,48
-2.46711,53.43561,Swelling_Clay,0.809,0.485,0.066,0.51,High,1.1,181.7,Concrete,20
0.44433,52.09873,Running_Sand,0.045,0.295,0.852,0.334,Moderate,4.2,1.5,Cast_Iron,98
-1.89141,51.15112,Compressible_Ground,0.341,0.707,0.562,0.525,High,11.4,97.6,Steel,64
1.14892,52.87279,Firm_Clay,0.508,0.295,0.1,0.331,Moderate,3.0,273.4,Cast_Iron,67
1.07118,52.41293,Swelling_Clay,0.852,0.245,0.15,0.464,Moderate,13.7,38.0,Concrete,54
0.1156,52.11973,Swelling_Clay,0.638,0.289,0.103,0.382,Moderate,10.8,9.8,Cast_Iron,42
0.18894,51.77317,Swelling_Clay,0.716,0.338,0.144,0.441,Moderate,10.8,110.0,Concrete,23
-2.47864,52.256,Compressible_Ground,0.489,0.608,0.477,0.528,High,11.8,77.5,Steel,111
1.43949,51.8467,Firm_Clay,0.518,0.237,0.073,0.308,Moderate,10.1,153.3,PVC,97
1.01133,52.89253,Dense_Sand,0.02,0.078,0.281,0.105,Low,5.6,224.1,Steel,34
1.08042,52.35973,Swelling_Clay,0.71,0.245,0.139,0.404,Moderate,4.8,118.0,Cast_Iron,63
0.13698,53.19212,Running_Sand,0.036,0.277,0.555,0.25,Low,8.6,2.9,Cast_Iron,71
-1.12085,52.35886,Firm_Clay,0.479,0.288,0.099,0.317,Moderate,11.9,55.9,Cast_Iron,99
1.07459,51.59566,Compressible_Ground,0.416,0.888,0.367,0.569,High,5.4,12.7,Concrete,63
-1.33393,53.12773,Compressible_Ground,0.466,0.721,0.412,0.542,High,13.0,36.2,Steel,75
-0.24915,52.39305,Running_Sand,0.087,0.247,0.773,0.315,Moderate,1.7,9.8,Steel,93
-2.10108,51.5171,Swelling_Clay,0.748,0.49,0.196,0.52,High,12.8,19.0,Concrete,94
1.18782,52.55877,Swelling_Clay,0.807,0.318,0.155,0.473,Moderate,0.7,7.9,Concrete,106
-1.93692,51.89429,Swelling_Clay,0.794,0.309,0.125,0.457,Moderate,13.6,49.9,Cast_Iron,69
-1.60041,53.11101,Firm_Clay,0.472,0.164,0.053,0.26,Low,9.3,85.2,Concrete,63
-0.26746,52.13325,Swelling_Clay,0.683,0.262,0.17,0.407,Moderate,14.0,4.2,Concrete,27
0.55637,52.8161,Swelling_Clay,0.874,0.303,0.157,0.495,Moderate,2.0,29.4,Cast_Iron,103
-0.02259,51.23884,Compressible_Ground,0.427,0.701,0.379,0.511,High,4.9,40.6,Concrete,81
-1.57146,51.99006,Swelling_Clay,0.7,0.305,0.058,0.401,Moderate,2.2,10.7,PVC,99
-2.49623,53.4581,Swelling_Clay,0.619,0.29,0.052,0.362,Moderate,10.6,48.4,PVC,65
0.5286,53.02115,Dense_Sand,0.025,0.081,0.28,0.108,Low,12.3,7.5,Steel,118
1.44083,51.39985,Swelling_Clay,0.675,0.25,0.16,0.398,Moderate,8.3,12.2,Concrete,29
0.73965,51.69441,Firm_Clay,0.59,0.27,0.134,0.364,Moderate,7.2,48.9,Concrete,62
-0.65917,51.82454,Compressible_Ground,0.223,0.74,0.478,0.468,Moderate,4.7,94.2,Concrete,5
1.11507,52.62591,Firm_Clay,0.41,0.125,0.073,0.226,Low,1.1,15.9,PVC,109
-0.86061,52.89249,Running_Sand,0.053,0.263,0.61,0.266,Low,8.1,35.6,Cast_Iron,26
-0.40026,52.87382,Swelling_Clay,0.849,0.364,0.1,0.492,Moderate,14.2,93.3,Concrete,47
-0.59148,52.27469,Firm_Clay,0.57,0.111,0.094,0.29,Low,13.8,16.9,Steel,100
-0.7095,53.02705,Running_Sand,0.042,0.338,0.534,0.268,Low,9.2,7.3,Cast_Iron,116
0.60076,52.0927,Firm_Clay,0.59,0.139,0.024,0.291,Low,6.7,43.1,Cast_Iron,58
-0.39292,51.3097,Compressible_Ground,0.363,0.934,0.394,0.57,High,5.0,33.0,Steel,27
-1.23313,52.4111,Dense_Sand,0.01,0.142,0.349,0.141,Low,4.7,49.8,Cast_Iron,71
-1.46737,53.38075,Firm_Clay,0.481,0.189,0.089,0.281,Low,8.4,9.7,Steel,81
-2.34901,52.98248,Dense_Sand,0.032,0.091,0.334,0.128,Low,0.7,64.7,PVC,77
-0.16722,52.44675,Running_Sand,0.057,0.187,0.629,0.246,Low,0.7,65.4,Cast_Iron,92
-1.58015,52.61701,Running_Sand,0.069,0.363,0.861,0.37,Moderate,8.6,57.7,Steel,14
-1.90746,53.32641,Firm_Clay,0.554,0.263,0.023,0.319,Moderate,8.4,118.6,Cast_Iron,44
0.11532,52.07086,Dense_Sand,0.024,0.1,0.189,0.092,Low,1.1,16.4,Cast_Iron,90
0.22484,51.82849,Dense_Sand,0.045,0.103,0.212,0.107,Low,6.0,6.4,Cast_Iron,60
0.50862,53.4431,Compressible_Ground,0.448,0.789,0.443,0.566,High,9.9,19.8,PVC,82
-0.48569,53.15861,Firm_Clay,0.421,0.297,0.044,0.283,Low,8.2,0.4,Steel,109
1.07622,51.80761,Swelling_Clay,0.689,0.472,0.111,0.469,Moderate,3.5,39.4,Cast_Iron,65
1.24537,52.15945,Running_Sand,0.012,0.252,0.809,0.295,Low,2.0,116.5,Steel,104
0.72948,52.0377,Swelling_Clay,0.651,0.377,0.076,0.411,Moderate,10.4,33.7,Steel,29
0.04237,51.37274,Compressible_Ground,0.474,0.836,0.464,0.598,High,5.9,7.2,Steel,86
-1.28512,53.39455,Dense_Sand,0.043,0.069,0.224,0.097,Low,7.5,21.5,Cast_Iron,106
1.43178,52.01078,Swelling_Clay,0.63,0.262,0.05,0.356,Moderate,5.9,17.2,PVC,105
-1.40346,53.18832,Firm_Clay,0.524,0.117,0.116,0.279,Low,10.3,16.5,Concrete,19
-1.68937,51.47339,Running_Sand,0.02,0.175,0.827,0.276,Low,7.2,125.3,Concrete,77
-0.73138,52.36968,Swelling_Clay,0.854,0.235,0.055,0.438,Moderate,9.3,20.9,PVC,115
-2.27264,51.0599,Compressible_Ground,0.406,0.898,0.397,0.576,High,5.2,38.2,PVC,54
1.41398,52.91055,Running_Sand,0.028,0.374,0.762,0.333,Moderate,9.6,117.3,Steel,16
-0.14627,52.45228,Swelling_Clay,0.641,0.244,0.164,0.383,Moderate,14.4,54.9,Concrete,51
-0.27219,52.56397,Firm_Clay,0.505,0.146,0.15,0.29,Low,6.8,134.2,Concrete,37
0.12319,51.1293,Dense_Sand,0.047,0.1,0.29,0.127,Low,14.3,51.9,PVC,18
-0.51191,51.5276,Swelling_Clay,0.631,0.342,0.183,0.418,Moderate,4.0,77.6,Cast_Iron,83
-2.37175,51.18583,Swelling_Clay,0.667,0.285,0.114,0.395,Moderate,2.3,122.3,Cast_Iron,8
-0.05075,51.72229,Running_Sand,0.037,0.382,0.6,0.299,Low,5.1,49.5,PVC,67
0.3647,52.5686,Firm_Clay,0.45,0.276,0.025,0.283,Low,13.9,10.9,Steel,119
-0.833,52.41546,Compressible_Ground,0.32,0.891,0.501,0.565,High,3.1,125.1,Cast_Iron,69
0.52918,52.53037,Swelling_Clay,0.673,0.444,0.066,0.441,Moderate,3.7,35.0,PVC,11
-1.59199,52.37313,Running_Sand,0.023,0.264,0.784,0.298,Low,13.0,137.1,Cast_Iron,66
-1.61489,51.68257,Dense_Sand,0.036,0.115,0.128,0.087,Low,10.8,246.3,Steel,49
-1.85433,51.61127,Compressible_Ground,0.205,0.774,0.484,0.474,Moderate,10.5,63.6,Steel,24
-1.01202,51.34265,Compressible_Ground,0.267,0.93,0.509,0.559,High,3.9,19.5,Steel,88
0.88805,53.12268,Dense_Sand,0.045,0.111,0.11,0.084,Low,1.2,16.7,Cast_Iron,93
0.81165,52.5412,Firm_Clay,0.475,0.227,0.113,0.298,Low,0.8,5.6,Steel,53
-0.9687,51.46628,Firm_Clay,0.308,0.297,0.145,0.263,Low,8.7,248.5,PVC,7
-0.14353,51.44302,Running_Sand,0.057,0.217,0.737,0.283,Low,8.0,254.2,PVC,117
0.38327,53.18259,Dense_Sand,0.043,0.172,0.118,0.107,Low,1.8,53.9,PVC,16
-1.53517,52.85683,Firm_Clay,0.497,0.129,0.072,0.262,Low,2.0,16.6,Cast_Iron,88
-1.82744,52.6485,Dense_Sand,0.049,0.109,0.325,0.139,Low,14.6,120.2,Steel,59
1.38838,52.01716,Firm_Clay,0.534,0.131,0.032,0.267,Low,13.2,1.6,Cast_Iron,46
-0.02977,51.65494,Firm_Clay,0.502,0.184,0.038,0.275,Low,11.0,41.4,PVC,73
1.42566,53.44863,Compressible_Ground,0.325,0.623,0.394,0.447,Moderate,5.1,0.4,PVC,42
-1.14898,52.9931,Compressible_Ground,0.299,0.855,0.487,0.541,High,4.0,46.2,PVC,37
0.31213,51.75445,Firm_Clay,0.457,0.204,0.068,0.271,Low,2.3,24.3,Concrete,79
-1.60959,53.11891,Compressible_Ground,0.378,0.9,0.413,0.569,High,10.8,83.5,Concrete,62
-1.4552,52.89733,Running_Sand,0.091,0.121,0.861,0.294,Low,2.9,20.6,Cast_Iron,105
-0.45239,51.7427,Swelling_Clay,0.872,0.277,0.165,0.487,Moderate,10.8,8.7,Concrete,74
-1.22153,52.06638,Firm_Clay,0.444,0.161,0.121,0.264,Low,13.9,63.0,Concrete,116
-1.82951,51.46488,Swelling_Clay,0.615,0.211,0.184,0.366,Moderate,13.5,5.7,PVC,25
-1.44848,51.27763,Firm_Clay,0.551,0.126,0.055,0.278,Low,10.4,200.6,Steel,39
-2.35701,52.80691,Firm_Clay,0.533,0.169,0.106,0.299,Low,2.1,243.1,Cast_Iron,99
0.31769,51.66878,Swelling_Clay,0.792,0.463,0.05,0.491,Moderate,14.7,22.2,PVC,46
-0.53153,53.05015,Running_Sand,0.023,0.357,0.848,0.346,Moderate,0.8,2.9,Cast_Iron,51
-2.12303,53.48902,Compressible_Ground,0.237,0.817,0.486,0.502,High,13.1,42.5,Steel,10
-1.81322,51.19155,Compressible_Ground,0.492,0.68,0.379,0.53,High,1.7,185.1,Concrete,88
-2.08986,52.18259,Compressible_Ground,0.204,0.847,0.421,0.483,Moderate,14.5,16.2,Steel,93
-0.04963,53.00516,Swelling_Clay,0.788,0.204,0.183,0.432,Moderate,2.5,54.5,PVC,12
-2.12316,52.97238,Dense_Sand,0.014,0.196,0.159,0.114,Low,9.6,79.8,Steel,111
0.51713,52.89999,Swelling_Clay,0.781,0.278,0.175,0.454,Moderate,2.9,1.1,Concrete,116
-2.41796,51.87249,Firm_Clay,0.473,0.114,0.095,0.253,Low,2.6,1.6,Steel,103
-1.5025,52.13463,Compressible_Ground,0.433,0.864,0.481,0.596,High,3.5,67.2,PVC,24
1.06267,52.48742,Firm_Clay,0.453,0.28,0.08,0.299,Low,9.6,163.2,Cast_Iron,111
0.37413,53.43485,Compressible_Ground,0.368,0.805,0.372,0.522,High,11.2,64.8,Concrete,56
-2.20813,51.81887,Firm_Clay,0.304,0.3,0.096,0.25,Low,3.1,16.7,Cast_Iron,64
0.7845,53.30786,Firm_Clay,0.341,0.107,0.124,0.205,Low,10.9,18.5,PVC,87
-0.52786,51.67339,Firm_Clay,0.446,0.155,0.072,0.251,Low,4.5,9.6,Steel,73
0.88713,53.47269,Swelling_Clay,0.889,0.28,0.1,0.479,Moderate,5.3,32.7,Steel,79
-0.09704,52.67566,Firm_Clay,0.421,0.261,0.035,0.268,Low,13.5,10.2,PVC,83
0.22733,52.15878,Compressible_Ground,0.248,0.667,0.453,0.446,Moderate,7.0,62.9,Steel,63
1.47401,52.53348,Swelling_Clay,0.749,0.3,0.145,0.441,Moderate,1.1,1.8,Concrete,53
-1.57066,51.68133,Compressible_Ground,0.443,0.835,0.305,0.546,High,3.1,12.9,Cast_Iron,110
-0.00422,51.68543,Compressible_Ground,0.376,0.676,0.415,0.491,Moderate,9.0,24.2,PVC,50
-0.65871,51.28389,Running_Sand,0.054,0.197,0.846,0.302,Moderate,11.7,10.6,PVC,73
-2.34219,51.28513,Firm_Clay,0.404,0.182,0.141,0.261,Low,4.9,101.1,Concrete,65
-2.44212,51.86918,Compressible_Ground,0.466,0.846,0.513,0.61,High,8.0,91.7,Concrete,102
-2.02309,52.90714,Compressible_Ground,0.472,0.823,0.432,0.585,High,14.7,99.0,Concrete,51
0.09637,52.51993,Swelling_Clay,0.682,0.492,0.161,0.485,Moderate,9.3,127.4,PVC,83
-0.23135,51.25646,Firm_Clay,0.342,0.213,0.027,0.218,Low,10.1,13.8,Cast_Iron,106
-0.28628,53.13059,Running_Sand,0.047,0.24,0.568,0.245,Low,1.1,26.7,Cast_Iron,32
-2.37257,52.50342,Compressible_Ground,0.462,0.634,0.457,0.521,High,4.3,23.5,Steel,86
-0.62279,53.40214,Firm_Clay,0.406,0.173,0.047,0.235,Low,14.4,30.5,PVC,114
1.19849,52.67546,Running_Sand,0.051,0.176,0.824,0.288,Low,0.9,58.6,Cast_Iron,45
-0.90963,51.43794,Running_Sand,0.023,0.15,0.764,0.253,Low,5.0,15.4,Concrete,91
-0.00031,52.18446,Running_Sand,0.079,0.365,0.828,0.366,Moderate,7.3,38.2,PVC,82
0.61927,52.62124,Firm_Clay,0.352,0.265,0.124,0.264,Low,11.8,31.1,Steel,85
0.6357,51.07066,Firm_Clay,0.578,0.166,0.049,0.301,Moderate,7.2,9.9,Concrete,66
-0.42288,51.03728,Compressible_Ground,0.301,0.802,0.478,0.521,High,8.0,8.5,Cast_Iron,39
0.93181,51.32351,Swelling_Clay,0.652,0.425,0.169,0.452,Moderate,2.6,135.3,Steel,102
-0.93449,51.62916,Swelling_Clay,0.789,0.393,0.126,0.484,Moderate,2.6,69.7,Steel,81
1.05477,52.07387,Firm_Clay,0.336,0.24,0.111,0.246,Low,8.5,4.7,Cast_Iron,89
-1.53909,52.2186,Dense_Sand,0.012,0.122,0.327,0.129,Low,0.5,15.5,Cast_Iron,102
-1.37913,51.34507,Compressible_Ground,0.203,0.604,0.483,0.413,Moderate,11.9,74.9,PVC,109
-2.28752,52.68348,Swelling_Clay,0.708,0.465,0.052,0.459,Moderate,5.0,20.6,Cast_Iron,63
0.68233,52.49035,Firm_Clay,0.401,0.217,0.088,0.258,Low,5.1,69.2,Concrete,36
-0.83178,51.73616,Firm_Clay,0.384,0.165,0.057,0.226,Low,2.4,69.9,Concrete,79
-1.58353,51.03415,Dense_Sand,0.016,0.066,0.306,0.106,Low,1.1,54.6,Cast_Iron,68
-1.57284,51.19412,Firm_Clay,0.536,0.283,0.083,0.334,Moderate,12.2,61.3,PVC,76
1.1056,51.97924,Dense_Sand,0.041,0.081,0.225,0.101,Low,14.4,21.0,PVC,57
0.83567,51.38494,Swelling_Clay,0.775,0.338,0.149,0.466,Moderate,12.3,25.1,Concrete,109
-0.28588,51.94205,Swelling_Clay,0.813,0.487,0.144,0.531,High,3.2,14.3,Cast_Iron,10
-0.03556,52.57046,Swelling_Clay,0.604,0.365,0.074,0.388,Moderate,4.6,18.3,Concrete,108
-0.6027,52.36809,Firm_Clay,0.538,0.166,0.065,0.29,Low,7.1,116.3,PVC,68
-0.93333,51.57794,Swelling_Clay,0.619,0.212,0.135,0.355,Moderate,13.4,19.5,PVC,17
1.16191,51.85956,Running_Sand,0.077,0.281,0.726,0.311,Moderate,2.7,9.7,PVC,94
-1.99755,52.53508,Running_Sand,0.029,0.391,0.507,0.275,Low,9.6,36.4,PVC,46
-0.82621,53.15214,Compressible_Ground,0.466,0.835,0.6,0.628,High,2.9,4.6,Cast_Iron,45
-1.12175,52.88303,Dense_Sand,0.021,0.113,0.316,0.127,Low,4.6,123.4,PVC,77
