Test_ID,G_Level,Soil_Type,Moisture_Content_pct,Loading_Rate_mm_min,Time_s,Scale_Factor_N,Settlement_mm_model,Settlement_mm_prototype,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,PIV_Displacement_X_mm,PIV_Displacement_Y_mm,Shear_Strain,Shear_Band_Detected
CEN-059,100,Sand,10,0.5,1020,100,3.256,325.6,0.929,4.89,1.071,3.256,0.02742,0
CEN-059,100,Sand,10,0.5,1080,100,2.867,286.7,0.492,5.44,0.58,2.867,0.0234,0
CEN-059,100,Sand,10,0.5,1140,100,3.78,378.0,0.955,3.06,1.009,3.78,0.0313,0
CEN-059,100,Sand,10,0.5,1200,100,3.558,355.8,0.634,7.55,0.653,3.558,0.02894,0
CEN-059,100,Sand,10,0.5,1260,100,3.997,399.7,0.65,11.97,0.702,3.997,0.03247,0
CEN-059,100,Sand,10,0.5,1320,100,4.439,443.9,0.675,7.14,0.547,4.439,0.03578,0
CEN-059,100,Sand,10,0.5,1380,100,4.85,485.0,1.38,4.26,1.592,4.85,0.04084,0
CEN-059,100,Sand,10,0.5,1440,100,4.76,476.0,1.059,3.72,0.985,4.76,0.03888,0
CEN-059,100,Sand,10,0.5,1500,100,5.611,561.1,1.001,2.55,0.906,5.611,0.04547,0
CEN-059,100,Sand,10,0.5,1560,100,6.828,682.8,2.389,6.3,1.945,6.828,0.0568,1
CEN-059,100,Sand,10,0.5,1620,100,6.116,611.6,1.953,8.37,2.146,6.116,0.05185,1
CEN-059,100,Sand,10,0.5,1680,100,6.553,655.3,1.734,8.83,1.964,6.553,0.05473,1
CEN-059,100,Sand,10,0.5,1740,100,6.426,642.6,1.611,3.81,1.866,6.426,0.05353,1
CEN-059,100,Sand,10,0.5,1800,100,7.164,716.4,1.457,7.66,1.236,7.164,0.05816,1
CEN-059,100,Sand,10,0.5,1860,100,8.185,818.5,2.096,5.43,2.333,8.185,0.06809,1
CEN-059,100,Sand,10,0.5,1920,100,7.453,745.3,1.458,3.34,1.587,7.453,0.06096,1
CEN-059,100,Sand,10,0.5,1980,100,8.046,804.6,2.477,4.67,2.536,8.046,0.06749,1
CEN-059,100,Sand,10,0.5,2040,100,8.203,820.3,2.465,4.71,2.042,8.203,0.06763,1
CEN-059,100,Sand,10,0.5,2100,100,9.014,901.4,1.377,8.57,1.468,9.014,0.07306,1
CEN-059,100,Sand,10,0.5,2160,100,8.881,888.1,3.108,4.62,3.703,8.881,0.07698,1
CEN-059,100,Sand,10,0.5,2220,100,9.874,987.4,2.85,3.79,2.533,9.874,0.08155,1
CEN-059,100,Sand,10,0.5,2280,100,9.692,969.2,3.307,5.67,3.753,9.692,0.08314,1
CEN-059,100,Sand,10,0.5,2340,100,8.799,879.9,3.016,6.74,3.078,8.799,0.07458,1
CEN-059,100,Sand,10,0.5,2400,100,11.201,1120.1,3.179,4.56,2.627,11.201,0.09204,1
CEN-059,100,Sand,10,0.5,2460,100,10.866,1086.6,3.545,10.37,3.306,10.866,0.09086,1
CEN-059,100,Sand,10,0.5,2520,100,11.825,1182.5,3.682,6.24,3.442,11.825,0.09852,1
CEN-059,100,Sand,10,0.5,2580,100,11.824,1182.4,3.785,7.9,3.783,11.824,0.09932,1
CEN-059,100,Sand,10,0.5,2640,100,12.226,1222.6,2.21,8.92,2.463,12.226,0.09977,1
CEN-059,100,Sand,10,0.5,2700,100,12.585,1258.5,2.98,7.51,3.494,12.585,0.10449,1
CEN-059,100,Sand,10,0.5,2760,100,11.902,1190.2,2.208,6.17,2.578,11.902,0.09743,1
CEN-059,100,Sand,10,0.5,2820,100,13.492,1349.2,3.894,6.43,4.559,13.492,0.11393,1
CEN-059,100,Sand,10,0.5,2880,100,13.474,1347.4,3.389,5.39,2.825,13.474,0.11013,1
CEN-059,100,Sand,10,0.5,2940,100,13.934,1393.4,4.017,7.69,4.022,13.934,0.11602,1
CEN-060,100,Sand,10,1.0,0,100,0.035,3.5,0.008,2.83,0.006,0.035,0.00028,0
CEN-060,100,Sand,10,1.0,60,100,0.182,18.2,0.062,1.73,0.073,0.182,0.00157,0
CEN-060,100,Sand,10,1.0,120,100,0.254,25.4,0.057,1.03,0.059,0.254,0.00208,0
CEN-060,100,Sand,10,1.0,180,100,0.337,33.7,0.094,0.35,0.112,0.337,0.00284,0
CEN-060,100,Sand,10,1.0,240,100,0.647,64.7,0.109,1.85,0.126,0.647,0.00527,0
CEN-060,100,Sand,10,1.0,300,100,0.779,77.9,0.174,2.46,0.197,0.779,0.00643,0
CEN-060,100,Sand,10,1.0,360,100,1.14,114.0,0.245,0.0,0.252,1.14,0.00934,0
CEN-060,100,Sand,10,1.0,420,100,1.191,119.1,0.226,4.16,0.214,1.191,0.00968,0
CEN-060,100,Sand,10,1.0,480,100,1.647,164.7,0.489,0.0,0.496,1.647,0.01376,0
CEN-060,100,Sand,10,1.0,540,100,2.184,218.4,0.7,6.41,0.777,2.184,0.01855,0
CEN-060,100,Sand,10,1.0,600,100,2.573,257.3,0.411,3.81,0.401,2.573,0.02083,0
CEN-060,100,Sand,10,1.0,660,100,2.803,280.3,0.524,6.41,0.449,2.803,0.02271,0
CEN-060,100,Sand,10,1.0,720,100,3.435,343.5,0.752,4.55,0.643,3.435,0.02796,0
CEN-060,100,Sand,10,1.0,780,100,3.552,355.2,1.088,3.17,1.089,3.552,0.02972,0
CEN-060,100,Sand,10,1.0,840,100,4.611,461.1,0.785,0.84,0.892,4.611,0.03757,0
CEN-060,100,Sand,10,1.0,900,100,4.907,490.7,1.437,6.36,1.318,4.907,0.04065,0
CEN-060,100,Sand,10,1.0,960,100,5.754,575.4,1.385,6.26,1.439,5.754,0.04745,0
CEN-060,100,Sand,10,1.0,1020,100,5.872,587.2,1.379,4.33,1.362,5.872,0.04822,0
CEN-060,100,Sand,10,1.0,1080,100,6.888,688.8,2.401,3.85,2.356,6.888,0.05824,0
CEN-060,100,Sand,10,1.0,1140,100,7.012,701.2,1.853,3.91,1.646,7.012,0.05762,0
CEN-060,100,Sand,10,1.0,1200,100,7.461,746.1,2.387,3.93,2.325,7.461,0.06252,0
CEN-060,100,Sand,10,1.0,1260,100,8.87,887.0,2.487,1.97,2.384,8.87,0.07348,1
CEN-060,100,Sand,10,1.0,1320,100,9.208,920.8,3.042,6.48,3.075,9.208,0.07766,1
CEN-060,100,Sand,10,1.0,1380,100,9.499,949.9,2.575,4.37,3.005,9.499,0.07971,1
CEN-060,100,Sand,10,1.0,1440,100,10.013,1001.3,1.923,6.0,1.925,10.013,0.08157,1
CEN-060,100,Sand,10,1.0,1500,100,11.591,1159.1,2.142,7.06,1.85,11.591,0.0939,1
CEN-060,100,Sand,10,1.0,1560,100,12.052,1205.2,1.823,6.93,1.825,12.052,0.09752,1
CEN-060,100,Sand,10,1.0,1620,100,13.581,1358.1,3.276,1.09,2.729,13.581,0.11082,1
CEN-060,100,Sand,10,1.0,1680,100,13.15,1315.0,4.013,8.48,4.787,13.15,0.11196,1
CEN-060,100,Sand,10,1.0,1740,100,13.771,1377.1,2.539,4.1,2.941,13.771,0.11266,1
CEN-060,100,Sand,10,1.0,1800,100,15.25,1525.0,4.707,10.37,5.125,15.25,0.12871,1
CEN-060,100,Sand,10,1.0,1860,100,13.962,1396.2,2.442,8.57,2.365,13.962,0.11329,1
CEN-060,100,Sand,10,1.0,1920,100,15.099,1509.9,2.349,5.9,1.943,15.099,0.12179,1
CEN-060,100,Sand,10,1.0,1980,100,17.315,1731.5,3.353,6.17,3.409,17.315,0.14118,1
CEN-060,100,Sand,10,1.0,2040,100,17.997,1799.7,3.261,6.41,3.299,17.997,0.14638,1
CEN-060,100,Sand,10,1.0,2100,100,18.92,1892.0,5.018,4.99,5.906,18.92,0.15857,1
CEN-060,100,Sand,10,1.0,2160,100,19.439,1943.9,3.598,6.35,3.142,19.439,0.15753,1
CEN-060,100,Sand,10,1.0,2220,100,19.125,1912.5,3.679,4.21,3.373,19.125,0.15536,1
CEN-060,100,Sand,10,1.0,2280,100,18.76,1876.0,6.124,6.9,5.356,18.76,0.15608,1
CEN-060,100,Sand,10,1.0,2340,100,19.911,1991.1,6.006,3.9,5.04,19.911,0.16431,1
CEN-060,100,Sand,10,1.0,2400,100,23.468,2346.8,7.122,6.23,6.42,23.468,0.19465,1
CEN-060,100,Sand,10,1.0,2460,100,21.889,2188.9,5.816,3.03,5.654,21.889,0.18086,1
CEN-060,100,Sand,10,1.0,2520,100,23.176,2317.6,5.499,8.48,4.712,23.176,0.1892,1
CEN-060,100,Sand,10,1.0,2580,100,23.959,2395.9,6.266,9.47,6.203,23.959,0.19799,1
CEN-060,100,Sand,10,1.0,2640,100,25.783,2578.3,4.831,5.89,4.602,25.783,0.20953,1
CEN-060,100,Sand,10,1.0,2700,100,25.1,2510.0,7.975,8.7,7.213,25.1,0.20893,1
CEN-060,100,Sand,10,1.0,2760,100,23.456,2345.6,4.148,5.66,4.819,23.456,0.19157,1
CEN-060,100,Sand,10,1.0,2820,100,26.608,2660.8,8.127,8.53,8.218,26.608,0.22279,1
CEN-060,100,Sand,10,1.0,2880,100,28.352,2835.2,5.492,5.54,5.822,28.352,0.23155,1
CEN-060,100,Sand,10,1.0,2940,100,29.211,2921.1,8.652,10.58,7.935,29.211,0.24216,1
CEN-061,100,Sand,15,0.1,0,100,0.075,7.5,0.023,0.0,0.019,0.075,0.00062,0
CEN-061,100,Sand,15,0.1,60,100,0.074,7.4,0.02,0.0,0.017,0.074,0.00061,0
CEN-061,100,Sand,15,0.1,120,100,0.0,0.0,0.0,2.4,-0.054,0.0,0.00139,0
CEN-061,100,Sand,15,0.1,180,100,0.113,11.3,0.022,2.0,0.024,0.113,0.00092,0
CEN-061,100,Sand,15,0.1,240,100,0.109,10.9,0.031,0.0,0.037,0.109,0.00092,0
CEN-061,100,Sand,15,0.1,300,100,0.178,17.8,0.032,3.47,0.028,0.178,0.00144,0
CEN-061,100,Sand,15,0.1,360,100,0.178,17.8,0.028,3.88,0.022,0.178,0.00143,0
CEN-061,100,Sand,15,0.1,420,100,0.159,15.9,0.027,0.0,0.026,0.159,0.00129,0
CEN-061,100,Sand,15,0.1,480,100,0.179,17.9,0.042,5.9,0.042,0.179,0.00147,0
CEN-061,100,Sand,15,0.1,540,100,0.243,24.3,0.085,6.83,0.093,0.243,0.00208,0
CEN-061,100,Sand,15,0.1,600,100,0.378,37.8,0.087,3.52,0.077,0.378,0.00308,0
CEN-061,100,Sand,15,0.1,660,100,0.487,48.7,0.133,6.71,0.134,0.487,0.00404,0
CEN-061,100,Sand,15,0.1,720,100,0.677,67.7,0.12,7.89,0.107,0.677,0.00549,0
CEN-061,100,Sand,15,0.1,780,100,0.373,37.3,0.103,4.89,0.096,0.373,0.00308,0
CEN-061,100,Sand,15,0.1,840,100,0.633,63.3,0.129,5.69,0.107,0.633,0.00513,0
CEN-061,100,Sand,15,0.1,900,100,0.931,93.1,0.291,7.09,0.296,0.931,0.00781,0
CEN-061,100,Sand,15,0.1,960,100,0.594,59.4,0.205,5.15,0.185,0.594,0.00498,0
CEN-061,100,Sand,15,0.1,1020,100,0.849,84.9,0.225,5.38,0.239,0.849,0.00706,0
CEN-061,100,Sand,15,0.1,1080,100,0.83,83.0,0.144,7.03,0.143,0.83,0.00673,0
CEN-061,100,Sand,15,0.1,1140,100,1.196,119.6,0.266,6.96,0.265,1.196,0.0098,0
CEN-061,100,Sand,15,0.1,1200,100,0.924,92.4,0.149,8.04,0.146,0.924,0.00749,0
CEN-061,100,Sand,15,0.1,1260,100,1.337,133.7,0.291,4.55,0.233,1.337,0.01085,0
CEN-061,100,Sand,15,0.1,1320,100,1.375,137.5,0.304,6.96,0.302,1.375,0.01126,0
CEN-061,100,Sand,15,0.1,1380,100,1.365,136.5,0.349,7.98,0.402,1.365,0.01138,0
CEN-061,100,Sand,15,0.1,1440,100,1.658,165.8,0.492,8.91,0.404,1.658,0.01365,0
CEN-061,100,Sand,15,0.1,1500,100,1.612,161.2,0.405,6.88,0.447,1.612,0.01338,0
CEN-061,100,Sand,15,0.1,1560,100,1.525,152.5,0.437,7.36,0.357,1.525,0.01253,0
CEN-061,100,Sand,15,0.1,1620,100,1.86,186.0,0.54,11.88,0.565,1.86,0.01555,0
CEN-061,100,Sand,15,0.1,1680,100,2.201,220.1,0.72,7.57,0.839,2.201,0.01884,0
CEN-061,100,Sand,15,0.1,1740,100,1.976,197.6,0.582,7.02,0.612,1.976,0.01655,0
CEN-061,100,Sand,15,0.1,1800,100,2.446,244.6,0.722,12.09,0.748,2.446,0.02046,0
CEN-061,100,Sand,15,0.1,1860,100,2.426,242.6,0.84,8.57,0.727,2.426,0.02026,0
CEN-061,100,Sand,15,0.1,1920,100,2.393,239.3,0.82,7.23,0.708,2.393,0.01996,0
CEN-061,100,Sand,15,0.1,1980,100,2.481,248.1,0.386,7.08,0.412,2.481,0.02012,0
CEN-061,100,Sand,15,0.1,2040,100,2.421,242.1,0.69,7.83,0.624,2.421,0.02,0
CEN-061,100,Sand,15,0.1,2100,100,2.916,291.6,0.997,8.41,0.941,2.916,0.02451,0
CEN-061,100,Sand,15,0.1,2160,100,2.657,265.7,0.76,6.09,0.689,2.657,0.02196,0
CEN-061,100,Sand,15,0.1,2220,100,2.76,276.0,0.483,6.3,0.45,2.76,0.02237,0
CEN-061,100,Sand,15,0.1,2280,100,3.118,311.8,0.473,13.6,0.553,3.118,0.02533,0
CEN-061,100,Sand,15,0.1,2340,100,3.214,321.4,0.609,9.42,0.682,3.214,0.02628,0
CEN-061,100,Sand,15,0.1,2400,100,3.418,341.8,1.126,9.75,1.018,3.418,0.02853,0
CEN-061,100,Sand,15,0.1,2460,100,3.407,340.7,0.811,13.66,0.873,3.407,0.02814,0
CEN-061,100,Sand,15,0.1,2520,100,3.6,360.0,0.624,7.75,0.677,3.6,0.0293,0
CEN-061,100,Sand,15,0.1,2580,100,3.667,366.7,1.266,11.53,1.052,3.667,0.03052,0
CEN-061,100,Sand,15,0.1,2640,100,3.961,396.1,0.74,11.21,0.69,3.961,0.03216,0
CEN-061,100,Sand,15,0.1,2700,100,3.719,371.9,1.163,10.69,1.293,3.719,0.0315,0
CEN-061,100,Sand,15,0.1,2760,100,3.666,366.6,0.948,11.66,0.939,3.666,0.03027,0
CEN-061,100,Sand,15,0.1,2820,100,4.262,426.2,1.377,8.38,1.399,4.262,0.03589,0
CEN-061,100,Sand,15,0.1,2880,100,3.527,352.7,0.621,6.08,0.561,3.527,0.02857,0
CEN-061,100,Sand,15,0.1,2940,100,4.252,425.2,1.128,11.91,1.088,4.252,0.03511,0
CEN-062,100,Sand,15,0.5,0,100,0.0,0.0,0.0,0.0,-0.011,0.0,0.00035,0
CEN-062,100,Sand,15,0.5,60,100,0.031,3.1,0.008,0.67,0.009,0.031,0.00026,0
CEN-062,100,Sand,15,0.5,120,100,0.029,2.9,0.007,0.0,0.007,0.029,0.00024,0
CEN-062,100,Sand,15,0.5,180,100,0.213,21.3,0.037,1.97,0.031,0.213,0.00172,0
CEN-062,100,Sand,15,0.5,240,100,0.46,46.0,0.119,2.42,0.105,0.46,0.00377,0
CEN-062,100,Sand,15,0.5,300,100,0.609,60.9,0.202,2.78,0.23,0.609,0.00521,0
CEN-062,100,Sand,15,0.5,360,100,0.879,87.9,0.142,0.32,0.161,0.879,0.00715,0
CEN-062,100,Sand,15,0.5,420,100,0.946,94.6,0.326,3.37,0.327,0.946,0.008,0
CEN-062,100,Sand,15,0.5,480,100,1.361,136.1,0.451,3.04,0.384,1.361,0.01132,0
CEN-062,100,Sand,15,0.5,540,100,1.562,156.2,0.532,1.87,0.582,1.562,0.01333,0
CEN-062,100,Sand,15,0.5,600,100,1.75,175.0,0.571,3.19,0.662,1.75,0.01497,0
CEN-062,100,Sand,15,0.5,660,100,2.018,201.8,0.308,3.27,0.35,2.018,0.01638,0
CEN-062,100,Sand,15,0.5,720,100,2.372,237.2,0.613,7.85,0.689,2.372,0.01976,0
CEN-062,100,Sand,15,0.5,780,100,2.686,268.6,0.866,5.95,0.928,2.686,0.02274,0
CEN-062,100,Sand,15,0.5,840,100,3.045,304.5,0.528,5.07,0.494,3.045,0.02468,0
CEN-062,100,Sand,15,0.5,900,100,3.736,373.6,0.689,3.46,0.769,3.736,0.03051,0
CEN-062,100,Sand,15,0.5,960,100,4.211,421.1,0.734,5.68,0.717,4.211,0.03417,0
CEN-062,100,Sand,15,0.5,1020,100,4.64,464.0,1.344,7.66,1.588,4.64,0.03923,0
CEN-062,100,Sand,15,0.5,1080,100,4.776,477.6,1.073,7.5,1.16,4.776,0.03932,0
CEN-062,100,Sand,15,0.5,1140,100,5.72,572.0,1.764,9.01,1.959,5.72,0.04837,0
CEN-062,100,Sand,15,0.5,1200,100,6.011,601.1,1.201,6.64,1.158,6.011,0.04897,0
CEN-062,100,Sand,15,0.5,1260,100,6.69,669.0,1.252,6.23,1.246,6.69,0.05444,1
CEN-062,100,Sand,15,0.5,1320,100,7.054,705.4,1.115,7.53,1.223,7.054,0.05727,1
CEN-062,100,Sand,15,0.5,1380,100,7.848,784.8,2.581,8.05,2.261,7.848,0.06534,1
CEN-062,100,Sand,15,0.5,1440,100,7.483,748.3,1.226,6.44,1.222,7.483,0.06066,1
CEN-062,100,Sand,15,0.5,1500,100,8.505,850.5,1.611,8.58,1.646,8.505,0.0693,1
CEN-062,100,Sand,15,0.5,1560,100,8.1,810.0,1.221,12.69,1.308,8.1,0.06564,1
CEN-062,100,Sand,15,0.5,1620,100,9.381,938.1,3.002,9.2,2.98,9.381,0.07874,1
CEN-062,100,Sand,15,0.5,1680,100,10.382,1038.2,1.981,9.39,2.335,10.382,0.08513,1
CEN-062,100,Sand,15,0.5,1740,100,9.808,980.8,2.017,8.62,1.614,9.808,0.07952,1
CEN-062,100,Sand,15,0.5,1800,100,10.351,1035.1,2.699,7.58,2.823,10.351,0.08583,1
CEN-062,100,Sand,15,0.5,1860,100,11.231,1123.1,3.856,9.6,3.64,11.231,0.09445,1
CEN-062,100,Sand,15,0.5,1920,100,11.81,1181.0,2.044,7.65,1.643,11.81,0.09539,1
CEN-062,100,Sand,15,0.5,1980,100,10.303,1030.3,2.523,11.88,2.118,10.303,0.08415,1
CEN-062,100,Sand,15,0.5,2040,100,13.544,1354.4,4.406,10.46,4.499,13.544,0.11417,1
CEN-062,100,Sand,15,0.5,2100,100,12.778,1277.8,4.166,8.88,3.897,12.778,0.10687,1
CEN-062,100,Sand,15,0.5,2160,100,13.456,1345.6,2.257,7.62,1.873,13.456,0.10868,1
CEN-062,100,Sand,15,0.5,2220,100,14.649,1464.9,2.294,9.41,2.096,14.649,0.11838,1
CEN-062,100,Sand,15,0.5,2280,100,15.737,1573.7,3.878,9.19,3.398,15.737,0.1288,1
CEN-062,100,Sand,15,0.5,2340,100,14.682,1468.2,3.096,14.05,3.614,14.682,0.12096,1
CEN-062,100,Sand,15,0.5,2400,100,15.903,1590.3,5.321,11.35,4.455,15.903,0.13212,1
CEN-062,100,Sand,15,0.5,2460,100,16.457,1645.7,3.121,9.51,3.588,16.457,0.13475,1
CEN-062,100,Sand,15,0.5,2520,100,16.819,1681.9,3.059,8.61,2.783,16.819,0.13638,1
CEN-062,100,Sand,15,0.5,2580,100,17.14,1714.0,2.635,10.79,2.58,17.14,0.13867,1
CEN-062,100,Sand,15,0.5,2640,100,18.279,1827.9,5.715,9.52,5.911,18.279,0.15369,1
CEN-062,100,Sand,15,0.5,2700,100,18.913,1891.3,6.417,12.79,6.854,18.913,0.16093,1
CEN-062,100,Sand,15,0.5,2760,100,22.159,2215.9,7.184,6.11,5.853,22.159,0.18335,1
CEN-062,100,Sand,15,0.5,2820,100,21.449,2144.9,3.694,12.59,3.308,21.449,0.17362,1
CEN-062,100,Sand,15,0.5,2880,100,22.182,2218.2,6.517,8.21,5.373,22.182,0.18259,1
CEN-062,100,Sand,15,0.5,2940,100,19.733,1973.3,5.132,11.87,5.751,19.733,0.16443,1
CEN-063,100,Sand,15,1.0,0,100,0.0,0.0,0.0,0.0,-0.01,0.0,0.00046,0
CEN-063,100,Sand,15,1.0,60,100,0.0,0.0,0.0,0.0,-0.01,0.0,0.00039,0
CEN-063,100,Sand,15,1.0,120,100,0.137,13.7,0.033,1.63,0.031,0.137,0.00112,0
CEN-063,100,Sand,15,1.0,180,100,0.56,56.0,0.18,3.67,0.162,0.56,0.00466,0
CEN-063,100,Sand,15,1.0,240,100,0.447,44.7,0.137,3.97,0.14,0.447,0.00375,0
CEN-063,100,Sand,15,1.0,300,100,1.042,104.2,0.191,2.5,0.172,1.042,0.00845,0
CEN-063,100,Sand,15,1.0,360,100,1.499,149.9,0.324,4.16,0.275,1.499,0.01219,0
CEN-063,100,Sand,15,1.0,420,100,1.925,192.5,0.636,4.5,0.69,1.925,0.01636,0
CEN-063,100,Sand,15,1.0,480,100,2.597,259.7,0.697,4.16,0.656,2.597,0.02142,0
CEN-063,100,Sand,15,1.0,540,100,2.805,280.5,0.48,4.57,0.527,2.805,0.02284,0
CEN-063,100,Sand,15,1.0,600,100,4.081,408.1,1.004,8.05,0.902,4.081,0.03344,0
CEN-063,100,Sand,15,1.0,660,100,4.5,450.0,1.437,8.23,1.337,4.5,0.03755,0
CEN-063,100,Sand,15,1.0,720,100,4.85,485.0,1.409,6.49,1.31,4.85,0.04019,0
CEN-063,100,Sand,15,1.0,780,100,6.261,626.1,1.994,4.99,1.753,6.261,0.05201,0
CEN-063,100,Sand,15,1.0,840,100,7.269,726.9,1.346,8.85,1.461,7.269,0.05932,0
CEN-063,100,Sand,15,1.0,900,100,7.39,739.0,1.838,4.84,1.513,7.39,0.06035,0
CEN-063,100,Sand,15,1.0,960,100,7.885,788.5,1.462,6.77,1.615,7.885,0.06439,0
CEN-063,100,Sand,15,1.0,1020,100,9.144,914.4,1.822,6.71,1.545,9.144,0.07419,0
CEN-063,100,Sand,15,1.0,1080,100,10.053,1005.3,2.51,5.3,2.865,10.053,0.08363,0
CEN-063,100,Sand,15,1.0,1140,100,9.901,990.1,3.267,9.45,3.067,9.901,0.08292,0
CEN-063,100,Sand,15,1.0,1200,100,11.853,1185.3,3.765,9.69,3.717,11.853,0.09938,0
CEN-063,100,Sand,15,1.0,1260,100,11.602,1160.2,3.812,4.84,4.312,11.602,0.09902,1
CEN-063,100,Sand,15,1.0,1320,100,11.535,1153.5,3.267,7.94,3.344,11.535,0.09608,1
CEN-063,100,Sand,15,1.0,1380,100,15.24,1524.0,5.248,9.93,6.17,15.24,0.13153,1
CEN-063,100,Sand,15,1.0,1440,100,14.414,1441.4,3.786,7.3,3.82,14.414,0.11929,1
CEN-063,100,Sand,15,1.0,1500,100,16.962,1696.2,3.045,6.93,2.638,16.962,0.13733,1
CEN-063,100,Sand,15,1.0,1560,100,17.222,1722.2,5.999,9.67,4.847,17.222,0.14313,1
CEN-063,100,Sand,15,1.0,1620,100,16.923,1692.3,5.268,6.5,4.29,16.923,0.13967,1
CEN-063,100,Sand,15,1.0,1680,100,20.566,2056.6,4.214,8.51,3.668,20.566,0.16713,1
CEN-063,100,Sand,15,1.0,1740,100,19.972,1997.2,5.52,6.68,4.579,19.972,0.16392,1
CEN-063,100,Sand,15,1.0,1800,100,21.601,2160.1,5.057,8.56,4.331,21.601,0.17625,1
CEN-063,100,Sand,15,1.0,1860,100,24.553,2455.3,6.083,9.25,5.818,24.553,0.20187,1
CEN-063,100,Sand,15,1.0,1920,100,21.194,2119.4,5.925,9.72,6.497,21.194,0.17734,1
CEN-063,100,Sand,15,1.0,1980,100,25.215,2521.5,5.573,13.53,4.948,25.215,0.20557,1
CEN-063,100,Sand,15,1.0,2040,100,25.003,2500.3,7.26,12.15,6.776,25.003,0.20724,1
CEN-063,100,Sand,15,1.0,2100,100,28.952,2895.2,7.826,8.51,8.667,28.952,0.24177,1
CEN-063,100,Sand,15,1.0,2160,100,27.374,2737.4,6.184,6.05,5.531,27.374,0.22342,1
CEN-063,100,Sand,15,1.0,2220,100,29.842,2984.2,9.131,10.75,10.425,29.842,0.25288,1
CEN-063,100,Sand,15,1.0,2280,100,31.01,3101.0,7.203,8.72,5.914,31.01,0.25255,1
CEN-063,100,Sand,15,1.0,2340,100,33.177,3317.7,9.551,9.42,8.267,33.177,0.27353,1
CEN-063,100,Sand,15,1.0,2400,100,30.035,3003.5,6.857,10.45,5.892,30.035,0.24486,1
CEN-063,100,Sand,15,1.0,2460,100,35.087,3508.7,10.354,9.43,11.365,35.087,0.29506,1
CEN-063,100,Sand,15,1.0,2520,100,35.059,3505.9,9.109,11.25,7.421,35.059,0.28669,1
CEN-063,100,Sand,15,1.0,2580,100,35.895,3589.5,9.97,10.04,11.872,35.895,0.30246,1
CEN-063,100,Sand,15,1.0,2640,100,38.066,3806.6,12.503,8.66,13.693,38.066,0.32363,1
CEN-063,100,Sand,15,1.0,2700,100,38.556,3855.6,9.523,10.69,11.208,38.556,0.32122,1
CEN-063,100,Sand,15,1.0,2760,100,39.47,3947.0,6.515,8.4,7.234,39.47,0.32102,1
CEN-063,100,Sand,15,1.0,2820,100,42.925,4292.5,11.612,9.76,12.11,42.925,0.3568,1
CEN-063,100,Sand,15,1.0,2880,100,40.914,4091.4,9.577,10.88,10.99,40.914,0.33891,1
CEN-063,100,Sand,15,1.0,2940,100,46.053,4605.3,9.0,12.13,7.645,46.053,0.37347,1
CEN-064,100,Clay,20,0.1,0,100,0.033,3.3,0.012,14.31,0.011,0.033,0.00028,0
CEN-064,100,Clay,20,0.1,60,100,0.285,28.5,0.124,17.96,0.104,0.285,0.00243,0
CEN-064,100,Clay,20,0.1,120,100,0.054,5.4,0.021,19.03,0.021,0.054,0.00046,0
CEN-064,100,Clay,20,0.1,180,100,0.0,0.0,0.0,21.01,-0.021,0.0,0.00037,0
CEN-064,100,Clay,20,0.1,240,100,0.264,26.4,0.125,22.32,0.139,0.264,0.00238,0
CEN-064,100,Clay,20,0.1,300,100,0.298,29.8,0.154,24.3,0.152,0.298,0.00268,0
CEN-064,100,Clay,20,0.1,360,100,0.226,22.6,0.125,23.67,0.136,0.226,0.00211,0
CEN-064,100,Clay,20,0.1,420,100,0.412,41.2,0.141,24.91,0.113,0.412,0.00342,0
CEN-064,100,Clay,20,0.1,480,100,0.183,18.3,0.101,26.96,0.112,0.183,0.00172,0
CEN-064,100,Clay,20,0.1,540,100,0.383,38.3,0.178,25.9,0.168,0.383,0.00334,0
CEN-064,100,Clay,20,0.1,600,100,0.694,69.4,0.378,22.92,0.419,0.694,0.00649,0
CEN-064,100,Clay,20,0.1,660,100,0.694,69.4,0.349,26.92,0.331,0.694,0.00615,0
CEN-064,100,Clay,20,0.1,720,100,0.653,65.3,0.304,28.23,0.314,0.653,0.00579,0
CEN-064,100,Clay,20,0.1,780,100,0.678,67.8,0.299,26.11,0.313,0.678,0.00597,0
CEN-064,100,Clay,20,0.1,840,100,0.85,85.0,0.301,27.87,0.307,0.85,0.00723,0
CEN-064,100,Clay,20,0.1,900,100,0.92,92.0,0.396,25.97,0.329,0.92,0.00782,0
CEN-064,100,Clay,20,0.1,960,100,1.012,101.2,0.45,29.35,0.365,1.012,0.00861,0
CEN-064,100,Clay,20,0.1,1020,100,1.263,126.3,0.446,28.02,0.366,1.263,0.01052,0
CEN-064,100,Clay,20,0.1,1080,100,1.614,161.4,0.937,25.87,0.951,1.614,0.01498,0
CEN-064,100,Clay,20,0.1,1140,100,1.543,154.3,0.636,32.0,0.61,1.543,0.01328,0
CEN-064,100,Clay,20,0.1,1200,100,1.244,124.4,0.605,31.84,0.547,1.244,0.01087,0
CEN-064,100,Clay,20,0.1,1260,100,1.437,143.7,0.505,27.94,0.602,1.437,0.01246,0
CEN-064,100,Clay,20,0.1,1320,100,1.585,158.5,0.676,28.54,0.806,1.585,0.01423,0
