Simulation_ID,Soil_Type,Structure_Type,H_D_Ratio,Groundwater_Condition,Elastic_Modulus_kPa,Poissons_Ratio,Cohesion_kPa,Friction_Angle_deg,Unit_Weight_kN_m3,Max_Displacement_mm,Surface_Settlement_mm,Lateral_Displacement_mm,Heave_mm,Pore_Water_Pressure_kPa,Max_Plastic_Strain,Primary_Failure_Mode,All_Failure_Modes,Failure_Detected
FEM-0449,Clay,Basement,3.0,Fully_Saturated,17939.0,0.35,44.6,18.8,20.73,53.42,61.85,23.77,14.08,376.5,0.08638,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0450,Clay,Basement,3.0,Fully_Saturated,18077.0,0.325,47.2,27.1,19.9,38.49,28.35,20.18,3.92,355.2,0.04453,Lateral_Instability,Lateral_Instability,1
FEM-0451,Clay,Retaining_Wall,0.5,Dry,22997.0,0.432,61.3,25.8,17.33,5.41,3.47,2.37,1.03,0.0,0.00638,No_Failure,No_Failure,0
FEM-0452,Clay,Retaining_Wall,0.5,Dry,28413.0,0.429,20.4,18.7,16.73,4.64,2.7,1.64,0.66,0.0,0.00601,No_Failure,No_Failure,0
FEM-0453,Clay,Retaining_Wall,0.5,Dry,21540.0,0.361,40.2,25.7,20.56,6.56,5.1,2.47,1.5,0.0,0.01219,No_Failure,No_Failure,0
FEM-0454,Clay,Retaining_Wall,0.5,Dry,11750.0,0.352,69.4,24.8,20.39,11.71,10.87,5.77,0.8,0.0,0.01591,No_Failure,No_Failure,0
FEM-0455,Clay,Retaining_Wall,0.5,Dry,17551.0,0.411,69.9,22.1,18.6,8.25,8.9,4.79,2.38,0.0,0.01412,No_Failure,No_Failure,0
FEM-0456,Clay,Retaining_Wall,0.5,Partially_Saturated,16055.0,0.332,68.5,22.2,16.12,11.4,7.41,3.42,2.84,27.9,0.02168,No_Failure,No_Failure,0
FEM-0457,Clay,Retaining_Wall,0.5,Partially_Saturated,9453.0,0.324,92.3,25.8,18.79,22.23,22.62,8.2,4.42,19.4,0.04033,No_Failure,No_Failure,0
FEM-0458,Clay,Retaining_Wall,0.5,Partially_Saturated,9017.0,0.303,45.5,20.4,20.06,20.24,11.92,15.43,1.86,30.0,0.02094,No_Failure,No_Failure,0
FEM-0459,Clay,Retaining_Wall,0.5,Partially_Saturated,19946.0,0.396,94.4,29.4,18.47,8.46,5.46,2.95,0.63,30.0,0.00886,No_Failure,No_Failure,0
FEM-0460,Clay,Retaining_Wall,0.5,Partially_Saturated,20738.0,0.447,24.1,27.3,19.5,8.94,9.6,2.52,1.57,35.8,0.01403,No_Failure,No_Failure,0
FEM-0461,Clay,Retaining_Wall,0.5,Fully_Saturated,19274.0,0.37,95.0,20.2,17.02,12.71,7.35,3.4,3.41,54.3,0.02327,No_Failure,No_Failure,0
FEM-0462,Clay,Retaining_Wall,0.5,Fully_Saturated,12513.0,0.396,47.3,28.5,19.67,21.56,12.64,7.59,4.62,60.1,0.01868,No_Failure,No_Failure,0
FEM-0463,Clay,Retaining_Wall,0.5,Fully_Saturated,22063.0,0.311,76.3,22.0,18.27,9.37,7.85,2.97,2.67,53.1,0.00614,No_Failure,No_Failure,0
FEM-0464,Clay,Retaining_Wall,0.5,Fully_Saturated,14468.0,0.329,62.1,18.1,18.53,15.74,10.98,6.18,2.18,61.7,0.01565,No_Failure,No_Failure,0
FEM-0465,Clay,Retaining_Wall,0.5,Fully_Saturated,28125.0,0.412,49.3,19.2,18.8,9.68,9.0,2.73,2.55,51.1,0.01241,No_Failure,No_Failure,0
FEM-0466,Clay,Retaining_Wall,1.0,Dry,15551.0,0.396,29.7,18.2,18.38,17.1,10.43,5.02,3.75,3.5,0.02175,No_Failure,No_Failure,0
FEM-0467,Clay,Retaining_Wall,1.0,Dry,20202.0,0.348,34.0,19.9,19.54,13.79,13.55,6.83,3.38,0.0,0.02036,No_Failure,No_Failure,0
FEM-0468,Clay,Retaining_Wall,1.0,Dry,27803.0,0.312,16.0,23.7,17.66,10.83,6.07,3.14,1.24,0.0,0.00757,No_Failure,No_Failure,0
FEM-0469,Clay,Retaining_Wall,1.0,Dry,20617.0,0.404,80.9,28.4,16.02,10.89,6.79,7.5,0.63,0.0,0.01372,No_Failure,No_Failure,0
FEM-0470,Clay,Retaining_Wall,1.0,Dry,29058.0,0.397,46.3,26.3,16.03,8.71,10.15,3.54,2.57,0.0,0.01239,No_Failure,No_Failure,0
FEM-0471,Clay,Retaining_Wall,1.0,Partially_Saturated,14506.0,0.396,82.2,23.6,17.11,25.26,29.99,11.31,2.38,55.4,0.04358,No_Failure,No_Failure,0
FEM-0472,Clay,Retaining_Wall,1.0,Partially_Saturated,5042.0,0.352,41.7,29.1,17.75,77.27,67.15,15.62,19.48,55.2,0.12546,Excessive_Settlement,Excessive_Settlement;Heave;Structural_Buckling,1
FEM-0473,Clay,Retaining_Wall,1.0,Partially_Saturated,24822.0,0.413,71.2,28.6,18.12,16.59,14.87,12.97,2.37,51.3,0.02,No_Failure,No_Failure,0
FEM-0474,Clay,Retaining_Wall,1.0,Partially_Saturated,13391.0,0.323,97.6,23.4,17.4,28.95,27.57,7.72,5.38,45.5,0.05615,Structural_Buckling,Structural_Buckling,1
FEM-0475,Clay,Retaining_Wall,1.0,Partially_Saturated,19867.0,0.333,85.8,21.7,19.65,19.91,18.71,5.89,1.47,67.0,0.01387,No_Failure,No_Failure,0
FEM-0476,Clay,Retaining_Wall,1.0,Fully_Saturated,9318.0,0.308,26.4,25.1,17.0,54.35,38.16,28.98,8.34,103.2,0.03794,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0477,Clay,Retaining_Wall,1.0,Fully_Saturated,14608.0,0.339,37.0,21.1,18.09,37.31,22.11,13.11,8.41,105.2,0.03752,No_Failure,No_Failure,0
FEM-0478,Clay,Retaining_Wall,1.0,Fully_Saturated,26647.0,0.324,84.1,23.6,19.92,18.1,17.77,11.57,1.42,114.3,0.01247,No_Failure,No_Failure,0
FEM-0479,Clay,Retaining_Wall,1.0,Fully_Saturated,20981.0,0.404,27.0,27.2,17.43,20.79,15.88,16.55,2.04,102.9,0.03946,No_Failure,No_Failure,0
FEM-0480,Clay,Retaining_Wall,1.0,Fully_Saturated,8001.0,0.392,82.4,29.1,18.39,58.49,47.98,40.74,5.79,121.1,0.09067,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0481,Clay,Retaining_Wall,1.5,Dry,7796.0,0.43,84.6,21.8,18.38,49.9,38.37,39.36,9.78,4.6,0.08646,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0482,Clay,Retaining_Wall,1.5,Dry,23153.0,0.313,39.5,22.3,17.08,15.18,12.7,5.94,0.9,0.0,0.00823,No_Failure,No_Failure,0
FEM-0483,Clay,Retaining_Wall,1.5,Dry,28322.0,0.398,21.3,28.7,18.1,17.17,11.47,3.91,4.06,0.0,0.02333,No_Failure,No_Failure,0
FEM-0484,Clay,Retaining_Wall,1.5,Dry,26782.0,0.32,40.3,20.0,17.14,13.73,8.11,7.97,0.84,0.0,0.01236,No_Failure,No_Failure,0
FEM-0485,Clay,Retaining_Wall,1.5,Dry,13632.0,0.357,29.7,23.9,20.47,35.26,28.95,7.64,4.97,0.0,0.03329,No_Failure,No_Failure,0
FEM-0486,Clay,Retaining_Wall,1.5,Partially_Saturated,9973.0,0.444,60.0,24.4,18.13,49.42,46.05,22.44,10.98,89.8,0.07431,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0487,Clay,Retaining_Wall,1.5,Partially_Saturated,14966.0,0.3,25.3,22.7,19.32,39.42,28.32,20.46,3.7,89.6,0.04563,Lateral_Instability,Lateral_Instability,1
FEM-0488,Clay,Retaining_Wall,1.5,Partially_Saturated,28726.0,0.332,53.1,20.3,17.28,16.33,15.48,12.18,1.34,73.3,0.01814,No_Failure,No_Failure,0
FEM-0489,Clay,Retaining_Wall,1.5,Partially_Saturated,24722.0,0.405,66.8,28.4,17.56,23.1,14.96,10.3,1.2,67.6,0.01612,No_Failure,No_Failure,0
FEM-0490,Clay,Retaining_Wall,1.5,Partially_Saturated,26887.0,0.329,75.0,26.5,16.21,17.86,14.27,8.67,4.54,70.0,0.02095,No_Failure,No_Failure,0
FEM-0491,Clay,Retaining_Wall,1.5,Fully_Saturated,12521.0,0.326,38.5,28.1,19.1,62.83,50.57,39.73,18.35,165.7,0.08361,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0492,Clay,Retaining_Wall,1.5,Fully_Saturated,7260.0,0.438,81.5,19.5,17.27,85.66,51.41,41.68,23.35,161.4,0.0524,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0493,Clay,Retaining_Wall,1.5,Fully_Saturated,27657.0,0.342,91.5,23.4,18.64,31.77,29.34,11.85,8.23,164.5,0.04795,No_Failure,No_Failure,0
FEM-0494,Clay,Retaining_Wall,1.5,Fully_Saturated,12302.0,0.444,81.4,18.9,20.77,69.35,45.7,47.09,14.62,190.7,0.09769,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0495,Clay,Retaining_Wall,1.5,Fully_Saturated,26468.0,0.424,72.1,23.9,16.49,25.39,15.43,13.2,3.38,147.3,0.04587,No_Failure,No_Failure,0
FEM-0496,Clay,Retaining_Wall,2.0,Dry,6487.0,0.315,95.6,26.3,19.82,101.76,110.2,23.6,23.35,5.5,0.11005,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0497,Clay,Retaining_Wall,2.0,Dry,24190.0,0.435,43.8,23.6,18.69,22.03,21.62,15.57,2.26,0.0,0.01932,No_Failure,No_Failure,0
FEM-0498,Clay,Retaining_Wall,2.0,Dry,8976.0,0.397,20.6,25.2,20.14,61.4,46.25,30.32,5.28,2.4,0.09818,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0499,Clay,Retaining_Wall,2.0,Dry,8075.0,0.352,29.7,25.1,19.61,74.75,88.4,37.5,15.65,2.8,0.11058,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0500,Clay,Retaining_Wall,2.0,Dry,15901.0,0.374,27.5,19.2,17.3,32.26,23.05,8.83,7.19,0.0,0.04549,No_Failure,No_Failure,0
FEM-0501,Clay,Retaining_Wall,2.0,Partially_Saturated,7217.0,0.336,28.4,19.9,20.67,121.06,91.36,38.45,11.24,130.0,0.23843,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0502,Clay,Retaining_Wall,2.0,Partially_Saturated,20652.0,0.369,34.1,18.5,20.4,42.19,44.39,28.59,5.51,128.4,0.06461,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0503,Clay,Retaining_Wall,2.0,Partially_Saturated,21240.0,0.383,46.3,26.9,17.8,30.71,31.15,9.65,6.07,112.1,0.03925,Excessive_Settlement,Excessive_Settlement,1
FEM-0504,Clay,Retaining_Wall,2.0,Partially_Saturated,20600.0,0.312,57.1,27.4,20.3,36.66,36.84,16.54,4.19,127.5,0.01865,Excessive_Settlement,Excessive_Settlement,1
FEM-0505,Clay,Retaining_Wall,2.0,Partially_Saturated,27800.0,0.352,82.7,24.4,19.31,21.54,22.23,8.03,4.34,119.9,0.02422,No_Failure,No_Failure,0
FEM-0506,Clay,Retaining_Wall,2.0,Fully_Saturated,23213.0,0.345,25.6,19.4,18.53,46.33,35.59,15.73,6.85,228.9,0.02719,Excessive_Settlement,Excessive_Settlement,1
FEM-0507,Clay,Retaining_Wall,2.0,Fully_Saturated,27701.0,0.356,67.3,21.7,19.81,30.32,24.9,11.92,8.82,236.6,0.04703,No_Failure,No_Failure,0
FEM-0508,Clay,Retaining_Wall,2.0,Fully_Saturated,23858.0,0.305,96.7,20.8,20.54,47.7,45.69,24.2,11.76,252.3,0.08523,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0509,Clay,Retaining_Wall,2.0,Fully_Saturated,16780.0,0.364,91.5,27.6,16.1,56.2,53.82,41.72,12.41,186.8,0.10823,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0510,Clay,Retaining_Wall,2.0,Fully_Saturated,20659.0,0.315,93.8,24.2,16.79,44.8,29.51,34.98,7.13,199.1,0.06948,Lateral_Instability,Lateral_Instability;Structural_Buckling,1
FEM-0511,Clay,Retaining_Wall,2.5,Dry,14126.0,0.363,78.4,23.5,19.57,38.16,44.78,29.67,6.17,0.0,0.06597,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0512,Clay,Retaining_Wall,2.5,Dry,6993.0,0.306,72.9,28.9,17.15,84.42,45.44,62.23,11.7,6.1,0.07387,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0513,Clay,Retaining_Wall,2.5,Dry,20031.0,0.449,78.0,22.8,19.84,37.82,19.49,12.45,8.93,0.0,0.03555,No_Failure,No_Failure,0
FEM-0514,Clay,Retaining_Wall,2.5,Dry,9283.0,0.363,25.6,28.1,19.9,77.39,55.32,39.62,20.41,0.0,0.04102,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave,1
FEM-0515,Clay,Retaining_Wall,2.5,Dry,6974.0,0.386,47.1,19.4,18.37,102.88,88.04,69.18,22.21,0.0,0.05175,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0516,Clay,Retaining_Wall,2.5,Partially_Saturated,25801.0,0.34,33.1,26.8,16.36,29.72,20.32,13.7,4.77,111.8,0.02756,No_Failure,No_Failure,0
FEM-0517,Clay,Retaining_Wall,2.5,Partially_Saturated,11766.0,0.376,16.8,19.3,17.63,69.75,58.3,42.98,8.6,126.9,0.11592,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0518,Clay,Retaining_Wall,2.5,Partially_Saturated,17015.0,0.381,52.0,19.6,16.86,55.92,43.64,14.5,4.76,133.8,0.03865,Excessive_Settlement,Excessive_Settlement,1
FEM-0519,Clay,Retaining_Wall,2.5,Partially_Saturated,26345.0,0.429,47.3,24.0,20.01,42.09,43.52,17.58,5.44,144.2,0.06457,Excessive_Settlement,Excessive_Settlement;Structural_Buckling,1
FEM-0520,Clay,Retaining_Wall,2.5,Partially_Saturated,8241.0,0.401,81.7,28.9,18.28,123.49,110.18,46.1,10.82,138.8,0.16205,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0521,Clay,Retaining_Wall,2.5,Fully_Saturated,14408.0,0.43,24.7,25.1,19.95,90.57,53.2,24.66,5.28,300.1,0.05499,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0522,Clay,Retaining_Wall,2.5,Fully_Saturated,21781.0,0.346,24.3,29.9,16.9,54.21,57.41,39.51,9.9,259.3,0.07209,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0523,Clay,Retaining_Wall,2.5,Fully_Saturated,19587.0,0.324,98.7,20.8,20.29,69.42,81.19,25.58,16.15,305.3,0.08514,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0524,Clay,Retaining_Wall,2.5,Fully_Saturated,7948.0,0.434,72.7,20.0,18.66,153.57,111.81,96.18,31.77,277.0,0.23907,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0525,Clay,Retaining_Wall,2.5,Fully_Saturated,21879.0,0.347,55.7,23.6,16.62,47.63,44.52,17.08,7.86,250.2,0.0838,Excessive_Settlement,Excessive_Settlement;Structural_Buckling,1
FEM-0526,Clay,Retaining_Wall,3.0,Dry,19240.0,0.39,72.2,20.4,16.34,35.66,39.15,25.25,6.64,2.6,0.02961,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0527,Clay,Retaining_Wall,3.0,Dry,26523.0,0.364,19.9,27.8,18.8,30.31,21.91,14.3,8.23,0.0,0.05083,Structural_Buckling,Structural_Buckling,1
FEM-0528,Clay,Retaining_Wall,3.0,Dry,20542.0,0.43,41.6,24.7,16.21,35.09,38.34,11.04,2.76,8.4,0.02859,Excessive_Settlement,Excessive_Settlement,1
FEM-0529,Clay,Retaining_Wall,3.0,Dry,10837.0,0.347,83.9,27.0,17.35,71.28,48.37,53.02,14.52,0.0,0.04271,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave,1
FEM-0530,Clay,Retaining_Wall,3.0,Dry,11159.0,0.408,46.6,29.6,17.62,68.34,41.36,20.91,11.76,2.9,0.1113,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0531,Clay,Retaining_Wall,3.0,Partially_Saturated,9133.0,0.345,21.5,18.9,18.21,108.36,90.9,23.8,31.59,171.3,0.15739,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0532,Clay,Retaining_Wall,3.0,Partially_Saturated,20483.0,0.345,90.4,21.6,20.76,58.87,31.06,15.82,13.64,194.4,0.08609,Excessive_Settlement,Excessive_Settlement;Heave;Structural_Buckling,1
FEM-0533,Clay,Retaining_Wall,3.0,Partially_Saturated,18180.0,0.305,83.8,24.1,16.53,57.24,36.33,34.18,3.96,150.3,0.05492,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0534,Clay,Retaining_Wall,3.0,Partially_Saturated,27088.0,0.433,86.2,21.7,19.28,43.26,35.3,22.64,6.59,174.8,0.04149,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0535,Clay,Retaining_Wall,3.0,Partially_Saturated,16939.0,0.318,76.7,24.2,17.54,51.32,49.49,26.0,7.75,161.0,0.03099,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0536,Clay,Retaining_Wall,3.0,Fully_Saturated,28099.0,0.319,32.5,29.8,20.05,58.06,43.32,25.71,7.24,360.9,0.07519,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0537,Clay,Retaining_Wall,3.0,Fully_Saturated,24039.0,0.314,58.8,29.1,20.26,64.67,56.54,18.12,5.76,376.5,0.12727,Excessive_Settlement,Excessive_Settlement;Structural_Buckling,1
FEM-0538,Clay,Retaining_Wall,3.0,Fully_Saturated,25782.0,0.362,44.8,18.2,16.04,48.1,40.03,11.62,4.29,294.4,0.03685,Excessive_Settlement,Excessive_Settlement,1
FEM-0539,Clay,Retaining_Wall,3.0,Fully_Saturated,14733.0,0.344,99.6,28.8,18.63,100.88,80.39,80.59,10.25,343.4,0.15695,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0540,Clay,Retaining_Wall,3.0,Fully_Saturated,19356.0,0.443,36.0,24.8,20.05,78.03,51.71,56.39,16.37,368.6,0.14764,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
