Date,Temperature_C,Precipitation_mm,Relative_Humidity_pct,Wind_Speed_m_s,Cumulative_Precip_30d_mm,Evapotranspiration_mm,Water_Balance_mm,Soil_Suction_kPa,Shrinkage_Strain,Embankment_Deterioration_Index,Soil_Type
2020-02-14,2.3,14.66,82.3,3.7,121.4,0.82,13.83,21.9,0.00861,0.348,Clay
2020-02-15,6.8,3.66,68.5,7.9,121.3,1.36,2.3,44.4,0.02469,0.5506,Clay
2020-02-16,2.9,0.61,85.9,3.1,118.6,0.27,0.34,46.0,0.02474,0.4447,Clay
2020-02-17,3.8,1.86,66.6,12.3,119.4,0.93,0.93,48.9,0.02496,0.6025,Clay
2020-02-18,-0.2,0.04,72.2,1.7,115.3,0.79,-0.75,48.9,0.02186,0.3798,Clay
2020-02-19,12.4,3.58,76.7,4.6,110.3,1.85,1.73,46.9,0.02776,0.5297,Clay
2020-02-20,9.5,6.66,75.6,4.3,115.6,2.55,4.11,34.9,0.02152,0.4756,Clay
2020-02-21,4.3,3.83,79.2,2.9,112.3,1.27,2.56,42.2,0.02093,0.4128,Clay
2020-02-22,7.3,5.93,75.1,8.2,113.9,1.26,4.67,47.2,0.02773,0.5648,Clay
2020-02-23,5.3,6.17,72.1,4.9,119.9,1.37,4.8,41.4,0.0218,0.4714,Clay
2020-02-24,9.5,7.27,95.5,2.7,125.3,2.13,5.14,46.4,0.02824,0.5121,Clay
2020-02-25,5.8,1.18,77.7,3.6,123.7,1.22,-0.04,47.0,0.02772,0.4986,Clay
2020-02-26,6.3,7.78,65.1,5.6,126.2,1.26,6.52,35.7,0.01895,0.48,Clay
2020-02-27,5.1,4.01,79.9,3.1,128.9,1.85,2.16,46.7,0.02539,0.4804,Clay
2020-02-28,9.0,1.29,73.7,7.0,113.9,1.75,-0.46,49.9,0.02581,0.5427,Clay
2020-02-29,13.9,16.39,75.5,2.3,125.7,2.55,13.84,15.3,0.00549,0.3788,Clay
2020-03-01,6.6,11.22,88.1,2.9,135.0,1.88,9.33,34.2,0.01871,0.4523,Clay
2020-03-02,6.7,3.18,78.7,2.2,137.8,1.48,1.7,41.7,0.01929,0.4491,Clay
2020-03-03,7.6,6.87,72.9,1.8,143.9,1.87,5.0,39.9,0.02568,0.503,Clay
2020-03-04,8.6,1.12,85.5,3.1,142.4,1.65,-0.53,40.4,0.02422,0.5172,Clay
2020-03-05,7.1,1.98,91.0,12.2,141.6,1.35,0.63,45.5,0.02405,0.6535,Clay
2020-03-06,6.9,0.74,85.9,1.7,136.5,1.65,-0.91,51.2,0.0327,0.5315,Clay
2020-03-07,8.5,2.68,61.8,2.6,134.1,1.48,1.2,50.4,0.02608,0.5057,Clay
2020-03-08,3.1,2.49,72.4,3.0,135.7,1.09,1.4,41.0,0.02037,0.4453,Clay
2020-03-09,6.9,0.86,81.5,4.9,133.0,1.25,-0.39,46.3,0.02394,0.5177,Clay
2020-03-10,2.6,4.02,79.0,5.8,136.9,1.01,3.0,52.8,0.02697,0.5347,Clay
2020-03-11,7.3,0.45,78.1,5.8,135.3,1.96,-1.52,62.9,0.0331,0.6004,Clay
2020-03-12,6.1,0.23,72.7,0.6,129.9,0.81,-0.58,53.7,0.02941,0.4735,Clay
2020-03-13,10.9,1.72,69.2,5.1,129.6,2.01,-0.29,57.0,0.02961,0.5761,Clay
2020-03-14,7.0,1.86,96.3,5.0,124.3,0.96,0.9,46.2,0.02498,0.511,Clay
2020-03-15,8.2,1.35,80.2,4.3,111.0,1.64,-0.3,53.9,0.02806,0.5042,Clay
2020-03-16,3.0,1.04,85.0,3.6,108.4,1.05,-0.01,53.0,0.02744,0.4533,Clay
2020-03-17,12.7,1.43,79.7,6.2,109.2,2.3,-0.86,47.0,0.02432,0.5315,Clay
2020-03-18,6.5,0.61,79.8,3.4,108.0,0.83,-0.21,51.4,0.02564,0.457,Clay
2020-03-19,8.4,1.77,78.7,2.7,109.7,2.03,-0.26,49.1,0.03084,0.4954,Clay
2020-03-20,12.3,7.99,70.1,3.2,114.1,1.91,6.08,39.7,0.02044,0.4636,Clay
2020-03-21,12.5,0.86,66.7,3.9,108.3,2.62,-1.76,50.9,0.02965,0.5274,Clay
2020-03-22,6.9,3.88,81.7,2.6,108.4,1.32,2.56,37.6,0.01904,0.4038,Clay
2020-03-23,12.0,0.51,79.9,4.9,102.9,2.04,-1.53,53.1,0.02772,0.5176,Clay
2020-03-24,7.1,1.45,85.7,7.1,98.2,1.57,-0.12,54.4,0.02926,0.5279,Clay
2020-03-25,11.4,1.28,83.8,4.8,92.2,2.53,-1.25,56.7,0.02981,0.5078,Clay
2020-03-26,8.5,9.05,71.3,3.9,100.1,2.36,6.7,27.7,0.01607,0.3994,Clay
2020-03-27,7.9,1.82,86.6,6.2,94.1,1.56,0.25,50.4,0.02695,0.495,Clay
2020-03-28,11.2,3.79,83.4,5.8,93.9,1.79,2.0,49.4,0.03017,0.5285,Clay
2020-03-29,9.1,2.96,82.6,3.5,95.6,1.96,0.99,48.7,0.02394,0.4404,Clay
2020-03-30,17.4,0.48,94.8,4.8,79.7,2.71,-2.23,58.8,0.03506,0.5558,Clay
2020-03-31,9.7,8.87,93.0,5.7,77.3,2.17,6.7,29.6,0.01694,0.3991,Clay
2020-04-01,8.1,1.33,81.9,2.8,75.5,1.84,-0.51,45.3,0.02248,0.3776,Clay
2020-04-02,9.1,0.14,80.7,3.5,68.8,2.27,-2.13,57.2,0.02987,0.4321,Clay
2020-04-03,11.9,1.1,84.6,1.8,68.7,2.59,-1.49,51.2,0.02581,0.3938,Clay
2020-04-04,12.4,1.25,71.0,9.8,68.0,2.4,-1.14,58.2,0.02956,0.5502,Clay
2020-04-05,13.1,0.3,70.9,1.7,67.6,2.47,-2.18,55.9,0.03137,0.4333,Clay
2020-04-06,15.0,2.92,80.6,2.3,67.8,2.49,0.43,44.7,0.0273,0.4281,Clay
2020-04-07,7.4,1.27,68.1,4.1,66.6,1.34,-0.07,45.4,0.02413,0.3904,Clay
2020-04-08,15.4,2.95,79.4,6.9,68.7,2.8,0.14,40.3,0.0231,0.4777,Clay
2020-04-09,10.0,0.02,75.7,3.4,64.7,1.67,-1.65,56.7,0.0286,0.4204,Clay
2020-04-10,14.0,11.74,67.4,5.9,76.0,2.52,9.22,31.0,0.01346,0.4032,Clay
2020-04-11,18.1,0.54,74.2,5.3,76.3,3.08,-2.54,59.7,0.03592,0.5668,Clay
2020-04-12,10.7,3.09,84.1,5.0,77.7,2.28,0.81,49.7,0.02617,0.4575,Clay
2020-04-13,10.7,3.58,74.1,6.6,79.4,2.1,1.48,47.6,0.02275,0.4637,Clay
2020-04-14,10.3,0.53,73.9,0.7,78.6,2.34,-1.81,57.7,0.03072,0.4169,Clay
2020-04-15,12.4,0.33,75.6,7.8,77.9,2.28,-1.95,53.4,0.03052,0.5418,Clay
2020-04-16,17.4,0.46,76.4,6.5,76.9,2.76,-2.3,52.9,0.03187,0.556,Clay
2020-04-17,10.4,0.78,69.8,8.0,77.0,2.22,-1.44,52.9,0.02958,0.5249,Clay
2020-04-18,12.3,0.5,75.0,6.2,75.8,2.32,-1.81,57.8,0.0311,0.5148,Clay
2020-04-19,16.9,3.02,63.5,7.0,70.8,2.95,0.07,45.2,0.02758,0.5223,Clay
2020-04-20,15.9,1.46,65.3,2.5,71.4,2.76,-1.31,57.2,0.03314,0.4825,Clay
2020-04-21,12.7,2.04,66.0,3.2,69.6,2.4,-0.36,51.0,0.027,0.4307,Clay
2020-04-22,13.7,0.13,74.9,3.2,69.2,2.47,-2.34,52.8,0.02776,0.4403,Clay
2020-04-23,17.2,5.12,72.2,1.9,72.8,3.23,1.89,47.1,0.02801,0.4467,Clay
2020-04-24,19.3,0.48,69.6,5.6,72.0,3.61,-3.13,62.2,0.0388,0.5912,Clay
2020-04-25,19.7,1.13,75.9,2.1,64.1,3.35,-2.22,60.3,0.03728,0.5115,Clay
2020-04-26,18.9,0.19,73.2,1.3,62.5,3.93,-3.75,59.5,0.03567,0.4805,Clay
2020-04-27,12.9,0.37,67.6,6.0,59.1,2.26,-1.89,56.9,0.03338,0.5006,Clay
2020-04-28,20.4,2.7,61.3,7.4,58.8,3.57,-0.87,52.0,0.03603,0.5836,Clay
2020-04-29,12.9,2.87,62.8,5.9,61.2,1.94,0.93,45.2,0.02609,0.4542,Clay
2020-04-30,10.2,2.72,57.4,6.4,55.1,2.0,0.72,50.8,0.02831,0.4516,Clay
2020-05-01,15.6,1.91,70.0,4.8,55.6,2.78,-0.87,49.5,0.0297,0.4658,Clay
2020-05-02,19.8,7.19,61.7,7.1,62.7,3.46,3.73,37.4,0.02391,0.502,Clay
2020-05-03,17.5,1.65,64.4,4.2,63.2,3.42,-1.77,51.4,0.02753,0.4663,Clay
2020-05-04,15.4,1.38,67.0,9.9,63.4,3.31,-1.93,45.7,0.02669,0.5406,Clay
2020-05-05,16.6,0.65,76.2,1.8,63.7,3.32,-2.67,49.1,0.03065,0.4439,Clay
2020-05-06,17.4,0.23,75.0,6.3,61.0,3.08,-2.84,65.8,0.04213,0.5933,Clay
2020-05-07,16.3,1.77,66.9,5.1,61.5,3.01,-1.24,58.1,0.03383,0.5125,Clay
2020-05-08,15.1,0.83,77.2,4.7,59.4,3.22,-2.39,53.6,0.02992,0.4695,Clay
2020-05-09,13.8,1.62,50.7,5.6,61.0,2.28,-0.66,53.9,0.03103,0.4878,Clay
2020-05-10,16.5,0.5,81.6,6.6,49.8,3.21,-2.71,50.7,0.02823,0.4798,Clay
2020-05-11,15.9,3.88,71.8,6.8,53.1,2.61,1.26,50.8,0.03256,0.5152,Clay
2020-05-12,16.3,17.05,66.9,2.4,67.1,3.29,13.76,23.8,0.0148,0.3511,Clay
2020-05-13,19.5,0.81,58.7,2.5,64.3,3.39,-2.58,51.6,0.03076,0.4738,Clay
2020-05-14,15.7,3.8,62.0,0.8,67.6,2.6,1.2,46.0,0.02884,0.4167,Clay
2020-05-15,15.9,4.19,70.2,2.1,71.4,2.69,1.49,45.0,0.02381,0.412,Clay
2020-05-16,17.2,11.11,70.1,2.9,82.1,2.93,8.18,37.9,0.01806,0.4139,Clay
2020-05-17,24.6,0.83,70.2,5.6,82.1,4.48,-3.64,56.9,0.03628,0.6217,Clay
2020-05-18,13.5,2.76,58.7,4.1,84.4,2.93,-0.17,42.4,0.02624,0.4709,Clay
2020-05-19,20.1,0.5,56.9,5.9,81.9,3.4,-2.9,53.6,0.03189,0.5708,Clay
2020-05-20,16.0,1.87,65.7,4.2,82.3,2.64,-0.77,47.6,0.02628,0.4828,Clay
2020-05-21,16.8,2.3,70.0,4.5,82.5,3.63,-1.33,45.3,0.02453,0.4823,Clay
2020-05-22,13.1,2.52,63.7,1.9,84.9,2.72,-0.2,46.6,0.02389,0.418,Clay
2020-05-23,22.8,0.43,75.2,6.0,80.2,3.68,-3.26,45.7,0.0294,0.5687,Clay
2020-05-24,17.9,3.43,63.4,5.9,83.2,3.29,0.14,45.1,0.02819,0.5354,Clay
2020-05-25,19.2,0.98,62.9,3.2,83.0,3.26,-2.28,55.5,0.03495,0.5444,Clay
2020-05-26,12.8,0.43,68.1,3.3,83.3,2.04,-1.61,55.5,0.03131,0.4857,Clay
2020-05-27,15.4,1.37,72.2,2.7,84.3,2.72,-1.36,55.2,0.02957,0.4804,Clay
2020-05-28,18.7,3.44,51.5,6.3,85.0,2.89,0.55,53.7,0.03042,0.5658,Clay
2020-05-29,17.0,5.82,53.1,5.8,88.0,2.9,2.91,50.1,0.03051,0.5531,Clay
2020-05-30,18.9,2.32,59.3,4.9,87.6,3.21,-0.89,46.7,0.02566,0.5156,Clay
2020-05-31,23.9,0.01,86.9,2.8,85.7,3.92,-3.91,50.9,0.03134,0.5449,Clay
2020-06-01,19.1,0.24,59.3,2.3,78.7,3.64,-3.4,57.0,0.03193,0.5023,Clay
2020-06-02,16.3,0.13,60.2,1.3,77.2,3.07,-2.94,58.6,0.03269,0.4715,Clay
2020-06-03,15.7,0.17,65.9,1.2,76.0,2.67,-2.5,50.8,0.0271,0.4278,Clay
2020-06-04,15.4,0.76,68.6,2.4,76.1,2.91,-2.15,55.6,0.03214,0.4795,Clay
2020-06-05,16.5,0.64,61.9,1.8,76.5,3.36,-2.72,64.6,0.03467,0.4928,Clay
2020-06-06,16.6,0.19,69.7,4.5,74.9,2.75,-2.56,48.4,0.02673,0.4824,Clay
2020-06-07,18.2,3.25,50.6,3.5,77.3,2.83,0.41,49.2,0.03078,0.5048,Clay
2020-06-08,19.4,1.43,53.9,3.9,77.1,3.09,-1.66,58.5,0.03704,0.5614,Clay
2020-06-09,19.2,2.35,69.1,4.8,79.0,3.49,-1.14,51.3,0.0319,0.5425,Clay
2020-06-10,18.3,0.68,59.7,5.2,75.8,3.69,-3.01,58.1,0.03719,0.5736,Clay
2020-06-11,18.5,0.76,49.3,5.1,59.5,3.53,-2.77,60.1,0.03297,0.5164,Clay
2020-06-12,25.5,0.54,48.7,2.9,59.2,4.72,-4.17,56.8,0.0355,0.5372,Clay
2020-06-13,15.8,0.81,52.6,6.3,56.3,2.21,-1.4,47.5,0.02764,0.4786,Clay
2020-06-14,17.9,1.31,58.9,7.6,53.4,2.93,-1.62,52.7,0.03498,0.5554,Clay
2020-06-15,12.6,0.93,62.4,3.2,43.2,2.06,-1.13,46.8,0.02587,0.3752,Clay
2020-06-16,16.8,2.46,55.9,0.8,44.8,3.19,-0.73,48.7,0.03006,0.3907,Clay
2020-06-17,15.3,3.08,61.5,7.3,45.1,2.73,0.35,51.5,0.03309,0.5087,Clay
2020-06-18,15.8,0.84,54.7,7.7,45.5,1.97,-1.13,53.2,0.03105,0.5049,Clay
2020-06-19,14.4,0.36,67.8,1.3,44.0,2.89,-2.54,60.1,0.03343,0.4066,Clay
2020-06-20,13.9,3.75,78.3,0.4,45.4,2.94,0.81,49.6,0.02746,0.3523,Clay
2020-06-21,18.4,1.69,54.6,6.4,44.6,3.86,-2.16,50.4,0.02642,0.4653,Clay
2020-06-22,20.1,1.29,61.4,3.1,45.5,3.57,-2.28,49.6,0.02886,0.4408,Clay
2020-06-23,15.7,1.7,60.6,7.5,43.7,3.04,-1.33,55.8,0.02943,0.4876,Clay
2020-06-24,11.9,0.1,58.4,2.6,42.8,1.94,-1.84,54.9,0.03227,0.4038,Clay
2020-06-25,18.3,0.09,62.4,6.8,42.5,2.75,-2.67,54.4,0.02904,0.4861,Clay
2020-06-26,19.4,0.2,60.9,1.5,41.3,3.78,-3.58,58.8,0.0359,0.4497,Clay
2020-06-27,20.0,0.19,53.2,2.9,38.1,3.66,-3.47,53.4,0.03431,0.4594,Clay
2020-06-28,14.8,0.64,67.3,9.0,32.9,3.1,-2.46,42.7,0.02597,0.4639,Clay
2020-06-29,16.1,0.2,58.3,2.7,30.8,2.83,-2.63,60.5,0.03413,0.4201,Clay
2020-06-30,14.5,2.23,53.5,2.1,33.0,3.39,-1.16,55.6,0.03335,0.3993,Clay
2020-07-01,15.6,0.99,76.0,6.8,33.8,2.94,-1.95,53.5,0.03093,0.4671,Clay
2020-07-02,15.4,0.52,55.4,1.9,34.2,2.59,-2.07,49.6,0.02774,0.367,Clay
2020-07-03,16.2,0.08,58.3,1.8,34.1,2.84,-2.76,54.5,0.03092,0.39,Clay
2020-07-04,17.0,1.0,57.5,3.3,34.3,2.57,-1.57,44.5,0.02691,0.392,Clay
2020-07-05,18.1,0.14,55.0,5.0,33.8,2.93,-2.79,56.1,0.03003,0.4466,Clay
2020-07-06,15.1,1.49,59.5,5.5,35.1,2.65,-1.17,42.7,0.02355,0.3969,Clay
2020-07-07,17.2,1.76,49.1,7.1,33.6,3.55,-1.78,54.1,0.03246,0.4909,Clay
2020-07-08,14.9,0.85,60.5,4.5,33.0,2.71,-1.86,50.2,0.02781,0.4031,Clay
2020-07-09,12.3,0.17,41.6,3.6,30.8,2.67,-2.49,54.2,0.02787,0.3716,Clay
2020-07-10,19.1,1.64,45.2,3.5,31.8,3.34,-1.7,47.7,0.02662,0.4009,Clay
2020-07-11,15.5,0.39,70.2,6.7,31.4,2.51,-2.12,61.8,0.03601,0.4944,Clay
2020-07-12,12.2,0.26,45.4,5.6,31.2,2.49,-2.23,56.3,0.03253,0.4348,Clay
2020-07-13,19.0,0.66,39.7,7.4,31.0,3.1,-2.44,51.4,0.03278,0.5041,Clay
2020-07-14,16.5,2.65,45.5,8.6,32.4,2.86,-0.21,49.5,0.03042,0.4968,Clay
2020-07-15,18.6,0.36,69.2,3.1,31.8,3.9,-3.53,65.1,0.04014,0.4831,Clay
2020-07-16,18.4,2.42,40.9,4.4,31.7,3.44,-1.02,47.3,0.02416,0.3957,Clay
2020-07-17,13.8,0.06,47.6,5.0,28.7,2.33,-2.27,49.0,0.02938,0.4087,Clay
2020-07-18,19.8,0.09,43.5,2.3,28.0,3.69,-3.61,51.4,0.02978,0.4002,Clay
2020-07-19,11.5,1.22,52.9,1.3,28.8,1.94,-0.72,48.0,0.0239,0.2991,Clay
2020-07-20,15.7,0.21,51.6,6.9,25.3,2.33,-2.12,61.7,0.03682,0.494,Clay
2020-07-21,15.4,0.38,51.2,4.4,24.0,3.14,-2.76,52.7,0.03079,0.4097,Clay
2020-07-22,14.4,0.15,69.9,4.6,22.8,2.75,-2.61,53.1,0.03217,0.4144,Clay
2020-07-23,20.4,0.41,45.4,4.5,21.5,3.5,-3.09,57.2,0.03335,0.4524,Clay
2020-07-24,17.5,0.33,54.2,5.8,21.8,2.63,-2.3,54.4,0.03198,0.4484,Clay
2020-07-25,12.3,1.33,57.7,2.2,23.0,2.25,-0.92,56.7,0.02823,0.3358,Clay
2020-07-26,12.7,1.21,47.2,4.9,24.0,2.46,-1.25,56.6,0.0358,0.435,Clay
2020-07-27,22.8,3.1,58.9,4.1,26.9,3.58,-0.48,52.6,0.02962,0.4434,Clay
2020-07-28,14.9,1.29,51.8,7.3,27.6,2.74,-1.45,51.8,0.0281,0.4408,Clay
2020-07-29,13.8,1.19,58.0,4.3,28.6,3.04,-1.85,58.5,0.03123,0.4101,Clay
2020-07-30,19.6,1.19,54.2,8.1,27.5,3.51,-2.32,50.7,0.03073,0.4985,Clay
2020-07-31,10.7,2.15,38.6,3.4,28.7,2.28,-0.12,46.0,0.02376,0.3275,Clay
2020-08-01,20.1,0.35,65.5,8.7,28.5,3.38,-3.03,54.0,0.03459,0.5399,Clay
2020-08-02,13.4,0.36,71.7,7.0,28.8,2.2,-1.84,59.5,0.03437,0.4724,Clay
2020-08-03,17.3,1.37,53.7,4.7,29.2,2.92,-1.56,48.9,0.02571,0.4001,Clay
2020-08-04,14.2,0.26,48.0,3.4,29.3,2.95,-2.68,52.4,0.03146,0.4004,Clay
2020-08-05,10.8,2.48,67.2,3.6,30.3,2.09,0.38,50.1,0.02959,0.3722,Clay
2020-08-06,16.0,0.78,70.4,6.0,29.3,2.84,-2.05,53.8,0.02976,0.4406,Clay
2020-08-07,18.2,0.37,53.9,4.7,28.8,3.08,-2.71,53.5,0.02934,0.4286,Clay
2020-08-08,8.2,1.55,53.6,3.7,30.2,1.35,0.2,51.9,0.0289,0.3547,Clay
2020-08-09,11.7,0.39,54.7,5.0,29.0,2.66,-2.27,52.2,0.03045,0.4044,Clay
2020-08-10,18.7,3.45,42.1,5.7,32.0,3.25,0.2,54.9,0.03057,0.4617,Clay
2020-08-11,16.1,4.28,53.2,0.9,36.0,2.76,1.53,48.1,0.02979,0.371,Clay
2020-08-12,16.2,1.16,69.3,1.7,36.5,2.95,-1.79,58.7,0.03294,0.4066,Clay
2020-08-13,17.5,0.13,54.3,1.7,34.0,2.97,-2.84,51.7,0.03275,0.4089,Clay
2020-08-14,16.0,0.33,47.4,2.7,34.0,2.99,-2.67,54.6,0.0285,0.3877,Clay
2020-08-15,14.9,0.78,59.8,3.8,32.3,2.53,-1.75,44.0,0.02382,0.3652,Clay
2020-08-16,17.7,2.08,50.6,6.2,34.4,3.19,-1.11,58.9,0.03426,0.4939,Clay
2020-08-17,13.1,0.22,55.5,3.4,34.5,2.45,-2.22,65.9,0.03528,0.4286,Clay
2020-08-18,14.1,0.12,45.9,0.8,33.4,3.17,-3.05,54.7,0.03111,0.3617,Clay
2020-08-19,16.5,0.09,47.9,4.1,33.3,3.55,-3.46,58.8,0.03354,0.446,Clay
2020-08-20,11.6,0.8,62.2,11.0,33.7,2.48,-1.68,53.9,0.02967,0.5049,Clay
2020-08-21,18.0,2.46,57.3,3.4,36.0,3.18,-0.72,45.0,0.02574,0.3955,Clay
2020-08-22,14.5,0.05,50.3,8.5,35.7,2.92,-2.87,62.0,0.03291,0.5065,Clay
2020-08-23,10.1,0.28,57.6,1.8,35.6,2.24,-1.97,52.6,0.02888,0.3443,Clay
2020-08-24,12.8,1.39,51.9,2.4,35.7,2.28,-0.89,41.5,0.02319,0.3308,Clay
2020-08-25,9.1,2.07,50.6,5.6,36.5,1.37,0.7,45.0,0.02254,0.3599,Clay
2020-08-26,13.4,1.97,66.3,4.2,35.4,1.94,0.03,43.0,0.02686,0.389,Clay
2020-08-27,11.9,1.86,63.4,5.9,36.0,2.25,-0.38,51.4,0.02937,0.4255,Clay
2020-08-28,10.3,0.17,57.1,6.8,35.0,1.89,-1.72,54.0,0.03124,0.4421,Clay
2020-08-29,7.4,0.63,58.5,2.8,34.4,1.45,-0.82,57.6,0.02931,0.3467,Clay
2020-08-30,10.3,5.24,57.5,5.3,37.5,1.8,3.44,52.3,0.02419,0.3746,Clay
2020-08-31,12.0,5.7,61.6,4.9,42.8,2.04,3.66,52.2,0.03273,0.4433,Clay
2020-09-01,11.3,1.18,51.4,6.8,43.7,2.39,-1.2,47.3,0.02664,0.432,Clay
2020-09-02,8.0,1.6,64.9,3.8,43.9,0.79,0.81,51.5,0.02851,0.3779,Clay
2020-09-03,12.2,3.97,61.0,1.3,47.6,2.5,1.47,51.1,0.02927,0.3724,Clay
2020-09-04,9.0,0.79,56.2,4.7,45.9,1.77,-0.98,49.3,0.02769,0.3951,Clay
2020-09-05,14.6,0.2,54.6,8.5,45.3,3.12,-2.93,57.3,0.0307,0.5083,Clay
2020-09-06,14.9,1.51,65.4,0.7,46.5,2.82,-1.31,54.6,0.02933,0.3769,Clay
2020-09-07,10.8,4.44,57.6,2.8,49.4,1.6,2.84,41.9,0.02115,0.3371,Clay
2020-09-08,16.2,1.67,53.4,3.2,50.6,2.36,-0.69,57.8,0.03467,0.4679,Clay
2020-09-09,10.9,2.3,56.1,5.9,49.5,1.79,0.51,50.2,0.02538,0.4173,Clay
2020-09-10,7.3,0.79,65.5,3.3,46.0,1.67,-0.88,50.9,0.02424,0.3394,Clay
2020-09-11,14.6,0.15,46.6,2.8,45.0,2.17,-2.03,47.9,0.02618,0.3845,Clay
2020-09-12,15.7,0.27,56.9,5.1,45.1,2.89,-2.62,61.0,0.03475,0.4867,Clay
2020-09-13,13.7,6.03,68.4,1.3,50.8,2.77,3.26,43.8,0.02484,0.3563,Clay
2020-09-14,8.3,1.02,58.7,2.3,51.1,1.59,-0.57,51.5,0.02693,0.3575,Clay
2020-09-15,6.8,0.02,62.5,3.7,49.0,1.25,-1.23,48.2,0.02672,0.3662,Clay
2020-09-16,9.3,4.81,69.2,3.4,53.6,1.25,3.56,47.3,0.02821,0.3941,Clay
2020-09-17,17.6,1.08,67.8,3.4,54.6,3.6,-2.52,49.4,0.02913,0.4489,Clay
2020-09-18,6.5,2.87,57.4,1.9,57.3,2.03,0.84,37.3,0.02218,0.3191,Clay
2020-09-19,12.4,1.28,60.0,3.5,57.8,2.72,-1.45,49.3,0.02883,0.424,Clay
2020-09-20,9.5,0.17,68.5,6.2,55.5,1.84,-1.67,55.1,0.02825,0.4439,Clay
2020-09-21,12.5,1.58,69.0,3.8,57.1,2.36,-0.78,53.3,0.02826,0.4241,Clay
2020-09-22,5.7,9.95,61.0,4.7,66.7,1.57,8.38,33.9,0.01615,0.3374,Clay
2020-09-23,8.6,0.06,61.5,2.3,65.4,1.84,-1.78,52.7,0.02824,0.3929,Clay
2020-09-24,6.5,3.16,64.3,1.5,66.5,0.55,2.61,45.6,0.02372,0.34,Clay
2020-09-25,6.6,0.47,73.3,7.0,65.0,1.76,-1.3,66.9,0.03684,0.5154,Clay
2020-09-26,11.2,0.88,71.1,3.3,64.0,2.54,-1.66,54.6,0.03002,0.4335,Clay
2020-09-27,5.5,0.83,68.4,3.4,64.7,1.64,-0.81,49.5,0.02661,0.3809,Clay
2020-09-28,9.6,4.13,54.4,7.0,68.2,2.07,2.06,45.4,0.02251,0.4416,Clay
2020-09-29,8.7,1.28,61.1,5.5,64.2,2.1,-0.81,50.6,0.02799,0.4418,Clay
2020-09-30,5.6,1.1,61.7,5.8,59.6,0.91,0.19,50.0,0.02542,0.4041,Clay
2020-10-01,6.1,3.19,75.1,5.3,61.6,1.38,1.81,41.8,0.02108,0.3729,Clay
2020-10-02,9.2,0.1,62.1,1.8,60.1,1.67,-1.58,57.2,0.0299,0.3904,Clay
2020-10-03,7.9,0.17,74.2,8.4,56.3,2.13,-1.95,55.4,0.03292,0.5044,Clay
2020-10-04,8.0,0.04,59.9,7.4,55.6,1.76,-1.71,49.5,0.02436,0.4296,Clay
2020-10-05,7.1,2.29,60.8,2.8,57.7,1.51,0.78,53.5,0.03001,0.3895,Clay
2020-10-06,6.7,1.49,68.8,6.2,57.6,1.2,0.28,39.9,0.02121,0.3855,Clay
2020-10-07,7.4,4.21,77.7,3.7,57.4,1.3,2.92,54.9,0.02679,0.3856,Clay
2020-10-08,11.7,1.41,63.7,5.3,57.1,1.91,-0.5,60.4,0.03315,0.478,Clay
2020-10-09,8.8,0.52,45.2,2.3,55.4,2.05,-1.53,61.7,0.02889,0.3806,Clay
2020-10-10,6.7,3.42,53.4,4.4,58.0,1.69,1.74,44.0,0.02694,0.3952,Clay
2020-10-11,3.7,0.74,68.6,2.0,58.6,1.13,-0.4,52.0,0.02623,0.3348,Clay
2020-10-12,5.6,5.88,54.6,4.4,64.2,1.58,4.3,38.3,0.02245,0.3695,Clay
2020-10-13,4.0,0.62,59.7,2.8,58.8,0.85,-0.23,52.6,0.03004,0.3748,Clay
2020-10-14,4.2,0.4,67.0,4.0,58.2,0.58,-0.18,50.4,0.02515,0.3614,Clay
2020-10-15,0.9,1.51,47.6,5.2,59.7,0.83,0.67,46.4,0.02344,0.3539,Clay
2020-10-16,6.3,0.12,64.4,7.0,55.0,1.43,-1.31,50.3,0.0271,0.4301,Clay
2020-10-17,12.4,0.08,58.4,2.3,54.0,2.61,-2.53,55.5,0.03499,0.4395,Clay
2020-10-18,6.7,1.57,55.9,7.2,52.7,1.63,-0.06,64.8,0.03419,0.4791,Clay
2020-10-19,8.2,0.56,61.8,3.6,51.9,1.7,-1.14,58.8,0.0317,0.4113,Clay
2020-10-20,8.8,0.02,59.9,6.6,51.8,1.87,-1.85,54.1,0.02664,0.4291,Clay
2020-10-21,4.9,0.83,72.5,4.3,51.1,1.66,-0.82,50.7,0.02483,0.3558,Clay
2020-10-22,5.0,1.56,78.5,6.8,42.7,1.16,0.4,52.3,0.02647,0.3933,Clay
2020-10-23,1.3,1.21,66.3,5.2,43.8,0.92,0.29,46.3,0.02609,0.3454,Clay
2020-10-24,6.0,0.36,64.7,4.3,41.0,1.49,-1.14,51.1,0.03089,0.3844,Clay
2020-10-25,5.5,2.14,66.4,3.2,42.7,0.82,1.33,37.6,0.02082,0.2993,Clay
2020-10-26,2.6,3.1,61.1,8.8,44.9,0.5,2.6,45.3,0.02392,0.399,Clay
2020-10-27,8.5,2.84,59.9,6.2,46.9,1.77,1.08,48.4,0.02765,0.4192,Clay
2020-10-28,2.6,1.28,57.4,3.6,44.1,0.75,0.53,46.2,0.02235,0.3021,Clay
