firm_id,city,subsector,ownership_type,age_years,employees,total_assets_million_ngn,foreign_equity_share,fdi_years,iot_use,skilled_labor_ratio,rd_spend_percent_revenue,liquidity_ratio,tax_incentives_support,regulatory_stability,infrastructure_support,corruption_experience,policy_effectiveness_index,knowledge_absorption,task_performance,innovation_capability,firm_resources,operational_efficiency_index,roi_percent,roa_percent,export_intensity_percent,export_intensity_ctrl_percent,market_share_percent
F444,Lagos,Dairy,Domestic,17,22,227.49,0.008,0,0,0.328,1.85,1.27,3,3,1,5,25.0,3,3,3,3,60.3,9.54,7.27,34.14,19.88,12.96
F445,Lagos,Beverages,Domestic,48,164,7735.44,0.002,0,1,0.456,3.02,1.82,3,4,4,4,45.83,3,3,3,3,92.6,15.2,6.97,54.62,14.74,20.54
F446,Lagos,Grains & Cereals,Domestic,72,100,4526.28,0.001,0,0,0.376,1.41,0.85,2,2,1,6,12.5,2,3,3,3,72.55,9.0,5.89,27.31,16.77,18.27
F447,Lagos,Oils & Fats,Foreign,62,608,8128.26,0.969,2,0,0.674,5.86,1.6,2,2,2,7,12.5,5,4,4,4,100.0,14.7,5.76,71.33,46.54,27.95
F448,Lagos,Grains & Cereals,Joint Venture,52,37,723.24,0.495,9,1,0.611,6.91,1.61,5,4,4,3,58.33,4,4,4,4,75.16,9.83,8.16,76.14,32.88,18.67
F449,Lagos,Bakery,Joint Venture,63,83,2609.82,0.512,4,0,0.621,4.64,1.8,6,6,4,2,75.0,4,4,4,4,99.44,21.03,12.38,64.26,28.85,23.8
F450,Lagos,Grains & Cereals,Domestic,14,379,14141.55,0.026,0,1,0.412,5.42,1.37,7,6,6,1,91.67,3,3,3,3,100.0,10.84,10.8,42.62,20.21,23.05
F451,Lagos,Bakery,Domestic,68,233,5806.25,0.007,0,1,0.389,4.57,1.57,6,6,5,2,79.17,3,3,3,3,86.03,7.18,8.42,47.0,24.2,27.52
F452,Lagos,Confectionery,Domestic,72,52,625.72,0.004,0,0,0.409,1.96,1.96,2,4,4,6,33.33,3,3,3,3,71.72,9.53,10.34,39.12,13.21,11.26
F453,Lagos,Grains & Cereals,Domestic,8,108,1046.18,0.002,0,0,0.378,2.97,1.54,5,4,4,3,58.33,3,3,3,3,73.39,4.35,8.69,22.67,25.03,19.43
F454,Lagos,Dairy,Domestic,38,90,4499.05,0.006,0,0,0.273,2.14,1.68,4,4,4,3,54.17,3,3,3,3,72.27,8.45,6.38,27.3,8.62,19.79
F455,Lagos,Bakery,Joint Venture,67,113,2880.47,0.565,3,0,0.625,4.36,1.2,3,3,2,5,29.17,4,3,3,3,78.69,18.64,4.56,63.77,18.31,26.42
F456,Lagos,Dairy,Joint Venture,39,51,2257.46,0.375,0,1,0.492,6.31,1.72,5,5,3,4,54.17,4,4,4,4,85.47,12.79,13.09,60.05,30.98,18.58
F457,Lagos,Oils & Fats,Foreign,68,84,2243.38,0.845,9,1,0.829,9.6,1.32,5,5,6,3,70.83,4,4,5,4,77.7,10.13,13.48,75.29,36.55,12.77
F458,Lagos,Meat,Domestic,75,25,1162.65,0.003,0,0,0.255,2.09,1.63,4,4,6,4,58.33,3,3,2,3,92.13,10.74,11.08,38.87,26.0,9.83
F459,Lagos,Fruits & Vegetables,Domestic,38,100,894.92,0.012,0,1,0.398,3.93,1.84,5,5,5,4,62.5,3,3,3,4,83.13,9.87,13.52,37.56,22.23,15.23
F460,Lagos,Grains & Cereals,Domestic,5,129,1306.88,0.005,0,0,0.357,2.35,1.83,5,5,5,2,70.83,3,4,3,3,84.74,16.21,5.05,24.83,24.34,26.82
F461,Lagos,Grains & Cereals,Domestic,28,75,3512.51,0.001,0,0,0.326,2.2,1.46,5,5,5,3,66.67,3,4,3,3,76.56,9.96,4.82,23.61,19.6,20.83
F462,Lagos,Bakery,Domestic,18,25,1190.93,0.002,0,1,0.377,5.01,1.76,6,6,7,2,87.5,3,4,3,4,81.9,15.03,2.22,55.07,12.36,16.39
F463,Lagos,Oils & Fats,Domestic,38,199,3813.29,0.001,0,1,0.558,4.94,1.89,6,5,5,3,70.83,3,3,3,4,86.08,9.97,11.17,48.6,8.83,22.17
F464,Lagos,Beverages,Domestic,47,120,2517.89,0.005,0,1,0.398,5.01,1.54,5,4,5,2,66.67,3,3,3,4,86.41,20.65,9.89,39.37,23.36,23.14
F465,Lagos,Grains & Cereals,Joint Venture,38,50,1268.01,0.503,13,0,0.512,6.04,1.65,5,5,5,3,66.67,4,4,3,4,82.36,15.02,9.77,52.98,20.31,13.12
F466,Lagos,Grains & Cereals,Domestic,16,72,1708.36,0.009,0,0,0.235,3.46,2.17,4,4,4,3,54.17,3,3,3,3,85.1,11.9,3.79,29.81,22.87,20.58
F467,Lagos,Grains & Cereals,Joint Venture,25,27,365.9,0.516,0,0,0.41,4.87,1.31,4,4,4,3,54.17,4,3,3,4,79.15,11.46,8.09,64.98,33.7,18.93
F468,Lagos,Oils & Fats,Domestic,55,40,1817.08,0.004,0,0,0.33,2.29,1.92,4,4,4,5,45.83,3,3,3,3,80.99,9.64,7.31,24.19,13.34,14.43
F469,Lagos,Bakery,Domestic,3,59,967.53,0.006,0,0,0.353,2.68,1.39,6,5,4,3,66.67,3,3,3,3,79.3,9.56,9.6,28.52,17.34,18.58
F470,Lagos,Meat,Domestic,18,241,8853.68,0.0,0,1,0.376,4.09,1.8,4,4,4,3,54.17,3,3,3,4,89.56,10.35,8.42,34.14,16.35,25.07
F471,Lagos,Beverages,Domestic,72,54,433.19,0.0,0,0,0.2,2.83,1.81,5,4,4,3,58.33,3,3,3,3,76.1,17.14,8.55,29.59,13.51,20.72
F472,Lagos,Meat,Domestic,8,150,1011.57,0.001,0,0,0.356,2.25,1.31,3,3,3,6,29.17,3,3,3,3,86.59,8.26,6.03,29.49,19.49,16.08
F473,Lagos,Bakery,Domestic,34,59,2030.65,0.003,0,1,0.484,3.18,1.37,4,5,6,3,66.67,3,4,3,3,86.21,6.24,11.46,60.86,22.65,22.7
F474,Lagos,Bakery,Joint Venture,17,110,2228.13,0.559,7,1,0.734,7.72,1.14,5,5,5,3,66.67,4,4,4,4,88.57,10.89,12.24,70.67,32.92,28.37
F475,Lagos,Beverages,Domestic,9,80,2759.65,0.0,0,0,0.203,1.76,1.28,2,3,3,6,25.0,2,4,3,3,74.07,12.76,2.77,25.41,10.02,20.93
F476,Lagos,Beverages,Foreign,34,181,1670.8,0.822,8,0,0.638,7.39,1.89,5,5,4,3,62.5,4,3,4,4,86.19,13.51,13.23,73.53,48.9,23.97
F477,Lagos,Beverages,Domestic,42,59,2816.86,0.0,0,0,0.358,2.5,1.54,5,6,6,3,75.0,3,4,2,3,80.62,12.0,11.01,38.13,7.92,18.65
F478,Lagos,Grains & Cereals,Domestic,15,26,1005.76,0.001,0,1,0.378,4.36,1.63,4,4,5,4,54.17,3,4,3,3,78.48,15.66,8.91,39.73,16.25,18.89
F479,Lagos,Grains & Cereals,Domestic,7,30,1332.96,0.001,0,0,0.246,2.8,1.02,3,3,4,6,33.33,3,3,3,3,68.26,7.32,6.86,45.68,16.17,14.43
F480,Lagos,Beverages,Domestic,11,59,657.33,0.001,0,1,0.511,3.67,1.53,5,4,3,4,50.0,3,3,3,3,86.5,12.72,11.68,42.9,10.55,11.31
F481,Lagos,Beverages,Joint Venture,53,33,640.44,0.605,12,1,0.559,6.46,1.12,2,3,3,5,29.17,4,4,4,4,87.23,10.13,4.74,67.83,36.32,19.35
F482,Lagos,Dairy,Foreign,69,125,2696.94,0.89,6,0,0.712,6.02,1.71,5,5,6,4,66.67,4,4,4,4,100.0,16.09,13.7,73.89,43.08,16.6
F483,Lagos,Grains & Cereals,Foreign,15,62,1808.71,0.882,11,1,0.813,8.52,1.45,3,4,3,3,45.83,5,4,4,4,81.49,12.74,9.45,75.12,37.1,20.7
F484,Lagos,Beverages,Domestic,26,602,11052.17,0.011,0,0,0.433,2.47,1.38,6,5,6,2,79.17,3,3,3,3,95.44,11.93,11.06,49.66,21.45,22.98
F485,Lagos,Bakery,Domestic,28,22,170.02,0.001,0,0,0.372,1.85,1.27,3,3,4,3,45.83,3,3,2,3,56.52,12.11,6.8,23.83,9.45,9.5
F486,Lagos,Beverages,Joint Venture,29,106,2289.55,0.328,1,0,0.413,3.21,1.19,4,3,4,5,41.67,3,4,3,4,87.82,14.15,4.78,52.48,27.32,23.78
F487,Lagos,Meat,Domestic,20,37,608.82,0.011,0,0,0.214,1.98,0.94,3,2,4,6,29.17,3,3,3,3,61.4,8.77,4.67,28.73,6.4,12.75
F488,Lagos,Dairy,Domestic,5,61,1364.35,0.02,0,1,0.335,4.27,1.92,4,4,5,3,58.33,4,4,3,3,76.13,11.88,10.79,52.14,16.26,19.6
F489,Lagos,Grains & Cereals,Domestic,43,101,1400.18,0.002,0,0,0.583,2.07,1.63,5,5,6,4,66.67,4,4,2,3,85.41,17.64,8.28,30.86,15.24,21.11
F490,Lagos,Grains & Cereals,Foreign,29,14,234.99,0.956,1,0,0.744,6.72,0.94,3,4,3,5,37.5,5,3,4,4,70.36,13.78,8.12,71.08,38.87,14.74
F491,Lagos,Grains & Cereals,Foreign,28,109,3620.2,0.744,0,1,0.666,7.71,1.41,4,4,4,3,54.17,4,4,4,4,82.24,12.87,8.45,74.75,39.69,26.66
F492,Lagos,Grains & Cereals,Foreign,22,413,9278.84,0.916,5,1,0.668,9.53,2.01,4,5,5,4,58.33,4,4,5,4,91.47,13.25,12.24,76.27,42.75,21.66
F493,Lagos,Grains & Cereals,Foreign,75,63,1294.16,0.843,4,1,0.745,8.7,1.37,4,4,3,4,45.83,4,4,5,4,92.22,17.23,14.81,72.18,46.49,26.28
F494,Lagos,Beverages,Domestic,49,111,3221.86,0.013,0,0,0.305,1.69,2.18,3,5,5,3,58.33,3,4,3,3,74.66,13.54,2.32,42.76,17.48,22.14
F495,Lagos,Fruits & Vegetables,Joint Venture,34,204,8105.68,0.603,12,0,0.477,5.73,1.34,5,4,4,3,58.33,4,4,4,4,87.86,13.64,16.6,67.42,35.64,26.33
F496,Lagos,Grains & Cereals,Domestic,17,79,1741.88,0.001,0,1,0.335,5.15,1.75,5,4,4,3,58.33,3,3,3,4,80.75,12.91,8.28,43.4,15.82,20.21
F497,Lagos,Beverages,Foreign,65,57,1791.99,0.685,11,1,0.822,9.03,2.18,6,6,6,1,87.5,5,4,4,4,97.55,17.56,13.57,72.99,35.11,18.79
F498,Lagos,Grains & Cereals,Domestic,72,15,727.19,0.01,0,0,0.54,2.44,1.87,5,5,5,3,66.67,4,4,3,3,83.37,12.75,8.05,36.43,13.84,8.25
F499,Lagos,Beverages,Joint Venture,3,150,4273.37,0.799,6,1,0.656,8.14,1.32,4,5,5,4,58.33,5,4,4,4,76.64,17.92,10.6,75.32,41.02,20.38
F500,Lagos,Meat,Domestic,75,82,3767.15,0.006,0,0,0.278,1.65,1.05,2,2,2,5,20.83,3,3,3,3,83.54,13.36,6.29,16.03,11.44,22.09
