building_id,timestamp,co2_ppm,tvoc_ppb,pm25_ugm3,temperature_c,humidity_percent,air_quality_index
B_0059,2023-10-05,818.7,21.2,3.6,22.8,48.3,222.4
B_0060,2023-10-05,858.7,70.0,2.1,20.1,51.9,253.9
B_0061,2023-10-05,859.6,84.3,2.9,23.2,51.6,262.9
B_0062,2023-10-05,525.9,48.8,33.5,22.8,51.1,222.8
B_0063,2023-10-05,1014.4,67.1,24.9,25.4,50.1,336.9
B_0064,2023-10-05,773.2,19.0,1.6,21.4,45.7,206.0
B_0065,2023-10-05,1002.3,11.1,4.8,23.6,57.0,265.8
B_0066,2023-10-05,695.7,44.8,1.0,25.6,66.2,198.4
B_0067,2023-10-05,603.1,108.9,4.7,20.5,50.0,214.7
B_0068,2023-10-05,654.8,110.1,5.2,22.1,39.2,229.2
B_0069,2023-10-05,459.0,20.0,4.4,24.9,38.7,133.6
B_0070,2023-10-05,481.7,5.1,3.6,19.4,43.4,130.1
B_0071,2023-10-05,651.7,68.7,2.3,19.4,51.3,201.8
B_0072,2023-10-05,691.5,7.6,1.3,23.9,60.7,179.3
B_0073,2023-10-05,686.5,114.8,0.1,26.0,55.5,229.3
B_0074,2023-10-05,744.5,2.8,9.4,18.0,59.0,206.3
B_0075,2023-10-05,846.2,31.7,10.3,23.2,38.0,248.1
B_0076,2023-10-05,752.7,142.1,15.0,21.2,48.6,289.2
B_0077,2023-10-05,972.0,18.6,1.3,21.6,48.6,254.9
B_0078,2023-10-05,1031.9,57.3,2.7,22.7,40.8,292.0
B_0079,2023-10-05,643.1,1.0,14.6,22.2,63.3,190.4
B_0080,2023-10-05,1081.8,40.7,0.3,20.8,45.0,291.5
B_0081,2023-10-05,944.8,177.6,0.7,18.0,41.2,326.5
B_0082,2023-10-05,822.7,15.0,22.7,23.7,59.0,258.6
B_0083,2023-10-05,517.2,28.9,14.5,21.2,65.7,172.8
B_0084,2023-10-05,1035.8,88.5,9.7,22.8,65.5,322.6
B_0085,2023-10-05,655.9,89.4,6.8,24.5,46.0,222.3
B_0086,2023-10-05,917.8,16.3,6.1,19.1,42.8,249.8
B_0087,2023-10-05,566.0,0.9,16.8,21.9,68.2,175.7
B_0088,2023-10-05,616.9,96.2,5.4,20.4,33.1,213.2
B_0089,2023-10-05,976.5,85.8,5.6,20.3,53.8,298.2
B_0090,2023-10-05,715.2,19.2,6.9,21.8,43.9,202.3
B_0091,2023-10-05,807.5,52.5,23.4,22.0,54.6,275.0
B_0092,2023-10-05,400.0,81.8,8.8,21.9,62.9,158.6
B_0093,2023-10-05,934.1,15.2,7.9,18.2,49.0,257.0
B_0094,2023-10-05,557.6,110.7,11.1,24.2,51.5,217.0
B_0095,2023-10-05,798.5,22.4,1.6,19.8,38.4,214.0
B_0096,2023-10-05,593.2,66.4,16.0,19.0,58.8,213.5
B_0097,2023-10-05,1001.0,0.8,3.4,25.7,57.1,257.4
B_0098,2023-10-05,487.3,156.2,10.9,25.0,61.8,221.7
B_0099,2023-10-05,494.5,18.1,2.8,22.6,48.8,138.3
B_0100,2023-10-05,559.5,17.2,35.4,22.7,41.3,219.2
B_0001,2023-10-06,845.6,40.7,4.4,19.9,57.9,240.4
B_0002,2023-10-06,791.9,22.4,3.7,20.9,57.3,216.5
B_0003,2023-10-06,539.6,43.2,19.3,23.9,64.6,195.0
B_0004,2023-10-06,1000.5,30.9,1.7,25.0,59.6,269.0
B_0005,2023-10-06,1054.9,115.7,3.6,24.9,50.3,328.8
B_0006,2023-10-06,531.1,109.0,3.1,24.9,36.9,193.4
B_0007,2023-10-06,598.5,7.0,15.2,23.9,55.5,183.5
B_0008,2023-10-06,793.4,18.3,14.8,21.3,67.2,237.2
B_0009,2023-10-06,943.7,124.8,21.8,19.2,57.9,341.9
B_0010,2023-10-06,651.2,143.1,1.0,19.2,57.7,236.3
B_0011,2023-10-06,645.7,34.1,21.9,22.6,60.3,222.4
B_0012,2023-10-06,774.9,27.0,18.7,24.5,58.3,244.6
B_0013,2023-10-06,551.6,26.3,2.4,23.0,30.0,156.0
B_0014,2023-10-06,656.4,176.4,6.2,20.4,39.0,264.6
B_0015,2023-10-06,438.2,3.6,2.8,25.4,31.8,116.9
B_0016,2023-10-06,1045.7,35.1,4.9,19.8,52.4,288.8
B_0017,2023-10-06,459.7,28.1,4.4,21.9,70.0,137.8
B_0018,2023-10-06,790.6,157.5,16.9,20.0,69.3,310.1
B_0019,2023-10-06,886.4,30.7,8.6,23.6,63.6,254.1
B_0020,2023-10-06,993.8,4.2,10.7,21.3,50.1,272.0
B_0021,2023-10-06,618.9,47.3,4.7,21.1,58.6,187.7
B_0022,2023-10-06,848.0,19.6,1.4,26.0,42.7,224.6
B_0023,2023-10-06,889.6,6.4,2.9,24.2,49.1,231.5
B_0024,2023-10-06,1154.1,47.7,6.4,24.2,62.4,325.2
B_0025,2023-10-06,710.7,5.9,4.4,20.3,55.9,189.5
B_0026,2023-10-06,600.3,72.1,13.2,18.6,70.0,212.5
B_0027,2023-10-06,774.9,199.4,15.3,23.5,48.0,324.0
B_0028,2023-10-06,1003.5,19.0,2.9,21.9,30.0,266.2
B_0029,2023-10-06,1124.8,90.9,2.6,18.1,66.1,331.8
B_0030,2023-10-06,457.7,6.8,4.5,20.9,58.3,126.9
B_0031,2023-10-06,736.6,5.8,26.0,24.6,43.0,239.1
B_0032,2023-10-06,962.0,12.7,26.7,22.3,41.0,300.2
B_0033,2023-10-06,653.9,97.9,33.7,25.2,65.3,279.7
B_0034,2023-10-06,727.6,61.9,1.6,20.7,39.4,216.1
B_0035,2023-10-06,962.4,50.9,2.5,24.1,51.6,271.1
B_0036,2023-10-06,400.0,57.0,22.2,20.6,47.4,173.0
B_0037,2023-10-06,789.5,16.9,11.8,22.0,54.4,229.4
B_0038,2023-10-06,773.9,32.6,6.2,21.8,42.1,222.1
B_0039,2023-10-06,861.3,10.4,1.7,25.7,38.7,224.0
B_0040,2023-10-06,400.0,34.3,10.4,22.2,45.4,138.1
B_0041,2023-10-06,998.2,30.5,4.5,18.0,56.9,273.7
B_0042,2023-10-06,666.1,132.6,2.5,21.8,55.6,237.8
B_0043,2023-10-06,717.5,51.3,4.6,21.8,62.6,214.2
B_0044,2023-10-06,747.7,40.6,5.4,24.5,36.0,218.0
B_0045,2023-10-06,910.8,11.9,0.2,20.7,49.5,234.0
B_0046,2023-10-06,564.9,69.7,3.9,23.8,47.7,183.8
B_0047,2023-10-06,1116.8,3.7,2.3,24.4,55.8,285.7
B_0048,2023-10-06,543.2,57.4,8.9,23.9,57.6,182.3
B_0049,2023-10-06,511.5,102.1,2.7,23.0,52.5,184.4
B_0050,2023-10-06,633.7,3.8,32.8,21.9,65.0,226.0
B_0051,2023-10-06,998.3,138.4,1.2,18.5,48.4,321.2
B_0052,2023-10-06,933.8,139.3,7.5,22.0,42.7,318.0
B_0053,2023-10-06,935.0,58.5,20.4,20.0,62.6,303.7
B_0054,2023-10-06,1124.1,21.1,4.1,22.7,40.0,299.7
B_0055,2023-10-06,886.2,183.1,7.3,21.4,42.2,327.7
B_0056,2023-10-06,404.0,8.9,0.1,22.3,51.1,105.7
B_0057,2023-10-06,819.8,25.3,3.8,21.5,51.2,225.2
B_0058,2023-10-06,680.7,69.7,7.5,19.0,61.1,220.1
B_0059,2023-10-06,1002.2,1.9,4.2,26.0,60.7,260.0
B_0060,2023-10-06,752.2,0.3,3.3,26.0,70.0,194.7
B_0061,2023-10-06,769.2,48.6,24.7,22.0,54.1,266.1
B_0062,2023-10-06,400.0,27.4,7.7,23.4,62.0,129.1
B_0063,2023-10-06,829.6,105.3,22.3,23.4,43.0,304.7
B_0064,2023-10-06,411.5,188.6,1.8,22.5,46.8,200.7
B_0065,2023-10-06,961.5,19.1,4.4,18.6,49.2,258.7
B_0066,2023-10-06,913.7,36.7,41.4,22.6,46.4,329.5
B_0067,2023-10-06,648.2,53.0,14.5,21.6,51.4,217.6
B_0068,2023-10-06,495.0,3.7,11.3,23.2,56.2,148.1
B_0069,2023-10-06,1049.1,14.0,1.8,19.2,35.5,272.9
B_0070,2023-10-06,599.6,48.4,0.2,22.3,61.6,174.4
B_0071,2023-10-06,507.0,48.6,1.7,22.7,49.8,154.5
B_0072,2023-10-06,1094.0,39.3,27.8,22.4,64.2,348.7
B_0073,2023-10-06,1007.4,1.0,17.2,22.8,50.6,286.7
B_0074,2023-10-06,968.7,42.9,0.4,19.0,56.2,264.3
B_0075,2023-10-06,761.2,97.1,1.3,24.2,63.9,241.4
B_0076,2023-10-06,980.4,13.1,4.7,22.1,42.1,261.0
B_0077,2023-10-06,627.4,11.2,21.8,20.8,39.9,206.1
B_0078,2023-10-06,902.0,52.9,33.8,19.4,49.1,319.6
B_0079,2023-10-06,1112.9,9.2,3.6,20.7,51.2,290.1
B_0080,2023-10-06,890.4,53.5,9.3,21.8,52.8,267.9
B_0081,2023-10-06,906.5,3.4,13.9,21.7,52.0,256.2
B_0082,2023-10-06,962.9,79.1,1.9,25.9,43.6,284.1
B_0083,2023-10-06,1199.7,39.6,15.0,25.1,38.4,349.6
B_0084,2023-10-06,1298.3,66.1,10.9,19.5,54.1,379.3
B_0085,2023-10-06,701.1,6.4,0.7,21.8,39.6,179.8
B_0086,2023-10-06,604.7,13.2,3.0,21.6,55.8,163.8
B_0087,2023-10-06,626.4,37.6,11.6,21.5,42.8,198.7
B_0088,2023-10-06,729.1,127.1,0.4,25.6,48.8,246.6
B_0089,2023-10-06,822.3,20.0,21.7,20.3,59.2,258.9
B_0090,2023-10-06,954.9,44.7,2.0,23.2,55.1,265.1
B_0091,2023-10-06,679.7,57.2,1.6,21.9,46.2,201.7
B_0092,2023-10-06,969.4,130.7,0.5,21.1,36.9,308.7
B_0093,2023-10-06,878.2,31.7,30.1,22.6,35.8,295.5
B_0094,2023-10-06,946.1,17.1,23.0,21.7,52.1,291.0
B_0095,2023-10-06,703.1,18.7,4.7,20.6,47.6,194.5
B_0096,2023-10-06,1240.1,35.2,5.5,22.9,54.4,338.6
B_0097,2023-10-06,941.3,73.5,6.0,21.1,52.1,284.0
B_0098,2023-10-06,794.9,81.7,2.2,23.7,45.6,243.9
B_0099,2023-10-06,971.3,9.2,10.9,22.4,42.3,269.3
B_0100,2023-10-06,490.8,15.2,25.8,20.0,36.3,181.9
B_0001,2023-10-07,856.9,1.5,0.9,25.7,63.6,216.8
B_0002,2023-10-07,819.2,2.6,4.3,20.4,70.0,214.8
B_0003,2023-10-07,671.6,0.7,33.3,20.2,54.4,234.8
B_0004,2023-10-07,566.2,25.0,39.4,21.4,50.0,232.9
B_0005,2023-10-07,1071.4,44.1,0.2,22.6,36.5,290.3
B_0006,2023-10-07,829.7,31.1,19.1,22.1,70.0,261.1
B_0007,2023-10-07,400.0,15.5,11.3,18.4,47.6,130.4
B_0008,2023-10-07,738.6,40.8,2.0,18.0,51.7,209.0
B_0009,2023-10-07,1064.3,37.5,40.5,21.8,63.6,365.8
B_0010,2023-10-07,952.0,14.5,7.2,20.8,51.4,259.8
B_0011,2023-10-07,762.4,85.8,1.0,23.6,56.8,235.6
B_0012,2023-10-07,660.0,16.9,0.1,22.9,51.0,173.6
B_0013,2023-10-07,962.5,9.5,3.3,23.6,57.7,251.9
B_0014,2023-10-07,1239.8,108.4,5.1,25.0,59.7,374.3
B_0015,2023-10-07,1482.1,52.2,5.7,20.2,47.9,408.1
B_0016,2023-10-07,646.9,167.7,4.4,19.9,65.8,254.5
B_0017,2023-10-07,783.6,1.2,15.1,23.5,45.0,226.6
B_0018,2023-10-07,1399.3,26.2,24.6,23.4,62.0,412.1
B_0019,2023-10-07,600.1,20.1,1.9,18.0,45.1,163.8
B_0020,2023-10-07,847.4,40.8,11.9,21.5,48.7,256.1
B_0021,2023-10-07,944.2,18.0,17.4,22.7,56.6,279.9
B_0022,2023-10-07,904.5,154.5,13.2,19.9,44.8,329.7
B_0023,2023-10-07,863.2,41.9,2.7,21.0,61.1,242.2
B_0024,2023-10-07,1026.5,34.6,7.4,22.7,58.5,288.7
B_0025,2023-10-07,1144.4,55.1,21.7,26.0,50.2,357.2
B_0026,2023-10-07,659.5,35.3,2.7,25.0,70.0,188.0
B_0027,2023-10-07,467.1,18.3,9.2,23.0,51.5,144.2
B_0028,2023-10-07,909.5,28.9,36.9,21.6,53.1,315.7
B_0029,2023-10-07,763.6,15.6,0.9,20.3,53.4,200.5
B_0030,2023-10-07,803.0,37.3,16.6,25.7,41.3,252.6
B_0031,2023-10-07,799.2,1.2,8.2,21.4,54.9,216.7
B_0032,2023-10-07,496.2,33.7,2.4,23.9,53.2,145.6
B_0033,2023-10-07,903.7,23.4,13.2,22.2,52.6,264.1
B_0034,2023-10-07,644.5,46.9,8.7,24.4,30.0,201.9
B_0035,2023-10-07,695.4,10.1,0.6,22.2,62.7,180.2
B_0036,2023-10-07,1138.2,1.1,2.6,23.1,60.0,290.2
B_0037,2023-10-07,844.0,95.6,8.6,21.6,37.6,276.1
B_0038,2023-10-07,1073.3,6.7,1.3,24.2,48.8,274.2
B_0039,2023-10-07,814.7,12.3,10.2,24.4,67.7,230.3
B_0040,2023-10-07,774.3,34.5,16.7,19.6,43.1,244.3
B_0041,2023-10-07,1088.4,5.7,4.1,21.1,67.0,283.2
B_0042,2023-10-07,820.2,44.7,4.9,19.5,61.7,237.3
B_0043,2023-10-07,702.6,51.2,12.3,19.3,48.0,225.8
B_0044,2023-10-07,568.1,6.7,9.6,20.5,59.9,164.5
B_0045,2023-10-07,1172.5,3.3,0.7,21.2,31.3,296.1
B_0046,2023-10-07,400.0,14.8,10.9,22.0,39.7,129.2
B_0047,2023-10-07,653.8,41.8,0.9,22.0,35.6,186.1
B_0048,2023-10-07,903.7,81.4,10.6,18.0,35.3,287.8
B_0049,2023-10-07,753.8,6.3,6.7,24.9,55.6,204.9
B_0050,2023-10-07,495.0,21.6,14.6,23.2,52.1,163.8
B_0051,2023-10-07,767.9,49.7,3.3,19.8,41.6,223.4
B_0052,2023-10-07,998.8,93.1,50.0,20.1,56.5,396.2
B_0053,2023-10-07,656.9,3.1,1.6,21.3,38.3,168.9
B_0054,2023-10-07,756.5,5.2,7.8,23.8,48.5,207.4
B_0055,2023-10-07,859.0,18.2,0.6,25.0,48.5,225.1
B_0056,2023-10-07,732.8,11.2,3.7,21.2,35.4,196.2
B_0057,2023-10-07,651.5,21.3,3.3,25.3,37.2,180.1
B_0058,2023-10-07,1003.0,15.3,0.1,22.8,49.1,258.7
B_0059,2023-10-07,713.6,6.9,8.6,21.4,43.8,199.0
B_0060,2023-10-07,668.9,130.6,7.0,23.5,49.1,246.5
B_0061,2023-10-07,934.6,5.4,15.0,19.9,62.9,266.4
B_0062,2023-10-07,601.7,19.2,5.2,22.0,30.6,170.3
B_0063,2023-10-07,479.6,234.6,13.0,18.1,52.7,263.2
B_0064,2023-10-07,1117.7,28.6,0.3,19.7,57.1,294.3
B_0065,2023-10-07,914.8,38.4,32.8,21.1,70.0,313.5
B_0066,2023-10-07,1009.4,181.0,4.9,21.3,49.8,352.7
B_0067,2023-10-07,879.4,104.2,6.8,19.2,69.4,285.5
B_0068,2023-10-07,772.2,23.0,6.7,22.6,63.5,218.0
B_0069,2023-10-07,831.3,56.0,4.2,20.5,46.9,244.2
B_0070,2023-10-07,823.7,269.5,28.5,19.4,57.9,397.6
B_0071,2023-10-07,532.1,45.9,2.3,20.4,55.3,160.5
B_0072,2023-10-07,903.3,86.5,2.4,23.4,59.2,273.8
B_0073,2023-10-07,600.3,3.2,3.6,22.8,31.7,158.8
B_0074,2023-10-07,588.4,106.9,2.4,26.0,40.1,205.4
B_0075,2023-10-07,785.0,6.6,5.8,23.1,57.9,211.1
B_0076,2023-10-07,742.1,47.1,8.4,25.7,35.0,226.0
B_0077,2023-10-07,935.9,31.1,4.3,21.0,39.1,258.2
B_0078,2023-10-07,901.6,269.8,3.4,22.8,58.9,367.1
B_0079,2023-10-07,859.2,36.0,7.7,20.5,53.2,248.2
B_0080,2023-10-07,790.3,104.5,2.8,21.6,40.9,255.4
B_0081,2023-10-07,659.0,22.8,24.9,23.6,50.8,226.0
B_0082,2023-10-07,1252.3,11.6,7.2,23.1,55.1,333.3
B_0083,2023-10-07,931.9,39.1,0.8,21.0,47.8,254.1
B_0084,2023-10-07,400.0,194.5,35.5,18.0,48.0,268.2
B_0085,2023-10-07,824.6,27.3,4.2,23.3,60.0,228.1
B_0086,2023-10-07,598.2,45.2,4.4,20.2,45.6,181.0
B_0087,2023-10-07,729.5,55.3,5.3,23.5,34.1,220.5
B_0088,2023-10-07,1069.9,145.9,8.5,19.2,44.3,357.5
B_0089,2023-10-07,627.2,126.7,1.4,19.8,70.0,222.9
B_0090,2023-10-07,699.3,10.4,1.6,23.8,39.5,183.2
B_0091,2023-10-07,727.0,0.6,1.3,24.7,44.4,184.6
B_0092,2023-10-07,1257.4,1.2,0.1,20.3,57.6,315.1
B_0093,2023-10-07,636.0,55.4,1.5,20.6,57.9,189.6
B_0094,2023-10-07,471.9,4.0,15.7,23.6,60.6,151.3
B_0095,2023-10-07,507.4,43.3,6.2,24.8,61.3,160.9
B_0096,2023-10-07,689.0,39.8,19.0,23.5,30.0,230.1
B_0097,2023-10-07,732.1,14.6,41.0,21.5,44.6,272.3
B_0098,2023-10-07,855.8,86.4,18.1,24.0,49.9,293.3
B_0099,2023-10-07,453.8,46.1,1.7,23.4,47.3,140.0
B_0100,2023-10-07,1308.4,34.3,4.2,22.7,41.0,352.6
B_0001,2023-10-08,902.9,38.1,41.7,25.5,47.3,328.2
B_0002,2023-10-08,652.4,19.8,3.4,23.2,54.7,179.7
B_0003,2023-10-08,873.3,9.6,24.2,21.5,50.0,271.6
B_0004,2023-10-08,795.5,16.8,16.4,21.4,65.3,240.0
B_0005,2023-10-08,542.8,124.7,3.6,24.7,59.2,205.1
B_0006,2023-10-08,877.9,62.0,41.5,19.2,47.3,333.5
B_0007,2023-10-08,924.1,19.5,0.3,23.0,30.1,241.5
B_0008,2023-10-08,804.0,76.4,32.7,21.7,55.0,304.6
B_0009,2023-10-08,539.8,29.0,42.6,23.2,30.0,234.6
B_0010,2023-10-08,400.0,59.2,5.6,23.7,53.4,140.7
B_0011,2023-10-08,763.0,34.6,11.6,21.5,41.4,231.3
B_0012,2023-10-08,1110.5,54.2,4.6,20.7,51.5,314.0
B_0013,2023-10-08,961.6,113.3,36.6,23.7,56.1,370.2
B_0014,2023-10-08,458.7,94.9,3.7,24.5,39.0,169.6
B_0015,2023-10-08,819.5,73.9,2.5,21.7,47.1,246.9
B_0016,2023-10-08,951.6,13.9,10.2,22.1,45.9,265.3
B_0017,2023-10-08,609.4,17.3,1.0,22.1,62.3,163.0
B_0018,2023-10-08,662.7,100.6,5.4,18.7,38.8,226.8
B_0019,2023-10-08,746.0,40.8,6.5,20.7,33.8,219.9
B_0020,2023-10-08,993.4,49.0,4.9,22.6,56.2,282.7
B_0021,2023-10-08,580.5,4.9,0.2,22.6,56.3,147.9
B_0022,2023-10-08,913.5,45.6,16.2,22.1,61.2,283.5
B_0023,2023-10-08,663.5,40.2,16.0,24.8,57.9,218.0
B_0024,2023-10-08,1027.8,92.1,42.2,20.7,33.1,387.3
B_0025,2023-10-08,933.7,34.3,4.5,24.7,42.0,259.5
B_0026,2023-10-08,725.0,21.7,16.2,18.0,61.1,224.5
B_0027,2023-10-08,763.8,35.5,0.3,20.2,47.5,209.2
B_0028,2023-10-08,943.8,28.5,4.9,18.1,57.5,259.9
B_0029,2023-10-08,971.1,10.8,1.0,20.1,52.9,250.2
B_0030,2023-10-08,1208.4,62.8,1.4,24.2,54.2,336.2
B_0031,2023-10-08,793.7,21.0,20.3,23.1,49.5,249.4
B_0032,2023-10-08,951.6,124.8,9.8,24.2,30.0,319.8
B_0033,2023-10-08,879.6,30.9,22.7,20.0,46.1,280.8
B_0034,2023-10-08,836.7,44.9,1.5,25.6,55.9,234.7
B_0035,2023-10-08,400.0,177.4,6.6,22.6,67.5,201.9
B_0036,2023-10-08,677.5,8.0,2.7,18.8,46.2,178.8
B_0037,2023-10-08,1066.3,70.2,12.7,20.5,60.7,327.1
B_0038,2023-10-08,456.1,16.0,0.8,22.1,44.4,123.6
B_0039,2023-10-08,516.9,27.8,31.4,24.3,39.3,205.9
B_0040,2023-10-08,663.7,60.0,3.7,24.3,49.2,203.4
B_0041,2023-10-08,640.7,32.6,3.9,22.1,65.0,184.2
B_0042,2023-10-08,1013.6,4.7,2.4,18.9,32.4,260.5
B_0043,2023-10-08,993.1,87.2,30.2,22.8,51.3,352.3
B_0044,2023-10-08,1197.5,19.8,10.6,22.2,44.1,330.5
B_0045,2023-10-08,418.5,2.7,12.0,20.9,47.0,129.9
B_0046,2023-10-08,844.1,0.2,2.1,21.7,55.1,215.2
B_0047,2023-10-08,1052.6,53.8,26.1,22.1,55.3,342.3
B_0048,2023-10-08,611.3,37.9,0.6,23.1,41.0,173.0
B_0049,2023-10-08,400.0,42.0,20.2,21.6,70.0,161.4
B_0050,2023-10-08,817.6,264.7,5.4,21.9,35.7,347.5
B_0051,2023-10-08,609.1,192.1,8.6,20.9,41.9,265.5
B_0052,2023-10-08,1099.0,28.9,4.4,18.9,52.2,298.1
B_0053,2023-10-08,600.4,81.9,1.5,19.4,62.4,194.1
B_0054,2023-10-08,988.1,4.3,2.7,22.0,51.2,254.5
B_0055,2023-10-08,552.8,14.7,4.2,19.5,59.9,153.9
B_0056,2023-10-08,547.2,205.7,14.1,22.5,52.3,267.8
B_0057,2023-10-08,1142.9,85.1,9.7,21.6,52.9,347.6
B_0058,2023-10-08,695.7,7.4,7.8,21.7,43.4,193.2
B_0059,2023-10-08,653.7,102.6,8.2,23.4,44.2,231.1
B_0060,2023-10-08,916.6,100.9,3.1,21.3,36.0,285.7
B_0061,2023-10-08,632.5,25.4,4.0,24.4,62.3,178.9
B_0062,2023-10-08,1056.5,75.6,0.5,20.0,59.1,303.0
B_0063,2023-10-08,524.6,12.4,0.2,19.2,31.6,137.6
B_0064,2023-10-08,856.1,10.3,35.0,25.8,45.6,289.2
B_0065,2023-10-08,469.9,63.0,11.3,22.3,47.3,171.7
B_0066,2023-10-08,518.4,19.1,20.1,21.9,63.6,179.2
B_0067,2023-10-08,867.5,39.1,25.0,18.0,69.9,286.4
B_0068,2023-10-08,851.2,44.0,13.7,24.6,40.1,262.2
B_0069,2023-10-08,892.8,10.0,36.3,21.5,35.5,300.8
B_0070,2023-10-08,716.0,87.9,24.3,20.8,43.5,271.6
B_0071,2023-10-08,1029.4,19.1,18.9,20.9,63.1,304.7
B_0072,2023-10-08,672.9,2.9,7.1,20.2,48.0,183.8
B_0073,2023-10-08,922.5,37.4,3.2,19.3,36.5,255.7
B_0074,2023-10-08,681.8,11.3,0.1,20.4,65.5,176.4
B_0075,2023-10-08,773.6,35.1,0.5,24.1,70.0,211.9
B_0076,2023-10-08,554.9,19.6,2.3,21.1,42.8,153.2
B_0077,2023-10-08,997.6,3.6,3.0,21.7,58.6,257.2
B_0078,2023-10-08,578.1,136.5,5.5,18.0,60.6,223.7
B_0079,2023-10-08,719.9,9.6,12.2,19.4,54.8,209.3
B_0080,2023-10-08,862.9,41.3,8.3,21.0,59.3,253.1
B_0081,2023-10-08,527.5,168.4,26.2,22.0,43.9,268.4
B_0082,2023-10-08,804.6,56.9,19.1,24.1,64.0,267.9
B_0083,2023-10-08,749.0,150.4,7.5,20.9,32.9,277.4
B_0084,2023-10-08,1176.7,56.2,3.3,20.9,58.3,328.8
B_0085,2023-10-08,606.3,49.4,4.5,21.2,50.0,185.2
B_0086,2023-10-08,774.2,81.5,8.7,19.0,40.3,251.6
B_0087,2023-10-08,908.1,47.5,7.7,24.9,53.3,266.2
B_0088,2023-10-08,861.8,3.2,4.7,20.7,56.5,226.4
B_0089,2023-10-08,825.8,10.4,8.0,18.9,32.1,227.8
B_0090,2023-10-08,1151.6,73.8,6.4,22.5,52.5,337.6
B_0091,2023-10-08,959.2,14.2,3.2,20.4,53.1,253.3
B_0092,2023-10-08,1078.6,21.5,5.4,20.7,55.6,291.1
B_0093,2023-10-08,820.7,3.1,12.8,22.7,57.7,232.4
B_0094,2023-10-08,727.5,38.4,2.9,21.5,56.3,206.8
B_0095,2023-10-08,920.6,19.3,9.0,24.5,70.0,257.8
B_0096,2023-10-08,1338.0,49.2,11.3,20.4,51.0,381.7
B_0097,2023-10-08,910.0,70.4,17.1,19.2,30.0,296.9
B_0098,2023-10-08,400.0,51.0,2.0,22.6,44.3,129.4
B_0099,2023-10-08,1219.4,10.2,1.1,22.1,53.5,312.2
B_0100,2023-10-08,797.3,9.6,21.6,19.0,47.9,247.3
B_0001,2023-10-09,1128.4,48.4,1.3,20.5,59.8,308.9
B_0002,2023-10-09,726.9,3.8,1.3,22.4,42.4,186.2
B_0003,2023-10-09,572.4,2.4,0.8,19.3,59.1,145.9
B_0004,2023-10-09,973.2,45.9,4.8,26.0,67.6,275.8
B_0005,2023-10-09,808.2,9.2,27.0,18.0,58.2,260.7
B_0006,2023-10-09,843.3,86.3,1.8,24.8,34.8,257.6
B_0007,2023-10-09,689.6,35.6,9.0,21.0,58.5,208.3
B_0008,2023-10-09,782.0,32.2,29.6,20.2,55.5,270.8
B_0009,2023-10-09,617.8,21.6,4.6,25.0,54.7,174.5
B_0010,2023-10-09,564.8,68.1,1.3,18.3,39.3,177.9
B_0011,2023-10-09,1099.2,142.8,16.6,24.3,52.8,379.4
B_0012,2023-10-09,608.5,138.4,18.4,23.1,34.3,258.0
B_0013,2023-10-09,883.8,26.2,0.7,21.0,64.3,235.4
B_0014,2023-10-09,497.9,7.5,8.7,23.4,46.0,145.7
B_0015,2023-10-09,468.7,73.0,3.2,20.1,43.2,160.0
B_0016,2023-10-09,476.1,23.9,0.0,20.0,53.7,131.1
B_0017,2023-10-09,563.3,31.5,11.1,23.3,54.7,178.7
B_0018,2023-10-09,873.7,30.9,0.0,22.7,45.8,233.9
B_0019,2023-10-09,962.9,5.8,2.8,22.1,56.2,249.3
B_0020,2023-10-09,764.8,28.5,22.9,24.3,70.0,251.2
B_0021,2023-10-09,844.3,21.0,16.0,20.2,61.6,253.5
B_0022,2023-10-09,913.0,1.3,1.9,19.8,59.8,232.6
B_0023,2023-10-09,968.5,13.4,6.4,23.3,56.7,261.7
B_0024,2023-10-09,1099.5,4.7,24.6,21.3,59.4,326.4
B_0025,2023-10-09,836.3,117.1,1.0,20.9,43.7,269.6
B_0026,2023-10-09,1020.1,111.0,8.8,24.4,64.2,328.1
B_0027,2023-10-09,775.8,45.8,14.4,20.0,34.1,245.7
B_0028,2023-10-09,821.1,53.9,10.1,20.5,53.6,252.5
B_0029,2023-10-09,631.8,179.6,4.4,22.5,65.2,256.5
B_0030,2023-10-09,545.0,264.2,0.8,21.2,48.1,269.8
B_0031,2023-10-09,766.4,28.4,0.5,18.5,62.4,206.8
B_0032,2023-10-09,686.6,13.7,1.8,22.2,50.4,182.0
B_0033,2023-10-09,478.5,35.7,14.9,23.2,37.1,167.2
B_0034,2023-10-09,722.0,27.1,5.7,22.0,54.2,205.5
B_0035,2023-10-09,927.9,76.6,1.2,23.5,70.0,272.7
B_0036,2023-10-09,903.7,97.4,11.8,19.9,43.3,298.3
B_0037,2023-10-09,640.2,0.8,0.2,24.3,48.1,160.8
B_0038,2023-10-09,1063.2,1.1,15.4,19.2,56.1,297.2
B_0039,2023-10-09,683.8,29.9,20.3,22.4,60.8,226.5
B_0040,2023-10-09,494.2,149.1,3.1,22.8,46.2,204.3
B_0041,2023-10-09,809.9,38.1,11.6,21.9,47.9,244.7
B_0042,2023-10-09,622.9,10.5,5.4,22.9,47.9,171.7
B_0043,2023-10-09,905.7,80.9,0.3,24.3,36.0,267.5
