building_id,year,month,total_energy_kwh,heating_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,appliances_energy_kwh,energy_intensity_kwhm2
B_0076,2019,12,8036.1,3748.9,1399.3,1280.9,2500.3,6.44
B_0076,2020,1,10887.7,4487.9,2440.7,1755.2,3011.0,18.49
B_0076,2020,2,2690.2,954.9,541.6,481.1,1034.6,1.77
B_0076,2020,3,2404.4,1394.8,478.1,259.9,751.9,1.52
B_0076,2020,4,3271.1,1350.9,332.0,621.3,1183.0,2.55
B_0076,2020,5,2822.0,1481.2,317.7,437.2,951.1,3.83
B_0076,2020,6,5090.3,2194.2,939.1,616.5,1520.1,3.16
B_0076,2020,7,4134.8,1376.4,636.6,802.0,1174.9,4.0
B_0076,2020,8,5209.3,3026.9,551.1,1031.7,1145.9,5.13
B_0076,2020,9,4593.6,1716.6,1056.7,752.6,1562.2,6.14
B_0076,2020,10,2744.8,847.7,763.1,299.7,865.5,1.54
B_0076,2020,11,5759.9,2098.9,1120.1,1008.5,1878.0,3.92
B_0076,2020,12,10611.9,6170.1,3012.0,1298.8,3841.2,7.08
B_0076,2021,1,6788.1,2140.7,730.7,948.9,2133.4,3.87
B_0076,2021,2,2896.3,971.6,296.8,429.6,805.0,5.36
B_0076,2021,3,7158.8,4011.4,1388.5,798.1,2750.7,4.52
B_0076,2021,4,7301.9,3462.5,1298.7,777.2,2239.1,6.41
B_0076,2021,5,2536.4,900.7,719.7,426.0,573.6,2.26
B_0076,2021,6,7511.1,4441.5,1877.3,921.1,1709.3,4.58
B_0076,2021,7,3143.6,1448.3,446.8,549.2,822.3,4.49
B_0076,2021,8,5743.2,2483.1,1061.3,964.3,2179.7,5.12
B_0076,2021,9,8435.3,3864.1,2005.0,917.4,2846.4,4.63
B_0076,2021,10,5479.8,2477.6,1611.6,610.9,2056.7,8.29
B_0076,2021,11,2606.1,1155.7,646.3,468.9,924.7,1.97
B_0076,2021,12,8469.9,3178.6,2347.4,1438.0,2132.7,12.92
B_0076,2022,1,6671.9,3774.9,1977.1,1006.3,2444.1,4.32
B_0076,2022,2,7561.3,2734.1,1426.5,1489.8,2419.0,4.05
B_0076,2022,3,2760.0,852.0,705.8,356.3,797.9,1.56
B_0076,2022,4,4877.1,1500.3,616.4,595.3,1936.4,2.88
B_0076,2022,5,5198.2,2824.6,1312.5,607.8,2062.6,3.31
B_0076,2022,6,9174.2,3436.7,1135.1,1631.1,3472.0,7.53
B_0076,2022,7,4978.8,1770.6,1127.5,666.9,1585.5,3.0
B_0076,2022,8,5681.9,1809.0,1196.3,594.3,1579.9,10.84
B_0076,2022,9,7449.0,2379.9,1908.9,1430.3,2887.6,8.58
B_0076,2022,10,5444.4,2368.3,1012.7,718.8,1158.8,6.88
B_0076,2022,11,3028.1,1246.3,449.8,534.4,948.7,3.56
B_0076,2022,12,7296.2,4037.7,1028.0,827.6,2736.1,5.43
B_0077,2018,1,5255.8,3084.6,591.1,718.4,1561.1,5.89
B_0077,2018,2,4285.3,2275.8,1006.7,615.3,1137.5,2.53
B_0077,2018,3,2679.9,1319.4,445.3,271.7,762.2,2.63
B_0077,2018,4,2531.2,769.9,635.5,350.9,838.8,1.88
B_0077,2018,5,5245.7,2127.5,646.1,797.6,1067.3,2.89
B_0077,2018,6,6966.7,3478.4,1332.7,1163.5,1424.9,3.79
B_0077,2018,7,7221.6,4070.3,1284.7,1267.0,2679.9,3.99
B_0077,2018,8,7051.6,2294.7,1583.0,1105.8,2451.6,8.76
B_0077,2018,9,4816.2,2113.1,601.7,516.2,991.1,3.16
B_0077,2018,10,4365.0,2550.2,1242.7,507.9,1638.5,3.1
B_0077,2018,11,3207.3,1756.7,588.3,459.5,865.7,2.05
B_0077,2018,12,7749.8,3484.7,845.7,1411.3,2016.7,7.62
B_0077,2019,1,9431.0,3820.1,2500.2,1390.9,2842.6,7.99
B_0077,2019,2,8415.9,2966.5,1709.2,1096.5,2890.4,6.09
B_0077,2019,3,3866.6,1432.2,738.7,747.4,1072.8,6.01
B_0077,2019,4,4737.6,2840.1,670.5,670.4,1775.9,3.5
B_0077,2019,5,5157.9,2012.9,1071.2,587.6,1565.4,3.29
B_0077,2019,6,8871.0,3132.9,1143.2,1145.7,3374.6,7.51
B_0077,2019,7,8298.7,4913.5,1033.9,849.6,1969.5,4.57
B_0077,2019,8,5080.0,2122.4,1241.0,976.5,2030.8,2.65
B_0077,2019,9,5941.0,2823.8,1454.7,773.8,1601.5,6.16
B_0077,2019,10,6375.1,2299.9,1512.6,983.7,1724.6,3.6
B_0077,2019,11,5510.1,2492.6,1282.7,816.9,2149.1,3.78
B_0077,2019,12,5581.1,3111.3,1476.3,714.3,1822.6,2.82
B_0077,2020,1,6850.6,2363.4,703.9,1163.1,1676.0,4.17
B_0077,2020,2,4993.5,2907.8,726.7,757.6,1071.2,3.6
B_0077,2020,3,4681.6,2102.1,587.0,866.6,1043.8,3.87
B_0077,2020,4,6631.7,3531.3,1717.9,971.1,1711.6,10.48
B_0077,2020,5,5715.8,1784.8,839.4,855.5,1205.5,3.36
B_0077,2020,6,8068.0,4762.8,2166.8,1298.7,2185.8,10.81
B_0077,2020,7,6762.9,2676.9,779.3,1122.2,2704.9,4.8
B_0077,2020,8,3270.2,1482.0,507.9,633.9,750.6,2.8
B_0077,2020,9,4223.5,2197.2,457.3,583.7,1481.4,6.18
B_0077,2020,10,2022.3,619.4,536.4,290.9,593.8,1.25
B_0077,2020,11,3553.6,1449.6,584.9,613.0,1276.4,2.03
B_0077,2020,12,8404.0,3693.5,1284.5,1387.1,2728.7,4.44
B_0077,2021,1,4045.5,1326.7,482.2,501.1,1218.4,4.21
B_0077,2021,2,3382.1,1813.9,428.0,423.8,1331.9,2.54
B_0077,2021,3,5299.3,2095.4,1188.4,991.2,1176.3,3.77
B_0077,2021,4,5298.5,2001.0,1567.1,913.6,2018.9,2.87
B_0077,2021,5,3332.9,1888.2,452.7,472.9,943.1,1.68
B_0077,2021,6,3150.3,1361.1,515.0,516.5,755.4,3.06
B_0077,2021,7,8477.7,2801.9,1626.2,1613.5,2019.5,4.51
B_0077,2021,8,5536.8,3129.3,1113.6,1009.8,1158.8,5.51
B_0077,2021,9,6549.1,3305.3,1464.6,688.6,2016.1,8.68
B_0077,2021,10,6680.1,2373.3,1717.8,1182.2,1394.4,3.45
B_0077,2021,11,4872.7,2175.6,498.8,584.4,1305.2,4.05
B_0077,2021,12,6764.9,3253.4,1105.1,1248.7,2490.7,3.73
B_0077,2022,1,2821.8,1127.3,760.3,556.8,1006.0,3.86
B_0077,2022,2,7148.3,2435.1,1758.9,1060.1,2776.1,3.88
B_0077,2022,3,5365.9,2741.3,683.0,616.5,1184.6,2.79
B_0077,2022,4,2620.4,880.9,288.3,268.8,773.6,1.99
B_0077,2022,5,5564.1,2639.0,1059.6,648.3,1992.2,3.22
B_0077,2022,6,3433.8,1690.3,958.5,492.6,1040.3,4.64
B_0077,2022,7,2992.1,1246.7,628.9,327.6,760.8,1.68
B_0077,2022,8,5408.8,2822.9,1464.6,779.2,1849.2,3.11
B_0077,2022,9,3245.2,1604.1,575.7,371.8,1054.1,5.58
B_0077,2022,10,2093.7,937.1,331.3,399.0,629.5,1.48
B_0077,2022,11,3701.1,1836.9,1021.3,586.0,769.8,2.18
B_0077,2022,12,11195.6,5051.0,2985.1,2146.1,4416.3,8.07
B_0078,2018,1,3055.0,1670.9,556.7,387.9,644.0,2.85
B_0078,2018,2,3481.5,1123.8,633.8,646.3,928.5,2.08
B_0078,2018,3,6246.4,2824.3,1403.2,1033.5,2377.3,5.89
B_0078,2018,4,6245.0,3273.0,1547.5,924.3,2461.2,3.66
B_0078,2018,5,6072.1,3413.6,1513.7,765.8,1383.4,5.65
B_0078,2018,6,2938.3,1689.5,505.0,416.8,1024.9,3.9
B_0078,2018,7,6819.9,3038.2,2027.9,1117.0,1888.8,3.57
B_0078,2018,8,7811.6,4376.5,1071.1,1164.4,2961.4,6.11
B_0078,2018,9,6572.5,3114.4,914.8,998.9,1994.1,3.73
B_0078,2018,10,4312.3,2333.2,645.1,546.8,1155.6,2.3
B_0078,2018,11,1937.8,815.4,225.0,324.7,706.8,1.77
B_0078,2018,12,2539.9,1207.2,495.4,335.1,656.0,1.78
B_0078,2019,1,6222.9,2582.0,1664.2,721.8,1465.7,8.59
B_0078,2019,2,5007.4,2205.8,623.9,997.2,1770.4,2.85
B_0078,2019,3,7046.0,3039.7,965.1,1035.1,1825.2,4.04
B_0078,2019,4,2524.0,936.2,521.4,268.6,634.8,2.56
B_0078,2019,5,4059.3,2011.0,634.7,428.4,858.4,2.41
B_0078,2019,6,10122.2,4356.0,2475.7,1814.6,2823.8,10.49
B_0078,2019,7,4182.5,1609.5,533.1,552.5,1090.2,2.7
B_0078,2019,8,7674.3,3276.5,2076.7,1338.7,1743.3,7.06
B_0078,2019,9,2516.6,1150.0,461.5,313.3,858.6,1.97
B_0078,2019,10,3584.5,1642.6,850.6,388.4,795.5,2.67
B_0078,2019,11,4596.8,2697.4,1201.5,540.8,1045.6,4.07
B_0078,2019,12,9272.3,3065.5,2007.1,1280.6,3405.9,10.71
B_0078,2020,1,2314.8,1264.0,377.9,339.0,722.5,3.28
B_0078,2020,2,3170.2,1110.7,364.0,618.2,1140.6,2.07
B_0078,2020,3,3175.9,1253.7,592.6,366.7,1194.1,2.06
B_0078,2020,4,2374.4,1015.4,622.1,404.1,602.0,1.23
B_0078,2020,5,6405.5,3166.9,655.4,1076.6,1401.6,12.78
B_0078,2020,6,3934.0,2122.4,931.0,474.6,1509.9,5.39
B_0078,2020,7,6375.7,3541.5,1503.7,1083.0,1552.5,10.71
B_0078,2020,8,8797.7,4515.2,2300.1,1024.0,2095.0,14.07
B_0078,2020,9,6826.8,3670.8,865.3,1337.1,2294.6,10.94
B_0078,2020,10,6765.2,3465.0,977.3,833.0,2524.4,4.96
B_0078,2020,11,7560.6,3440.3,944.9,1450.3,2238.8,8.24
B_0078,2020,12,4534.8,1405.9,910.7,889.1,979.6,7.58
B_0078,2021,1,9628.7,3254.7,1094.9,1765.8,3236.8,9.3
B_0078,2021,2,9123.6,4734.8,2726.1,1594.8,2907.7,5.48
B_0078,2021,3,2679.6,1137.5,714.1,389.0,807.6,1.4
B_0078,2021,4,5096.1,2037.3,1505.4,751.5,1345.7,3.64
B_0078,2021,5,3242.7,1803.0,803.8,463.5,891.5,1.76
B_0078,2021,6,10328.6,3977.9,2961.1,1855.7,3118.0,18.88
B_0078,2021,7,8082.4,3010.2,959.9,1218.7,2669.4,4.53
B_0078,2021,8,7995.0,3951.7,1245.0,1043.9,1797.2,8.08
B_0078,2021,9,4290.6,1854.7,761.5,716.5,1307.6,4.81
B_0078,2021,10,6272.2,3030.2,969.4,957.7,1727.9,3.85
B_0078,2021,11,3730.2,1527.7,1041.7,734.3,1066.7,3.05
B_0078,2021,12,9659.9,4626.0,966.9,1197.9,2694.6,5.23
B_0078,2022,1,7375.9,3676.5,1948.0,851.0,2891.3,6.2
B_0078,2022,2,7779.0,4035.6,836.5,1550.9,2468.2,7.13
B_0078,2022,3,2933.3,1720.0,859.6,361.5,1099.0,4.72
B_0078,2022,4,3659.9,1156.1,554.3,468.7,1042.3,2.39
B_0078,2022,5,4829.0,2884.8,1064.7,940.4,1548.2,6.45
B_0078,2022,6,4924.7,1943.5,840.3,527.4,1864.4,3.12
B_0078,2022,7,5834.0,3278.7,1429.9,885.1,2126.8,4.6
B_0078,2022,8,3600.7,1861.7,811.4,536.5,1427.9,5.15
B_0078,2022,9,8100.4,3751.6,1392.8,1316.0,3223.7,4.46
B_0078,2022,10,3498.9,1780.7,539.9,544.8,825.5,2.1
B_0078,2022,11,5202.0,1888.5,612.6,761.4,1312.1,2.9
B_0078,2022,12,4023.2,1225.3,437.7,655.7,1336.9,2.46
B_0079,2018,1,3758.4,1447.4,443.4,749.9,1143.2,2.72
B_0079,2018,2,8178.7,4797.2,1102.3,1496.8,1888.8,4.91
B_0079,2018,3,5361.1,2678.7,1188.7,637.0,1533.6,3.01
B_0079,2018,4,5153.2,2029.5,1197.4,997.5,1292.7,2.86
B_0079,2018,5,2961.0,1590.7,799.3,449.6,1119.4,4.09
B_0079,2018,6,3245.0,1292.6,522.6,570.7,1011.8,2.5
B_0079,2018,7,7321.8,2520.5,1259.1,1161.2,1791.3,6.55
B_0079,2018,8,7253.6,3048.7,1158.3,941.6,2322.1,9.02
B_0079,2018,9,3334.6,1219.1,440.9,459.1,1195.4,2.12
B_0079,2018,10,3912.9,1258.4,1149.8,711.3,1300.1,4.53
B_0079,2018,11,3231.3,1454.8,502.2,364.6,893.1,4.72
B_0079,2018,12,3190.1,1804.3,397.3,385.6,831.6,3.79
B_0079,2019,1,7498.1,3654.4,1648.5,1210.5,2376.2,9.85
B_0079,2019,2,5303.6,1938.8,1006.5,983.2,1279.1,2.72
B_0079,2019,3,3182.1,1125.6,599.3,403.4,1271.1,4.42
B_0079,2019,4,6311.0,3119.2,1110.9,1244.7,1453.3,7.45
B_0079,2019,5,4606.2,2421.4,997.8,726.3,983.8,6.04
B_0079,2019,6,4001.5,1909.9,678.7,613.3,851.3,6.42
B_0079,2019,7,9321.4,4511.1,2407.2,1747.8,2321.6,15.21
B_0079,2019,8,2958.2,1603.3,684.8,428.3,627.6,1.59
B_0079,2019,9,4761.3,2050.5,1264.8,728.0,1036.4,2.67
B_0079,2019,10,5896.2,3510.8,836.1,890.1,1324.9,4.3
B_0079,2019,11,7821.9,3464.3,1608.3,1269.3,2922.9,7.15
B_0079,2019,12,6698.2,2287.9,1723.2,1325.7,2311.9,3.73
B_0079,2020,1,6951.7,3060.3,1740.1,1271.8,1452.7,4.17
B_0079,2020,2,8380.4,4218.8,1456.1,1295.6,2285.7,4.42
B_0079,2020,3,4903.8,2789.1,535.0,678.1,1596.7,3.1
B_0079,2020,4,7215.3,3801.3,2064.0,1262.9,2350.9,13.82
B_0079,2020,5,4910.0,1561.9,616.5,551.6,1316.1,4.02
B_0079,2020,6,7622.6,3507.8,1595.4,1481.9,1811.3,5.8
B_0079,2020,7,9288.4,4549.2,1034.7,971.5,2590.8,5.56
B_0079,2020,8,5276.3,1722.0,1097.9,1021.2,1202.9,5.85
B_0079,2020,9,6071.9,2049.8,1158.3,1020.4,1316.4,7.25
B_0079,2020,10,4673.7,2543.6,863.6,896.5,1756.2,4.85
B_0079,2020,11,6164.5,2418.7,1494.1,859.2,1336.8,4.2
B_0079,2020,12,5944.4,2654.3,1387.2,1128.6,1636.6,4.27
B_0079,2021,1,6846.0,3222.7,1092.0,1211.6,1542.5,5.63
B_0079,2021,2,3170.7,1734.3,854.3,607.5,1181.5,2.0
B_0079,2021,3,6125.7,3422.6,938.7,1147.2,2417.9,3.52
B_0079,2021,4,3731.0,2006.0,426.8,645.8,1420.4,2.29
B_0079,2021,5,4576.7,1507.1,1035.9,475.2,1424.9,2.38
B_0079,2021,6,4654.2,1462.2,772.7,539.7,1154.7,6.59
B_0079,2021,7,6280.1,1984.3,1563.3,660.7,1282.5,5.54
B_0079,2021,8,3578.2,1237.0,911.8,489.1,1426.6,3.16
B_0079,2021,9,4621.5,2372.4,810.1,575.1,1351.6,4.91
B_0079,2021,10,1698.2,770.4,449.5,315.3,610.8,0.91
B_0079,2021,11,8962.3,3399.0,1784.5,1660.7,2183.6,8.97
B_0079,2021,12,4841.2,2459.5,1443.9,560.6,1099.3,3.61
B_0079,2022,1,5066.2,2949.6,699.3,977.8,1985.5,3.21
B_0079,2022,2,6489.4,3404.4,828.1,1095.2,2143.0,10.72
B_0079,2022,3,5944.7,2232.0,1353.4,1152.5,1271.6,3.76
B_0079,2022,4,4841.3,2790.1,1156.7,951.7,1495.0,3.96
B_0079,2022,5,6651.7,3909.8,1824.3,1282.3,2160.8,8.56
B_0079,2022,6,7757.0,2654.8,1098.0,1123.7,2263.8,7.96
B_0079,2022,7,6533.3,3135.0,1843.8,1124.4,1794.7,8.05
B_0079,2022,8,7004.0,3187.1,1146.9,1385.8,2305.9,4.11
B_0079,2022,9,4401.3,1659.0,461.0,815.1,1634.1,3.47
B_0079,2022,10,5578.9,2069.2,768.8,760.6,1631.9,5.02
B_0079,2022,11,6654.8,3256.6,1145.9,1328.3,1669.7,5.64
B_0079,2022,12,3141.4,1015.3,429.1,616.6,1123.0,2.2
B_0080,2018,1,9953.2,4091.7,1093.6,1051.7,3577.4,11.72
B_0080,2018,2,7027.5,4032.8,1277.1,1174.4,1519.8,4.38
B_0080,2018,3,3676.4,1157.1,441.4,564.7,1412.9,3.11
B_0080,2018,4,6163.1,2134.1,981.4,1141.2,2203.1,4.83
B_0080,2018,5,8969.8,4784.8,1175.8,1035.5,2761.4,6.92
B_0080,2018,6,4880.3,1560.4,1369.2,695.0,1214.5,7.69
B_0080,2018,7,5537.2,2619.0,1368.3,625.4,1952.3,3.49
B_0080,2018,8,3330.8,1871.5,876.6,443.2,779.8,3.37
B_0080,2018,9,3123.1,1370.8,805.9,433.0,1122.8,2.79
B_0080,2018,10,6727.6,2201.3,784.7,722.9,2324.9,7.51
B_0080,2018,11,6727.4,3474.1,722.7,899.3,1671.6,3.43
B_0080,2018,12,8059.5,2638.7,1915.8,1023.3,1992.8,10.17
B_0080,2019,1,8045.1,3019.2,2131.9,804.9,2730.7,7.11
B_0080,2019,2,7376.0,3141.1,1992.3,1411.5,1857.0,4.12
B_0080,2019,3,4059.6,1431.6,490.7,769.2,1210.5,4.13
B_0080,2019,4,6764.8,2707.5,1688.1,1066.5,2326.2,7.13
B_0080,2019,5,4705.8,2652.5,1223.3,756.3,1097.1,3.39
B_0080,2019,6,4489.1,2268.5,687.1,766.4,1606.7,3.42
B_0080,2019,7,6983.7,2674.8,1369.7,1175.8,1761.1,9.29
B_0080,2019,8,4737.5,1430.0,1239.5,845.9,1502.7,2.9
B_0080,2019,9,4817.3,2390.9,799.1,650.0,1311.5,3.29
B_0080,2019,10,4481.0,2261.2,1014.0,609.7,1111.2,2.73
B_0080,2019,11,5766.5,3048.0,753.8,1066.7,2218.8,3.42
B_0080,2019,12,7756.4,4560.7,2047.5,1138.8,2566.7,5.92
B_0080,2020,1,5561.5,2952.3,603.0,818.9,1368.0,5.89
B_0080,2020,2,8927.4,4926.0,2372.0,1227.8,3135.7,10.33
B_0080,2020,3,5612.7,3100.5,1186.2,1032.8,1249.9,3.3
B_0080,2020,4,4781.9,2638.1,1221.1,625.3,966.2,5.05
B_0080,2020,5,5453.7,2677.4,1196.4,642.7,2035.7,8.84
B_0080,2020,6,2569.8,778.8,612.3,287.3,690.4,1.32
B_0080,2020,7,4071.0,1346.3,975.4,718.2,1439.7,3.49
B_0080,2020,8,2830.2,1171.2,333.0,333.1,1038.2,1.65
B_0080,2020,9,4605.1,2277.8,517.1,650.8,955.7,5.76
B_0080,2020,10,5175.5,2069.3,570.2,938.5,1938.3,3.33
B_0080,2020,11,6007.8,2849.3,956.2,748.4,1835.8,8.04
B_0080,2020,12,7979.4,4644.8,2327.3,1381.1,3136.6,7.6
B_0080,2021,1,6074.5,3145.8,612.7,863.6,1272.5,6.87
B_0080,2021,2,3210.3,1311.3,434.9,530.2,1051.1,2.94
B_0080,2021,3,3526.4,1702.1,990.1,544.4,943.4,2.02
B_0080,2021,4,7949.0,2487.2,1216.5,1018.5,2158.9,14.62
B_0080,2021,5,4283.0,1874.3,935.6,485.1,1651.7,2.32
B_0080,2021,6,6622.8,3004.4,1556.9,1028.5,1634.0,3.56
B_0080,2021,7,2516.5,843.9,647.4,442.6,799.4,2.01
B_0080,2021,8,5765.6,2372.6,943.4,819.9,2234.7,10.07
B_0080,2021,9,5165.8,1682.8,956.5,988.8,1255.4,4.49
B_0080,2021,10,7561.6,4199.2,1544.0,1217.0,2464.0,3.91
B_0080,2021,11,6862.5,3331.0,1829.9,859.6,1635.8,5.02
B_0080,2021,12,3466.8,1626.6,1008.2,371.6,1058.9,5.44
B_0080,2022,1,5016.0,2766.9,642.5,504.9,1816.0,5.52
B_0080,2022,2,7132.7,4157.1,1439.0,1082.7,1509.3,11.08
B_0080,2022,3,5235.5,2119.3,1559.7,747.2,1616.4,4.2
B_0080,2022,4,6009.1,2966.7,1562.8,735.6,1226.4,3.31
B_0080,2022,5,4825.3,1653.4,1384.5,860.6,1850.7,3.04
B_0080,2022,6,5905.8,2082.0,907.3,848.3,2297.2,5.67
B_0080,2022,7,5205.8,2752.1,668.0,982.9,1422.4,2.86
B_0080,2022,8,5760.1,2786.6,598.9,907.1,1442.5,3.47
B_0080,2022,9,7708.2,3798.3,1551.0,1264.5,2638.0,11.71
B_0080,2022,10,2819.9,1264.7,294.2,476.4,1084.3,4.65
B_0080,2022,11,4534.5,2421.1,666.6,699.6,1350.7,3.53
B_0080,2022,12,7767.9,3317.3,1992.5,1329.5,2586.2,4.96
B_0081,2018,1,2351.0,1049.7,442.5,341.7,673.9,1.26
B_0081,2018,2,5614.6,3147.2,1515.8,1067.7,1457.6,7.05
B_0081,2018,3,5409.9,1690.3,1317.4,645.6,1544.9,2.96
B_0081,2018,4,2355.6,784.4,426.8,344.0,609.2,1.93
B_0081,2018,5,7892.0,3234.8,1855.4,798.6,2754.3,15.24
B_0081,2018,6,10977.3,5109.1,1477.7,1211.4,3120.6,7.04
B_0081,2018,7,8832.9,4795.3,1110.0,1351.1,2285.3,5.12
B_0081,2018,8,5214.4,2010.0,1214.2,761.5,1679.2,3.33
B_0081,2018,9,4842.9,2531.4,1374.0,680.7,1434.8,2.6
B_0081,2018,10,7665.2,3489.7,1684.0,840.1,3018.9,6.47
B_0081,2018,11,4268.0,1354.6,747.4,825.0,936.5,4.3
B_0081,2018,12,2445.7,1206.4,257.7,397.7,620.9,4.35
B_0081,2019,1,4576.5,1709.4,697.7,903.5,991.2,6.15
B_0081,2019,2,7630.6,4173.7,824.8,1315.7,2964.6,5.27
B_0081,2019,3,2758.8,999.7,564.6,290.5,793.7,2.27
B_0081,2019,4,6439.7,2882.7,1073.2,778.9,2272.4,8.62
B_0081,2019,5,6239.9,2908.4,1365.6,1068.6,2035.4,5.24
B_0081,2019,6,5859.7,2365.2,864.8,1110.6,2270.9,3.28
B_0081,2019,7,5911.8,3181.3,1746.7,628.0,2115.0,4.33
B_0081,2019,8,4668.5,2732.8,757.1,506.1,1070.2,3.35
B_0081,2019,9,2987.0,1468.6,792.5,392.1,1053.6,2.29
B_0081,2019,10,2755.5,1084.9,757.8,378.9,908.1,1.78
B_0081,2019,11,1748.6,763.5,289.3,288.8,439.7,1.32
B_0081,2019,12,8438.6,4669.4,1419.3,1613.5,2145.5,5.64
B_0081,2020,1,10518.8,4229.8,1843.4,1716.4,3684.5,8.2
B_0081,2020,2,3133.3,1139.0,584.5,612.1,1222.8,4.42
B_0081,2020,3,4057.9,1399.6,601.4,444.6,1132.3,2.28
B_0081,2020,4,2989.3,1631.0,827.0,388.5,1065.8,1.74
B_0081,2020,5,7915.1,4086.2,1242.3,840.9,1658.3,9.58
B_0081,2020,6,8916.2,4698.8,1825.9,1502.9,3361.1,11.53
B_0081,2020,7,3970.9,1938.1,1103.5,592.7,1259.7,4.61
B_0081,2020,8,5108.5,2558.8,1430.2,923.6,1794.2,6.13
B_0081,2020,9,6938.7,3299.6,970.8,744.4,1435.5,4.92
B_0081,2020,10,6701.9,2583.3,807.9,844.5,2453.2,3.5
B_0081,2020,11,4337.3,2510.1,948.1,699.2,1314.3,2.25
B_0081,2020,12,3502.0,2052.6,950.7,664.7,831.9,1.76
B_0081,2021,1,5626.3,2370.7,1127.5,1029.0,2072.0,3.21
B_0081,2021,2,7286.6,3125.3,1334.6,1004.4,1507.3,4.84
B_0081,2021,3,5877.8,2497.7,1212.1,806.4,2132.0,11.01
B_0081,2021,4,2764.9,1427.5,375.6,361.3,971.1,4.1
B_0081,2021,5,4788.4,2121.3,1412.5,493.6,1170.7,3.35
B_0081,2021,6,3987.4,1766.0,699.6,768.5,1244.4,2.65
B_0081,2021,7,8026.9,2945.5,1277.4,1058.7,2141.8,10.51
B_0081,2021,8,2213.5,782.5,491.2,348.5,848.9,1.12
B_0081,2021,9,2731.4,1022.1,771.2,476.1,884.9,1.85
B_0081,2021,10,6195.9,2962.5,1109.3,926.1,1370.3,10.58
B_0081,2021,11,7436.3,2784.1,1424.6,1343.1,2521.8,5.29
B_0081,2021,12,4629.5,1936.3,843.1,739.3,1688.7,3.54
B_0081,2022,1,6073.1,3330.8,1489.9,613.5,1769.3,3.72
B_0081,2022,2,9474.5,4188.3,1339.4,1853.4,2798.2,12.66
B_0081,2022,3,2382.2,1192.8,438.8,372.2,512.9,1.81
B_0081,2022,4,4586.0,2042.4,1112.0,883.3,1226.4,3.91
B_0081,2022,5,2810.3,1449.8,502.7,347.7,977.1,2.97
B_0081,2022,6,8948.8,4619.2,2470.5,1006.9,2782.0,6.68
B_0081,2022,7,4531.0,1750.6,1260.6,836.9,1273.9,3.21
B_0081,2022,8,4982.6,1911.8,1104.5,800.6,1038.1,4.55
B_0081,2022,9,3384.7,1159.8,555.4,411.6,794.9,2.62
B_0081,2022,10,3328.7,1036.5,679.9,376.7,732.2,2.11
B_0081,2022,11,6599.9,2527.3,1754.4,1150.4,1642.5,4.82
B_0081,2022,12,4426.5,1845.6,1281.8,502.5,907.8,3.03
B_0082,2018,1,5290.8,2772.3,1379.0,568.8,1332.0,6.11
B_0082,2018,2,6455.4,3224.9,1808.9,1161.3,1426.6,5.78
B_0082,2018,3,3584.5,1951.6,1039.8,657.4,795.5,2.56
B_0082,2018,4,3236.8,1118.7,933.8,358.3,757.2,2.5
B_0082,2018,5,4314.5,2165.1,973.3,845.2,1539.7,4.84
B_0082,2018,6,10981.3,6125.0,1436.2,1519.5,3808.6,5.51
B_0082,2018,7,9708.4,3901.8,2651.7,1477.0,3329.4,5.74
B_0082,2018,8,6136.1,3086.9,1525.8,956.3,1510.6,3.35
B_0082,2018,9,2338.0,1389.1,450.6,409.1,506.7,1.97
B_0082,2018,10,5863.5,2509.4,1589.2,999.1,1349.1,4.62
B_0082,2018,11,8734.5,4856.4,1231.6,1494.2,1794.6,7.13
B_0082,2018,12,5308.7,1908.0,1490.1,911.0,1373.2,3.67
B_0082,2019,1,2757.1,1047.3,767.1,451.1,673.5,3.16
B_0082,2019,2,6107.7,2404.5,649.8,1218.1,1291.9,5.4
B_0082,2019,3,4040.7,1478.1,559.7,642.4,1109.8,3.97
B_0082,2019,4,5900.7,3417.5,1187.3,680.7,2026.7,3.72
B_0082,2019,5,6339.8,2400.3,1569.3,888.6,1793.9,5.02
B_0082,2019,6,2854.0,1289.1,686.2,351.1,774.9,1.43
B_0082,2019,7,7947.1,2616.9,1422.1,1294.0,2563.0,5.47
B_0082,2019,8,7914.7,2726.8,1527.2,1197.1,3151.2,8.04
B_0082,2019,9,2960.3,1604.4,517.5,547.6,1146.8,1.93
B_0082,2019,10,4458.3,2107.5,784.9,782.9,1018.7,2.82
B_0082,2019,11,3015.6,1050.2,816.9,555.1,1097.3,1.92
B_0082,2019,12,7240.2,3989.8,1572.3,741.3,1553.1,7.45
B_0082,2020,1,6017.0,2210.1,1772.7,671.2,1249.0,4.48
B_0082,2020,2,8720.0,2994.1,2138.5,1285.7,3291.8,9.95
B_0082,2020,3,3295.2,1205.9,575.7,652.3,1157.4,3.22
B_0082,2020,4,8100.5,4098.9,1351.4,1098.7,2222.3,6.96
B_0082,2020,5,4023.4,1221.1,1054.3,792.5,884.2,3.5
B_0082,2020,6,3562.3,1767.1,1027.8,395.9,886.1,6.28
B_0082,2020,7,3416.8,1864.7,1007.4,603.7,802.4,1.72
B_0082,2020,8,6868.3,3666.9,1165.5,765.5,2313.0,3.86
B_0082,2020,9,5428.2,1998.3,1564.5,942.8,1114.7,5.32
