building_id,timestamp,occupancy_count,occupancy_density_per_m2,activity_level,occupancy_type
B_0059,2023-05-16,15,0.0108,low,residential
B_0060,2023-05-16,3,0.0046,low,commercial
B_0061,2023-05-16,25,0.0376,medium,mixed
B_0062,2023-05-16,28,0.0342,low,mixed
B_0063,2023-05-16,13,0.0185,low,commercial
B_0064,2023-05-16,24,0.0137,low,residential
B_0065,2023-05-16,11,0.0078,low,commercial
B_0066,2023-05-16,2,0.0011,low,mixed
B_0067,2023-05-16,53,0.0505,medium,mixed
B_0068,2023-05-16,19,0.0113,low,commercial
B_0069,2023-05-16,10,0.0081,low,residential
B_0070,2023-05-16,7,0.0078,low,residential
B_0071,2023-05-16,0,0.0,low,residential
B_0072,2023-05-16,0,0.0,low,residential
B_0073,2023-05-16,19,0.0173,low,mixed
B_0074,2023-05-16,17,0.0165,low,commercial
B_0075,2023-05-16,6,0.0063,low,residential
B_0076,2023-05-16,8,0.009,low,mixed
B_0077,2023-05-16,9,0.0055,low,residential
B_0078,2023-05-16,0,0.0,low,mixed
B_0079,2023-05-16,16,0.0084,low,mixed
B_0080,2023-05-16,10,0.0072,low,mixed
B_0081,2023-05-16,27,0.0385,low,mixed
B_0082,2023-05-16,0,0.0,low,residential
B_0083,2023-05-16,16,0.0197,low,residential
B_0084,2023-05-16,7,0.0136,low,mixed
B_0085,2023-05-16,0,0.0,low,mixed
B_0086,2023-05-16,0,0.0,low,commercial
B_0087,2023-05-16,15,0.0104,low,mixed
B_0088,2023-05-16,26,0.0231,low,mixed
B_0089,2023-05-16,2,0.0012,low,residential
B_0090,2023-05-16,3,0.002,low,mixed
B_0091,2023-05-16,4,0.0035,low,commercial
B_0092,2023-05-16,50,0.0516,medium,commercial
B_0093,2023-05-16,0,0.0,low,commercial
B_0094,2023-05-16,3,0.0034,low,commercial
B_0095,2023-05-16,44,0.0421,medium,commercial
B_0096,2023-05-16,29,0.0156,low,mixed
B_0097,2023-05-16,23,0.0121,low,commercial
B_0098,2023-05-16,9,0.0051,low,commercial
B_0099,2023-05-16,15,0.0218,low,commercial
B_0100,2023-05-16,2,0.0017,low,residential
B_0001,2023-05-17,0,0.0,low,residential
B_0002,2023-05-17,8,0.0044,low,mixed
B_0003,2023-05-17,14,0.0104,low,mixed
B_0004,2023-05-17,0,0.0,low,commercial
B_0005,2023-05-17,6,0.006,low,mixed
B_0006,2023-05-17,24,0.0357,low,residential
B_0007,2023-05-17,10,0.0135,low,commercial
B_0008,2023-05-17,1,0.0013,low,mixed
B_0009,2023-05-17,28,0.0149,low,mixed
B_0010,2023-05-17,19,0.0184,low,residential
B_0011,2023-05-17,13,0.007,low,mixed
B_0012,2023-05-17,3,0.0016,low,mixed
B_0013,2023-05-17,15,0.0113,low,mixed
B_0014,2023-05-17,17,0.0319,low,commercial
B_0015,2023-05-17,14,0.007,low,commercial
B_0016,2023-05-17,2,0.0028,low,commercial
B_0017,2023-05-17,11,0.0068,low,mixed
B_0018,2023-05-17,15,0.0181,low,commercial
B_0019,2023-05-17,6,0.0035,low,residential
B_0020,2023-05-17,0,0.0,low,mixed
B_0021,2023-05-17,4,0.0074,low,mixed
B_0022,2023-05-17,0,0.0,low,commercial
B_0023,2023-05-17,22,0.0147,low,residential
B_0024,2023-05-17,0,0.0,low,residential
B_0025,2023-05-17,0,0.0,low,commercial
B_0026,2023-05-17,10,0.006,low,residential
B_0027,2023-05-17,12,0.0082,low,mixed
B_0028,2023-05-17,47,0.062,low,residential
B_0029,2023-05-17,32,0.0311,low,commercial
B_0030,2023-05-17,3,0.0017,low,residential
B_0031,2023-05-17,0,0.0,low,commercial
B_0032,2023-05-17,14,0.0131,low,mixed
B_0033,2023-05-17,24,0.0301,low,commercial
B_0034,2023-05-17,0,0.0,low,commercial
B_0035,2023-05-17,8,0.0044,low,residential
B_0036,2023-05-17,20,0.019,low,commercial
B_0037,2023-05-17,17,0.0197,low,commercial
B_0038,2023-05-17,1,0.0006,low,residential
B_0039,2023-05-17,20,0.0101,low,mixed
B_0040,2023-05-17,8,0.0066,low,mixed
B_0041,2023-05-17,21,0.0117,low,mixed
B_0042,2023-05-17,56,0.0846,low,mixed
B_0043,2023-05-17,9,0.0107,low,commercial
B_0044,2023-05-17,10,0.0131,low,commercial
B_0045,2023-05-17,5,0.0029,low,commercial
B_0046,2023-05-17,24,0.0145,low,commercial
B_0047,2023-05-17,9,0.0046,low,residential
B_0048,2023-05-17,33,0.0252,low,mixed
B_0049,2023-05-17,2,0.0021,low,residential
B_0050,2023-05-17,14,0.0196,low,mixed
B_0051,2023-05-17,48,0.0349,low,commercial
B_0052,2023-05-17,0,0.0,low,commercial
B_0053,2023-05-17,24,0.0257,low,commercial
B_0054,2023-05-17,24,0.0143,low,commercial
B_0055,2023-05-17,25,0.0233,low,mixed
B_0056,2023-05-17,27,0.0345,low,commercial
B_0057,2023-05-17,9,0.0067,low,mixed
B_0058,2023-05-17,5,0.0032,low,mixed
B_0059,2023-05-17,75,0.0702,medium,mixed
B_0060,2023-05-17,19,0.01,low,mixed
B_0061,2023-05-17,0,0.0,low,commercial
B_0062,2023-05-17,0,0.0,low,residential
B_0063,2023-05-17,13,0.0109,low,residential
B_0064,2023-05-17,2,0.001,low,residential
B_0065,2023-05-17,42,0.0375,low,residential
B_0066,2023-05-17,2,0.0011,low,mixed
B_0067,2023-05-17,41,0.0429,low,commercial
B_0068,2023-05-17,8,0.012,low,commercial
B_0069,2023-05-17,8,0.0138,low,mixed
B_0070,2023-05-17,64,0.1019,medium,mixed
B_0071,2023-05-17,0,0.0,low,mixed
B_0072,2023-05-17,0,0.0,low,commercial
B_0073,2023-05-17,33,0.0338,low,residential
B_0074,2023-05-17,20,0.0135,low,mixed
B_0075,2023-05-17,4,0.0025,low,commercial
B_0076,2023-05-17,0,0.0,low,commercial
B_0077,2023-05-17,7,0.0035,low,residential
B_0078,2023-05-17,0,0.0,low,commercial
B_0079,2023-05-17,26,0.0183,low,mixed
B_0080,2023-05-17,17,0.0104,low,commercial
B_0081,2023-05-17,17,0.0093,low,mixed
B_0082,2023-05-17,39,0.023,low,residential
B_0083,2023-05-17,2,0.0024,low,residential
B_0084,2023-05-17,7,0.0042,low,mixed
B_0085,2023-05-17,20,0.0104,low,commercial
B_0086,2023-05-17,8,0.0051,low,commercial
B_0087,2023-05-17,25,0.0245,low,mixed
B_0088,2023-05-17,12,0.0061,low,residential
B_0089,2023-05-17,0,0.0,low,mixed
B_0090,2023-05-17,16,0.0134,low,residential
B_0091,2023-05-17,5,0.0031,low,residential
B_0092,2023-05-17,12,0.0088,low,mixed
B_0093,2023-05-17,35,0.0513,low,commercial
B_0094,2023-05-17,6,0.0075,low,residential
B_0095,2023-05-17,30,0.0164,low,mixed
B_0096,2023-05-17,13,0.0134,low,commercial
B_0097,2023-05-17,12,0.0079,low,residential
B_0098,2023-05-17,0,0.0,low,mixed
B_0099,2023-05-17,10,0.0128,low,mixed
B_0100,2023-05-17,12,0.0103,low,residential
B_0001,2023-05-18,12,0.0078,low,residential
B_0002,2023-05-18,9,0.0101,low,residential
B_0003,2023-05-18,17,0.0108,low,residential
B_0004,2023-05-18,6,0.0037,low,residential
B_0005,2023-05-18,0,0.0,low,commercial
B_0006,2023-05-18,20,0.0262,low,residential
B_0007,2023-05-18,21,0.0145,low,mixed
B_0008,2023-05-18,3,0.0017,low,commercial
B_0009,2023-05-18,13,0.0067,low,commercial
B_0010,2023-05-18,4,0.0024,low,mixed
B_0011,2023-05-18,6,0.0055,low,commercial
B_0012,2023-05-18,2,0.002,low,mixed
B_0013,2023-05-18,11,0.0095,low,commercial
B_0014,2023-05-18,13,0.0085,low,residential
B_0015,2023-05-18,30,0.0288,low,residential
B_0016,2023-05-18,13,0.0145,low,residential
B_0017,2023-05-18,11,0.0138,low,residential
B_0018,2023-05-18,7,0.0043,low,mixed
B_0019,2023-05-18,15,0.0089,low,commercial
B_0020,2023-05-18,8,0.0063,low,residential
B_0021,2023-05-18,26,0.0308,low,residential
B_0022,2023-05-18,9,0.0108,low,mixed
B_0023,2023-05-18,2,0.0037,low,residential
B_0024,2023-05-18,0,0.0,low,residential
B_0025,2023-05-18,9,0.009,low,residential
B_0026,2023-05-18,17,0.0088,low,commercial
B_0027,2023-05-18,12,0.0069,low,residential
B_0028,2023-05-18,56,0.0288,medium,mixed
B_0029,2023-05-18,0,0.0,low,commercial
B_0030,2023-05-18,13,0.0163,low,residential
B_0031,2023-05-18,18,0.0116,low,mixed
B_0032,2023-05-18,12,0.0078,low,residential
B_0033,2023-05-18,6,0.0038,low,commercial
B_0034,2023-05-18,9,0.0053,low,commercial
B_0035,2023-05-18,15,0.0112,low,residential
B_0036,2023-05-18,0,0.0,low,residential
B_0037,2023-05-18,0,0.0,low,mixed
B_0038,2023-05-18,9,0.0049,low,mixed
B_0039,2023-05-18,11,0.0097,low,mixed
B_0040,2023-05-18,11,0.0085,low,residential
B_0041,2023-05-18,31,0.0491,low,commercial
B_0042,2023-05-18,0,0.0,low,commercial
B_0043,2023-05-18,0,0.0,low,commercial
B_0044,2023-05-18,26,0.0346,low,mixed
B_0045,2023-05-18,16,0.0193,low,commercial
B_0046,2023-05-18,0,0.0,low,commercial
B_0047,2023-05-18,23,0.015,low,residential
B_0048,2023-05-18,40,0.0295,low,residential
B_0049,2023-05-18,48,0.0525,low,commercial
B_0050,2023-05-18,0,0.0,low,commercial
B_0051,2023-05-18,21,0.0156,low,mixed
B_0052,2023-05-18,0,0.0,low,residential
B_0053,2023-05-18,29,0.0149,low,mixed
B_0054,2023-05-18,19,0.0166,low,commercial
B_0055,2023-05-18,0,0.0,low,residential
B_0056,2023-05-18,16,0.0207,low,mixed
B_0057,2023-05-18,0,0.0,low,mixed
B_0058,2023-05-18,3,0.002,low,mixed
B_0059,2023-05-18,13,0.019,low,mixed
B_0060,2023-05-18,15,0.0084,low,residential
B_0061,2023-05-18,29,0.0319,low,mixed
B_0062,2023-05-18,27,0.0173,low,mixed
B_0063,2023-05-18,48,0.0336,low,residential
B_0064,2023-05-18,34,0.0562,low,mixed
B_0065,2023-05-18,11,0.011,low,residential
B_0066,2023-05-18,22,0.0367,low,commercial
B_0067,2023-05-18,0,0.0,low,residential
B_0068,2023-05-18,0,0.0,low,commercial
B_0069,2023-05-18,7,0.0061,low,residential
B_0070,2023-05-18,0,0.0,low,commercial
B_0071,2023-05-18,6,0.0038,low,residential
B_0072,2023-05-18,6,0.003,low,residential
B_0073,2023-05-18,27,0.0152,low,residential
B_0074,2023-05-18,12,0.014,low,commercial
B_0075,2023-05-18,14,0.0098,low,commercial
B_0076,2023-05-18,18,0.0214,low,mixed
B_0077,2023-05-18,5,0.0026,low,residential
B_0078,2023-05-18,10,0.0067,low,commercial
B_0079,2023-05-18,7,0.009,low,residential
B_0080,2023-05-18,19,0.0106,low,mixed
B_0081,2023-05-18,0,0.0,low,commercial
B_0082,2023-05-18,0,0.0,low,commercial
B_0083,2023-05-18,11,0.0135,low,mixed
B_0084,2023-05-18,42,0.0262,low,residential
B_0085,2023-05-18,20,0.0237,low,residential
B_0086,2023-05-18,28,0.0149,low,residential
B_0087,2023-05-18,18,0.0215,low,residential
B_0088,2023-05-18,0,0.0,low,mixed
B_0089,2023-05-18,3,0.004,low,residential
B_0090,2023-05-18,47,0.0669,low,commercial
B_0091,2023-05-18,11,0.0095,low,commercial
B_0092,2023-05-18,29,0.0176,low,mixed
B_0093,2023-05-18,0,0.0,low,residential
B_0094,2023-05-18,0,0.0,low,commercial
B_0095,2023-05-18,12,0.0075,low,mixed
B_0096,2023-05-18,15,0.014,medium,mixed
B_0097,2023-05-18,20,0.0121,low,mixed
B_0098,2023-05-18,0,0.0,low,commercial
B_0099,2023-05-18,2,0.0012,low,residential
B_0100,2023-05-18,18,0.0123,low,residential
B_0001,2023-05-19,1,0.0019,low,mixed
B_0002,2023-05-19,0,0.0,low,commercial
B_0003,2023-05-19,33,0.0259,low,mixed
B_0004,2023-05-19,13,0.0201,low,mixed
B_0005,2023-05-19,32,0.0548,low,commercial
B_0006,2023-05-19,13,0.0081,low,commercial
B_0007,2023-05-19,8,0.0052,low,residential
B_0008,2023-05-19,5,0.0032,low,residential
B_0009,2023-05-19,16,0.0102,low,commercial
B_0010,2023-05-19,6,0.0054,low,residential
B_0011,2023-05-19,22,0.0117,low,commercial
B_0012,2023-05-19,4,0.0032,low,commercial
B_0013,2023-05-19,8,0.0053,low,mixed
B_0014,2023-05-19,33,0.0465,low,residential
B_0015,2023-05-19,12,0.0124,low,commercial
B_0016,2023-05-19,18,0.0149,low,commercial
B_0017,2023-05-19,9,0.0157,low,mixed
B_0018,2023-05-19,11,0.0126,low,residential
B_0019,2023-05-19,0,0.0,low,mixed
B_0020,2023-05-19,15,0.0078,low,mixed
B_0021,2023-05-19,13,0.0184,low,commercial
B_0022,2023-05-19,0,0.0,low,commercial
B_0023,2023-05-19,0,0.0,low,residential
B_0024,2023-05-19,30,0.0197,low,residential
B_0025,2023-05-19,9,0.0052,low,residential
B_0026,2023-05-19,4,0.0073,low,mixed
B_0027,2023-05-19,7,0.0124,low,mixed
B_0028,2023-05-19,19,0.0152,low,mixed
B_0029,2023-05-19,16,0.0188,low,mixed
B_0030,2023-05-19,9,0.0116,low,commercial
B_0031,2023-05-19,0,0.0,low,mixed
B_0032,2023-05-19,2,0.0018,low,residential
B_0033,2023-05-19,35,0.0424,medium,mixed
B_0034,2023-05-19,5,0.0052,low,residential
B_0035,2023-05-19,5,0.0034,low,residential
B_0036,2023-05-19,1,0.0006,low,residential
B_0037,2023-05-19,12,0.0103,low,commercial
B_0038,2023-05-19,22,0.0195,low,commercial
B_0039,2023-05-19,38,0.0317,low,residential
B_0040,2023-05-19,22,0.0209,low,residential
B_0041,2023-05-19,24,0.0169,medium,residential
B_0042,2023-05-19,10,0.0051,low,commercial
B_0043,2023-05-19,23,0.0159,low,residential
B_0044,2023-05-19,4,0.0045,low,residential
B_0045,2023-05-19,36,0.0511,low,commercial
B_0046,2023-05-19,6,0.0043,low,commercial
B_0047,2023-05-19,21,0.0299,low,residential
B_0048,2023-05-19,36,0.0269,low,mixed
B_0049,2023-05-19,6,0.0036,low,residential
B_0050,2023-05-19,26,0.0216,low,mixed
B_0051,2023-05-19,25,0.0134,low,residential
B_0052,2023-05-19,2,0.001,low,mixed
B_0053,2023-05-19,24,0.0145,low,mixed
B_0054,2023-05-19,3,0.0018,low,mixed
B_0055,2023-05-19,2,0.0032,low,mixed
B_0056,2023-05-19,5,0.0054,low,residential
B_0057,2023-05-19,0,0.0,low,residential
B_0058,2023-05-19,13,0.0097,low,commercial
B_0059,2023-05-19,18,0.0172,low,commercial
B_0060,2023-05-19,28,0.0551,low,mixed
B_0061,2023-05-19,0,0.0,low,mixed
B_0062,2023-05-19,6,0.0033,low,mixed
B_0063,2023-05-19,22,0.0439,low,residential
B_0064,2023-05-19,13,0.0237,low,commercial
B_0065,2023-05-19,19,0.0189,low,residential
B_0066,2023-05-19,23,0.0217,low,mixed
B_0067,2023-05-19,10,0.007,low,commercial
B_0068,2023-05-19,0,0.0,low,commercial
B_0069,2023-05-19,0,0.0,low,residential
B_0070,2023-05-19,0,0.0,low,commercial
B_0071,2023-05-19,39,0.0287,low,residential
B_0072,2023-05-19,38,0.0381,low,residential
B_0073,2023-05-19,0,0.0,low,residential
B_0074,2023-05-19,38,0.0249,low,mixed
B_0075,2023-05-19,20,0.0105,low,commercial
B_0076,2023-05-19,0,0.0,low,mixed
B_0077,2023-05-19,6,0.0045,low,residential
B_0078,2023-05-19,31,0.0444,low,commercial
B_0079,2023-05-19,22,0.0138,low,commercial
B_0080,2023-05-19,50,0.0948,low,residential
B_0081,2023-05-19,21,0.0204,low,commercial
B_0082,2023-05-19,0,0.0,low,mixed
B_0083,2023-05-19,11,0.0065,low,commercial
B_0084,2023-05-19,13,0.0082,low,commercial
B_0085,2023-05-19,32,0.0388,low,mixed
B_0086,2023-05-19,42,0.0366,low,commercial
B_0087,2023-05-19,11,0.0079,low,commercial
B_0088,2023-05-19,0,0.0,low,residential
B_0089,2023-05-19,0,0.0,low,commercial
B_0090,2023-05-19,2,0.0036,low,commercial
B_0091,2023-05-19,9,0.0086,low,commercial
B_0092,2023-05-19,12,0.0087,low,residential
B_0093,2023-05-19,5,0.0046,low,mixed
B_0094,2023-05-19,1,0.0008,low,mixed
B_0095,2023-05-19,24,0.0286,low,residential
B_0096,2023-05-19,23,0.0449,low,mixed
B_0097,2023-05-19,0,0.0,low,mixed
B_0098,2023-05-19,60,0.041,medium,residential
B_0099,2023-05-19,25,0.0391,low,commercial
B_0100,2023-05-19,9,0.0053,low,residential
B_0001,2023-05-20,3,0.0026,low,residential
B_0002,2023-05-20,6,0.0063,low,residential
B_0003,2023-05-20,0,0.0,low,residential
B_0004,2023-05-20,0,0.0,low,commercial
B_0005,2023-05-20,0,0.0,low,residential
B_0006,2023-05-20,2,0.0011,low,commercial
B_0007,2023-05-20,0,0.0,low,residential
B_0008,2023-05-20,0,0.0,low,residential
B_0009,2023-05-20,11,0.0081,low,residential
B_0010,2023-05-20,10,0.0074,low,residential
B_0011,2023-05-20,0,0.0,low,mixed
B_0012,2023-05-20,0,0.0,low,commercial
B_0013,2023-05-20,0,0.0,low,residential
B_0014,2023-05-20,0,0.0,low,mixed
B_0015,2023-05-20,0,0.0,low,commercial
B_0016,2023-05-20,20,0.013,low,residential
B_0017,2023-05-20,52,0.0432,medium,residential
B_0018,2023-05-20,15,0.0107,low,residential
B_0019,2023-05-20,0,0.0,low,mixed
B_0020,2023-05-20,10,0.0157,low,mixed
B_0021,2023-05-20,0,0.0,low,commercial
B_0022,2023-05-20,11,0.0085,low,commercial
B_0023,2023-05-20,17,0.0086,low,residential
B_0024,2023-05-20,2,0.0029,low,mixed
B_0025,2023-05-20,20,0.011,low,residential
B_0026,2023-05-20,0,0.0,low,commercial
B_0027,2023-05-20,0,0.0,low,residential
B_0028,2023-05-20,0,0.0,low,residential
B_0029,2023-05-20,0,0.0,low,residential
B_0030,2023-05-20,6,0.0077,low,commercial
B_0031,2023-05-20,0,0.0,low,residential
B_0032,2023-05-20,1,0.0006,low,mixed
B_0033,2023-05-20,10,0.008,low,residential
B_0034,2023-05-20,21,0.0117,low,residential
B_0035,2023-05-20,0,0.0,low,mixed
B_0036,2023-05-20,0,0.0,low,commercial
B_0037,2023-05-20,4,0.0042,low,residential
B_0038,2023-05-20,10,0.0082,low,mixed
B_0039,2023-05-20,4,0.0022,low,mixed
B_0040,2023-05-20,8,0.0155,low,residential
B_0041,2023-05-20,13,0.01,low,residential
B_0042,2023-05-20,9,0.0047,low,mixed
B_0043,2023-05-20,32,0.0299,low,residential
B_0044,2023-05-20,0,0.0,low,residential
B_0045,2023-05-20,19,0.0154,low,commercial
B_0046,2023-05-20,0,0.0,low,mixed
B_0047,2023-05-20,0,0.0,low,commercial
B_0048,2023-05-20,1,0.0019,low,residential
B_0049,2023-05-20,0,0.0,low,commercial
B_0050,2023-05-20,17,0.0118,low,mixed
B_0051,2023-05-20,8,0.0042,low,commercial
B_0052,2023-05-20,0,0.0,low,residential
B_0053,2023-05-20,16,0.0221,low,commercial
B_0054,2023-05-20,0,0.0,low,commercial
B_0055,2023-05-20,8,0.0058,low,mixed
B_0056,2023-05-20,17,0.0086,low,residential
B_0057,2023-05-20,27,0.0346,low,residential
B_0058,2023-05-20,0,0.0,low,residential
B_0059,2023-05-20,0,0.0,low,commercial
B_0060,2023-05-20,28,0.0406,low,mixed
B_0061,2023-05-20,15,0.008,low,commercial
B_0062,2023-05-20,23,0.0135,low,mixed
B_0063,2023-05-20,4,0.0039,low,mixed
B_0064,2023-05-20,7,0.0047,low,residential
B_0065,2023-05-20,0,0.0,low,commercial
B_0066,2023-05-20,0,0.0,low,commercial
B_0067,2023-05-20,0,0.0,low,residential
B_0068,2023-05-20,11,0.0074,low,residential
B_0069,2023-05-20,0,0.0,low,mixed
B_0070,2023-05-20,0,0.0,low,mixed
B_0071,2023-05-20,16,0.0171,low,commercial
B_0072,2023-05-20,8,0.0049,low,mixed
B_0073,2023-05-20,0,0.0,low,commercial
B_0074,2023-05-20,1,0.0007,low,residential
B_0075,2023-05-20,21,0.0116,low,commercial
B_0076,2023-05-20,10,0.0072,low,residential
B_0077,2023-05-20,13,0.011,low,mixed
B_0078,2023-05-20,17,0.0091,low,residential
B_0079,2023-05-20,12,0.0073,low,mixed
B_0080,2023-05-20,7,0.0086,low,residential
B_0081,2023-05-20,0,0.0,low,residential
B_0082,2023-05-20,2,0.0011,low,mixed
B_0083,2023-05-20,0,0.0,low,commercial
B_0084,2023-05-20,4,0.0054,low,residential
B_0085,2023-05-20,30,0.0255,low,mixed
B_0086,2023-05-20,11,0.008,low,commercial
B_0087,2023-05-20,0,0.0,low,residential
B_0088,2023-05-20,0,0.0,low,commercial
B_0089,2023-05-20,11,0.0056,low,mixed
B_0090,2023-05-20,8,0.0052,low,residential
B_0091,2023-05-20,19,0.0106,low,residential
B_0092,2023-05-20,0,0.0,low,residential
B_0093,2023-05-20,0,0.0,low,mixed
B_0094,2023-05-20,0,0.0,low,residential
B_0095,2023-05-20,20,0.0137,low,residential
B_0096,2023-05-20,0,0.0,low,residential
B_0097,2023-05-20,20,0.0199,low,mixed
B_0098,2023-05-20,0,0.0,low,residential
B_0099,2023-05-20,10,0.005,low,mixed
B_0100,2023-05-20,0,0.0,low,residential
B_0001,2023-05-21,9,0.0127,low,residential
B_0002,2023-05-21,13,0.0204,low,commercial
B_0003,2023-05-21,30,0.0167,low,mixed
B_0004,2023-05-21,5,0.0045,low,residential
B_0005,2023-05-21,13,0.0112,low,commercial
B_0006,2023-05-21,0,0.0,low,mixed
B_0007,2023-05-21,25,0.0218,low,residential
B_0008,2023-05-21,0,0.0,low,mixed
B_0009,2023-05-21,7,0.0098,low,commercial
B_0010,2023-05-21,0,0.0,low,commercial
B_0011,2023-05-21,29,0.0222,low,residential
B_0012,2023-05-21,0,0.0,low,mixed
B_0013,2023-05-21,0,0.0,low,mixed
B_0014,2023-05-21,0,0.0,low,residential
B_0015,2023-05-21,0,0.0,low,residential
B_0016,2023-05-21,1,0.0006,low,residential
B_0017,2023-05-21,0,0.0,low,mixed
B_0018,2023-05-21,25,0.0216,low,residential
B_0019,2023-05-21,2,0.0013,low,residential
B_0020,2023-05-21,12,0.0188,low,mixed
B_0021,2023-05-21,17,0.015,low,commercial
B_0022,2023-05-21,15,0.0164,low,commercial
B_0023,2023-05-21,3,0.0034,low,mixed
B_0024,2023-05-21,0,0.0,low,residential
B_0025,2023-05-21,4,0.0022,low,residential
B_0026,2023-05-21,15,0.0106,low,mixed
B_0027,2023-05-21,15,0.012,low,commercial
B_0028,2023-05-21,16,0.0084,low,commercial
B_0029,2023-05-21,0,0.0,low,commercial
B_0030,2023-05-21,24,0.023,low,mixed
B_0031,2023-05-21,0,0.0,low,mixed
B_0032,2023-05-21,8,0.0126,low,mixed
B_0033,2023-05-21,0,0.0,low,mixed
B_0034,2023-05-21,13,0.0189,low,residential
B_0035,2023-05-21,11,0.0099,low,residential
B_0036,2023-05-21,29,0.0176,low,residential
B_0037,2023-05-21,5,0.0046,low,mixed
B_0038,2023-05-21,28,0.0161,low,commercial
B_0039,2023-05-21,2,0.0018,low,commercial
B_0040,2023-05-21,4,0.0025,low,mixed
B_0041,2023-05-21,0,0.0,low,mixed
B_0042,2023-05-21,0,0.0,low,residential
B_0043,2023-05-21,0,0.0,low,residential
B_0044,2023-05-21,3,0.0016,low,commercial
B_0045,2023-05-21,23,0.0145,low,commercial
B_0046,2023-05-21,2,0.0018,low,residential
B_0047,2023-05-21,21,0.0181,low,mixed
B_0048,2023-05-21,8,0.0059,low,commercial
B_0049,2023-05-21,23,0.0143,low,mixed
B_0050,2023-05-21,1,0.0007,low,residential
B_0051,2023-05-21,0,0.0,low,commercial
B_0052,2023-05-21,2,0.0016,low,mixed
B_0053,2023-05-21,43,0.0442,low,commercial
B_0054,2023-05-21,16,0.02,low,mixed
B_0055,2023-05-21,8,0.0073,low,residential
B_0056,2023-05-21,17,0.0087,low,residential
B_0057,2023-05-21,0,0.0,low,mixed
B_0058,2023-05-21,0,0.0,low,residential
B_0059,2023-05-21,25,0.0237,low,mixed
B_0060,2023-05-21,6,0.0056,low,commercial
B_0061,2023-05-21,0,0.0,low,commercial
B_0062,2023-05-21,47,0.04,low,residential
B_0063,2023-05-21,2,0.0011,low,commercial
B_0064,2023-05-21,16,0.0145,low,mixed
B_0065,2023-05-21,5,0.0045,low,residential
B_0066,2023-05-21,0,0.0,low,mixed
B_0067,2023-05-21,6,0.005,low,mixed
B_0068,2023-05-21,29,0.0433,low,mixed
B_0069,2023-05-21,16,0.0104,low,mixed
B_0070,2023-05-21,13,0.0082,low,commercial
B_0071,2023-05-21,0,0.0,low,residential
B_0072,2023-05-21,0,0.0,low,mixed
B_0073,2023-05-21,8,0.0044,low,commercial
B_0074,2023-05-21,0,0.0,low,mixed
B_0075,2023-05-21,3,0.0017,low,residential
B_0076,2023-05-21,16,0.0123,low,commercial
B_0077,2023-05-21,0,0.0,low,commercial
B_0078,2023-05-21,12,0.0138,low,commercial
B_0079,2023-05-21,7,0.0048,low,commercial
B_0080,2023-05-21,0,0.0,low,mixed
B_0081,2023-05-21,2,0.0024,low,mixed
B_0082,2023-05-21,35,0.0258,low,mixed
B_0083,2023-05-21,2,0.0025,low,mixed
B_0084,2023-05-21,12,0.0061,low,mixed
B_0085,2023-05-21,4,0.0041,low,commercial
B_0086,2023-05-21,7,0.011,low,commercial
B_0087,2023-05-21,9,0.0111,low,commercial
B_0088,2023-05-21,16,0.0128,low,commercial
B_0089,2023-05-21,5,0.0029,low,mixed
B_0090,2023-05-21,6,0.0052,low,commercial
B_0091,2023-05-21,0,0.0,low,commercial
B_0092,2023-05-21,0,0.0,low,commercial
B_0093,2023-05-21,0,0.0,low,residential
B_0094,2023-05-21,0,0.0,low,residential
B_0095,2023-05-21,6,0.0045,low,commercial
B_0096,2023-05-21,9,0.0114,low,mixed
B_0097,2023-05-21,3,0.0016,low,commercial
B_0098,2023-05-21,16,0.0266,low,residential
B_0099,2023-05-21,1,0.0005,low,mixed
B_0100,2023-05-21,3,0.0028,low,mixed
B_0001,2023-05-22,0,0.0,low,mixed
B_0002,2023-05-22,7,0.0049,low,mixed
B_0003,2023-05-22,12,0.012,low,commercial
B_0004,2023-05-22,0,0.0,low,commercial
B_0005,2023-05-22,24,0.0131,low,residential
B_0006,2023-05-22,0,0.0,low,residential
B_0007,2023-05-22,7,0.0044,low,mixed
B_0008,2023-05-22,17,0.0153,low,residential
B_0009,2023-05-22,10,0.0089,low,residential
B_0010,2023-05-22,32,0.0176,low,mixed
B_0011,2023-05-22,25,0.0252,low,commercial
B_0012,2023-05-22,0,0.0,low,commercial
B_0013,2023-05-22,37,0.0629,low,residential
B_0014,2023-05-22,1,0.0005,low,residential
B_0015,2023-05-22,20,0.0169,low,commercial
B_0016,2023-05-22,0,0.0,low,commercial
B_0017,2023-05-22,36,0.0254,low,mixed
B_0018,2023-05-22,3,0.0016,low,mixed
B_0019,2023-05-22,0,0.0,low,mixed
B_0020,2023-05-22,0,0.0,low,residential
B_0021,2023-05-22,39,0.0422,low,residential
B_0022,2023-05-22,12,0.0098,low,commercial
B_0023,2023-05-22,14,0.0223,low,residential
B_0024,2023-05-22,35,0.0421,low,mixed
B_0025,2023-05-22,30,0.0295,low,mixed
B_0026,2023-05-22,20,0.036,low,mixed
B_0027,2023-05-22,15,0.0105,low,residential
B_0028,2023-05-22,27,0.0158,low,mixed
B_0029,2023-05-22,0,0.0,low,mixed
B_0030,2023-05-22,1,0.0011,low,commercial
B_0031,2023-05-22,5,0.0029,low,mixed
