building_id,timestamp,outdoor_temp_c,outdoor_humidity_percent,wind_speed_ms,wind_direction_deg,solar_irradiance_wm2,precipitation_mm,atmospheric_pressure_hpa
B_0054,2023-12-19,-8.8,54.1,1.3,160.0,321.8,1.2,963.6
B_0055,2023-12-19,-2.8,64.9,4.8,211.7,372.9,5.7,987.9
B_0056,2023-12-19,-1.0,41.4,0.7,304.3,238.7,2.9,1032.7
B_0057,2023-12-19,-15.4,37.7,1.0,292.7,436.5,2.5,990.9
B_0058,2023-12-19,0.7,69.5,3.4,94.7,199.7,1.9,1013.9
B_0059,2023-12-19,0.0,55.6,2.5,351.9,47.0,0.7,1024.9
B_0060,2023-12-19,-7.5,68.4,1.5,129.6,170.1,6.7,1033.4
B_0061,2023-12-19,-9.2,62.5,4.7,4.5,218.8,1.3,1042.3
B_0062,2023-12-19,-9.3,74.7,7.5,218.8,103.8,0.4,1009.9
B_0063,2023-12-19,-8.6,33.4,6.3,42.5,134.4,0.3,1019.6
B_0064,2023-12-19,-5.1,44.0,2.4,8.7,204.8,0.9,983.0
B_0065,2023-12-19,-8.7,79.5,0.8,3.6,255.9,9.5,1003.6
B_0066,2023-12-19,4.4,55.7,1.7,7.7,308.8,1.5,1028.6
B_0067,2023-12-19,-6.9,65.1,2.3,275.5,158.9,0.6,1030.4
B_0068,2023-12-19,-3.5,60.3,1.3,130.6,102.6,1.4,1037.6
B_0069,2023-12-19,-0.1,30.0,2.3,112.2,310.0,11.6,999.4
B_0070,2023-12-19,-4.1,67.6,5.1,104.6,47.5,2.4,977.9
B_0071,2023-12-19,-3.1,64.8,4.1,24.0,305.8,2.9,1014.4
B_0072,2023-12-19,-2.3,59.1,4.3,293.8,213.5,3.2,978.5
B_0073,2023-12-19,-11.3,55.0,4.3,20.4,268.1,2.3,1040.3
B_0074,2023-12-19,-1.9,69.7,2.4,236.5,222.2,3.4,1035.7
B_0075,2023-12-19,-1.4,42.5,0.0,321.4,420.6,0.2,1050.0
B_0076,2023-12-19,-2.3,51.7,13.0,85.1,91.3,0.1,975.8
B_0077,2023-12-19,-15.4,68.6,6.3,227.9,127.3,0.8,1022.9
B_0078,2023-12-19,-0.2,70.9,7.3,60.1,357.3,1.3,1019.3
B_0079,2023-12-19,-3.3,82.5,1.8,57.9,131.7,3.0,995.9
B_0080,2023-12-19,-7.6,44.8,3.8,103.7,225.1,0.8,1000.2
B_0081,2023-12-19,-5.1,57.4,4.2,356.8,263.4,0.5,994.7
B_0082,2023-12-19,-4.9,90.0,2.8,108.0,282.3,0.4,998.9
B_0083,2023-12-19,0.1,63.7,0.6,262.2,140.7,0.9,1028.9
B_0084,2023-12-19,-13.2,40.8,10.4,179.7,179.4,2.1,994.5
B_0085,2023-12-19,-10.6,66.5,2.1,117.6,362.9,6.2,1015.0
B_0086,2023-12-19,-9.6,76.5,2.7,243.6,284.3,2.0,976.4
B_0087,2023-12-19,1.1,65.3,0.4,152.9,264.0,1.0,1005.7
B_0088,2023-12-19,-5.5,38.8,0.9,280.9,403.0,5.9,1011.9
B_0089,2023-12-19,-7.8,55.3,1.7,62.3,280.7,1.5,1050.0
B_0090,2023-12-19,-4.1,58.6,0.2,263.1,309.2,0.9,1002.6
B_0091,2023-12-19,-8.6,50.3,0.5,16.8,186.9,0.0,1034.5
B_0092,2023-12-19,-2.8,88.7,11.4,180.0,413.1,2.4,1018.0
B_0093,2023-12-19,-1.6,54.9,1.5,208.4,105.4,0.7,1016.3
B_0094,2023-12-19,-2.3,50.9,2.8,205.3,164.3,0.8,987.5
B_0095,2023-12-19,-7.3,45.4,9.2,264.8,249.7,2.8,986.3
B_0096,2023-12-19,-5.2,62.4,1.2,151.0,127.4,1.0,1029.3
B_0097,2023-12-19,1.4,66.5,0.4,88.8,135.0,1.9,1006.3
B_0098,2023-12-19,-2.2,66.5,15.3,309.0,175.9,0.9,1009.3
B_0099,2023-12-19,3.4,59.4,0.9,80.8,113.4,0.0,1016.4
B_0100,2023-12-19,-8.1,58.8,3.5,295.6,298.5,3.8,1017.7
B_0001,2023-12-20,-6.2,68.1,0.0,301.6,375.9,1.6,1014.8
B_0002,2023-12-20,-6.6,43.2,7.8,215.2,70.7,0.7,1026.8
B_0003,2023-12-20,-1.8,39.8,7.5,265.8,244.9,3.9,1034.9
B_0004,2023-12-20,-1.7,65.7,0.1,290.9,346.4,3.6,954.2
B_0005,2023-12-20,2.6,56.4,2.9,138.3,253.0,0.3,997.4
B_0006,2023-12-20,-8.7,63.8,0.2,37.4,175.9,4.4,1041.5
B_0007,2023-12-20,-0.5,39.1,1.6,24.7,191.2,0.8,992.1
B_0008,2023-12-20,-0.8,55.3,1.6,244.2,298.4,0.4,1008.2
B_0009,2023-12-20,-9.3,82.0,5.5,163.9,246.1,1.0,1004.7
B_0010,2023-12-20,-6.2,38.3,3.9,65.2,276.8,0.1,978.9
B_0011,2023-12-20,-0.6,55.0,2.9,211.1,249.5,4.2,1029.7
B_0012,2023-12-20,-6.6,65.6,6.4,34.6,313.9,0.1,999.6
B_0013,2023-12-20,1.1,59.2,3.6,204.8,240.7,0.4,1027.9
B_0014,2023-12-20,-3.3,55.5,0.8,312.3,180.7,2.1,1004.6
B_0015,2023-12-20,-8.1,30.0,2.8,15.4,191.1,0.1,1040.0
B_0016,2023-12-20,-6.4,49.4,0.7,44.7,287.3,0.0,1036.3
B_0017,2023-12-20,-0.8,70.3,5.8,239.7,216.8,5.6,1019.3
B_0018,2023-12-20,-4.2,30.3,6.1,220.2,145.2,2.7,1028.1
B_0019,2023-12-20,-7.8,54.0,8.8,151.2,334.9,5.4,985.2
B_0020,2023-12-20,-8.9,79.9,9.7,113.9,209.4,1.6,981.5
B_0021,2023-12-20,-0.6,64.3,12.4,127.3,257.7,2.2,1017.2
B_0022,2023-12-20,-5.2,31.8,0.1,344.1,355.9,2.5,979.5
B_0023,2023-12-20,1.8,81.0,0.2,165.1,102.3,0.3,1038.4
B_0024,2023-12-20,0.5,49.0,5.7,89.2,139.1,0.4,984.0
B_0025,2023-12-20,-5.8,63.5,0.6,212.5,115.9,2.7,1007.4
B_0026,2023-12-20,-2.3,34.5,4.0,232.0,211.3,0.9,1026.9
B_0027,2023-12-20,-5.4,52.9,6.6,327.4,145.1,0.9,1009.7
B_0028,2023-12-20,-9.1,59.0,1.5,218.2,99.5,1.4,1000.8
B_0029,2023-12-20,-7.0,66.9,0.0,67.1,19.5,1.1,1011.6
B_0030,2023-12-20,-5.4,76.2,0.9,344.0,153.2,3.8,1008.4
B_0031,2023-12-20,1.5,52.2,1.1,106.2,158.8,0.5,998.6
B_0032,2023-12-20,-11.2,57.5,1.7,153.7,171.4,3.4,1005.5
B_0033,2023-12-20,-14.6,62.8,4.1,128.6,116.4,0.1,1012.9
B_0034,2023-12-20,-7.3,54.4,11.5,258.5,212.5,1.2,1050.0
B_0035,2023-12-20,-2.1,65.5,5.2,9.6,257.3,0.1,992.6
B_0036,2023-12-20,-10.1,43.5,1.0,234.4,50.5,0.7,1014.0
B_0037,2023-12-20,0.6,30.1,1.0,351.2,223.3,1.9,1003.8
B_0038,2023-12-20,-1.9,60.1,3.0,83.4,341.3,0.0,1006.7
B_0039,2023-12-20,-5.3,52.2,0.5,223.2,322.0,3.2,1013.8
B_0040,2023-12-20,-12.6,60.8,0.9,120.2,31.4,6.5,971.1
B_0041,2023-12-20,-14.2,73.8,2.1,280.6,34.5,0.0,1013.8
B_0042,2023-12-20,-1.3,71.5,0.5,61.2,0.0,1.3,1013.8
B_0043,2023-12-20,1.1,56.9,1.7,104.7,178.6,0.3,1029.2
B_0044,2023-12-20,-7.4,54.1,3.8,8.0,288.7,1.1,989.1
B_0045,2023-12-20,-3.5,65.1,9.6,1.7,243.1,1.0,1019.7
B_0046,2023-12-20,-0.3,56.8,0.9,83.9,210.5,2.1,995.1
B_0047,2023-12-20,-3.0,66.7,1.9,257.7,94.3,1.3,993.0
B_0048,2023-12-20,2.6,61.5,3.4,94.5,440.1,0.0,993.0
B_0049,2023-12-20,-2.5,51.4,5.1,250.4,142.5,0.2,1050.0
B_0050,2023-12-20,-2.2,66.1,0.4,241.9,287.0,1.5,1004.3
B_0051,2023-12-20,0.9,67.8,1.8,136.6,84.4,3.6,1024.9
B_0052,2023-12-20,-3.5,59.7,0.2,121.9,232.8,1.6,1032.7
B_0053,2023-12-20,-8.8,81.8,2.3,152.7,508.8,1.6,970.4
B_0054,2023-12-20,-4.1,45.2,2.1,57.0,156.7,1.1,1033.6
B_0055,2023-12-20,-5.9,46.9,3.0,317.8,168.0,0.9,999.0
B_0056,2023-12-20,-7.5,70.2,0.4,278.1,204.0,1.2,1018.1
B_0057,2023-12-20,-2.7,89.6,0.1,124.6,96.8,5.5,1026.7
B_0058,2023-12-20,-5.9,54.9,4.2,39.8,0.1,1.9,1002.0
B_0059,2023-12-20,-1.3,90.0,1.9,86.5,240.7,1.7,1008.8
B_0060,2023-12-20,-4.7,59.9,2.0,41.4,280.1,0.6,1022.5
B_0061,2023-12-20,-2.6,80.9,0.1,200.9,116.1,0.5,1016.6
B_0062,2023-12-20,-4.8,67.9,2.8,165.7,274.1,1.9,1008.1
B_0063,2023-12-20,1.9,62.9,4.6,295.2,180.5,0.7,1004.2
B_0064,2023-12-20,-2.3,61.9,8.3,351.3,186.7,2.2,1049.7
B_0065,2023-12-20,-1.8,54.8,3.8,88.1,183.8,2.5,1027.2
B_0066,2023-12-20,-5.0,61.2,5.1,14.1,219.8,1.3,1016.5
B_0067,2023-12-20,-4.9,50.5,1.5,153.7,158.0,0.6,1011.4
B_0068,2023-12-20,-10.8,33.7,0.0,30.4,170.0,0.2,1013.1
B_0069,2023-12-20,-4.8,52.9,0.9,80.5,175.5,0.1,1007.0
B_0070,2023-12-20,-13.7,64.6,4.8,348.9,261.3,0.8,1034.7
B_0071,2023-12-20,-3.6,50.5,0.1,333.7,0.0,2.4,1032.4
B_0072,2023-12-20,-12.0,56.6,9.4,174.9,138.7,1.6,999.8
B_0073,2023-12-20,-11.4,43.6,1.8,54.9,102.4,0.4,1002.7
B_0074,2023-12-20,-7.5,30.0,1.8,130.9,206.7,0.5,1022.2
B_0075,2023-12-20,-10.5,61.5,0.2,90.8,240.4,0.1,1008.4
B_0076,2023-12-20,-2.0,45.5,0.1,221.6,118.6,2.8,998.0
B_0077,2023-12-20,-5.7,67.3,5.5,303.3,364.0,0.3,1018.6
B_0078,2023-12-20,-4.4,51.7,3.1,25.2,203.5,1.6,1033.8
B_0079,2023-12-20,-4.4,85.3,6.3,299.1,258.2,0.6,1010.6
B_0080,2023-12-20,-7.9,46.4,5.1,243.3,228.5,0.3,1022.2
B_0081,2023-12-20,-8.0,54.2,9.5,355.0,111.5,2.1,1039.9
B_0082,2023-12-20,1.5,47.3,0.5,279.3,40.6,2.0,1008.6
B_0083,2023-12-20,-5.9,61.7,3.8,287.5,287.6,4.1,979.7
B_0084,2023-12-20,-3.7,74.3,5.9,283.2,217.1,1.8,1016.5
B_0085,2023-12-20,-0.6,59.7,2.3,155.4,150.8,1.9,1003.2
B_0086,2023-12-20,-8.8,77.6,1.4,353.8,166.0,3.2,975.7
B_0087,2023-12-20,-7.3,60.3,2.0,355.8,268.9,0.4,1013.7
B_0088,2023-12-20,-7.7,66.8,0.5,174.5,99.5,2.7,1011.1
B_0089,2023-12-20,-8.3,59.4,7.0,100.7,164.0,3.3,1012.3
B_0090,2023-12-20,1.4,46.2,1.9,138.6,256.9,3.3,986.5
B_0091,2023-12-20,-0.8,54.8,2.3,107.8,385.4,0.0,996.1
B_0092,2023-12-20,-6.4,70.1,2.5,219.6,278.1,7.2,1034.6
B_0093,2023-12-20,9.8,61.4,9.4,224.6,179.5,2.2,1023.6
B_0094,2023-12-20,2.5,59.8,1.2,298.8,149.2,2.0,1016.5
B_0095,2023-12-20,-3.5,57.9,4.9,160.5,396.0,2.9,1029.3
B_0096,2023-12-20,-1.6,76.9,0.9,218.0,82.3,2.1,1023.5
B_0097,2023-12-20,-5.5,55.2,0.0,298.8,104.8,3.3,1019.0
B_0098,2023-12-20,-2.3,76.9,2.6,30.0,305.3,1.0,1015.3
B_0099,2023-12-20,-6.7,56.8,3.2,141.8,224.5,0.0,985.4
B_0100,2023-12-20,-2.1,56.4,4.3,8.0,344.6,3.5,1050.0
B_0001,2023-12-21,-2.5,42.5,1.8,157.2,309.3,1.9,1000.7
B_0002,2023-12-21,-12.0,66.5,3.0,30.3,486.7,1.3,958.7
B_0003,2023-12-21,-3.6,66.4,5.9,22.7,153.4,0.5,1019.9
B_0004,2023-12-21,-0.3,45.0,0.4,335.3,0.0,0.5,994.1
B_0005,2023-12-21,-5.5,66.5,0.8,74.8,51.3,0.0,1016.3
B_0006,2023-12-21,-6.1,42.6,0.6,203.3,47.0,3.4,1004.9
B_0007,2023-12-21,-0.2,73.2,6.7,231.9,244.9,3.7,1033.2
B_0008,2023-12-21,-7.1,34.1,0.5,54.5,226.6,0.9,1050.0
B_0009,2023-12-21,7.8,57.3,1.0,45.2,168.3,4.1,1018.0
B_0010,2023-12-21,-2.6,67.5,12.8,175.0,127.8,0.3,1024.3
B_0011,2023-12-21,-5.4,53.3,2.2,307.7,117.7,0.5,977.1
B_0012,2023-12-21,-10.4,78.2,1.7,69.8,140.4,4.5,1020.9
B_0013,2023-12-21,-3.2,62.8,8.7,303.1,68.7,1.9,1034.4
B_0014,2023-12-21,-2.5,44.2,2.0,109.2,216.7,4.5,1021.5
B_0015,2023-12-21,-6.1,61.5,3.5,133.2,76.8,1.2,1015.2
B_0016,2023-12-21,-0.4,51.9,3.8,66.9,261.5,1.0,994.1
B_0017,2023-12-21,-9.5,83.1,3.6,179.7,0.0,0.8,973.2
B_0018,2023-12-21,-8.0,56.9,2.7,258.4,353.0,0.2,990.0
B_0019,2023-12-21,-16.6,45.0,2.4,105.6,190.0,4.0,967.9
B_0020,2023-12-21,-5.2,59.0,1.2,263.9,127.4,0.4,1046.0
B_0021,2023-12-21,1.3,41.9,5.9,218.1,191.1,3.5,965.2
B_0022,2023-12-21,-2.8,68.0,1.8,169.2,103.8,0.6,994.8
B_0023,2023-12-21,-12.2,67.1,1.4,188.6,168.3,1.0,1050.0
B_0024,2023-12-21,-11.2,49.9,0.5,144.9,60.3,3.9,990.5
B_0025,2023-12-21,-2.9,64.4,6.5,45.7,205.0,0.8,989.5
B_0026,2023-12-21,-12.8,82.2,0.1,199.7,121.1,3.2,988.3
B_0027,2023-12-21,-7.8,55.5,1.4,165.2,52.8,3.2,1045.1
B_0028,2023-12-21,-2.6,42.1,2.4,150.8,182.3,0.1,1032.7
B_0029,2023-12-21,-4.9,54.8,0.6,95.5,53.1,0.1,986.3
B_0030,2023-12-21,-1.8,71.2,7.4,143.6,183.7,7.2,1008.7
B_0031,2023-12-21,-10.5,47.0,0.6,4.8,322.5,2.7,954.0
B_0032,2023-12-21,-13.6,46.2,3.1,133.8,160.7,0.5,1007.5
B_0033,2023-12-21,1.9,70.8,0.2,110.1,138.2,0.3,1009.3
B_0034,2023-12-21,-9.7,61.1,1.4,70.3,232.8,2.1,1029.2
B_0035,2023-12-21,-5.6,79.0,0.9,82.6,220.4,0.2,1038.7
B_0036,2023-12-21,-6.6,49.4,11.6,207.7,189.6,0.4,999.4
B_0037,2023-12-21,-4.4,53.5,0.8,340.5,171.0,0.7,985.8
B_0038,2023-12-21,-15.4,65.4,0.3,127.4,112.2,3.4,995.3
B_0039,2023-12-21,-4.8,90.0,1.0,54.7,187.9,0.6,1030.5
B_0040,2023-12-21,-8.7,46.6,1.5,95.4,182.3,7.6,1003.4
B_0041,2023-12-21,-3.6,70.7,2.5,119.8,267.9,4.9,1024.0
B_0042,2023-12-21,-3.8,70.0,1.7,205.9,241.4,0.1,950.0
B_0043,2023-12-21,-6.1,30.0,3.7,154.2,119.9,5.6,996.9
B_0044,2023-12-21,0.2,46.0,1.0,192.6,134.0,1.1,1041.0
B_0045,2023-12-21,-1.9,90.0,3.0,30.1,85.5,6.2,991.0
B_0046,2023-12-21,-10.4,49.4,0.2,217.0,192.7,4.9,1012.7
B_0047,2023-12-21,-4.9,70.9,0.2,132.1,262.7,0.9,1029.4
B_0048,2023-12-21,-2.9,63.0,1.1,126.8,126.7,0.4,1037.5
B_0049,2023-12-21,6.8,44.8,3.2,0.0,209.7,2.5,981.5
B_0050,2023-12-21,-2.7,37.2,3.3,125.0,346.1,1.4,1009.0
B_0051,2023-12-21,-2.8,50.0,7.2,58.8,143.3,0.4,1013.8
B_0052,2023-12-21,-2.1,64.7,6.4,5.2,204.9,2.0,1032.1
B_0053,2023-12-21,-0.8,56.3,3.8,85.7,201.1,1.0,1020.9
B_0054,2023-12-21,-2.5,69.3,0.6,244.6,246.1,1.9,977.9
B_0055,2023-12-21,-7.9,79.8,0.5,126.4,145.6,0.7,1008.2
B_0056,2023-12-21,-9.2,60.3,0.1,19.6,266.4,0.2,988.0
B_0057,2023-12-21,-4.6,73.9,5.6,150.7,159.3,3.9,988.4
B_0058,2023-12-21,-0.1,59.1,0.0,131.7,138.8,2.2,1026.3
B_0059,2023-12-21,-2.7,76.8,1.8,231.9,213.0,0.6,1036.6
B_0060,2023-12-21,-5.0,68.3,5.8,73.6,73.9,3.4,996.1
B_0061,2023-12-21,-8.3,58.2,10.7,231.3,349.5,4.6,1015.3
B_0062,2023-12-21,-15.0,47.7,0.1,222.7,298.6,0.6,1026.9
B_0063,2023-12-21,-2.4,54.9,0.9,233.6,281.0,0.4,1000.2
B_0064,2023-12-21,-4.4,56.6,1.5,129.3,167.1,0.6,1020.4
B_0065,2023-12-21,-8.7,58.8,3.2,288.2,139.9,0.3,995.6
B_0066,2023-12-21,-4.8,40.3,13.8,88.0,136.0,5.3,1045.4
B_0067,2023-12-21,-4.9,73.8,3.4,86.5,250.7,2.1,1021.7
B_0068,2023-12-21,-0.7,62.2,2.0,265.1,225.5,0.3,1045.6
B_0069,2023-12-21,-9.8,54.5,2.4,25.9,186.5,0.2,1050.0
B_0070,2023-12-21,-9.1,52.2,0.3,341.0,0.0,0.3,994.5
B_0071,2023-12-21,-6.7,69.2,5.6,109.0,308.0,0.8,997.4
B_0072,2023-12-21,-9.2,39.2,2.1,221.2,359.1,0.6,1012.9
B_0073,2023-12-21,-5.0,54.2,1.3,319.1,57.3,1.0,1040.0
B_0074,2023-12-21,-14.0,83.9,1.1,269.2,216.8,2.9,996.4
B_0075,2023-12-21,-10.8,66.6,0.8,229.5,44.7,1.1,1018.5
B_0076,2023-12-21,-2.7,86.1,3.2,355.3,262.7,2.9,1028.6
B_0077,2023-12-21,-13.2,85.0,5.4,222.3,185.1,0.1,1050.0
B_0078,2023-12-21,-12.1,77.8,3.5,139.5,292.5,1.3,999.3
B_0079,2023-12-21,-6.5,44.4,2.3,322.4,104.9,5.5,1018.7
B_0080,2023-12-21,-10.7,46.4,0.8,121.8,99.0,5.0,993.8
B_0081,2023-12-21,-1.4,72.4,1.5,218.7,240.0,0.3,1033.1
B_0082,2023-12-21,-5.0,60.7,2.9,117.8,184.7,0.6,999.2
B_0083,2023-12-21,-5.9,45.5,2.9,314.5,380.5,4.3,1032.4
B_0084,2023-12-21,-11.7,58.8,3.7,155.1,272.9,1.3,1011.3
B_0085,2023-12-21,-2.7,63.1,0.5,11.5,165.2,4.8,1028.6
B_0086,2023-12-21,0.0,65.8,2.7,110.6,122.4,0.7,1044.4
B_0087,2023-12-21,-1.3,46.2,7.2,148.9,254.1,1.7,994.7
B_0088,2023-12-21,-6.4,48.7,7.8,317.6,322.7,0.9,1014.3
B_0089,2023-12-21,-6.3,55.7,2.6,274.8,232.4,1.3,1009.4
B_0090,2023-12-21,-11.0,67.7,0.1,317.5,315.5,1.3,981.8
B_0091,2023-12-21,-6.0,54.0,0.8,118.7,145.7,2.4,998.3
B_0092,2023-12-21,-9.5,72.1,13.4,52.8,194.8,7.8,992.4
B_0093,2023-12-21,-8.1,71.0,0.7,47.7,156.5,0.1,1050.0
B_0094,2023-12-21,-4.5,72.3,2.6,94.4,16.3,6.6,1012.2
B_0095,2023-12-21,-6.4,56.5,0.0,313.1,242.2,0.6,1017.5
B_0096,2023-12-21,-12.0,55.8,3.1,321.2,121.9,0.0,1050.0
B_0097,2023-12-21,-6.7,56.3,2.6,302.4,155.6,2.6,994.0
B_0098,2023-12-21,-5.2,75.6,9.0,122.8,194.0,2.2,1041.4
B_0099,2023-12-21,-1.8,67.4,2.4,353.3,341.5,1.2,975.9
B_0100,2023-12-21,-3.4,45.9,0.5,211.0,61.5,1.1,1012.4
B_0001,2023-12-22,-17.1,41.8,0.8,317.4,202.6,0.4,1040.4
B_0002,2023-12-22,-8.1,69.3,1.2,215.9,200.6,4.7,1010.1
B_0003,2023-12-22,-5.4,51.4,4.0,132.1,147.2,5.5,1032.7
B_0004,2023-12-22,0.0,66.3,1.3,137.6,262.2,3.1,1009.4
B_0005,2023-12-22,-5.1,60.2,1.6,52.4,150.8,2.5,1050.0
B_0006,2023-12-22,-1.1,71.3,0.8,53.0,138.9,1.1,1002.4
B_0007,2023-12-22,-10.1,63.8,0.6,261.8,180.9,2.6,1033.2
B_0008,2023-12-22,1.3,68.7,0.9,323.1,187.0,2.8,1007.0
B_0009,2023-12-22,0.7,76.5,1.6,200.0,135.6,0.9,1011.5
B_0010,2023-12-22,-12.4,69.4,8.4,120.9,190.6,2.5,1017.2
B_0011,2023-12-22,-7.8,67.2,6.0,294.9,136.9,2.0,993.9
B_0012,2023-12-22,-0.9,57.0,2.2,146.1,305.3,3.2,990.9
B_0013,2023-12-22,0.6,59.9,1.1,310.6,123.6,0.7,1023.4
B_0014,2023-12-22,-6.5,47.8,2.3,229.3,295.6,0.9,1028.7
B_0015,2023-12-22,-13.9,74.6,0.3,353.3,253.6,0.2,986.5
B_0016,2023-12-22,-5.6,77.9,1.4,193.0,252.3,2.3,1028.9
B_0017,2023-12-22,-14.3,47.8,2.0,110.9,115.0,0.2,1010.2
B_0018,2023-12-22,-5.6,88.0,0.2,349.9,289.8,0.8,1012.1
B_0019,2023-12-22,5.6,79.6,0.7,217.1,128.5,3.0,1000.6
B_0020,2023-12-22,-0.0,40.5,15.1,243.1,223.8,0.8,981.4
B_0021,2023-12-22,-4.4,76.2,0.0,234.0,193.9,2.7,997.3
B_0022,2023-12-22,-2.1,34.1,3.2,117.6,227.4,3.4,1031.7
B_0023,2023-12-22,0.5,62.9,0.5,56.9,421.1,2.6,998.9
B_0024,2023-12-22,-5.1,74.2,2.2,245.4,364.9,2.4,1027.4
B_0025,2023-12-22,-4.8,53.9,8.8,321.0,193.7,4.0,1009.6
B_0026,2023-12-22,-3.5,63.8,1.9,191.5,322.0,2.2,1028.5
B_0027,2023-12-22,-2.3,35.9,1.5,202.1,89.4,1.4,982.9
B_0028,2023-12-22,1.9,67.2,0.2,135.7,203.1,0.2,997.1
B_0029,2023-12-22,-13.2,83.8,8.6,51.0,262.0,4.7,1015.4
B_0030,2023-12-22,-7.1,49.0,2.1,238.0,48.2,0.5,977.0
B_0031,2023-12-22,-8.6,74.1,9.5,109.6,349.3,5.1,999.4
B_0032,2023-12-22,-10.0,66.5,3.8,343.4,153.4,0.2,1011.3
B_0033,2023-12-22,2.4,66.3,1.0,343.0,13.4,0.1,1045.5
B_0034,2023-12-22,-6.5,62.5,1.4,266.7,60.5,1.7,1026.5
B_0035,2023-12-22,-12.0,67.3,1.0,352.4,150.0,1.9,1011.5
B_0036,2023-12-22,-4.5,53.0,1.8,227.8,390.4,1.1,1007.0
B_0037,2023-12-22,-4.6,36.8,3.0,110.2,104.9,2.5,1003.3
B_0038,2023-12-22,-6.8,55.7,1.8,197.7,227.1,3.9,996.5
B_0039,2023-12-22,-6.7,30.0,1.4,216.0,132.0,1.9,1016.9
B_0040,2023-12-22,-10.1,73.6,0.1,352.3,236.6,1.8,1008.9
B_0041,2023-12-22,7.9,60.0,5.1,335.5,10.8,1.4,978.3
B_0042,2023-12-22,-6.2,54.9,0.2,132.7,322.6,0.6,1018.9
B_0043,2023-12-22,-10.0,59.4,8.1,84.5,230.3,2.6,979.0
B_0044,2023-12-22,-5.1,56.3,6.7,261.5,176.0,1.6,1005.3
B_0045,2023-12-22,-2.6,63.7,5.8,304.3,128.8,0.1,1034.7
B_0046,2023-12-22,-5.9,35.1,0.3,287.5,202.8,0.4,1042.8
B_0047,2023-12-22,-1.7,73.7,0.8,164.4,0.0,0.7,985.7
B_0048,2023-12-22,-13.1,49.7,9.7,149.3,97.6,0.4,1025.6
B_0049,2023-12-22,-9.2,39.7,5.5,116.6,19.2,1.1,979.2
B_0050,2023-12-22,-7.2,35.5,3.5,163.1,333.3,1.3,993.2
B_0051,2023-12-22,0.7,40.0,2.4,275.3,151.7,1.7,1010.1
B_0052,2023-12-22,-5.8,77.6,3.3,329.1,279.2,2.2,1003.9
B_0053,2023-12-22,2.3,79.1,1.3,175.8,282.2,0.5,1023.9
B_0054,2023-12-22,-7.8,86.0,0.2,172.9,181.0,1.7,972.1
B_0055,2023-12-22,-7.2,57.3,4.4,99.1,429.6,2.3,1011.3
B_0056,2023-12-22,-8.2,48.3,1.8,336.9,97.2,1.0,1045.5
B_0057,2023-12-22,-5.6,38.1,3.3,97.9,281.9,2.7,1024.2
B_0058,2023-12-22,-6.5,35.4,0.6,235.6,207.5,1.6,1018.5
B_0059,2023-12-22,-10.2,65.6,7.6,86.1,391.5,3.0,1014.6
B_0060,2023-12-22,-15.5,52.5,0.4,242.1,278.8,0.0,1026.0
B_0061,2023-12-22,-4.6,59.1,0.9,208.5,203.9,0.7,982.8
B_0062,2023-12-22,-0.6,62.4,5.3,349.4,236.4,0.8,992.7
B_0063,2023-12-22,-4.6,53.4,4.1,114.2,177.9,1.0,1020.6
B_0064,2023-12-22,-3.7,58.3,3.9,194.9,0.0,1.5,1015.3
B_0065,2023-12-22,-8.3,52.1,3.6,175.1,222.0,4.3,992.7
B_0066,2023-12-22,-3.4,77.6,5.0,133.9,297.1,3.3,1010.0
B_0067,2023-12-22,-4.0,36.5,1.8,307.0,82.0,0.9,990.0
B_0068,2023-12-22,-2.9,72.8,1.1,6.1,197.0,0.7,980.0
B_0069,2023-12-22,-5.1,56.7,1.5,224.3,399.1,0.6,1005.0
B_0070,2023-12-22,-6.8,53.5,0.5,116.6,54.4,0.6,1009.4
B_0071,2023-12-22,-1.7,41.3,5.1,18.5,210.8,1.9,1016.2
B_0072,2023-12-22,-7.4,55.7,3.9,118.2,174.4,1.5,1008.0
B_0073,2023-12-22,1.7,52.8,1.4,209.4,279.6,1.0,976.1
B_0074,2023-12-22,-5.7,77.2,1.1,114.4,183.9,1.9,1010.2
B_0075,2023-12-22,4.8,44.8,0.7,353.9,127.8,0.6,1031.4
B_0076,2023-12-22,-1.3,70.4,2.9,78.3,270.6,0.5,999.9
B_0077,2023-12-22,-6.9,67.4,1.0,167.3,90.5,1.6,1035.5
B_0078,2023-12-22,-3.7,45.6,3.1,188.2,356.6,4.0,999.1
B_0079,2023-12-22,-9.8,69.4,1.2,352.2,23.1,3.0,1033.3
B_0080,2023-12-22,-1.7,49.5,6.1,267.5,31.0,0.2,998.5
B_0081,2023-12-22,-11.1,66.8,0.2,80.3,94.3,0.3,985.8
B_0082,2023-12-22,-1.4,64.6,0.0,8.5,259.2,0.8,1035.2
B_0083,2023-12-22,-2.2,65.5,3.7,319.3,193.3,0.1,1009.2
B_0084,2023-12-22,-2.5,37.6,1.0,332.6,325.3,1.0,1050.0
B_0085,2023-12-22,-10.8,42.3,0.9,277.4,133.6,0.9,1035.5
B_0086,2023-12-22,3.0,74.0,3.3,151.5,353.4,0.7,1006.0
B_0087,2023-12-22,2.3,43.6,8.2,191.8,310.2,0.7,979.1
