building_id,timestamp,building_type,total_floor_area_m2,num_floors,building_age_years,epc_rating,envelope_avg_u_value,window_wall_ratio,outdoor_temperature,outdoor_humidity,solar_radiation,indoor_temperature,indoor_humidity,co2_level,occupancy_ratio,total_energy_consumption_kwh,day_of_week,month,day_of_year
BLD_037,2023-10-24 12:00:00,educational,396.55,2,51,G,1.942,0.267,14.64,71.07,699.01,19.1,45.81,424.15,0.666,37.651,1,10,297
BLD_037,2023-10-25 12:00:00,educational,396.55,2,51,G,1.942,0.267,13.5,64.44,644.95,19.16,49.66,440.67,0.763,41.127,2,10,298
BLD_037,2023-10-26 12:00:00,educational,396.55,2,51,G,1.942,0.267,16.61,62.98,937.86,19.74,47.07,439.13,0.986,30.013,3,10,299
BLD_037,2023-10-27 12:00:00,educational,396.55,2,51,G,1.942,0.267,16.12,66.49,761.79,18.9,45.85,449.86,0.742,29.744,4,10,300
BLD_037,2023-10-28 12:00:00,educational,396.55,2,51,G,1.942,0.267,13.68,63.93,675.68,17.56,43.1,417.84,0.056,39.044,5,10,301
BLD_037,2023-10-29 12:00:00,educational,396.55,2,51,G,1.942,0.267,12.01,73.83,829.11,17.88,47.7,416.24,0.002,48.217,6,10,302
BLD_037,2023-10-30 12:00:00,educational,396.55,2,51,G,1.942,0.267,14.66,72.76,844.75,19.22,37.63,430.23,0.863,36.431,0,10,303
BLD_037,2023-10-31 12:00:00,educational,396.55,2,51,G,1.942,0.267,14.15,70.18,828.95,18.69,43.9,441.77,0.604,39.874,1,10,304
BLD_037,2023-11-01 12:00:00,educational,396.55,2,51,G,1.942,0.267,16.46,62.73,761.63,19.28,37.68,409.37,0.766,29.796,2,11,305
BLD_037,2023-11-02 12:00:00,educational,396.55,2,51,G,1.942,0.267,15.72,72.43,684.14,18.43,50.24,455.41,0.819,35.362,3,11,306
BLD_037,2023-11-03 12:00:00,educational,396.55,2,51,G,1.942,0.267,13.17,66.87,843.1,18.6,43.59,429.47,0.987,43.902,4,11,307
BLD_037,2023-11-04 12:00:00,educational,396.55,2,51,G,1.942,0.267,13.13,66.3,951.3,18.69,50.11,395.07,0.082,40.021,5,11,308
BLD_037,2023-11-05 12:00:00,educational,396.55,2,51,G,1.942,0.267,12.41,74.45,681.27,19.13,37.34,377.32,0.052,45.721,6,11,309
BLD_037,2023-11-06 12:00:00,educational,396.55,2,51,G,1.942,0.267,13.51,65.81,753.85,17.83,48.19,418.25,0.964,41.506,0,11,310
BLD_037,2023-11-07 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.61,65.09,912.21,17.63,47.43,472.68,0.73,52.491,1,11,311
BLD_037,2023-11-08 12:00:00,educational,396.55,2,51,G,1.942,0.267,14.71,72.38,782.11,19.28,45.1,444.53,0.779,37.439,2,11,312
BLD_037,2023-11-09 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.69,70.53,644.66,17.18,44.23,403.89,0.874,53.086,3,11,313
BLD_037,2023-11-10 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.66,74.4,896.2,18.0,48.53,435.92,0.979,46.929,4,11,314
BLD_037,2023-11-11 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.3,68.9,647.71,17.74,46.55,355.36,0.081,46.994,5,11,315
BLD_037,2023-11-12 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.09,74.91,661.0,17.35,48.69,446.48,0.076,47.135,6,11,316
BLD_037,2023-11-13 12:00:00,educational,396.55,2,51,G,1.942,0.267,15.73,63.35,797.02,19.09,53.06,437.38,0.702,33.376,0,11,317
BLD_037,2023-11-14 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.22,79.42,860.85,17.69,41.0,419.98,0.943,55.42,1,11,318
BLD_037,2023-11-15 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.91,71.57,728.65,17.37,43.53,391.02,0.681,49.66,2,11,319
BLD_037,2023-11-16 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.58,75.98,718.03,17.19,49.71,428.98,0.676,55.078,3,11,320
BLD_037,2023-11-17 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.75,86.1,651.09,17.69,38.49,455.88,0.684,54.869,4,11,321
BLD_037,2023-11-18 12:00:00,educational,396.55,2,51,G,1.942,0.267,8.88,71.63,916.99,17.22,51.3,385.36,0.031,56.85,5,11,322
BLD_037,2023-11-19 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.76,84.64,936.61,17.27,48.72,428.18,0.036,50.751,6,11,323
BLD_037,2023-11-20 12:00:00,educational,396.55,2,51,G,1.942,0.267,13.83,75.87,837.64,18.8,39.41,431.58,0.802,37.565,0,11,324
BLD_037,2023-11-21 12:00:00,educational,396.55,2,51,G,1.942,0.267,9.66,76.26,948.91,17.04,54.9,446.88,0.883,57.787,1,11,325
BLD_037,2023-11-22 12:00:00,educational,396.55,2,51,G,1.942,0.267,9.54,82.61,669.93,16.65,52.61,456.77,0.968,49.705,2,11,326
BLD_037,2023-11-23 12:00:00,educational,396.55,2,51,G,1.942,0.267,12.93,68.93,865.46,19.27,50.23,392.34,0.839,45.667,3,11,327
BLD_037,2023-11-24 12:00:00,educational,396.55,2,51,G,1.942,0.267,8.95,75.31,646.12,17.01,44.38,450.46,0.967,65.79,4,11,328
BLD_037,2023-11-25 12:00:00,educational,396.55,2,51,G,1.942,0.267,9.55,83.09,909.15,17.29,51.34,391.87,0.052,51.643,5,11,329
BLD_037,2023-11-26 12:00:00,educational,396.55,2,51,G,1.942,0.267,9.22,78.93,906.05,16.48,48.05,414.89,0.053,59.5,6,11,330
BLD_037,2023-11-27 12:00:00,educational,396.55,2,51,G,1.942,0.267,9.01,74.6,782.12,16.83,51.25,457.2,0.877,58.978,0,11,331
BLD_037,2023-11-28 12:00:00,educational,396.55,2,51,G,1.942,0.267,7.32,83.59,706.83,16.41,56.17,452.91,0.967,65.188,1,11,332
BLD_037,2023-11-29 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.19,71.58,804.0,17.91,44.45,452.7,0.924,53.197,2,11,333
BLD_037,2023-11-30 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.07,77.58,697.3,17.24,45.57,382.73,0.752,53.519,3,11,334
BLD_037,2023-12-01 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.95,74.3,694.16,18.12,40.16,436.15,0.862,51.691,4,12,335
BLD_037,2023-12-02 12:00:00,educational,396.55,2,51,G,1.942,0.267,14.09,73.53,914.33,18.21,49.34,435.96,0.008,38.152,5,12,336
BLD_037,2023-12-03 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.76,63.12,911.31,17.17,42.92,412.07,0.0,46.099,6,12,337
BLD_037,2023-12-04 12:00:00,educational,396.55,2,51,G,1.942,0.267,8.24,76.28,689.98,16.82,57.0,410.21,0.618,62.065,0,12,338
BLD_037,2023-12-05 12:00:00,educational,396.55,2,51,G,1.942,0.267,12.63,76.67,784.71,17.59,45.2,444.73,0.637,45.468,1,12,339
BLD_037,2023-12-06 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.74,73.34,909.84,17.96,47.74,377.76,0.639,46.241,2,12,340
BLD_037,2023-12-07 12:00:00,educational,396.55,2,51,G,1.942,0.267,8.64,78.03,675.52,17.51,40.49,400.08,0.648,70.455,3,12,341
BLD_037,2023-12-08 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.41,76.28,714.12,17.74,48.9,418.29,0.801,50.151,4,12,342
BLD_037,2023-12-09 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.44,69.8,875.09,16.81,46.96,441.08,0.054,51.46,5,12,343
BLD_037,2023-12-10 12:00:00,educational,396.55,2,51,G,1.942,0.267,8.55,81.96,750.34,16.48,54.15,379.48,0.009,61.21,6,12,344
BLD_037,2023-12-11 12:00:00,educational,396.55,2,51,G,1.942,0.267,7.62,88.37,885.85,16.63,45.97,458.16,0.903,63.734,0,12,345
BLD_037,2023-12-12 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.89,77.93,725.55,17.55,44.1,415.1,0.73,52.241,1,12,346
BLD_037,2023-12-13 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.07,74.8,775.34,17.85,34.98,430.97,0.745,56.92,2,12,347
BLD_037,2023-12-14 12:00:00,educational,396.55,2,51,G,1.942,0.267,12.3,77.36,735.69,18.62,45.95,417.46,0.71,46.218,3,12,348
BLD_037,2023-12-15 12:00:00,educational,396.55,2,51,G,1.942,0.267,7.45,81.08,918.62,17.39,44.5,420.39,0.788,68.28,4,12,349
BLD_037,2023-12-16 12:00:00,educational,396.55,2,51,G,1.942,0.267,9.88,85.06,677.09,17.23,48.18,401.9,0.023,53.065,5,12,350
BLD_037,2023-12-17 12:00:00,educational,396.55,2,51,G,1.942,0.267,7.61,78.94,851.17,16.96,48.33,420.86,0.027,66.804,6,12,351
BLD_037,2023-12-18 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.78,75.38,812.35,18.13,33.06,449.88,0.711,50.048,0,12,352
BLD_037,2023-12-19 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.31,74.29,646.62,18.29,43.05,449.04,0.648,54.138,1,12,353
BLD_037,2023-12-20 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.57,67.89,683.26,17.13,46.58,410.4,0.645,51.626,2,12,354
BLD_037,2023-12-21 12:00:00,educational,396.55,2,51,G,1.942,0.267,13.34,73.72,678.86,18.95,46.91,470.82,0.876,43.172,3,12,355
BLD_037,2023-12-22 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.42,73.59,808.41,17.77,44.5,444.94,0.641,51.444,4,12,356
BLD_037,2023-12-23 12:00:00,educational,396.55,2,51,G,1.942,0.267,9.89,69.37,732.07,17.03,43.94,396.83,0.02,55.423,5,12,357
BLD_037,2023-12-24 12:00:00,educational,396.55,2,51,G,1.942,0.267,10.16,83.97,879.49,16.97,38.58,427.21,0.038,53.6,6,12,358
BLD_037,2023-12-25 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.95,66.97,906.9,18.2,49.15,401.28,0.805,49.725,0,12,359
BLD_037,2023-12-26 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.46,79.3,928.6,18.69,48.26,410.63,0.859,48.38,1,12,360
BLD_037,2023-12-27 12:00:00,educational,396.55,2,51,G,1.942,0.267,11.55,86.64,708.47,17.73,55.13,452.09,0.661,51.059,2,12,361
BLD_037,2023-12-28 12:00:00,educational,396.55,2,51,G,1.942,0.267,7.67,82.64,683.38,16.3,45.09,402.59,0.754,67.834,3,12,362
BLD_037,2023-12-29 12:00:00,educational,396.55,2,51,G,1.942,0.267,9.59,77.72,915.4,17.05,45.49,452.48,0.824,58.143,4,12,363
BLD_037,2023-12-30 12:00:00,educational,396.55,2,51,G,1.942,0.267,7.02,78.19,943.2,15.32,40.25,391.26,0.001,68.834,5,12,364
BLD_037,2023-12-31 12:00:00,educational,396.55,2,51,G,1.942,0.267,7.44,77.0,878.56,16.28,49.85,415.86,0.023,62.688,6,12,365
BLD_038,2023-01-01 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.79,76.2,670.63,17.54,38.91,360.93,0.227,128.125,6,1,1
BLD_038,2023-01-02 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,8.27,80.85,767.23,16.37,45.46,423.36,0.853,167.274,0,1,2
BLD_038,2023-01-03 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,7.84,79.02,667.58,16.17,47.45,419.26,0.838,136.449,1,1,3
BLD_038,2023-01-04 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,13.01,75.73,660.47,18.67,52.9,430.23,0.762,127.535,2,1,4
BLD_038,2023-01-05 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.65,73.41,717.99,17.45,43.81,422.52,0.805,142.651,3,1,5
BLD_038,2023-01-06 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.24,78.28,743.39,17.35,52.48,433.77,0.807,149.32,4,1,6
BLD_038,2023-01-07 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,9.83,73.78,875.54,17.22,43.64,423.25,0.39,136.388,5,1,7
BLD_038,2023-01-08 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,13.32,59.53,859.96,17.81,48.84,420.11,0.283,112.034,6,1,8
BLD_038,2023-01-09 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,9.63,73.95,661.87,17.6,42.01,407.82,0.759,142.627,0,1,9
BLD_038,2023-01-10 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,15.57,70.13,717.52,19.09,45.91,414.77,0.79,114.301,1,1,10
BLD_038,2023-01-11 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,7.38,78.55,802.3,15.04,49.07,440.6,0.769,157.069,2,1,11
BLD_038,2023-01-12 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,13.78,68.06,843.32,18.78,41.71,445.17,0.956,136.404,3,1,12
BLD_038,2023-01-13 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.12,74.8,733.13,17.14,41.26,432.0,0.952,144.979,4,1,13
BLD_038,2023-01-14 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.96,81.55,690.88,18.22,52.14,361.82,0.221,128.011,5,1,14
BLD_038,2023-01-15 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.15,85.6,735.5,17.04,54.49,413.5,0.331,122.617,6,1,15
BLD_038,2023-01-16 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,13.3,75.32,740.07,17.62,51.44,444.89,0.925,146.464,0,1,16
BLD_038,2023-01-17 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.52,74.37,716.66,17.44,43.12,426.27,0.962,139.892,1,1,17
BLD_038,2023-01-18 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,7.27,87.99,651.33,16.24,35.62,479.46,0.965,156.241,2,1,18
BLD_038,2023-01-19 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,12.23,62.78,926.23,18.18,38.71,433.17,0.878,128.049,3,1,19
BLD_038,2023-01-20 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,11.28,88.11,695.89,17.2,37.73,471.59,0.81,135.718,4,1,20
BLD_038,2023-01-21 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.53,68.75,876.06,17.95,50.2,407.02,0.318,122.087,5,1,21
BLD_038,2023-01-22 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,8.88,83.02,640.03,17.48,52.88,376.19,0.361,141.259,6,1,22
BLD_038,2023-01-23 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,9.26,79.8,837.75,16.29,51.01,422.2,0.738,147.541,0,1,23
BLD_038,2023-01-24 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,13.24,72.94,910.31,18.03,47.22,424.76,0.915,125.725,1,1,24
BLD_038,2023-01-25 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,11.23,72.92,704.68,17.99,43.75,416.38,0.93,135.145,2,1,25
BLD_038,2023-01-26 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,12.4,73.4,701.77,18.51,44.22,404.27,0.894,132.149,3,1,26
BLD_038,2023-01-27 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.87,80.44,759.83,17.31,41.62,475.99,0.85,139.663,4,1,27
BLD_038,2023-01-28 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,11.36,75.56,672.97,17.53,43.53,398.12,0.333,134.073,5,1,28
BLD_038,2023-01-29 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,11.54,77.37,917.63,17.77,45.33,419.0,0.332,127.17,6,1,29
BLD_038,2023-01-30 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,11.57,71.88,728.07,17.97,53.76,456.69,0.819,146.035,0,1,30
BLD_038,2023-01-31 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,12.77,70.21,829.44,18.97,42.32,455.95,0.875,140.231,1,1,31
BLD_038,2023-02-01 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,15.23,65.88,877.28,17.91,39.3,441.0,0.934,123.065,2,2,32
BLD_038,2023-02-02 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,10.69,69.6,691.88,17.04,44.84,434.61,0.995,158.08,3,2,33
BLD_038,2023-02-03 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.62,64.42,675.95,18.98,51.02,436.1,0.984,133.004,4,2,34
BLD_038,2023-02-04 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,16.71,65.08,675.74,18.54,48.28,403.15,0.239,104.747,5,2,35
BLD_038,2023-02-05 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.58,75.28,750.02,19.24,46.67,392.83,0.31,111.276,6,2,36
BLD_038,2023-02-06 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,16.88,72.61,908.98,19.53,46.16,431.92,0.821,131.674,0,2,37
BLD_038,2023-02-07 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.72,66.26,859.47,18.47,42.91,430.46,0.898,131.973,1,2,38
BLD_038,2023-02-08 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.85,73.45,912.27,18.59,41.27,436.17,0.745,112.605,2,2,39
BLD_038,2023-02-09 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,11.21,65.49,916.81,17.39,54.27,417.49,0.755,141.186,3,2,40
BLD_038,2023-02-10 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,13.61,79.4,696.1,18.31,50.18,444.55,0.754,125.509,4,2,41
BLD_038,2023-02-11 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,15.96,69.26,706.6,19.39,50.25,373.77,0.292,112.78,5,2,42
BLD_038,2023-02-12 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,15.9,67.15,749.78,18.83,43.31,375.65,0.207,107.676,6,2,43
BLD_038,2023-02-13 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,12.82,67.7,668.66,17.3,41.02,427.08,0.981,144.015,0,2,44
BLD_038,2023-02-14 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,13.03,70.68,708.31,17.81,38.0,468.19,0.82,131.763,1,2,45
BLD_038,2023-02-15 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,16.0,80.53,942.46,19.04,48.44,460.6,0.926,118.762,2,2,46
BLD_038,2023-02-16 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,15.56,64.9,709.65,18.75,54.67,427.57,0.707,120.837,3,2,47
BLD_038,2023-02-17 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.12,74.82,769.15,19.46,42.68,465.8,0.868,135.531,4,2,48
BLD_038,2023-02-18 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.8,79.32,879.13,18.17,42.05,375.6,0.237,113.812,5,2,49
BLD_038,2023-02-19 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,16.1,69.43,817.81,20.08,48.42,464.27,0.212,100.368,6,2,50
BLD_038,2023-02-20 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,19.48,59.03,766.71,20.73,39.84,424.91,0.871,104.818,0,2,51
BLD_038,2023-02-21 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,11.09,82.04,829.61,18.02,45.94,430.32,0.741,146.914,1,2,52
BLD_038,2023-02-22 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.25,60.24,672.29,19.81,42.6,457.45,0.778,113.43,2,2,53
BLD_038,2023-02-23 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,16.68,70.64,955.91,19.84,38.67,413.19,0.747,110.398,3,2,54
BLD_038,2023-02-24 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,16.21,73.81,920.61,18.2,48.4,443.71,0.838,107.69,4,2,55
BLD_038,2023-02-25 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,17.73,60.76,926.43,20.61,46.89,395.0,0.203,90.427,5,2,56
BLD_038,2023-02-26 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,21.05,66.08,764.1,21.52,47.37,424.79,0.339,81.793,6,2,57
BLD_038,2023-02-27 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.69,72.33,805.59,18.55,38.9,444.21,0.768,124.551,0,2,58
BLD_038,2023-02-28 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,19.25,64.35,920.28,20.43,50.33,420.46,0.786,103.101,1,2,59
BLD_038,2023-03-01 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,22.69,48.06,756.04,21.86,41.55,419.15,0.836,113.895,2,3,60
BLD_038,2023-03-02 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.43,79.78,922.51,18.39,45.98,443.85,0.876,129.708,3,3,61
BLD_038,2023-03-03 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.16,72.41,764.96,18.98,42.9,397.82,0.845,130.445,4,3,62
BLD_038,2023-03-04 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,14.76,63.8,694.19,19.16,50.4,403.53,0.333,126.105,5,3,63
BLD_038,2023-03-05 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,13.14,70.24,830.17,17.59,49.91,418.37,0.209,107.658,6,3,64
BLD_038,2023-03-06 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.28,64.82,724.85,20.06,38.52,419.44,0.73,108.759,0,3,65
BLD_038,2023-03-07 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.22,64.16,931.71,19.98,43.29,446.22,0.816,110.411,1,3,66
BLD_038,2023-03-08 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.09,67.82,935.26,20.37,35.92,465.75,0.858,115.894,2,3,67
BLD_038,2023-03-09 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,17.93,61.7,667.59,20.16,41.97,435.73,0.918,112.984,3,3,68
BLD_038,2023-03-10 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,15.15,74.52,916.24,18.7,43.37,412.48,0.775,115.045,4,3,69
BLD_038,2023-03-11 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,20.26,61.6,715.09,20.33,48.45,396.58,0.32,87.162,5,3,70
BLD_038,2023-03-12 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,20.46,72.28,642.24,21.44,51.13,393.98,0.295,86.428,6,3,71
BLD_038,2023-03-13 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,19.06,64.78,665.55,20.05,46.1,447.02,0.881,109.889,0,3,72
BLD_038,2023-03-14 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.3,63.88,837.95,20.28,45.75,475.97,0.816,112.619,1,3,73
BLD_038,2023-03-15 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,16.5,61.64,954.19,20.05,43.32,415.07,0.792,112.317,2,3,74
BLD_038,2023-03-16 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.15,65.55,647.68,18.9,48.49,443.82,0.973,124.432,3,3,75
BLD_038,2023-03-17 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,19.01,61.84,823.25,20.6,41.59,448.15,0.825,107.423,4,3,76
BLD_038,2023-03-18 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,20.95,63.4,885.12,21.81,49.08,414.22,0.37,85.7,5,3,77
BLD_038,2023-03-19 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,19.12,60.7,751.94,21.17,41.97,361.02,0.318,100.582,6,3,78
BLD_038,2023-03-20 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,20.28,61.01,812.62,19.99,44.5,457.55,0.95,101.931,0,3,79
BLD_038,2023-03-21 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,22.4,56.85,698.49,21.82,46.21,469.93,0.789,109.144,1,3,80
BLD_038,2023-03-22 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,21.73,57.52,907.07,20.79,50.79,444.24,0.796,98.207,2,3,81
BLD_038,2023-03-23 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,19.32,68.77,839.2,20.23,51.05,458.3,0.961,112.069,3,3,82
BLD_038,2023-03-24 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,19.89,68.52,729.21,20.12,42.79,423.9,0.85,100.835,4,3,83
BLD_038,2023-03-25 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,24.77,58.46,697.02,21.37,40.14,449.06,0.221,98.264,5,3,84
BLD_038,2023-03-26 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.6,62.87,744.14,19.92,47.26,399.87,0.311,99.941,6,3,85
BLD_038,2023-03-27 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,21.18,62.51,662.24,21.06,48.38,438.97,0.776,88.346,0,3,86
BLD_038,2023-03-28 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,20.13,60.11,728.53,20.11,39.95,425.74,0.778,104.483,1,3,87
BLD_038,2023-03-29 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,20.02,66.32,714.27,20.97,49.81,426.27,0.812,107.877,2,3,88
BLD_038,2023-03-30 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,23.31,59.52,803.24,21.72,38.61,438.63,0.83,111.361,3,3,89
BLD_038,2023-03-31 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.53,67.63,678.53,20.25,48.58,381.64,0.918,119.599,4,3,90
BLD_038,2023-04-01 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,18.42,63.3,700.7,19.81,47.53,394.44,0.303,96.526,5,4,91
BLD_038,2023-04-02 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,21.49,61.05,706.6,21.01,46.01,445.17,0.288,97.997,6,4,92
BLD_038,2023-04-03 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,19.97,65.06,743.56,20.63,43.95,416.82,0.832,98.007,0,4,93
BLD_038,2023-04-04 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,23.8,59.16,864.79,21.96,44.06,434.86,0.893,109.855,1,4,94
BLD_038,2023-04-05 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,24.03,54.96,856.41,21.8,48.85,401.72,0.866,111.06,2,4,95
BLD_038,2023-04-06 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,23.72,60.6,876.18,22.13,44.38,418.77,0.989,104.466,3,4,96
BLD_038,2023-04-07 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,25.3,55.23,663.34,22.98,50.64,395.55,0.834,112.753,4,4,97
BLD_038,2023-04-08 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,25.64,48.46,860.75,21.89,43.93,438.28,0.326,105.965,5,4,98
BLD_038,2023-04-09 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,23.06,67.02,691.66,22.34,34.82,451.81,0.213,92.497,6,4,99
BLD_038,2023-04-10 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,20.06,58.96,953.3,20.78,39.6,418.32,0.843,99.88,0,4,100
BLD_038,2023-04-11 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,22.22,65.21,712.3,21.83,39.65,442.68,0.846,98.127,1,4,101
BLD_038,2023-04-12 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,23.92,53.7,748.12,22.33,43.01,438.49,0.976,110.215,2,4,102
BLD_038,2023-04-13 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,22.23,63.46,640.4,21.21,52.08,450.02,0.753,100.203,3,4,103
BLD_038,2023-04-14 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,23.49,53.89,898.95,22.46,47.2,461.57,0.888,109.691,4,4,104
BLD_038,2023-04-15 12:00:00,industrial,2472.07,4,85,G,3.523,0.594,22.82,61.77,659.95,21.58,36.35,396.55,0.39,100.605,5,4,105
