node_id,x_mm,y_mm,z_mm,T_C,Ux_um,Uy_um,Uz_um,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_yz_MPa,sigma_xz_MPa,epsilon_xx,epsilon_yy,epsilon_zz,epsilon_xy,epsilon_yz,epsilon_xz
4485,10.955,6.88,0.276,425.35,45.743,28.73,1.151,-56.151,-79.195,-24.584,-0.35,-0.663,-0.13,0.0040015,0.00384982,0.00420927,-4.61e-06,-8.72e-06,-1.72e-06
4486,10.955,6.88,0.308,400.48,42.902,26.945,1.206,-53.121,-75.674,-23.868,0.145,-0.515,2.743,0.00375322,0.00360478,0.00394576,1.91e-06,-6.78e-06,3.611e-05
4487,10.955,6.88,0.34,367.33,39.114,24.566,1.215,-52.432,-65.323,-17.144,0.16,0.175,1.39,0.00339026,0.00330541,0.00362253,2.11e-06,2.3e-06,1.83e-05
4488,10.955,6.88,0.373,325.89,34.379,21.592,1.17,-44.604,-58.927,-18.719,0.279,0.655,-0.06,0.0029941,0.00289983,0.00316447,3.67e-06,8.63e-06,-7.8e-07
4489,10.955,7.39,0.016,298.35,31.232,21.069,0.046,-43.652,-57.629,-21.607,-0.349,1.208,1.148,0.00271388,0.00262188,0.00285898,-4.6e-06,1.59e-05,1.511e-05
4490,10.955,7.39,0.049,336.0,35.534,23.971,0.158,-49.231,-62.854,-20.497,0.052,0.897,-0.611,0.00308167,0.002992,0.0032708,6.9e-07,1.181e-05,-8.05e-06
4491,10.955,7.39,0.081,366.11,38.975,26.292,0.288,-51.78,-64.608,-23.657,0.166,0.627,0.24,0.00338814,0.00330371,0.00357325,2.19e-06,8.25e-06,3.16e-06
4492,10.955,7.39,0.113,388.7,41.556,28.033,0.43,-50.608,-69.399,-23.248,-0.045,0.976,0.229,0.00363538,0.0035117,0.00381546,-5.9e-07,1.285e-05,3.01e-06
4493,10.955,7.39,0.146,403.76,43.277,29.194,0.576,-53.287,-77.288,-25.017,-0.343,0.788,-1.083,0.00378989,0.00363191,0.00397596,-4.51e-06,1.037e-05,-1.426e-05
4494,10.955,7.39,0.178,411.29,44.137,29.774,0.718,-63.458,-79.43,-25.334,0.482,-0.113,-2.784,0.00381691,0.00371178,0.00406784,6.34e-06,-1.49e-06,-3.665e-05
4495,10.955,7.39,0.211,411.29,44.137,29.774,0.849,-53.404,-79.705,-23.192,0.327,0.08,1.511,0.00386851,0.0036954,0.00406737,4.31e-06,1.05e-06,1.989e-05
4496,10.955,7.39,0.243,403.76,43.277,29.194,0.96,-62.092,-78.087,-25.301,-0.186,0.394,-0.672,0.00374402,0.00363874,0.00398618,-2.45e-06,5.19e-06,-8.85e-06
4497,10.955,7.39,0.276,388.7,41.556,28.033,1.045,-55.925,-73.874,-21.037,0.311,-0.705,0.131,0.00360965,0.0034915,0.00383928,4.09e-06,-9.28e-06,1.73e-06
4498,10.955,7.39,0.308,366.11,38.975,26.292,1.096,-51.813,-71.102,-19.751,0.292,-0.051,-0.087,0.00339113,0.00326417,0.00360216,3.85e-06,-6.6e-07,-1.14e-06
4499,10.955,7.39,0.34,336.0,35.534,23.971,1.104,-52.296,-65.93,-18.312,0.23,-0.807,-1.404,0.00306633,0.00297659,0.00329001,3.03e-06,-1.063e-05,-1.848e-05
4500,10.955,7.39,0.373,298.35,31.232,21.069,1.063,-44.441,-65.416,-17.491,-0.148,-0.295,-1.265,0.00271414,0.00257608,0.00289152,-1.95e-06,-3.88e-06,-1.666e-05
4501,10.955,7.9,0.016,267.44,27.701,19.975,0.041,-37.858,-50.326,-16.921,0.065,-2.594,-0.03,0.00240789,0.00232583,0.0025457,8.6e-07,-3.415e-05,-3.9e-07
4502,10.955,7.9,0.049,300.83,31.516,22.726,0.14,-35.714,-59.46,-19.164,-0.18,-1.304,0.504,0.00278155,0.00262525,0.00289048,-2.37e-06,-1.716e-05,6.64e-06
4503,10.955,7.9,0.081,327.54,34.568,24.927,0.256,-45.863,-61.815,-17.472,0.366,0.158,-0.945,0.00300657,0.00290157,0.00319344,4.82e-06,2.08e-06,-1.244e-05
4504,10.955,7.9,0.113,347.57,36.857,26.578,0.382,-47.128,-61.386,-19.683,-0.143,0.631,0.201,0.00321092,0.00311708,0.00339157,-1.88e-06,8.31e-06,2.65e-06
4505,10.955,7.9,0.146,360.93,38.383,27.678,0.511,-51.517,-66.781,-21.316,-0.033,0.006,0.127,0.00333529,0.00323482,0.00353408,-4.3e-07,8e-08,1.68e-06
4506,10.955,7.9,0.178,367.61,39.146,28.228,0.637,-50.153,-72.689,-20.667,0.249,1.239,3.942,0.00341868,0.00327035,0.00361276,3.28e-06,1.632e-05,5.189e-05
4507,10.955,7.9,0.211,367.61,39.146,28.228,0.753,-45.539,-64.207,-19.351,-0.008,2.089,2.599,0.00343144,0.00330857,0.00360381,-1.1e-07,2.75e-05,3.421e-05
4508,10.955,7.9,0.243,360.93,38.383,27.678,0.852,-48.544,-63.085,-19.815,-0.041,-2.673,1.327,0.00334488,0.00324917,0.00353397,-5.4e-07,-3.519e-05,1.747e-05
4509,10.955,7.9,0.276,347.57,36.857,26.578,0.927,-45.544,-65.25,-17.36,-0.055,-1.033,-2.418,0.0032213,0.0030916,0.00340681,-7.3e-07,-1.36e-05,-3.184e-05
4510,10.955,7.9,0.308,327.54,34.568,24.927,0.972,-44.638,-56.476,-17.7,0.113,-1.026,0.036,0.00300689,0.00292897,0.00318419,1.49e-06,-1.35e-05,4.8e-07
4511,10.955,7.9,0.34,300.83,31.516,22.726,0.979,-44.987,-48.864,-16.271,0.025,-3.309,1.222,0.00271536,0.00268984,0.00290437,3.3e-07,-4.356e-05,1.609e-05
4512,10.955,7.9,0.373,267.44,27.701,19.975,0.943,-37.021,-52.484,-10.823,-0.182,0.487,-0.182,0.00240756,0.00230579,0.00258,-2.39e-06,6.41e-06,-2.39e-06
4513,10.955,8.409,0.016,234.92,23.986,18.412,0.035,-33.801,-46.491,-15.134,0.043,-0.52,-0.665,0.00208365,0.00200012,0.00220651,5.7e-07,-6.85e-06,-8.75e-06
4514,10.955,8.409,0.049,263.84,27.289,20.948,0.121,-34.087,-47.803,-16.86,-0.023,0.554,-0.5,0.00238738,0.0022971,0.00250077,-3e-07,7.29e-06,-6.59e-06
4515,10.955,8.409,0.081,286.97,29.932,22.977,0.221,-37.177,-57.291,-21.104,0.004,-0.238,0.428,0.00262884,0.00249645,0.00273464,5e-08,-3.14e-06,5.63e-06
4516,10.955,8.409,0.113,304.31,31.914,24.498,0.331,-39.71,-53.625,-20.136,-0.061,-2.325,2.95,0.00279054,0.00269895,0.00291937,-8e-07,-3.061e-05,3.884e-05
4517,10.955,8.409,0.146,315.88,33.235,25.512,0.443,-42.551,-58.433,-19.877,0.153,-2.902,0.082,0.00290149,0.00279696,0.00305073,2.01e-06,-3.82e-05,1.07e-06
4518,10.955,8.409,0.178,321.66,33.896,26.02,0.552,-48.559,-56.98,-18.479,-0.11,-0.877,1.081,0.00292612,0.00287069,0.00312411,-1.45e-06,-1.154e-05,1.423e-05
4519,10.955,8.409,0.211,321.66,33.896,26.02,0.652,-42.848,-58.404,-19.436,-0.086,2.022,0.903,0.00295964,0.00285725,0.00311374,-1.14e-06,2.662e-05,1.188e-05
4520,10.955,8.409,0.243,315.88,33.235,25.512,0.738,-45.502,-66.946,-15.299,-0.121,-0.421,0.688,0.00289049,0.00274934,0.00308928,-1.59e-06,-5.55e-06,9.06e-06
4521,10.955,8.409,0.276,304.31,31.914,24.498,0.803,-39.377,-55.866,-15.27,0.01,-0.198,2.139,0.00278912,0.00268059,0.00294779,1.3e-07,-2.6e-06,2.816e-05
4522,10.955,8.409,0.308,286.97,29.932,22.977,0.841,-35.53,-43.583,-17.487,-0.135,-1.065,1.027,0.0026165,0.0025635,0.00273526,-1.78e-06,-1.403e-05,1.352e-05
4523,10.955,8.409,0.34,263.84,27.289,20.948,0.848,-29.842,-51.162,-18.798,0.0,3.228,0.323,0.00241661,0.00227628,0.0024893,0.0,4.25e-05,4.25e-06
4524,10.955,8.409,0.373,234.92,23.986,18.412,0.816,-33.488,-38.165,-13.033,-0.152,0.208,0.806,0.00207258,0.0020418,0.00220721,-2.01e-06,2.74e-06,1.061e-05
4525,10.955,8.919,0.016,202.46,20.276,16.508,0.03,-34.84,-38.673,-7.338,-0.0,-0.218,-0.392,0.0017204,0.00169517,0.00190142,-0.0,-2.87e-06,-5.15e-06
4526,10.955,8.919,0.049,226.9,23.069,18.782,0.102,-35.263,-39.186,-12.293,0.0,-0.042,-1.878,0.00197973,0.00195392,0.00213092,0.0,-5.5e-07,-2.472e-05
4527,10.955,8.919,0.081,246.45,25.303,20.601,0.187,-27.475,-46.281,-13.583,0.0,0.091,-0.0,0.00223566,0.00211188,0.0023271,0.0,1.19e-06,-0.0
4528,10.955,8.919,0.113,261.12,26.979,21.965,0.279,-32.826,-45.819,-14.528,-0.0,2.105,-0.898,0.00236052,0.002275,0.00248096,-0.0,2.772e-05,-1.182e-05
4529,10.955,8.919,0.146,270.9,28.096,22.874,0.374,-33.51,-45.817,-19.474,-0.0,2.395,-2.893,0.00246486,0.00238386,0.00255725,-0.0,3.153e-05,-3.809e-05
4530,10.955,8.919,0.178,275.78,28.654,23.329,0.466,-40.95,-48.635,-16.782,-0.0,1.204,-0.431,0.00247612,0.00242555,0.0026352,-0.0,1.585e-05,-5.68e-06
4531,10.955,8.919,0.211,275.78,28.654,23.329,0.551,-35.704,-50.884,-14.785,-0.0,1.181,-0.852,0.00250455,0.00240464,0.00264224,-0.0,1.554e-05,-1.121e-05
4532,10.955,8.919,0.243,270.9,28.096,22.874,0.624,-33.612,-49.251,-13.646,-0.0,0.54,0.67,0.0024614,0.00235846,0.00259281,-0.0,7.1e-06,8.82e-06
4533,10.955,8.919,0.276,261.12,26.979,21.965,0.679,-32.418,-44.883,-17.006,-0.0,-0.756,-1.593,0.00236459,0.00228255,0.00246604,-0.0,-9.95e-06,-2.097e-05
4534,10.955,8.919,0.308,246.45,25.303,20.601,0.711,-36.883,-45.798,-14.947,0.0,1.29,-0.614,0.00218631,0.00212763,0.00233069,0.0,1.698e-05,-8.09e-06
4535,10.955,8.919,0.34,226.9,23.069,18.782,0.717,-24.016,-40.672,-13.021,0.0,0.61,-2.229,0.00204272,0.00193309,0.00211509,0.0,8.03e-06,-2.934e-05
4536,10.955,8.919,0.373,202.46,20.276,16.508,0.69,-27.85,-43.301,-12.37,-0.0,-0.322,-0.209,0.00176967,0.00166797,0.00187156,-0.0,-4.24e-06,-2.76e-06
4537,10.955,9.429,0.016,171.46,16.734,14.403,0.025,-21.107,-33.255,-9.081,0.0,-1.769,0.881,0.00146617,0.00138622,0.00154533,0.0,-2.328e-05,1.16e-05
4538,10.955,9.429,0.049,191.63,19.039,16.386,0.085,-22.036,-34.654,-8.979,0.0,1.515,2.161,0.00167316,0.00159012,0.00175911,0.0,1.994e-05,2.845e-05
4539,10.955,9.429,0.081,207.77,20.883,17.973,0.154,-32.144,-34.473,-13.763,0.0,-0.388,0.877,0.00179292,0.0017776,0.00191391,0.0,-5.1e-06,1.154e-05
4540,10.955,9.429,0.113,219.87,22.266,19.163,0.231,-24.127,-43.859,-13.002,0.0,-1.713,2.447,0.00197267,0.00184279,0.00204589,0.0,-2.255e-05,3.221e-05
4541,10.955,9.429,0.146,227.94,23.187,19.957,0.309,-30.556,-39.35,-14.638,-0.0,0.144,-0.654,0.00201885,0.00196097,0.00212362,-0.0,1.89e-06,-8.61e-06
4542,10.955,9.429,0.178,231.97,23.648,20.354,0.385,-31.977,-45.9,-13.131,-0.0,-1.05,0.051,0.00205948,0.00196784,0.00218352,-0.0,-1.383e-05,6.7e-07
4543,10.955,9.429,0.211,231.97,23.648,20.354,0.455,-38.365,-41.242,-14.142,0.0,0.059,-1.945,0.00202078,0.00200184,0.00218022,0.0,7.8e-07,-2.56e-05
4544,10.955,9.429,0.243,227.94,23.187,19.957,0.515,-23.59,-38.483,-10.434,-0.0,1.013,1.969,0.00204999,0.00195197,0.00213659,-0.0,1.334e-05,2.592e-05
4545,10.955,9.429,0.276,219.87,22.266,19.163,0.56,-33.627,-46.023,-11.751,-0.0,-1.179,-0.904,0.00192286,0.00184128,0.00206685,-0.0,-1.552e-05,-1.19e-05
4546,10.955,9.429,0.308,207.77,20.883,17.973,0.587,-21.73,-39.218,-15.991,-0.0,-1.964,-0.81,0.00185726,0.00174216,0.00189504,-0.0,-2.585e-05,-1.066e-05
4547,10.955,9.429,0.34,191.63,19.039,16.386,0.592,-21.028,-33.822,-9.097,0.0,2.541,0.649,0.0016777,0.00159349,0.00175622,0.0,3.345e-05,8.55e-06
4548,10.955,9.429,0.373,171.46,16.734,14.403,0.569,-17.987,-22.225,-8.08,-0.0,0.19,-0.537,0.00146819,0.0014403,0.0015334,-0.0,2.5e-06,-7.07e-06
4549,10.955,9.938,0.016,143.01,13.483,12.232,0.02,-16.049,-25.297,-8.186,-0.0,1.196,0.742,0.00118571,0.00112484,0.00123746,-0.0,1.574e-05,9.77e-06
4550,10.955,9.938,0.049,159.26,15.34,13.917,0.068,-17.975,-22.854,-9.804,-0.0,-0.187,0.496,0.0013439,0.00131178,0.00139768,-0.0,-2.46e-06,6.53e-06
4551,10.955,9.938,0.081,172.26,16.826,15.264,0.124,-23.093,-32.259,-9.461,-0.0,2.141,0.519,0.00146315,0.00140283,0.00155288,-0.0,2.819e-05,6.83e-06
4552,10.955,9.938,0.113,182.01,17.94,16.275,0.186,-19.014,-37.618,-13.477,-0.0,-1.432,-0.108,0.00159818,0.00147573,0.00163463,-0.0,-1.885e-05,-1.42e-06
4553,10.955,9.938,0.146,188.52,18.683,16.949,0.249,-21.463,-39.484,-7.192,-0.0,4.676,-0.081,0.00164746,0.00152885,0.00174139,-0.0,6.155e-05,-1.06e-06
4554,10.955,9.938,0.178,191.77,19.054,17.286,0.31,-19.915,-42.627,-8.18,0.0,-0.41,-0.032,0.00169471,0.00154522,0.00177195,0.0,-5.39e-06,-4.2e-07
4555,10.955,9.938,0.211,191.77,19.054,17.286,0.366,-27.493,-35.898,-10.645,-0.0,-1.607,-0.111,0.00164889,0.00159356,0.00175978,-0.0,-2.116e-05,-1.46e-06
4556,10.955,9.938,0.243,188.52,18.683,16.949,0.415,-21.206,-31.865,-12.605,0.0,-2.248,-3.215,0.00164614,0.00157599,0.00170276,0.0,-2.96e-05,-4.232e-05
4557,10.955,9.938,0.276,182.01,17.94,16.275,0.451,-27.702,-39.652,-10.635,0.0,-0.038,-0.85,0.00155063,0.00147197,0.00166296,0.0,-5e-07,-1.119e-05
4558,10.955,9.938,0.308,172.26,16.826,15.264,0.473,-26.151,-31.965,-10.482,0.0,0.366,0.967,0.00144765,0.00140939,0.00155078,0.0,4.82e-06,1.273e-05
4559,10.955,9.938,0.34,159.26,15.34,13.917,0.477,-22.787,-30.977,-5.818,0.0,1.187,2.356,0.00132316,0.00126925,0.00143485,0.0,1.562e-05,3.101e-05
4560,10.955,9.938,0.373,143.01,13.483,12.232,0.459,-16.157,-20.364,-2.473,-0.0,-1.316,-0.526,0.00117212,0.00114443,0.00126219,-0.0,-1.733e-05,-6.92e-06
4561,11.547,0.255,0.016,120.08,11.451,0.253,0.016,-20.976,-22.962,-8.252,-0.0,2.798,-0.054,0.00091743,0.00090436,0.00100118,-0.0,3.683e-05,-7.2e-07
4562,11.547,0.255,0.049,133.18,13.028,0.288,0.055,-13.06,-16.731,-7.494,-0.0,-1.316,-1.449,0.0010879,0.00106374,0.00112454,-0.0,-1.733e-05,-1.907e-05
4563,11.547,0.255,0.081,143.65,14.29,0.315,0.1,-16.924,-19.788,-10.84,-0.0,-0.41,1.882,0.00118428,0.00116543,0.00122433,-0.0,-5.4e-06,2.478e-05
4564,11.547,0.255,0.113,151.51,15.236,0.336,0.15,-20.986,-25.328,-11.603,-0.0,-1.23,-0.608,0.00125217,0.00122359,0.00131393,-0.0,-1.619e-05,-8.01e-06
4565,11.547,0.255,0.146,156.75,15.867,0.35,0.2,-20.516,-19.34,-12.284,0.0,-2.061,2.877,0.00130283,0.00131058,0.00135702,0.0,-2.713e-05,3.787e-05
4566,11.547,0.255,0.178,159.37,16.183,0.357,0.25,-22.046,-20.416,-10.941,-0.0,1.167,1.789,0.00132162,0.00133235,0.00139472,-0.0,1.537e-05,2.355e-05
4567,11.547,0.255,0.211,159.37,16.183,0.357,0.295,-17.63,-18.72,-7.285,-0.0,2.015,0.864,0.00133875,0.00133158,0.00140685,-0.0,2.652e-05,1.138e-05
4568,11.547,0.255,0.243,156.75,15.867,0.35,0.334,-19.804,-20.407,-5.708,0.0,2.883,1.074,0.00129992,0.00129595,0.0013927,0.0,3.795e-05,1.414e-05
4569,11.547,0.255,0.276,151.51,15.236,0.336,0.364,-22.828,-16.897,-6.731,-0.0,3.773,1.872,0.00122604,0.00126507,0.00133199,-0.0,4.967e-05,2.464e-05
4570,11.547,0.255,0.308,143.65,14.29,0.315,0.381,-19.918,-14.012,-3.388,-0.0,-0.42,0.145,0.00115207,0.00119094,0.00126087,-0.0,-5.53e-06,1.9e-06
4571,11.547,0.255,0.34,133.18,13.028,0.288,0.384,-9.185,-11.891,-4.861,-0.0,1.945,0.871,0.00109954,0.00108173,0.001128,-0.0,2.561e-05,1.146e-05
4572,11.547,0.255,0.373,120.08,11.451,0.253,0.37,-13.178,-14.987,-4.95,0.0,-1.028,0.151,0.00094544,0.00093354,0.0009996,0.0,-1.353e-05,1.99e-06
4573,11.547,0.764,0.016,143.01,14.212,0.941,0.02,-7.125,-15.852,-7.337,0.0,-1.739,1.958,0.00122096,0.00116352,0.00121957,0.0,-2.29e-05,2.577e-05
4574,11.547,0.764,0.049,159.26,16.17,1.071,0.068,-18.615,-14.873,-11.176,0.0,-1.112,2.719,0.00133239,0.00135702,0.00138135,0.0,-1.463e-05,3.58e-05
4575,11.547,0.764,0.081,172.26,17.735,1.174,0.124,-16.66,-22.977,-10.822,0.0,-0.41,0.167,0.00148796,0.00144638,0.00152638,0.0,-5.4e-06,2.2e-06
4576,11.547,0.764,0.113,182.01,18.91,1.252,0.186,-28.134,-21.333,-10.561,0.0,-0.743,1.521,0.00152584,0.0015706,0.0016415,0.0,-9.78e-06,2.002e-05
4577,11.547,0.764,0.146,188.52,19.693,1.304,0.249,-23.804,-23.563,-10.181,0.0,1.21,-0.594,0.00161911,0.0016207,0.00170878,0.0,1.593e-05,-7.82e-06
4578,11.547,0.764,0.178,191.77,20.084,1.33,0.31,-23.965,-23.995,-11.259,-0.0,0.408,-1.495,0.001654,0.0016538,0.00173763,-0.0,5.37e-06,-1.969e-05
4579,11.547,0.764,0.211,191.77,20.084,1.33,0.366,-25.434,-24.336,-10.143,-0.0,2.973,-0.574,0.00164518,0.00165241,0.00174582,-0.0,3.913e-05,-7.55e-06
4580,11.547,0.764,0.243,188.52,19.693,1.304,0.415,-29.232,-21.676,-8.236,-0.0,3.44,1.634,0.00158534,0.00163507,0.00172353,-0.0,4.529e-05,2.151e-05
4581,11.547,0.764,0.276,182.01,18.91,1.252,0.451,-27.971,-24.486,-7.778,0.0,-0.677,-0.88,0.00152716,0.0015501,0.00166007,0.0,-8.92e-06,-1.158e-05
4582,11.547,0.764,0.308,172.26,17.735,1.174,0.473,-12.562,-19.098,-5.749,0.0,0.815,-0.401,0.00149898,0.00145596,0.00154382,0.0,1.073e-05,-5.28e-06
4583,11.547,0.764,0.34,159.26,16.17,1.071,0.477,-19.433,-22.231,-6.25,-0.0,0.725,-0.429,0.00133098,0.00131256,0.00141775,-0.0,9.55e-06,-5.64e-06
4584,11.547,0.764,0.373,143.01,14.212,0.941,0.459,-19.881,-12.77,-7.07,0.0,-0.886,-1.151,0.0011485,0.0011953,0.00123282,0.0,-1.166e-05,-1.515e-05
4585,11.547,1.274,0.016,167.99,17.22,1.9,0.024,-15.507,-20.515,-9.696,0.0,0.241,-0.567,0.00144515,0.00141218,0.0014834,0.0,3.17e-06,-7.46e-06
4586,11.547,1.274,0.049,187.68,19.592,2.162,0.083,-22.02,-28.717,-16.287,-0.0,-2.14,2.846,0.00163372,0.00158963,0.00167145,-0.0,-2.817e-05,3.746e-05
4587,11.547,1.274,0.081,203.43,21.49,2.371,0.151,-28.658,-28.002,-10.949,0.0,0.816,-3.146,0.00175506,0.00175937,0.00187162,0.0,1.074e-05,-4.141e-05
4588,11.547,1.274,0.113,215.25,22.913,2.528,0.225,-29.107,-28.848,-11.196,-0.0,-1.662,-1.001,0.00187722,0.00187893,0.00199512,-0.0,-2.187e-05,-1.318e-05
4589,11.547,1.274,0.146,223.13,23.861,2.633,0.301,-18.536,-31.145,-14.335,0.0,2.394,3.479,0.00202269,0.0019397,0.00205034,0.0,3.151e-05,4.58e-05
4590,11.547,1.274,0.178,227.07,24.336,2.685,0.376,-33.497,-37.648,-13.41,0.0,1.223,-0.439,0.00199039,0.00196307,0.00212261,0.0,1.61e-05,-5.78e-06
4591,11.547,1.274,0.211,227.07,24.336,2.685,0.444,-36.403,-32.34,-13.795,0.0,-4.635,2.264,0.0019688,0.00199555,0.00211761,0.0,-6.102e-05,2.98e-05
4592,11.547,1.274,0.243,223.13,23.861,2.633,0.502,-32.723,-38.516,-10.277,0.0,1.579,1.501,0.0019507,0.00191257,0.00209843,0.0,2.079e-05,1.975e-05
4593,11.547,1.274,0.276,215.25,22.913,2.528,0.547,-31.745,-22.321,-12.179,-0.0,-0.024,0.373,0.00185631,0.00191834,0.00198509,-0.0,-3.1e-07,4.91e-06
4594,11.547,1.274,0.308,203.43,21.49,2.371,0.573,-18.232,-24.159,-10.708,-0.0,-2.178,1.782,0.00180595,0.00176694,0.00185547,-0.0,-2.867e-05,2.346e-05
4595,11.547,1.274,0.34,187.68,19.592,2.162,0.578,-27.172,-27.472,-10.686,-0.0,1.429,-1.261,0.00159773,0.00159576,0.00170624,-0.0,1.881e-05,-1.66e-05
4596,11.547,1.274,0.373,167.99,17.22,1.9,0.556,-13.731,-22.242,-15.1,0.0,-0.731,0.555,0.00146338,0.00140736,0.00145437,0.0,-9.62e-06,7.3e-06
4597,11.547,1.784,0.016,194.14,20.371,3.147,0.029,-25.344,-23.772,-9.305,-0.0,0.448,1.346,0.00166875,0.00167909,0.00177431,-0.0,5.9e-06,1.772e-05
4598,11.547,1.784,0.049,217.44,23.176,3.58,0.098,-25.981,-24.462,-16.108,0.0,-0.584,1.149,0.00191746,0.00192746,0.00198245,0.0,-7.69e-06,1.513e-05
4599,11.547,1.784,0.081,236.08,25.421,3.927,0.178,-37.225,-29.55,-16.671,0.0,-0.84,0.964,0.00205848,0.00210899,0.00219376,0.0,-1.105e-05,1.269e-05
4600,11.547,1.784,0.113,250.05,27.104,4.187,0.266,-34.599,-35.246,-11.853,0.0,-0.008,-0.166,0.00221941,0.00221515,0.00236912,0.0,-1.1e-07,-2.18e-06
4601,11.547,1.784,0.146,259.37,28.226,4.36,0.357,-23.184,-30.806,-16.948,0.0,1.256,0.823,0.00237858,0.00232842,0.00241963,0.0,1.654e-05,1.084e-05
4602,11.547,1.784,0.178,264.03,28.787,4.447,0.444,-33.692,-36.346,-11.962,0.0,-0.035,0.937,0.00237153,0.00235407,0.00251456,0.0,-4.6e-07,1.233e-05
4603,11.547,1.784,0.211,264.03,28.787,4.447,0.525,-31.405,-37.471,-12.33,0.0,3.167,0.621,0.00238561,0.00234569,0.00251117,0.0,4.169e-05,8.18e-06
4604,11.547,1.784,0.243,259.37,28.226,4.36,0.594,-32.135,-33.409,-17.032,0.0,-3.407,2.656,0.00233389,0.00232551,0.0024333,0.0,-4.486e-05,3.496e-05
4605,11.547,1.784,0.276,250.05,27.104,4.187,0.647,-32.458,-35.183,-13.003,0.0,1.276,-1.539,0.00223222,0.00221428,0.00236027,0.0,1.679e-05,-2.026e-05
4606,11.547,1.784,0.308,236.08,25.421,3.927,0.678,-27.711,-31.48,-11.181,0.0,-0.251,-0.665,0.00210512,0.00208031,0.00221392,0.0,-3.3e-06,-8.75e-06
4607,11.547,1.784,0.34,217.44,23.176,3.58,0.683,-27.563,-33.062,-10.902,-0.0,-0.218,2.207,0.00191313,0.00187693,0.00202279,-0.0,-2.87e-06,2.906e-05
4608,11.547,1.784,0.373,194.14,20.371,3.147,0.658,-21.435,-28.729,-5.302,0.0,1.32,-0.685,0.00169086,0.00164285,0.00179705,0.0,1.738e-05,-9.01e-06
4609,11.547,2.293,0.016,220.34,23.526,4.673,0.033,-36.911,-33.076,-13.144,-0.011,-0.583,-0.391,0.00189604,0.00192129,0.00205248,-1.4e-07,-7.68e-06,-5.15e-06
4610,11.547,2.293,0.049,247.24,26.766,5.316,0.113,-33.785,-30.048,-15.556,0.032,0.023,0.253,0.00219266,0.00221725,0.00231264,4.3e-07,3e-07,3.33e-06
4611,11.547,2.293,0.081,268.77,29.358,5.831,0.206,-38.708,-43.388,-18.089,-0.047,0.437,1.693,0.00241015,0.00237935,0.00254587,-6.2e-07,5.75e-06,2.228e-05
4612,11.547,2.293,0.113,284.91,31.302,6.217,0.308,-41.681,-37.367,-11.81,0.045,-0.341,-1.162,0.00254755,0.00257595,0.00274416,5.9e-07,-4.49e-06,-1.529e-05
4613,11.547,2.293,0.146,295.67,32.598,6.475,0.412,-44.13,-47.328,-17.615,0.04,-1.856,-0.997,0.00266593,0.00264489,0.00284046,5.3e-07,-2.443e-05,-1.312e-05
4614,11.547,2.293,0.178,301.05,33.246,6.603,0.513,-40.852,-47.24,-14.056,-0.023,3.466,0.208,0.00273517,0.00269313,0.00291154,-3.1e-07,4.562e-05,2.74e-06
4615,11.547,2.293,0.211,301.05,33.246,6.603,0.607,-39.369,-43.487,-18.459,0.019,-2.716,0.126,0.00274391,0.00271681,0.00288154,2.4e-07,-3.576e-05,1.66e-06
4616,11.547,2.293,0.243,295.67,32.598,6.475,0.686,-36.446,-45.733,-17.761,-0.021,1.697,0.552,0.00270535,0.00264422,0.00282833,-2.8e-07,2.234e-05,7.27e-06
4617,11.547,2.293,0.276,284.91,31.302,6.217,0.747,-44.172,-36.898,-16.763,-0.014,0.663,-2.514,0.00253968,0.00258756,0.00272009,-1.9e-07,8.73e-06,-3.309e-05
4618,11.547,2.293,0.308,268.77,29.358,5.831,0.783,-40.729,-41.002,-13.276,0.006,-0.292,3.163,0.00239052,0.00238873,0.00257122,8e-08,-3.85e-06,4.164e-05
4619,11.547,2.293,0.34,247.24,26.766,5.316,0.789,-31.243,-35.528,-13.213,0.021,0.36,2.538,0.00221011,0.00218192,0.00232879,2.7e-07,4.74e-06,3.341e-05
4620,11.547,2.293,0.373,220.34,23.526,4.673,0.76,-27.064,-29.484,-12.767,-0.042,0.451,-1.355,0.00194398,0.00192805,0.00203808,-5.5e-07,5.94e-06,-1.784e-05
4621,11.547,2.803,0.016,245.25,26.525,6.439,0.037,-33.701,-40.739,-17.467,0.117,-0.239,-1.388,0.00218767,0.00214134,0.00229451,1.54e-06,-3.15e-06,-1.827e-05
4622,11.547,2.803,0.049,275.58,30.178,7.326,0.127,-35.851,-43.836,-15.385,-0.004,-1.119,-0.788,0.00249376,0.00244121,0.00262847,-6e-08,-1.473e-05,-1.038e-05
4623,11.547,2.803,0.081,299.85,33.101,8.035,0.232,-38.432,-34.218,-19.902,0.112,-0.016,-1.522,0.0027268,0.00275454,0.00284876,1.48e-06,-2.2e-07,-2.003e-05
4624,11.547,2.803,0.113,318.05,35.293,8.568,0.347,-43.187,-48.461,-22.161,0.16,-0.343,-0.898,0.00291131,0.0028766,0.0030497,2.11e-06,-4.51e-06,-1.183e-05
4625,11.547,2.803,0.146,330.18,36.754,8.922,0.464,-43.947,-48.703,-20.97,-0.103,-2.739,-1.411,0.00303263,0.00300133,0.00318387,-1.36e-06,-3.606e-05,-1.857e-05
