Sample_ID,Rho,Gc_YSZ_GDC,Gc_GDC_LSCF,R_system
8733,0.75,5.4674,3.5841,9.0515
8734,0.75,3.2117,2.4459,5.6576
8735,0.75,4.2018,2.8349,7.0367
8736,0.75,4.3416,2.3424,6.6839
8737,0.75,4.5048,3.038,7.5429
8738,0.75,3.3343,2.1708,5.5051
8739,0.75,4.1967,2.586,6.7828
8740,0.75,3.3241,2.2642,5.5883
8741,0.75,4.0085,2.6429,6.6514
8742,0.75,3.7342,2.4281,6.1623
8743,0.75,3.3424,1.6784,5.0207
8744,0.75,2.9433,2.1937,5.137
8745,0.75,2.4319,2.0577,4.4896
8746,0.75,3.7756,3.0504,6.826
8747,0.75,2.6129,1.4938,4.1066
8748,0.75,3.8814,2.2936,6.1751
8749,0.75,3.3466,3.064,6.4105
8750,0.75,4.0469,3.0189,7.0659
8751,0.75,4.8935,3.3466,8.2401
8752,0.75,4.4246,3.2604,7.685
8753,0.75,2.7545,1.7398,4.4944
8754,0.75,2.8385,2.1704,5.0089
8755,0.75,4.6531,3.3013,7.9544
8756,0.75,3.5193,2.6414,6.1607
8757,0.75,4.7532,2.6791,7.4323
8758,0.75,3.999,3.1633,7.1623
8759,0.75,4.5429,3.1035,7.6464
8760,0.75,3.7106,2.2386,5.9493
8761,0.75,3.1273,2.1031,5.2304
8762,0.75,3.8307,2.1543,5.9849
8763,0.75,4.5452,2.8792,7.4244
8764,0.75,4.1615,1.9077,6.0693
8765,0.75,3.692,2.0649,5.7569
8766,0.75,3.6617,2.1218,5.7835
8767,0.75,4.5347,2.4428,6.9775
8768,0.75,3.4998,2.7733,6.2731
8769,0.75,3.687,2.5914,6.2784
8770,0.75,3.804,2.554,6.358
8771,0.75,4.1737,2.4033,6.577
8772,0.75,2.7997,1.7429,4.5426
8773,0.75,4.07,2.6314,6.7014
8774,0.75,3.2351,2.4741,5.7091
8775,0.75,3.0106,1.9984,5.009
8776,0.75,3.8834,2.7696,6.653
8777,0.75,3.1243,1.8069,4.9312
8778,0.75,4.0843,2.6927,6.777
8779,0.75,3.4432,2.0625,5.5057
8780,0.75,3.76,2.7467,6.5067
8781,0.75,3.2161,2.1944,5.4104
8782,0.75,4.9493,3.0037,7.953
8783,0.75,3.8476,3.2024,7.05
8784,0.75,3.6748,2.4954,6.1702
8785,0.75,4.4085,3.1815,7.59
8786,0.75,3.5874,2.5541,6.1415
8787,0.75,4.0382,2.1605,6.1987
8788,0.75,3.4207,2.4032,5.8239
8789,0.75,4.3729,3.1056,7.4785
8790,0.75,3.7999,2.7762,6.5761
8791,0.75,4.7861,2.471,7.2571
8792,0.75,4.0043,2.7561,6.7604
8793,0.75,3.6984,2.528,6.2264
8794,0.75,3.1062,2.5617,5.6679
8795,0.75,3.5209,2.2354,5.7563
8796,0.75,4.1874,2.4084,6.5958
8797,0.75,3.7578,3.8163,7.5741
8798,0.75,3.7944,3.0446,6.8389
8799,0.75,3.512,2.9822,6.4943
8800,0.75,3.4695,1.7747,5.2442
8801,0.75,2.8523,1.5673,4.4196
8802,0.75,3.9976,2.4931,6.4908
8803,0.75,5.181,3.5261,8.707
8804,0.75,2.3771,1.6985,4.0756
8805,0.75,4.2017,2.5247,6.7264
8806,0.75,4.4726,2.328,6.8006
8807,0.75,4.2055,2.8178,7.0232
8808,0.75,4.4241,2.1203,6.5443
8809,0.75,4.469,2.7177,7.1867
8810,0.75,2.6909,2.0433,4.7343
8811,0.75,3.6323,2.4582,6.0905
8812,0.75,3.3463,2.3568,5.7031
8813,0.75,3.777,2.4268,6.2038
8814,0.75,4.2765,2.7516,7.0281
8815,0.75,4.5428,3.1969,7.7397
8816,0.75,3.668,2.2445,5.9124
8817,0.75,4.1624,2.3268,6.4892
8818,0.75,2.8689,1.888,4.7569
8819,0.75,4.3123,3.3038,7.616
8820,0.75,3.3877,2.1536,5.5413
8821,0.75,4.5145,2.7595,7.2739
8822,0.75,5.4803,3.8168,9.2971
8823,0.75,4.6096,3.277,7.8866
8824,0.75,4.4519,2.8913,7.3432
8825,0.75,4.9278,2.6322,7.56
8826,0.75,3.968,2.388,6.3561
8827,0.75,3.8079,2.4783,6.2862
8828,0.75,4.1982,2.2256,6.4238
8829,0.75,5.5578,2.5687,8.1265
8830,0.75,4.1045,2.9594,7.0639
8831,0.75,2.6128,1.7351,4.3478
8832,0.75,3.9665,2.6071,6.5736
8833,0.75,3.4716,2.4078,5.8794
8834,0.75,4.0258,2.1924,6.2182
8835,0.75,3.3877,1.7911,5.1789
8836,0.75,4.2206,2.3882,6.6088
8837,0.75,4.9753,2.9051,7.8804
8838,0.75,3.091,2.2438,5.3347
8839,0.75,4.1695,2.9132,7.0827
8840,0.75,3.7814,2.3077,6.0891
8841,0.75,3.3289,2.3976,5.7265
8842,0.75,3.8473,2.1991,6.0464
8843,0.75,3.3813,2.2772,5.6585
8844,0.75,2.6738,1.4338,4.1076
8845,0.75,4.5176,2.4163,6.934
8846,0.75,4.4214,2.7033,7.1247
8847,0.75,3.3582,2.3614,5.7196
8848,0.75,4.1998,2.804,7.0038
8849,0.75,4.0237,2.4238,6.4474
8850,0.75,4.5593,2.6181,7.1774
8851,0.75,3.5988,1.9767,5.5755
8852,0.75,4.5874,2.6927,7.28
8853,0.75,4.7656,2.3851,7.1507
8854,0.75,3.0936,2.5195,5.6132
8855,0.75,4.1664,2.5069,6.6733
8856,0.75,4.0436,2.5581,6.6017
8857,0.75,2.9248,2.1079,5.0327
8858,0.75,3.7898,2.7708,6.5606
8859,0.75,2.7127,1.6013,4.3141
8860,0.75,3.8571,2.4548,6.3119
8861,0.75,3.4421,2.3285,5.7706
8862,0.75,4.0399,2.3416,6.3814
8863,0.75,3.1653,1.8877,5.053
8864,0.75,4.6954,2.5792,7.2745
8865,0.75,3.1818,2.534,5.7157
8866,0.75,3.35,2.2529,5.6029
8867,0.75,3.6552,2.1759,5.8311
8868,0.75,4.044,2.1082,6.1522
8869,0.75,4.836,3.1705,8.0065
8870,0.75,2.7743,1.5129,4.2871
8871,0.75,3.9404,2.5621,6.5026
8872,0.75,3.3962,2.1079,5.5042
8873,0.75,3.4625,2.7246,6.1871
8874,0.75,2.8087,1.6333,4.442
8875,0.75,3.7196,2.2165,5.9362
8876,0.75,3.6214,2.446,6.0674
8877,0.75,4.2767,2.3851,6.6618
8878,0.75,3.599,2.5783,6.1773
8879,0.75,3.6145,2.4101,6.0246
8880,0.75,3.7693,2.3108,6.0801
8881,0.75,3.0911,1.372,4.4631
8882,0.75,3.0602,1.8033,4.8635
8883,0.75,3.3828,1.7893,5.1721
8884,0.75,4.8551,2.6913,7.5464
8885,0.75,3.6511,2.394,6.0451
8886,0.75,3.7115,2.2566,5.9681
8887,0.75,3.8743,2.6449,6.5192
8888,0.75,3.5446,2.2382,5.7828
8889,0.75,3.2724,2.3058,5.5782
8890,0.75,3.9488,2.3674,6.3162
8891,0.75,3.7569,2.292,6.049
8892,0.75,4.0622,2.1784,6.2406
8893,0.75,3.9027,3.1607,7.0633
8894,0.75,4.058,2.7678,6.8258
8895,0.75,3.3857,1.9085,5.2942
8896,0.75,4.338,3.0999,7.4379
8897,0.75,2.6826,2.0097,4.6924
8898,0.75,4.872,3.3853,8.2573
8899,0.75,3.4523,2.3657,5.8181
8900,0.75,3.5572,2.3356,5.8928
8901,0.75,3.2078,2.7606,5.9685
8902,0.75,4.1756,3.198,7.3736
8903,0.75,4.1279,2.4059,6.5338
8904,0.75,3.7108,2.4791,6.19
8905,0.75,3.6239,2.4527,6.0766
8906,0.75,3.5856,2.8436,6.4292
8907,0.75,3.1664,1.9041,5.0705
8908,0.75,4.8755,3.0751,7.9506
8909,0.75,3.3644,2.1595,5.524
8910,0.75,2.9206,2.1731,5.0936
8911,0.75,3.0174,1.9443,4.9617
8912,0.75,4.0178,2.8351,6.8529
8913,0.75,4.2239,4.5226,8.7465
8914,0.75,3.2385,1.9997,5.2382
8915,0.75,3.6855,2.2636,5.9491
8916,0.75,3.3727,2.1491,5.5218
8917,0.75,3.951,2.4571,6.4082
8918,0.75,3.6466,2.6946,6.3413
8919,0.75,2.9569,1.9764,4.9333
8920,0.75,4.4213,2.1145,6.5358
8921,0.75,3.0573,2.56,5.6174
8922,0.75,3.7777,2.4363,6.214
8923,0.75,3.9124,2.7717,6.6841
8924,0.75,3.3834,2.4217,5.8051
8925,0.75,4.0579,3.2643,7.3222
8926,0.75,4.5267,2.153,6.6798
8927,0.75,4.9688,3.4772,8.4459
8928,0.75,3.7457,2.3631,6.1088
8929,0.75,4.6852,2.815,7.5002
8930,0.75,5.6661,3.7918,9.4579
8931,0.75,4.3309,2.3877,6.7186
8932,0.75,3.5135,2.2952,5.8087
8933,0.75,3.7148,2.1254,5.8402
8934,0.75,3.6991,2.6036,6.3027
8935,0.75,4.4037,3.0989,7.5026
8936,0.75,4.983,2.882,7.865
8937,0.75,3.6468,2.3321,5.9789
8938,0.75,2.5492,1.8391,4.3883
8939,0.75,3.1825,1.9903,5.1728
8940,0.75,4.4347,2.8782,7.3129
8941,0.75,4.1194,2.0874,6.2068
8942,0.75,3.5789,2.151,5.7299
8943,0.75,3.3258,2.2964,5.6221
8944,0.75,5.5665,3.8274,9.3939
8945,0.75,3.866,3.2148,7.0808
8946,0.75,3.8152,2.7053,6.5205
8947,0.75,3.669,2.8639,6.533
8948,0.75,4.2855,2.7448,7.0302
8949,0.75,2.7234,1.5455,4.2689
8950,0.75,3.8228,2.1715,5.9943
8951,0.75,3.7623,2.3076,6.0699
8952,0.75,5.7257,3.5694,9.2952
8953,0.75,3.0442,1.8147,4.8589
8954,0.75,3.6045,2.6573,6.2618
8955,0.75,4.0506,2.5101,6.5607
8956,0.75,3.8613,2.3534,6.2147
8957,0.75,3.7693,2.7401,6.5093
8958,0.75,3.2257,1.7779,5.0035
8959,0.75,3.8695,2.9832,6.8526
8960,0.75,3.773,1.9434,5.7164
8961,0.75,3.8841,2.5602,6.4443
8962,0.75,4.3086,3.0704,7.379
8963,0.75,3.2218,1.6821,4.9039
8964,0.75,3.4837,2.5109,5.9945
8965,0.75,3.5822,2.4385,6.0207
8966,0.75,3.6424,1.9425,5.5849
8967,0.75,4.33,2.0732,6.4031
8968,0.75,4.3366,3.1656,7.5022
8969,0.75,4.6459,3.3467,7.9926
8970,0.75,3.8531,2.3705,6.2235
8971,0.75,3.7816,2.5393,6.3209
8972,0.75,3.8309,3.4257,7.2566
8973,0.75,3.5396,1.8179,5.3576
8974,0.75,4.2563,2.3846,6.6408
8975,0.75,3.6669,2.3575,6.0243
8976,0.75,4.5721,3.6642,8.2363
8977,0.75,3.1613,2.3664,5.5277
8978,0.75,5.1678,3.0747,8.2425
8979,0.75,4.4513,3.0352,7.4865
8980,0.75,3.6685,2.0692,5.7377
8981,0.75,2.852,1.864,4.716
8982,0.75,4.2475,2.6109,6.8584
8983,0.75,3.7377,2.5865,6.3243
8984,0.75,4.2669,3.296,7.5629
8985,0.75,3.2034,1.9398,5.1432
8986,0.75,3.7492,2.9473,6.6965
8987,0.75,4.626,2.9231,7.5491
8988,0.75,3.7778,2.0287,5.8065
8989,0.75,2.8066,2.1116,4.9182
8990,0.75,3.9197,2.8684,6.7881
8991,0.75,4.572,3.2074,7.7794
8992,0.75,4.3739,3.2815,7.6554
8993,0.75,3.4434,2.0597,5.5031
8994,0.75,4.4665,3.3116,7.7781
8995,0.75,3.0839,2.4599,5.5439
8996,0.75,3.8009,3.4287,7.2296
8997,0.75,3.5173,2.5058,6.0231
8998,0.75,3.9665,2.5297,6.4962
8999,0.75,3.66,2.5572,6.2172
9000,0.75,3.8574,2.5554,6.4128
9001,0.75,3.2053,2.0851,5.2904
9002,0.75,2.8965,1.7806,4.6771
9003,0.75,4.7338,3.2822,8.0161
9004,0.75,3.4454,2.4093,5.8547
9005,0.75,5.4105,3.5967,9.0072
9006,0.75,4.3884,2.1614,6.5498
9007,0.75,4.5617,2.7065,7.2682
9008,0.75,4.2121,2.4016,6.6137
9009,0.75,3.7384,2.4714,6.2098
9010,0.75,4.5722,2.7651,7.3373
9011,0.75,4.3948,3.011,7.4058
9012,0.75,3.0086,2.2789,5.2875
9013,0.75,3.2818,2.326,5.6078
9014,0.75,3.1207,2.1467,5.2675
9015,0.75,3.3656,1.9408,5.3064
9016,0.75,4.0356,2.8115,6.8471
9017,0.75,3.8004,1.8898,5.6902
9018,0.75,3.838,2.0362,5.8742
9019,0.75,4.5598,3.166,7.7258
9020,0.75,4.8012,2.3004,7.1015
9021,0.75,3.2837,1.9065,5.1901
9022,0.75,3.8907,2.6504,6.5411
9023,0.75,4.1594,3.1103,7.2697
9024,0.75,4.5672,2.9809,7.5481
9025,0.75,4.8057,3.027,7.8327
9026,0.75,3.6524,2.5549,6.2073
9027,0.75,3.103,2.1181,5.2211
9028,0.75,4.1199,1.7949,5.9148
9029,0.75,3.9619,2.835,6.797
9030,0.75,2.981,1.8424,4.8234
9031,0.75,3.249,1.9193,5.1683
9032,0.75,4.7304,2.3783,7.1087
9033,0.75,3.3178,2.498,5.8159
9034,0.75,4.6522,2.8906,7.5428
9035,0.75,2.9087,2.0287,4.9374
9036,0.75,3.6276,2.5299,6.1575
9037,0.75,4.1642,2.6191,6.7833
9038,0.75,4.1026,2.7303,6.8329
9039,0.75,3.4114,2.1223,5.5337
9040,0.75,3.7367,2.488,6.2247
9041,0.75,2.9284,1.958,4.8864
9042,0.75,5.3748,3.5845,8.9593
9043,0.75,3.7402,2.3133,6.0535
9044,0.75,3.5158,1.922,5.4378
9045,0.75,3.4251,2.0812,5.5064
9046,0.75,3.6941,2.5185,6.2126
9047,0.75,3.1131,1.9547,5.0678
9048,0.75,3.3619,2.0586,5.4206
9049,0.75,3.5963,2.3661,5.9624
9050,0.75,3.6092,2.2676,5.8768
9051,0.75,2.7345,2.31,5.0445
9052,0.75,3.4967,2.154,5.6507
9053,0.75,4.202,2.3893,6.5914
9054,0.75,3.4254,2.1186,5.5439
9055,0.75,3.2727,2.6108,5.8834
9056,0.75,4.2568,2.8088,7.0655
9057,0.75,3.8785,2.1455,6.024
9058,0.75,4.7978,3.2115,8.0094
9059,0.75,3.6972,2.3623,6.0595
9060,0.75,4.415,3.3003,7.7153
9061,0.75,3.5216,2.2182,5.7398
9062,0.75,3.4804,2.4417,5.9222
9063,0.75,3.918,2.503,6.421
9064,0.75,4.0043,2.6614,6.6656
9065,0.75,3.6153,2.0513,5.6666
9066,0.75,4.1566,2.7026,6.8592
9067,0.75,3.6238,1.8397,5.4635
9068,0.75,3.5682,2.5909,6.1591
9069,0.75,2.5585,2.1092,4.6677
9070,0.75,3.7518,2.2723,6.024
9071,0.75,3.5385,2.0638,5.6024
9072,0.75,3.2025,2.5098,5.7123
9073,0.75,3.7904,2.3934,6.1838
9074,0.75,3.7272,2.3385,6.0658
9075,0.75,4.1125,2.4978,6.6103
9076,0.75,2.9345,2.2781,5.2127
9077,0.75,3.7776,2.7093,6.487
9078,0.75,3.3984,2.4894,5.8878
9079,0.75,3.7222,2.666,6.3881
9080,0.75,4.0442,2.6121,6.6563
9081,0.75,3.7978,2.0669,5.8647
9082,0.75,4.718,2.8219,7.5399
9083,0.75,3.3887,2.4442,5.833
9084,0.75,3.8228,2.3439,6.1667
9085,0.75,3.8839,2.8741,6.758
9086,0.75,3.4841,2.2396,5.7236
9087,0.75,3.7952,2.5708,6.366
9088,0.75,3.9318,2.6364,6.5681
9089,0.75,4.5438,2.9727,7.5165
9090,0.75,3.1186,1.7512,4.8698
9091,0.75,3.2048,1.977,5.1817
9092,0.75,3.3715,2.3752,5.7466
9093,0.75,3.8631,2.6093,6.4725
9094,0.75,3.2326,2.3641,5.5967
9095,0.75,3.8479,2.4908,6.3387
9096,0.75,3.0137,2.3936,5.4073
9097,0.75,4.0945,2.8721,6.9666
9098,0.75,3.801,2.0302,5.8311
9099,0.75,3.0602,2.1895,5.2497
9100,0.75,4.4342,2.8494,7.2836
9101,0.75,4.0471,2.8487,6.8958
9102,0.75,3.2914,2.0152,5.3066
9103,0.75,3.428,2.6152,6.0431
9104,0.75,3.3493,1.8658,5.2152
9105,0.75,3.3934,2.4997,5.8931
9106,0.75,3.3681,2.0802,5.4483
9107,0.75,3.3948,2.3645,5.7592
9108,0.75,3.994,2.7513,6.7453
9109,0.75,4.4871,2.9006,7.3876
9110,0.75,3.7722,2.3634,6.1356
9111,0.75,2.7064,2.2833,4.9897
9112,0.75,3.8402,2.2905,6.1307
9113,0.75,3.8952,2.508,6.4032
9114,0.75,3.0071,1.7724,4.7795
9115,0.75,4.6835,3.1251,7.8086
9116,0.75,3.1108,2.2852,5.396
9117,0.75,3.2574,2.4011,5.6585
9118,0.75,3.9019,2.0925,5.9945
9119,0.75,3.3653,2.431,5.7963
9120,0.75,4.2585,2.8263,7.0849
9121,0.75,3.9591,2.9777,6.9367
9122,0.75,3.4154,2.1029,5.5184
9123,0.75,4.0973,3.1317,7.2289
9124,0.75,3.6298,2.1528,5.7825
9125,0.75,4.9408,2.799,7.7399
9126,0.75,3.8045,2.7241,6.5285
9127,0.75,3.407,1.9253,5.3323
9128,0.75,4.1028,2.5467,6.6496
9129,0.75,3.648,2.3393,5.9873
9130,0.75,3.2242,2.087,5.3113
9131,0.75,4.8156,3.3477,8.1633
9132,0.75,4.1664,2.2798,6.4461
9133,0.75,3.2839,2.0562,5.3401
9134,0.75,2.4989,1.8071,4.306
9135,0.75,3.3082,2.398,5.7063
9136,0.75,3.7999,3.3752,7.1751
9137,0.75,3.8523,3.032,6.8843
9138,0.75,3.0248,2.2511,5.2759
9139,0.75,3.3267,1.7875,5.1142
9140,0.75,4.8851,3.1972,8.0823
9141,0.75,3.2561,2.9771,6.2333
9142,0.75,3.5937,2.9717,6.5654
9143,0.75,3.1414,2.0358,5.1772
9144,0.75,4.0437,2.1746,6.2183
9145,0.75,4.1117,2.356,6.4677
9146,0.75,5.4953,3.5143,9.0096
9147,0.75,3.6888,2.5545,6.2433
9148,0.75,4.7495,3.5651,8.3146
9149,0.75,3.7355,2.6175,6.353
9150,0.75,3.8084,2.0021,5.8105
9151,0.75,3.0496,1.9743,5.0239
9152,0.75,3.8947,3.3796,7.2743
9153,0.75,2.5831,1.7342,4.3173
9154,0.75,3.3032,1.8748,5.178
9155,0.75,4.1063,2.2283,6.3346
9156,0.75,4.9411,3.8731,8.8142
9157,0.75,3.6965,2.0667,5.7632
9158,0.75,3.509,2.4543,5.9633
9159,0.75,3.9371,2.3248,6.2619
9160,0.75,4.9925,3.4975,8.49
9161,0.75,2.8099,2.3139,5.1238
9162,0.75,4.5355,2.549,7.0845
9163,0.75,4.4643,2.3796,6.8439
9164,0.75,4.3322,2.4779,6.81
9165,0.75,2.6799,2.2006,4.8805
9166,0.75,4.5938,3.162,7.7557
9167,0.75,3.7998,2.4085,6.2083
9168,0.75,3.2311,1.558,4.789
9169,0.75,3.2559,2.0707,5.3266
9170,0.75,3.5594,2.5472,6.1067
9171,0.75,3.4084,2.4583,5.8668
9172,0.75,2.602,1.8424,4.4444
9173,0.75,3.781,3.016,6.797
9174,0.75,2.9655,1.7859,4.7513
9175,0.75,2.9527,2.0958,5.0485
9176,0.75,2.6822,1.8588,4.5411
9177,0.75,5.3858,3.1935,8.5793
9178,0.75,2.8424,2.0259,4.8682
9179,0.75,3.1137,2.4008,5.5145
9180,0.75,4.1099,2.9823,7.0922
9181,0.75,4.4149,2.9116,7.3265
9182,0.75,3.1615,1.7299,4.8914
9183,0.75,3.6171,2.7589,6.376
9184,0.75,4.0881,2.4286,6.5167
9185,0.75,3.5545,2.2371,5.7915
9186,0.75,2.6061,1.6861,4.2922
9187,0.75,4.3219,2.5515,6.8734
9188,0.75,3.8506,2.4476,6.2982
9189,0.75,3.7856,2.8256,6.6112
9190,0.75,5.3627,3.1279,8.4906
9191,0.75,4.0797,2.284,6.3637
9192,0.75,3.0243,1.9133,4.9376
9193,0.75,4.6757,2.9577,7.6334
9194,0.75,4.0514,2.8545,6.9058
9195,0.75,3.4646,2.4701,5.9347
9196,0.75,4.4069,3.3314,7.7383
9197,0.75,2.7105,1.6868,4.3973
9198,0.75,4.0893,2.9168,7.0061
9199,0.75,2.6764,1.8674,4.5437
9200,0.75,4.1377,2.5372,6.6749
9201,0.75,4.0589,2.6904,6.7494
9202,0.75,3.2082,2.0818,5.29
9203,0.75,4.6342,3.0693,7.7035
9204,0.75,4.3788,2.6121,6.9909
9205,0.75,3.268,2.783,6.051
9206,0.75,3.557,2.3296,5.8866
9207,0.75,3.9685,2.8241,6.7926
9208,0.75,5.1872,3.8166,9.0038
9209,0.75,3.4742,1.9885,5.4628
9210,0.75,4.7283,2.6104,7.3387
9211,0.75,3.5176,2.4309,5.9485
9212,0.75,3.2047,2.2342,5.439
9213,0.75,3.0981,2.3496,5.4477
9214,0.75,3.7571,2.103,5.8601
9215,0.75,4.4603,2.8472,7.3075
9216,0.75,4.4393,2.6111,7.0503
9217,0.75,3.2236,2.0649,5.2885
9218,0.75,3.0503,2.7118,5.7621
9219,0.75,4.4805,3.0728,7.5533
9220,0.75,4.8035,2.6758,7.4793
9221,0.75,4.5315,2.76,7.2915
9222,0.75,4.5279,2.5311,7.059
9223,0.75,4.8052,2.9885,7.7938
9224,0.75,3.6871,3.0305,6.7175
9225,0.75,4.0599,2.7708,6.8307
9226,0.75,5.894,3.8725,9.7665
9227,0.75,3.5762,2.5228,6.0991
9228,0.75,5.5388,3.2317,8.7705
9229,0.75,4.0211,2.374,6.3951
9230,0.75,3.4107,2.4397,5.8504
9231,0.75,4.3608,2.3897,6.7504
9232,0.75,4.1166,3.353,7.4696
9233,0.75,5.2937,3.0373,8.331
9234,0.75,3.6863,1.9818,5.6681
9235,0.75,3.6602,1.9046,5.5648
9236,0.75,3.8219,2.8364,6.6583
9237,0.75,3.2947,2.2172,5.5119
9238,0.75,3.9483,2.2724,6.2208
9239,0.75,3.4666,2.7839,6.2504
9240,0.75,3.4918,2.6698,6.1616
9241,0.75,4.3944,2.4778,6.8722
9242,0.75,4.341,2.4017,6.7427
9243,0.75,3.9852,2.5818,6.567
9244,0.75,3.6243,2.4036,6.0279
9245,0.75,3.9538,3.3472,7.301
9246,0.75,3.7299,2.2905,6.0205
9247,0.75,4.6975,2.6517,7.3492
9248,0.75,2.8309,2.1515,4.9823
9249,0.75,4.0271,2.259,6.2861
9250,0.75,4.6472,2.5123,7.1596
9251,0.75,4.4667,3.1789,7.6456
9252,0.75,2.8163,2.2962,5.1125
9253,0.75,4.6215,3.4107,8.0322
9254,0.75,4.0585,2.6739,6.7323
9255,0.75,3.956,2.7833,6.7392
9256,0.75,5.0678,4.2742,9.342
9257,0.75,4.4432,2.8244,7.2676
9258,0.75,4.4363,3.2389,7.6752
9259,0.75,3.118,1.9148,5.0328
9260,0.75,3.348,2.3484,5.6964
9261,0.75,2.9237,2.2116,5.1352
9262,0.75,3.5248,2.1225,5.6473
9263,0.75,4.2578,2.83,7.0878
9264,0.75,4.4258,2.5875,7.0133
9265,0.75,3.6002,2.1303,5.7305
9266,0.75,3.9234,2.5358,6.4592
9267,0.75,3.3863,2.2079,5.5942
9268,0.75,3.4406,2.332,5.7726
9269,0.75,3.1822,2.063,5.2452
9270,0.75,4.2092,3.5133,7.7226
9271,0.75,2.6743,1.7438,4.4181
9272,0.75,2.9417,2.3451,5.2868
9273,0.75,3.324,2.2596,5.5835
9274,0.75,4.688,3.2778,7.9658
9275,0.75,3.0817,2.2489,5.3305
9276,0.75,3.2816,1.8353,5.117
9277,0.75,3.5062,1.8879,5.394
9278,0.75,2.678,2.1545,4.8324
9279,0.75,4.8886,3.4793,8.3679
9280,0.75,4.1275,2.3253,6.4528
9281,0.75,2.9136,1.6725,4.5862
9282,0.75,3.7671,2.0925,5.8595
9283,0.75,4.2725,2.7786,7.0511
9284,0.75,4.2257,2.9023,7.128
9285,0.75,3.5384,2.1027,5.6411
9286,0.75,4.1558,2.6404,6.7961
9287,0.75,3.3085,2.4632,5.7716
9288,0.75,3.5675,2.3091,5.8766
9289,0.75,2.355,1.9383,4.2933
9290,0.75,3.916,2.7775,6.6935
9291,0.75,3.6555,1.7243,5.3798
9292,0.75,4.3555,2.6816,7.037
9293,0.75,3.8908,2.7251,6.6159
9294,0.75,3.0403,2.1343,5.1746
9295,0.75,3.4253,2.0743,5.4996
9296,0.75,3.6755,2.2963,5.9718
9297,0.75,3.8237,2.4968,6.3205
9298,0.75,3.1996,1.7871,4.9867
9299,0.75,3.1651,1.9028,5.0678
9300,0.75,3.7642,2.0332,5.7974
9301,0.75,3.5746,2.4565,6.0312
9302,0.75,3.4749,2.2535,5.7284
9303,0.75,3.9188,1.9741,5.8929
9304,0.75,3.7163,2.4486,6.1649
9305,0.75,2.9216,1.9465,4.8681
9306,0.75,3.4791,2.0444,5.5235
9307,0.75,2.8477,2.0418,4.8895
9308,0.75,3.5391,2.3518,5.8909
9309,0.75,3.1675,2.7754,5.9429
9310,0.75,4.3114,2.1223,6.4338
9311,0.75,3.8661,2.694,6.5601
9312,0.75,4.2392,3.502,7.7412
9313,0.75,3.6783,2.1764,5.8548
9314,0.75,4.9432,3.032,7.9752
9315,0.75,4.2904,2.8694,7.1598
9316,0.75,4.4365,2.4091,6.8456
9317,0.75,4.1214,2.7967,6.9181
9318,0.75,3.6382,2.3933,6.0315
9319,0.75,3.0905,2.0477,5.1382
9320,0.75,2.5253,1.657,4.1823
9321,0.75,4.1226,2.9298,7.0524
9322,0.75,2.6156,1.8622,4.4778
9323,0.75,3.064,2.2094,5.2734
9324,0.75,3.9444,2.4839,6.4283
9325,0.75,3.5809,2.5187,6.0996
9326,0.75,4.1951,2.2403,6.4353
9327,0.75,3.4938,2.4142,5.9079
9328,0.75,2.9522,1.8906,4.8429
9329,0.75,4.0123,2.7483,6.7606
9330,0.75,3.8654,2.6215,6.4869
9331,0.75,4.2297,2.7791,7.0088
9332,0.75,2.7862,1.6351,4.4213
9333,0.75,4.1027,2.8378,6.9405
9334,0.75,5.3989,3.5126,8.9116
9335,0.75,3.3941,2.3748,5.7689
9336,0.75,4.7642,3.1278,7.892
9337,0.75,3.2704,2.2455,5.516
9338,0.75,3.5391,2.6427,6.1818
9339,0.75,4.2178,3.2277,7.4455
9340,0.75,3.1194,2.3102,5.4296
9341,0.75,3.2861,2.3163,5.6024
9342,0.75,3.9742,2.2042,6.1784
9343,0.75,2.9315,2.1994,5.1309
9344,0.75,2.7432,2.1464,4.8896
9345,0.75,3.5124,3.414,6.9264
9346,0.75,3.6606,2.9175,6.5781
9347,0.75,4.3191,2.64,6.9591
9348,0.75,4.0212,1.8932,5.9144
9349,0.75,2.7584,1.7575,4.5158
9350,0.75,3.3648,2.0878,5.4526
9351,0.75,3.427,2.292,5.719
9352,0.75,3.4401,2.1642,5.6043
9353,0.75,4.0823,2.2799,6.3621
9354,0.75,3.4844,2.2453,5.7297
9355,0.75,3.166,1.9538,5.1199
9356,0.75,4.2063,2.3001,6.5064
9357,0.75,3.5788,2.3485,5.9273
9358,0.75,3.5587,2.1548,5.7135
9359,0.75,3.321,2.3513,5.6723
9360,0.75,3.9107,2.6945,6.6051
9361,0.75,4.5199,3.66,8.1799
9362,0.75,3.2146,2.6383,5.8528
9363,0.75,2.6163,1.6691,4.2853
9364,0.75,4.1752,2.7945,6.9697
9365,0.75,5.2921,2.7237,8.0158
9366,0.75,4.453,2.6529,7.106
9367,0.75,3.8654,2.8535,6.7189
9368,0.75,3.2722,2.6888,5.961
9369,0.75,3.8565,2.8045,6.6609
9370,0.75,4.4051,2.9205,7.3256
9371,0.75,3.0875,2.0857,5.1732
9372,0.75,2.5922,2.0973,4.6895
9373,0.75,4.0992,2.3597,6.4589
9374,0.75,3.5631,2.5412,6.1043
9375,0.75,5.0366,3.39,8.4266
