Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime,HT_scaling_factor,sigma_HT_assumed_equal_RT
9502,2.6952,1.8395,2.6952,1.8395,175.17,169.85,86.52,11.917,12.767,16.784,557.2,82.95,380.13,0.0,0.0,0.0,800C,0.72,True
9503,2.3396,2.5411,2.3396,2.5411,173.66,180.92,91.88,11.203,13.012,17.064,550.7,172.92,403.71,0.0,0.0,0.0,800C,0.72,True
9504,1.7198,3.3409,1.7198,3.3409,206.67,166.09,87.88,11.353,13.286,16.009,537.8,214.91,243.22,0.0,0.0,0.0,800C,0.72,True
9505,2.7299,1.6375,2.7299,1.6375,192.63,170.54,95.74,11.15,13.321,16.883,554.2,231.82,336.55,0.0,0.0,0.0,800C,0.72,True
9506,3.6802,1.8912,3.6802,1.8912,195.89,179.15,96.23,10.338,12.103,17.693,524.8,181.42,525.6,0.0,0.0,0.0,800C,0.72,True
9507,3.1413,1.6315,3.1413,1.6315,191.57,174.02,86.54,10.886,13.456,16.998,552.7,272.07,340.69,0.0,0.0,0.0,800C,0.72,True
9508,3.8378,2.0018,3.8378,2.0018,183.25,166.56,105.09,10.862,12.792,17.553,534.5,189.09,423.83,0.0,0.0,0.0,800C,0.72,True
9509,3.0955,1.0742,3.0955,1.0742,168.91,162.37,89.12,10.88,12.781,17.335,550.8,176.92,407.35,0.0,0.0,0.0,800C,0.72,True
9510,3.199,2.4778,3.199,2.4778,180.83,182.91,87.25,11.264,13.089,16.159,558.9,184.46,313.85,0.0,0.0,0.0,800C,0.72,True
9511,2.5097,1.6493,2.5097,1.6493,191.65,161.51,106.29,10.54,12.875,16.699,522.7,233.86,322.83,0.0,0.0,0.0,800C,0.72,True
9512,3.019,2.4048,3.019,2.4048,198.65,150.7,102.18,10.608,12.853,17.472,555.4,247.6,386.61,0.0,0.0,0.0,800C,0.72,True
9513,2.2683,2.7393,2.2683,2.7393,188.55,165.06,94.46,10.961,13.365,17.28,539.5,244.56,348.62,0.0,0.0,0.0,800C,0.72,True
9514,3.3514,1.3024,3.3514,1.3024,178.97,162.09,91.14,11.538,12.963,15.552,554.1,141.29,232.56,0.0,0.0,0.0,800C,0.72,True
9515,2.888,1.7305,2.888,1.7305,205.17,166.57,87.01,10.641,13.616,17.298,560.7,342.26,343.94,0.0,0.0,0.0,800C,0.72,True
9516,2.7506,1.6794,2.7506,1.6794,179.82,160.37,94.68,11.267,13.936,16.569,555.3,266.52,234.43,0.0,0.0,0.0,800C,0.72,True
9517,3.522,1.4606,3.522,1.4606,187.95,168.33,96.45,10.556,12.495,17.131,560.7,204.37,437.53,0.0,0.0,0.0,800C,0.72,True
9518,3.5184,1.9447,3.5184,1.9447,178.69,162.75,84.99,10.816,12.696,17.053,551.4,185.22,391.04,0.0,0.0,0.0,800C,0.72,True
9519,3.0044,2.5097,3.0044,2.5097,199.27,158.16,93.93,11.206,13.252,16.418,553.7,225.83,277.24,0.0,0.0,0.0,800C,0.72,True
9520,1.7653,1.4047,1.7653,1.4047,192.64,163.35,80.72,11.29,13.468,16.051,548.7,230.23,231.44,0.0,0.0,0.0,800C,0.72,True
9521,3.4236,1.5391,3.4236,1.5391,157.78,160.68,84.1,10.915,13.163,17.008,561.0,199.02,346.67,0.0,0.0,0.0,800C,0.72,True
9522,3.1626,1.8485,3.1626,1.8485,191.1,163.44,105.1,10.682,13.196,16.694,540.8,259.83,309.13,0.0,0.0,0.0,800C,0.72,True
9523,2.215,3.4801,2.215,3.4801,175.22,165.38,95.4,10.983,12.323,17.496,550.7,129.34,471.13,0.0,0.0,0.0,800C,0.72,True
9524,3.923,1.3912,3.923,1.3912,175.6,170.41,100.53,11.176,13.598,17.69,562.5,239.22,392.22,0.0,0.0,0.0,800C,0.72,True
9525,3.9562,1.7402,3.9562,1.7402,164.59,179.53,107.65,11.286,12.273,16.268,558.3,90.68,400.49,0.0,0.0,0.0,800C,0.72,True
9526,2.6162,1.0887,2.6162,1.0887,187.25,168.8,97.08,11.078,13.005,16.306,555.6,200.54,309.6,0.0,0.0,0.0,800C,0.72,True
9527,2.1254,1.6196,2.1254,1.6196,177.29,157.99,99.23,11.26,13.15,16.381,542.5,181.75,276.89,0.0,0.0,0.0,800C,0.72,True
9528,2.0505,1.3618,2.0505,1.3618,183.79,164.69,103.47,10.842,12.672,15.634,554.7,186.53,270.59,0.0,0.0,0.0,800C,0.72,True
9529,2.6838,1.9953,2.6838,1.9953,188.31,168.18,87.14,10.564,13.173,16.255,545.1,267.73,282.57,0.0,0.0,0.0,800C,0.72,True
9530,2.3732,1.6283,2.3732,1.6283,190.75,163.28,87.95,10.897,12.567,17.237,537.5,171.25,409.84,0.0,0.0,0.0,800C,0.72,True
9531,2.4654,2.6086,2.4654,2.6086,194.53,160.11,98.84,10.884,13.277,17.255,549.2,255.69,349.72,0.0,0.0,0.0,800C,0.72,True
9532,3.8731,1.5655,3.8731,1.5655,175.97,172.37,92.85,10.508,12.585,16.252,544.4,198.97,344.13,0.0,0.0,0.0,800C,0.72,True
9533,2.3903,2.616,2.3903,2.616,195.57,175.62,87.54,11.121,13.661,15.64,550.7,273.58,191.37,0.0,0.0,0.0,800C,0.72,True
9534,4.6211,2.4186,4.6211,2.4186,179.99,177.17,90.1,10.243,13.299,16.95,542.4,298.35,350.86,0.0,0.0,0.0,800C,0.72,True
9535,2.9935,2.0127,2.9935,2.0127,181.06,158.86,116.82,11.504,12.647,16.007,561.0,116.11,299.46,0.0,0.0,0.0,800C,0.72,True
9536,2.6137,2.9539,2.6137,2.9539,190.61,164.23,90.09,10.764,12.656,16.711,548.5,197.82,365.29,0.0,0.0,0.0,800C,0.72,True
9537,2.389,1.907,2.389,1.907,190.61,174.67,98.55,10.946,13.115,16.901,551.2,227.87,364.55,0.0,0.0,0.0,800C,0.72,True
9538,1.8678,1.3448,1.8678,1.3448,197.58,181.87,91.44,11.033,13.567,15.694,537.3,269.06,207.83,0.0,0.0,0.0,800C,0.72,True
9539,2.3364,1.5561,2.3364,1.5561,183.56,158.72,92.14,11.217,13.649,16.927,552.0,246.36,287.19,0.0,0.0,0.0,800C,0.72,True
9540,4.0098,1.2957,4.0098,1.2957,201.78,165.45,100.33,11.081,12.894,17.477,546.2,199.78,414.17,0.0,0.0,0.0,800C,0.72,True
9541,2.3705,2.2056,2.3705,2.2056,191.03,164.71,100.92,11.058,13.089,15.648,573.8,222.62,241.86,0.0,0.0,0.0,800C,0.72,True
9542,2.0297,3.0983,2.0297,3.0983,182.83,167.28,94.07,11.103,12.801,16.685,553.4,171.86,359.59,0.0,0.0,0.0,800C,0.72,True
9543,4.7345,1.0535,4.7345,1.0535,173.6,156.06,82.83,11.265,13.123,16.933,543.8,175.44,323.3,0.0,0.0,0.0,800C,0.72,True
9544,4.7007,2.3141,4.7007,2.3141,177.8,176.28,92.01,11.297,13.575,17.317,539.9,218.64,356.17,0.0,0.0,0.0,800C,0.72,True
9545,3.4854,1.9841,3.4854,1.9841,201.73,173.75,108.68,11.086,13.588,15.596,552.1,278.69,192.61,0.0,0.0,0.0,800C,0.72,True
9546,3.0429,0.9806,3.0429,0.9806,182.58,161.73,85.62,11.406,13.617,16.766,540.6,218.27,275.32,0.0,0.0,0.0,800C,0.72,True
9547,2.1771,2.4796,2.1771,2.4796,200.39,161.16,90.62,11.246,13.248,16.804,549.4,220.35,314.87,0.0,0.0,0.0,800C,0.72,True
9548,2.1633,1.1024,2.1633,1.1024,213.82,174.89,103.88,10.507,13.223,17.526,553.4,321.31,416.5,0.0,0.0,0.0,800C,0.72,True
9549,2.8619,2.4824,2.8619,2.4824,176.69,165.78,80.59,11.417,13.683,16.786,528.4,211.54,271.87,0.0,0.0,0.0,800C,0.72,True
9550,2.4167,2.2563,2.4167,2.2563,175.89,169.51,93.85,10.994,13.144,16.612,559.0,211.43,328.62,0.0,0.0,0.0,800C,0.72,True
9551,2.9613,2.6511,2.9613,2.6511,191.76,176.44,95.86,11.212,13.018,16.025,557.0,192.89,295.57,0.0,0.0,0.0,800C,0.72,True
9552,2.157,2.4436,2.157,2.4436,170.51,182.31,102.84,11.234,13.736,15.903,537.2,229.18,212.23,0.0,0.0,0.0,800C,0.72,True
9553,2.9407,1.2874,2.9407,1.2874,204.17,170.19,85.68,11.322,13.827,17.359,538.8,275.56,323.87,0.0,0.0,0.0,800C,0.72,True
9554,1.9291,1.3614,1.9291,1.3614,194.4,158.36,112.03,10.729,13.473,17.315,553.2,295.05,336.56,0.0,0.0,0.0,800C,0.72,True
9555,2.9299,1.546,2.9299,1.546,192.37,167.45,109.18,10.524,13.372,15.98,551.5,302.18,240.84,0.0,0.0,0.0,800C,0.72,True
9556,2.0236,1.3112,2.0236,1.3112,180.21,180.52,87.67,10.731,13.465,16.16,551.1,271.53,268.14,0.0,0.0,0.0,800C,0.72,True
9557,3.6891,1.4373,3.6891,1.4373,187.24,164.87,97.24,11.387,13.476,16.506,547.8,214.24,273.68,0.0,0.0,0.0,800C,0.72,True
9558,2.331,1.3775,2.331,1.3775,175.57,145.97,90.89,11.49,12.563,17.129,532.8,100.32,355.14,0.0,0.0,0.0,800C,0.72,True
9559,2.8932,3.1199,2.8932,3.1199,198.45,179.04,98.04,10.856,12.687,16.946,569.3,206.89,434.09,0.0,0.0,0.0,800C,0.72,True
9560,2.4579,0.9697,2.4579,0.9697,188.13,165.47,97.17,10.67,13.533,15.979,536.1,288.73,216.91,0.0,0.0,0.0,800C,0.72,True
9561,1.9015,1.7747,1.9015,1.7747,176.44,184.02,90.33,11.218,13.474,17.177,561.6,223.56,382.61,0.0,0.0,0.0,800C,0.72,True
9562,2.7558,1.3623,2.7558,1.3623,173.79,157.32,89.21,11.079,13.329,16.848,549.9,215.04,304.4,0.0,0.0,0.0,800C,0.72,True
9563,1.6636,1.4937,1.6636,1.4937,185.59,157.39,83.53,11.38,13.166,16.442,557.7,184.83,287.62,0.0,0.0,0.0,800C,0.72,True
9564,2.76,1.6193,2.76,1.6193,208.41,167.07,108.05,11.171,12.928,16.685,570.4,208.92,358.07,0.0,0.0,0.0,800C,0.72,True
9565,3.9311,1.5131,3.9311,1.5131,192.8,176.87,105.94,11.139,13.203,16.691,557.2,221.66,343.82,0.0,0.0,0.0,800C,0.72,True
9566,1.6478,1.8908,1.6478,1.8908,198.0,154.31,92.39,11.31,13.096,16.84,566.5,200.32,327.28,0.0,0.0,0.0,800C,0.72,True
9567,2.5074,1.6367,2.5074,1.6367,177.27,161.58,106.54,10.797,13.245,17.939,546.7,237.28,414.61,0.0,0.0,0.0,800C,0.72,True
9568,2.5664,1.2566,2.5664,1.2566,205.02,161.35,97.91,11.041,12.913,17.214,563.1,216.11,390.79,0.0,0.0,0.0,800C,0.72,True
9569,2.7864,1.9023,2.7864,1.9023,184.87,164.88,97.3,10.729,12.938,17.432,560.8,229.01,415.48,0.0,0.0,0.0,800C,0.72,True
9570,3.1025,1.5999,3.1025,1.5999,200.5,172.77,70.91,10.774,13.763,16.521,561.8,336.67,267.72,0.0,0.0,0.0,800C,0.72,True
9571,1.9332,1.8971,1.9332,1.8971,191.63,145.22,99.55,11.772,12.459,16.633,549.5,72.36,333.0,0.0,0.0,0.0,800C,0.72,True
9572,1.6932,2.3496,1.6932,2.3496,193.97,182.26,101.89,11.066,13.427,16.99,544.3,249.21,353.51,0.0,0.0,0.0,800C,0.72,True
9573,3.9138,1.7862,3.9138,1.7862,186.45,169.49,79.2,10.958,13.664,16.318,549.2,277.13,247.09,0.0,0.0,0.0,800C,0.72,True
9574,2.526,1.747,2.526,1.747,189.89,147.98,90.17,10.877,13.62,16.294,564.0,293.77,223.11,0.0,0.0,0.0,800C,0.72,True
9575,2.632,1.6496,2.632,1.6496,174.94,183.21,76.63,10.676,12.849,16.718,541.1,205.66,383.62,0.0,0.0,0.0,800C,0.72,True
9576,2.9627,2.5437,2.9627,2.5437,186.57,172.55,94.77,11.447,13.456,16.859,549.2,205.88,322.46,0.0,0.0,0.0,800C,0.72,True
9577,2.5893,1.3336,2.5893,1.3336,196.32,157.61,90.97,10.349,13.391,17.447,550.7,328.86,352.07,0.0,0.0,0.0,800C,0.72,True
9578,3.5921,1.4216,3.5921,1.4216,168.22,175.12,103.61,11.264,12.951,17.354,550.4,156.2,424.36,0.0,0.0,0.0,800C,0.72,True
9579,1.8252,1.4145,1.8252,1.4145,197.38,169.53,87.98,10.824,12.561,17.559,525.8,180.27,445.5,0.0,0.0,0.0,800C,0.72,True
9580,2.6639,1.5836,2.6639,1.5836,186.85,178.43,103.88,11.148,13.078,15.999,541.7,195.43,282.35,0.0,0.0,0.0,800C,0.72,True
9581,3.4318,2.3035,3.4318,2.3035,184.33,172.91,93.96,10.595,12.927,16.775,540.3,232.29,359.47,0.0,0.0,0.0,800C,0.72,True
9582,3.815,1.3396,3.815,1.3396,210.38,157.92,89.59,11.515,12.552,15.874,532.6,116.13,279.39,0.0,0.0,0.0,800C,0.72,True
9583,1.9893,1.6247,1.9893,1.6247,186.46,161.13,104.16,10.556,13.633,16.715,545.1,312.79,270.73,0.0,0.0,0.0,800C,0.72,True
9584,3.4357,2.7378,3.4357,2.7378,194.59,155.88,95.03,10.657,13.774,16.248,549.9,333.59,212.06,0.0,0.0,0.0,800C,0.72,True
9585,2.9215,1.8358,2.9215,1.8358,183.61,154.7,90.53,10.584,13.54,17.104,553.2,300.21,305.02,0.0,0.0,0.0,800C,0.72,True
9586,3.4176,1.0312,3.4176,1.0312,205.21,170.66,105.96,10.753,13.833,16.413,559.7,353.84,246.45,0.0,0.0,0.0,800C,0.72,True
9587,2.0865,1.3501,2.0865,1.3501,178.37,178.84,105.78,11.357,12.893,16.068,547.1,149.87,310.75,0.0,0.0,0.0,800C,0.72,True
9588,2.2004,1.8918,2.2004,1.8918,196.02,168.02,99.33,10.894,12.816,16.091,550.8,207.46,303.09,0.0,0.0,0.0,800C,0.72,True
9589,3.5977,2.1923,3.5977,2.1923,197.69,156.16,91.02,10.974,13.81,16.66,553.1,310.16,246.14,0.0,0.0,0.0,800C,0.72,True
9590,1.8849,1.3113,1.8849,1.3113,173.62,180.28,103.96,10.94,12.443,15.971,551.4,143.81,350.75,0.0,0.0,0.0,800C,0.72,True
9591,3.0871,1.7228,3.0871,1.7228,182.23,172.62,86.67,11.063,13.192,16.446,546.7,212.12,307.12,0.0,0.0,0.0,800C,0.72,True
9592,4.4149,1.6504,4.4149,1.6504,187.44,171.27,103.48,10.675,13.545,17.163,533.1,286.75,330.36,0.0,0.0,0.0,800C,0.72,True
9593,2.4733,1.6119,2.4733,1.6119,195.86,178.11,86.01,10.984,13.086,16.567,554.7,228.36,343.9,0.0,0.0,0.0,800C,0.72,True
9594,2.391,2.3892,2.391,2.3892,209.19,155.84,102.88,10.574,12.879,16.454,543.5,262.01,302.87,0.0,0.0,0.0,800C,0.72,True
9595,1.9153,2.0257,1.9153,2.0257,196.04,194.23,89.31,11.43,12.616,16.015,546.2,127.05,360.61,0.0,0.0,0.0,800C,0.72,True
9596,2.1104,1.6483,2.1104,1.6483,172.88,155.29,94.55,11.293,13.199,16.582,536.9,176.87,282.02,0.0,0.0,0.0,800C,0.72,True
9597,2.4417,1.9564,2.4417,1.9564,187.76,181.13,100.23,10.405,12.829,16.703,554.5,252.44,389.13,0.0,0.0,0.0,800C,0.72,True
9598,3.3982,1.5667,3.3982,1.5667,215.87,158.52,84.76,11.378,12.939,16.091,535.6,180.43,267.61,0.0,0.0,0.0,800C,0.72,True
9599,2.2585,1.0193,2.2585,1.0193,210.42,187.94,108.51,10.719,13.104,16.71,545.9,273.91,370.02,0.0,0.0,0.0,800C,0.72,True
9600,2.9277,1.2624,2.9277,1.2624,191.44,168.53,99.91,10.693,12.832,16.059,535.0,219.04,290.99,0.0,0.0,0.0,800C,0.72,True
9601,2.6926,1.5865,2.6926,1.5865,184.7,168.96,104.54,11.011,13.283,17.05,546.4,229.37,347.77,0.0,0.0,0.0,800C,0.72,True
9602,2.653,1.64,2.653,1.64,192.0,175.95,85.61,10.704,13.336,17.122,554.7,280.31,369.54,0.0,0.0,0.0,800C,0.72,True
9603,2.9065,1.9444,2.9065,1.9444,184.63,174.9,97.84,11.277,12.926,16.509,558.0,169.97,349.63,0.0,0.0,0.0,800C,0.72,True
9604,2.4246,1.2418,2.4246,1.2418,162.41,157.78,92.36,11.201,13.214,17.122,541.6,177.02,333.95,0.0,0.0,0.0,800C,0.72,True
9605,1.7581,1.0711,1.7581,1.0711,179.89,163.44,100.58,11.007,12.028,15.545,543.6,99.85,312.43,0.0,0.0,0.0,800C,0.72,True
9606,3.2314,2.3464,3.2314,2.3464,208.17,177.35,108.92,11.114,13.429,16.864,539.1,259.82,328.38,0.0,0.0,0.0,800C,0.72,True
9607,2.8759,1.7703,2.8759,1.7703,172.38,164.62,96.73,10.465,13.111,16.069,548.6,250.25,267.12,0.0,0.0,0.0,800C,0.72,True
9608,2.2361,2.3169,2.2361,2.3169,203.81,185.35,95.62,10.742,13.094,16.997,541.4,259.53,391.69,0.0,0.0,0.0,800C,0.72,True
9609,2.6461,1.1071,2.6461,1.1071,181.94,164.91,102.4,10.584,13.569,16.775,556.4,302.17,294.18,0.0,0.0,0.0,800C,0.72,True
9610,2.9189,0.8272,2.9189,0.8272,186.67,166.75,98.61,11.036,12.779,16.193,575.7,187.29,327.74,0.0,0.0,0.0,800C,0.72,True
9611,3.5782,2.2909,3.5782,2.2909,177.59,177.08,90.87,10.848,13.361,17.127,553.7,247.16,369.24,0.0,0.0,0.0,800C,0.72,True
9612,2.5315,2.2382,2.5315,2.2382,193.75,169.73,88.44,11.295,13.058,16.637,549.7,187.75,333.93,0.0,0.0,0.0,800C,0.72,True
9613,3.2123,2.1842,3.2123,2.1842,187.35,166.81,98.77,11.176,13.511,17.326,548.6,239.97,349.2,0.0,0.0,0.0,800C,0.72,True
9614,3.627,1.4143,3.627,1.4143,183.03,164.75,94.65,10.703,12.318,16.335,559.0,165.27,369.9,0.0,0.0,0.0,800C,0.72,True
9615,2.4001,1.2608,2.4001,1.2608,164.25,160.84,102.04,10.818,13.458,16.566,554.9,240.65,277.39,0.0,0.0,0.0,800C,0.72,True
9616,2.7221,1.6994,2.7221,1.6994,158.45,169.45,94.47,11.373,14.081,16.202,559.3,240.0,200.99,0.0,0.0,0.0,800C,0.72,True
9617,2.4026,1.8438,2.4026,1.8438,162.38,164.65,101.58,10.238,12.611,17.425,556.7,214.49,441.32,0.0,0.0,0.0,800C,0.72,True
9618,2.4055,2.3746,2.4055,2.3746,185.34,172.52,107.1,10.935,12.862,16.136,539.0,192.53,304.43,0.0,0.0,0.0,800C,0.72,True
9619,2.6225,1.6532,2.6225,1.6532,184.62,167.9,87.48,10.936,13.058,16.45,555.3,217.47,316.36,0.0,0.0,0.0,800C,0.72,True
9620,2.9714,1.617,2.9714,1.617,183.94,167.94,83.8,10.588,13.156,16.891,573.7,270.97,359.88,0.0,0.0,0.0,800C,0.72,True
9621,2.9608,1.6684,2.9608,1.6684,209.09,181.59,108.09,10.733,13.56,16.523,558.7,330.23,300.66,0.0,0.0,0.0,800C,0.72,True
9622,1.7822,1.508,1.7822,1.508,209.56,174.33,76.67,10.732,12.892,16.578,565.1,255.74,363.09,0.0,0.0,0.0,800C,0.72,True
9623,2.1358,2.0629,2.1358,2.0629,179.49,173.39,102.24,11.218,13.243,17.514,545.0,198.16,403.58,0.0,0.0,0.0,800C,0.72,True
9624,2.0672,1.2547,2.0672,1.2547,176.91,155.35,102.77,10.877,13.126,15.888,555.2,220.9,238.17,0.0,0.0,0.0,800C,0.72,True
9625,3.0181,2.4962,3.0181,2.4962,204.8,150.04,91.25,11.168,13.188,17.444,550.9,227.85,351.78,0.0,0.0,0.0,800C,0.72,True
9626,2.7967,1.6496,2.7967,1.6496,225.27,171.75,102.43,10.908,13.386,17.537,548.2,305.93,390.86,0.0,0.0,0.0,800C,0.72,True
9627,2.158,2.4884,2.158,2.4884,198.04,156.45,90.82,10.663,13.26,16.717,561.0,288.51,303.47,0.0,0.0,0.0,800C,0.72,True
9628,3.1688,1.4308,3.1688,1.4308,169.89,146.65,84.64,11.093,12.832,16.93,545.6,161.17,327.87,0.0,0.0,0.0,800C,0.72,True
9629,3.3588,2.3691,3.3588,2.3691,176.27,161.93,93.41,11.04,13.44,15.996,542.6,229.58,224.6,0.0,0.0,0.0,800C,0.72,True
9630,1.6722,2.8574,1.6722,2.8574,187.05,167.28,86.81,10.515,13.605,17.47,560.3,323.86,362.25,0.0,0.0,0.0,800C,0.72,True
9631,2.3153,1.5668,2.3153,1.5668,202.73,173.92,98.92,10.878,12.91,16.729,559.6,230.45,371.7,0.0,0.0,0.0,800C,0.72,True
9632,2.1455,1.5005,2.1455,1.5005,172.91,167.66,88.25,10.574,13.568,16.966,553.9,286.71,315.57,0.0,0.0,0.0,800C,0.72,True
9633,2.9842,1.8324,2.9842,1.8324,197.85,161.75,90.59,10.978,13.834,17.066,552.0,311.91,288.52,0.0,0.0,0.0,800C,0.72,True
9634,3.2638,2.6033,3.2638,2.6033,194.92,163.1,108.53,10.959,12.882,16.823,557.2,208.81,358.22,0.0,0.0,0.0,800C,0.72,True
9635,3.0198,1.8711,3.0198,1.8711,198.82,148.16,94.2,11.698,12.632,16.691,552.4,102.64,332.15,0.0,0.0,0.0,800C,0.72,True
9636,2.4495,2.4417,2.4495,2.4417,204.42,176.97,84.01,10.631,13.307,17.225,543.6,297.42,376.93,0.0,0.0,0.0,800C,0.72,True
9637,2.2862,1.4966,2.2862,1.4966,185.59,169.78,116.27,10.735,12.846,17.296,573.8,224.86,433.45,0.0,0.0,0.0,800C,0.72,True
9638,3.3925,2.3432,3.3925,2.3432,191.88,171.55,101.7,11.373,13.769,16.155,541.4,248.88,221.62,0.0,0.0,0.0,800C,0.72,True
9639,2.209,2.3033,2.209,2.3033,210.9,170.32,87.62,10.9,13.152,15.893,542.6,257.68,253.27,0.0,0.0,0.0,800C,0.72,True
9640,2.2344,1.7366,2.2344,1.7366,185.06,181.25,85.15,11.706,13.152,17.213,551.8,147.65,406.13,0.0,0.0,0.0,800C,0.72,True
9641,2.5969,2.0445,2.5969,2.0445,202.16,169.89,88.0,10.917,13.329,17.169,541.2,263.83,353.04,0.0,0.0,0.0,800C,0.72,True
9642,2.7281,1.6038,2.7281,1.6038,171.9,157.79,86.03,11.149,13.402,16.998,534.8,207.12,303.47,0.0,0.0,0.0,800C,0.72,True
9643,2.4754,2.1541,2.4754,2.1541,173.1,164.71,95.08,10.997,13.147,16.964,565.1,210.3,355.26,0.0,0.0,0.0,800C,0.72,True
9644,2.8472,3.5246,2.8472,3.5246,177.0,172.1,102.9,11.044,13.883,16.718,544.2,273.38,265.5,0.0,0.0,0.0,800C,0.72,True
9645,2.3514,1.7851,2.3514,1.7851,195.79,161.11,96.82,10.947,13.171,16.461,553.2,240.81,293.22,0.0,0.0,0.0,800C,0.72,True
9646,3.4721,1.6886,3.4721,1.6886,185.8,162.4,90.8,10.886,13.542,16.837,570.7,281.6,305.35,0.0,0.0,0.0,800C,0.72,True
9647,2.9802,1.0716,2.9802,1.0716,215.46,162.94,99.92,10.826,13.301,17.368,567.1,302.4,375.86,0.0,0.0,0.0,800C,0.72,True
9648,1.9234,1.5037,1.9234,1.5037,188.93,166.92,103.31,10.494,12.65,17.361,546.9,222.75,430.04,0.0,0.0,0.0,800C,0.72,True
9649,3.8961,2.2709,3.8961,2.2709,188.13,168.54,85.65,11.257,13.426,16.924,532.1,217.15,313.66,0.0,0.0,0.0,800C,0.72,True
9650,3.486,2.0443,3.486,2.0443,177.25,173.18,104.45,10.921,13.293,16.124,581.3,244.43,285.05,0.0,0.0,0.0,800C,0.72,True
9651,2.9401,1.445,2.9401,1.445,188.17,178.18,90.15,11.685,13.164,16.491,549.4,152.93,325.71,0.0,0.0,0.0,800C,0.72,True
9652,2.1931,1.4894,2.1931,1.4894,204.55,179.18,96.5,10.853,12.978,16.426,533.8,232.04,329.79,0.0,0.0,0.0,800C,0.72,True
9653,3.6318,2.1282,3.6318,2.1282,185.59,170.13,95.14,10.866,13.536,16.388,554.8,274.89,269.27,0.0,0.0,0.0,800C,0.72,True
9654,3.3891,1.4103,3.3891,1.4103,177.85,165.74,76.46,11.519,12.941,16.566,554.8,140.26,333.36,0.0,0.0,0.0,800C,0.72,True
9655,2.0706,1.3566,2.0706,1.3566,168.92,171.86,109.79,11.014,12.315,16.55,556.7,122.36,405.14,0.0,0.0,0.0,800C,0.72,True
9656,2.154,1.8317,2.154,1.8317,193.81,163.68,90.44,11.515,13.687,16.388,560.8,236.05,247.9,0.0,0.0,0.0,800C,0.72,True
9657,2.546,1.1185,2.546,1.1185,185.99,150.85,98.93,11.108,13.47,15.843,541.8,237.94,193.97,0.0,0.0,0.0,800C,0.72,True
9658,1.762,2.7353,1.762,2.7353,176.32,170.83,102.11,10.991,12.693,15.669,552.4,165.7,280.78,0.0,0.0,0.0,800C,0.72,True
9659,3.6622,2.1138,3.6622,2.1138,180.03,172.58,85.87,10.578,13.017,15.775,531.2,233.27,252.85,0.0,0.0,0.0,800C,0.72,True
9660,3.0047,0.9986,3.0047,0.9986,208.43,167.16,85.06,10.614,13.05,16.771,560.8,284.67,348.85,0.0,0.0,0.0,800C,0.72,True
9661,2.0262,2.0592,2.0262,2.0592,183.99,178.44,99.56,10.809,13.021,16.342,555.9,226.27,329.47,0.0,0.0,0.0,800C,0.72,True
9662,3.0537,1.018,3.0537,1.018,181.46,161.17,98.66,10.95,13.343,16.689,571.0,247.97,307.93,0.0,0.0,0.0,800C,0.72,True
9663,2.1761,1.8573,2.1761,1.8573,204.01,180.64,105.58,11.416,13.581,16.46,528.4,233.35,274.88,0.0,0.0,0.0,800C,0.72,True
9664,2.6705,1.2302,2.6705,1.2302,193.51,170.28,92.39,11.466,13.52,16.903,537.1,213.55,309.33,0.0,0.0,0.0,800C,0.72,True
9665,2.7024,2.1468,2.7024,2.1468,182.95,164.67,94.47,11.078,13.196,16.926,575.6,222.97,353.61,0.0,0.0,0.0,800C,0.72,True
9666,1.5573,1.5039,1.5573,1.5039,197.71,151.97,112.22,10.823,12.754,17.157,548.5,209.43,367.0,0.0,0.0,0.0,800C,0.72,True
9667,2.3417,1.9579,2.3417,1.9579,184.18,161.61,92.43,11.536,13.554,16.45,539.4,200.54,252.43,0.0,0.0,0.0,800C,0.72,True
9668,2.5045,2.7543,2.5045,2.7543,185.16,173.5,94.55,11.864,13.282,16.766,563.2,147.91,340.49,0.0,0.0,0.0,800C,0.72,True
9669,4.2252,1.3653,4.2252,1.3653,164.77,174.92,84.75,11.331,13.061,17.774,551.7,157.17,454.88,0.0,0.0,0.0,800C,0.72,True
9670,2.9599,2.2225,2.9599,2.2225,184.39,173.1,87.88,10.802,13.224,16.623,553.1,246.98,325.51,0.0,0.0,0.0,800C,0.72,True
9671,2.4369,1.0692,2.4369,1.0692,205.87,182.63,90.93,10.568,13.602,16.339,559.0,349.1,279.44,0.0,0.0,0.0,800C,0.72,True
9672,2.0551,1.7096,2.0551,1.7096,198.81,170.31,95.88,11.38,13.425,17.096,544.9,221.58,340.6,0.0,0.0,0.0,800C,0.72,True
9673,3.1163,1.615,3.1163,1.615,175.59,171.96,95.73,10.843,13.294,16.203,557.4,239.86,278.89,0.0,0.0,0.0,800C,0.72,True
