firm_code,survey_date,years_operation,employees_cat,employees_est,annual_revenue_cat,ownership_type,fdi_partnership,FDI,fdi_equity,fdi_joint_venture,fdi_tech_transfer,fdi_mgmt_contract,years_with_fdi,ka1,ka2,ka3,ka4,tp1,tp2,tp3,tp4,r_and_d_pct,new_products_3yr,proc_innov_iot,proc_innov_automation,proc_innov_quality,proc_innov_other,inn1,inn2,inn3,skilled_workforce_pct,training_hours_per_employee,modern_equipment,machinery_age_years,access_credit,reinvestment_rate_pct,gp1_tax_incentives,gp2_regulatory_stability,gp3_infrastructure_support,gp4_ease_of_permits,avg_roi_pct,avg_roa_pct,export_intensity_pct,capacity_utilization_pct,market_share_lagos_pct,KA_score,TP_score,INN_score,FR_score,GP_score,PERFORM_index
FIRM259,18/03/2025,17,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,3,3,1,2,3,3,2,2,1.2,3,0,1,1,0,1.2,3,2,61.1,13.0,1,7,Difficult,18.5,3,2,2,3,4.03,0.11,5.88,65.81,4.94,2.25,2.5,1.528,0.563,2.333,19.06
FIRM260,28/04/2025,1,51-250,150,<50M,Local,No,0,0,0,0,0,0,3,2,1,2,4,2,2,2,3.24,5,0,1,0,0,3.24,5,1,64.6,32.0,0,4,Difficult,11.1,5,4,1,3,5.48,3.26,12.39,58.24,3.52,2.0,2.5,1.422,0.476,3.333,21.66
FIRM261,07/01/2025,25,500+,700,500M-5B,Local,Yes,1,0,0,1,0,1,5,3,4,4,3,3,4,4,5.07,6,0,1,0,0,5.07,6,1,81.3,20.1,1,1,Moderate,16.6,3,5,2,4,13.51,8.09,17.76,72.27,12.42,4.0,3.5,1.76,0.704,3.333,38.24
FIRM262,18/06/2025,26,51-250,150,<50M,Local,No,0,0,0,0,0,0,4,2,4,2,2,2,2,1,3.35,3,0,1,0,0,3.35,3,1,35.0,16.3,1,25,Difficult,8.6,3,3,2,5,-0.86,-3,0,58.4,0,3.0,1.75,1.271,0.369,2.667,8.74
FIRM263,03/02/2025,3,51-250,150,50M-500M,Joint venture,Yes,1,1,1,0,1,3,4,3,5,4,3,3,3,3,3.81,4,1,0,1,0,3.81,4,2,44.8,9.8,0,10,Difficult,21.2,5,2,5,5,8.21,6.73,14.45,61.5,6.48,4.0,3.0,1.974,0.351,4.0,28.48
FIRM264,23/06/2025,19,1-50,35,<50M,Local,No,0,0,0,0,0,0,3,3,3,4,2,3,2,2,3.29,1,0,0,0,0,3.29,1,0,54.8,14.7,0,6,Moderate,7.4,4,1,2,4,2.34,0.86,1.81,64.12,6.08,3.25,2.25,0.54,0.393,2.333,17.94
FIRM265,18/03/2025,17,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,3,4,3,3,2,2,2,3,1.87,0,0,0,0,0,1.87,0,0,74.0,25.1,1,14,Moderate,9.0,4,3,3,4,0.58,-0.45,6.75,77.0,1.39,3.25,2.25,0.26,0.572,3.333,17.35
FIRM266,16/01/2025,22,1-50,35,<50M,Joint venture,No,0,0,0,0,0,0,3,3,4,3,4,3,3,1,2.0,0,0,0,0,1,2.0,0,0,46.1,2.4,1,24,Moderate,13.7,3,3,1,2,4.72,-1.51,2.09,56.89,7.23,3.25,2.75,0.278,0.402,2.333,16.64
FIRM267,28/06/2025,15,1-50,35,50M-500M,Local,Yes,1,0,0,1,0,10,3,5,5,5,4,2,4,3,3.55,3,0,0,0,0,3.55,3,0,63.2,22.4,1,14,Moderate,16.2,1,3,3,4,6.98,6.8,12.52,68.77,2.68,4.5,3.25,0.743,0.567,2.333,27.21
FIRM268,26/02/2025,15,251-500,350,500M-5B,Joint venture,Yes,1,0,1,1,0,11,5,5,5,3,4,3,3,3,4.72,4,1,0,0,1,4.72,4,1,70.8,36.8,1,14,Easy,17.2,6,3,3,3,12.14,7.11,21.74,67.11,11.15,4.5,3.25,1.544,0.668,4.0,35.83
FIRM269,24/04/2025,22,251-500,350,500M-5B,Local,Yes,1,1,0,1,0,11,5,5,3,5,4,2,3,3,4.34,1,0,0,0,0,4.34,1,0,65.3,51.3,0,1,Difficult,8.7,3,3,6,2,6.91,1.75,22.29,74.06,8.22,4.5,3.0,0.686,0.554,4.0,28.51
FIRM270,04/01/2025,8,1-50,35,50M-500M,Foreign-owned,Yes,1,0,1,1,0,8,5,4,4,5,4,3,3,5,2.67,2,0,1,0,0,2.67,2,1,51.9,39.5,0,16,Moderate,16.5,5,1,3,3,11.57,10.67,16.3,82.07,9.22,4.5,3.75,1.093,0.432,3.0,39.39
FIRM271,01/03/2025,4,1-50,35,<50M,Local,No,0,0,0,0,0,0,3,2,3,3,1,3,2,2,1.68,3,0,0,0,0,1.68,3,0,48.9,20.3,0,19,Moderate,20.7,3,5,4,2,-3.92,3.19,1.82,66.33,1.2,2.75,2.0,0.484,0.356,4.0,14.25
FIRM272,17/03/2025,5,51-250,150,<50M,Local,No,0,0,0,0,0,0,3,3,3,2,1,2,1,3,2.65,2,1,0,1,0,2.65,2,2,54.3,20.6,0,14,Difficult,7.1,2,3,3,4,1.27,-3,13.54,59.47,0,2.75,1.75,1.645,0.32,2.667,13.0
FIRM273,10/03/2025,20,251-500,350,500M-5B,Joint venture,Yes,1,1,1,1,0,11,5,5,4,5,3,3,2,4,2.51,4,0,0,0,0,2.51,4,0,30.5,25.4,0,3,Moderate,29.0,5,5,4,2,9.31,3.49,16.1,53.4,8.85,4.75,3.0,0.681,0.483,4.667,26.3
FIRM274,20/02/2025,15,51-250,150,500M-5B,Local,No,0,0,0,0,0,0,2,4,3,2,2,3,2,2,2.96,2,0,0,0,0,2.96,2,0,52.6,39.9,1,8,Easy,4.9,4,4,3,5,-1.9,-1.6,6.84,48.7,4.18,2.75,2.25,0.577,0.625,3.667,10.43
FIRM275,16/03/2025,20,500+,700,>5B,Foreign-owned,Yes,1,1,0,1,0,1,3,4,2,4,4,2,2,3,3.77,5,0,0,1,0,3.77,5,1,55.9,18.3,1,12,Moderate,31.5,4,3,3,3,9.4,3.37,15.25,72.02,7.66,3.25,2.75,1.495,0.616,3.333,29.3
FIRM276,27/02/2025,19,51-250,150,<50M,Joint venture,No,0,0,0,0,0,0,1,3,5,3,3,2,3,3,3.01,2,0,0,0,0,3.01,2,0,52.6,0,0,14,Difficult,20.2,4,3,6,1,5.11,0.22,1.32,69.1,8.16,3.0,2.75,0.585,0.303,4.333,20.95
FIRM277,21/06/2025,1,1-50,35,<50M,Local,No,0,0,0,0,0,0,1,4,3,2,3,3,4,2,2.87,0,0,1,0,1,2.87,0,1,50.5,11.4,1,10,Moderate,27.1,4,2,2,6,5.53,5.33,8.84,58.4,4.23,2.5,3.0,0.955,0.576,2.667,22.98
FIRM278,23/01/2025,16,51-250,150,500M-5B,Foreign-owned,Yes,1,1,0,1,0,10,5,5,4,4,3,3,4,4,3.99,4,0,0,1,0,3.99,4,1,58.3,10.4,0,16,Moderate,13.2,3,3,4,3,13.27,6.71,19.84,70.1,3.75,4.5,3.5,1.444,0.337,3.333,33.25
FIRM279,04/05/2025,12,500+,700,>5B,Local,Yes,1,1,0,1,0,4,5,5,5,5,1,3,4,4,3.16,2,1,0,0,0,3.16,2,1,54.0,46.1,1,10,Moderate,12.2,5,4,4,5,9.24,3.59,11.17,81.57,9.29,5.0,3.0,1.161,0.636,4.333,31.17
FIRM280,23/02/2025,12,1-50,35,<50M,Local,No,0,0,0,0,0,0,3,3,2,3,3,4,2,2,2.66,3,0,0,1,0,2.66,3,1,57.5,15.3,0,15,Moderate,12.2,3,1,3,3,3.78,0.68,7.38,68.37,3.41,2.75,2.75,1.176,0.355,2.333,19.51
FIRM281,17/04/2025,8,251-500,350,>5B,Foreign-owned,No,0,0,0,0,0,0,5,5,3,3,3,3,5,3,3.02,3,0,1,1,0,3.02,3,2,75.2,39.0,1,13,Moderate,6.2,2,5,3,5,16.07,6.21,6.72,67.02,8.1,4.0,3.5,1.78,0.617,3.333,33.24
FIRM282,01/03/2025,21,251-500,350,500M-5B,Local,Yes,1,1,0,1,0,11,5,5,3,5,2,1,3,3,4.44,0,1,1,0,0,4.44,0,2,75.3,25.8,1,7,Difficult,4.9,4,4,3,2,8.47,0.11,19.16,62.07,3.96,4.5,2.25,1.727,0.583,3.667,23.33
FIRM283,27/01/2025,12,1-50,35,<50M,Local,Yes,1,1,0,1,0,6,5,4,4,5,2,4,3,3,3.03,3,1,0,0,0,3.03,3,1,35.2,22.5,1,18,Moderate,28.5,4,3,5,3,5.98,9.16,30.93,69.66,7.33,4.5,3.0,1.227,0.52,4.0,34.32
FIRM284,02/05/2025,21,1-50,35,<50M,Local,Yes,1,1,0,1,0,9,5,5,4,4,4,3,2,3,4.18,2,0,0,1,0,4.18,2,1,50.5,34.5,1,14,Moderate,10.7,3,2,1,3,9.05,5.87,7.77,70.98,3.92,4.5,3.0,1.303,0.552,2.0,27.79
FIRM285,01/06/2025,21,500+,700,>5B,Joint venture,Yes,1,1,1,1,1,2,4,4,4,4,5,4,3,4,3.2,5,0,1,0,0,3.2,5,1,77.0,22.9,1,8,Easy,20.0,5,4,4,2,13.93,8.8,22.09,87.68,7.82,4.0,4.0,1.417,0.695,4.333,41.05
FIRM286,06/03/2025,15,51-250,150,50M-500M,Local,No,0,0,0,0,0,0,4,4,4,3,4,2,4,3,2.46,2,0,1,0,0,2.46,2,1,63.3,23.8,1,8,Moderate,4.7,1,2,4,2,6.39,5.02,3.49,67.08,1.24,3.75,3.25,1.064,0.568,2.333,22.65
FIRM287,08/01/2025,1,51-250,150,500M-5B,Joint venture,No,0,0,0,0,0,0,3,3,2,4,3,4,4,3,3.51,3,1,1,0,0,3.51,3,2,38.4,22.8,0,12,Easy,1.5,6,4,4,5,12.73,5.79,6.41,57.37,1.39,3.0,3.5,1.849,0.339,4.667,25.94
FIRM288,13/05/2025,3,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,2,2,4,3,4,4,3,3,2.14,2,0,0,1,0,2.14,2,1,59.3,25.0,0,14,Moderate,21.0,5,4,3,2,7.38,9.45,10.19,75.3,8.34,2.75,3.5,1.02,0.437,4.0,32.84
FIRM289,28/04/2025,12,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,3,4,4,3,2,2,1,1,2.27,5,0,0,0,0,2.27,5,0,35.8,1.9,1,12,Easy,11.7,3,3,4,4,1.65,-1.32,0,61.32,2.26,3.5,1.5,0.731,0.456,3.333,13.21
FIRM290,30/03/2025,22,51-250,150,50M-500M,Local,No,0,0,0,0,0,0,2,2,2,3,3,2,1,2,1.43,1,0,0,1,0,1.43,1,1,66.9,19.0,0,11,Moderate,25.5,4,4,4,2,1.36,-0.86,3.77,63.6,0,2.25,2.0,0.837,0.478,4.0,13.63
FIRM291,23/04/2025,18,500+,700,500M-5B,Foreign-owned,Yes,1,1,0,1,0,1,4,5,4,5,3,2,5,4,3.48,7,1,0,0,0,3.48,7,1,75.4,20.1,0,21,Moderate,27.7,3,2,5,5,11.33,8.15,6.96,70.07,10.01,4.5,3.5,1.623,0.444,3.333,33.3
FIRM292,01/01/2025,14,51-250,150,<50M,Local,No,0,0,0,0,0,0,3,3,4,2,5,2,3,2,3.04,2,0,1,0,0,3.04,2,1,61.1,4.3,1,15,Moderate,16.1,3,4,4,2,1.0,1.89,2.36,63.16,6.94,3.0,3.0,1.145,0.493,3.667,18.21
FIRM293,31/05/2025,24,251-500,350,>5B,Local,Yes,1,1,0,1,1,10,4,5,5,5,3,3,4,3,3.57,4,1,0,1,0,3.57,4,2,63.8,44.0,1,8,Moderate,23.3,4,4,3,5,14.54,10.01,18.63,72.46,7.51,4.75,3.25,1.94,0.716,3.667,38.53
FIRM294,19/04/2025,3,51-250,150,<50M,Local,No,0,0,0,0,0,0,2,3,3,3,2,3,2,3,1.54,5,0,1,0,0,1.54,5,1,34.8,8.9,1,8,Moderate,22.5,2,3,4,1,0.42,2.43,13.07,57.3,3.47,2.75,2.5,1.186,0.523,3.0,17.77
FIRM295,17/03/2025,18,51-250,150,<50M,Local,No,0,0,0,0,0,0,3,4,1,3,3,1,3,2,1.95,4,0,0,0,0,1.95,4,0,40.7,28.5,1,14,Difficult,16.9,2,3,4,4,4.27,1.18,2.52,48.08,4.93,2.75,2.25,0.605,0.504,3.0,15.84
FIRM296,21/01/2025,16,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,2,2,3,2,3,3,3,3,3.19,3,0,0,1,0,3.19,3,1,60.0,40.2,0,11,Difficult,12.8,6,3,1,1,7.4,6.21,10.66,69.9,5.09,2.25,3.0,1.248,0.446,3.333,27.89
FIRM297,12/03/2025,1,1-50,35,50M-500M,Joint venture,Yes,1,1,1,1,0,1,5,3,4,4,2,2,2,3,2.84,2,1,1,0,0,2.84,2,2,54.3,16.7,0,2,Moderate,12.2,5,4,3,2,6.47,5.44,17.97,60.43,5.88,4.0,2.25,1.672,0.449,4.0,26.6
FIRM298,22/06/2025,3,1-50,35,<50M,Local,No,0,0,0,0,0,0,3,3,4,4,2,3,5,2,2.88,4,0,0,0,0,2.88,4,0,43.5,23.9,1,3,Difficult,23.7,3,2,3,4,10.3,1.11,0,66.16,1.89,3.5,3.0,0.734,0.607,2.667,21.37
FIRM299,12/06/2025,1,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,5,2,4,4,2,3,1,2,2.55,1,1,0,0,0,2.55,1,1,66.9,28.0,0,7,Moderate,13.6,5,3,4,4,2.22,-2.25,3.62,66.4,3.54,3.75,2.0,0.994,0.487,4.0,15.11
FIRM300,03/06/2025,1,51-250,150,50M-500M,Joint venture,Yes,1,0,1,0,1,1,5,2,4,4,3,3,2,1,2.66,2,0,1,0,0,2.66,2,1,77.0,11.6,1,9,Moderate,32.4,3,4,1,1,9.3,1.96,21.08,66.92,4.0,3.75,2.25,1.092,0.672,2.667,26.69
