record_id,structure_type,soil_type,cover_depth_m,diameter_or_width_m,wall_thickness_m,groundwater_state,surface_settlement_mm,lateral_deflection_mm,earth_pressure_kpa,pore_pressure_kpa,failure_mode,failure_label,source_reference
STR-00511,Shaft lining,Sand,18.958,9.392,1.162,Saturated,5.83,8.109,461.152,174.283,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00512,Basement wall,Sand,15.96,14.364,0.59,Dry,15.229,14.689,259.527,67.201,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00513,Basement wall,Sand,29.431,11.292,0.361,Saturated,31.228,26.693,781.015,197.504,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00514,Shaft lining,Sand,28.462,10.247,0.803,Perched,13.55,13.896,617.061,152.81,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00515,Tunnel,Sand,15.828,4.069,0.573,Perched,8.135,9.379,332.861,125.926,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00516,Shaft lining,Clay,26.467,7.763,0.33,Dry,29.99,21.638,531.435,115.161,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00517,Shaft lining,Clay,5.479,8.486,1.127,Saturated,4.966,7.195,161.963,130.339,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00518,Tunnel,Clay,31.799,7.924,0.793,Perched,12.9,12.743,678.465,164.28,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00519,Shaft lining,Clay,19.999,7.61,0.549,Perched,20.163,17.252,468.639,141.861,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00520,Shaft lining,Clay-Sand Mix,29.462,4.947,0.879,Saturated,16.826,14.682,766.74,198.096,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00521,Basement wall,Sand,7.234,8.554,0.469,Dry,8.472,8.479,102.791,40.877,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00522,Shaft lining,Sand,33.049,12.437,0.684,Saturated,23.73,19.616,769.152,207.772,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00523,Basement wall,Clay,5.408,12.708,0.945,Saturated,10.74,10.455,163.796,141.922,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00524,Tunnel,Sand,4.8,8.252,1.012,Dry,3.791,7.167,68.425,38.679,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00525,Shaft lining,Sand,15.401,4.837,0.647,Saturated,12.682,10.686,350.158,159.917,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00526,Tunnel,Sand,28.718,6.501,0.942,Saturated,8.677,8.714,687.609,195.315,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00527,Shaft lining,Clay,19.517,13.262,0.949,Perched,13.927,14.557,494.762,125.457,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00528,Shaft lining,Sand,26.751,4.855,0.456,Dry,12.838,12.751,476.167,99.695,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00529,Shaft lining,Clay,5.411,10.421,0.814,Saturated,9.239,8.545,135.815,141.587,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00530,Basement wall,Clay-Sand Mix,24.989,13.065,0.67,Perched,18.806,16.508,535.916,147.883,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00531,Tunnel,Clay,5.863,10.926,0.799,Dry,8.748,8.958,88.592,46.229,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00532,Tunnel,Clay,31.433,10.32,1.196,Saturated,9.92,9.051,822.67,195.297,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00533,Basement wall,Sand,31.097,11.668,0.948,Saturated,11.788,15.714,760.176,220.171,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00534,Tunnel,Clay,8.331,6.001,0.322,Perched,19.94,12.557,212.491,112.434,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00535,Basement wall,Clay,5.108,11.318,0.304,Perched,23.457,17.238,82.144,102.063,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00536,Tunnel,Clay,8.033,5.28,0.827,Saturated,2.305,5.105,198.882,141.443,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00537,Tunnel,Clay-Sand Mix,6.03,4.022,0.333,Saturated,12.167,8.212,182.121,139.623,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00538,Basement wall,Sand,24.141,12.989,1.177,Saturated,10.283,9.781,617.798,198.725,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00539,Tunnel,Sand,25.083,12.131,1.074,Saturated,11.628,11.151,600.03,182.095,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00540,Tunnel,Clay,33.273,8.779,0.871,Perched,16.506,12.437,695.498,161.792,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00541,Shaft lining,Clay,24.385,13.719,0.818,Dry,20.338,18.71,466.004,87.396,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00542,Tunnel,Sand,13.243,13.923,0.454,Saturated,23.841,17.928,327.967,176.776,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00543,Basement wall,Clay,24.909,11.385,0.506,Dry,22.849,17.989,441.866,81.818,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00544,Shaft lining,Clay,5.467,9.22,0.592,Saturated,11.536,11.682,97.328,147.196,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00545,Shaft lining,Clay,13.976,11.326,1.062,Saturated,9.551,8.963,356.345,165.435,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00546,Shaft lining,Sand,28.786,10.983,0.768,Dry,12.006,11.231,565.258,109.424,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00547,Shaft lining,Clay-Sand Mix,18.882,13.074,0.625,Saturated,18.841,17.202,478.73,174.459,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00548,Shaft lining,Sand,16.645,9.153,0.317,Perched,21.597,16.672,317.622,144.022,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00549,Shaft lining,Clay-Sand Mix,5.908,14.926,1.197,Perched,4.383,9.382,94.037,94.483,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00550,Basement wall,Clay,6.772,4.316,0.812,Saturated,5.467,6.325,256.303,136.633,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00551,Tunnel,Clay-Sand Mix,7.085,12.045,0.685,Dry,9.7,12.379,111.303,49.59,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00552,Basement wall,Clay,4.086,8.766,0.643,Saturated,12.447,13.615,75.033,112.524,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00553,Tunnel,Sand,33.097,9.23,0.491,Dry,23.214,18.118,618.699,109.927,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00554,Tunnel,Sand,27.665,4.023,0.471,Perched,13.168,10.319,553.315,174.515,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00555,Tunnel,Clay,17.18,12.117,0.67,Perched,19.385,18.318,357.739,129.066,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00556,Basement wall,Clay,28.321,13.788,0.915,Dry,15.615,16.74,501.16,92.285,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00557,Tunnel,Clay-Sand Mix,34.289,7.268,0.68,Perched,15.236,12.378,762.109,176.645,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00558,Tunnel,Clay,23.209,12.053,0.634,Perched,18.824,18.482,512.557,137.095,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00559,Tunnel,Clay,25.074,8.085,0.686,Dry,12.059,11.734,481.502,111.462,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00560,Tunnel,Clay,5.304,5.072,0.372,Saturated,13.709,8.768,99.489,149.941,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00561,Shaft lining,Sand,10.967,14.986,1.019,Perched,6.408,8.397,207.739,119.387,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00562,Tunnel,Sand,10.874,4.845,0.426,Saturated,9.763,10.072,275.948,161.061,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00563,Tunnel,Sand,27.24,9.381,0.553,Saturated,20.498,19.197,656.693,198.832,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00564,Basement wall,Clay,8.719,7.946,1.168,Perched,7.012,5.937,194.292,115.65,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00565,Shaft lining,Clay,9.895,13.36,0.792,Saturated,10.106,8.772,283.491,160.33,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00566,Shaft lining,Clay,6.704,5.292,0.453,Saturated,13.978,9.432,176.208,168.767,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00567,Shaft lining,Sand,13.728,11.495,0.878,Dry,7.899,7.166,263.632,75.133,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00568,Tunnel,Clay,13.251,13.448,0.662,Perched,15.364,19.121,307.485,105.798,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00569,Tunnel,Sand,11.475,8.889,1.16,Saturated,9.793,9.031,277.63,156.981,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00570,Tunnel,Clay-Sand Mix,25.412,14.187,0.556,Perched,18.162,16.152,566.637,155.951,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00571,Shaft lining,Clay,9.248,7.289,0.644,Saturated,9.765,9.487,246.436,167.815,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00572,Shaft lining,Clay,17.094,10.854,0.879,Dry,5.143,8.31,323.952,78.417,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00573,Shaft lining,Clay,18.359,7.032,1.07,Saturated,11.31,8.539,464.193,178.797,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00574,Shaft lining,Clay,31.454,14.263,0.692,Saturated,27.65,23.011,817.166,194.125,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00575,Basement wall,Sand,6.963,4.89,0.831,Saturated,3.62,5.288,167.584,142.679,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00576,Tunnel,Clay-Sand Mix,10.352,14.822,1.16,Perched,7.377,9.206,236.838,107.56,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00577,Shaft lining,Clay,11.816,7.474,0.875,Saturated,7.564,11.607,306.529,156.273,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00578,Tunnel,Sand,6.201,6.346,1.008,Perched,4.789,4.743,152.91,101.445,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00579,Tunnel,Sand,30.927,6.87,0.37,Saturated,30.668,22.649,742.18,204.743,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00580,Tunnel,Clay,30.442,12.052,0.891,Dry,8.068,11.219,573.558,111.935,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00581,Shaft lining,Sand,12.047,8.629,0.295,Dry,19.439,12.174,205.583,48.459,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00582,Tunnel,Sand,18.861,4.161,0.295,Dry,16.723,12.967,332.099,77.172,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00583,Basement wall,Clay,21.656,13.995,1.076,Saturated,15.734,15.127,585.735,184.217,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00584,Shaft lining,Clay,5.571,4.195,0.745,Saturated,4.749,3.42,117.085,145.722,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00585,Tunnel,Sand,12.018,6.465,0.524,Perched,7.783,6.491,226.695,99.523,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00586,Basement wall,Sand,33.215,11.158,0.876,Perched,10.465,14.004,717.93,165.153,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00587,Tunnel,Sand,8.91,4.019,0.731,Dry,1.726,7.166,176.515,48.035,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00588,Tunnel,Clay,12.275,13.658,0.401,Saturated,27.865,24.188,356.851,174.984,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00589,Tunnel,Sand,18.505,11.561,0.686,Dry,8.452,9.943,329.794,82.085,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00590,Tunnel,Clay-Sand Mix,11.544,8.753,0.855,Perched,10.316,12.658,228.928,114.191,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00591,Shaft lining,Clay,21.549,7.615,1.098,Saturated,11.784,6.832,543.951,187.949,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00592,Shaft lining,Clay,32.01,12.739,0.548,Dry,25.816,21.179,613.554,112.965,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00593,Basement wall,Clay,34.983,6.704,0.411,Saturated,35.631,26.202,965.691,207.168,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00594,Basement wall,Clay-Sand Mix,30.208,14.465,0.643,Dry,16.054,15.626,599.482,100.871,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00595,Basement wall,Clay,11.328,9.446,0.826,Saturated,7.496,8.954,316.345,146.61,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00596,Basement wall,Clay,33.036,6.223,0.759,Dry,8.625,5.601,665.014,124.884,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00597,Tunnel,Clay,20.442,14.984,0.278,Perched,45.543,32.753,445.207,126.583,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00598,Shaft lining,Clay,12.404,6.561,1.134,Perched,7.805,7.369,312.342,122.071,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00599,Basement wall,Clay-Sand Mix,6.743,8.339,0.329,Perched,17.587,15.949,162.685,107.072,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00600,Tunnel,Clay,34.19,5.374,0.926,Dry,9.455,6.889,696.16,125.208,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00601,Tunnel,Clay,34.654,5.745,0.482,Saturated,32.199,20.541,934.899,179.282,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00602,Basement wall,Sand,21.066,11.676,1.018,Saturated,10.128,12.091,553.128,163.629,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00603,Tunnel,Clay,4.703,4.449,0.405,Dry,5.44,5.499,90.224,37.876,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00604,Tunnel,Sand,4.635,11.32,0.643,Saturated,10.516,13.344,118.141,129.585,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00605,Shaft lining,Clay,16.329,11.513,0.781,Dry,12.488,12.049,325.548,58.239,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00606,Tunnel,Clay,30.151,14.866,0.768,Perched,22.123,19.156,695.099,163.917,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00607,Tunnel,Sand,33.865,14.152,0.331,Saturated,45.47,31.298,778.378,231.035,Piping/erosion,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00608,Basement wall,Sand,19.1,4.56,0.498,Dry,3.12,6.654,357.396,87.655,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00609,Shaft lining,Sand,26.137,4.843,1.113,Saturated,7.398,8.596,677.449,194.271,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00610,Tunnel,Clay,30.445,12.127,0.772,Dry,14.762,15.573,546.621,114.473,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00611,Shaft lining,Clay,7.841,8.859,1.107,Perched,5.484,8.817,180.58,123.635,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00612,Tunnel,Clay,5.502,11.935,0.537,Perched,15.662,11.665,139.766,118.674,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00613,Tunnel,Clay,25.374,9.104,0.407,Saturated,33.135,24.205,645.125,198.227,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00614,Tunnel,Sand,32.226,8.968,0.675,Saturated,19.527,14.798,775.811,207.606,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00615,Shaft lining,Sand,24.036,9.342,0.855,Perched,11.212,11.301,475.854,150.97,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00616,Tunnel,Sand,11.934,7.795,0.965,Perched,4.393,5.251,247.767,123.811,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00617,Basement wall,Clay,11.893,7.661,0.282,Saturated,32.578,22.959,308.467,157.216,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00618,Basement wall,Sand,11.397,12.285,0.787,Dry,9.449,11.061,194.651,72.025,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00619,Tunnel,Clay-Sand Mix,30.159,6.303,1.085,Perched,8.553,10.387,684.231,152.813,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00620,Tunnel,Sand,22.947,12.571,0.308,Saturated,32.469,24.04,573.876,203.509,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00621,Basement wall,Clay,14.547,13.836,1.104,Saturated,11.399,14.674,377.409,184.711,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00622,Basement wall,Sand,26.587,7.505,1.016,Perched,5.382,9.131,536.129,151.969,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00623,Shaft lining,Sand,23.879,4.13,0.949,Perched,7.612,5.217,475.828,143.817,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00624,Tunnel,Sand,22.354,5.496,0.826,Dry,7.731,8.382,405.191,82.638,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00625,Basement wall,Clay,12.649,8.88,0.388,Saturated,25.423,21.925,314.288,157.583,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00626,Basement wall,Clay,31.46,10.384,0.593,Perched,25.39,19.5,704.611,173.789,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00627,Tunnel,Clay,12.404,8.289,0.354,Saturated,23.976,18.011,308.304,150.558,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00628,Tunnel,Clay,28.768,13.358,1.169,Dry,11.228,7.815,579.507,126.902,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00629,Shaft lining,Sand,31.025,4.636,0.761,Perched,9.814,5.559,626.535,166.765,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00630,Basement wall,Sand,7.91,10.505,1.148,Perched,6.976,9.825,172.769,128.929,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00631,Tunnel,Clay,27.514,9.394,0.738,Saturated,19.237,17.257,700.57,190.66,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00632,Basement wall,Clay,31.589,10.883,0.551,Dry,17.405,15.251,592.041,104.976,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00633,Tunnel,Clay-Sand Mix,32.216,4.81,0.828,Saturated,15.177,9.43,815.926,189.81,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00634,Shaft lining,Sand,4.923,14.806,0.533,Dry,11.17,13.03,135.193,46.357,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00635,Basement wall,Sand,14.289,14.873,0.755,Dry,9.43,16.89,227.732,66.873,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00636,Basement wall,Sand,13.658,9.813,0.7,Dry,4.851,6.459,208.551,60.009,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00637,Shaft lining,Sand,18.517,11.187,0.635,Saturated,15.62,11.841,473.614,164.115,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00638,Basement wall,Sand,18.698,11.595,0.442,Dry,17.555,13.419,342.375,97.945,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00639,Basement wall,Sand,21.896,12.3,1.11,Saturated,9.577,12.499,520.868,190.155,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00640,Tunnel,Clay-Sand Mix,10.419,13.254,0.485,Saturated,19.802,13.993,252.416,167.515,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00641,Shaft lining,Clay,20.877,8.062,0.555,Saturated,14.402,11.712,547.475,199.668,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00642,Basement wall,Sand,8.083,4.558,0.983,Saturated,1.487,2.914,212.199,144.422,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00643,Tunnel,Clay,7.274,7.239,0.39,Saturated,21.532,18.709,211.388,154.261,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00644,Basement wall,Clay,16.459,4.504,0.579,Perched,9.566,5.88,372.163,122.837,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00645,Shaft lining,Sand,23.922,10.689,1.122,Saturated,12.328,10.125,525.24,196.803,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00646,Basement wall,Sand,28.221,14.42,1.138,Dry,12.209,12.953,547.919,102.555,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00647,Basement wall,Sand,17.678,8.148,1.04,Perched,8.066,8.649,382.395,139.869,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00648,Shaft lining,Clay,23.563,13.16,0.759,Dry,11.717,10.095,435.744,85.821,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00649,Tunnel,Clay,19.986,12.562,1.174,Dry,9.46,12.589,399.753,81.296,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00650,Shaft lining,Clay,22.747,8.076,0.778,Dry,10.578,11.533,448.95,77.55,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00651,Basement wall,Clay,32.21,10.425,0.537,Saturated,28.587,20.894,883.89,219.047,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00652,Shaft lining,Sand,25.838,9.447,0.45,Dry,20.196,16.688,458.427,91.834,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00653,Shaft lining,Sand,16.394,13.719,0.687,Dry,13.273,14.54,248.881,67.922,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00654,Basement wall,Clay,28.514,12.765,0.592,Saturated,27.013,21.387,769.817,203.497,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00655,Shaft lining,Clay,14.418,5.162,1.165,Saturated,8.197,5.761,404.795,153.5,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00656,Shaft lining,Clay-Sand Mix,32.247,14.135,0.768,Dry,17.632,14.34,601.374,127.4,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00657,Shaft lining,Sand,30.18,12.598,0.676,Saturated,18.934,19.761,724.464,200.944,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00658,Basement wall,Sand,26.785,10.187,0.665,Saturated,17.274,15.902,673.597,203.168,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00659,Shaft lining,Sand,21.387,7.369,1.15,Saturated,3.954,4.516,550.97,163.767,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00660,Basement wall,Clay,28.938,5.78,0.718,Perched,13.229,12.674,658.025,169.834,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00661,Basement wall,Clay-Sand Mix,6.615,7.986,1.048,Dry,3.426,5.141,74.747,59.24,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00662,Basement wall,Clay,18.628,11.293,0.987,Dry,4.557,4.717,373.049,76.893,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00663,Tunnel,Clay,22.351,6.123,0.854,Saturated,17.068,11.843,605.623,190.921,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00664,Tunnel,Sand,32.93,11.156,0.5,Dry,21.176,14.311,580.761,112.107,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00665,Basement wall,Clay,21.639,14.253,1.2,Perched,9.974,9.055,545.52,140.252,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00666,Basement wall,Sand,23.586,14.551,0.823,Saturated,11.538,13.104,568.837,196.911,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00667,Shaft lining,Sand,32.057,11.975,0.638,Perched,14.781,14.434,634.682,163.189,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00668,Shaft lining,Clay,14.521,4.662,0.776,Dry,5.819,1.889,248.806,66.685,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00669,Shaft lining,Clay,15.596,11.876,0.289,Saturated,38.931,28.918,433.599,170.889,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00670,Shaft lining,Clay,19.411,6.224,0.754,Perched,15.571,16.199,457.386,141.555,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00671,Shaft lining,Clay,32.253,8.918,0.428,Dry,25.684,20.367,619.357,111.11,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00672,Basement wall,Sand,27.487,9.059,0.901,Perched,10.656,11.204,565.667,163.207,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00673,Shaft lining,Clay,9.672,6.996,0.332,Saturated,23.343,17.508,230.745,142.281,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00674,Shaft lining,Clay,17.408,11.179,0.369,Dry,21.83,20.499,351.475,67.279,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00675,Tunnel,Clay,24.677,11.511,1.195,Perched,16.331,14.638,558.782,147.54,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00676,Basement wall,Sand,17.703,12.462,0.513,Saturated,18.241,18.788,378.295,181.016,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00677,Basement wall,Clay,19.496,11.999,0.65,Saturated,16.293,16.414,535.389,168.628,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00678,Shaft lining,Clay-Sand Mix,31.85,11.656,1.179,Dry,11.383,13.056,583.083,123.992,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00679,Basement wall,Clay,14.852,6.04,0.364,Saturated,20.92,12.803,461.384,146.003,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00680,Basement wall,Clay,34.575,8.882,1.167,Saturated,12.768,10.456,888.666,208.99,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00681,Shaft lining,Sand,11.729,10.392,0.592,Dry,7.193,8.99,242.11,76.31,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
