sim_id,soil_type,embedment_ratio_H_D,groundwater_condition,cohesion_kpa,friction_angle_deg,elastic_modulus_mpa,loading_rate_kpa_per_day,max_settlement_mm,max_lateral_displacement_mm,peak_pore_pressure_kpa,failure_mode,failed,source_reference
FEM-01276,Clay,2.0,Dry,150.235,24.822,45.411,18.908,23.736,23.489,89.955,Stable,0,FEM parametric study (synthetic)
FEM-01277,Clay,2.0,Dry,65.094,29.395,31.098,35.687,44.124,27.819,99.997,Stable,0,FEM parametric study (synthetic)
FEM-01278,Clay,2.0,Dry,141.498,26.346,52.778,47.85,27.864,17.477,106.704,Stable,0,FEM parametric study (synthetic)
FEM-01279,Clay,2.0,Dry,64.673,22.815,39.816,25.132,29.543,22.266,94.995,Stable,0,FEM parametric study (synthetic)
FEM-01280,Clay,2.0,Dry,107.957,22.476,9.583,33.314,80.854,61.142,97.515,Structural buckling,1,FEM parametric study (synthetic)
FEM-01281,Clay,2.0,Dry,102.017,20.198,11.33,70.579,86.74,64.599,133.952,Structural buckling,1,FEM parametric study (synthetic)
FEM-01282,Clay,2.0,Dry,40.773,28.733,48.311,32.114,30.927,18.799,100.125,Stable,0,FEM parametric study (synthetic)
FEM-01283,Clay,2.0,Dry,53.838,24.606,45.955,30.894,26.351,21.651,101.748,Stable,0,FEM parametric study (synthetic)
FEM-01284,Clay,2.0,Dry,115.609,20.764,18.869,42.328,59.149,35.951,95.1,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01285,Clay,2.0,Dry,135.92,18.072,39.55,53.07,33.876,24.779,105.141,Stable,0,FEM parametric study (synthetic)
FEM-01286,Clay,2.0,Dry,154.751,19.155,14.007,70.049,76.487,57.672,122.243,Structural buckling,1,FEM parametric study (synthetic)
FEM-01287,Clay,2.0,Dry,91.584,21.241,56.617,50.898,25.137,12.666,103.129,Stable,0,FEM parametric study (synthetic)
FEM-01288,Clay,2.0,Dry,93.218,21.792,8.958,81.809,106.841,74.503,128.816,Structural buckling,1,FEM parametric study (synthetic)
FEM-01289,Clay,2.0,Dry,138.223,25.371,46.605,76.456,35.082,31.526,129.204,Stable,0,FEM parametric study (synthetic)
FEM-01290,Clay,2.0,Dry,61.204,18.336,34.674,73.97,43.177,32.8,135.182,Stable,0,FEM parametric study (synthetic)
FEM-01291,Clay,2.0,Dry,125.33,17.298,35.536,19.651,30.848,25.389,73.671,Stable,0,FEM parametric study (synthetic)
FEM-01292,Clay,2.0,Dry,103.296,27.82,34.252,20.296,33.373,26.067,84.158,Stable,0,FEM parametric study (synthetic)
FEM-01293,Clay,2.0,Dry,138.579,27.894,37.592,78.92,40.358,28.157,127.18,Stable,0,FEM parametric study (synthetic)
FEM-01294,Clay,2.0,Dry,44.906,19.248,57.647,41.007,21.9,18.086,103.856,Stable,0,FEM parametric study (synthetic)
FEM-01295,Clay,2.0,Dry,139.82,29.446,52.426,87.564,34.03,25.569,115.695,Stable,0,FEM parametric study (synthetic)
FEM-01296,Clay,2.0,Saturated,158.243,17.261,12.757,32.934,90.521,71.537,188.675,Structural buckling,1,FEM parametric study (synthetic)
FEM-01297,Clay,2.0,Saturated,84.751,18.075,57.967,77.703,35.178,29.062,220.629,Stable,0,FEM parametric study (synthetic)
FEM-01298,Clay,2.0,Saturated,153.01,25.963,42.784,79.934,51.321,36.788,219.566,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01299,Clay,2.0,Saturated,96.146,26.239,52.359,17.104,30.515,25.432,179.785,Stable,0,FEM parametric study (synthetic)
FEM-01300,Clay,2.0,Saturated,49.999,21.916,29.113,82.285,70.674,49.066,220.994,Structural buckling,1,FEM parametric study (synthetic)
FEM-01301,Clay,2.0,Saturated,33.289,26.726,35.841,66.124,52.364,39.162,219.815,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01302,Clay,2.0,Saturated,46.985,20.712,12.194,77.279,119.04,83.104,210.678,Structural buckling,1,FEM parametric study (synthetic)
FEM-01303,Clay,2.0,Saturated,118.223,24.08,54.224,31.762,30.415,23.465,203.761,Stable,0,FEM parametric study (synthetic)
FEM-01304,Clay,2.0,Saturated,136.506,18.877,18.378,71.346,91.324,64.068,230.955,Structural buckling,1,FEM parametric study (synthetic)
FEM-01305,Clay,2.0,Saturated,105.312,23.953,34.504,73.78,58.981,43.932,229.14,Structural buckling,1,FEM parametric study (synthetic)
FEM-01306,Clay,2.0,Saturated,128.311,17.786,44.166,86.354,47.685,35.45,226.561,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01307,Clay,2.0,Saturated,52.958,22.235,15.044,77.634,104.291,74.777,209.071,Structural buckling,1,FEM parametric study (synthetic)
FEM-01308,Clay,2.0,Saturated,75.607,18.358,59.095,71.966,36.053,29.176,229.236,Stable,0,FEM parametric study (synthetic)
FEM-01309,Clay,2.0,Saturated,131.692,28.992,49.665,59.671,42.026,27.225,199.203,Stable,0,FEM parametric study (synthetic)
FEM-01310,Clay,2.0,Saturated,64.538,17.926,18.649,82.852,95.365,67.869,232.938,Structural buckling,1,FEM parametric study (synthetic)
FEM-01311,Clay,2.0,Saturated,89.365,23.414,43.166,77.931,49.047,35.128,225.573,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01312,Clay,2.0,Saturated,68.924,21.895,13.308,74.659,111.846,83.313,212.875,Structural buckling,1,FEM parametric study (synthetic)
FEM-01313,Clay,2.0,Saturated,90.833,30.448,23.333,41.311,68.274,50.119,186.676,Structural buckling,1,FEM parametric study (synthetic)
FEM-01314,Clay,2.0,Saturated,158.792,28.06,56.561,51.93,34.516,22.945,198.081,Stable,0,FEM parametric study (synthetic)
FEM-01315,Clay,2.0,Saturated,56.103,19.281,25.118,5.736,52.152,37.984,152.15,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01316,Clay,2.0,Saturated,51.747,20.945,12.025,27.565,92.954,60.572,186.746,Structural buckling,1,FEM parametric study (synthetic)
FEM-01317,Clay,2.0,Saturated,114.908,28.584,30.508,42.146,54.671,37.918,172.458,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01318,Clay,2.0,Saturated,36.653,29.711,35.559,65.4,54.852,39.561,210.244,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01319,Clay,2.0,Saturated,115.104,17.482,51.883,16.665,33.395,21.91,164.172,Stable,0,FEM parametric study (synthetic)
FEM-01320,Clay,2.0,Saturated,80.503,25.615,45.399,38.16,37.009,25.332,193.423,Stable,0,FEM parametric study (synthetic)
FEM-01321,Clay,2.0,Saturated,116.018,23.442,48.889,73.582,46.255,35.649,208.869,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01322,Clay,2.0,Saturated,145.585,19.403,47.65,18.311,34.158,18.212,178.976,Stable,0,FEM parametric study (synthetic)
FEM-01323,Clay,2.0,Saturated,107.426,21.973,31.346,37.332,53.795,41.077,195.138,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01324,Clay,2.0,Saturated,66.232,22.955,28.075,55.433,63.306,46.631,208.108,Structural buckling,1,FEM parametric study (synthetic)
FEM-01325,Clay,2.0,Saturated,37.712,27.907,45.516,67.752,44.075,31.5,205.681,Stable,0,FEM parametric study (synthetic)
FEM-01326,Clay,2.0,Saturated,155.212,22.296,15.814,82.649,102.165,74.948,220.409,Structural buckling,1,FEM parametric study (synthetic)
FEM-01327,Clay,2.0,Saturated,156.056,25.643,9.374,52.696,124.458,87.423,206.632,Structural buckling,1,FEM parametric study (synthetic)
FEM-01328,Clay,2.0,Saturated,53.643,20.516,32.019,8.534,46.155,35.046,178.788,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01329,Clay,2.0,Saturated,148.186,26.666,8.192,86.472,154.367,110.919,229.888,Structural buckling,1,FEM parametric study (synthetic)
FEM-01330,Clay,2.0,Saturated,145.581,30.739,15.328,82.346,106.696,75.251,211.575,Structural buckling,1,FEM parametric study (synthetic)
FEM-01331,Clay,2.2,Dry,104.896,24.246,41.112,8.483,25.723,22.827,70.266,Stable,0,FEM parametric study (synthetic)
FEM-01332,Clay,2.2,Dry,30.077,20.289,37.039,56.943,32.378,18.684,106.923,Stable,0,FEM parametric study (synthetic)
FEM-01333,Clay,2.2,Dry,87.188,21.731,59.101,66.888,26.324,15.095,120.253,Stable,0,FEM parametric study (synthetic)
FEM-01334,Clay,2.2,Dry,47.742,19.073,57.215,48.973,21.917,18.956,111.34,Stable,0,FEM parametric study (synthetic)
FEM-01335,Clay,2.2,Dry,153.286,26.707,39.789,47.037,31.969,18.809,112.563,Stable,0,FEM parametric study (synthetic)
FEM-01336,Clay,2.2,Dry,115.888,17.979,11.823,50.466,75.183,57.7,101.897,Structural buckling,1,FEM parametric study (synthetic)
FEM-01337,Clay,2.2,Dry,38.084,19.091,21.845,77.997,57.717,43.778,129.681,Structural buckling,1,FEM parametric study (synthetic)
FEM-01338,Clay,2.2,Dry,77.648,18.864,55.46,87.523,28.782,19.972,148.251,Stable,0,FEM parametric study (synthetic)
FEM-01339,Clay,2.2,Dry,42.643,26.111,19.524,69.373,57.282,47.318,112.998,Structural buckling,1,FEM parametric study (synthetic)
FEM-01340,Clay,2.2,Dry,80.903,20.492,36.992,68.337,39.197,24.275,104.291,Stable,0,FEM parametric study (synthetic)
FEM-01341,Clay,2.2,Dry,120.976,20.467,22.737,66.126,51.198,34.29,117.132,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01342,Clay,2.2,Dry,95.828,29.559,9.887,49.571,77.0,58.342,94.291,Structural buckling,1,FEM parametric study (synthetic)
FEM-01343,Clay,2.2,Dry,51.653,24.073,43.795,69.887,29.879,20.168,111.636,Stable,0,FEM parametric study (synthetic)
FEM-01344,Clay,2.2,Dry,108.482,26.822,26.06,39.768,38.202,27.499,92.024,Stable,0,FEM parametric study (synthetic)
FEM-01345,Clay,2.2,Dry,34.682,21.541,28.109,42.508,36.274,23.42,97.297,Stable,0,FEM parametric study (synthetic)
FEM-01346,Clay,2.2,Dry,135.433,29.88,43.475,68.251,31.601,20.145,126.93,Stable,0,FEM parametric study (synthetic)
FEM-01347,Clay,2.2,Dry,113.604,23.094,12.763,76.578,77.04,57.074,130.107,Structural buckling,1,FEM parametric study (synthetic)
FEM-01348,Clay,2.2,Dry,121.381,26.918,20.208,36.285,48.887,32.173,95.6,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01349,Clay,2.2,Dry,95.684,22.224,52.862,32.351,23.406,15.039,84.479,Stable,0,FEM parametric study (synthetic)
FEM-01350,Clay,2.2,Dry,35.254,27.895,53.79,57.603,24.898,18.139,101.599,Stable,0,FEM parametric study (synthetic)
FEM-01351,Clay,2.2,Dry,67.703,22.663,46.864,58.643,28.185,15.875,103.164,Stable,0,FEM parametric study (synthetic)
FEM-01352,Clay,2.2,Dry,36.02,20.596,10.391,55.148,77.314,57.613,119.024,Structural buckling,1,FEM parametric study (synthetic)
FEM-01353,Clay,2.2,Dry,67.628,22.601,51.325,7.646,20.662,12.879,81.182,Stable,0,FEM parametric study (synthetic)
FEM-01354,Clay,2.2,Dry,74.111,30.206,21.173,33.071,44.115,34.277,90.143,Stable,0,FEM parametric study (synthetic)
FEM-01355,Clay,2.2,Dry,43.764,30.146,38.896,31.612,26.458,21.566,95.805,Stable,0,FEM parametric study (synthetic)
FEM-01356,Clay,2.2,Dry,122.74,22.213,44.68,45.912,26.862,17.751,93.815,Stable,0,FEM parametric study (synthetic)
FEM-01357,Clay,2.2,Dry,121.172,19.529,50.374,17.087,23.324,17.029,67.222,Stable,0,FEM parametric study (synthetic)
FEM-01358,Clay,2.2,Dry,46.482,28.412,54.553,42.395,25.108,18.8,94.404,Stable,0,FEM parametric study (synthetic)
FEM-01359,Clay,2.2,Dry,157.125,23.646,59.227,20.606,18.868,12.768,84.643,Stable,0,FEM parametric study (synthetic)
FEM-01360,Clay,2.2,Dry,65.264,20.57,16.267,13.014,46.276,37.128,81.639,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01361,Clay,2.2,Dry,129.069,26.14,33.707,51.463,38.246,31.834,96.902,Stable,0,FEM parametric study (synthetic)
FEM-01362,Clay,2.2,Dry,53.216,27.009,10.273,19.065,65.759,46.596,95.087,Structural buckling,1,FEM parametric study (synthetic)
FEM-01363,Clay,2.2,Dry,122.117,17.932,14.688,62.212,65.938,48.669,125.492,Structural buckling,1,FEM parametric study (synthetic)
FEM-01364,Clay,2.2,Dry,129.619,27.899,27.167,18.536,35.438,28.858,66.129,Stable,0,FEM parametric study (synthetic)
FEM-01365,Clay,2.2,Dry,134.783,29.051,37.574,13.136,32.023,24.925,76.225,Stable,0,FEM parametric study (synthetic)
FEM-01366,Clay,2.2,Saturated,60.604,26.288,45.779,64.868,38.196,24.2,209.907,Stable,0,FEM parametric study (synthetic)
FEM-01367,Clay,2.2,Saturated,93.947,19.994,44.09,75.338,42.676,27.245,220.031,Stable,0,FEM parametric study (synthetic)
FEM-01368,Clay,2.2,Saturated,153.121,28.512,19.427,32.258,63.763,44.051,183.368,Structural buckling,1,FEM parametric study (synthetic)
FEM-01369,Clay,2.2,Saturated,73.99,25.305,53.601,36.252,32.031,24.373,186.798,Stable,0,FEM parametric study (synthetic)
FEM-01370,Clay,2.2,Saturated,106.494,30.146,16.137,35.849,69.269,51.151,189.684,Structural buckling,1,FEM parametric study (synthetic)
FEM-01371,Clay,2.2,Saturated,117.359,21.431,34.043,79.539,59.51,41.66,231.083,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01372,Clay,2.2,Saturated,125.659,18.574,39.697,26.97,35.885,32.968,176.507,Stable,0,FEM parametric study (synthetic)
FEM-01373,Clay,2.2,Saturated,72.858,30.134,26.902,16.451,46.785,35.535,179.465,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01374,Clay,2.2,Saturated,139.376,29.435,44.375,80.522,45.748,35.277,219.674,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01375,Clay,2.2,Saturated,41.312,22.033,42.065,66.109,38.461,26.324,217.806,Stable,0,FEM parametric study (synthetic)
FEM-01376,Clay,2.2,Saturated,157.406,18.436,25.193,32.149,50.715,38.581,186.537,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01377,Clay,2.2,Saturated,154.447,28.855,53.837,64.389,34.757,29.164,200.133,Stable,0,FEM parametric study (synthetic)
FEM-01378,Clay,2.2,Saturated,75.078,20.575,49.23,80.754,41.671,26.094,219.29,Stable,0,FEM parametric study (synthetic)
FEM-01379,Clay,2.2,Saturated,111.176,19.269,45.486,16.126,32.758,15.767,173.724,Stable,0,FEM parametric study (synthetic)
FEM-01380,Clay,2.2,Saturated,135.462,24.379,48.123,56.023,35.547,25.929,207.882,Stable,0,FEM parametric study (synthetic)
FEM-01381,Clay,2.2,Saturated,108.745,26.07,12.955,56.973,97.555,72.659,200.298,Structural buckling,1,FEM parametric study (synthetic)
FEM-01382,Clay,2.2,Saturated,120.383,27.575,49.11,72.358,38.72,28.463,211.624,Stable,0,FEM parametric study (synthetic)
FEM-01383,Clay,2.2,Saturated,159.369,30.192,52.326,59.767,36.062,25.027,211.257,Stable,0,FEM parametric study (synthetic)
FEM-01384,Clay,2.2,Saturated,131.341,25.46,52.884,10.127,25.612,19.662,178.631,Stable,0,FEM parametric study (synthetic)
FEM-01385,Clay,2.2,Saturated,45.012,22.384,39.172,48.599,44.323,29.122,188.964,Stable,0,FEM parametric study (synthetic)
FEM-01386,Clay,2.2,Saturated,91.693,22.223,9.764,30.911,93.187,66.646,170.25,Structural buckling,1,FEM parametric study (synthetic)
FEM-01387,Clay,2.2,Saturated,80.466,25.916,55.7,15.803,27.02,18.009,165.605,Stable,0,FEM parametric study (synthetic)
FEM-01388,Clay,2.2,Saturated,137.512,25.58,55.533,82.346,36.005,24.426,218.444,Stable,0,FEM parametric study (synthetic)
FEM-01389,Clay,2.2,Saturated,114.399,26.741,54.153,28.816,27.507,22.689,172.54,Stable,0,FEM parametric study (synthetic)
FEM-01390,Clay,2.2,Saturated,58.259,21.87,57.467,64.398,37.393,31.525,198.941,Stable,0,FEM parametric study (synthetic)
FEM-01391,Clay,2.2,Saturated,110.339,26.27,26.465,34.289,57.098,39.457,198.195,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01392,Clay,2.2,Saturated,122.439,19.707,55.645,14.578,26.875,19.873,172.242,Stable,0,FEM parametric study (synthetic)
FEM-01393,Clay,2.2,Saturated,88.38,22.635,31.423,79.188,58.01,39.29,214.548,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01394,Clay,2.2,Saturated,144.401,20.562,18.42,5.73,58.704,43.214,149.388,Structural buckling,1,FEM parametric study (synthetic)
FEM-01395,Clay,2.2,Saturated,102.287,20.441,14.345,54.126,86.634,61.198,188.126,Structural buckling,1,FEM parametric study (synthetic)
FEM-01396,Clay,2.2,Saturated,86.895,18.42,28.039,33.671,50.581,40.897,191.273,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01397,Clay,2.2,Saturated,33.542,27.425,40.399,30.68,38.265,25.94,194.879,Stable,0,FEM parametric study (synthetic)
FEM-01398,Clay,2.2,Saturated,138.136,24.236,43.836,73.462,44.064,28.192,210.454,Stable,0,FEM parametric study (synthetic)
FEM-01399,Clay,2.2,Saturated,86.169,23.734,9.805,14.056,87.419,64.709,165.475,Structural buckling,1,FEM parametric study (synthetic)
FEM-01400,Clay,2.2,Saturated,74.4,25.946,20.513,68.541,73.69,49.152,223.724,Structural buckling,1,FEM parametric study (synthetic)
FEM-01401,Clay,2.4,Dry,48.304,25.141,43.178,39.301,24.134,13.972,115.91,Stable,0,FEM parametric study (synthetic)
FEM-01402,Clay,2.4,Dry,121.481,20.517,28.975,35.596,34.672,28.112,92.846,Stable,0,FEM parametric study (synthetic)
FEM-01403,Clay,2.4,Dry,149.602,23.91,48.9,19.591,17.609,12.855,72.714,Stable,0,FEM parametric study (synthetic)
FEM-01404,Clay,2.4,Dry,67.804,30.222,23.287,64.893,48.305,34.817,110.026,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01405,Clay,2.4,Dry,139.576,18.236,9.242,25.462,66.602,47.95,81.377,Structural buckling,1,FEM parametric study (synthetic)
FEM-01406,Clay,2.4,Dry,65.789,25.188,52.239,24.74,19.639,14.604,77.005,Stable,0,FEM parametric study (synthetic)
FEM-01407,Clay,2.4,Dry,37.358,28.427,38.052,7.514,25.774,16.604,71.877,Stable,0,FEM parametric study (synthetic)
FEM-01408,Clay,2.4,Dry,50.017,26.817,44.64,72.792,29.15,17.314,118.515,Stable,0,FEM parametric study (synthetic)
FEM-01409,Clay,2.4,Dry,98.603,24.292,38.49,10.91,23.409,19.586,87.571,Stable,0,FEM parametric study (synthetic)
FEM-01410,Clay,2.4,Dry,112.849,22.844,46.467,37.942,25.241,12.532,95.61,Stable,0,FEM parametric study (synthetic)
FEM-01411,Clay,2.4,Dry,120.829,28.13,19.072,36.903,45.647,30.879,98.272,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01412,Clay,2.4,Dry,135.993,29.39,35.318,18.275,25.945,22.789,87.817,Stable,0,FEM parametric study (synthetic)
FEM-01413,Clay,2.4,Dry,42.133,25.869,36.176,54.389,28.452,21.996,111.006,Stable,0,FEM parametric study (synthetic)
FEM-01414,Clay,2.4,Dry,140.289,26.31,34.603,77.431,33.203,19.669,129.427,Stable,0,FEM parametric study (synthetic)
FEM-01415,Clay,2.4,Dry,136.237,26.441,21.623,81.928,50.477,31.427,132.161,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01416,Clay,2.4,Dry,157.155,29.916,55.979,69.86,25.493,20.837,111.733,Stable,0,FEM parametric study (synthetic)
FEM-01417,Clay,2.4,Dry,51.179,29.172,9.329,11.346,58.294,38.384,69.128,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01418,Clay,2.4,Dry,67.024,20.696,55.081,13.255,19.061,13.263,83.061,Stable,0,FEM parametric study (synthetic)
FEM-01419,Clay,2.4,Dry,44.612,19.489,50.709,21.646,21.958,12.608,87.693,Stable,0,FEM parametric study (synthetic)
FEM-01420,Clay,2.4,Dry,88.37,19.773,40.056,76.179,34.784,24.335,117.788,Stable,0,FEM parametric study (synthetic)
FEM-01421,Clay,2.4,Dry,89.355,23.807,23.056,48.436,42.725,32.566,90.891,Stable,0,FEM parametric study (synthetic)
FEM-01422,Clay,2.4,Dry,153.484,18.221,28.096,87.532,49.051,32.858,128.853,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01423,Clay,2.4,Dry,35.42,29.725,36.49,39.586,30.404,19.463,95.27,Stable,0,FEM parametric study (synthetic)
FEM-01424,Clay,2.4,Dry,149.424,22.658,55.915,6.577,15.727,11.34,72.14,Stable,0,FEM parametric study (synthetic)
FEM-01425,Clay,2.4,Dry,149.587,23.567,32.62,69.151,39.833,32.155,113.543,Stable,0,FEM parametric study (synthetic)
FEM-01426,Clay,2.4,Dry,43.016,26.638,33.668,61.937,35.809,28.279,111.657,Stable,0,FEM parametric study (synthetic)
FEM-01427,Clay,2.4,Dry,34.106,18.313,27.39,49.653,37.705,24.306,89.143,Stable,0,FEM parametric study (synthetic)
FEM-01428,Clay,2.4,Dry,137.038,22.728,45.568,31.142,24.689,18.577,100.21,Stable,0,FEM parametric study (synthetic)
FEM-01429,Clay,2.4,Dry,90.613,22.829,25.416,16.505,32.214,23.638,68.455,Stable,0,FEM parametric study (synthetic)
FEM-01430,Clay,2.4,Dry,98.679,19.584,44.157,80.424,32.621,23.361,129.824,Stable,0,FEM parametric study (synthetic)
FEM-01431,Clay,2.4,Dry,44.19,29.491,25.958,43.338,38.733,27.837,110.593,Stable,0,FEM parametric study (synthetic)
FEM-01432,Clay,2.4,Dry,144.741,26.999,18.391,29.891,41.382,27.402,97.772,Stable,0,FEM parametric study (synthetic)
FEM-01433,Clay,2.4,Dry,66.98,30.888,10.154,36.502,68.251,49.883,113.116,Structural buckling,1,FEM parametric study (synthetic)
FEM-01434,Clay,2.4,Dry,45.53,19.789,31.152,72.592,40.372,30.607,122.4,Stable,0,FEM parametric study (synthetic)
FEM-01435,Clay,2.4,Dry,70.56,17.974,15.867,72.68,63.374,45.138,112.928,Structural buckling,1,FEM parametric study (synthetic)
FEM-01436,Clay,2.4,Saturated,55.141,30.224,30.464,68.058,54.291,36.915,209.251,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01437,Clay,2.4,Saturated,72.069,30.296,29.39,87.954,57.498,42.11,217.425,Structural buckling,1,FEM parametric study (synthetic)
FEM-01438,Clay,2.4,Saturated,159.598,20.738,47.556,58.049,35.143,20.509,202.076,Stable,0,FEM parametric study (synthetic)
FEM-01439,Clay,2.4,Saturated,43.457,27.161,46.036,7.391,27.211,23.971,180.513,Stable,0,FEM parametric study (synthetic)
FEM-01440,Clay,2.4,Saturated,135.224,29.292,43.613,12.431,31.297,25.993,183.178,Stable,0,FEM parametric study (synthetic)
FEM-01441,Clay,2.4,Saturated,144.79,27.855,52.041,72.107,31.116,23.377,199.464,Stable,0,FEM parametric study (synthetic)
FEM-01442,Clay,2.4,Saturated,46.492,24.913,29.636,70.046,58.401,45.09,216.99,Structural buckling,1,FEM parametric study (synthetic)
FEM-01443,Clay,2.4,Saturated,49.73,25.446,40.513,23.028,34.774,23.184,170.927,Stable,0,FEM parametric study (synthetic)
FEM-01444,Clay,2.4,Saturated,104.119,27.246,12.135,55.975,91.192,66.536,200.187,Structural buckling,1,FEM parametric study (synthetic)
FEM-01445,Clay,2.4,Saturated,98.7,18.232,36.938,51.294,40.174,31.065,203.573,Stable,0,FEM parametric study (synthetic)
FEM-01446,Clay,2.4,Saturated,35.443,19.838,31.541,5.991,34.353,22.37,175.598,Stable,0,FEM parametric study (synthetic)
FEM-01447,Clay,2.4,Saturated,122.971,24.184,47.005,81.927,37.572,24.359,225.394,Stable,0,FEM parametric study (synthetic)
FEM-01448,Clay,2.4,Saturated,104.971,28.328,14.549,37.067,73.218,51.401,187.24,Structural buckling,1,FEM parametric study (synthetic)
FEM-01449,Clay,2.4,Saturated,90.751,24.563,20.333,50.639,61.655,50.1,192.003,Structural buckling,1,FEM parametric study (synthetic)
FEM-01450,Clay,2.4,Saturated,35.947,22.037,9.215,29.142,88.384,59.152,172.157,Structural buckling,1,FEM parametric study (synthetic)
FEM-01451,Clay,2.4,Saturated,37.974,26.178,31.803,38.321,45.255,28.833,182.901,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01452,Clay,2.4,Saturated,157.144,17.238,34.125,61.217,43.212,33.364,197.526,Stable,0,FEM parametric study (synthetic)
FEM-01453,Clay,2.4,Saturated,147.027,19.542,47.12,75.08,38.673,30.786,214.697,Stable,0,FEM parametric study (synthetic)
FEM-01454,Clay,2.4,Saturated,62.751,30.721,50.539,58.725,30.729,20.413,211.283,Stable,0,FEM parametric study (synthetic)
FEM-01455,Clay,2.4,Saturated,83.152,29.078,56.775,62.643,35.951,27.687,187.022,Stable,0,FEM parametric study (synthetic)
FEM-01456,Clay,2.4,Saturated,114.851,28.774,43.203,48.037,34.562,22.766,197.85,Stable,0,FEM parametric study (synthetic)
FEM-01457,Clay,2.4,Saturated,38.666,30.149,31.637,24.646,41.093,31.294,182.978,Stable,0,FEM parametric study (synthetic)
FEM-01458,Clay,2.4,Saturated,89.317,27.205,19.262,26.579,56.244,36.586,180.507,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01459,Clay,2.4,Saturated,98.821,20.643,18.498,24.737,55.59,40.008,171.038,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01460,Clay,2.4,Saturated,48.443,27.397,17.306,43.686,66.923,53.053,206.103,Structural buckling,1,FEM parametric study (synthetic)
FEM-01461,Clay,2.4,Saturated,82.552,25.305,48.85,58.231,38.827,23.3,203.115,Stable,0,FEM parametric study (synthetic)
FEM-01462,Clay,2.4,Saturated,141.697,30.166,52.128,19.522,27.608,18.009,193.956,Stable,0,FEM parametric study (synthetic)
FEM-01463,Clay,2.4,Saturated,131.261,24.272,48.077,75.729,38.8,25.087,206.582,Stable,0,FEM parametric study (synthetic)
FEM-01464,Clay,2.4,Saturated,134.394,28.162,20.826,33.686,57.15,37.354,180.842,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01465,Clay,2.4,Saturated,130.273,28.85,28.549,84.343,57.702,40.714,212.542,Excessive settlement,1,FEM parametric study (synthetic)
FEM-01466,Clay,2.4,Saturated,131.802,22.458,22.968,76.169,67.903,49.11,224.241,Structural buckling,1,FEM parametric study (synthetic)
FEM-01467,Clay,2.4,Saturated,65.791,20.169,11.373,19.459,77.419,54.717,173.887,Structural buckling,1,FEM parametric study (synthetic)
FEM-01468,Clay,2.4,Saturated,85.947,28.543,44.235,64.85,38.132,27.005,205.45,Stable,0,FEM parametric study (synthetic)
FEM-01469,Clay,2.4,Saturated,114.428,30.143,56.149,28.237,26.609,19.584,181.479,Stable,0,FEM parametric study (synthetic)
FEM-01470,Clay,2.4,Saturated,121.506,22.585,11.758,45.161,90.294,61.844,196.744,Structural buckling,1,FEM parametric study (synthetic)
FEM-01471,Clay,2.6,Dry,49.268,17.534,48.254,54.628,22.02,12.78,101.921,Stable,0,FEM parametric study (synthetic)
FEM-01472,Clay,2.6,Dry,39.435,18.744,35.17,59.221,28.531,19.975,107.642,Stable,0,FEM parametric study (synthetic)
FEM-01473,Clay,2.6,Dry,157.346,19.06,28.785,17.001,29.463,26.331,71.926,Stable,0,FEM parametric study (synthetic)
FEM-01474,Clay,2.6,Dry,110.525,29.984,24.192,30.483,33.434,26.566,91.171,Stable,0,FEM parametric study (synthetic)
FEM-01475,Clay,2.6,Dry,95.995,20.607,49.904,20.975,20.945,13.077,67.461,Stable,0,FEM parametric study (synthetic)
FEM-01476,Clay,2.6,Dry,87.792,17.048,21.193,48.866,42.718,32.204,100.311,Stable,0,FEM parametric study (synthetic)
