sample_id,soil_type,relative_density_pct,D10_mm,D50_mm,D90_mm,friction_angle_deg,dilation_angle_deg,undrained_shear_strength_cu_kpa,plasticity_index_PI,liquid_limit_pct,plastic_limit_pct,compression_index_Cc,swelling_index_Cs,youngs_modulus_mpa,poisson_ratio,source_reference
CLAY-0229,Clay soil (cohesive),,,,,25.682,0.0,80.111,22.517,56.808,34.291,0.2986,0.0714,23.64,0.3316,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0230,Clay soil (cohesive),,,,,23.786,0.0,65.964,13.399,36.192,22.793,0.1875,0.0583,20.587,0.4083,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0231,Clay soil (cohesive),,,,,19.0,0.0,118.992,38.257,75.626,37.37,0.3989,0.1176,35.794,0.4282,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0232,Clay soil (cohesive),,,,,19.25,0.0,81.846,19.028,44.545,25.517,0.2773,0.0745,21.548,0.3908,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0233,Clay soil (cohesive),,,,,26.155,0.0,78.713,22.742,53.626,30.884,0.3143,0.0673,21.681,0.3691,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0234,Clay soil (cohesive),,,,,29.547,0.0,118.281,29.844,52.033,22.189,0.3346,0.0862,33.174,0.3324,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0235,Clay soil (cohesive),,,,,30.264,0.0,80.58,25.434,61.334,35.901,0.3288,0.0859,18.686,0.4238,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0236,Clay soil (cohesive),,,,,22.732,0.0,81.977,28.174,52.291,24.117,0.3536,0.0697,24.651,0.3338,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0237,Clay soil (cohesive),,,,,27.454,0.0,108.587,29.879,66.093,36.214,0.3256,0.0889,35.208,0.3739,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0238,Clay soil (cohesive),,,,,23.213,0.0,104.529,27.83,55.088,27.258,0.3097,0.0915,26.269,0.372,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0239,Clay soil (cohesive),,,,,29.303,0.0,125.668,43.451,74.801,31.35,0.4297,0.1295,28.592,0.3842,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0240,Clay soil (cohesive),,,,,22.906,0.0,99.122,30.485,65.499,35.013,0.3203,0.0834,20.908,0.3637,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0241,Clay soil (cohesive),,,,,18.44,0.0,85.064,22.147,52.942,30.795,0.278,0.0783,22.919,0.3153,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0242,Clay soil (cohesive),,,,,22.637,0.0,136.686,42.5,66.592,24.091,0.4417,0.1396,36.725,0.3645,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0243,Clay soil (cohesive),,,,,28.258,0.0,113.991,35.949,65.455,29.507,0.3544,0.1038,27.903,0.3589,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0244,Clay soil (cohesive),,,,,22.413,0.0,74.978,18.114,52.546,34.431,0.2575,0.0743,21.911,0.4056,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0245,Clay soil (cohesive),,,,,19.312,0.0,107.37,35.783,66.942,31.158,0.3492,0.1161,28.233,0.3834,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0246,Clay soil (cohesive),,,,,24.561,0.0,52.992,14.231,43.499,29.269,0.2244,0.0641,16.307,0.3883,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0247,Clay soil (cohesive),,,,,29.569,0.0,108.25,30.138,63.994,33.856,0.2916,0.0984,28.331,0.4279,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0248,Clay soil (cohesive),,,,,21.55,0.0,73.561,18.729,40.76,22.032,0.281,0.0693,25.162,0.3285,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0249,Clay soil (cohesive),,,,,30.343,0.0,118.894,43.043,77.431,34.388,0.3809,0.1608,30.438,0.4436,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0250,Clay soil (cohesive),,,,,29.646,0.0,127.001,38.996,71.82,32.824,0.3774,0.1214,29.11,0.3336,SoilModels / Mendeley style calibration set (synthetic)
