x_um,y_um,porosity_fraction
81.0,101.0,0.0842
81.0,103.0,0.0913
81.0,105.0,0.0817
81.0,107.0,0.0767
81.0,109.0,0.0793
81.0,111.0,0.0901
81.0,113.0,0.0726
81.0,115.0,0.0845
81.0,117.0,0.0822
81.0,119.0,0.063
81.0,121.0,0.0739
81.0,123.0,0.0815
81.0,125.0,0.0813
81.0,127.0,0.0786
81.0,129.0,0.0675
81.0,131.0,0.0967
81.0,133.0,0.07
81.0,135.0,0.0838
81.0,137.0,0.0974
81.0,139.0,0.0815
81.0,141.0,0.0861
81.0,143.0,0.0868
81.0,145.0,0.0922
81.0,147.0,0.0788
81.0,149.0,0.0919
81.0,151.0,0.0815
81.0,153.0,0.0827
81.0,155.0,0.0781
81.0,157.0,0.0699
81.0,159.0,0.0794
83.0,1.0,0.0992
83.0,3.0,0.0727
83.0,5.0,0.1047
83.0,7.0,0.0743
83.0,9.0,0.0901
83.0,11.0,0.0751
83.0,13.0,0.068
83.0,15.0,0.0625
83.0,17.0,0.0702
83.0,19.0,0.092
83.0,21.0,0.0554
83.0,23.0,0.053
83.0,25.0,0.0891
83.0,27.0,0.0771
83.0,29.0,0.073
83.0,31.0,0.0661
83.0,33.0,0.0893
83.0,35.0,0.0876
83.0,37.0,0.0894
83.0,39.0,0.0695
83.0,41.0,0.0838
83.0,43.0,0.0833
83.0,45.0,0.0779
83.0,47.0,0.071
83.0,49.0,0.0775
83.0,51.0,0.0704
83.0,53.0,0.0764
83.0,55.0,0.0918
83.0,57.0,0.0871
83.0,59.0,0.0723
83.0,61.0,0.0631
83.0,63.0,0.081
83.0,65.0,0.0906
83.0,67.0,0.084
83.0,69.0,0.0915
83.0,71.0,0.0732
83.0,73.0,0.0838
83.0,75.0,0.0837
83.0,77.0,0.0735
83.0,79.0,0.0805
83.0,81.0,0.0819
83.0,83.0,0.0798
83.0,85.0,0.0868
83.0,87.0,0.0728
83.0,89.0,0.0795
83.0,91.0,0.0937
83.0,93.0,0.0755
83.0,95.0,0.0531
83.0,97.0,0.0889
83.0,99.0,0.0851
83.0,101.0,0.0829
83.0,103.0,0.0777
83.0,105.0,0.0837
83.0,107.0,0.0684
83.0,109.0,0.0872
83.0,111.0,0.0868
83.0,113.0,0.0842
83.0,115.0,0.073
83.0,117.0,0.1011
83.0,119.0,0.0937
83.0,121.0,0.088
83.0,123.0,0.0907
83.0,125.0,0.083
83.0,127.0,0.0825
83.0,129.0,0.0749
83.0,131.0,0.093
83.0,133.0,0.0945
83.0,135.0,0.0882
83.0,137.0,0.0984
83.0,139.0,0.0786
83.0,141.0,0.1007
83.0,143.0,0.0693
83.0,145.0,0.0925
83.0,147.0,0.0871
83.0,149.0,0.0727
83.0,151.0,0.0772
83.0,153.0,0.0705
83.0,155.0,0.0612
83.0,157.0,0.078
83.0,159.0,0.0981
85.0,1.0,0.0793
85.0,3.0,0.0911
85.0,5.0,0.0864
85.0,7.0,0.0835
85.0,9.0,0.0911
85.0,11.0,0.0774
85.0,13.0,0.0576
85.0,15.0,0.0599
85.0,17.0,0.0866
85.0,19.0,0.0793
85.0,21.0,0.0611
85.0,23.0,0.0604
85.0,25.0,0.0565
85.0,27.0,0.0795
85.0,29.0,0.0864
85.0,31.0,0.0742
85.0,33.0,0.0619
85.0,35.0,0.0891
85.0,37.0,0.074
85.0,39.0,0.0878
85.0,41.0,0.09
85.0,43.0,0.0914
85.0,45.0,0.074
85.0,47.0,0.0666
85.0,49.0,0.0724
85.0,51.0,0.0814
85.0,53.0,0.0681
85.0,55.0,0.0895
85.0,57.0,0.088
85.0,59.0,0.0742
85.0,61.0,0.0827
85.0,63.0,0.0675
85.0,65.0,0.0612
85.0,67.0,0.079
85.0,69.0,0.0683
85.0,71.0,0.0677
85.0,73.0,0.0691
85.0,75.0,0.087
85.0,77.0,0.0774
85.0,79.0,0.0933
85.0,81.0,0.069
85.0,83.0,0.0932
85.0,85.0,0.0746
85.0,87.0,0.0584
85.0,89.0,0.068
85.0,91.0,0.0641
85.0,93.0,0.0943
85.0,95.0,0.0842
85.0,97.0,0.0797
85.0,99.0,0.0909
85.0,101.0,0.0874
85.0,103.0,0.0803
85.0,105.0,0.0951
85.0,107.0,0.0691
85.0,109.0,0.105
85.0,111.0,0.1018
85.0,113.0,0.0871
85.0,115.0,0.0978
85.0,117.0,0.0952
85.0,119.0,0.0969
85.0,121.0,0.0829
85.0,123.0,0.0971
85.0,125.0,0.075
85.0,127.0,0.0897
85.0,129.0,0.0711
85.0,131.0,0.0961
85.0,133.0,0.0857
85.0,135.0,0.0867
85.0,137.0,0.0918
85.0,139.0,0.0822
85.0,141.0,0.0965
85.0,143.0,0.0783
85.0,145.0,0.1002
85.0,147.0,0.0961
85.0,149.0,0.0645
85.0,151.0,0.0662
85.0,153.0,0.083
85.0,155.0,0.0859
85.0,157.0,0.0945
85.0,159.0,0.0707
87.0,1.0,0.0927
87.0,3.0,0.0816
87.0,5.0,0.0861
87.0,7.0,0.0799
87.0,9.0,0.0853
87.0,11.0,0.0798
87.0,13.0,0.069
87.0,15.0,0.0612
87.0,17.0,0.069
87.0,19.0,0.0651
87.0,21.0,0.0869
87.0,23.0,0.0676
87.0,25.0,0.0348
87.0,27.0,0.0651
87.0,29.0,0.0758
87.0,31.0,0.0652
87.0,33.0,0.0726
87.0,35.0,0.0769
87.0,37.0,0.0648
87.0,39.0,0.0564
87.0,41.0,0.0595
87.0,43.0,0.0655
87.0,45.0,0.0554
87.0,47.0,0.0787
87.0,49.0,0.0759
87.0,51.0,0.0661
87.0,53.0,0.0648
87.0,55.0,0.0691
87.0,57.0,0.0685
87.0,59.0,0.0493
87.0,61.0,0.0721
87.0,63.0,0.0749
87.0,65.0,0.074
87.0,67.0,0.091
87.0,69.0,0.0764
87.0,71.0,0.0613
87.0,73.0,0.08
87.0,75.0,0.0672
87.0,77.0,0.0888
87.0,79.0,0.0724
87.0,81.0,0.0829
87.0,83.0,0.0777
87.0,85.0,0.1031
87.0,87.0,0.0854
87.0,89.0,0.0871
87.0,91.0,0.0747
87.0,93.0,0.0881
87.0,95.0,0.0928
87.0,97.0,0.0791
87.0,99.0,0.0948
87.0,101.0,0.0882
87.0,103.0,0.0961
87.0,105.0,0.1028
87.0,107.0,0.09
87.0,109.0,0.1001
87.0,111.0,0.0817
87.0,113.0,0.1175
87.0,115.0,0.083
87.0,117.0,0.0949
87.0,119.0,0.0864
87.0,121.0,0.0843
87.0,123.0,0.0996
87.0,125.0,0.0797
87.0,127.0,0.0636
87.0,129.0,0.1134
87.0,131.0,0.0922
87.0,133.0,0.0943
87.0,135.0,0.06
87.0,137.0,0.0881
87.0,139.0,0.0776
87.0,141.0,0.0986
87.0,143.0,0.0929
87.0,145.0,0.0714
87.0,147.0,0.0704
87.0,149.0,0.0839
87.0,151.0,0.0819
87.0,153.0,0.0669
87.0,155.0,0.082
87.0,157.0,0.0888
87.0,159.0,0.0671
89.0,1.0,0.0786
89.0,3.0,0.0878
89.0,5.0,0.0775
89.0,7.0,0.0621
89.0,9.0,0.0707
89.0,11.0,0.078
89.0,13.0,0.0489
89.0,15.0,0.0819
89.0,17.0,0.0621
89.0,19.0,0.069
89.0,21.0,0.0755
89.0,23.0,0.0657
89.0,25.0,0.0456
89.0,27.0,0.0735
89.0,29.0,0.0711
89.0,31.0,0.0729
89.0,33.0,0.0598
89.0,35.0,0.0513
89.0,37.0,0.0573
89.0,39.0,0.0579
89.0,41.0,0.0631
89.0,43.0,0.0489
89.0,45.0,0.0482
89.0,47.0,0.0625
89.0,49.0,0.0671
89.0,51.0,0.0609
89.0,53.0,0.0646
89.0,55.0,0.0662
89.0,57.0,0.0596
89.0,59.0,0.0801
89.0,61.0,0.0504
89.0,63.0,0.056
89.0,65.0,0.0749
89.0,67.0,0.0606
89.0,69.0,0.0649
89.0,71.0,0.076
89.0,73.0,0.0811
89.0,75.0,0.0821
89.0,77.0,0.0673
89.0,79.0,0.0847
89.0,81.0,0.0867
89.0,83.0,0.079
89.0,85.0,0.0956
89.0,87.0,0.0792
89.0,89.0,0.0923
89.0,91.0,0.0921
89.0,93.0,0.0849
89.0,95.0,0.0595
89.0,97.0,0.0835
89.0,99.0,0.0862
89.0,101.0,0.0812
89.0,103.0,0.1056
89.0,105.0,0.0992
89.0,107.0,0.0976
89.0,109.0,0.0934
89.0,111.0,0.102
89.0,113.0,0.108
89.0,115.0,0.0772
89.0,117.0,0.0852
89.0,119.0,0.1033
89.0,121.0,0.115
89.0,123.0,0.097
89.0,125.0,0.1064
89.0,127.0,0.1007
89.0,129.0,0.0855
89.0,131.0,0.1079
89.0,133.0,0.1111
89.0,135.0,0.1125
89.0,137.0,0.0816
89.0,139.0,0.0938
89.0,141.0,0.0969
89.0,143.0,0.1056
89.0,145.0,0.0881
89.0,147.0,0.0919
89.0,149.0,0.0853
89.0,151.0,0.0907
89.0,153.0,0.0864
89.0,155.0,0.0906
89.0,157.0,0.0772
89.0,159.0,0.0981
91.0,1.0,0.0874
91.0,3.0,0.0662
91.0,5.0,0.0854
91.0,7.0,0.0682
91.0,9.0,0.0766
91.0,11.0,0.0703
91.0,13.0,0.0763
91.0,15.0,0.0756
91.0,17.0,0.0592
91.0,19.0,0.0799
91.0,21.0,0.0694
91.0,23.0,0.0728
91.0,25.0,0.0628
91.0,27.0,0.0667
91.0,29.0,0.0673
91.0,31.0,0.0534
91.0,33.0,0.0513
91.0,35.0,0.0585
91.0,37.0,0.0486
91.0,39.0,0.0709
91.0,41.0,0.0512
91.0,43.0,0.0559
91.0,45.0,0.055
91.0,47.0,0.0635
91.0,49.0,0.0778
91.0,51.0,0.051
91.0,53.0,0.0699
91.0,55.0,0.0582
91.0,57.0,0.0666
91.0,59.0,0.0739
91.0,61.0,0.0546
91.0,63.0,0.0772
91.0,65.0,0.0682
91.0,67.0,0.0697
91.0,69.0,0.0758
91.0,71.0,0.0745
91.0,73.0,0.0813
91.0,75.0,0.0531
91.0,77.0,0.0723
91.0,79.0,0.0926
91.0,81.0,0.0893
91.0,83.0,0.0771
91.0,85.0,0.0906
91.0,87.0,0.0758
91.0,89.0,0.095
91.0,91.0,0.0956
91.0,93.0,0.0811
91.0,95.0,0.1015
91.0,97.0,0.0961
91.0,99.0,0.1044
91.0,101.0,0.097
91.0,103.0,0.1051
91.0,105.0,0.1005
91.0,107.0,0.1006
91.0,109.0,0.0896
91.0,111.0,0.1049
91.0,113.0,0.0996
91.0,115.0,0.0898
91.0,117.0,0.1216
91.0,119.0,0.1082
91.0,121.0,0.1094
91.0,123.0,0.1169
91.0,125.0,0.1119
91.0,127.0,0.1036
91.0,129.0,0.1111
91.0,131.0,0.0913
91.0,133.0,0.1162
91.0,135.0,0.1005
91.0,137.0,0.0894
91.0,139.0,0.0919
91.0,141.0,0.0892
91.0,143.0,0.095
91.0,145.0,0.1033
91.0,147.0,0.0944
91.0,149.0,0.0947
91.0,151.0,0.09
91.0,153.0,0.1059
91.0,155.0,0.1062
91.0,157.0,0.0899
91.0,159.0,0.0853
93.0,1.0,0.0625
93.0,3.0,0.0755
93.0,5.0,0.0687
93.0,7.0,0.0607
93.0,9.0,0.0802
93.0,11.0,0.0682
93.0,13.0,0.0526
93.0,15.0,0.0592
93.0,17.0,0.0589
93.0,19.0,0.0585
93.0,21.0,0.0551
93.0,23.0,0.0358
93.0,25.0,0.0619
93.0,27.0,0.0558
93.0,29.0,0.0602
93.0,31.0,0.0489
93.0,33.0,0.0532
93.0,35.0,0.0517
93.0,37.0,0.0435
93.0,39.0,0.0545
93.0,41.0,0.0648
93.0,43.0,0.0622
93.0,45.0,0.0669
93.0,47.0,0.0477
93.0,49.0,0.0689
93.0,51.0,0.0572
93.0,53.0,0.0442
93.0,55.0,0.0604
93.0,57.0,0.0457
93.0,59.0,0.0906
93.0,61.0,0.0545
93.0,63.0,0.048
93.0,65.0,0.0641
93.0,67.0,0.0561
93.0,69.0,0.0573
93.0,71.0,0.04
93.0,73.0,0.0758
93.0,75.0,0.0764
93.0,77.0,0.0659
93.0,79.0,0.0631
93.0,81.0,0.0778
93.0,83.0,0.0776
93.0,85.0,0.0904
93.0,87.0,0.0846
93.0,89.0,0.087
93.0,91.0,0.0895
93.0,93.0,0.076
93.0,95.0,0.1065
93.0,97.0,0.0999
93.0,99.0,0.1183
93.0,101.0,0.113
93.0,103.0,0.0969
93.0,105.0,0.112
93.0,107.0,0.1047
93.0,109.0,0.1033
93.0,111.0,0.1059
93.0,113.0,0.1182
93.0,115.0,0.099
93.0,117.0,0.1016
93.0,119.0,0.0914
93.0,121.0,0.0985
93.0,123.0,0.1043
93.0,125.0,0.1062
93.0,127.0,0.1052
93.0,129.0,0.0911
93.0,131.0,0.1095
93.0,133.0,0.1114
93.0,135.0,0.1136
93.0,137.0,0.0705
93.0,139.0,0.097
93.0,141.0,0.0996
93.0,143.0,0.0872
93.0,145.0,0.1007
93.0,147.0,0.1051
93.0,149.0,0.1152
93.0,151.0,0.1015
93.0,153.0,0.0672
93.0,155.0,0.0727
93.0,157.0,0.0913
93.0,159.0,0.0948
95.0,1.0,0.0724
95.0,3.0,0.0883
95.0,5.0,0.0476
95.0,7.0,0.0796
95.0,9.0,0.0778
95.0,11.0,0.0621
95.0,13.0,0.0662
95.0,15.0,0.0704
95.0,17.0,0.0679
95.0,19.0,0.0732
95.0,21.0,0.0722
95.0,23.0,0.0577
95.0,25.0,0.0551
95.0,27.0,0.0637
95.0,29.0,0.0534
95.0,31.0,0.0357
95.0,33.0,0.0414
95.0,35.0,0.0484
95.0,37.0,0.044
95.0,39.0,0.0515
95.0,41.0,0.0567
95.0,43.0,0.0494
95.0,45.0,0.0326
95.0,47.0,0.0661
95.0,49.0,0.0393
95.0,51.0,0.0443
95.0,53.0,0.0595
95.0,55.0,0.0667
95.0,57.0,0.0587
95.0,59.0,0.0651
95.0,61.0,0.0517
95.0,63.0,0.0644
95.0,65.0,0.0652
95.0,67.0,0.0604
95.0,69.0,0.0605
95.0,71.0,0.0731
95.0,73.0,0.066
95.0,75.0,0.0707
95.0,77.0,0.084
95.0,79.0,0.0782
95.0,81.0,0.0714
95.0,83.0,0.0707
95.0,85.0,0.0821
95.0,87.0,0.0951
95.0,89.0,0.0901
95.0,91.0,0.0988
95.0,93.0,0.0848
95.0,95.0,0.0839
95.0,97.0,0.0932
95.0,99.0,0.0978
95.0,101.0,0.0941
95.0,103.0,0.113
95.0,105.0,0.1242
95.0,107.0,0.1038
95.0,109.0,0.1109
95.0,111.0,0.1106
95.0,113.0,0.1158
95.0,115.0,0.1046
95.0,117.0,0.094
95.0,119.0,0.1006
95.0,121.0,0.1106
95.0,123.0,0.1092
95.0,125.0,0.1012
95.0,127.0,0.124
95.0,129.0,0.0973
95.0,131.0,0.1069
95.0,133.0,0.1146
95.0,135.0,0.1027
95.0,137.0,0.1015
95.0,139.0,0.1111
95.0,141.0,0.1149
95.0,143.0,0.1107
95.0,145.0,0.092
95.0,147.0,0.1152
95.0,149.0,0.0658
95.0,151.0,0.0849
95.0,153.0,0.0885
95.0,155.0,0.0989
95.0,157.0,0.072
95.0,159.0,0.0758
97.0,1.0,0.08
97.0,3.0,0.0644
97.0,5.0,0.0754
97.0,7.0,0.0653
97.0,9.0,0.0689
97.0,11.0,0.0651
97.0,13.0,0.0835
97.0,15.0,0.0499
97.0,17.0,0.0628
97.0,19.0,0.0433
97.0,21.0,0.0603
97.0,23.0,0.0533
97.0,25.0,0.0501
97.0,27.0,0.0565
97.0,29.0,0.0599
97.0,31.0,0.0405
97.0,33.0,0.0507
97.0,35.0,0.0496
97.0,37.0,0.0338
97.0,39.0,0.0437
97.0,41.0,0.0593
97.0,43.0,0.0411
97.0,45.0,0.0329
97.0,47.0,0.0595
97.0,49.0,0.059
97.0,51.0,0.0413
97.0,53.0,0.0629
97.0,55.0,0.0669
97.0,57.0,0.0538
97.0,59.0,0.0669
97.0,61.0,0.0639
97.0,63.0,0.0447
97.0,65.0,0.0473
97.0,67.0,0.0439
97.0,69.0,0.049
97.0,71.0,0.082
97.0,73.0,0.06
97.0,75.0,0.0652
97.0,77.0,0.0661
97.0,79.0,0.0666
97.0,81.0,0.0885
97.0,83.0,0.0756
97.0,85.0,0.0783
97.0,87.0,0.1025
97.0,89.0,0.107
97.0,91.0,0.088
97.0,93.0,0.0688
97.0,95.0,0.1042
97.0,97.0,0.0978
97.0,99.0,0.0955
97.0,101.0,0.105
97.0,103.0,0.0887
97.0,105.0,0.1023
97.0,107.0,0.0961
97.0,109.0,0.1137
97.0,111.0,0.1095
97.0,113.0,0.1261
97.0,115.0,0.1433
97.0,117.0,0.1103
97.0,119.0,0.1159
97.0,121.0,0.1436
97.0,123.0,0.1374
97.0,125.0,0.1118
97.0,127.0,0.1093
97.0,129.0,0.1035
97.0,131.0,0.1014
97.0,133.0,0.1071
97.0,135.0,0.106
97.0,137.0,0.107
97.0,139.0,0.111
97.0,141.0,0.1036
97.0,143.0,0.1125
97.0,145.0,0.1074
97.0,147.0,0.1021
97.0,149.0,0.1102
97.0,151.0,0.0876
97.0,153.0,0.1018
97.0,155.0,0.088
97.0,157.0,0.0741
97.0,159.0,0.0629
99.0,1.0,0.075
99.0,3.0,0.0888
99.0,5.0,0.0694
99.0,7.0,0.0672
99.0,9.0,0.0785
99.0,11.0,0.0656
99.0,13.0,0.0673
99.0,15.0,0.0631
99.0,17.0,0.0677
99.0,19.0,0.0452
99.0,21.0,0.07
99.0,23.0,0.0559
99.0,25.0,0.0549
99.0,27.0,0.0473
99.0,29.0,0.0524
99.0,31.0,0.0507
99.0,33.0,0.0454
99.0,35.0,0.0433
99.0,37.0,0.0464
99.0,39.0,0.0306
99.0,41.0,0.034
99.0,43.0,0.0362
99.0,45.0,0.0416
99.0,47.0,0.0399
99.0,49.0,0.0473
99.0,51.0,0.039
99.0,53.0,0.0541
99.0,55.0,0.0545
99.0,57.0,0.0319
99.0,59.0,0.0659
99.0,61.0,0.053
99.0,63.0,0.0655
99.0,65.0,0.0585
99.0,67.0,0.0654
99.0,69.0,0.0537
99.0,71.0,0.0786
99.0,73.0,0.0769
99.0,75.0,0.0839
99.0,77.0,0.0797
99.0,79.0,0.0741
99.0,81.0,0.0769
99.0,83.0,0.0972
99.0,85.0,0.0779
99.0,87.0,0.0868
99.0,89.0,0.0899
99.0,91.0,0.0952
99.0,93.0,0.1093
99.0,95.0,0.1042
99.0,97.0,0.0947
99.0,99.0,0.1017
99.0,101.0,0.1212
99.0,103.0,0.1064
99.0,105.0,0.1295
99.0,107.0,0.1274
99.0,109.0,0.1117
99.0,111.0,0.12
99.0,113.0,0.1299
99.0,115.0,0.099
99.0,117.0,0.1243
99.0,119.0,0.1117
99.0,121.0,0.1159
99.0,123.0,0.123
99.0,125.0,0.1353
99.0,127.0,0.1045
99.0,129.0,0.127
99.0,131.0,0.1206
99.0,133.0,0.1167
99.0,135.0,0.1201
99.0,137.0,0.1144
99.0,139.0,0.1066
99.0,141.0,0.1079
99.0,143.0,0.1158
99.0,145.0,0.1126
99.0,147.0,0.1133
99.0,149.0,0.1088
99.0,151.0,0.0836
99.0,153.0,0.0937
99.0,155.0,0.078
99.0,157.0,0.0975
99.0,159.0,0.0946
101.0,1.0,0.079
101.0,3.0,0.0689
101.0,5.0,0.0548
101.0,7.0,0.0702
101.0,9.0,0.0744
101.0,11.0,0.0851
101.0,13.0,0.0659
101.0,15.0,0.0464
101.0,17.0,0.0715
101.0,19.0,0.0647
101.0,21.0,0.0472
101.0,23.0,0.0425
101.0,25.0,0.0482
101.0,27.0,0.0396
101.0,29.0,0.042
101.0,31.0,0.0438
101.0,33.0,0.032
101.0,35.0,0.0469
101.0,37.0,0.0236
101.0,39.0,0.0552
101.0,41.0,0.0508
101.0,43.0,0.0409
101.0,45.0,0.0468
101.0,47.0,0.0361
101.0,49.0,0.0383
101.0,51.0,0.0592
101.0,53.0,0.0433
101.0,55.0,0.0557
101.0,57.0,0.0682
101.0,59.0,0.0571
101.0,61.0,0.0583
101.0,63.0,0.0577
101.0,65.0,0.0394
101.0,67.0,0.0542
101.0,69.0,0.0563
101.0,71.0,0.0554
101.0,73.0,0.0416
101.0,75.0,0.0677
101.0,77.0,0.0734
101.0,79.0,0.0874
101.0,81.0,0.0942
101.0,83.0,0.0944
101.0,85.0,0.0906
101.0,87.0,0.103
101.0,89.0,0.0878
101.0,91.0,0.1024
101.0,93.0,0.1093
101.0,95.0,0.1011
101.0,97.0,0.0957
101.0,99.0,0.1149
101.0,101.0,0.1184
101.0,103.0,0.0973
101.0,105.0,0.1068
101.0,107.0,0.1017
101.0,109.0,0.1087
101.0,111.0,0.1334
101.0,113.0,0.1443
101.0,115.0,0.1136
101.0,117.0,0.1014
101.0,119.0,0.1324
101.0,121.0,0.1367
101.0,123.0,0.1158
101.0,125.0,0.1259
101.0,127.0,0.1179
101.0,129.0,0.1323
101.0,131.0,0.1271
101.0,133.0,0.1376
101.0,135.0,0.1221
101.0,137.0,0.1099
101.0,139.0,0.1229
101.0,141.0,0.1203
101.0,143.0,0.1072
101.0,145.0,0.1241
101.0,147.0,0.0905
101.0,149.0,0.09
101.0,151.0,0.1042
101.0,153.0,0.0784
101.0,155.0,0.0853
101.0,157.0,0.0935
101.0,159.0,0.0744
103.0,1.0,0.097
103.0,3.0,0.067
103.0,5.0,0.0556
103.0,7.0,0.0799
103.0,9.0,0.0522
103.0,11.0,0.0488
103.0,13.0,0.0542
103.0,15.0,0.0621
103.0,17.0,0.0433
103.0,19.0,0.0606
103.0,21.0,0.0541
103.0,23.0,0.0509
103.0,25.0,0.0597
103.0,27.0,0.0431
103.0,29.0,0.0289
103.0,31.0,0.0487
103.0,33.0,0.0413
103.0,35.0,0.0378
103.0,37.0,0.0214
103.0,39.0,0.02
103.0,41.0,0.0278
103.0,43.0,0.0346
103.0,45.0,0.032
103.0,47.0,0.0402
103.0,49.0,0.0353
103.0,51.0,0.0441
103.0,53.0,0.0472
103.0,55.0,0.0467
103.0,57.0,0.033
103.0,59.0,0.0488
103.0,61.0,0.0567
103.0,63.0,0.0726
103.0,65.0,0.0643
103.0,67.0,0.0623
103.0,69.0,0.0691
103.0,71.0,0.0546
103.0,73.0,0.0723
103.0,75.0,0.085
103.0,77.0,0.0623
103.0,79.0,0.0694
103.0,81.0,0.0882
103.0,83.0,0.0886
103.0,85.0,0.0829
103.0,87.0,0.0937
103.0,89.0,0.1244
103.0,91.0,0.1112
103.0,93.0,0.0914
103.0,95.0,0.0964
103.0,97.0,0.0947
103.0,99.0,0.1214
103.0,101.0,0.1035
103.0,103.0,0.1074
103.0,105.0,0.1221
103.0,107.0,0.1115
103.0,109.0,0.1244
103.0,111.0,0.103
103.0,113.0,0.1235
103.0,115.0,0.1281
103.0,117.0,0.1155
103.0,119.0,0.1287
103.0,121.0,0.1363
103.0,123.0,0.1218
103.0,125.0,0.1193
103.0,127.0,0.1025
103.0,129.0,0.1254
103.0,131.0,0.1339
103.0,133.0,0.1225
103.0,135.0,0.1073
103.0,137.0,0.112
103.0,139.0,0.1095
103.0,141.0,0.1249
103.0,143.0,0.1264
103.0,145.0,0.0955
103.0,147.0,0.0792
103.0,149.0,0.1048
103.0,151.0,0.103
103.0,153.0,0.0886
103.0,155.0,0.0809
103.0,157.0,0.0769
103.0,159.0,0.0936
105.0,1.0,0.0968
105.0,3.0,0.0761
105.0,5.0,0.0702
105.0,7.0,0.0555
105.0,9.0,0.0617
105.0,11.0,0.0598
105.0,13.0,0.0775
105.0,15.0,0.0629
105.0,17.0,0.0532
105.0,19.0,0.0522
105.0,21.0,0.0513
105.0,23.0,0.046
105.0,25.0,0.0356
105.0,27.0,0.0475
105.0,29.0,0.0532
105.0,31.0,0.0386
105.0,33.0,0.0352
105.0,35.0,0.0524
105.0,37.0,0.0008
105.0,39.0,0.0328
105.0,41.0,0.0355
105.0,43.0,0.0317
105.0,45.0,0.0415
105.0,47.0,0.0234
105.0,49.0,0.0426
105.0,51.0,0.0536
105.0,53.0,0.0396
105.0,55.0,0.0376
105.0,57.0,0.0322
105.0,59.0,0.043
105.0,61.0,0.0595
105.0,63.0,0.0486
105.0,65.0,0.0584
105.0,67.0,0.0351
105.0,69.0,0.0604
105.0,71.0,0.0491
105.0,73.0,0.081
105.0,75.0,0.0679
105.0,77.0,0.0809
105.0,79.0,0.0715
105.0,81.0,0.0875
105.0,83.0,0.0872
105.0,85.0,0.0854
105.0,87.0,0.0882
105.0,89.0,0.0943
105.0,91.0,0.1083
105.0,93.0,0.1069
105.0,95.0,0.1191
105.0,97.0,0.0991
105.0,99.0,0.1111
105.0,101.0,0.1055
105.0,103.0,0.1144
105.0,105.0,0.1207
105.0,107.0,0.127
105.0,109.0,0.1208
105.0,111.0,0.1363
105.0,113.0,0.142
105.0,115.0,0.1396
105.0,117.0,0.1269
105.0,119.0,0.1264
105.0,121.0,0.125
105.0,123.0,0.1185
105.0,125.0,0.1203
105.0,127.0,0.1122
105.0,129.0,0.1102
105.0,131.0,0.1131
105.0,133.0,0.1222
105.0,135.0,0.1058
105.0,137.0,0.1129
105.0,139.0,0.1153
105.0,141.0,0.1211
105.0,143.0,0.1119
105.0,145.0,0.1128
105.0,147.0,0.1075
105.0,149.0,0.0965
105.0,151.0,0.1235
105.0,153.0,0.1
105.0,155.0,0.0973
105.0,157.0,0.0934
105.0,159.0,0.0925
107.0,1.0,0.0892
107.0,3.0,0.0502
107.0,5.0,0.0736
107.0,7.0,0.0699
107.0,9.0,0.075
107.0,11.0,0.0584
107.0,13.0,0.051
107.0,15.0,0.0691
107.0,17.0,0.0482
107.0,19.0,0.0582
107.0,21.0,0.0418
107.0,23.0,0.0379
107.0,25.0,0.0404
107.0,27.0,0.032
107.0,29.0,0.031
107.0,31.0,0.0424
107.0,33.0,0.0309
107.0,35.0,0.0343
107.0,37.0,0.0264
107.0,39.0,0.0363
107.0,41.0,0.0189
107.0,43.0,0.0347
107.0,45.0,0.035
107.0,47.0,0.0275
107.0,49.0,0.0193
107.0,51.0,0.0421
107.0,53.0,0.0402
107.0,55.0,0.0377
107.0,57.0,0.0253
107.0,59.0,0.0275
107.0,61.0,0.043
107.0,63.0,0.0395
107.0,65.0,0.0363
107.0,67.0,0.0782
107.0,69.0,0.0494
107.0,71.0,0.0535
107.0,73.0,0.0651
107.0,75.0,0.0525
107.0,77.0,0.0913
107.0,79.0,0.0806
107.0,81.0,0.0848
107.0,83.0,0.0941
107.0,85.0,0.083
107.0,87.0,0.0876
107.0,89.0,0.096
107.0,91.0,0.0996
107.0,93.0,0.0993
107.0,95.0,0.088
107.0,97.0,0.1111
107.0,99.0,0.1232
107.0,101.0,0.123
107.0,103.0,0.1119
107.0,105.0,0.1359
107.0,107.0,0.1097
107.0,109.0,0.1414
107.0,111.0,0.1274
107.0,113.0,0.1468
107.0,115.0,0.1232
107.0,117.0,0.1327
107.0,119.0,0.1234
107.0,121.0,0.1235
107.0,123.0,0.1347
107.0,125.0,0.1507
107.0,127.0,0.1196
107.0,129.0,0.1247
107.0,131.0,0.132
107.0,133.0,0.1242
107.0,135.0,0.1306
107.0,137.0,0.1162
107.0,139.0,0.1122
107.0,141.0,0.1191
107.0,143.0,0.131
107.0,145.0,0.0984
107.0,147.0,0.1075
107.0,149.0,0.1055
107.0,151.0,0.1025
107.0,153.0,0.0881
107.0,155.0,0.1049
107.0,157.0,0.0977
107.0,159.0,0.0655
109.0,1.0,0.0875
109.0,3.0,0.0581
109.0,5.0,0.0759
109.0,7.0,0.0583
109.0,9.0,0.0464
109.0,11.0,0.0551
109.0,13.0,0.0437
109.0,15.0,0.058
109.0,17.0,0.0467
109.0,19.0,0.0592
109.0,21.0,0.0409
109.0,23.0,0.0539
109.0,25.0,0.026
109.0,27.0,0.0257
109.0,29.0,0.0481
