FirmID,Year,Size,Subsector,Ownership,FDI_Presence,Knowledge_Absorption,Task_Performance,Innovation_Score,Skilled_Labor_Ratio,IoT_Use,RD_Spend_Ratio,Liquidity_Ratio,Tax_Incentives,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,ROI,ROA,Export_Intensity,Market_Share,Operational_Efficiency,Employees,Assets_MUSD,Age,FDI_Total_Nigeria_USD_Bn,FDI_Lagos_USD_Bn,FDI_Sector_Food_Bev_Tob_USD_Bn,FDI_Type_Greenfield_pct,FDI_Type_MA_pct,Top_Origin_Countries,Ease_Doing_Business_Index,Regulatory_Quality_Index,Corruption_Perception_Index,EEG_Disbursement_USD_M,Tax_Incentive_Spend_USD_M,Power_Supply_Stability_Index,Logistics_Performance_Index,Port_Dwell_Time_Days,Food_Sector_GDP_Contribution_USD_Bn,Food_Sector_Employment_Thousands,Food_Sector_Output_Growth_pct,Food_Sector_Exports_USD_Bn,Lagos_GDP_USD_Bn,Lagos_Manufacturing_Employment_Thousands
FIRM_335,2023,Large,Fruit & vegetable processing,Domestic,1,4.09,3.63,5.0,0.397,0,0.25,0.86,4.42,3.71,1.11,5.2,3.0,0.2189,0.0465,0.244,0.0855,3.96,1004,12.6,43,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_336,2024,Large,Confectionery,Domestic,0,4.04,4.3,1.74,0.546,0,0.205,1.0,2.87,1.76,4.27,4.11,3.16,0.0864,0.0648,0.153,0.15,2.91,940,16.74,20,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_338,2024,SME,Meat processing,Domestic,1,3.54,4.03,4.75,0.436,1,0.25,1.76,4.25,5.08,3.73,2.3,4.52,0.2119,0.1236,0.219,0.15,4.44,217,2.54,46,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_339,2022,SME,Dairy processing,Domestic,1,2.67,3.59,3.37,0.688,0,0.25,2.07,3.02,3.45,2.55,5.57,2.9,0.1601,0.0829,0.267,0.1326,2.83,82,3.82,20,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_340,2023,SME,Fruit & vegetable processing,Domestic,0,3.75,3.24,2.46,0.399,0,0.13,1.13,4.09,4.94,5.29,3.5,4.72,0.1313,0.1011,0.009,0.1013,3.77,120,1.93,5,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_341,2024,SME,Confectionery,Domestic,1,1.95,4.52,2.7,0.913,1,0.121,1.8,3.67,3.07,3.5,4.13,3.5,0.1515,0.1453,0.319,0.15,3.48,20,2.18,47,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_343,2023,SME,Confectionery,Domestic,0,2.61,3.17,5.0,0.428,1,0.25,0.53,6.79,2.97,2.06,5.04,3.84,0.2006,0.1312,0.25,0.0946,2.94,156,11.3,44,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_344,2024,Large,Bakery products,Joint Venture,1,3.18,3.31,3.9,0.436,0,0.173,1.76,4.16,2.78,4.34,4.44,3.78,0.1036,0.0642,0.108,0.15,2.98,1437,10.07,49,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_347,2022,SME,Confectionery,Domestic,0,2.38,3.11,3.02,0.462,0,0.077,0.98,2.46,4.65,3.64,5.81,3.32,0.1625,0.1803,0.312,0.0986,3.12,142,11.22,16,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_348,2022,SME,Dairy processing,Domestic,1,3.4,4.46,4.5,0.419,1,0.222,1.62,4.05,2.85,3.83,4.77,3.56,0.2231,0.1485,0.19,0.15,4.76,78,4.98,17,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_349,2024,SME,Dairy processing,Domestic,1,4.97,4.15,3.11,0.6,0,0.143,1.4,4.77,4.47,2.93,3.17,4.15,0.1983,0.1165,0.41,0.15,4.08,218,4.55,10,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_350,2024,Large,Grain milling,Joint Venture,1,4.66,3.83,3.7,0.747,1,0.192,2.03,6.04,3.24,3.9,6.81,3.97,0.281,0.1589,0.504,0.081,4.52,1343,22.55,34,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_351,2024,SME,Grain milling,Foreign,0,3.0,3.43,3.05,0.361,0,0.166,0.95,3.35,1.23,2.91,4.73,2.68,0.1058,0.1884,0.23,0.1431,4.65,116,5.19,22,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_352,2024,SME,Dairy processing,Domestic,0,4.11,2.91,2.54,0.321,0,0.167,1.55,2.26,2.92,3.81,4.32,3.1,0.178,0.0341,0.11,0.0804,3.73,215,9.51,29,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_353,2024,SME,Fish processing,Domestic,1,3.15,3.66,4.78,0.472,0,0.144,1.39,5.1,2.29,1.3,5.36,2.89,0.1638,0.1056,0.251,0.1273,3.6,96,5.77,6,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_356,2024,SME,Beverages,Joint Venture,0,2.24,2.84,2.8,0.623,0,0.101,1.24,2.48,3.64,2.72,4.8,2.95,0.1929,-0.0038,0.063,0.15,3.76,91,3.06,23,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_358,2024,SME,Dairy processing,Domestic,0,3.89,3.09,1.6,0.382,0,0.25,1.23,3.52,2.17,5.09,4.98,3.58,0.126,0.1001,0.13,0.1058,3.15,74,3.48,48,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_359,2023,SME,Fish processing,Foreign,0,3.66,4.24,2.73,0.365,0,0.182,0.96,3.72,4.71,2.36,7.0,3.15,0.1115,0.1116,0.072,0.15,3.17,155,9.75,10,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_361,2023,SME,Fruit & vegetable processing,Joint Venture,0,2.83,2.55,3.22,0.234,0,0.25,1.29,3.92,3.49,2.54,4.17,3.38,0.1982,0.0886,0.186,0.15,2.41,45,2.87,35,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_363,2024,SME,Bakery products,Domestic,0,2.29,2.82,2.2,0.233,1,0.25,1.27,4.76,3.39,2.71,4.12,3.67,0.1042,0.0651,0.323,0.0608,4.09,106,4.79,26,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_366,2023,Large,Confectionery,Domestic,0,4.37,2.42,2.27,0.108,0,0.25,1.4,3.25,4.39,1.86,4.64,3.13,0.0584,0.0077,0.071,0.0683,3.29,391,31.96,28,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_368,2023,Large,Meat processing,Joint Venture,1,2.62,2.77,3.21,0.646,1,0.107,1.53,3.9,4.86,1.0,5.49,3.06,0.137,0.126,0.577,0.063,4.08,1956,11.57,36,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_370,2023,SME,Beverages,Domestic,0,2.72,3.17,4.1,0.321,0,0.214,1.62,3.98,3.58,2.95,2.69,3.77,0.1673,0.1509,0.162,0.0666,2.74,165,12.95,12,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_374,2023,SME,Dairy processing,Domestic,1,4.18,3.37,3.26,0.331,0,0.239,1.87,4.36,2.77,3.55,1.84,3.99,0.2326,0.0898,0.318,0.0169,4.36,171,7.77,38,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_375,2023,SME,Bakery products,Foreign,1,5.0,5.0,4.99,0.715,1,0.177,1.08,4.31,1.57,3.34,3.5,3.36,0.1755,0.1376,0.118,0.15,3.57,26,8.99,39,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_376,2022,SME,Confectionery,Domestic,0,3.51,3.1,2.45,0.34,0,0.15,1.65,4.48,2.78,3.04,2.54,3.77,0.1957,0.0297,0.197,0.15,3.41,67,8.83,45,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_377,2024,SME,Dairy processing,Domestic,1,4.38,4.7,3.99,0.378,0,0.25,1.03,5.13,2.96,3.45,3.69,3.96,0.0981,0.1371,0.192,0.15,4.68,42,3.65,47,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_378,2023,SME,Bakery products,Domestic,0,2.74,3.98,2.6,0.474,0,0.183,1.54,4.43,3.73,4.33,5.1,3.99,0.1082,0.0802,0.094,0.0436,4.02,97,8.19,11,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_380,2023,SME,Meat processing,Domestic,1,4.45,3.65,4.38,0.75,0,0.146,1.75,4.7,3.29,3.19,3.13,3.92,0.1531,0.0841,0.517,0.0988,4.05,88,4.69,35,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_381,2022,Large,Confectionery,Domestic,0,3.28,4.78,1.99,0.263,1,0.211,0.54,2.26,4.43,2.57,2.79,3.34,0.1222,0.0687,0.648,0.0938,2.26,1703,8.37,17,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_382,2022,Large,Grain milling,Domestic,0,1.93,3.49,3.67,0.147,1,0.092,1.34,4.06,2.86,2.89,4.58,3.31,0.1389,0.0782,0.187,0.06,5.0,605,20.02,32,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_385,2022,SME,Grain milling,Domestic,1,4.63,4.86,3.8,0.402,0,0.25,1.31,4.73,3.63,4.04,5.24,3.95,0.1998,0.1347,0.215,0.15,5.0,76,6.13,40,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_388,2024,SME,Meat processing,Domestic,0,3.98,4.28,2.42,0.323,0,0.113,1.0,4.8,5.02,4.75,2.47,4.95,0.1075,0.0446,0.042,0.15,4.04,120,5.64,6,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_389,2022,Large,Meat processing,Joint Venture,1,4.64,4.09,3.55,0.632,1,0.216,2.04,3.44,4.11,2.71,5.18,3.29,0.1712,0.1005,0.415,0.0656,3.55,895,22.64,9,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_391,2024,Large,Fish processing,Domestic,1,4.03,4.33,5.0,0.724,0,0.25,1.24,3.48,3.63,3.51,5.18,3.43,0.1677,0.1156,0.308,0.15,3.96,920,11.98,47,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_392,2022,SME,Grain milling,Domestic,1,3.24,4.24,3.82,0.857,0,0.132,1.18,3.57,2.98,3.77,5.34,3.34,0.119,0.073,0.26,0.15,3.61,193,15.85,10,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_394,2022,SME,Dairy processing,Domestic,0,1.35,2.5,2.37,0.578,0,0.25,1.33,4.59,2.84,2.11,5.96,3.03,0.1238,0.1619,0.115,0.15,4.27,169,5.41,23,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_395,2022,SME,Fish processing,Foreign,0,3.33,3.34,1.92,0.332,0,0.045,1.57,5.14,2.58,3.22,7.0,3.3,0.1205,0.0592,0.049,0.15,3.68,108,2.88,41,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_396,2022,Large,Bakery products,Domestic,0,4.07,4.05,3.45,0.044,0,0.095,1.24,3.55,2.95,1.59,4.07,2.87,0.1256,0.0694,0.043,0.0658,3.0,1160,3.81,6,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_397,2024,SME,Fish processing,Domestic,1,4.8,4.87,3.88,0.513,0,0.25,1.97,5.2,4.61,1.45,4.33,3.7,0.1671,0.0803,0.53,0.15,3.76,44,1.28,8,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_400,2024,Large,Dairy processing,Joint Venture,1,4.65,3.3,4.33,0.248,1,0.25,1.71,4.34,3.43,3.8,3.7,3.95,0.1711,0.1851,0.34,0.1245,4.86,1489,8.87,46,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_401,2023,Large,Fruit & vegetable processing,Domestic,1,3.94,4.17,2.38,0.722,0,0.232,0.63,4.06,2.08,2.98,4.2,3.2,0.1379,0.1388,0.267,0.1029,5.0,513,12.78,32,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_402,2022,SME,Grain milling,Domestic,1,4.87,3.91,2.64,0.482,0,0.238,1.29,3.97,5.82,3.62,6.04,4.03,0.2242,0.0782,0.225,0.15,5.0,146,6.74,47,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_403,2022,SME,Beverages,Domestic,1,4.74,3.72,4.73,0.27,0,0.25,1.28,5.02,4.08,3.38,2.59,4.35,0.1105,0.1591,0.37,0.1038,4.61,130,10.05,18,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_405,2023,SME,Grain milling,Domestic,1,3.66,4.05,4.0,0.472,0,0.215,1.69,4.56,2.01,2.33,3.17,3.29,0.1299,0.1242,0.23,0.15,3.84,21,2.79,46,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_410,2024,Large,Dairy processing,Domestic,0,3.74,3.45,3.48,0.566,0,0.25,0.25,6.5,3.07,3.15,6.15,3.94,0.2729,0.1041,0.011,0.0471,1.26,2181,4.77,49,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_411,2022,SME,Confectionery,Domestic,0,2.77,3.68,2.13,0.536,1,0.224,2.32,3.06,3.73,1.84,5.72,2.75,0.0766,0.0809,0.079,0.1118,3.67,22,3.38,9,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_413,2024,SME,Confectionery,Domestic,0,3.63,4.31,2.12,0.388,0,0.228,1.51,4.57,5.65,4.73,4.06,4.79,0.0608,0.0673,0.146,0.15,3.52,164,3.11,10,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_414,2023,SME,Beverages,Joint Venture,0,2.16,3.85,3.89,0.057,0,0.076,1.36,3.42,2.27,1.71,5.53,2.48,0.1723,0.1089,0.033,0.1293,3.53,79,2.79,11,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_415,2022,SME,Bakery products,Foreign,1,3.02,4.02,4.63,0.772,0,0.235,1.97,3.24,4.87,3.18,4.61,3.65,0.0647,0.0943,0.151,0.15,4.02,79,4.48,44,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_416,2023,SME,Fruit & vegetable processing,Foreign,1,4.85,5.0,2.72,0.587,1,0.206,2.44,4.19,5.38,2.25,6.0,3.58,0.1491,0.1927,0.317,0.15,3.16,108,4.3,8,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_417,2022,SME,Bakery products,Joint Venture,1,4.75,4.58,2.55,0.583,0,0.135,1.85,4.35,2.95,4.03,4.29,3.81,0.2675,0.0675,0.303,0.15,4.48,40,6.71,32,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_418,2024,SME,Grain milling,Domestic,0,3.71,3.24,2.9,0.435,0,0.168,1.68,7.0,3.27,2.84,5.73,4.11,0.0544,0.1544,0.113,0.036,3.96,177,3.95,30,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_419,2022,SME,Fish processing,Joint Venture,0,3.27,2.45,2.28,0.271,1,0.098,1.35,3.8,2.36,2.63,7.0,2.67,0.03,0.0853,0.173,0.15,3.97,85,11.16,20,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_420,2024,Large,Dairy processing,Domestic,0,1.29,2.61,2.26,0.896,0,0.201,1.24,2.76,3.36,4.14,5.22,3.32,0.0541,0.1024,0.067,0.1092,4.04,468,57.61,46,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_421,2022,SME,Fruit & vegetable processing,Domestic,0,3.14,3.95,1.87,0.533,0,0.071,1.11,4.3,3.56,3.23,4.56,3.66,0.1724,0.1291,0.014,0.15,3.91,177,6.5,13,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_423,2024,SME,Dairy processing,Foreign,0,3.56,2.86,2.58,0.6,0,0.25,0.97,1.72,4.39,3.77,5.37,3.14,0.1866,0.0662,0.259,0.15,3.23,53,7.6,39,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_424,2022,Large,Bakery products,Foreign,1,3.57,3.09,2.66,0.663,1,0.144,1.23,4.1,5.01,2.32,3.76,3.81,0.135,0.1469,0.598,0.0636,3.96,1532,7.36,16,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_426,2024,Large,Fish processing,Domestic,0,2.63,2.77,2.01,0.219,0,0.154,0.76,4.02,2.7,1.65,7.0,2.53,0.1622,-0.0172,0.441,0.0602,3.52,1243,4.6,36,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_427,2024,SME,Fruit & vegetable processing,Domestic,0,4.36,2.82,3.27,0.173,0,0.218,1.27,4.87,1.24,3.32,4.72,3.26,0.2026,0.0625,0.07,0.0288,3.64,168,7.26,49,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_428,2024,Large,Beverages,Domestic,1,3.95,4.4,3.65,0.48,0,0.175,0.83,5.27,3.67,3.05,3.87,4.03,0.254,0.0806,0.164,0.1065,4.74,929,6.66,48,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_430,2023,Large,Fish processing,Joint Venture,1,4.36,3.69,4.14,0.426,1,0.25,1.58,3.65,4.05,4.09,3.2,4.05,0.1542,0.0646,0.358,0.15,4.51,651,28.97,12,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_433,2024,SME,Bakery products,Domestic,0,3.82,2.34,1.52,0.578,0,0.065,1.29,3.83,3.9,3.11,5.82,3.39,0.011,0.0808,0.063,0.1229,4.98,77,4.36,21,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_434,2023,SME,Bakery products,Joint Venture,1,3.2,3.82,3.71,0.597,1,0.25,1.56,3.36,3.31,3.63,5.24,3.34,0.1238,0.1307,0.297,0.0566,5.0,135,5.42,28,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_435,2022,Large,Meat processing,Joint Venture,1,4.15,3.96,5.0,0.385,1,0.249,1.29,2.96,3.85,1.61,3.6,2.99,0.1487,0.1439,0.433,0.1121,4.11,1978,20.21,48,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_436,2023,Large,Bakery products,Foreign,1,5.0,3.46,3.36,0.252,1,0.172,2.73,4.54,5.52,5.48,4.89,4.85,0.1505,0.1235,0.278,0.0503,1.41,913,16.4,32,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_438,2022,Large,Fruit & vegetable processing,Domestic,0,4.66,4.11,3.74,0.354,0,0.113,1.84,2.6,4.06,3.02,2.69,3.5,0.1256,0.0698,0.492,0.055,4.45,378,16.73,37,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_440,2024,Large,Beverages,Domestic,0,3.23,3.01,3.73,0.485,0,0.22,0.8,3.54,3.15,3.97,4.72,3.53,0.1909,0.1068,0.191,0.15,3.12,878,34.0,35,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_441,2022,Large,Confectionery,Domestic,0,3.01,4.08,3.78,0.164,0,0.095,1.39,2.91,3.0,2.28,5.04,2.75,0.1988,0.1013,0.101,0.0529,2.92,880,7.84,16,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_443,2023,SME,Meat processing,Foreign,1,4.22,4.22,3.85,0.408,1,0.157,1.26,4.8,3.5,3.74,6.25,3.7,0.1568,0.1543,0.6,0.15,3.77,100,2.79,27,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_446,2023,SME,Fruit & vegetable processing,Joint Venture,0,3.39,3.95,3.51,0.671,1,0.118,0.89,5.98,5.56,1.77,3.58,4.38,0.189,0.1269,0.251,0.1279,3.19,162,5.57,7,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_448,2023,SME,Fish processing,Domestic,1,5.0,3.03,4.33,0.852,1,0.122,0.96,2.77,3.48,3.9,2.67,3.67,0.1852,0.1133,0.405,0.15,4.53,170,4.9,24,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
