FirmID,Year,Size,Employees,Assets_USD_millions,Age_Years,Subsector,Ownership_Type,FDI_Presence,FDI_Equity_Share_percent,Knowledge_Absorption_1_5,Task_Performance_1_5,Innovation_1_5,Firm_Resources_1_5,Skilled_Labor_Ratio,IoT_Use,RD_Spend_percent_of_Revenue,Liquidity_Ratio,Tax_Incentives_1_7,Regulatory_Stability_1_7,Infrastructure_Support_1_7,Corruption_Experience_1_7,Govt_Policy_Score_1_7,ROI_Self_percent,ROA_Self_percent,Export_Intensity_percent,Market_Share_percent,Operational_Efficiency_Index_0_100,Revenue_USD_millions,Assets_Verified_USD_millions,Export_Value_USD_millions,ROI_Verified_percent,ROA_Verified_percent,Country,Region,FDI_Inflow_Total_USD_billion,FDI_Inflow_Manufacturing_USD_billion,FDI_Inflow_FoodProcessing_USD_billion,FDI_Inflow_Lagos_USD_billion,FDI_Type_Share_Greenfield_percent,FDI_Type_Share_MA_percent,Ease_of_Doing_Business_Score,EEG_Disbursement_USD_billion,Regulatory_Quality_Index,Corruption_Perception_Index_0_100,Power_Supply_Reliability_Hours_per_Day,Logistics_Quality_Index_1_5,Food_Sector_GDP_Contribution_percent,Sector_Employment_thousands,Sector_Output_Growth_percent,Sector_Export_Value_USD_billion,Top_Origin_Countries,FDI_x_Policy,Innovation_x_Policy
FIRM_001,2024,Large,1498,30.11,15,Ready Meals,Domestic,0,0.0,2.8,5.0,3.4,3.6,0.56,1,2.02,2.35,4.0,5.9,2.7,2.3,4.6,5.71,5.42,9.07,4.94,81.6,89.74,27.27,8.14,5.26,5.49,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.639999999999999
FIRM_163,2024,SME,169,3.7,31,Grains & Cereals,Domestic,0,0.0,2.4,5.0,2.7,3.0,0.39,0,1.34,1.08,2.9,3.1,4.9,3.9,3.8,2.63,1.83,9.67,1.03,60.0,7.67,0.4,0.74,1.61,1.13,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.26
FIRM_164,2024,Large,687,38.71,14,Confectionery,Domestic,0,0.0,2.6,4.5,3.9,4.0,0.64,1,4.52,1.89,5.5,4.4,3.6,5.2,4.1,9.89,7.8,8.86,1.93,65.9,38.52,37.61,3.41,11.57,8.6,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.989999999999998
FIRM_165,2024,SME,162,1.96,15,Fruits & Vegetables,Domestic,0,0.0,3.1,4.8,3.1,3.6,0.75,0,0.95,1.9,3.4,3.1,4.0,5.3,3.3,10.07,3.83,1.51,1.87,50.3,10.65,0.4,0.16,8.89,3.06,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.23
FIRM_166,2024,SME,181,3.21,21,Dairy,Joint Venture,1,87.0,3.9,5.0,3.5,2.8,0.47,0,3.66,1.15,3.5,4.8,3.2,3.9,3.9,13.19,8.1,14.1,1.55,63.6,10.35,2.68,1.46,11.3,8.05,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,13.65
FIRM_167,2024,Large,1141,24.98,13,Confectionery,Domestic,0,0.0,3.6,4.5,3.6,2.7,0.62,1,2.89,1.47,4.0,3.6,2.8,4.7,3.4,6.05,2.68,6.57,3.76,55.5,81.87,27.13,5.38,6.71,1.32,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.24
FIRM_168,2024,SME,196,2.61,38,Confectionery,Joint Venture,1,45.0,3.7,4.1,4.5,2.7,0.41,1,4.41,0.67,3.1,3.2,5.3,5.7,3.5,14.09,5.28,16.62,1.86,58.9,7.98,1.72,1.33,13.53,4.15,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.5,15.75
FIRM_169,2024,SME,70,0.97,6,Dairy,Domestic,0,0.0,2.8,4.5,2.9,3.1,0.63,1,2.85,1.35,3.0,2.5,3.3,6.6,2.6,5.38,3.95,9.6,1.38,69.2,5.62,0.87,0.54,7.53,3.8,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,7.54
FIRM_170,2024,SME,162,2.98,42,Meat Processing,Domestic,0,0.0,1.9,4.3,2.7,3.0,0.55,0,1.08,1.8,4.1,4.1,3.0,5.2,3.5,1.92,2.68,2.02,0.01,60.3,8.95,5.89,0.18,0.99,2.81,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.450000000000001
FIRM_171,2024,Large,1117,14.98,18,Oils & Fats,Domestic,0,0.0,3.0,4.0,2.2,2.7,0.6,0,4.36,2.01,3.3,4.7,4.7,4.4,4.1,2.01,0.36,14.08,2.7,46.4,48.49,15.9,6.83,2.73,-1.37,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.02
FIRM_172,2024,SME,158,2.59,29,Confectionery,Joint Venture,1,67.0,3.7,4.7,3.2,2.5,0.6,0,3.06,1.24,3.5,4.1,2.7,4.2,3.5,7.1,4.93,7.07,1.22,67.5,6.09,1.07,0.43,8.1,5.18,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.5,11.200000000000001
FIRM_173,2024,SME,129,2.9,8,Dairy,Domestic,0,0.0,3.0,5.0,3.0,2.6,0.54,1,3.36,2.13,3.4,6.0,2.8,5.0,3.8,9.64,0.65,15.68,0.83,68.3,5.61,3.22,0.88,8.71,-0.29,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.399999999999999
FIRM_174,2024,SME,132,0.95,20,Bakery,Joint Venture,1,18.0,4.8,4.4,3.9,2.4,0.63,1,2.12,0.84,4.7,5.2,3.5,4.2,4.3,14.32,7.95,12.67,1.19,62.0,10.09,0.4,1.28,13.13,8.9,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.3,16.77
FIRM_175,2024,SME,127,1.06,38,Fruits & Vegetables,Domestic,0,0.0,3.6,4.3,2.6,2.8,0.59,0,2.25,0.98,4.0,3.5,3.5,4.5,3.6,6.68,4.66,5.79,1.57,64.6,11.76,1.9,0.68,7.27,4.14,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.360000000000001
FIRM_176,2024,Large,276,17.58,14,Grains & Cereals,Domestic,0,0.0,3.3,4.0,3.2,2.1,0.57,0,5.27,1.95,4.0,3.5,3.8,3.0,4.1,4.86,2.21,6.45,5.47,57.0,40.19,18.61,2.59,5.25,1.0,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.12
FIRM_177,2024,SME,150,2.37,7,Ready Meals,Joint Venture,1,61.0,3.1,4.5,3.3,2.6,0.52,1,2.34,2.44,4.8,4.3,5.8,5.9,4.2,14.54,4.49,13.73,0.54,57.3,5.78,0.4,0.79,12.55,4.36,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,13.86
FIRM_178,2024,SME,35,0.5,27,Fruits & Vegetables,Domestic,0,0.0,2.7,4.4,3.2,3.0,0.59,1,0.78,1.85,4.1,3.0,3.9,2.9,4.0,8.96,1.29,12.71,0.73,80.2,7.92,0.85,1.01,7.31,0.27,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.8
FIRM_179,2024,Large,1026,22.17,9,Ready Meals,Domestic,0,0.0,2.9,3.9,3.2,2.2,0.57,0,1.55,1.58,3.9,5.0,1.0,3.8,3.5,2.94,1.37,15.2,3.66,55.8,39.63,21.93,6.02,-0.4,2.31,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.200000000000001
FIRM_180,2024,Large,1477,23.94,16,Beverages,Joint Venture,1,40.0,3.4,5.0,3.9,3.2,0.71,0,2.44,0.5,4.7,4.2,3.9,4.4,4.1,10.67,9.39,23.3,3.13,63.6,24.41,25.03,5.69,11.08,9.19,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.1,15.989999999999998
FIRM_181,2024,SME,71,2.14,23,Grains & Cereals,Domestic,0,0.0,3.3,4.8,3.2,3.4,0.68,0,3.54,0.59,4.9,4.1,3.5,6.7,3.4,7.32,4.53,5.48,0.51,57.8,12.3,3.8,0.67,6.71,4.19,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.88
FIRM_182,2024,Large,511,31.17,29,Dairy,Domestic,0,0.0,3.3,4.9,2.3,2.9,0.78,0,2.7,1.66,4.1,4.5,3.5,3.8,4.1,5.43,1.15,6.67,4.56,73.1,40.67,32.12,2.71,4.94,1.48,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.429999999999998
FIRM_183,2024,Large,868,15.0,32,Fruits & Vegetables,Domestic,0,0.0,2.6,5.0,2.8,3.0,0.83,0,2.56,1.42,4.3,5.5,3.8,3.5,4.5,2.87,1.83,4.39,5.03,61.3,34.51,14.39,1.51,0.54,0.73,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.6
FIRM_184,2024,SME,172,3.42,34,Dairy,Domestic,0,0.0,3.5,5.0,2.9,3.1,0.49,0,2.52,1.05,3.4,4.0,3.5,3.6,3.8,8.27,1.59,2.29,1.12,51.0,11.8,5.29,0.27,6.65,0.23,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.02
FIRM_185,2024,SME,168,5.86,43,Grains & Cereals,Foreign,1,54.0,3.6,4.0,3.6,2.3,0.41,0,3.02,1.63,3.3,3.7,3.4,6.3,3.0,11.67,3.0,8.37,1.27,49.6,5.15,4.11,0.43,10.8,3.17,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.0,10.8
FIRM_186,2024,SME,97,3.5,4,Meat Processing,Foreign,1,52.0,2.7,5.0,3.6,2.4,0.48,0,1.47,1.66,5.0,5.3,4.2,1.0,5.4,6.14,7.59,16.71,2.98,78.8,6.52,0.86,1.09,5.03,6.4,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,5.4,19.44
FIRM_187,2024,Large,877,10.83,19,Dairy,Domestic,0,0.0,3.0,4.8,4.2,3.8,0.61,1,4.14,2.07,4.6,4.8,2.9,3.1,4.3,7.14,5.51,14.05,3.99,75.4,46.89,4.44,6.59,6.98,4.32,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,18.06
FIRM_188,2024,SME,83,2.8,1,Bakery,Joint Venture,1,70.0,3.8,4.7,4.2,3.6,0.55,1,1.29,1.67,4.7,3.5,2.5,7.0,2.9,10.77,9.92,6.44,1.15,61.9,6.1,2.66,0.39,11.17,10.47,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,2.9,12.18
FIRM_189,2024,SME,140,3.98,1,Fruits & Vegetables,Domestic,0,0.0,3.2,4.9,2.4,2.8,0.27,0,0.83,2.21,4.5,3.8,6.8,5.0,4.5,3.77,2.36,6.67,1.08,75.9,2.12,2.34,0.14,6.19,2.63,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.799999999999999
FIRM_190,2024,Large,1025,9.69,11,Ready Meals,Domestic,0,0.0,2.8,4.6,3.3,3.4,0.63,0,1.35,1.6,4.2,4.0,2.7,3.0,4.0,11.87,3.7,16.63,0.1,67.6,36.29,10.49,6.04,11.55,2.37,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.2
FIRM_191,2024,Large,1177,27.29,30,Dairy,Domestic,0,0.0,3.3,3.8,3.5,1.8,0.53,0,3.56,1.54,4.9,4.2,3.6,4.2,4.1,8.11,3.85,15.56,1.12,55.0,28.71,23.35,4.47,9.15,3.09,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.349999999999998
FIRM_192,2024,SME,60,2.37,45,Grains & Cereals,Joint Venture,1,85.0,3.7,4.6,3.3,3.4,0.45,0,2.96,2.13,5.1,2.4,1.9,4.4,3.2,12.27,1.8,10.52,1.32,57.9,5.74,1.08,0.6,10.97,0.79,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.2,10.56
FIRM_193,2024,SME,21,2.48,39,Beverages,Domestic,0,0.0,2.1,4.3,3.6,2.7,0.26,0,2.8,1.11,5.1,2.3,3.6,5.3,3.4,3.9,2.49,1.92,1.61,60.6,6.3,3.42,0.12,1.59,3.89,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.24
FIRM_194,2024,Large,1346,31.32,33,Seafood Processing,Domestic,0,0.0,2.2,3.6,3.3,3.6,0.49,1,3.21,3.01,4.1,2.9,2.5,6.5,2.8,5.07,2.96,8.95,8.46,50.3,72.95,29.26,6.53,4.35,3.58,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.239999999999998
FIRM_195,2024,SME,92,3.95,39,Grains & Cereals,Domestic,0,0.0,3.5,4.9,2.6,3.4,0.56,1,2.81,1.79,5.6,2.8,3.0,4.8,3.6,3.45,6.19,0.0,2.19,67.2,3.18,4.77,0.0,1.23,5.61,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.360000000000001
FIRM_196,2024,SME,100,4.8,9,Ready Meals,Joint Venture,1,53.0,4.2,5.0,4.1,3.1,0.47,1,2.15,1.79,4.4,3.2,4.6,3.7,4.1,15.46,9.62,23.6,2.83,71.8,7.36,3.69,1.74,15.18,9.94,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.1,16.81
FIRM_197,2024,Large,1004,21.97,42,Beverages,Domestic,0,0.0,3.2,5.0,3.8,3.2,0.69,1,5.51,1.86,4.8,4.4,4.0,5.2,4.0,9.75,3.1,9.73,3.14,55.5,90.35,21.9,8.79,8.51,1.68,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.2
FIRM_198,2024,Large,461,20.17,45,Bakery,Domestic,0,0.0,4.0,4.7,3.0,3.7,0.88,1,1.2,2.54,4.5,3.6,4.1,3.5,4.2,12.87,7.5,17.56,1.39,66.3,42.58,21.36,7.48,10.22,6.69,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.600000000000001
FIRM_199,2024,Large,647,33.71,5,Fruits & Vegetables,Foreign,1,57.0,4.2,4.4,4.3,3.1,0.65,1,6.19,2.0,4.4,4.0,1.6,3.1,3.7,12.84,7.64,9.32,9.14,62.1,56.08,35.62,5.23,14.62,7.53,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.7,15.91
FIRM_200,2024,Large,1903,39.79,24,Confectionery,Domestic,0,0.0,3.4,4.4,2.9,3.7,0.68,1,2.1,0.8,3.5,2.6,5.5,2.2,4.4,7.66,3.19,13.04,4.69,74.8,58.88,39.97,7.68,6.71,3.4,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.76
FIRM_201,2024,Large,1174,42.94,42,Ready Meals,Domestic,0,0.0,2.4,4.5,3.6,2.0,0.49,0,4.38,2.3,4.9,3.3,2.2,2.4,4.0,4.45,2.12,9.6,11.98,46.2,57.81,41.31,5.55,2.18,1.83,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.4
FIRM_202,2024,Large,742,38.15,24,Seafood Processing,Domestic,0,0.0,3.7,5.0,3.3,2.5,0.47,0,4.36,1.43,7.0,4.4,5.2,3.2,5.4,9.64,3.81,10.19,3.4,65.1,51.42,37.23,5.24,10.42,3.83,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,17.82
FIRM_203,2024,Large,953,23.9,43,Seafood Processing,Domestic,0,0.0,3.4,4.8,3.3,4.5,0.81,1,2.01,1.65,3.8,4.4,4.6,2.9,4.5,6.61,8.34,3.2,10.42,65.4,49.68,25.17,1.59,5.44,8.21,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.85
FIRM_204,2024,SME,79,2.06,47,Confectionery,Domestic,0,0.0,2.7,4.4,3.4,2.7,0.46,1,1.62,0.96,4.3,3.1,4.1,4.7,3.7,7.42,3.39,11.78,0.63,72.2,3.14,0.4,0.37,8.43,3.04,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.58
FIRM_205,2024,SME,150,0.5,24,Meat Processing,Joint Venture,1,18.0,3.4,3.7,2.9,2.8,0.61,0,0.96,1.86,3.8,4.0,2.6,2.9,3.9,8.2,5.08,16.83,0.83,55.6,1.56,0.4,0.26,7.02,4.61,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,11.309999999999999
FIRM_206,2024,SME,72,1.84,3,Grains & Cereals,Domestic,0,0.0,2.9,5.0,3.0,2.5,0.38,1,3.59,1.27,3.7,6.0,3.7,1.0,5.1,2.21,3.79,19.13,1.45,86.7,7.31,1.07,1.4,1.26,3.21,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.299999999999999
FIRM_207,2024,Large,663,26.31,18,Dairy,Domestic,0,0.0,2.2,4.5,2.3,3.4,0.61,1,3.48,1.65,5.7,3.8,3.0,3.0,4.4,-1.88,3.13,11.39,1.43,72.5,84.45,26.1,9.62,-1.77,3.14,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.12
FIRM_208,2024,SME,82,2.76,11,Grains & Cereals,Joint Venture,1,48.0,4.0,4.4,4.0,2.5,0.55,0,2.79,1.46,3.5,3.1,3.5,3.7,3.6,10.7,7.68,13.73,2.68,55.9,2.0,0.74,0.27,11.11,7.85,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.6,14.4
FIRM_209,2024,SME,44,4.34,24,Meat Processing,Domestic,0,0.0,2.5,4.0,2.9,3.1,0.56,1,4.37,2.56,3.7,3.6,3.2,3.6,3.7,8.39,4.52,2.03,0.01,64.0,8.26,0.64,0.17,9.01,4.5,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.73
FIRM_210,2024,SME,140,2.71,30,Bakery,Domestic,0,0.0,3.1,4.1,3.1,3.3,0.54,0,1.99,2.59,2.6,3.9,1.3,6.1,2.4,11.18,4.76,0.0,1.1,51.0,0.8,3.75,0.0,10.77,3.5,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,7.4399999999999995
FIRM_211,2024,SME,54,1.76,24,Beverages,Joint Venture,1,19.0,3.4,4.5,4.4,2.8,0.53,1,5.53,1.62,3.4,3.6,4.7,3.6,4.0,12.43,7.07,26.27,2.72,72.9,3.52,3.69,0.92,12.76,5.97,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.0,17.6
FIRM_212,2024,SME,66,2.93,10,Fruits & Vegetables,Domestic,0,0.0,2.7,4.5,3.5,3.4,0.44,1,1.95,1.63,2.5,3.8,3.4,5.4,3.1,11.96,5.71,4.06,0.01,52.6,4.79,0.4,0.19,12.55,5.87,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.85
FIRM_213,2024,SME,160,4.26,16,Meat Processing,Foreign,1,77.0,3.3,4.8,3.1,3.3,0.57,0,2.48,1.41,4.8,2.4,3.0,4.3,3.5,8.66,4.94,20.75,3.41,54.7,8.97,5.0,1.86,8.6,6.06,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.5,10.85
FIRM_214,2024,SME,190,1.83,34,Ready Meals,Foreign,1,92.0,3.5,5.0,3.6,3.3,0.47,0,1.76,2.15,7.0,2.8,2.9,4.2,4.1,13.52,6.69,18.93,1.46,67.9,10.68,4.0,2.02,13.05,6.63,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.1,14.76
FIRM_215,2024,SME,137,1.91,2,Grains & Cereals,Domestic,0,0.0,3.8,5.0,4.1,3.1,0.42,1,2.61,1.44,3.8,3.7,3.9,3.3,4.0,9.28,8.61,13.5,1.11,78.8,10.26,3.1,1.39,7.25,8.04,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,16.4
FIRM_216,2024,SME,184,3.67,11,Ready Meals,Domestic,0,0.0,3.5,5.0,4.0,4.3,0.44,0,3.12,1.39,2.5,3.6,2.5,4.2,3.1,10.35,9.29,8.17,1.46,43.7,5.98,2.84,0.49,10.77,9.29,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.4
FIRM_217,2024,Large,1845,32.56,45,Confectionery,Domestic,0,0.0,3.1,5.0,3.8,3.7,0.53,1,2.46,2.09,5.1,3.2,1.0,3.4,3.5,7.49,5.23,13.1,3.45,78.5,88.11,30.67,11.54,7.24,4.01,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.299999999999999
