hour,mode,current_density_A_cm2,price_USD_MWh
6619,standby,0.0,36.63
6620,standby,0.0,37.05
6621,SOEC,-0.4,28.73
6622,standby,0.0,39.92
6623,standby,0.0,49.49
6624,SOFC,0.4,61.87
6625,SOFC,0.4,63.33
6626,SOFC,0.4,64.68
6627,SOFC,0.4,74.03
6628,SOFC,0.4,72.62
6629,SOFC,0.4,71.88
6630,standby,0.0,58.15
6631,SOFC,0.4,65.91
6632,SOFC,0.4,71.02
6633,standby,0.0,53.42
6634,SOFC,0.4,69.92
6635,standby,0.0,56.54
6636,SOFC,0.4,65.28
6637,standby,0.0,45.69
6638,standby,0.0,42.32
6639,SOEC,-0.4,25.55
6640,standby,0.0,42.21
6641,SOEC,-0.4,32.25
6642,SOEC,-0.4,26.75
6643,SOEC,-0.4,31.78
6644,SOEC,-0.4,27.9
6645,SOEC,-0.4,23.89
6646,SOEC,-0.4,29.8
6647,standby,0.0,41.01
6648,standby,0.0,57.02
6649,standby,0.0,44.01
6650,standby,0.0,58.18
6651,standby,0.0,48.23
6652,SOFC,0.4,63.27
6653,SOFC,0.4,64.25
6654,standby,0.0,54.67
6655,SOFC,0.4,64.11
6656,standby,0.0,46.48
6657,standby,0.0,53.41
6658,standby,0.0,46.78
6659,standby,0.0,54.12
6660,standby,0.0,35.95
6661,standby,0.0,42.81
6662,standby,0.0,37.49
6663,standby,0.0,39.46
6664,SOEC,-0.4,0.0
6665,SOEC,-0.4,19.74
6666,SOEC,-0.4,27.43
6667,SOEC,-0.4,20.2
6668,SOEC,-0.4,18.9
6669,SOEC,-0.4,25.39
6670,SOEC,-0.4,20.02
6671,standby,0.0,43.29
6672,SOEC,-0.4,34.67
6673,standby,0.0,37.79
6674,SOEC,-0.4,26.68
6675,standby,0.0,55.4
6676,standby,0.0,41.93
6677,SOFC,0.4,65.94
6678,SOFC,0.4,63.51
6679,standby,0.0,52.67
6680,standby,0.0,36.42
6681,standby,0.0,43.25
6682,standby,0.0,46.37
6683,standby,0.0,41.09
6684,SOEC,-0.4,29.74
6685,standby,0.0,43.0
6686,SOEC,-0.4,18.28
6687,SOEC,-0.4,5.65
6688,SOEC,-0.4,24.79
6689,SOEC,-0.4,22.65
6690,SOEC,-0.4,14.36
6691,SOEC,-0.4,15.51
6692,SOEC,-0.4,18.08
6693,SOEC,-0.4,20.13
6694,SOEC,-0.4,34.1
6695,SOEC,-0.4,34.0
6696,SOEC,-0.4,32.15
6697,standby,0.0,51.16
6698,standby,0.0,59.18
6699,standby,0.0,54.32
6700,standby,0.0,56.96
6701,SOFC,0.4,67.7
6702,SOFC,0.4,74.75
6703,standby,0.0,57.06
6704,standby,0.0,59.25
6705,standby,0.0,57.2
6706,standby,0.0,51.12
6707,standby,0.0,49.31
6708,SOFC,0.4,68.61
6709,standby,0.0,36.11
6710,standby,0.0,43.47
6711,SOEC,-0.4,24.49
6712,SOEC,-0.4,25.05
6713,SOEC,-0.4,2.06
6714,SOEC,-0.4,26.48
6715,SOEC,-0.4,17.24
6716,SOEC,-0.4,32.36
6717,SOEC,-0.4,31.37
6718,SOEC,-0.4,25.99
6719,standby,0.0,43.34
6720,standby,0.0,47.53
6721,SOFC,0.4,72.26
6722,SOFC,0.4,62.97
6723,standby,0.0,55.38
6724,SOFC,0.4,72.37
6725,SOFC,0.4,75.71
6726,SOFC,0.4,69.94
6727,SOFC,0.4,71.25
6728,SOFC,0.4,77.29
6729,SOFC,0.4,60.83
6730,SOFC,0.4,79.96
6731,SOFC,0.4,69.88
6732,SOFC,0.4,60.03
6733,standby,0.0,42.13
6734,standby,0.0,57.57
6735,SOEC,-0.4,34.39
6736,standby,0.0,42.82
6737,standby,0.0,37.89
6738,standby,0.0,44.73
6739,standby,0.0,38.19
6740,SOEC,-0.4,33.89
6741,standby,0.0,41.46
6742,standby,0.0,48.09
6743,SOFC,0.4,64.97
6744,SOFC,0.4,62.0
6745,standby,0.0,58.24
6746,SOFC,0.4,78.65
6747,SOFC,0.4,81.4
6748,SOFC,0.4,74.09
6749,SOFC,0.4,75.58
6750,SOFC,0.4,81.31
6751,SOFC,0.4,78.49
6752,SOFC,0.4,87.9
6753,SOFC,0.4,78.82
6754,SOFC,0.4,66.25
6755,SOFC,0.4,70.31
6756,SOFC,0.4,65.15
6757,standby,0.0,51.83
6758,standby,0.0,51.21
6759,standby,0.0,53.34
6760,standby,0.0,57.87
6761,standby,0.0,51.34
6762,standby,0.0,38.91
6763,standby,0.0,57.13
6764,standby,0.0,43.96
6765,standby,0.0,55.34
6766,SOFC,0.4,64.51
6767,SOFC,0.4,63.47
6768,SOFC,0.4,60.31
6769,SOFC,0.4,72.1
6770,SOFC,0.4,76.91
6771,SOFC,0.4,69.63
6772,SOFC,0.4,78.58
6773,SOFC,0.4,88.8
6774,SOFC,0.4,79.89
6775,SOFC,0.4,76.66
6776,SOFC,0.4,64.9
6777,SOFC,0.4,63.73
6778,SOFC,0.4,89.65
6779,standby,0.0,59.88
6780,standby,0.0,56.21
6781,SOFC,0.4,65.18
6782,standby,0.0,43.16
6783,standby,0.0,42.69
6784,standby,0.0,50.34
6785,standby,0.0,41.22
6786,SOEC,-0.4,28.47
6787,SOEC,-0.4,34.94
6788,standby,0.0,48.72
6789,standby,0.0,41.25
6790,standby,0.0,47.35
6791,standby,0.0,51.55
6792,SOFC,0.4,66.16
6793,standby,0.0,54.33
6794,standby,0.0,52.83
6795,SOFC,0.4,75.95
6796,SOFC,0.4,60.59
6797,SOFC,0.4,62.15
6798,SOFC,0.4,80.88
6799,SOFC,0.4,68.58
6800,SOFC,0.4,70.29
6801,standby,0.0,48.85
6802,SOFC,0.4,65.99
6803,standby,0.0,47.51
6804,standby,0.0,58.34
6805,standby,0.0,43.82
6806,standby,0.0,45.02
6807,standby,0.0,37.5
6808,SOEC,-0.4,29.17
6809,SOEC,-0.4,22.84
6810,SOEC,-0.4,20.47
6811,standby,0.0,35.82
6812,SOEC,-0.4,14.2
6813,SOEC,-0.4,20.09
6814,SOEC,-0.4,32.05
6815,SOEC,-0.4,21.29
6816,standby,0.0,40.43
6817,standby,0.0,48.08
6818,standby,0.0,59.54
6819,SOFC,0.4,67.34
6820,standby,0.0,46.12
6821,SOFC,0.4,61.52
6822,SOFC,0.4,67.71
6823,SOFC,0.4,62.42
6824,SOFC,0.4,61.19
6825,standby,0.0,49.8
6826,standby,0.0,45.66
6827,standby,0.0,37.71
6828,standby,0.0,41.54
6829,standby,0.0,42.66
6830,SOEC,-0.4,31.72
6831,SOEC,-0.4,15.07
6832,SOEC,-0.4,12.28
6833,SOEC,-0.4,7.74
6834,SOEC,-0.4,7.04
6835,SOEC,-0.4,17.97
6836,SOEC,-0.4,9.48
6837,SOEC,-0.4,16.0
6838,SOEC,-0.4,32.76
6839,SOEC,-0.4,27.33
6840,SOEC,-0.4,33.24
6841,standby,0.0,39.44
6842,standby,0.0,48.4
6843,standby,0.0,46.19
6844,standby,0.0,35.75
6845,standby,0.0,53.59
6846,standby,0.0,49.96
6847,SOFC,0.4,68.27
6848,standby,0.0,41.93
6849,standby,0.0,53.86
6850,standby,0.0,43.0
6851,standby,0.0,59.35
6852,standby,0.0,39.74
6853,standby,0.0,43.48
6854,SOEC,-0.4,4.28
6855,SOEC,-0.4,20.45
6856,SOEC,-0.4,12.95
6857,SOEC,-0.4,22.95
6858,SOEC,-0.4,19.33
6859,SOEC,-0.4,22.29
6860,SOEC,-0.4,19.54
6861,SOEC,-0.4,30.74
6862,SOEC,-0.4,27.8
6863,SOEC,-0.4,27.9
6864,standby,0.0,38.91
6865,standby,0.0,53.53
6866,standby,0.0,53.05
6867,standby,0.0,56.44
6868,SOFC,0.4,61.52
6869,SOFC,0.4,61.4
6870,standby,0.0,57.07
6871,SOFC,0.4,61.28
6872,standby,0.0,40.88
6873,standby,0.0,36.67
6874,standby,0.0,58.13
6875,standby,0.0,39.33
6876,SOEC,-0.4,34.0
6877,standby,0.0,40.3
6878,SOEC,-0.4,33.29
6879,SOEC,-0.4,32.59
6880,SOEC,-0.4,19.78
6881,SOEC,-0.4,30.09
6882,SOEC,-0.4,22.53
6883,standby,0.0,37.48
6884,SOEC,-0.4,26.44
6885,standby,0.0,37.57
6886,SOEC,-0.4,32.5
6887,standby,0.0,59.55
6888,standby,0.0,48.67
6889,standby,0.0,57.74
6890,SOFC,0.4,67.82
6891,SOFC,0.4,63.39
6892,SOFC,0.4,87.9
6893,SOFC,0.4,79.54
6894,SOFC,0.4,62.29
6895,SOFC,0.4,76.28
6896,SOFC,0.4,76.97
6897,SOFC,0.4,74.54
6898,standby,0.0,56.97
6899,standby,0.0,59.08
6900,SOFC,0.4,64.09
6901,standby,0.0,47.3
6902,standby,0.0,39.87
6903,standby,0.0,36.43
6904,standby,0.0,35.46
6905,SOEC,-0.4,24.03
6906,SOEC,-0.4,31.64
6907,standby,0.0,43.2
6908,standby,0.0,51.49
6909,standby,0.0,43.06
6910,standby,0.0,51.7
6911,standby,0.0,55.42
6912,standby,0.0,59.41
6913,standby,0.0,57.81
6914,SOFC,0.4,61.67
6915,SOFC,0.4,86.19
6916,SOFC,0.4,79.21
6917,SOFC,0.4,87.51
6918,SOFC,0.4,83.49
6919,SOFC,0.4,93.17
6920,SOFC,0.4,70.62
6921,SOFC,0.4,75.98
6922,SOFC,0.4,70.49
6923,SOFC,0.4,63.06
6924,standby,0.0,45.99
6925,standby,0.0,59.52
6926,standby,0.0,58.53
6927,SOFC,0.4,62.14
6928,standby,0.0,44.14
6929,standby,0.0,36.04
6930,standby,0.0,36.11
6931,standby,0.0,39.34
6932,standby,0.0,48.45
6933,standby,0.0,42.45
6934,standby,0.0,54.47
6935,standby,0.0,50.27
6936,SOFC,0.4,62.78
6937,SOFC,0.4,85.35
6938,SOFC,0.4,75.94
6939,SOFC,0.4,69.92
6940,SOFC,0.4,103.26
6941,SOFC,0.4,91.22
6942,SOFC,0.4,88.61
6943,SOFC,0.4,80.22
6944,SOFC,0.4,86.31
6945,SOFC,0.4,82.07
6946,SOFC,0.4,64.34
6947,SOFC,0.4,75.51
6948,SOFC,0.4,68.29
6949,standby,0.0,55.51
6950,standby,0.0,46.07
6951,standby,0.0,57.01
6952,standby,0.0,39.29
6953,standby,0.0,40.4
6954,SOEC,-0.4,30.22
6955,SOEC,-0.4,30.5
6956,standby,0.0,55.42
6957,standby,0.0,55.16
6958,standby,0.0,56.57
6959,standby,0.0,54.06
6960,standby,0.0,45.06
6961,SOFC,0.4,64.1
6962,SOFC,0.4,68.89
6963,SOFC,0.4,68.52
6964,SOFC,0.4,76.84
6965,SOFC,0.4,88.16
6966,SOFC,0.4,68.64
6967,SOFC,0.4,74.11
6968,SOFC,0.4,61.12
6969,SOFC,0.4,70.08
6970,standby,0.0,59.02
6971,standby,0.0,56.53
6972,standby,0.0,43.39
6973,standby,0.0,38.57
6974,SOEC,-0.4,18.25
6975,SOEC,-0.4,33.98
6976,SOEC,-0.4,27.35
6977,SOEC,-0.4,28.84
6978,SOEC,-0.4,26.16
6979,SOEC,-0.4,31.69
6980,standby,0.0,41.5
6981,SOEC,-0.4,23.56
6982,standby,0.0,39.86
6983,SOEC,-0.4,30.44
6984,standby,0.0,39.66
6985,standby,0.0,46.74
6986,standby,0.0,58.22
6987,standby,0.0,45.59
6988,standby,0.0,47.62
6989,SOFC,0.4,60.06
6990,standby,0.0,35.22
6991,SOFC,0.4,66.96
6992,SOFC,0.4,61.86
6993,standby,0.0,52.49
6994,standby,0.0,54.09
6995,SOEC,-0.4,27.87
6996,standby,0.0,42.75
6997,standby,0.0,37.14
6998,SOEC,-0.4,12.38
6999,SOEC,-0.4,23.35
7000,SOEC,-0.4,15.93
7001,SOEC,-0.4,0.92
7002,SOEC,-0.4,13.85
7003,SOEC,-0.4,20.3
7004,SOEC,-0.4,0.46
7005,SOEC,-0.4,25.93
7006,SOEC,-0.4,34.53
7007,SOEC,-0.4,19.53
7008,SOEC,-0.4,22.85
7009,standby,0.0,48.15
7010,standby,0.0,41.14
7011,standby,0.0,57.83
7012,standby,0.0,51.91
7013,standby,0.0,42.99
7014,standby,0.0,44.54
7015,SOFC,0.4,70.22
7016,standby,0.0,37.75
7017,standby,0.0,45.48
7018,standby,0.0,37.66
7019,SOEC,-0.4,23.72
7020,standby,0.0,39.18
7021,SOEC,-0.4,22.39
7022,SOEC,-0.4,29.78
7023,SOEC,-0.4,20.29
7024,SOEC,-0.4,23.1
7025,SOEC,-0.4,0.0
7026,SOEC,-0.4,13.25
7027,SOEC,-0.4,24.25
7028,SOEC,-0.4,14.87
7029,SOEC,-0.4,20.1
7030,SOEC,-0.4,17.46
7031,SOEC,-0.4,30.73
7032,SOEC,-0.4,28.69
7033,standby,0.0,40.96
7034,standby,0.0,40.91
7035,SOFC,0.4,61.76
7036,SOFC,0.4,64.05
7037,standby,0.0,49.78
7038,SOFC,0.4,79.78
7039,SOFC,0.4,62.37
7040,SOFC,0.4,61.11
7041,SOFC,0.4,67.65
7042,standby,0.0,55.85
7043,standby,0.0,40.99
7044,SOEC,-0.4,29.34
7045,SOEC,-0.4,8.64
7046,standby,0.0,51.11
7047,SOEC,-0.4,32.39
7048,SOEC,-0.4,30.74
7049,SOEC,-0.4,31.23
7050,SOEC,-0.4,21.78
7051,SOEC,-0.4,31.59
7052,SOEC,-0.4,18.8
7053,standby,0.0,35.1
7054,standby,0.0,45.09
7055,standby,0.0,36.48
7056,SOFC,0.4,73.45
7057,standby,0.0,44.31
7058,SOFC,0.4,65.6
7059,SOFC,0.4,65.44
7060,SOFC,0.4,80.91
7061,SOFC,0.4,69.64
7062,SOFC,0.4,65.24
7063,SOFC,0.4,80.29
7064,SOFC,0.4,65.05
7065,SOFC,0.4,75.82
7066,standby,0.0,54.71
7067,standby,0.0,55.28
7068,standby,0.0,48.89
7069,standby,0.0,39.94
7070,standby,0.0,36.78
7071,standby,0.0,55.99
7072,standby,0.0,58.65
7073,SOEC,-0.4,24.14
7074,standby,0.0,49.6
7075,standby,0.0,44.04
7076,standby,0.0,42.94
7077,SOEC,-0.4,34.86
7078,standby,0.0,59.9
7079,standby,0.0,41.05
7080,SOFC,0.4,60.16
7081,SOFC,0.4,60.83
7082,SOFC,0.4,70.35
7083,SOFC,0.4,87.95
7084,SOFC,0.4,63.96
7085,SOFC,0.4,71.59
7086,SOFC,0.4,79.96
7087,SOFC,0.4,91.44
7088,SOFC,0.4,85.85
7089,SOFC,0.4,92.9
7090,SOFC,0.4,75.66
7091,SOFC,0.4,72.37
7092,standby,0.0,59.41
7093,standby,0.0,36.16
7094,SOFC,0.4,67.81
7095,standby,0.0,53.16
7096,standby,0.0,46.96
7097,standby,0.0,38.87
7098,standby,0.0,57.83
7099,SOEC,-0.4,33.15
7100,standby,0.0,37.96
7101,standby,0.0,46.8
7102,standby,0.0,59.36
7103,standby,0.0,57.53
7104,SOFC,0.4,69.97
7105,SOFC,0.4,76.26
7106,SOFC,0.4,72.26
7107,SOFC,0.4,88.57
7108,SOFC,0.4,70.55
7109,SOFC,0.4,79.37
7110,SOFC,0.4,83.35
7111,SOFC,0.4,89.25
7112,SOFC,0.4,91.82
7113,SOFC,0.4,70.87
7114,SOFC,0.4,74.58
7115,standby,0.0,58.92
7116,standby,0.0,59.25
7117,SOFC,0.4,60.07
7118,standby,0.0,55.52
7119,standby,0.0,48.4
7120,standby,0.0,37.83
7121,standby,0.0,39.68
7122,standby,0.0,35.65
7123,standby,0.0,40.34
7124,standby,0.0,37.16
7125,standby,0.0,38.33
7126,standby,0.0,42.8
7127,standby,0.0,53.65
7128,standby,0.0,50.99
7129,standby,0.0,51.28
7130,SOFC,0.4,72.0
7131,SOFC,0.4,62.2
7132,SOFC,0.4,67.21
7133,SOFC,0.4,67.21
7134,SOFC,0.4,72.48
7135,SOFC,0.4,74.4
7136,SOFC,0.4,65.65
7137,SOFC,0.4,69.8
7138,standby,0.0,57.97
7139,standby,0.0,57.89
7140,SOFC,0.4,60.9
7141,standby,0.0,40.65
7142,standby,0.0,41.19
7143,standby,0.0,44.06
7144,SOEC,-0.4,24.26
7145,SOEC,-0.4,15.67
7146,SOEC,-0.4,26.34
7147,SOEC,-0.4,30.3
7148,SOEC,-0.4,32.97
7149,SOEC,-0.4,29.62
7150,standby,0.0,35.15
7151,standby,0.0,35.93
7152,standby,0.0,47.57
7153,standby,0.0,49.32
7154,standby,0.0,46.08
7155,SOFC,0.4,67.58
7156,SOFC,0.4,64.39
7157,standby,0.0,52.47
7158,standby,0.0,53.79
7159,standby,0.0,55.43
7160,SOFC,0.4,78.68
7161,standby,0.0,36.6
7162,SOFC,0.4,69.36
7163,standby,0.0,41.59
7164,SOEC,-0.4,31.66
7165,standby,0.0,43.08
7166,SOEC,-0.4,25.31
7167,standby,0.0,38.15
7168,SOEC,-0.4,18.98
7169,SOEC,-0.4,20.38
7170,SOEC,-0.4,16.66
7171,SOEC,-0.4,29.67
7172,SOEC,-0.4,13.15
7173,SOEC,-0.4,18.74
7174,SOEC,-0.4,24.89
7175,SOEC,-0.4,29.87
7176,standby,0.0,49.11
7177,standby,0.0,46.15
7178,standby,0.0,43.81
7179,standby,0.0,47.7
7180,standby,0.0,43.92
7181,standby,0.0,53.96
7182,SOFC,0.4,61.02
7183,standby,0.0,49.7
7184,standby,0.0,44.78
7185,standby,0.0,56.66
7186,standby,0.0,52.8
7187,SOEC,-0.4,31.79
7188,SOEC,-0.4,29.4
7189,standby,0.0,41.5
7190,SOEC,-0.4,20.55
7191,SOEC,-0.4,27.65
7192,SOEC,-0.4,11.14
7193,SOEC,-0.4,15.05
7194,standby,0.0,38.22
7195,SOEC,-0.4,5.52
7196,SOEC,-0.4,12.01
7197,SOEC,-0.4,13.2
7198,SOEC,-0.4,31.59
7199,SOEC,-0.4,16.14
7200,standby,0.0,51.69
7201,standby,0.0,42.22
7202,standby,0.0,41.36
7203,SOFC,0.4,62.45
7204,standby,0.0,55.48
7205,SOFC,0.4,70.76
7206,SOFC,0.4,62.23
7207,standby,0.0,57.5
7208,SOFC,0.4,63.51
7209,SOFC,0.4,62.38
7210,standby,0.0,53.74
7211,standby,0.0,41.89
7212,standby,0.0,59.3
7213,standby,0.0,38.03
7214,SOEC,-0.4,29.58
7215,standby,0.0,39.04
7216,SOEC,-0.4,33.47
7217,SOEC,-0.4,32.18
7218,SOEC,-0.4,22.66
7219,SOEC,-0.4,18.2
7220,SOEC,-0.4,34.88
7221,SOEC,-0.4,31.68
7222,standby,0.0,39.58
7223,standby,0.0,57.11
7224,SOFC,0.4,61.34
7225,standby,0.0,47.05
7226,SOFC,0.4,72.39
7227,SOFC,0.4,74.98
7228,SOFC,0.4,68.27
7229,SOFC,0.4,82.03
7230,SOFC,0.4,69.06
7231,SOFC,0.4,73.81
7232,SOFC,0.4,79.79
7233,SOFC,0.4,64.06
7234,standby,0.0,56.85
7235,SOFC,0.4,65.28
7236,standby,0.0,53.31
7237,standby,0.0,56.32
7238,standby,0.0,45.31
7239,SOEC,-0.4,27.35
7240,standby,0.0,38.23
7241,standby,0.0,47.93
7242,standby,0.0,39.24
7243,standby,0.0,38.64
7244,standby,0.0,35.64
7245,standby,0.0,54.25
7246,standby,0.0,39.19
7247,standby,0.0,55.26
7248,SOFC,0.4,76.0
7249,SOFC,0.4,60.57
7250,SOFC,0.4,77.61
7251,SOFC,0.4,74.76
7252,SOFC,0.4,68.86
7253,SOFC,0.4,90.3
7254,SOFC,0.4,67.69
7255,SOFC,0.4,82.66
7256,SOFC,0.4,101.65
7257,SOFC,0.4,77.88
7258,SOFC,0.4,61.91
7259,SOFC,0.4,64.52
7260,SOFC,0.4,71.46
7261,standby,0.0,59.2
7262,standby,0.0,45.42
7263,standby,0.0,48.5
7264,standby,0.0,47.49
7265,standby,0.0,53.37
7266,standby,0.0,41.35
7267,standby,0.0,47.18
7268,standby,0.0,39.71
7269,standby,0.0,55.38
7270,standby,0.0,46.44
7271,standby,0.0,57.74
7272,standby,0.0,58.73
7273,SOFC,0.4,75.36
7274,SOFC,0.4,77.54
7275,SOFC,0.4,80.68
7276,SOFC,0.4,95.9
7277,SOFC,0.4,88.86
7278,SOFC,0.4,89.09
7279,SOFC,0.4,89.13
7280,SOFC,0.4,77.45
7281,SOFC,0.4,74.54
7282,SOFC,0.4,70.88
7283,standby,0.0,54.68
7284,standby,0.0,50.53
7285,standby,0.0,57.67
7286,SOFC,0.4,60.49
7287,standby,0.0,44.23
7288,SOEC,-0.4,30.92
7289,SOEC,-0.4,32.14
7290,SOEC,-0.4,25.4
7291,standby,0.0,53.23
7292,standby,0.0,39.94
7293,standby,0.0,47.2
7294,standby,0.0,55.71
7295,standby,0.0,47.54
7296,standby,0.0,55.13
7297,SOFC,0.4,60.9
7298,SOFC,0.4,73.18
7299,SOFC,0.4,70.26
7300,SOFC,0.4,74.42
7301,SOFC,0.4,68.03
7302,SOFC,0.4,66.77
7303,SOFC,0.4,76.58
7304,SOFC,0.4,72.34
7305,SOFC,0.4,61.56
7306,standby,0.0,58.12
7307,standby,0.0,57.77
7308,standby,0.0,44.19
7309,standby,0.0,36.59
7310,SOEC,-0.4,24.73
7311,standby,0.0,39.9
7312,SOEC,-0.4,27.9
7313,SOEC,-0.4,23.84
7314,SOEC,-0.4,28.27
7315,SOEC,-0.4,26.81
7316,SOEC,-0.4,20.44
7317,SOEC,-0.4,28.08
7318,standby,0.0,38.64
7319,standby,0.0,39.33
7320,standby,0.0,51.17
7321,standby,0.0,53.13
7322,standby,0.0,55.95
7323,standby,0.0,43.43
7324,SOFC,0.4,71.72
7325,SOFC,0.4,61.55
7326,SOFC,0.4,65.94
7327,SOFC,0.4,72.12
7328,standby,0.0,59.47
7329,standby,0.0,38.51
7330,SOEC,-0.4,33.25
7331,SOEC,-0.4,30.69
7332,SOEC,-0.4,28.69
7333,standby,0.0,41.77
7334,SOEC,-0.4,32.7
7335,SOEC,-0.4,25.47
7336,SOEC,-0.4,17.98
7337,SOEC,-0.4,30.14
7338,SOEC,-0.4,15.25
7339,SOEC,-0.4,5.12
7340,SOEC,-0.4,15.54
7341,SOEC,-0.4,27.38
7342,SOEC,-0.4,29.9
7343,SOEC,-0.4,12.86
7344,SOEC,-0.4,33.23
7345,standby,0.0,52.95
7346,standby,0.0,38.99
7347,standby,0.0,42.14
7348,standby,0.0,52.77
7349,SOFC,0.4,65.77
7350,standby,0.0,44.82
7351,standby,0.0,57.12
7352,standby,0.0,49.32
7353,standby,0.0,36.03
7354,standby,0.0,44.14
7355,standby,0.0,37.1
7356,standby,0.0,36.0
7357,SOEC,-0.4,25.17
7358,SOEC,-0.4,24.23
7359,SOEC,-0.4,15.64
7360,SOEC,-0.4,29.56
7361,SOEC,-0.4,7.14
7362,SOEC,-0.4,16.35
7363,SOEC,-0.4,13.27
7364,SOEC,-0.4,16.45
7365,SOEC,-0.4,21.56
7366,SOEC,-0.4,21.81
7367,SOEC,-0.4,16.77
7368,standby,0.0,49.4
7369,standby,0.0,39.47
7370,standby,0.0,56.4
7371,standby,0.0,45.85
7372,SOFC,0.4,63.66
7373,standby,0.0,54.64
7374,SOFC,0.4,60.06
7375,standby,0.0,49.61
7376,standby,0.0,47.35
7377,standby,0.0,49.51
7378,SOFC,0.4,60.67
7379,standby,0.0,56.52
7380,standby,0.0,45.79
7381,standby,0.0,51.62
7382,SOEC,-0.4,33.33
7383,SOEC,-0.4,25.19
7384,SOEC,-0.4,24.42
7385,SOEC,-0.4,30.85
7386,SOEC,-0.4,23.79
7387,standby,0.0,38.85
7388,SOEC,-0.4,26.15
7389,standby,0.0,41.98
7390,standby,0.0,42.69
7391,standby,0.0,49.58
7392,standby,0.0,41.43
7393,standby,0.0,36.78
7394,SOFC,0.4,61.81
7395,SOFC,0.4,60.98
7396,SOFC,0.4,72.2
7397,SOFC,0.4,75.73
7398,SOFC,0.4,68.6
7399,SOFC,0.4,66.42
7400,SOFC,0.4,71.8
7401,standby,0.0,52.78
7402,SOFC,0.4,61.95
7403,SOFC,0.4,60.02
7404,SOFC,0.4,60.07
7405,standby,0.0,44.29
7406,standby,0.0,46.46
7407,standby,0.0,49.76
7408,standby,0.0,43.59
7409,standby,0.0,45.68
7410,SOEC,-0.4,31.13
7411,standby,0.0,36.13
7412,standby,0.0,44.55
7413,standby,0.0,38.54
7414,standby,0.0,47.82
7415,SOFC,0.4,63.78
7416,SOFC,0.4,62.57
7417,SOFC,0.4,71.94
7418,SOFC,0.4,84.84
7419,SOFC,0.4,73.37
7420,SOFC,0.4,92.15
7421,SOFC,0.4,79.76
7422,SOFC,0.4,71.74
7423,SOFC,0.4,84.68
7424,SOFC,0.4,77.51
7425,SOFC,0.4,66.64
7426,SOFC,0.4,68.81
7427,SOFC,0.4,63.16
7428,SOFC,0.4,69.25
7429,SOFC,0.4,72.93
7430,standby,0.0,57.22
7431,standby,0.0,53.81
7432,standby,0.0,41.06
7433,standby,0.0,40.11
7434,standby,0.0,48.37
7435,standby,0.0,49.08
7436,standby,0.0,56.56
7437,standby,0.0,47.59
7438,standby,0.0,49.56
7439,SOFC,0.4,77.79
7440,SOFC,0.4,71.44
7441,SOFC,0.4,75.69
7442,SOFC,0.4,64.46
7443,SOFC,0.4,79.97
7444,SOFC,0.4,90.52
7445,SOFC,0.4,88.97
7446,SOFC,0.4,90.75
7447,SOFC,0.4,80.34
7448,SOFC,0.4,72.14
7449,SOFC,0.4,72.41
7450,SOFC,0.4,75.5
7451,SOFC,0.4,63.35
7452,SOFC,0.4,68.43
7453,standby,0.0,57.15
7454,standby,0.0,50.11
7455,standby,0.0,45.64
7456,SOEC,-0.4,29.52
7457,SOEC,-0.4,30.94
7458,standby,0.0,48.54
7459,standby,0.0,37.57
7460,standby,0.0,37.45
7461,SOEC,-0.4,33.4
7462,standby,0.0,51.49
7463,standby,0.0,35.96
7464,standby,0.0,59.96
7465,standby,0.0,43.5
7466,SOFC,0.4,65.07
7467,SOFC,0.4,76.07
7468,SOFC,0.4,69.07
7469,SOFC,0.4,72.33
7470,SOFC,0.4,82.33
7471,standby,0.0,59.61
7472,SOFC,0.4,67.2
7473,standby,0.0,59.9
7474,standby,0.0,59.45
7475,standby,0.0,54.58
7476,standby,0.0,57.41
7477,SOEC,-0.4,32.37
7478,standby,0.0,42.06
7479,standby,0.0,47.08
7480,SOEC,-0.4,25.73
7481,SOEC,-0.4,29.56
7482,SOEC,-0.4,18.93
7483,standby,0.0,40.96
7484,SOEC,-0.4,12.7
7485,SOEC,-0.4,29.21
7486,SOEC,-0.4,34.13
7487,SOEC,-0.4,22.72
7488,SOEC,-0.4,31.67
7489,standby,0.0,42.16
7490,standby,0.0,49.03
7491,standby,0.0,56.84
7492,standby,0.0,39.88
7493,SOFC,0.4,66.0
7494,standby,0.0,57.2
7495,SOFC,0.4,60.37
7496,standby,0.0,54.29
7497,standby,0.0,46.27
7498,standby,0.0,54.66
7499,standby,0.0,53.39
7500,standby,0.0,48.7
7501,standby,0.0,36.05
7502,SOEC,-0.4,18.16
7503,SOEC,-0.4,19.45
7504,SOEC,-0.4,12.79
7505,SOEC,-0.4,13.26
7506,SOEC,-0.4,5.33
7507,SOEC,-0.4,27.81
7508,SOEC,-0.4,18.5
7509,SOEC,-0.4,15.47
7510,SOEC,-0.4,29.82
7511,SOEC,-0.4,26.54
7512,standby,0.0,35.12
7513,SOEC,-0.4,32.95
7514,standby,0.0,37.0
7515,standby,0.0,56.94
7516,standby,0.0,57.03
7517,SOFC,0.4,64.24
7518,standby,0.0,52.1
7519,standby,0.0,53.54
7520,standby,0.0,56.09
7521,standby,0.0,44.04
7522,SOEC,-0.4,34.87
7523,standby,0.0,43.9
7524,SOEC,-0.4,31.16
7525,SOEC,-0.4,28.16
7526,standby,0.0,36.98
7527,SOEC,-0.4,16.93
