hour,grid_demand_MW,day_ahead_price_USD_MWh
3573,5336.2,44.87
3574,5381.0,51.16
3575,5201.3,57.96
3576,5806.4,47.22
3577,5445.5,71.7
3578,5893.6,70.53
3579,5587.7,95.53
3580,5738.1,67.53
3581,5846.3,77.52
3582,5856.8,70.38
3583,5602.5,84.25
3584,5927.4,87.43
3585,5666.8,87.35
3586,5774.2,80.86
3587,5904.5,62.57
3588,5532.8,62.53
3589,5492.2,48.42
3590,5216.5,61.71
3591,5329.2,45.2
3592,5096.7,54.48
3593,5218.2,39.54
3594,5284.9,42.98
3595,5056.6,34.98
3596,5136.4,42.98
3597,5415.8,50.07
3598,5344.1,45.11
3599,5416.4,46.83
3600,5733.0,55.03
3601,5432.1,57.3
3602,5476.5,68.75
3603,5784.0,84.24
3604,6107.2,56.8
3605,5901.2,62.43
3606,5815.0,73.5
3607,5857.6,76.23
3608,5722.5,58.53
3609,5917.3,74.21
3610,5547.8,68.47
3611,5550.8,67.56
3612,5756.8,53.01
3613,5462.7,54.4
3614,5484.0,45.61
3615,5167.2,46.4
3616,5160.0,26.21
3617,5234.5,34.15
3618,5244.8,23.02
3619,5180.9,26.39
3620,5043.5,5.12
3621,5356.4,28.35
3622,5383.7,36.51
3623,5593.4,39.49
3624,5261.2,47.68
3625,5426.1,54.25
3626,5556.7,46.7
3627,5394.5,68.47
3628,5848.2,45.42
3629,5709.4,62.91
3630,5725.6,38.52
3631,5799.2,70.89
3632,5588.7,51.45
3633,5659.0,66.97
3634,5786.7,33.75
3635,5328.5,58.63
3636,5376.4,37.03
3637,5482.7,28.88
3638,5621.6,25.04
3639,5419.4,34.18
3640,5257.5,6.55
3641,5464.5,22.85
3642,5070.3,24.34
3643,5367.9,16.51
3644,5320.9,15.66
3645,5429.6,21.02
3646,5660.5,22.23
3647,5322.1,21.6
3648,5450.5,39.91
3649,5560.6,46.13
3650,5821.4,43.56
3651,5495.9,46.85
3652,5924.5,56.04
3653,5449.4,55.23
3654,5858.1,47.68
3655,5628.3,38.02
3656,5709.3,50.71
3657,5638.4,45.08
3658,5677.7,35.27
3659,5594.3,48.93
3660,5695.9,24.31
3661,5226.3,23.98
3662,5350.2,33.01
3663,5311.7,28.71
3664,5174.4,3.77
3665,5208.8,16.06
3666,5150.1,10.7
3667,5430.4,32.21
3668,5344.0,34.15
3669,5356.5,17.6
3670,5672.5,22.57
3671,5381.3,33.3
3672,5600.8,46.72
3673,5460.4,48.76
3674,5626.6,40.19
3675,5646.5,62.2
3676,5753.0,54.47
3677,5883.9,49.63
3678,5776.8,73.21
3679,5820.8,70.79
3680,5643.7,49.85
3681,5519.2,61.75
3682,5601.5,62.92
3683,5442.3,56.34
3684,5629.1,38.7
3685,5442.3,30.53
3686,5278.8,30.75
3687,5287.5,26.02
3688,5211.9,6.18
3689,5005.2,29.91
3690,5136.7,16.4
3691,5159.9,24.86
3692,5330.0,37.1
3693,5022.8,41.38
3694,5257.0,44.6
3695,5558.0,51.72
3696,5418.5,57.06
3697,5677.4,64.2
3698,5685.2,59.28
3699,5800.5,63.94
3700,5690.0,55.88
3701,5540.0,70.25
3702,5742.8,60.34
3703,5832.4,65.37
3704,5895.3,84.13
3705,5546.7,60.68
3706,5565.6,68.27
3707,5484.8,46.76
3708,5711.6,68.34
3709,5365.3,63.41
3710,5357.0,34.84
3711,5279.5,52.85
3712,4868.0,35.3
3713,5213.4,30.68
3714,5138.7,36.12
3715,5010.8,39.48
3716,5520.7,53.92
3717,5468.9,44.16
3718,5353.5,55.09
3719,5402.0,57.95
3720,5684.0,56.34
3721,5701.9,58.86
3722,5560.3,79.71
3723,5687.0,95.91
3724,5811.0,77.63
3725,5641.0,74.78
3726,6134.3,82.44
3727,5866.6,91.71
3728,5643.9,77.58
3729,6350.0,70.57
3730,5527.2,71.66
3731,5684.3,68.5
3732,5377.1,63.66
3733,5302.0,68.18
3734,5364.2,60.99
3735,5255.5,51.76
3736,5195.3,33.2
3737,5192.6,27.38
3738,5286.2,43.9
3739,5344.3,45.13
3740,5681.8,53.81
3741,5408.1,64.89
3742,5257.0,52.59
3743,5268.1,54.67
3744,5577.3,53.39
3745,5483.5,79.03
3746,5475.1,70.36
3747,5462.0,76.78
3748,5668.4,87.09
3749,5501.8,72.98
3750,5834.8,75.73
3751,5545.2,78.3
3752,5825.8,70.89
3753,5851.5,64.68
3754,5558.7,73.73
3755,5214.9,70.45
3756,5708.6,66.21
3757,5361.7,64.45
3758,5409.1,60.06
3759,5029.5,44.98
3760,5405.2,45.01
3761,4812.9,46.64
3762,4903.5,40.71
3763,5346.1,47.5
3764,5000.0,34.27
3765,5350.5,45.09
3766,5369.8,62.48
3767,5463.8,45.16
3768,5614.0,49.29
3769,5342.3,59.51
3770,5841.4,70.55
3771,5618.4,51.54
3772,5799.4,59.97
3773,5989.9,87.87
3774,5742.2,86.28
3775,6096.5,77.84
3776,5379.4,76.67
3777,5911.9,64.39
3778,5502.8,60.15
3779,5316.4,53.85
3780,5846.3,42.82
3781,5149.5,34.98
3782,5120.2,41.44
3783,5358.6,25.46
3784,5296.8,26.4
3785,5092.4,28.73
3786,4928.4,15.96
3787,5082.6,38.71
3788,5106.1,22.79
3789,5027.3,31.47
3790,5180.0,38.26
3791,5525.1,49.13
3792,5510.3,53.08
3793,5607.4,56.45
3794,5488.9,45.27
3795,5476.4,51.07
3796,5919.5,49.42
3797,5594.5,64.94
3798,5522.9,55.32
3799,5746.1,48.38
3800,5661.3,43.8
3801,5514.3,63.87
3802,5390.2,28.74
3803,5309.3,61.61
3804,5458.4,46.21
3805,5192.5,25.85
3806,5460.4,25.23
3807,5328.9,23.92
3808,5170.1,19.77
3809,5123.4,14.53
3810,5326.9,14.99
3811,5322.0,27.53
3812,5349.2,28.27
3813,5349.6,30.2
3814,5204.9,33.31
3815,5621.8,23.38
3816,5412.8,28.9
3817,5481.6,39.26
3818,5486.7,44.27
3819,5504.1,44.03
3820,5674.0,56.84
3821,5572.0,59.68
3822,5615.6,44.91
3823,5882.9,62.33
3824,5742.9,53.02
3825,5686.7,53.55
3826,5320.8,54.55
3827,5828.1,47.4
3828,5280.7,40.46
3829,5290.5,38.49
3830,5250.0,22.63
3831,5225.2,29.61
3832,5142.7,10.61
3833,5026.5,13.49
3834,4963.4,2.06
3835,5017.8,28.41
3836,4729.0,18.3
3837,5406.9,18.51
3838,5606.2,28.92
3839,5579.7,33.43
3840,5506.7,21.76
3841,5570.3,46.07
3842,5578.4,60.3
3843,5633.0,55.72
3844,5594.0,53.62
3845,5581.4,57.98
3846,5351.7,61.54
3847,5669.1,65.45
3848,5611.8,60.99
3849,5607.9,45.47
3850,5605.1,52.03
3851,5487.3,55.33
3852,5403.4,45.08
3853,5202.5,26.06
3854,5231.4,32.21
3855,5206.7,24.9
3856,5018.5,28.06
3857,5034.4,28.82
3858,4789.2,25.03
3859,5384.5,24.18
3860,4917.9,41.36
3861,5267.4,29.83
3862,5314.0,38.75
3863,5165.9,29.84
3864,5507.3,57.93
3865,5516.7,52.8
3866,5334.5,54.58
3867,5515.2,54.69
3868,5554.2,68.14
3869,5730.9,83.07
3870,5756.8,79.27
3871,5562.8,71.53
3872,5698.7,66.8
3873,5533.6,80.23
3874,5546.2,58.58
3875,5515.7,62.46
3876,5465.8,55.39
3877,5206.1,64.38
3878,4981.7,46.34
3879,5116.5,62.85
3880,5106.0,43.37
3881,4761.4,29.33
3882,5003.0,47.57
3883,4958.1,52.46
3884,4984.7,44.66
3885,4999.4,53.43
3886,5280.9,67.6
3887,5076.6,61.51
3888,5429.6,49.31
3889,5571.0,59.62
3890,5691.5,72.39
3891,5588.1,74.96
3892,5792.8,73.86
3893,5582.7,92.55
3894,5636.1,80.85
3895,5758.4,100.01
3896,5614.7,79.06
3897,5446.4,83.92
3898,5321.8,87.57
3899,5531.3,76.08
3900,5359.3,68.32
3901,5260.9,67.73
3902,5266.6,63.88
3903,4969.2,54.35
3904,5135.1,51.79
3905,5033.0,54.38
3906,4872.7,43.99
3907,4969.3,39.21
3908,5268.8,63.34
3909,5032.2,50.91
3910,5217.9,47.92
3911,5375.6,63.69
3912,5253.0,51.35
3913,5723.2,74.5
3914,5615.3,72.51
3915,5470.1,62.77
3916,5602.8,81.87
3917,4893.5,75.62
3918,5683.0,85.34
3919,5990.0,80.13
3920,5604.4,73.15
3921,5459.2,80.78
3922,5534.4,60.55
3923,5139.1,60.45
3924,5511.2,62.37
3925,5215.4,55.85
3926,5051.0,47.05
3927,5008.0,39.45
3928,5116.6,35.67
3929,5158.8,45.34
3930,5009.4,40.6
3931,5130.7,47.25
3932,5125.2,29.77
3933,4918.7,48.83
3934,5281.1,47.31
3935,5296.0,49.39
3936,5285.6,57.52
3937,5564.9,62.91
3938,5453.0,65.71
3939,5620.8,59.6
3940,5368.8,66.26
3941,5799.2,75.59
3942,5837.5,74.04
3943,5414.1,65.59
3944,5394.6,76.57
3945,5547.0,66.12
3946,5707.1,64.17
3947,5546.5,67.18
3948,5308.4,52.52
3949,5238.8,40.95
3950,5029.3,24.73
3951,5191.5,24.59
3952,4894.3,19.71
3953,5223.8,15.39
3954,5063.8,26.05
3955,4796.6,8.27
3956,5090.7,26.84
3957,5085.1,30.57
3958,4940.8,36.37
3959,5153.4,43.04
3960,5419.5,46.11
3961,5441.7,52.99
3962,5452.8,45.69
3963,5483.9,51.44
3964,5387.8,82.43
3965,5548.3,67.68
3966,5655.3,68.87
3967,5527.1,46.9
3968,5679.8,66.58
3969,5347.9,38.34
3970,5455.8,35.11
3971,5401.8,50.37
3972,5434.3,50.76
3973,5300.9,22.86
3974,5018.5,18.07
3975,5220.2,18.75
3976,4960.7,0.0
3977,4900.2,18.93
3978,4940.5,20.71
3979,5001.6,11.07
3980,5208.9,0.02
3981,5141.8,15.51
3982,5303.6,36.22
3983,5319.3,36.63
3984,5452.3,34.92
3985,5331.3,39.48
3986,5032.6,42.31
3987,5735.7,55.89
3988,5599.6,58.3
3989,5738.5,43.25
3990,5208.0,52.69
3991,5780.2,50.59
3992,5812.6,61.39
3993,5786.0,57.88
3994,5247.7,38.7
3995,5047.3,44.53
3996,5127.2,40.67
3997,5208.2,29.5
3998,5220.9,25.96
3999,4977.7,32.48
4000,5124.4,14.6
4001,4925.5,26.61
4002,4945.6,25.2
4003,4967.6,19.31
4004,4805.9,13.11
4005,4998.6,27.21
4006,5102.6,29.88
4007,5102.0,19.36
4008,5171.6,43.02
4009,5372.2,38.45
4010,5160.4,52.93
4011,5634.6,64.42
4012,5734.9,42.35
4013,5506.3,50.91
4014,5628.1,50.85
4015,5655.4,52.44
4016,5683.8,59.85
4017,5468.3,52.63
4018,5550.2,40.0
4019,5434.8,34.91
4020,5167.3,23.7
4021,5040.5,43.58
4022,4944.4,28.64
4023,4819.7,20.45
4024,4942.6,22.05
4025,4987.7,26.39
4026,4837.6,21.69
4027,4867.7,34.56
4028,4825.8,32.82
4029,5165.0,31.45
4030,5131.0,29.31
4031,5244.5,52.56
4032,5194.7,55.24
4033,5274.3,39.1
4034,5397.6,67.74
4035,5250.0,69.88
4036,5505.2,72.99
4037,5489.0,77.53
4038,5335.5,75.26
4039,5451.8,84.95
4040,5436.8,69.75
4041,5335.0,44.67
4042,5593.0,69.15
4043,5474.4,68.77
4044,5207.9,56.36
4045,5214.6,46.77
4046,5038.6,55.44
4047,5015.8,45.68
4048,5085.6,25.03
4049,4794.0,36.65
4050,4864.6,29.16
4051,4953.5,40.83
4052,4816.8,35.32
4053,5068.9,59.23
4054,5254.6,35.09
4055,5262.5,73.66
4056,5344.1,80.35
4057,5189.7,61.47
4058,5374.2,66.74
4059,5595.0,82.21
4060,5327.3,90.41
4061,5324.4,75.25
4062,5528.7,79.39
4063,5488.8,95.48
4064,5665.6,86.56
4065,5598.4,76.91
4066,5380.3,72.35
4067,5266.3,83.71
4068,5176.0,62.37
4069,4988.0,52.74
4070,4983.6,56.91
4071,4817.4,56.18
4072,4927.1,39.58
4073,4845.7,47.14
4074,4991.1,44.58
4075,5073.5,49.12
4076,5025.5,57.16
4077,5068.7,53.04
4078,5191.7,61.6
4079,5142.3,53.75
4080,5543.7,65.51
4081,5391.0,61.47
4082,5287.3,65.19
4083,5346.8,84.54
4084,5350.3,80.59
4085,5503.3,87.6
4086,5304.2,81.56
4087,5466.3,75.21
4088,5074.4,98.47
4089,5608.9,69.37
4090,5342.0,69.67
4091,5656.7,84.61
4092,5202.7,60.04
4093,5105.6,53.8
4094,4892.4,48.55
4095,4962.0,31.74
4096,5229.2,36.23
4097,4947.2,46.55
4098,5066.8,33.96
4099,4916.1,22.45
4100,5167.6,29.94
4101,5110.0,47.89
4102,4935.7,46.19
4103,5208.5,69.24
4104,5362.1,45.12
4105,4960.8,61.21
4106,5244.5,61.0
4107,5158.4,67.16
4108,5591.4,59.37
4109,5577.8,66.07
4110,5470.4,82.38
4111,5467.4,70.0
4112,5487.2,78.61
4113,5451.2,62.84
4114,5700.1,64.82
4115,5233.1,51.62
4116,5207.2,48.22
4117,5203.1,36.28
4118,5179.2,39.72
4119,4994.6,48.26
4120,4976.4,31.69
4121,4891.6,40.66
4122,4845.2,31.8
4123,5329.2,27.71
4124,4944.0,19.66
4125,5210.3,27.07
4126,4991.6,41.48
4127,4951.3,28.24
4128,4973.5,40.92
4129,5209.5,53.55
4130,5028.2,54.04
4131,5591.1,79.4
4132,5410.5,63.59
4133,5492.1,60.57
4134,5333.9,56.32
4135,5254.0,55.11
4136,5274.7,53.43
4137,5562.7,56.56
4138,5463.4,71.19
4139,5234.5,42.13
4140,4988.6,38.67
4141,5107.6,30.67
4142,5200.8,24.84
4143,5242.9,10.64
4144,5253.4,13.71
4145,4932.4,12.75
4146,4753.1,29.22
4147,4917.7,6.65
4148,4798.1,19.32
4149,5138.7,27.01
4150,5227.5,27.3
4151,5059.9,21.48
4152,5274.6,34.33
4153,5420.2,18.46
4154,5134.9,53.41
4155,5539.0,52.76
4156,5450.9,43.49
4157,5377.7,62.63
4158,5258.4,53.24
4159,5505.6,57.0
4160,5520.4,52.54
4161,5699.5,45.95
4162,5181.3,39.61
4163,5412.3,50.49
4164,5358.9,34.36
4165,5020.8,25.42
4166,5155.9,23.29
4167,4735.3,24.25
4168,5193.0,20.11
4169,4836.5,24.17
4170,4736.0,19.76
4171,4850.5,18.79
4172,4908.2,22.84
4173,4808.0,28.52
4174,5192.0,16.04
4175,5125.6,29.84
4176,5167.1,27.28
4177,5062.8,37.34
4178,5412.7,47.53
4179,5500.6,51.7
4180,5483.3,53.7
4181,5424.5,55.77
4182,5382.0,50.7
4183,5470.3,52.96
4184,5430.9,42.82
4185,5487.2,50.77
4186,5356.4,50.59
4187,4956.7,46.28
4188,5205.4,49.65
4189,4995.0,46.05
4190,4821.2,31.65
4191,4718.8,27.17
4192,4765.7,40.69
4193,4575.4,26.08
4194,4790.2,23.4
4195,5021.7,29.66
4196,4872.8,38.08
4197,4718.7,38.77
4198,4824.5,42.15
4199,5402.7,43.58
4200,5160.4,46.61
4201,5243.7,75.19
4202,5287.1,42.31
4203,5068.2,62.83
4204,5127.8,70.72
4205,5249.4,68.04
4206,5321.5,65.23
4207,5268.6,67.36
4208,5363.6,66.73
4209,5486.5,74.66
4210,5466.9,64.44
4211,5121.1,57.91
4212,5087.8,58.93
4213,5097.4,37.64
4214,5002.5,43.58
4215,4917.4,36.78
4216,4954.4,38.16
4217,4944.6,29.58
4218,4953.5,45.69
4219,4833.9,32.78
4220,4982.3,31.39
4221,4477.3,42.48
4222,4984.7,47.3
4223,5134.9,58.24
4224,4950.2,72.25
4225,5362.2,67.06
4226,4938.3,76.32
4227,5047.8,71.17
4228,5377.5,69.47
4229,5015.7,86.24
4230,5412.8,96.2
4231,5592.1,79.26
4232,5364.2,78.68
4233,5208.9,84.88
4234,5404.8,79.39
4235,4849.1,65.69
4236,5168.4,73.96
4237,5020.3,52.21
4238,4720.5,55.5
4239,4824.8,41.36
4240,4843.9,47.36
4241,4849.7,49.27
4242,5069.5,40.74
4243,4771.2,44.03
4244,4789.3,48.56
4245,4792.9,52.71
4246,4840.6,49.78
4247,5295.7,72.6
4248,5253.0,64.72
4249,4950.6,73.15
4250,5277.9,63.73
4251,5232.4,80.53
4252,5377.8,72.1
4253,5002.1,90.85
4254,5140.8,85.23
4255,5353.3,77.28
4256,5454.6,79.33
4257,5281.8,82.77
4258,5053.7,71.41
4259,5235.5,63.41
4260,5044.9,65.4
4261,4964.4,56.06
4262,4803.6,61.46
4263,5095.0,58.62
4264,4782.7,31.22
4265,4954.5,37.83
4266,4738.6,58.89
4267,4529.7,43.98
4268,4875.2,47.77
4269,4951.2,46.21
4270,4708.4,49.76
4271,5157.1,33.03
4272,5012.6,61.05
4273,5340.1,73.66
4274,5263.1,56.36
4275,5182.1,62.79
4276,5259.8,70.82
4277,5618.1,59.84
4278,5490.6,70.03
4279,5405.4,62.48
4280,5466.3,73.23
4281,5422.6,67.26
4282,5391.8,58.4
4283,5392.3,52.0
4284,5277.5,50.63
4285,5299.7,52.64
4286,4854.5,34.31
4287,4769.1,34.52
4288,5112.1,41.5
4289,4829.9,21.28
4290,4720.9,34.96
4291,4697.3,24.61
4292,4875.5,42.86
4293,4748.9,9.77
4294,4781.3,28.61
4295,5010.7,40.58
4296,5098.1,45.25
4297,5190.4,54.59
4298,5076.0,51.32
4299,5165.5,66.55
4300,5455.4,65.12
4301,5352.8,52.46
4302,5625.4,70.04
4303,5368.9,62.38
4304,5281.9,62.55
4305,5026.1,64.71
4306,5067.0,34.87
4307,4993.0,30.55
4308,5088.7,42.51
4309,4743.7,13.18
4310,4913.7,26.28
4311,4864.8,24.62
4312,4585.7,16.53
4313,4723.8,26.89
4314,4618.0,18.03
4315,4784.5,36.38
4316,4729.5,9.61
4317,5014.8,27.73
4318,4584.4,31.3
4319,5154.8,28.93
4320,4816.0,39.2
4321,5240.4,40.12
4322,4986.8,33.89
4323,5317.6,50.77
4324,5439.7,65.99
4325,5263.9,67.59
4326,5413.0,47.3
4327,5215.4,55.07
4328,5463.3,63.92
4329,5112.0,39.43
4330,5059.6,46.4
4331,5119.9,33.3
4332,5153.1,43.39
4333,4845.4,32.47
4334,4853.9,19.46
4335,4767.6,18.25
4336,4935.7,27.34
4337,4876.1,15.41
4338,4587.9,9.41
4339,4301.8,22.87
4340,4512.5,21.94
4341,5022.7,22.75
4342,5122.9,24.48
4343,4888.8,35.09
4344,4985.1,44.53
4345,5109.0,36.94
4346,5174.1,43.33
4347,5421.4,56.1
4348,5461.8,56.54
4349,5126.8,59.46
4350,5194.9,54.72
4351,5329.7,65.47
4352,5573.7,51.98
4353,5297.8,65.1
4354,5202.3,62.48
4355,5037.7,59.52
4356,4862.7,60.06
4357,4809.2,35.5
4358,4746.8,44.63
4359,4971.7,25.98
4360,4939.2,16.98
4361,4871.0,17.39
4362,4629.1,20.13
4363,4712.7,14.93
4364,5190.6,46.57
4365,4903.9,32.48
4366,4809.4,48.71
4367,4775.0,54.63
4368,5120.8,43.98
4369,5134.2,56.63
4370,5040.6,50.01
4371,5310.5,69.04
4372,5111.3,74.13
4373,5554.1,85.56
4374,5254.8,72.45
4375,5413.7,79.95
4376,5465.9,66.7
4377,5112.6,81.87
4378,5220.5,70.9
4379,5402.9,50.02
4380,5237.0,47.75
4381,4610.0,52.58
4382,4924.4,49.31
4383,5004.9,39.94
4384,4899.4,42.75
4385,4790.6,22.33
4386,4925.5,32.06
4387,4727.0,33.62
4388,5168.4,51.74
4389,4657.7,39.69
4390,4899.2,35.53
4391,4836.2,62.37
4392,5195.3,69.2
4393,5088.4,54.92
4394,4876.6,71.36
4395,4932.2,64.88
4396,5002.2,77.94
4397,5001.1,79.59
4398,5405.6,94.65
4399,5202.2,92.32
4400,5274.9,76.69
4401,5292.3,81.67
4402,4901.6,70.57
4403,4992.1,73.86
4404,5322.2,64.68
4405,5094.8,56.03
4406,4924.1,63.53
4407,4842.5,49.64
4408,4716.4,62.04
4409,4539.0,41.3
4410,4942.9,50.19
4411,4423.5,38.05
4412,4491.9,52.73
4413,4781.9,64.08
4414,4842.1,60.76
4415,5134.4,73.39
4416,4666.7,56.54
4417,5120.1,74.9
4418,5156.1,73.05
4419,5176.3,69.29
4420,5020.7,80.8
4421,5193.5,93.23
4422,5229.5,83.04
4423,5622.2,87.52
4424,5322.9,73.52
4425,5001.7,83.92
4426,5363.8,72.76
4427,5157.9,66.78
4428,4948.5,63.93
4429,4876.0,74.11
4430,4735.5,62.4
4431,4776.9,38.82
4432,4783.1,45.59
4433,4685.6,37.61
4434,4631.4,39.69
4435,4710.0,36.04
4436,4801.2,43.11
4437,4804.3,56.01
4438,4912.4,36.95
4439,4751.0,49.18
4440,5053.8,54.78
4441,4853.4,55.1
4442,5238.7,61.75
4443,4928.3,59.79
4444,5386.5,79.11
4445,5409.2,61.63
4446,5306.1,90.94
4447,5139.6,70.39
4448,5198.3,62.33
4449,5303.1,57.37
4450,5201.4,65.88
4451,4934.5,53.29
4452,4887.6,66.49
4453,5250.3,41.15
4454,4604.6,47.1
4455,4397.2,32.16
4456,4377.4,23.98
4457,4651.6,34.03
4458,4536.8,38.28
4459,4627.4,17.84
4460,4821.9,16.41
4461,5015.2,28.6
4462,4817.3,10.05
4463,4885.1,39.69
4464,5207.1,34.61
4465,5108.7,44.02
4466,5166.4,52.37
4467,5356.1,69.36
4468,5171.2,60.92
4469,5005.8,76.97
4470,5239.5,68.76
4471,5094.2,62.67
4472,5135.3,74.2
4473,5045.4,57.4
4474,5083.0,51.45
4475,5041.0,49.38
4476,4718.3,58.2
4477,5063.5,35.71
4478,4910.6,27.37
4479,4555.1,8.88
4480,4712.8,22.82
4481,4999.0,9.49
4482,4653.0,2.73
4483,4640.4,15.08
4484,4453.1,30.91
4485,4596.7,29.72
4486,4795.0,31.74
4487,4938.5,39.52
4488,4839.4,21.29
4489,5017.1,34.74
4490,5309.5,47.43
4491,5155.8,40.23
4492,5350.7,55.38
4493,5189.3,50.81
4494,5380.7,67.49
4495,5286.8,41.2
4496,5056.1,37.28
4497,4974.0,57.57
4498,5262.7,46.53
4499,5085.9,49.95
4500,4767.0,27.83
4501,4830.6,46.69
4502,4853.2,32.13
4503,4402.1,20.01
4504,4685.9,18.71
4505,4724.8,14.43
4506,4619.0,9.92
4507,4733.4,15.12
4508,4497.7,21.4
4509,4977.9,21.86
4510,4313.3,14.35
4511,4593.9,40.08
4512,5024.7,17.8
4513,5009.6,28.86
4514,4794.3,52.98
4515,5291.9,51.3
4516,4992.4,63.07
4517,5284.6,57.8
4518,4797.4,72.39
4519,4956.9,52.85
4520,5299.7,62.65
4521,5403.6,67.43
4522,5074.8,55.87
4523,4994.2,55.48
4524,4673.4,46.31
4525,4713.5,45.42
4526,4598.8,25.41
4527,4570.2,33.18
4528,4404.9,26.46
4529,4716.5,24.24
4530,4519.7,11.07
4531,4817.9,34.23
4532,4490.2,36.65
4533,4645.2,43.02
4534,4756.7,35.33
4535,4735.8,36.22
4536,4659.8,57.57
4537,5005.3,50.89
4538,5157.5,57.08
4539,5145.1,68.19
4540,5306.1,61.73
4541,5060.6,66.6
4542,5517.7,72.58
4543,5145.9,83.25
4544,5117.3,66.02
4545,5179.8,66.5
4546,5323.9,77.49
4547,4911.7,61.92
4548,5076.6,59.07
4549,4827.2,56.9
4550,4468.8,42.88
4551,4704.3,54.9
4552,4594.4,45.42
4553,4823.0,39.62
4554,4424.5,36.96
4555,4497.6,32.96
4556,4439.6,43.0
4557,4787.7,47.11
4558,4718.8,47.94
4559,4855.1,64.25
4560,4950.4,62.28
4561,4614.5,72.15
4562,4663.0,71.58
4563,5253.9,83.22
4564,5024.4,79.68
4565,5252.3,86.86
4566,5173.6,70.22
4567,5429.1,79.85
4568,5107.7,80.42
4569,5203.3,84.06
4570,5022.1,73.05
4571,4973.6,65.9
4572,4805.5,68.07
4573,4802.2,57.25
4574,4644.4,64.96
4575,4488.8,54.2
4576,4530.5,47.96
4577,4521.2,39.58
4578,4636.5,35.18
4579,4378.7,42.41
4580,4380.9,52.11
4581,4726.8,55.07
4582,4691.7,58.49
4583,5016.4,57.92
4584,4640.9,72.05
4585,4859.4,66.3
4586,5228.6,65.84
4587,4805.6,72.54
4588,5188.6,82.72
4589,5147.9,83.44
4590,5268.6,94.67
4591,5263.6,90.77
4592,4957.0,71.58
4593,5282.5,72.2
4594,5017.3,72.31
4595,4963.8,57.19
4596,4915.3,57.91
4597,4869.6,60.02
4598,4511.3,54.49
4599,4676.8,49.86
4600,4633.3,43.09
4601,4450.1,51.53
4602,4607.5,28.67
4603,4573.9,47.19
4604,4380.0,44.78
4605,4695.0,45.45
4606,4597.6,47.63
4607,4976.7,52.5
4608,4848.9,40.86
4609,4755.0,58.66
4610,5110.8,71.29
4611,4881.0,57.64
4612,5174.3,80.44
4613,5012.3,76.89
4614,5183.8,86.83
4615,4845.8,70.03
4616,4832.8,69.68
4617,5218.4,63.63
4618,5124.6,50.72
4619,5000.1,57.37
4620,4989.1,54.98
4621,4678.9,60.57
4622,4558.9,37.99
4623,4504.8,26.76
4624,4497.5,28.46
4625,4713.1,24.7
4626,4471.3,40.61
4627,4404.0,21.45
4628,4639.0,35.99
4629,4520.5,33.4
4630,4681.7,43.87
4631,4887.8,35.94
4632,4806.0,34.1
4633,4932.8,63.88
4634,5088.7,56.41
4635,5142.4,69.36
4636,4971.3,72.66
4637,4990.4,56.1
4638,4973.6,65.45
4639,5135.4,65.53
4640,5045.5,57.43
4641,5096.4,60.55
4642,4764.9,58.93
4643,4781.8,38.22
4644,4953.2,52.28
4645,4696.7,34.49
4646,4632.9,26.92
4647,4402.8,20.82
4648,4678.9,10.01
4649,4643.5,29.81
4650,4555.1,15.75
4651,4341.8,8.0
4652,4678.2,26.03
4653,4303.9,13.15
4654,4646.9,22.33
4655,4683.7,31.2
4656,5009.1,18.15
4657,5033.9,46.17
4658,5285.2,47.56
4659,4834.6,40.45
4660,5188.4,70.65
4661,5145.3,48.92
4662,5020.5,38.29
4663,5031.9,51.84
4664,5280.9,47.44
4665,4997.5,51.76
4666,4794.1,39.77
4667,5047.3,39.97
4668,4917.6,41.29
4669,4754.3,29.22
4670,4468.8,18.94
4671,4261.2,23.06
4672,4874.8,15.29
4673,4456.8,21.68
4674,4799.4,8.41
4675,4563.7,14.54
4676,4636.9,22.69
4677,4381.9,26.36
4678,4935.8,35.17
4679,4703.3,27.43
4680,4797.9,27.91
4681,4987.6,57.44
4682,4772.0,41.41
4683,5240.0,49.23
4684,4873.2,60.98
4685,5115.8,60.84
4686,5106.8,62.4
4687,5289.8,53.0
4688,4805.5,53.42
4689,4834.5,57.88
4690,4976.4,58.47
4691,4553.6,41.58
4692,4478.4,41.68
4693,4560.2,37.58
4694,4613.5,31.49
4695,4331.1,21.54
4696,4573.8,31.6
4697,4601.8,19.01
4698,4232.2,33.68
4699,4605.5,21.68
4700,4606.7,44.93
4701,4593.8,37.82
4702,4840.7,27.7
4703,4816.2,43.72
4704,4797.0,48.88
4705,4847.2,54.18
4706,5014.9,73.94
4707,4973.0,79.51
4708,5153.3,66.8
4709,5227.0,84.28
4710,5115.7,68.85
4711,5008.4,64.34
4712,4891.0,79.48
4713,5036.8,65.01
4714,5130.1,70.41
4715,4956.1,64.4
4716,4473.2,52.02
4717,4846.3,55.92
4718,4532.2,59.79
4719,4601.3,42.28
4720,4370.5,44.17
4721,4435.3,34.59
4722,4116.2,45.16
4723,4415.5,31.58
4724,4338.1,45.36
4725,4280.8,40.45
4726,4870.3,48.11
4727,4627.4,41.42
4728,5025.2,53.5
4729,4800.4,55.2
4730,4959.2,68.04
4731,5010.7,79.34
4732,4912.7,73.11
4733,5115.5,73.19
4734,5336.3,78.19
4735,5103.4,85.17
4736,4957.4,70.39
