firm_id,subsector,ownership_type,foreign_ownership_percent,years_since_fdi,age_years,employees,assets_million_ngn,policy_tax_incentives,policy_regulatory_stability,policy_infrastructure_support,policy_corruption_experience,policy_effectiveness_index,policy_incentive_received,skilled_labor_ratio,iot_use,rd_spend_pct_revenue,liquidity_ratio,ka_i1,ka_i2,ka_i3,ka_i4,knowledge_absorption_index,tp_i1,tp_i2,tp_i3,task_performance_index,inn_i1,inn_i2,inn_i3,innovation_index,res_hr,res_tech,res_fin,firm_resources_index,roi_pct,roa_pct,export_intensity_pct,market_share_pct,operational_efficiency_index,fdi_presence
LAG-FP-0325,oils_fats,domestic,0.0,0,3,144,23.16,3,2,6,5,3.5,0,0.27,0,0.93,0.54,3,2,2,3,2.5,5,4,4,4.33,5,4,4,4.33,4,5,3,4.0,11.81,8.53,1.43,0.0,53.28,0
LAG-FP-0326,dairy,domestic,0.0,0,34,145,34.23,5,3,5,5,4.0,1,0.55,0,1.18,1.53,5,5,3,5,4.5,4,3,4,3.67,2,2,3,2.33,3,4,3,3.33,9.74,7.6,3.09,0.27,58.04,0
LAG-FP-0327,confectionery,domestic,0.0,0,4,61,23.66,7,5,3,2,5.25,0,0.34,0,2.52,1.3,3,4,4,4,3.75,4,4,4,4.0,4,3,3,3.33,4,4,3,3.67,13.62,6.32,3.72,0.84,57.21,0
LAG-FP-0328,beverages,domestic,0.0,10,11,126,20.82,5,4,5,3,4.75,1,0.52,1,2.87,1.99,3,5,3,4,3.75,5,4,4,4.33,4,4,3,3.67,5,4,4,4.33,14.38,6.88,12.01,0.0,74.74,1
LAG-FP-0329,bakery,domestic,0.0,0,22,101,21.51,4,4,2,3,3.75,0,0.51,0,2.44,1.42,4,3,4,3,3.5,3,2,4,3.0,2,3,4,3.0,4,5,3,4.0,9.21,6.71,5.86,0.0,59.43,0
LAG-FP-0330,grains_cereals,domestic,0.0,0,12,186,24.18,2,2,1,4,2.25,0,0.48,0,0.65,1.68,2,2,3,3,2.5,3,5,1,3.0,4,4,3,3.67,4,5,4,4.33,6.1,1.83,0.0,0.5,45.2,0
LAG-FP-0331,confectionery,domestic,0.0,0,1,78,13.38,1,5,5,2,4.25,0,0.06,0,1.7,1.26,3,4,5,4,4.0,5,2,3,3.33,5,2,4,3.67,3,3,5,3.67,10.33,4.45,6.94,0.14,61.98,0
LAG-FP-0332,grains_cereals,domestic,0.0,0,11,71,8.01,6,5,3,2,5.0,1,0.22,0,1.3,1.64,2,2,3,3,2.5,5,4,4,4.33,4,3,3,3.33,2,3,4,3.0,9.57,4.57,2.66,0.0,57.68,0
LAG-FP-0333,dairy,domestic,0.0,0,33,14,5.92,4,6,3,3,4.5,0,0.54,0,1.81,1.23,2,4,3,5,3.5,4,3,3,3.33,2,3,2,2.33,3,4,5,4.0,6.9,2.24,3.6,0.0,52.67,0
LAG-FP-0334,fruits_veg,domestic,0.0,0,14,110,36.97,3,5,2,5,3.25,0,0.26,0,1.01,0.86,1,5,4,4,3.5,1,3,3,2.33,3,5,2,3.33,2,4,2,2.67,4.87,1.83,3.77,0.74,42.27,0
LAG-FP-0335,beverages,domestic,0.0,0,8,153,40.81,6,3,5,4,4.5,1,0.61,0,0.0,1.34,5,3,2,2,3.0,3,3,4,3.33,3,3,4,3.33,4,4,4,4.0,7.63,3.79,1.68,0.71,60.32,0
LAG-FP-0336,fruits_veg,domestic,0.0,0,15,159,36.59,4,5,5,4,4.5,0,0.68,0,3.23,1.61,3,3,4,5,3.75,4,3,2,3.0,3,4,4,3.67,3,5,4,4.0,9.83,6.43,3.06,0.0,63.87,0
LAG-FP-0337,confectionery,domestic,0.0,0,24,91,16.73,5,5,2,4,4.0,1,0.44,0,1.83,0.73,2,3,3,4,3.0,3,3,2,2.67,4,3,3,3.33,3,5,4,4.0,6.96,4.1,2.61,0.93,52.9,0
LAG-FP-0338,beverages,domestic,0.0,0,17,127,35.33,5,6,3,3,4.75,1,0.4,1,1.39,0.82,3,3,2,2,2.5,5,4,4,4.33,3,5,3,3.67,4,4,5,4.33,11.02,7.72,1.43,0.49,61.28,0
LAG-FP-0339,grains_cereals,domestic,0.0,0,1,105,36.0,3,4,1,2,3.5,0,0.4,0,1.22,2.15,4,5,5,3,4.25,3,3,5,3.67,4,2,2,2.67,2,5,3,3.33,10.23,5.44,4.11,0.0,55.07,0
LAG-FP-0340,bakery,joint_venture,19.1,2,11,86,25.99,6,4,4,2,5.0,1,0.64,1,2.64,1.47,5,4,4,2,3.75,3,3,5,3.67,3,5,4,4.0,3,4,3,3.33,14.09,9.18,12.41,0.37,65.94,1
LAG-FP-0341,grains_cereals,domestic,0.0,5,19,183,80.12,4,2,2,1,3.75,0,0.67,0,2.03,1.48,4,4,2,3,3.25,2,5,4,3.67,3,5,2,3.33,4,2,5,3.67,9.97,5.86,8.02,0.52,62.06,1
LAG-FP-0342,bakery,domestic,0.0,0,16,53,19.92,7,4,4,5,4.5,1,0.4,0,1.08,1.52,2,2,4,3,2.75,3,4,4,3.67,5,4,2,3.67,3,5,5,4.33,9.28,3.95,3.61,0.0,63.4,0
LAG-FP-0343,confectionery,domestic,0.0,0,1,48,10.22,4,5,5,4,4.5,0,0.66,0,0.79,1.55,3,3,3,4,3.25,3,3,2,2.67,3,4,4,3.67,4,4,5,4.33,10.87,6.58,2.0,0.0,57.17,0
LAG-FP-0344,confectionery,domestic,0.0,0,17,44,8.54,5,5,5,3,5.0,0,0.29,0,2.07,1.28,2,3,4,3,3.0,3,2,3,2.67,5,2,2,3.0,4,4,3,3.67,6.52,4.28,3.26,0.0,48.68,0
LAG-FP-0345,grains_cereals,domestic,0.0,0,11,130,12.01,6,6,7,2,6.25,1,0.47,0,0.26,1.24,3,2,3,2,2.5,4,4,3,3.67,2,4,3,3.0,3,3,5,3.67,6.63,3.8,0.0,0.31,59.64,0
LAG-FP-0346,bakery,domestic,0.0,3,16,85,17.2,6,5,5,3,5.25,1,0.42,1,2.17,0.89,3,3,4,2,3.0,3,3,3,3.0,2,4,2,2.67,4,5,5,4.67,7.84,3.37,7.04,0.24,68.49,1
LAG-FP-0347,bakery,domestic,0.0,0,17,71,17.68,3,2,4,1,4.0,0,0.34,1,1.28,1.0,5,4,5,3,4.25,2,3,5,3.33,4,3,3,3.33,5,5,3,4.33,12.02,8.52,5.01,0.96,64.3,0
LAG-FP-0348,dairy,domestic,0.0,4,27,126,16.46,5,3,3,5,3.5,1,0.58,0,2.28,1.14,2,3,4,4,3.25,2,3,2,2.33,2,2,3,2.33,5,3,3,3.67,5.9,3.07,7.42,0.46,41.22,1
LAG-FP-0349,beverages,domestic,0.0,0,30,119,20.41,3,6,4,3,4.5,0,0.25,0,0.47,1.86,3,2,4,2,2.75,3,5,3,3.67,4,3,3,3.33,2,2,4,2.67,6.74,2.41,4.15,0.0,48.88,0
LAG-FP-0350,meat,foreign,88.57,1,19,124,24.48,5,4,6,1,5.5,1,0.3,1,3.43,0.85,4,1,4,3,3.0,3,4,4,3.67,2,4,4,3.33,4,3,4,3.67,10.85,6.92,7.08,0.65,70.16,1
LAG-FP-0351,beverages,domestic,0.0,0,18,184,32.15,6,6,3,4,4.75,0,0.47,1,1.53,2.13,2,1,4,2,2.25,4,4,2,3.33,2,4,4,3.33,5,5,3,4.33,8.04,5.55,0.0,0.0,55.4,0
LAG-FP-0352,beverages,joint_venture,50.66,4,16,131,30.2,4,6,4,1,5.25,1,0.61,1,1.84,1.38,4,4,2,4,3.5,4,2,5,3.67,3,2,4,3.0,5,5,2,4.0,9.17,4.8,8.15,0.29,71.61,1
LAG-FP-0353,bakery,domestic,0.0,0,11,141,33.53,5,5,4,4,4.5,0,0.62,0,0.72,1.62,3,3,3,3,3.0,3,5,5,4.33,3,4,2,3.0,5,5,3,4.33,9.4,5.63,2.83,0.0,69.13,0
LAG-FP-0354,meat,foreign,70.67,12,26,73,25.35,3,4,5,1,4.75,0,0.57,1,1.82,1.95,3,4,4,2,3.25,3,1,3,2.33,3,3,3,3.0,3,4,2,3.0,7.07,2.72,9.44,0.0,43.47,1
LAG-FP-0355,bakery,domestic,0.0,0,13,16,12.03,5,6,4,5,4.5,1,0.56,0,0.4,1.64,3,3,4,4,3.5,5,2,4,3.67,2,1,1,1.33,5,5,3,4.33,6.29,2.55,5.69,0.33,55.57,0
LAG-FP-0356,dairy,foreign,86.43,4,17,69,15.92,5,2,2,6,2.75,1,0.67,0,1.93,2.12,2,4,2,5,3.25,3,4,4,3.67,4,3,3,3.33,4,5,2,3.67,6.98,3.2,10.97,0.89,46.76,1
LAG-FP-0357,bakery,domestic,0.0,0,21,54,14.17,7,6,3,5,4.75,1,0.37,0,2.5,1.36,3,4,2,2,2.75,3,1,4,2.67,3,2,4,3.0,5,3,4,4.0,7.88,3.71,2.59,0.43,61.79,0
LAG-FP-0358,grains_cereals,foreign,96.73,7,35,71,12.83,4,6,2,5,3.75,1,0.74,1,2.87,1.98,5,4,4,5,4.5,2,4,4,3.33,1,5,3,3.0,4,5,4,4.33,9.83,5.52,11.98,0.6,60.21,1
LAG-FP-0359,bakery,domestic,0.0,0,12,60,23.13,4,5,5,4,4.5,0,0.36,1,2.84,0.56,4,4,3,3,3.5,3,3,2,2.67,4,4,3,3.67,2,4,5,3.67,9.1,6.25,5.01,0.0,57.71,0
LAG-FP-0360,beverages,domestic,0.0,0,15,55,10.15,5,5,5,3,5.0,1,0.52,1,0.72,1.47,4,4,3,3,3.5,2,3,3,2.67,2,2,3,2.33,3,4,4,3.67,7.2,4.58,3.28,0.0,56.39,0
LAG-FP-0361,grains_cereals,domestic,0.0,0,16,55,19.71,4,1,3,5,2.75,1,0.41,0,0.91,1.78,4,2,3,2,2.75,1,3,3,2.33,1,4,3,2.67,3,4,2,3.0,2.0,2.6,0.12,0.69,44.91,0
LAG-FP-0362,grains_cereals,domestic,0.0,0,19,106,64.41,5,5,5,3,5.0,0,0.36,0,0.0,1.42,3,4,2,2,2.75,3,2,5,3.33,4,5,3,4.0,2,4,3,3.0,7.87,6.15,0.97,0.0,51.94,0
LAG-FP-0363,bakery,joint_venture,26.2,2,4,46,18.43,5,7,4,4,5.0,1,0.48,0,2.72,1.81,4,5,3,4,4.0,5,3,5,4.33,3,4,5,4.0,5,4,3,4.0,15.44,10.23,11.01,0.88,67.01,1
LAG-FP-0364,meat,domestic,0.0,0,32,57,14.51,4,6,2,2,4.5,0,0.42,0,0.47,0.78,4,4,4,2,3.5,3,4,1,2.67,3,4,4,3.67,3,4,2,3.0,10.24,5.69,2.23,0.66,49.93,0
LAG-FP-0365,bakery,joint_venture,25.07,2,28,99,35.7,5,7,3,5,4.5,0,0.5,1,1.44,1.22,1,3,5,2,2.75,3,3,4,3.33,3,3,3,3.0,4,4,4,4.0,9.47,5.16,8.02,0.0,64.42,1
LAG-FP-0366,beverages,joint_venture,35.7,9,22,161,14.93,7,4,5,2,5.5,1,0.41,1,2.27,1.85,4,5,4,4,4.25,4,4,5,4.33,4,3,3,3.33,5,5,5,5.0,16.59,11.94,13.03,0.02,79.4,1
LAG-FP-0367,fruits_veg,domestic,0.0,9,30,103,22.65,3,4,5,3,4.25,0,0.44,1,1.32,1.0,3,2,3,4,3.0,4,2,4,3.33,3,4,2,3.0,4,4,3,3.67,6.09,3.28,8.08,0.0,50.23,1
LAG-FP-0368,confectionery,domestic,0.0,0,11,35,11.56,5,7,2,7,3.75,1,0.49,0,0.82,0.67,4,5,3,1,3.25,4,3,3,3.33,4,2,4,3.33,3,4,4,3.67,6.86,3.23,3.25,0.13,46.55,0
LAG-FP-0369,meat,domestic,0.0,0,11,99,26.12,5,6,5,2,5.5,1,0.41,0,2.78,1.99,3,3,2,4,3.0,3,3,3,3.0,3,3,3,3.0,3,3,4,3.33,9.21,6.64,4.18,0.0,56.6,0
LAG-FP-0370,oils_fats,domestic,0.0,0,2,140,21.31,3,4,4,4,3.75,0,0.29,0,1.15,0.7,4,3,4,1,3.0,3,3,5,3.67,4,4,3,3.67,3,4,3,3.33,9.01,4.53,4.32,0.0,62.02,0
LAG-FP-0371,meat,domestic,0.0,0,13,79,17.26,4,3,2,7,2.5,1,0.25,0,0.06,1.31,3,3,3,4,3.25,3,3,4,3.33,3,3,3,3.0,5,4,5,4.67,10.21,4.53,5.21,0.0,49.66,0
LAG-FP-0372,bakery,domestic,0.0,0,19,68,7.04,7,4,4,1,5.5,1,0.35,1,3.72,1.72,3,2,4,3,3.0,3,4,4,3.67,2,3,4,3.0,2,4,1,2.33,8.58,3.93,2.57,0.0,53.7,0
LAG-FP-0373,grains_cereals,domestic,0.0,0,26,123,12.18,6,2,5,6,3.75,0,0.5,0,0.89,2.78,4,2,4,4,3.5,3,2,2,2.33,3,2,4,3.0,4,4,5,4.33,8.58,5.9,3.53,0.33,57.75,0
LAG-FP-0374,grains_cereals,domestic,0.0,0,1,58,22.61,6,2,4,2,4.5,1,0.36,0,2.12,0.95,4,5,5,5,4.75,3,2,2,2.33,4,2,2,2.67,3,4,2,3.0,7.27,4.24,6.42,0.0,45.64,0
LAG-FP-0375,bakery,foreign,62.17,7,14,73,19.55,6,4,4,3,4.75,1,0.53,1,2.91,0.93,5,4,4,5,4.5,5,5,2,4.0,4,4,4,4.0,4,2,5,3.67,16.03,10.84,15.13,0.53,55.2,1
LAG-FP-0376,grains_cereals,domestic,0.0,0,8,68,12.53,5,6,2,4,4.25,1,0.48,0,1.37,1.28,4,3,3,5,3.75,3,4,2,3.0,3,3,4,3.33,5,5,5,5.0,12.18,6.53,1.72,0.05,64.6,0
LAG-FP-0377,oils_fats,foreign,82.18,2,15,81,5.04,4,5,5,2,5.0,1,0.33,0,0.63,1.18,4,3,3,2,3.0,4,3,4,3.67,4,3,1,2.67,5,4,3,4.0,7.37,6.02,8.69,0.77,66.36,1
LAG-FP-0378,bakery,domestic,0.0,0,27,87,33.44,5,7,5,2,5.75,1,0.43,0,0.0,1.74,3,4,4,3,3.5,5,3,3,3.67,2,1,3,2.0,5,5,3,4.33,10.42,6.84,1.82,0.0,64.03,0
LAG-FP-0379,fruits_veg,domestic,0.0,0,13,64,9.36,5,5,4,5,4.25,1,0.34,1,1.54,1.07,4,1,3,4,3.0,1,3,2,2.0,2,3,3,2.67,3,4,5,4.0,6.18,1.98,0.51,0.76,52.36,0
LAG-FP-0380,meat,domestic,0.0,0,3,67,11.78,2,2,6,6,3.0,0,0.42,0,0.0,1.84,4,2,4,2,3.0,2,2,3,2.33,3,4,3,3.33,5,4,4,4.33,6.28,5.29,4.3,0.0,48.7,0
LAG-FP-0381,grains_cereals,domestic,0.0,0,30,30,11.88,4,5,3,5,3.75,0,0.4,1,1.41,1.44,3,3,5,4,3.75,3,2,5,3.33,4,3,3,3.33,5,4,4,4.33,12.25,8.66,5.04,0.83,52.28,0
LAG-FP-0382,grains_cereals,domestic,0.0,0,21,46,5.72,4,4,4,4,4.0,0,0.59,1,1.1,1.38,5,5,4,3,4.25,2,3,3,2.67,3,2,5,3.33,5,5,4,4.67,12.17,7.95,4.06,0.0,49.45,0
LAG-FP-0383,meat,foreign,90.54,11,18,82,16.55,3,4,2,2,3.75,0,0.68,0,1.52,1.26,2,4,4,3,3.25,5,4,5,4.67,3,3,5,3.67,4,4,3,3.67,12.9,9.46,12.09,1.03,53.49,1
LAG-FP-0384,meat,foreign,83.71,10,1,174,35.18,7,4,4,5,4.5,1,0.64,0,1.68,1.04,3,4,5,3,3.75,2,3,3,2.67,4,5,4,4.33,4,5,5,4.67,12.46,6.49,13.61,1.2,59.38,1
LAG-FP-0385,grains_cereals,joint_venture,45.82,1,7,157,37.57,5,3,4,6,3.5,0,0.37,1,2.43,2.32,3,2,4,4,3.25,3,5,5,4.33,5,3,3,3.67,5,4,4,4.33,12.59,6.72,9.87,0.0,57.61,1
LAG-FP-0386,grains_cereals,foreign,82.72,8,7,149,43.55,4,4,3,3,4.0,0,0.74,0,1.81,0.76,3,4,5,4,4.0,3,4,3,3.33,5,2,5,4.0,4,3,4,3.67,12.54,6.05,12.75,0.21,53.47,1
LAG-FP-0387,oils_fats,domestic,0.0,0,25,137,22.19,2,1,4,1,3.5,0,0.55,1,1.05,1.6,5,2,4,4,3.75,2,5,4,3.67,3,3,1,2.33,3,3,5,3.67,8.58,4.05,1.34,0.86,52.69,0
LAG-FP-0388,dairy,domestic,0.0,0,4,133,2.0,5,2,4,2,4.25,1,0.44,0,0.78,2.02,5,3,4,4,4.0,3,3,4,3.33,4,5,1,3.33,4,3,4,3.67,11.69,6.54,2.77,0.44,63.25,0
LAG-FP-0389,beverages,domestic,0.0,0,12,178,42.93,5,5,3,7,3.5,1,0.56,0,2.02,1.37,2,4,4,3,3.25,5,3,3,3.67,3,5,2,3.33,3,1,4,2.67,8.59,3.39,2.22,0.94,47.62,0
LAG-FP-0390,bakery,domestic,0.0,0,12,58,16.12,3,3,2,3,3.25,0,0.47,1,0.67,2.06,3,5,4,4,4.0,3,3,2,2.67,4,2,4,3.33,4,2,5,3.67,7.65,2.88,7.36,0.73,53.24,0
LAG-FP-0391,grains_cereals,domestic,0.0,0,20,131,20.28,7,6,5,4,5.5,0,0.49,1,1.79,0.5,5,5,3,4,4.25,5,3,4,4.0,2,3,2,2.33,4,5,5,4.67,12.41,7.82,5.64,0.78,64.23,0
LAG-FP-0392,beverages,domestic,0.0,0,1,39,11.37,3,4,2,4,3.25,1,0.29,0,0.0,2.11,3,3,1,4,2.75,4,3,3,3.33,2,3,3,2.67,4,3,5,4.0,7.75,4.93,2.18,0.45,54.62,0
LAG-FP-0393,dairy,domestic,0.0,0,9,155,61.52,2,1,4,1,3.5,0,0.05,0,0.92,2.17,4,4,3,3,3.5,4,4,2,3.33,4,2,4,3.33,3,2,4,3.0,7.07,2.43,5.06,0.0,49.19,0
LAG-FP-0394,fruits_veg,domestic,0.0,0,10,74,28.17,4,7,3,3,4.75,0,0.62,1,0.06,0.5,3,4,4,3,3.5,3,4,4,3.67,3,3,3,3.0,2,5,4,3.67,9.52,6.51,4.93,0.59,62.41,0
LAG-FP-0395,fruits_veg,domestic,0.0,0,11,101,23.85,5,4,2,3,4.0,0,0.58,0,1.87,0.84,1,4,3,2,2.5,3,4,4,3.67,3,5,3,3.67,4,5,2,3.67,9.22,6.82,1.44,0.67,60.8,0
LAG-FP-0396,bakery,domestic,0.0,0,15,85,28.2,6,4,7,3,5.5,1,0.47,0,1.06,1.14,2,2,3,4,2.75,3,2,4,3.0,2,5,3,3.33,3,5,4,4.0,7.78,4.14,3.79,0.0,58.3,0
LAG-FP-0397,confectionery,domestic,0.0,0,19,78,19.13,4,5,5,3,4.75,1,0.51,0,1.92,1.02,5,4,3,2,3.5,5,4,4,4.33,3,4,4,3.67,4,4,3,3.67,11.51,5.86,6.32,0.0,64.59,0
LAG-FP-0398,dairy,joint_venture,81.14,7,22,115,38.69,2,6,3,4,3.75,1,0.53,1,2.59,1.35,2,3,3,3,2.75,2,4,3,3.0,3,3,3,3.0,5,5,5,5.0,8.38,6.27,6.81,1.04,49.44,1
LAG-FP-0399,confectionery,domestic,0.0,0,20,61,22.57,3,6,5,3,4.75,1,0.46,0,1.99,0.55,2,3,3,4,3.0,1,3,3,2.33,4,4,2,3.33,2,3,3,2.67,7.11,4.18,1.92,0.9,46.92,0
LAG-FP-0400,grains_cereals,foreign,100.0,3,7,80,27.03,6,4,4,4,4.5,1,0.51,0,2.49,1.17,4,3,5,4,4.0,3,5,4,4.0,4,2,4,3.33,3,3,4,3.33,10.23,6.82,14.41,1.01,64.84,1
LAG-FP-0401,grains_cereals,domestic,0.0,0,3,73,23.97,7,2,6,5,4.5,1,0.12,1,2.13,1.53,2,1,4,1,2.0,1,3,3,2.33,4,2,2,2.67,4,4,3,3.67,3.83,1.0,3.54,1.1,53.1,0
LAG-FP-0402,fruits_veg,domestic,0.0,0,27,43,13.77,4,4,7,7,4.0,1,0.49,0,0.27,1.28,2,2,2,3,2.25,3,3,5,3.67,4,2,4,3.33,3,2,3,2.67,5.37,1.76,1.86,0.0,52.34,0
LAG-FP-0403,oils_fats,domestic,0.0,0,22,43,9.35,5,4,5,4,4.5,0,0.2,0,1.45,0.98,2,3,2,5,3.0,1,2,5,2.67,4,3,4,3.67,5,5,3,4.33,10.19,7.73,3.26,0.0,61.04,0
LAG-FP-0404,grains_cereals,domestic,0.0,0,15,84,29.8,4,3,4,3,4.0,0,0.44,1,0.9,1.41,2,2,4,4,3.0,2,4,5,3.67,5,2,3,3.33,5,4,4,4.33,9.86,5.29,1.35,0.19,54.15,0
LAG-FP-0405,confectionery,domestic,0.0,0,16,71,16.36,3,6,3,4,4.0,0,0.47,0,2.07,1.6,4,3,4,4,3.75,3,3,4,3.33,4,4,3,3.67,3,5,4,4.0,9.27,3.6,3.81,0.82,58.84,0
LAG-FP-0406,meat,domestic,0.0,0,12,76,22.07,4,1,1,7,1.75,1,0.61,1,0.0,1.15,3,4,3,5,3.75,3,3,2,2.67,4,5,3,4.0,1,4,5,3.33,7.32,5.21,5.95,0.0,35.08,0
LAG-FP-0407,dairy,joint_venture,64.64,2,14,167,10.6,7,4,5,3,5.25,1,0.63,1,1.06,1.53,5,5,4,5,4.75,3,4,3,3.33,3,4,4,3.67,4,5,3,4.0,15.56,7.67,11.98,1.09,69.55,1
LAG-FP-0408,confectionery,domestic,0.0,0,28,32,7.46,5,2,7,2,5.0,0,0.38,0,1.85,0.97,4,4,2,3,3.25,3,2,3,2.67,2,4,5,3.67,3,5,4,4.0,10.47,6.0,3.49,0.49,51.31,0
LAG-FP-0409,fruits_veg,domestic,0.0,0,3,40,5.8,7,4,5,4,5.0,0,0.64,1,0.1,2.61,2,3,2,4,2.75,3,3,5,3.67,5,5,4,4.67,3,2,3,2.67,9.29,4.96,3.83,1.05,50.84,0
LAG-FP-0410,fruits_veg,foreign,82.94,12,25,98,23.77,3,4,2,4,3.25,1,0.62,1,3.18,1.61,2,4,5,4,3.75,3,2,3,2.67,4,4,3,3.67,5,4,2,3.67,11.06,8.59,7.3,0.0,53.93,1
LAG-FP-0411,grains_cereals,foreign,70.66,8,25,23,12.56,7,5,3,1,5.5,1,0.65,1,3.44,2.43,3,5,4,4,4.0,5,5,3,4.33,4,4,5,4.33,4,5,4,4.33,16.88,8.4,13.93,0.59,69.23,1
LAG-FP-0412,beverages,joint_venture,48.81,7,6,189,51.82,4,5,3,3,4.25,1,0.54,1,2.18,1.91,4,4,4,3,3.75,3,3,3,3.0,2,3,4,3.0,5,4,4,4.33,9.16,6.42,12.14,0.0,56.56,1
LAG-FP-0413,confectionery,domestic,0.0,0,5,63,20.83,6,4,5,3,5.0,1,0.45,1,0.1,1.3,5,4,3,3,3.75,3,4,2,3.0,3,2,3,2.67,4,3,3,3.33,10.12,6.66,1.87,0.77,49.48,0
LAG-FP-0414,fruits_veg,domestic,0.0,0,2,77,24.92,7,6,6,1,6.5,1,0.42,0,1.92,1.05,3,3,2,2,2.5,4,4,3,3.67,4,3,3,3.33,5,4,2,3.67,8.58,4.94,0.14,0.0,71.69,0
LAG-FP-0415,grains_cereals,domestic,0.0,0,11,160,44.22,3,7,4,5,4.25,0,0.28,0,1.76,2.25,4,3,3,3,3.25,2,4,4,3.33,3,3,3,3.0,4,3,2,3.0,6.47,5.15,2.89,0.0,51.12,0
LAG-FP-0416,grains_cereals,foreign,91.84,3,26,74,16.61,6,4,5,3,5.0,1,0.37,0,4.53,0.82,4,5,4,4,4.25,3,4,5,4.0,2,2,5,3.0,4,3,3,3.33,12.28,7.13,15.03,0.0,56.05,1
LAG-FP-0417,bakery,domestic,0.0,0,26,123,61.36,3,4,7,5,4.25,0,0.44,1,1.04,2.19,2,3,5,5,3.75,3,5,4,4.0,5,4,3,4.0,4,5,4,4.33,15.41,9.48,3.76,0.81,60.34,0
LAG-FP-0418,beverages,domestic,0.0,0,1,48,16.46,2,3,5,3,3.75,0,0.53,0,0.71,1.47,1,4,4,4,3.25,4,4,3,3.67,3,2,3,2.67,3,2,3,2.67,5.04,1.42,3.83,0.0,54.62,0
LAG-FP-0419,dairy,foreign,93.86,4,16,95,41.57,4,3,5,3,4.25,1,0.67,0,2.47,0.68,3,5,3,3,3.5,4,4,4,4.0,2,3,3,2.67,5,5,4,4.67,10.86,4.71,10.77,0.0,58.3,1
LAG-FP-0420,dairy,domestic,0.0,3,17,122,48.6,2,2,3,3,3.0,0,0.58,0,3.46,2.57,4,3,4,4,3.75,4,5,3,4.0,3,2,2,2.33,5,4,4,4.33,9.75,7.14,10.96,1.13,52.68,1
LAG-FP-0421,grains_cereals,domestic,0.0,0,18,67,17.6,6,5,3,5,4.25,1,0.75,0,1.34,1.56,4,4,4,4,4.0,3,3,2,2.67,4,5,5,4.67,3,5,3,3.67,11.78,7.47,4.05,0.66,54.17,0
LAG-FP-0422,bakery,domestic,0.0,0,24,79,22.11,4,4,3,2,4.25,0,0.38,1,2.09,2.32,2,4,4,2,3.0,4,3,3,3.33,2,4,3,3.0,4,5,4,4.33,9.58,6.15,0.56,0.96,56.85,0
LAG-FP-0423,dairy,joint_venture,90.0,8,27,41,10.55,7,4,4,7,4.0,1,0.5,0,3.71,1.85,3,2,5,5,3.75,3,5,4,4.0,2,2,4,2.67,4,2,4,3.33,10.58,7.07,9.45,1.1,56.11,1
LAG-FP-0424,grains_cereals,domestic,0.0,0,19,63,17.23,3,4,4,1,4.5,1,0.25,0,0.05,1.71,3,4,4,3,3.5,2,3,3,2.67,2,3,4,3.0,4,5,5,4.67,8.94,5.74,6.96,0.0,58.04,0
LAG-FP-0425,fruits_veg,domestic,0.0,0,2,83,27.02,3,2,7,4,4.0,0,0.19,0,1.11,1.36,4,5,5,3,4.25,2,3,3,2.67,4,4,4,4.0,3,4,5,4.0,11.69,7.56,7.53,0.0,44.91,0
LAG-FP-0426,meat,domestic,0.0,0,17,115,7.19,4,3,5,6,3.5,1,0.45,0,2.6,1.41,2,4,5,3,3.5,1,5,4,3.33,3,3,3,3.0,4,3,4,3.67,10.12,6.04,3.3,0.82,55.76,0
LAG-FP-0427,beverages,foreign,69.22,4,15,103,41.27,7,4,5,3,5.25,1,0.53,1,1.49,0.5,3,4,3,3,3.25,3,2,3,2.67,4,4,5,4.33,4,5,3,4.0,9.41,6.29,10.67,1.12,58.45,1
LAG-FP-0428,bakery,domestic,0.0,7,18,123,24.73,2,6,4,4,4.0,0,0.35,1,2.98,2.27,4,4,4,3,3.75,5,4,3,4.0,2,3,5,3.33,3,3,3,3.0,11.73,6.67,13.33,0.0,58.13,1
LAG-FP-0429,oils_fats,joint_venture,28.5,11,1,109,25.06,3,4,6,3,4.5,0,0.74,1,1.98,1.06,1,4,4,3,3.0,4,5,3,4.0,3,4,4,3.67,5,5,5,5.0,12.07,5.76,6.7,0.83,69.36,1
LAG-FP-0430,beverages,domestic,0.0,0,19,88,11.13,6,4,4,3,4.75,1,0.36,0,0.0,1.78,3,4,4,4,3.75,3,3,3,3.0,4,3,1,2.67,4,5,5,4.67,9.1,6.65,6.73,0.03,60.99,0
LAG-FP-0431,confectionery,domestic,0.0,0,5,83,23.38,4,5,3,6,3.5,0,0.47,0,2.0,1.35,4,3,2,3,3.0,4,3,2,3.0,2,5,4,3.67,5,4,5,4.67,10.43,7.58,1.85,0.2,51.72,0
LAG-FP-0432,oils_fats,domestic,0.0,0,12,49,20.24,3,4,7,7,3.75,0,0.57,0,1.25,2.03,5,4,4,4,4.25,4,3,3,3.33,3,4,2,3.0,5,3,4,4.0,12.26,8.78,7.51,0.83,49.38,0
LAG-FP-0433,fruits_veg,joint_venture,10.0,4,2,90,41.16,5,5,4,3,4.75,1,0.47,1,1.61,2.08,5,4,4,3,4.0,5,4,4,4.33,3,3,3,3.0,4,3,4,3.67,11.07,6.66,11.94,0.09,61.92,1
