condition_id,fixture_type,boundary_constraint,stack_pressure_value,stack_pressure_units,load_type,applied_force_value,applied_force_units,applied_moment_value,applied_moment_units,normal_force_direction,shear_plane,temperature_celsius,notes,source_metadata,created_utc
MBC-00117,uniaxial_compression_fixture,clamped,9.481,MPa,compressive,1063.02,N,,,-x,,40.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00118,biaxial_fixture,fixed_free,1.821,MPa,tensile,23.35,N,,,-y,,27.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00119,custom_fixture,pinned_pinned,2.392,MPa,compressive,3517.91,N,,,-y,,90.7,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00120,biaxial_fixture,simply_supported,9.247,MPa,tensile,3129.04,N,,,-x,,98.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00121,four_point_bending,pinned_fixed,5.491,MPa,compressive,4542.97,N,,,-z,,84.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00122,biaxial_fixture,fixed_fixed,7.947,MPa,tensile,4122.96,N,,,+y,,79.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00123,custom_fixture,fixed_fixed,6.918,MPa,bending,,,471.4,N*m,,,90.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00124,custom_fixture,pinned_fixed,6.021,MPa,compressive,3675.32,N,,,+x,,108.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00125,three_point_bending,fixed_fixed,2.366,MPa,compressive,4303.98,N,,,+x,,87.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00126,uniaxial_compression_fixture,simply_supported,5.805,MPa,shear,884.2,N,,,,zx,96.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00127,custom_fixture,pinned_pinned,9.97,MPa,tensile,4073.08,N,,,+z,,63.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00128,custom_fixture,pinned_pinned,3.4,MPa,bending,,,429.01,N*m,,,87.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00129,shear_fixture_single_lap,pinned_fixed,2.953,MPa,bending,,,406.97,N*m,,,114.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00130,uniaxial_compression_fixture,pinned_fixed,3.214,MPa,compressive,4851.22,N,,,-y,,52.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00131,uniaxial_compression_fixture,simply_supported,4.674,MPa,torsional,,,259.7,N*m,,,25.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00132,custom_fixture,simply_supported,7.624,MPa,bending,,,275.06,N*m,,,40.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00133,three_point_bending,pinned_fixed,1.302,MPa,bending,,,304.83,N*m,,,117.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00134,four_point_bending,simply_supported,3.176,MPa,tensile,2045.87,N,,,-z,,21.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00135,biaxial_fixture,pinned_fixed,6.512,MPa,compressive,4663.94,N,,,+y,,35.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00136,three_point_bending,pinned_fixed,9.804,MPa,bending,,,276.08,N*m,,,44.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00137,shear_fixture_double_lap,fixed_free,5.132,MPa,torsional,,,432.15,N*m,,,107.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00138,three_point_bending,pinned_fixed,9.349,MPa,shear,4104.54,N,,,,yz,70.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00139,three_point_bending,clamped,9.989,MPa,torsional,,,75.15,N*m,,,69.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00140,custom_fixture,pinned_pinned,5.564,MPa,shear,2282.17,N,,,,yz,74.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00141,four_point_bending,simply_supported,5.761,MPa,tensile,3879.97,N,,,+z,,43.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00142,shear_fixture_single_lap,simply_supported,7.082,MPa,bending,,,193.65,N*m,,,101.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00143,triaxial_cell,pinned_fixed,1.35,MPa,compressive,1666.65,N,,,+z,,116.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00144,custom_fixture,fixed_fixed,9.113,MPa,torsional,,,72.93,N*m,,,21.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00145,triaxial_cell,fixed_fixed,7.837,MPa,bending,,,312.01,N*m,,,46.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00146,shear_fixture_double_lap,simply_supported,8.532,MPa,compressive,4298.12,N,,,-y,,105.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00147,shear_fixture_single_lap,simply_supported,8.737,MPa,bending,,,35.14,N*m,,,23.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00148,three_point_bending,fixed_free,4.396,MPa,compressive,3172.4,N,,,+z,,29.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00149,custom_fixture,fixed_free,9.044,MPa,shear,3982.76,N,,,,yz,24.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00150,shear_fixture_single_lap,pinned_pinned,1.541,MPa,bending,,,283.4,N*m,,,73.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00151,triaxial_cell,fixed_free,0.882,MPa,tensile,3102.35,N,,,-z,,107.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00152,custom_fixture,clamped,2.399,MPa,tensile,2303.26,N,,,-x,,83.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00153,uniaxial_compression_fixture,pinned_fixed,6.808,MPa,shear,2214.23,N,,,,yz,35.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00154,three_point_bending,simply_supported,6.934,MPa,bending,,,151.76,N*m,,,65.7,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00155,shear_fixture_double_lap,pinned_fixed,2.448,MPa,compressive,2878.31,N,,,-x,,77.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
