sample_id,ramp_up_rate_c_per_min,peak_temperature_c,hold_time_min,cool_rate_c_per_min,applied_pressure_mpa,atmosphere,initial_relative_density,initial_median_pore_diameter_um,initial_pore_size_lognormal_sigma,grain_size_mean_um,grain_size_std_um,porosity_percent,pore_median_diameter_um,pore_size_lognormal_sigma,hag_boundary_fraction_percent,avg_misorientation_deg,relative_density,sintering_index_model
502,5.879,1117.47,110.48,12.566,13.006,hydrogen,0.5312,1.0097,0.5399,2.0756,0.6234,0.1,0.5559,0.4351,59.02,30.04,0.999,1.71475
503,10.562,1177.3,151.81,11.024,46.374,hydrogen,0.5777,0.5887,0.4601,2.2471,0.5267,0.1,0.284,0.3605,61.15,29.29,0.999,2.71375
504,18.19,1004.04,107.99,4.345,48.217,nitrogen,0.6221,0.4537,0.299,1.6403,0.3907,0.1,0.258,0.1887,45.35,27.31,0.999,1.49932
505,12.589,1400.49,132.84,21.678,0.0,air,0.6347,0.6506,0.4496,2.0006,0.6052,0.1,0.3184,0.3405,68.66,33.4,0.999,2.35919
506,11.564,1291.65,167.21,6.837,0.0,nitrogen,0.5259,0.6681,0.4724,2.3315,0.5483,0.1,0.3405,0.3842,65.37,33.62,0.999,2.4321
507,4.815,1036.54,149.01,17.053,0.0,air,0.5645,0.4693,0.3433,1.9689,0.6102,0.1,0.2482,0.2702,49.57,27.3,0.999,1.55768
508,19.79,1273.21,133.38,4.356,30.732,argon,0.5072,0.5283,0.3871,2.0192,0.5121,0.1,0.2684,0.299,56.78,27.75,0.999,2.48313
509,2.317,1214.74,152.06,15.449,39.091,air,0.5075,0.881,0.2978,2.3886,0.7155,0.1,0.3999,0.2255,60.3,30.66,0.999,2.52252
510,4.23,1401.59,112.63,11.214,20.392,air,0.5908,0.4689,0.2736,1.9497,0.485,0.1,0.2622,0.169,57.84,29.53,0.999,2.47801
511,9.179,955.23,137.05,6.173,12.877,vacuum,0.593,0.516,0.2681,1.7551,0.4119,0.1,0.3051,0.15,48.81,27.69,0.999,1.44454
512,16.837,1006.59,123.06,13.118,0.0,air,0.5257,0.3093,0.5008,1.3466,0.3124,0.1,0.1446,0.4257,48.91,24.33,0.999,1.25742
513,16.472,1182.94,133.33,15.81,0.0,hydrogen,0.5216,0.569,0.4545,1.8349,0.423,0.1,0.2776,0.3763,61.38,27.01,0.999,1.95833
514,7.992,1114.3,152.71,21.37,0.0,air,0.6385,0.7939,0.3755,2.0564,0.6288,0.1,0.4729,0.286,44.34,22.24,0.999,1.78873
515,10.851,974.37,138.09,19.59,0.0,argon,0.6174,0.5375,0.3886,1.9029,0.5272,0.1,0.2969,0.3078,51.27,28.04,0.999,1.36082
516,6.677,1143.26,90.26,10.033,0.0,air,0.5913,0.6496,0.4634,1.681,0.4132,0.1,0.3559,0.3612,54.4,25.57,0.999,1.35883
517,2.585,1347.25,151.02,15.085,0.0,vacuum,0.5493,0.3506,0.2712,2.1227,0.4735,0.1,0.2062,0.2183,64.12,32.09,0.999,2.54921
518,6.471,1213.69,155.8,4.067,0.0,argon,0.5285,0.7492,0.5179,2.1765,0.5401,0.1,0.3705,0.4268,65.2,27.53,0.999,2.15619
519,5.164,1444.03,102.04,12.173,0.0,argon,0.5661,0.3223,0.2815,1.9357,0.5672,0.1,0.1553,0.1996,71.39,38.19,0.999,2.32409
520,9.782,1433.17,131.81,16.031,27.291,nitrogen,0.6416,0.351,0.3815,1.7514,0.3651,0.1,0.1721,0.2898,70.81,33.38,0.999,2.93288
521,13.633,1091.59,112.95,24.891,0.0,air,0.5566,0.418,0.5184,1.3456,0.3413,0.1,0.2187,0.445,44.57,25.26,0.999,1.40092
522,17.005,955.06,102.23,13.105,38.885,argon,0.648,0.4875,0.4476,1.2926,0.354,0.1,0.2792,0.3484,50.34,24.06,0.999,1.23101
523,18.821,1320.36,157.48,6.899,0.0,argon,0.5613,0.6851,0.2973,2.4302,0.6587,0.1,0.312,0.1841,58.65,31.14,0.999,2.42511
524,13.419,1248.96,148.43,23.102,0.0,air,0.5106,0.8269,0.3434,2.4285,0.5444,0.1,0.4282,0.2383,52.5,28.66,0.999,2.09167
525,12.577,1288.18,139.96,24.729,44.045,vacuum,0.6424,0.3305,0.3853,1.4608,0.3282,0.1,0.1556,0.2689,63.72,33.31,0.999,2.88341
526,16.714,1146.36,115.03,19.042,0.0,argon,0.5958,0.6398,0.4074,1.6985,0.4421,0.1,0.3162,0.3175,60.78,32.74,0.999,1.61527
527,8.666,986.05,136.48,8.566,10.604,nitrogen,0.536,0.3514,0.3327,1.2448,0.2656,0.1,0.1766,0.2453,45.6,24.1,0.999,1.45376
528,16.414,1327.52,140.79,21.329,0.0,vacuum,0.5616,0.9109,0.5257,2.3209,0.6454,0.1,0.4763,0.3943,67.59,34.15,0.999,2.38269
529,5.393,1409.86,53.32,24.345,0.0,hydrogen,0.6434,0.3145,0.3898,1.405,0.4148,0.1,0.1472,0.2837,70.07,30.09,0.999,1.9122
530,2.441,1112.25,165.61,18.991,26.816,argon,0.632,0.3356,0.4959,1.7417,0.3579,0.1,0.1727,0.3611,58.66,32.59,0.999,2.28179
531,19.884,1426.14,62.85,5.011,7.129,vacuum,0.5567,0.4162,0.5145,1.9721,0.4386,0.1,0.2084,0.4184,71.57,31.99,0.999,2.05859
532,16.097,1088.91,83.47,24.196,17.598,air,0.6018,0.7931,0.5016,1.8391,0.3859,0.1,0.4058,0.4114,53.12,27.08,0.999,1.27444
533,2.116,1254.43,156.03,8.27,0.0,air,0.5949,0.3614,0.3326,2.0208,0.4576,0.1,0.1797,0.2135,54.61,27.91,0.999,2.17803
534,17.399,1355.3,137.76,20.358,0.0,argon,0.6102,0.327,0.3106,1.79,0.4273,0.1,0.1663,0.2225,58.51,29.91,0.999,2.35928
535,18.284,1315.2,151.56,6.332,0.0,hydrogen,0.5657,0.6772,0.3242,2.7652,0.5711,0.1,0.3626,0.22,64.54,31.17,0.999,2.48119
536,6.041,1388.88,161.14,7.613,0.0,hydrogen,0.5998,0.4692,0.4364,2.1581,0.5951,0.1,0.2255,0.3079,71.19,33.96,0.999,2.8053
537,16.294,1333.15,135.77,17.089,0.0,nitrogen,0.6011,0.568,0.4141,2.1142,0.5993,0.1,0.3316,0.3052,67.7,34.66,0.999,2.2649
538,18.997,1224.37,142.22,20.668,32.624,argon,0.5825,0.2778,0.3675,1.6181,0.4204,0.1,0.1314,0.3099,62.49,36.95,0.999,2.44256
539,8.828,1410.14,96.52,13.398,23.04,vacuum,0.5242,0.5963,0.538,2.2252,0.642,0.1,0.3174,0.4163,71.18,30.94,0.999,2.56251
540,17.753,961.17,130.51,18.211,32.651,air,0.5601,0.9977,0.5284,1.7512,0.4466,0.1,0.55,0.4252,46.91,23.01,0.999,1.43398
541,18.541,1440.9,138.38,18.324,0.0,air,0.6367,0.6954,0.3299,2.4654,0.747,0.1,0.347,0.2155,66.93,32.28,0.999,2.48544
542,19.809,1027.61,154.4,16.831,43.197,vacuum,0.5374,0.3698,0.2967,1.673,0.4676,0.1,0.2059,0.2064,57.72,31.92,0.999,2.09924
543,11.817,1164.43,145.84,14.557,0.0,nitrogen,0.6337,0.7242,0.5342,2.6608,0.6806,0.1,0.3433,0.4454,51.36,24.94,0.999,1.91525
544,3.378,1205.96,126.29,9.23,21.616,vacuum,0.5746,0.3286,0.4612,1.7688,0.4862,0.1,0.1891,0.3586,65.92,32.21,0.999,2.19505
545,12.197,1314.37,56.68,11.028,0.0,nitrogen,0.5321,0.5975,0.4169,1.8204,0.47,0.1,0.3163,0.3328,63.01,32.7,0.999,1.57212
546,4.153,1013.43,101.02,23.21,0.0,argon,0.539,0.4717,0.5307,1.5701,0.4314,0.1,0.2444,0.4415,42.39,25.19,0.999,1.15576
547,19.828,1261.98,129.62,9.344,0.0,air,0.5553,0.3487,0.5443,1.7048,0.4815,0.1,0.177,0.4703,50.64,27.96,0.999,1.95483
548,5.458,1099.77,143.9,14.055,0.0,argon,0.5112,0.5158,0.4453,1.7667,0.5055,0.1,0.2978,0.345,56.82,29.21,0.999,1.74921
549,5.086,1055.25,86.1,21.081,19.932,air,0.5161,0.436,0.4364,1.5,0.3202,0.1,0.2723,0.359,50.57,28.55,0.999,1.22881
550,18.54,1083.95,71.49,2.505,8.145,nitrogen,0.5251,0.6573,0.3735,1.83,0.4695,0.1,0.4047,0.3024,59.78,32.54,0.999,1.12477
551,18.422,1015.26,100.27,6.472,0.0,vacuum,0.5645,0.3671,0.3238,1.7489,0.4875,0.1,0.2155,0.2801,51.23,27.51,0.999,1.17364
552,13.222,1082.47,163.81,7.891,5.374,argon,0.5172,0.6779,0.361,2.1524,0.4785,0.1,0.3388,0.2541,50.29,28.4,0.999,1.92116
553,17.437,1002.85,93.33,10.468,7.527,air,0.6339,0.3237,0.2842,1.3986,0.3243,0.1,0.2009,0.2024,49.92,29.25,0.999,1.05464
554,17.629,976.94,122.61,8.325,15.037,argon,0.5854,0.6806,0.5105,1.6954,0.4282,0.1,0.2975,0.4087,53.32,26.59,0.999,1.33553
555,15.407,1347.44,132.26,3.039,6.142,hydrogen,0.5054,0.9077,0.4163,2.0849,0.6279,0.1,0.3829,0.2914,61.0,32.05,0.999,2.50226
556,3.021,1271.18,98.38,18.06,0.0,air,0.5009,0.5358,0.33,1.853,0.4586,0.1,0.2804,0.192,55.01,31.51,0.999,1.75536
557,8.481,1436.23,163.86,20.325,36.495,air,0.6106,0.8668,0.5373,2.7477,0.8461,0.1,0.4542,0.4418,65.56,32.39,0.999,3.30534
558,8.164,989.88,122.89,10.726,0.0,nitrogen,0.5178,0.5388,0.3507,1.4121,0.3662,0.1,0.2747,0.2402,52.3,27.22,0.999,1.26376
559,18.396,1427.59,100.56,15.706,0.0,vacuum,0.5691,0.3572,0.4032,2.0371,0.612,0.1,0.1632,0.2888,68.98,31.73,0.999,2.3053
560,7.905,1126.96,32.79,9.25,0.0,air,0.5419,0.6781,0.3162,1.8554,0.4771,0.1,0.3425,0.2101,51.97,25.98,0.999,0.85212
561,8.844,1314.85,164.99,3.098,0.0,argon,0.5031,0.6636,0.4194,2.3189,0.5346,0.1,0.3316,0.3616,55.99,32.81,0.999,2.506
562,17.11,1086.58,83.41,20.729,0.0,nitrogen,0.5385,1.3081,0.3168,2.1107,0.6149,0.1,0.7216,0.2622,53.41,27.86,0.999,1.17991
563,2.561,1420.97,88.19,11.42,14.61,air,0.5064,1.0605,0.3519,2.5088,0.6811,0.1,0.5822,0.2445,66.38,34.54,0.999,2.24106
564,17.867,1286.0,141.72,20.722,0.0,hydrogen,0.5402,0.8069,0.3384,2.1198,0.4742,0.1,0.3535,0.2576,62.94,29.29,0.999,2.31531
565,13.379,1122.23,135.81,15.752,6.901,air,0.5675,1.0066,0.3017,2.306,0.5448,0.1,0.5194,0.213,50.26,28.94,0.999,1.73306
566,9.122,1103.66,75.2,17.355,0.0,nitrogen,0.5524,0.7144,0.4743,1.746,0.4459,0.1,0.4035,0.3866,60.02,31.98,0.999,1.16976
567,18.556,1171.52,116.23,4.948,40.381,air,0.6015,0.5721,0.3567,2.3581,0.5331,0.1,0.2999,0.247,54.81,28.65,0.999,2.01348
568,17.174,1236.88,157.62,13.233,29.487,argon,0.5787,0.4099,0.3784,1.9182,0.4484,0.1,0.2161,0.2809,53.61,28.01,0.999,2.60091
569,2.526,1383.02,106.57,19.669,0.0,argon,0.5205,0.3286,0.2531,1.6959,0.5093,0.1,0.1685,0.15,63.59,31.96,0.999,2.1979
570,16.096,1388.68,163.65,23.45,6.159,air,0.6275,1.1986,0.3704,2.6947,0.6625,0.1,0.543,0.2974,66.28,31.9,0.999,2.65796
571,7.502,1010.68,151.04,6.244,21.024,argon,0.627,1.0778,0.5109,2.5412,0.6076,0.1,0.5086,0.3871,46.47,25.16,0.999,1.76732
572,9.402,1084.06,117.4,2.929,0.0,nitrogen,0.5051,0.5688,0.5139,1.8338,0.4704,0.1,0.3156,0.4294,56.81,28.29,0.999,1.46916
573,5.478,1160.42,90.01,17.595,0.0,hydrogen,0.6336,0.44,0.4703,1.3382,0.3435,0.1,0.2415,0.3525,61.51,31.64,0.999,1.53121
574,3.605,1402.3,145.63,10.641,0.0,air,0.6218,0.5922,0.5238,2.5337,0.6009,0.1,0.3109,0.4131,58.12,30.68,0.999,2.47646
575,14.487,1292.66,149.89,9.296,0.0,hydrogen,0.5529,0.4558,0.4097,2.1,0.5035,0.1,0.2271,0.3201,71.62,35.45,0.999,2.41757
576,12.185,1345.78,151.54,4.526,0.0,argon,0.5397,0.601,0.3953,2.0945,0.5001,0.1,0.3022,0.3147,70.89,36.08,0.999,2.46798
577,15.87,1084.98,154.47,3.273,20.881,hydrogen,0.5226,0.3674,0.3948,1.4301,0.4431,0.1,0.1813,0.2855,54.41,26.94,0.999,2.10512
578,12.677,971.69,97.57,12.368,0.0,argon,0.5929,0.3471,0.3834,1.2245,0.271,0.1,0.2054,0.3235,45.76,26.0,0.999,1.01023
579,10.393,1116.39,138.22,20.225,0.0,vacuum,0.5938,0.4762,0.467,1.5961,0.4961,0.1,0.2488,0.3925,50.57,27.09,0.999,1.79697
580,7.469,1399.87,152.78,6.235,13.444,air,0.6195,0.488,0.5206,2.0947,0.4594,0.1,0.2263,0.4487,65.23,30.81,0.999,2.73188
581,9.479,1295.26,156.4,14.853,0.0,air,0.6376,0.5124,0.2899,2.0827,0.6222,0.1,0.2683,0.2116,57.18,31.13,0.999,2.28664
582,4.862,1002.58,133.41,2.395,0.0,argon,0.5835,0.8219,0.3818,2.19,0.5162,0.1,0.4298,0.2749,44.8,29.97,0.999,1.39915
583,19.63,1185.08,158.86,9.537,0.0,air,0.5598,0.5944,0.2891,1.8923,0.5373,0.1,0.2893,0.1842,51.43,27.19,0.999,1.99232
584,14.655,1074.58,57.13,3.682,23.825,air,0.5782,0.9431,0.487,1.9049,0.4839,0.1,0.5601,0.3932,53.3,28.49,0.999,1.03666
585,2.908,1285.13,94.61,9.029,0.0,air,0.5159,0.5646,0.4548,2.0468,0.4498,0.1,0.2856,0.4054,63.32,34.75,0.999,1.76097
586,7.049,1217.71,113.66,21.027,0.0,air,0.6148,0.5205,0.3619,1.8765,0.5063,0.1,0.2877,0.2777,64.35,31.84,0.999,1.74056
587,11.991,996.64,148.62,4.395,15.02,argon,0.5427,1.2099,0.2868,2.3165,0.5319,0.1,0.736,0.2034,43.42,26.87,0.999,1.64244
588,2.117,1271.87,150.7,16.529,43.315,argon,0.5659,0.6368,0.3865,2.0822,0.6034,0.1,0.3096,0.2984,60.38,24.95,0.999,2.8599
589,18.177,1444.26,134.61,11.201,0.0,vacuum,0.6081,0.5076,0.394,2.0864,0.4445,0.1,0.2736,0.3109,68.07,33.56,0.999,2.64321
590,10.381,1313.06,88.83,3.116,16.163,hydrogen,0.5199,0.8472,0.2982,2.1763,0.4589,0.1,0.4015,0.1736,63.26,35.41,0.999,2.14035
591,5.514,958.17,96.0,17.005,13.172,air,0.5636,0.5543,0.5071,1.4813,0.4617,0.1,0.3028,0.4727,41.65,22.32,0.999,0.99969
592,10.799,1439.79,129.37,15.903,38.425,nitrogen,0.5599,0.4134,0.4783,1.9983,0.6078,0.1,0.2047,0.4081,70.02,33.93,0.999,3.09423
593,12.321,1158.44,83.86,13.037,0.0,nitrogen,0.5399,0.9796,0.3403,2.2012,0.6082,0.1,0.554,0.2535,49.66,23.97,0.999,1.38317
594,9.528,1084.32,133.36,24.173,0.0,argon,0.6468,0.4991,0.4315,1.4688,0.4503,0.1,0.2882,0.3464,51.62,32.35,0.999,1.61888
595,6.623,1385.27,86.39,12.94,0.0,air,0.5512,0.6047,0.2843,1.6941,0.4961,0.1,0.2728,0.1878,58.75,31.52,0.999,1.95355
596,4.372,1316.1,120.79,11.322,0.0,argon,0.5631,1.079,0.2946,2.5473,0.6438,0.1,0.5514,0.1893,55.06,24.92,0.999,2.13735
597,5.787,1097.23,126.1,6.938,0.0,vacuum,0.6019,1.086,0.3406,2.339,0.668,0.1,0.5674,0.2357,52.46,31.14,0.999,1.63985
598,8.746,955.4,93.92,20.1,14.674,vacuum,0.5471,1.2216,0.5031,1.9448,0.5991,0.1,0.7586,0.4266,49.14,24.58,0.999,1.05281
599,19.8,1418.35,77.96,23.46,0.0,air,0.5143,1.0391,0.3312,2.0697,0.4987,0.1,0.5949,0.2012,67.35,33.6,0.999,1.942
600,5.615,1429.72,157.81,16.283,0.0,air,0.5918,0.4916,0.4885,2.2324,0.5978,0.1,0.2714,0.3815,62.64,32.56,0.999,2.64584
601,2.153,1401.98,81.1,18.353,0.0,air,0.643,0.4977,0.3115,1.7531,0.3968,0.1,0.2662,0.1947,66.8,32.73,0.999,1.95401
602,11.037,1127.78,98.5,12.947,14.998,air,0.5602,0.8814,0.2697,2.0688,0.4942,0.1,0.4314,0.15,60.4,26.42,0.999,1.50772
603,12.444,1183.36,117.86,22.874,0.0,hydrogen,0.6306,0.5693,0.3986,2.0194,0.592,0.1,0.3013,0.3042,58.24,27.12,0.999,1.83531
604,11.171,981.89,151.17,16.269,26.62,nitrogen,0.5409,0.3356,0.4449,1.606,0.3494,0.1,0.1729,0.3749,52.62,25.9,0.999,1.7112
605,12.653,1158.22,145.28,17.074,0.0,air,0.51,0.4339,0.4496,2.0669,0.4423,0.1,0.2758,0.3466,47.29,22.39,0.999,1.83494
606,5.844,1208.03,132.67,24.738,0.0,air,0.5883,0.5131,0.4257,1.6969,0.4105,0.1,0.2731,0.3578,56.3,30.66,0.999,1.86919
607,18.153,1126.55,156.04,21.332,0.0,hydrogen,0.5227,0.5986,0.2857,1.8391,0.539,0.1,0.3525,0.1812,59.65,26.53,0.999,1.99405
608,13.879,1369.97,166.26,23.553,0.0,air,0.5018,0.6936,0.4218,2.3293,0.4993,0.1,0.3428,0.3307,62.25,35.3,0.999,2.5447
609,17.189,1442.15,147.28,16.625,20.905,argon,0.6213,0.3607,0.2829,1.8749,0.448,0.1,0.1825,0.209,70.09,33.09,0.999,3.00567
610,4.592,1263.13,103.39,14.179,0.0,argon,0.5608,0.4618,0.5431,1.7003,0.3858,0.1,0.2014,0.4458,60.99,31.1,0.999,1.84823
611,2.414,1389.5,161.49,8.696,0.0,air,0.6474,0.5886,0.317,2.3708,0.5965,0.1,0.2807,0.214,65.98,29.22,0.999,2.57155
612,3.013,1228.71,130.67,23.236,0.0,air,0.5502,0.8302,0.492,2.4258,0.7039,0.1,0.4083,0.3817,56.24,26.38,0.999,1.90651
613,6.732,1133.37,132.11,18.742,0.0,hydrogen,0.6312,0.6477,0.449,1.9647,0.4202,0.1,0.3572,0.3778,55.09,25.85,0.999,1.82663
614,10.183,1206.91,155.2,2.903,44.162,air,0.606,0.5078,0.4662,2.2901,0.5224,0.1,0.2361,0.3708,50.0,27.75,0.999,2.59047
615,7.691,1106.07,151.16,5.919,8.801,nitrogen,0.5622,0.9063,0.2843,2.3425,0.5319,0.1,0.4604,0.1986,52.75,30.82,0.999,1.90472
616,19.513,1405.05,128.59,6.473,29.984,argon,0.5399,0.6595,0.3069,2.479,0.6494,0.1,0.3285,0.2245,60.23,33.65,0.999,2.84087
617,16.792,1118.5,153.38,20.038,0.0,nitrogen,0.6121,0.6183,0.4667,1.7059,0.4098,0.1,0.3129,0.3651,56.74,34.76,0.999,1.84188
618,19.169,1139.97,140.21,20.78,17.226,air,0.6453,0.682,0.4582,1.6984,0.363,0.1,0.3522,0.3446,57.46,29.34,0.999,1.90876
619,10.362,950.57,141.56,13.357,0.0,air,0.6372,0.7086,0.4,1.6881,0.4313,0.1,0.3549,0.3093,45.35,26.3,0.999,1.27439
620,18.845,1322.53,129.97,10.896,0.0,argon,0.5681,0.7966,0.4385,2.3983,0.6492,0.1,0.3295,0.3775,68.07,31.6,0.999,2.20232
621,2.402,1031.88,146.2,16.15,0.0,air,0.6037,0.955,0.4334,2.1838,0.6308,0.1,0.4242,0.3382,47.48,23.92,0.999,1.52291
622,12.181,1321.76,155.63,4.777,37.095,air,0.6468,0.4428,0.5196,1.8225,0.443,0.1,0.2367,0.4336,64.38,34.12,0.999,2.86238
623,16.408,1376.61,56.71,3.533,0.0,argon,0.6015,0.3351,0.2972,1.9066,0.5784,0.1,0.1709,0.2094,69.47,32.19,0.999,1.74405
624,16.851,1317.89,154.27,9.622,0.0,air,0.5536,0.3842,0.2592,1.8298,0.4854,0.1,0.1901,0.1729,58.88,26.71,0.999,2.30403
625,5.736,1152.94,126.83,18.498,0.0,air,0.5477,0.5555,0.5272,1.6262,0.3876,0.1,0.2623,0.4259,60.01,36.48,0.999,1.67948
626,13.732,1083.14,141.41,3.808,0.0,hydrogen,0.5443,0.2583,0.2832,1.605,0.3489,0.1,0.1358,0.1551,56.61,31.12,0.999,1.75691
627,5.615,1359.82,166.23,17.412,6.044,argon,0.5753,0.4459,0.4988,1.8335,0.5632,0.1,0.2134,0.3872,62.76,31.27,0.999,2.7332
628,2.174,1112.47,56.53,14.757,0.0,nitrogen,0.5069,0.6951,0.4905,1.666,0.3341,0.1,0.3944,0.4077,51.86,29.46,0.999,1.03767
629,17.865,1441.49,131.17,9.36,11.428,nitrogen,0.5768,1.3725,0.4184,3.2293,0.9991,0.1,0.6878,0.3391,71.89,36.39,0.999,2.67903
630,8.646,1250.82,152.12,17.493,0.0,vacuum,0.5585,0.7315,0.2978,1.9529,0.5552,0.1,0.343,0.2055,63.78,34.17,0.999,2.29131
631,19.704,1240.98,96.73,8.116,13.978,hydrogen,0.5603,0.6577,0.3839,1.5877,0.4355,0.1,0.333,0.2549,58.62,29.35,0.999,1.94209
632,10.954,1283.24,146.78,20.125,25.372,air,0.5877,0.4669,0.4509,1.7419,0.3803,0.1,0.2364,0.3548,63.06,30.26,0.999,2.50572
633,20.0,1242.53,120.43,4.455,45.297,air,0.626,0.4207,0.5232,1.9963,0.4705,0.1,0.2041,0.4268,55.87,26.27,0.999,2.32939
634,18.33,1247.71,109.28,7.403,46.383,air,0.5397,0.522,0.4607,1.8664,0.3856,0.1,0.2993,0.3521,60.07,33.07,0.999,2.25042
635,5.112,1098.73,147.34,16.474,13.356,air,0.616,0.4982,0.4981,2.1266,0.4655,0.1,0.2553,0.4058,52.32,23.73,0.999,1.84168
636,7.45,1164.2,115.72,15.004,0.0,air,0.5342,0.3358,0.4629,1.8581,0.472,0.1,0.185,0.3857,50.63,30.27,0.999,1.6188
637,6.077,1314.07,159.79,6.805,21.693,argon,0.6141,0.4158,0.3194,1.9415,0.3992,0.1,0.1918,0.2146,66.89,34.31,0.999,2.78033
638,4.778,1232.16,157.32,9.801,0.0,air,0.5505,0.3588,0.5112,1.9942,0.6079,0.1,0.1759,0.423,59.04,26.42,0.999,2.13086
639,8.162,1103.44,159.01,13.111,9.88,argon,0.5119,0.4348,0.4467,1.8158,0.4481,0.1,0.2384,0.3576,54.05,29.0,0.999,1.99808
640,11.366,1179.68,140.83,4.906,0.0,nitrogen,0.6076,1.3768,0.3514,2.9182,0.7434,0.1,0.8685,0.2489,53.94,24.9,0.999,1.91546
641,8.503,1084.18,133.87,9.711,0.0,nitrogen,0.5168,0.7438,0.4362,2.1127,0.4927,0.1,0.3646,0.3574,50.27,28.44,0.999,1.60673
642,7.569,963.04,148.48,23.051,6.15,air,0.5581,0.477,0.346,1.3483,0.3191,0.1,0.2769,0.2827,42.41,27.14,0.999,1.41358
643,13.054,1174.57,92.1,7.959,0.0,air,0.6452,0.4686,0.5158,1.7159,0.3668,0.1,0.2447,0.4471,56.21,29.54,0.999,1.44803
644,18.472,1374.76,145.25,11.351,9.645,air,0.5937,1.0396,0.2788,2.1923,0.5418,0.1,0.5275,0.2006,61.07,36.02,0.999,2.50887
645,18.626,1003.49,83.12,10.82,25.096,air,0.5931,0.2971,0.3212,1.4534,0.3604,0.1,0.1765,0.257,44.77,22.65,0.999,1.06707
646,13.699,1368.8,90.82,9.098,23.854,air,0.563,0.6032,0.521,1.6135,0.3853,0.1,0.3161,0.4128,61.98,28.84,0.999,2.21304
647,17.575,950.46,149.43,23.086,0.0,argon,0.5554,1.0871,0.5089,2.1619,0.5096,0.1,0.6265,0.4665,43.37,19.62,0.999,1.37777
648,14.096,1278.7,107.14,14.966,0.0,nitrogen,0.5211,1.6423,0.3765,3.2482,0.9936,0.1,0.8817,0.2814,64.0,31.77,0.999,1.89101
649,3.042,1048.12,135.17,2.381,21.798,nitrogen,0.5925,0.9472,0.4199,2.1171,0.4765,0.1,0.4588,0.3017,44.41,26.93,0.999,1.72038
650,3.817,1095.17,67.2,19.421,42.677,vacuum,0.5393,0.581,0.4971,1.3198,0.3333,0.1,0.3091,0.3952,48.09,29.56,0.999,1.4114
651,10.235,1026.71,52.05,15.028,0.0,nitrogen,0.5259,0.5245,0.2693,1.311,0.3933,0.1,0.3301,0.215,50.83,27.93,0.999,0.77137
652,8.818,1066.35,154.34,19.164,48.352,hydrogen,0.5591,0.4929,0.4394,1.3853,0.2788,0.1,0.2409,0.3253,55.51,28.93,0.999,2.36549
653,3.417,1416.91,110.66,3.83,21.999,air,0.6115,0.552,0.3336,2.1855,0.4393,0.1,0.2721,0.2196,66.25,31.91,0.999,2.52613
654,13.151,1435.51,162.8,21.61,42.364,air,0.5816,0.3347,0.4219,1.5837,0.4077,0.1,0.1866,0.3689,66.9,33.0,0.999,3.37173
655,7.264,1277.31,63.15,6.886,0.0,air,0.5979,0.4737,0.4702,2.3314,0.7187,0.1,0.2371,0.3849,67.06,29.46,0.999,1.48644
656,13.275,957.64,160.45,20.026,45.709,vacuum,0.6353,0.8854,0.4202,1.8744,0.3825,0.1,0.4154,0.3369,46.24,28.8,0.999,1.96593
657,16.381,1141.55,65.11,18.795,0.0,air,0.5011,0.4388,0.4847,1.4566,0.3009,0.1,0.2382,0.4066,56.86,31.76,0.999,1.1401
658,13.445,1300.27,162.86,9.294,0.0,nitrogen,0.6443,0.1903,0.4374,1.8384,0.5373,0.1,0.1119,0.3649,57.6,31.45,0.999,2.41202
659,7.527,1419.21,152.04,24.378,22.311,nitrogen,0.6338,1.2086,0.2899,2.5431,0.6299,0.1,0.5052,0.1807,63.72,36.45,0.999,3.00651
660,10.796,1409.0,144.9,17.341,45.988,air,0.532,0.3257,0.3946,1.6793,0.4634,0.1,0.174,0.3108,62.88,32.99,0.999,3.17058
661,15.779,1347.07,126.36,15.439,38.48,nitrogen,0.5158,0.8301,0.5037,2.3002,0.5109,0.1,0.4433,0.3587,60.29,32.46,0.999,2.7396
662,3.805,1391.39,130.83,16.365,0.0,nitrogen,0.5062,0.9151,0.274,2.6745,0.7181,0.1,0.4481,0.1893,67.0,32.79,0.999,2.40062
663,12.765,1269.32,128.33,8.062,0.0,air,0.6481,0.9912,0.4635,2.346,0.6965,0.1,0.5436,0.3579,52.59,29.45,0.999,1.98438
664,7.153,1275.27,166.59,16.456,0.0,hydrogen,0.5941,0.6699,0.348,2.0806,0.4791,0.1,0.3585,0.2675,65.45,34.8,0.999,2.53231
665,4.219,1256.48,138.21,20.523,0.0,vacuum,0.6213,0.5498,0.5022,2.0545,0.6311,0.1,0.2914,0.4104,56.69,24.63,0.999,2.18646
666,15.684,1131.02,127.11,6.277,21.203,vacuum,0.5771,0.5106,0.32,1.6842,0.5154,0.1,0.2554,0.1926,58.38,28.09,0.999,1.94722
667,2.742,1220.79,105.27,22.569,0.0,vacuum,0.6216,0.7196,0.2972,1.9318,0.5262,0.1,0.3648,0.2273,58.34,31.08,0.999,1.802
668,17.916,1438.91,137.0,21.854,39.11,hydrogen,0.5762,0.4884,0.4406,1.9027,0.545,0.1,0.2508,0.3337,72.6,33.45,0.999,3.33485
669,18.133,1226.16,132.06,16.576,7.687,air,0.5551,0.355,0.4027,1.5104,0.3226,0.1,0.1926,0.3074,53.16,24.58,0.999,1.97491
